,date,SO2,NO2,CO
0,2018-01-01,4.91,32.78,1.05
1,2018-02-01,4.89,33.0,1.02
2,2018-03-01,5.12,38.71,1.11
3,2018-04-01,4.79,44.11,0.95
4,2018-05-01,5.06,52.0,1.07
5,2018-06-01,4.87,44.1,1.0
6,2018-07-01,4.99,45.08,0.98
7,2018-08-01,5.01,42.5,1.08
8,2018-09-01,5.32,39.52,1.12
9,2018-10-01,5.1,33.42,0.99
10,2018-11-01,5.23,61.36,1.06
11,2018-12-01,5.05,51.29,1.09
12,2018-01-13,5.11,53.85,1.02
13,2018-01-14,4.98,44.6,1.04
14,2018-01-15,5.0,37.6,1.01
15,2018-01-16,5.09,39.53,0.96
16,2018-01-17,5.2,37.79,1.02
17,2018-01-18,9.16,46.26,1.43
18,2018-01-19,8.79,42.66,2.06
19,2018-01-20,9.53,47.23,2.03
20,2018-01-21,9.07,40.95,2.02
21,2018-01-22,9.11,39.81,2.03
22,2018-01-23,9.08,32.98,2.08
23,2018-01-24,8.81,36.91,1.97
24,2018-01-25,6.73,37.37,1.48
25,2018-01-26,5.11,41.38,0.82
26,2018-01-27,5.27,36.77,1.02
27,2018-01-28,5.28,48.22,1.19
28,2018-01-29,4.9,54.11,1.48
29,2018-01-30,4.94,37.07,1.28
30,2018-01-31,5.01,36.19,1.29
31,2018-01-02,5.07,45.97,1.34
32,2018-02-02,4.86,37.84,1.4
33,2018-03-02,5.34,41.1,1.45
34,2018-04-02,4.99,35.16,1.41
35,2018-05-02,5.15,39.43,1.38
36,2018-06-02,3.58,23.43,0.88
37,2018-07-02,5.0,24.78,1.31
38,2018-08-02,5.16,37.96,1.45
39,2018-09-02,4.76,29.64,1.36
40,2018-10-02,5.29,34.94,1.3
41,2018-11-02,4.84,27.51,1.3
42,2018-12-02,5.27,28.37,1.52
43,2018-02-13,0.06,0.19,1.4
44,2018-02-14,9.382000000000001,29.891999999999996,1.32
45,2018-02-15,7.725999999999999,34.642,1.26
46,2018-02-16,5.446000000000001,31.944,1.41
47,2018-02-17,7.268000000000001,35.364,1.37
48,2018-02-18,7.62,36.27,1.29
49,2018-02-19,7.19,35.302,1.34
50,2018-02-20,8.52,31.070000000000004,1.48
51,2018-02-21,7.268000000000001,35.364,1.37
52,2018-02-22,8.358,25.407999999999998,1.23
53,2018-02-23,6.114,30.594,0.99
54,2018-02-24,6.758,36.52,1.31
55,2018-02-25,6.606,29.45,0.96
56,2018-02-26,9.382000000000001,29.891999999999996,1.32
57,2018-02-27,7.19,35.302,1.34
58,2018-02-28,8.120000000000001,37.176,1.25
59,2018-01-03,7.581999999999999,32.790000000000006,0.73
