,date,PM2.5,NO2,CO
61,2018-03-03,64.78,18.07,1.8
62,2018-04-03,53.65,16.27,1.61
63,2018-05-03,46.84,19.27,1.54
64,2018-06-03,45.32,22.16,1.59
65,2018-07-03,53.8,26.5,1.76
66,2018-08-03,87.42,37.17,2.57
67,2018-09-03,93.55,34.44,2.28
68,2018-10-03,49.38,23.92,1.51
69,2018-11-03,56.53,25.01,1.58
70,2018-12-03,51.93,28.02,2.03
71,2018-03-13,71.55,30.11,3.09
72,2018-03-14,76.94,28.49,3.54
73,2018-03-15,34.3,23.44,2.91
74,2018-03-16,80.76,24.19,3.01
75,2018-03-17,79.12,21.39,3.04
76,2018-03-18,61.97,21.16,3.9
77,2018-03-19,80.71342407743496,16.04354078549849,1.2361343012704173
78,2018-03-20,88.66,58.94,4.53
79,2018-03-21,92.49,26.2,4.28
80,2018-03-22,57.87,21.09,2.88
81,2018-03-23,44.83,20.0,1.2
82,2018-03-24,49.44,21.19,2.11
83,2018-03-25,53.75,20.23,3.05
84,2018-03-26,53.89,22.42,2.91
85,2018-03-27,64.63,29.48,3.33
86,2018-03-28,75.09,28.05,3.53
87,2018-03-29,50.39,22.06,2.83
88,2018-03-30,60.09,25.54,2.53
89,2018-03-31,67.96,23.21,2.55
90,2018-01-04,56.38,18.2,2.18
91,2018-02-04,79.48,24.96,2.68
92,2018-03-04,79.49,26.72,3.79
93,2018-04-04,82.74,31.66,3.68
94,2018-05-04,112.06,32.45,3.98
95,2018-06-04,75.97,22.96,3.51
96,2018-07-04,36.4,17.92,2.61
97,2018-08-04,40.51,14.57,2.36
98,2018-09-04,39.79,19.23,2.36
99,2018-10-04,68.97,18.75,2.77
100,2018-11-04,39.11,38.64,1.55
101,2018-12-04,38.82,66.43,2.74
102,2018-04-13,52.07,55.69,2.97
103,2018-04-14,63.25,61.35,1.99
104,2018-04-15,72.46,65.24,2.13
105,2018-04-16,64.14,60.7,1.8
106,2018-04-17,58.51,53.93,1.83
107,2018-04-18,41.1,56.22,2.59
108,2018-04-19,56.23,58.79,0.0
109,2018-04-20,69.49,54.91,0.0
110,2018-04-21,83.61,50.32,0.14
111,2018-04-22,36.32,38.58,0.26
112,2018-04-23,31.49,23.33,0.6
113,2018-04-24,62.53,39.04,1.45
114,2018-04-25,75.09,85.32,2.72
115,2018-04-26,112.42,84.56,3.4
116,2018-04-27,79.45,51.93,2.64
117,2018-04-28,68.31,42.47,1.08
118,2018-04-29,72.53,44.48,1.11
119,2018-04-30,65.36,47.16,0.84
120,2018-01-05,42.24,24.15,0.37
121,2018-02-05,62.53,29.73,2.87
122,2018-03-05,31.65,31.38,6.14
123,2018-04-05,35.34,18.17,1.21
124,2018-05-05,73.12,36.36,1.4
125,2018-06-05,70.51,30.42,0.07
126,2018-07-05,77.68,29.77,0.71
127,2018-08-05,30.66,19.73,0.8
128,2018-09-05,52.78,27.6,1.19
129,2018-10-05,69.09,27.89,1.06
130,2018-11-05,105.23,32.83,1.52
131,2018-12-05,124.05,33.57,1.46
132,2018-05-13,67.04,25.75,0.76
133,2018-05-14,43.85,24.87,0.74
134,2018-05-15,52.64,26.05,0.97
135,2018-05-16,57.74,24.78,0.9
136,2018-05-17,64.5,27.6,1.36
137,2018-05-18,71.24,28.93,2.33
138,2018-05-19,77.03,29.68,3.03
139,2018-05-20,58.13,25.67,1.16
140,2018-05-21,47.15,24.04,1.23
141,2018-05-22,59.39,28.6,1.08
142,2018-05-23,92.7,34.11,1.56
143,2018-05-24,84.64,31.47,2.29
144,2018-05-25,53.85,31.23,2.88
145,2018-05-26,64.76,30.8,4.33
146,2018-05-27,69.27,27.63,1.56
147,2018-05-28,101.71,50.8,1.29
148,2018-05-29,88.18,86.94,0.36
149,2018-05-30,36.37,47.74,4.69
150,2018-05-31,51.13,20.98,3.17
151,2018-01-06,58.31,21.18,2.01
152,2018-02-06,68.99,46.91,5.38
153,2018-03-06,54.84,107.93,0.85
154,2018-04-06,23.16,93.42,0.75
155,2018-05-06,80.71342407743496,16.04354078549849,1.2361343012704173
156,2018-06-06,80.71342407743496,16.04354078549849,1.2361343012704173
157,2018-07-06,80.71342407743496,16.04354078549849,1.2361343012704173
158,2018-08-06,80.71342407743496,16.04354078549849,1.2361343012704173
159,2018-09-06,80.71342407743496,16.04354078549849,1.2361343012704173
160,2018-10-06,73.87,29.98,1.41
161,2018-11-06,43.89,21.85,1.88
162,2018-12-06,102.95,20.18,1.0
163,2018-06-13,176.74,18.81,0.73
164,2018-06-14,128.24,18.94,0.61
165,2018-06-15,93.39,18.71,1.18
166,2018-06-16,87.63,18.08,0.86
167,2018-06-17,62.98,17.93,1.12
168,2018-06-18,50.55,19.88,1.13
169,2018-06-19,45.61,22.39,1.03
170,2018-06-20,61.16,18.45,1.11
171,2018-06-21,59.34,17.83,1.19
172,2018-06-22,65.15,22.92,1.27
173,2018-06-23,65.76,24.67,1.18
174,2018-06-24,48.7,22.38,1.07
175,2018-06-25,55.57,21.22,1.27
176,2018-06-26,35.03,21.85,1.01
177,2018-06-27,43.31,19.13,1.3
178,2018-06-28,21.69,18.19,1.05
179,2018-06-29,29.63,18.68,1.4
180,2018-06-30,30.69,18.68,1.48
181,2018-01-07,32.07,18.29,1.31
182,2018-02-07,30.46,17.54,1.22
183,2018-03-07,44.03,19.76,1.42
184,2018-04-07,35.32,21.28,1.23
185,2018-05-07,48.84,21.76,1.13
186,2018-06-07,48.39,20.67,1.24
187,2018-07-07,51.65,19.79,1.19
188,2018-08-07,60.14,19.62,1.32
189,2018-09-07,71.84,21.32,0.98
190,2018-10-07,32.2,35.28,0.84
191,2018-11-07,32.58,39.23,0.96
192,2018-12-07,55.13,41.39,0.77
193,2018-07-13,22.95,48.57,0.83
194,2018-07-14,25.25,48.83,0.75
195,2018-07-15,37.33,46.75,0.7
196,2018-07-16,39.75,43.4,0.55
197,2018-07-17,33.83,11.98,0.54
198,2018-07-18,39.35,15.17,0.56
199,2018-07-19,34.98,14.72,0.55
200,2018-07-20,33.87,26.31,0.65
201,2018-07-21,45.51,26.93,0.62
202,2018-07-22,25.17,15.88,0.51
203,2018-07-23,32.18,22.85,0.57
204,2018-07-24,34.25,33.12,0.58
205,2018-07-25,26.3,31.45,0.54
206,2018-07-26,20.02,32.38,0.57
207,2018-07-27,20.72,31.35,0.56
208,2018-07-28,28.2,31.34,0.53
209,2018-07-29,37.61,32.02,0.55
210,2018-07-30,32.36,32.09,0.25
211,2018-07-31,42.51,35.59,0.46
212,2018-01-08,43.82,16.79,0.7
213,2018-02-08,53.71,16.36,0.63
214,2018-03-08,48.87,19.51,0.59
215,2018-04-08,51.58,23.42,0.65
216,2018-05-08,48.3,17.06,0.65
217,2018-06-08,45.62,27.25,0.78
218,2018-07-08,39.59,26.72,0.82
219,2018-08-08,31.19,18.89,0.83
220,2018-09-08,31.76,17.43,0.78
221,2018-10-08,44.26,24.15,1.18
222,2018-11-08,31.15,15.49,0.85
223,2018-12-08,24.65,15.79,0.73
224,2018-08-13,27.81,19.09,0.8
225,2018-08-14,58.7,27.25,1.04
226,2018-08-15,39.34,12.35,0.93
227,2018-08-16,36.06,18.34,1.32
228,2018-08-17,54.99,17.3,1.18
229,2018-08-18,95.03999999999999,16.67,1.12
230,2018-08-19,39.946000000000005,11.15,1.7
231,2018-08-20,102.65,11.25,1.64
232,2018-08-21,39.45,13.0,1.19
233,2018-08-22,26.27,11.06,1.29
234,2018-08-23,22.29,12.15,1.19
235,2018-08-24,19.09,13.13,1.24
236,2018-08-25,17.21,14.37,1.16
237,2018-08-26,22.19,14.83,1.19
238,2018-08-27,24.99,20.73,1.46
239,2018-08-28,27.22,12.99,1.44
240,2018-08-29,21.66,13.32,1.42
241,2018-08-30,39.05,17.75,1.45
242,2018-08-31,39.35,19.26,1.27
243,2018-01-09,53.24,23.71,1.35
244,2018-02-09,49.45,18.53,0.97
245,2018-03-09,40.95,23.65,1.48
246,2018-04-09,46.95,37.17,1.64
247,2018-05-09,34.06,21.96,1.25
248,2018-06-09,34.4,18.48,1.36
249,2018-07-09,36.47,32.13,1.63
250,2018-08-09,35.9,18.19,1.25
251,2018-09-09,19.57,10.33,1.12
252,2018-10-09,30.06,17.37,1.21
253,2018-11-09,26.09,15.79,1.21
254,2018-12-09,23.54,11.99,1.14
255,2018-09-13,20.67,8.15,1.19
256,2018-09-14,25.71,13.15,1.37
257,2018-09-15,32.04,13.13,1.49
258,2018-09-16,38.82,13.41,1.47
259,2018-09-17,61.03,24.48,1.33
260,2018-09-18,45.95,33.91,1.2
261,2018-09-19,56.78,38.08,1.67
262,2018-09-20,75.86,41.76,2.14
263,2018-09-21,47.84,24.6,1.47
264,2018-09-22,27.47,23.25,1.7
265,2018-09-23,32.87,19.85,1.51
266,2018-09-24,18.78,22.19,1.67
267,2018-09-25,23.01,15.31,1.84
268,2018-09-26,34.98,17.44,2.18
269,2018-09-27,59.78,17.29,2.54
270,2018-09-28,66.32,11.95,2.05
271,2018-09-29,70.93,13.29,1.67
272,2018-09-30,52.41,11.4,0.62
273,2018-01-10,61.14,13.74,0.14
274,2018-02-10,68.3,12.12,0.01
275,2018-03-10,55.87,18.12,0.03
276,2018-04-10,80.19,16.85,0.05
277,2018-05-10,97.48,19.7,0.3
278,2018-06-10,76.85,14.45,0.49
279,2018-07-10,72.9,15.08,0.42
280,2018-08-10,107.37,22.81,0.59
281,2018-09-10,95.26,18.26,0.57
282,2018-10-10,78.0,15.22,0.34
283,2018-11-10,54.6,11.34,0.19
284,2018-12-10,66.41,15.4,0.42
285,2018-10-13,95.43,14.59,0.75
286,2018-10-14,74.2,13.95,0.57
287,2018-10-15,99.11,18.44,0.94
288,2018-10-16,110.0,17.03,1.38
289,2018-10-17,92.91,15.77,1.06
290,2018-10-18,95.7,17.85,1.92
291,2018-10-19,118.88,23.52,0.84
292,2018-10-20,127.74,24.74,0.85
293,2018-10-21,108.22,21.77,0.87
294,2018-10-22,105.71,16.5,0.75
295,2018-10-23,80.71342407743496,16.04354078549849,1.2361343012704173
296,2018-10-24,126.19,60.19,2.03
297,2018-10-25,132.66,40.45,1.78
298,2018-10-26,127.07,37.73,2.13
299,2018-10-27,156.88,42.74,2.45
300,2018-10-28,171.53,28.72,1.65
301,2018-10-29,207.32,20.88,1.65
302,2018-10-30,202.06,9.45,2.3
303,2018-10-31,101.96,8.74,2.54
304,2018-01-11,105.24,5.17,2.36
305,2018-02-11,128.21,8.41,1.46
306,2018-03-11,130.21,7.75,0.69
307,2018-04-11,79.13,9.98,0.49
308,2018-05-11,307.16,11.2,0.99
309,2018-06-11,146.0,12.36,0.7
310,2018-07-11,148.97,13.57,0.7
311,2018-08-11,370.5,28.24,1.49
312,2018-09-11,248.17,45.28,2.07
313,2018-10-11,260.96,51.11,2.35
314,2018-11-11,189.73,40.57,2.32
315,2018-12-11,224.37,47.03,2.56
316,2018-11-13,230.43,46.33,2.04
317,2018-11-14,121.78,17.91,1.01
318,2018-11-15,95.12,13.11,0.72
319,2018-11-16,152.82,12.51,0.63
320,2018-11-17,117.6,11.77,0.66
321,2018-11-18,140.37,14.4,1.18
322,2018-11-19,171.6,12.35,0.89
323,2018-11-20,181.32,11.73,1.38
324,2018-11-21,179.62,10.88,1.27
325,2018-11-22,100.8,12.35,1.6
326,2018-11-23,145.5,10.44,1.68
327,2018-11-24,87.48,9.45,0.8
328,2018-11-25,99.58,9.91,1.11
329,2018-11-26,159.26,17.3,2.2
330,2018-11-27,146.21,22.35,3.29
331,2018-11-28,153.11,45.83,2.68
332,2018-11-29,152.88,33.38,2.32
333,2018-11-30,148.55,28.42,1.52
334,2018-01-12,127.38,26.84,1.37
335,2018-02-12,113.75,28.1,2.11
336,2018-03-12,146.57,30.84,2.97
337,2018-04-12,146.15,32.81,2.81
338,2018-05-12,135.32,48.77,2.54
339,2018-06-12,156.07,84.32,4.81
340,2018-07-12,149.33,55.77,2.0
341,2018-08-12,157.87,44.58,2.34
342,2018-09-12,176.37,52.28,2.61
343,2018-10-12,203.98,48.81,3.2
344,2018-11-12,229.2,47.03,3.6
345,2018-12-12,164.92,36.88,1.95
346,2018-12-13,73.88,30.15,1.09
347,2018-12-14,82.14,30.32,1.2
348,2018-12-15,89.68,30.01,1.05
349,2018-12-16,106.95,31.99,1.36
350,2018-12-17,143.26,36.75,2.25
351,2018-12-18,162.15,35.51,1.85
352,2018-12-19,139.42,39.73,1.45
353,2018-12-20,182.21,43.87,1.28
354,2018-12-21,194.61,39.57,1.21
355,2018-12-22,235.39,45.8,1.53
356,2018-12-23,282.12,41.91,1.96
357,2018-12-24,276.77,41.84,1.87
358,2018-12-25,211.63,29.88,0.82
359,2018-12-26,154.52,31.53,0.87
360,2018-12-27,214.62,35.4,1.56
361,2018-12-28,182.94,28.2,0.63
362,2018-12-29,164.12,29.09,0.86
363,2018-12-30,215.84,34.45,1.78
364,2018-12-31,240.36,32.54,1.73
365,2019-01-01,214.64,34.1,1.8
366,2019-02-01,232.43,34.41,2.04
367,2019-03-01,259.3,30.87,1.42
368,2019-04-01,166.33,30.32,1.09
369,2019-05-01,187.72,28.86,1.21
370,2019-06-01,136.53,26.2,0.64
371,2019-07-01,138.39,25.62,0.83
372,2019-08-01,116.62,23.86,0.56
373,2019-09-01,97.49,24.72,0.53
374,2019-10-01,106.0,28.27,0.91
375,2019-11-01,203.53,36.01,2.11
376,2019-12-01,235.95,33.97,1.92
377,2019-01-13,206.78,28.2,0.96
378,2019-01-14,55.42,20.85,0.3
379,2019-01-15,90.05,23.03,0.6
380,2019-01-16,195.46,28.53,1.52
381,2019-01-17,268.85,29.57,1.97
382,2019-01-18,161.34,48.38,1.03
383,2019-01-19,159.16,91.59,1.38
384,2019-01-20,216.65,72.98,2.59
385,2019-01-21,116.8,26.47,0.97
386,2019-01-22,47.39,8.12,0.3
387,2019-01-23,111.98,28.65,0.36
388,2019-01-24,93.65,22.43,0.35
389,2019-01-25,54.79,18.11,0.13
390,2019-01-26,59.89,16.55,0.12
391,2019-01-27,96.9,20.1,0.18
392,2019-01-28,86.06,9.55,0.18
393,2019-01-29,93.08,10.08,0.25
394,2019-01-30,132.91,13.24,0.45
395,2019-01-31,150.84,13.62,0.58
396,2019-01-02,130.65,7.77,0.22
397,2019-02-02,126.9,6.29,0.21
398,2019-03-02,84.91,6.55,0.26
399,2019-04-02,77.48,11.31,0.48
400,2019-05-02,156.63,17.17,1.13
401,2019-06-02,129.52,8.69,0.44
402,2019-07-02,48.75,5.5,0.19
403,2019-08-02,43.86,7.08,0.21
404,2019-09-02,48.68,6.89,0.22
405,2019-10-02,94.3,9.69,0.39
406,2019-11-02,121.37,12.38,0.52
407,2019-12-02,149.88,15.58,0.91
408,2019-02-13,144.07,12.58,0.74
409,2019-02-14,116.25,8.49,0.51
410,2019-02-15,107.2,6.53,0.39
411,2019-02-16,73.82,5.29,0.32
412,2019-02-17,52.73,5.27,0.33
413,2019-02-18,80.71342407743496,16.04354078549849,1.2361343012704173
414,2019-02-19,120.94,12.77,0.79
415,2019-02-20,75.96,6.78,0.65
416,2019-02-21,54.61,8.41,0.44
417,2019-02-22,48.44,5.72,0.48
418,2019-02-23,30.13,4.17,0.24
419,2019-02-24,59.78,6.57,0.37
420,2019-02-25,64.12,7.81,0.49
421,2019-02-26,45.02,6.83,0.33
422,2019-02-27,29.46,5.39,0.3
423,2019-02-28,60.55,7.11,0.46
424,2019-01-03,63.28,7.61,0.53
425,2019-02-03,76.27,8.72,0.61
426,2019-03-03,53.08,5.34,0.26
427,2019-04-03,85.03,6.34,0.55
428,2019-05-03,39.76,3.93,0.2
429,2019-06-03,52.7,6.25,0.35
430,2019-07-03,67.55,5.88,0.51
431,2019-08-03,61.28,5.91,0.42
432,2019-09-03,47.49,5.53,0.26
433,2019-10-03,49.66,6.32,0.28
434,2019-11-03,69.17,7.59,0.43
435,2019-12-03,35.31,4.66,0.27
436,2019-03-13,63.17,7.85,0.39
437,2019-03-14,78.99,7.22,0.59
438,2019-03-15,54.02,5.51,0.34
439,2019-03-16,53.35,6.77,0.26
440,2019-03-17,64.63,8.18,0.36
441,2019-03-18,65.57,7.01,0.39
442,2019-03-19,69.27,7.38,0.45
443,2019-03-20,66.26,6.69,0.45
444,2019-03-21,88.61,5.03,0.58
445,2019-03-22,27.04,4.03,0.24
446,2019-03-23,30.39,3.72,0.29
447,2019-03-24,40.95,4.19,0.3
448,2019-03-25,45.37,4.36,0.32
449,2019-03-26,49.88,3.99,0.33
450,2019-03-27,80.71342407743496,16.04354078549849,1.2361343012704173
451,2019-03-28,80.71342407743496,16.04354078549849,1.2361343012704173
452,2019-03-29,46.49,3.63,0.81
453,2019-03-30,75.85,4.32,0.72
454,2019-03-31,47.15,3.22,0.4
455,2019-01-04,45.93,2.64,0.34
456,2019-02-04,55.62,3.47,0.51
457,2019-03-04,79.09,4.32,0.66
458,2019-04-04,85.24,4.98,1.17
459,2019-05-04,82.86,3.83,0.99
460,2019-06-04,62.26,3.83,0.66
461,2019-07-04,102.4,3.54,0.78
462,2019-08-04,47.87,2.7,0.52
463,2019-09-04,64.24,1.69,0.74
464,2019-10-04,63.25,2.34,0.93
465,2019-11-04,44.49,2.85,0.59
466,2019-12-04,48.34,2.95,0.52
467,2019-04-13,33.67,2.42,0.44
468,2019-04-14,36.77,2.45,0.45
469,2019-04-15,35.34,2.65,0.64
470,2019-04-16,34.55,2.53,0.45
471,2019-04-17,17.42,2.14,0.4
472,2019-04-18,29.43,2.47,0.49
473,2019-04-19,51.24,2.49,0.57
474,2019-04-20,51.65,3.01,0.75
475,2019-04-21,63.23,3.89,0.77
476,2019-04-22,79.67,4.24,1.01
477,2019-04-23,63.5,4.71,1.04
478,2019-04-24,79.06,4.71,0.62
479,2019-04-25,79.76,3.31,0.59
480,2019-04-26,52.06,3.53,0.7
481,2019-04-27,47.03,2.97,0.46
482,2019-04-28,49.77,2.86,0.48
483,2019-04-29,50.96,2.68,0.78
484,2019-04-30,109.28,26.73,6.45
485,2019-01-05,104.92,53.7,3.49
486,2019-02-05,43.94,1.97,0.61
487,2019-03-05,39.34,2.03,0.69
488,2019-04-05,52.49,2.61,0.85
489,2019-05-05,81.17,2.54,0.91
490,2019-06-05,84.11,4.29,1.1
491,2019-07-05,90.94,4.86,1.41
492,2019-08-05,99.7,5.15,1.41
493,2019-09-05,83.88,3.1,0.94
494,2019-10-05,79.32,2.77,0.65
495,2019-11-05,73.09,2.64,0.78
496,2019-12-05,110.63,2.42,0.85
497,2019-05-13,158.74,2.7,1.08
498,2019-05-14,51.2,3.42,0.78
499,2019-05-15,66.43,3.96,1.21
500,2019-05-16,57.21,3.56,1.1
501,2019-05-17,59.34,3.1,1.04
502,2019-05-18,37.79,2.84,0.88
503,2019-05-19,76.1,4.61,1.07
504,2019-05-20,81.8,5.26,1.23
505,2019-05-21,66.08,3.8,1.08
506,2019-05-22,44.62,5.34,1.52
507,2019-05-23,71.85,3.75,1.34
508,2019-05-24,40.19,2.74,1.14
509,2019-05-25,52.72,3.43,1.02
510,2019-05-26,52.24,3.88,1.06
511,2019-05-27,51.17,4.85,1.17
512,2019-05-28,70.95,4.82,1.11
513,2019-05-29,80.71342407743496,16.04354078549849,1.2361343012704173
514,2019-05-30,98.4,7.05,1.53
515,2019-05-31,127.39,44.49,3.03
516,2019-01-06,53.81,22.69,2.25
517,2019-02-06,70.31,2.3,0.75
518,2019-03-06,61.57,2.0,0.6
519,2019-04-06,52.24,2.32,0.66
520,2019-05-06,71.85,2.62,0.91
521,2019-06-06,65.0,2.74,0.85
522,2019-07-06,53.21,2.27,0.82
523,2019-08-06,61.92,4.36,0.94
524,2019-09-06,87.41,7.91,1.66
525,2019-10-06,68.33,5.08,1.24
526,2019-11-06,92.42,3.68,1.04
527,2019-12-06,50.36,3.02,0.75
528,2019-06-13,47.59,3.33,0.81
529,2019-06-14,53.31,13.25,0.86
530,2019-06-15,73.4,19.77,0.98
531,2019-06-16,46.41,11.8,0.68
532,2019-06-17,30.06,11.54,0.74
533,2019-06-18,29.7,13.43,0.77
534,2019-06-19,88.77,3.53,0.92
535,2019-06-20,46.92,3.54,0.74
536,2019-06-21,97.4,5.52,0.93
537,2019-06-22,63.9,6.66,0.89
538,2019-06-23,38.89,5.53,0.74
539,2019-06-24,42.66,5.67,0.73
540,2019-06-25,52.82,14.82,0.87
541,2019-06-26,59.57,22.92,0.96
542,2019-06-27,55.31,31.35,0.99
543,2019-06-28,48.99,31.63,0.93
544,2019-06-29,52.93,31.49,0.81
545,2019-06-30,58.53,30.48,0.93
546,2019-01-07,52.85,31.59,0.81
547,2019-02-07,68.77,30.4,0.84
548,2019-03-07,36.11,27.91,0.8
549,2019-04-07,33.86,26.69,0.94
550,2019-05-07,43.33,28.12,0.93
551,2019-06-07,27.63,26.56,0.95
552,2019-07-07,36.01,26.75,1.0
553,2019-08-07,52.25,27.07,1.18
554,2019-09-07,40.45,26.27,2.02
555,2019-10-07,69.85,26.69,1.75
556,2019-11-07,82.97,26.1,1.37
557,2019-12-07,68.5,25.98,1.57
558,2019-07-13,65.24,25.77,1.7
559,2019-07-14,66.45,25.77,1.71
560,2019-07-15,40.13,26.04,1.77
561,2019-07-16,33.07,26.2,1.82
562,2019-07-17,31.99,27.36,1.84
563,2019-07-18,29.12,27.97,1.96
564,2019-07-19,55.48,29.3,2.23
565,2019-07-20,48.57,24.57,2.11
566,2019-07-21,75.93,7.6,2.62
567,2019-07-22,45.61,7.93,2.68
568,2019-07-23,57.85,9.81,2.53
569,2019-07-24,63.34,7.52,2.3
570,2019-07-25,19.57,5.46,2.11
571,2019-07-26,27.59,6.24,2.33
572,2019-07-27,25.39,5.13,1.97
573,2019-07-28,20.74,4.0,1.53
574,2019-07-29,18.38,4.57,1.5
575,2019-07-30,22.73,7.13,1.6
576,2019-07-31,22.26,7.04,1.55
577,2019-01-08,27.14,6.4,1.56
578,2019-02-08,31.27,8.01,1.61
579,2019-03-08,31.98,7.89,1.72
580,2019-04-08,43.73,6.52,1.77
581,2019-05-08,45.29,4.36,1.84
582,2019-06-08,29.99,5.74,1.57
583,2019-07-08,30.81,14.84,1.99
584,2019-08-08,22.8,7.95,1.68
585,2019-09-08,20.27,5.07,1.61
586,2019-10-08,16.81,4.7,1.68
587,2019-11-08,22.37,5.64,1.84
588,2019-12-08,18.77,5.96,1.98
589,2019-08-13,21.68,7.2,2.21
590,2019-08-14,32.43,9.13,2.46
591,2019-08-15,25.11,6.04,2.73
592,2019-08-16,16.2,4.78,2.38
593,2019-08-17,10.91,3.72,2.52
594,2019-08-18,21.21,5.01,2.58
595,2019-08-19,35.33,7.66,2.86
596,2019-08-20,36.99,7.02,2.98
597,2019-08-21,42.81,7.65,1.84
598,2019-08-22,38.54,8.34,0.88
599,2019-08-23,42.23,6.27,0.91
600,2019-08-24,58.67,9.93,1.13
601,2019-08-25,31.16,6.01,0.49
602,2019-08-26,23.13,16.47,0.61
603,2019-08-27,33.94,17.0,0.7
604,2019-08-28,36.83,16.08,0.68
605,2019-08-29,29.88,14.77,0.57
606,2019-08-30,38.26,16.56,0.67
607,2019-08-31,52.0,19.75,0.83
608,2019-01-09,26.2,15.21,0.57
609,2019-02-09,46.57,16.32,0.64
610,2019-03-09,69.81,20.14,0.74
611,2019-04-09,71.59,18.39,0.67
612,2019-05-09,30.23,14.39,0.56
613,2019-06-09,30.04,14.66,0.56
614,2019-07-09,30.62,14.16,0.56
615,2019-08-09,31.52,14.96,0.61
616,2019-09-09,57.49,19.19,0.77
617,2019-10-09,65.61,21.33,0.91
618,2019-11-09,76.55,22.57,0.9
619,2019-12-09,52.33,14.79,0.63
620,2019-09-13,29.67,13.65,0.59
621,2019-09-14,26.55,11.87,0.59
622,2019-09-15,36.91,13.1,0.63
623,2019-09-16,98.28,13.1,0.67
624,2019-09-17,54.59,21.53,0.76
625,2019-09-18,30.94,14.42,0.64
626,2019-09-19,23.72,13.31,0.64
627,2019-09-20,29.31,13.83,0.68
628,2019-09-21,38.28,13.63,0.62
629,2019-09-22,77.98,10.52,0.57
630,2019-09-23,43.74,18.8,0.74
631,2019-09-24,31.65,16.86,0.73
632,2019-09-25,37.23,15.69,0.66
633,2019-09-26,16.39,12.89,0.62
634,2019-09-27,15.2,12.96,0.6
635,2019-09-28,20.52,13.18,0.62
636,2019-09-29,16.24,11.49,0.6
637,2019-09-30,31.88,14.11,0.71
638,2019-01-10,32.52,13.64,0.69
639,2019-02-10,31.15,15.21,0.81
640,2019-03-10,51.38,18.13,1.06
641,2019-04-10,39.25,13.98,0.75
642,2019-05-10,36.84,12.72,0.76
643,2019-06-10,57.37,12.3,0.77
644,2019-07-10,51.05,11.13,0.7
645,2019-08-10,34.33,11.12,0.73
646,2019-09-10,66.75,12.89,1.16
647,2019-10-10,82.48,11.41,1.15
648,2019-11-10,89.99,24.75,1.22
649,2019-12-10,106.19,27.62,1.35
650,2019-10-13,116.58,26.3,1.39
651,2019-10-14,108.26,32.71,1.92
652,2019-10-15,121.01,40.67,2.94
653,2019-10-16,136.88,30.13,1.7
654,2019-10-17,108.05,18.17,0.61
655,2019-10-18,89.3,23.57,0.43
656,2019-10-19,76.26,19.85,0.51
