,date,PM2.5,SO2,NO2,CO
0,2018-01-01,196.78,26.39,43.73,0.0
1,2018-02-01,139.75,7.59,36.41,0.0
2,2018-03-01,154.7,7.99,37.5,0.0
3,2018-04-01,189.76,18.93,60.85,0.0
4,2018-05-01,153.43,16.58,52.36,0.0
5,2018-06-01,208.87,35.51,62.3,0.0
6,2018-07-01,136.28,17.75,50.28,0.0
7,2018-08-01,103.95,10.38,43.24,0.0
8,2018-09-01,134.85,15.81,52.48,0.66
9,2018-10-01,110.59,9.38,49.39,0.71
10,2018-11-01,99.81,6.19,55.59,0.9
11,2018-12-01,103.76,9.8,56.29,1.15
12,2018-01-13,158.44,27.06,60.77,1.68
13,2018-01-14,139.85,14.23,48.47,0.97
14,2018-01-15,109.74,10.54,44.0,0.56
15,2018-01-16,85.93,4.42,47.86,1.1
16,2018-01-17,145.41,15.37,50.18,0.95
17,2018-01-18,184.85,25.37,74.02,1.57
18,2018-01-19,150.01,37.59,68.0,1.22
19,2018-01-20,97.28,10.36,61.08,0.88
20,2018-01-21,111.77,16.54,82.65,1.19
21,2018-01-22,127.02,20.16,99.23,1.16
22,2018-01-23,109.11,14.11,71.94,1.19
23,2018-01-24,76.79,8.74,47.84,0.46
24,2018-01-25,76.04,6.1,49.04,0.7
25,2018-01-26,75.49,7.06,31.41,0.59
26,2018-01-27,88.27,4.23,42.91,0.7
27,2018-01-28,101.46,8.8,44.88,0.76
28,2018-01-29,94.86,10.69,51.14,0.91
29,2018-01-30,68.7,7.06,42.29,0.99
30,2018-01-31,70.22,6.19,47.16,0.85
31,2018-01-02,83.06,22.58,71.01,1.08
32,2018-02-02,65.46,15.45,50.68,0.8
33,2018-03-02,72.02,14.36,46.75,0.77
34,2018-04-02,70.35,9.89,45.88,0.82
35,2018-05-02,90.03,17.97,60.89,0.99
36,2018-06-02,92.4,16.03,52.49,1.14
37,2018-07-02,86.08,9.24,52.73,0.69
38,2018-08-02,130.36,14.59,61.27,0.61
39,2018-09-02,184.53,10.14,62.34,0.95
40,2018-10-02,198.98,18.81,72.65,1.7
41,2018-11-02,151.72,19.24,51.29,0.92
42,2018-12-02,65.85,4.85,25.99,0.63
43,2018-02-13,108.07,9.4,39.88,2.08
44,2018-02-14,51.2,6.53,25.48,2.86
45,2018-02-15,74.88,10.02,30.58,0.8
46,2018-02-16,98.87,13.31,46.44,1.0
47,2018-02-17,80.91,13.39,50.76,0.84
48,2018-02-18,81.29,12.28,48.2,0.94
49,2018-02-19,138.34,18.48,71.37,1.38
50,2018-02-20,115.48,4.07,61.51,1.32
51,2018-02-21,81.13,16.84,83.52,2.1
52,2018-02-22,83.84,8.63,63.43,1.09
53,2018-02-23,221.07,9.59,54.46,1.91
54,2018-02-24,154.53,6.01,59.34,0.95
55,2018-02-25,105.97,8.46,29.96,0.71
56,2018-02-26,53.59,9.34,21.41,0.79
57,2018-02-27,65.72,10.84,35.49,0.78
58,2018-02-28,124.18,18.42,38.48,1.16
59,2018-01-03,101.82,12.92,42.55,1.07
60,2018-02-03,146.26,22.19,46.91,1.73
61,2018-03-03,65.76,14.67,34.04,0.99
62,2018-04-03,70.95,11.87,30.75,0.85
63,2018-05-03,56.49,10.86,32.98,1.13
64,2018-06-03,65.47,13.03,36.8,0.65
65,2018-07-03,67.11,11.11,39.81,0.85
66,2018-08-03,99.23,14.49,73.61,1.72
67,2018-09-03,96.73,11.24,62.88,1.84
68,2018-10-03,58.81,6.28,40.62,0.76
69,2018-11-03,63.11,14.73,48.34,0.78
70,2018-12-03,73.22,20.35,45.57,0.91
71,2018-03-13,100.77,23.09,54.71,1.2
72,2018-03-14,133.71,50.29,61.52,1.39
73,2018-03-15,113.59,26.1,36.99,0.85
74,2018-03-16,114.17,11.84,26.9,1.22
75,2018-03-17,57.38,7.32,15.32,0.6
76,2018-03-18,65.6,9.98,9.9,0.59
77,2018-03-19,61.03,13.23,39.11,0.64
78,2018-03-20,115.92,26.5,78.89,1.3
79,2018-03-21,127.6,37.74,49.16,0.89
80,2018-03-22,64.67,14.12,38.92,1.07
81,2018-03-23,53.29,9.95,35.24,0.78
82,2018-03-24,78.2,14.03,40.66,0.52
83,2018-03-25,109.02,14.58,38.87,0.71
84,2018-03-26,99.74,16.72,47.52,0.78
85,2018-03-27,101.01,18.94,62.95,2.09
86,2018-03-28,83.64,16.64,55.89,0.88
87,2018-03-29,95.46,8.48,47.48,0.57
88,2018-03-30,99.72,13.26,54.02,0.51
89,2018-03-31,99.36,13.49,40.71,0.51
90,2018-01-04,72.29,12.07,43.33,0.46
91,2018-02-04,91.03,17.95,56.46,0.6
92,2018-03-04,87.27,37.74,54.9,0.68
93,2018-04-04,103.18,19.35,66.58,0.85
94,2018-05-04,135.04,23.11,60.93,1.02
95,2018-06-04,95.71,18.93,49.16,0.38
96,2018-07-04,43.87,7.95,36.18,0.42
97,2018-08-04,48.03,9.84,32.51,0.42
98,2018-09-04,57.27,7.29,41.93,0.55
99,2018-10-04,82.82,12.15,46.05,0.64
100,2018-11-04,65.29,9.15,33.78,0.66
101,2018-12-04,72.25,8.06,45.18,0.56
102,2018-04-13,90.34,14.24,58.57,0.77
103,2018-04-14,77.52,12.51,59.78,0.58
104,2018-04-15,94.94,16.97,71.6,0.64
