,date,SO2,NO2,CO
195,2018-07-15,14.21,25.16,0.86
196,2018-07-16,10.99,32.55,1.22
197,2018-07-17,14.43,31.67,1.08
198,2018-07-18,12.38,30.1,0.96
199,2018-07-19,12.68,26.62,0.9
200,2018-07-20,14.49,31.52,1.09
201,2018-07-21,12.23,41.23,1.22
202,2018-07-22,8.97,29.61,1.06
203,2018-07-23,11.76,40.93,1.06
204,2018-07-24,10.84,49.48,1.07
205,2018-07-25,16.27,30.1,1.0
206,2018-07-26,13.42,23.65,0.8
207,2018-07-27,12.07,18.72,0.79
208,2018-07-28,12.3,19.23,0.87
209,2018-07-29,10.36,20.91,0.99
210,2018-07-30,8.09,22.62,1.05
211,2018-07-31,11.7,22.31,0.96
212,2018-01-08,9.73,25.17,1.22
213,2018-02-08,10.16,21.21,1.11
214,2018-03-08,12.46,21.84,1.26
215,2018-04-08,10.24,23.03,1.2
216,2018-05-08,11.33,19.25,0.95
217,2018-06-08,12.25,29.61,1.31
218,2018-07-08,12.56,29.16,1.1
219,2018-08-08,11.08,23.35,1.18
220,2018-09-08,13.84,25.25,1.08
221,2018-10-08,12.99,38.32,1.41
222,2018-11-08,10.82,18.48,0.79
223,2018-12-08,11.1,18.44,0.87
224,2018-08-13,12.54,24.24,0.96
225,2018-08-14,8.05,34.99,1.34
226,2018-08-15,8.69,23.57,1.16
227,2018-08-16,11.88,34.29,1.78
228,2018-08-17,7.17,24.95,1.42
229,2018-08-18,13.77,28.61,1.17
230,2018-08-19,13.37,39.81,1.71
231,2018-08-20,13.33,36.56,1.63
232,2018-08-21,12.57,26.82,1.2
233,2018-08-22,14.48,26.71,1.41
234,2018-08-23,14.5,20.95,1.32
235,2018-08-24,7.83,20.63,1.5
236,2018-08-25,9.0,16.35,1.22
237,2018-08-26,9.92,15.3,1.06
238,2018-08-27,10.29,30.32,1.48
239,2018-08-28,9.41,28.15,1.37
240,2018-08-29,12.22,27.04,1.43
241,2018-08-30,12.94,27.34,1.67
242,2018-08-31,13.94,23.88,1.55
243,2018-01-09,13.4,30.35,1.77
244,2018-02-09,12.23,22.29,1.49
245,2018-03-09,15.65,35.0,1.78
246,2018-04-09,7.68,30.17,1.79
247,2018-05-09,12.63,24.13,1.58
248,2018-06-09,7.09,21.59,1.28
249,2018-07-09,6.77,32.76,1.9
250,2018-08-09,7.2,23.43,1.4
251,2018-09-09,10.75,17.43,1.05
252,2018-10-09,8.72,28.96,1.52
253,2018-11-09,8.76,18.49,1.26
254,2018-12-09,9.62,19.57,1.27
255,2018-09-13,9.08,20.69,1.26
256,2018-09-14,11.67,22.04,1.44
257,2018-09-15,9.75,22.22,1.3
258,2018-09-16,10.71,19.12,1.16
259,2018-09-17,10.03,25.76,1.42
260,2018-09-18,10.35,24.03,1.28
261,2018-09-19,10.08,29.26,1.41
262,2018-09-20,8.26,43.11,1.69
263,2018-09-21,8.79,26.69,1.19
264,2018-09-22,9.17,19.45,1.15
265,2018-09-23,8.89,17.92,1.04
266,2018-09-24,8.27,20.89,1.08
267,2018-09-25,9.6,15.95,1.21
268,2018-09-26,9.9,24.53,2.06
269,2018-09-27,9.78,34.07,2.79
270,2018-09-28,15.97,42.4,3.35
271,2018-09-29,9.37,38.03,2.18
272,2018-09-30,12.52,28.54,1.8
273,2018-01-10,12.97,40.45,2.58
274,2018-02-10,8.63,31.49,1.87
275,2018-03-10,12.08,40.18,2.17
276,2018-04-10,11.76,49.73,2.57
277,2018-05-10,11.15,58.23,3.24
278,2018-06-10,15.87,41.73,2.37
279,2018-07-10,14.1,41.57,2.42
280,2018-08-10,15.28,69.88,2.62
281,2018-09-10,14.84,66.98,2.67
282,2018-10-10,12.74,51.64,2.14
283,2018-11-10,14.84,38.78,1.59
284,2018-12-10,16.04,44.83,2.04
285,2018-10-13,17.05,46.59,2.13
286,2018-10-14,17.6,45.37,2.3
287,2018-10-15,16.27,56.78,2.5
288,2018-10-16,14.89,69.65,3.29
289,2018-10-17,15.66,36.72,1.85
290,2018-10-18,16.15,48.28,3.46
291,2018-10-19,13.32,47.26,2.74
292,2018-10-20,16.85,49.23,2.84
293,2018-10-21,25.9,46.39,1.97
294,2018-10-22,23.54,41.92,1.96
295,2018-10-23,25.43,52.88,2.49
296,2018-10-24,24.97,69.28,3.1
297,2018-10-25,30.2,77.96,2.77
298,2018-10-26,30.89,81.62,3.94
299,2018-10-27,29.14,60.15,3.87
300,2018-10-28,23.38,44.44,3.28
301,2018-10-29,23.68,45.09,3.49
302,2018-10-30,25.47,52.83,3.07
303,2018-10-31,25.98,61.52,2.9
304,2018-01-11,24.98,62.96,3.33
305,2018-02-11,33.45,58.61,2.4
306,2018-03-11,26.01,38.07,1.53
307,2018-04-11,26.05,22.75,1.04
308,2018-05-11,23.52,32.27,1.9
309,2018-06-11,23.17,26.43,1.29
310,2018-07-11,31.25,28.83,1.71
311,2018-08-11,40.48,45.03,3.29
312,2018-09-11,26.95,45.47,3.7
313,2018-10-11,27.96,53.08,3.4
314,2018-11-11,28.18,54.27,3.53
315,2018-12-11,29.94,59.84,3.19
316,2018-11-13,26.43,56.33,2.63
317,2018-11-14,24.65,36.68,1.78
318,2018-11-15,19.74,31.38,1.31
319,2018-11-16,22.09,27.65,1.48
320,2018-11-17,19.82,31.73,1.69
321,2018-11-18,21.79,44.67,2.3
322,2018-11-19,25.44,37.53,1.5
323,2018-11-20,34.47,43.42,2.15
324,2018-11-21,18.16,31.64,1.91
325,2018-11-22,25.63,39.66,2.9
326,2018-11-23,24.86,31.88,1.82
327,2018-11-24,22.23,23.78,1.19
328,2018-11-25,21.93,29.77,1.83
329,2018-11-26,26.72,36.8,2.71
330,2018-11-27,22.96,51.11,4.03
331,2018-11-28,23.5,47.42,3.06
332,2018-11-29,18.54,36.95,2.3
333,2018-11-30,19.95,32.68,2.2
334,2018-01-12,21.1,34.6,2.53
335,2018-02-12,26.92,44.02,3.71
336,2018-03-12,21.89,46.49,3.51
337,2018-04-12,21.52,51.0,3.24
338,2018-05-12,21.58,43.57,3.12
339,2018-06-12,21.32,58.63,4.71
340,2018-07-12,21.27,38.53,2.63
341,2018-08-12,21.79,41.28,3.14
342,2018-09-12,23.12,57.3,4.51
343,2018-10-12,22.9,57.99,3.63
344,2018-11-12,19.02,59.25,3.01
345,2018-12-12,20.38,42.49,2.34
346,2018-12-13,18.9,30.69,1.55
347,2018-12-14,17.7,30.56,1.64
348,2018-12-15,18.73,31.27,1.28
349,2018-12-16,20.31,34.6,1.78
350,2018-12-17,22.17,40.8,2.82
351,2018-12-18,23.98,41.58,1.84
352,2018-12-19,24.55,44.49,2.78
353,2018-12-20,22.09,48.5,3.83
354,2018-12-21,20.42,44.89,3.2
355,2018-12-22,21.59,57.34,3.01
356,2018-12-23,20.33,59.22,4.01
357,2018-12-24,21.04,56.4,4.3
358,2018-12-25,16.7,39.79,2.19
359,2018-12-26,19.92,43.19,2.6
360,2018-12-27,21.77,63.76,2.94
361,2018-12-28,21.34,57.76,2.33
362,2018-12-29,20.92,56.81,2.4
363,2018-12-30,23.59,69.51,2.72
364,2018-12-31,23.34,69.93,4.19
365,2019-01-01,19.59,65.89,2.68
366,2019-02-01,20.65,76.26,2.5
367,2019-03-01,15.68,55.0,2.86
368,2019-04-01,17.35,53.45,2.68
369,2019-05-01,17.97,67.71,2.94
370,2019-06-01,17.12,52.46,1.46
371,2019-07-01,19.64,45.79,2.06
372,2019-08-01,18.44,40.9,1.44
373,2019-09-01,20.09,42.95,1.34
374,2019-10-01,23.54,50.43,2.8
375,2019-11-01,25.32,90.34,3.81
376,2019-12-01,20.96,87.89,4.51
377,2019-01-13,20.53,64.11,2.25
378,2019-01-14,22.86,32.33,0.97
379,2019-01-15,22.33,41.53,1.75
380,2019-01-16,25.96,77.68,2.95
381,2019-01-17,26.55,86.21,4.17
382,2019-01-18,14.34,81.28,3.41
383,2019-01-19,21.53,58.98,2.28
384,2019-01-20,24.03,72.03,3.85
385,2019-01-21,18.62,48.51,1.42
386,2019-01-22,17.59,35.69,1.1
387,2019-01-23,19.8,35.81,2.1
388,2019-01-24,18.73,41.29,1.65
389,2019-01-25,19.52,31.62,0.96
390,2019-01-26,23.07,27.3,0.82
391,2019-01-27,21.96,30.5,0.92
392,2019-01-28,20.24,33.91,1.04
393,2019-01-29,28.51,37.08,1.4
394,2019-01-30,30.81,43.98,2.22
395,2019-01-31,24.08,46.59,1.83
396,2019-01-02,21.84,33.06,1.27
397,2019-02-02,16.29,20.19,1.17
398,2019-03-02,17.04,18.81,1.11
399,2019-04-02,17.43,28.46,2.4
400,2019-05-02,22.17,49.37,3.17
401,2019-06-02,19.43,33.32,1.32
402,2019-07-02,18.32,15.39,0.8
403,2019-08-02,15.45,21.88,1.08
404,2019-09-02,8.94,22.57,1.13
405,2019-10-02,11.26,26.4,1.72
406,2019-11-02,10.36,35.31,2.65
407,2019-12-02,8.98,41.71,2.74
408,2019-02-13,12.23,46.28,2.18
409,2019-02-14,10.36,31.56,1.25
410,2019-02-15,18.01,33.06,1.25
411,2019-02-16,19.91,27.39,1.16
412,2019-02-17,21.77,39.02,1.28
413,2019-02-18,25.05,53.62,1.22
414,2019-02-19,23.31,63.37,2.25
415,2019-02-20,22.43,62.12,1.66
416,2019-02-21,25.23,52.3,1.81
417,2019-02-22,20.08,26.21,0.92
418,2019-02-23,24.83,31.71,0.86
419,2019-02-24,34.53,46.19,1.38
420,2019-02-25,22.17,57.59,1.32
421,2019-02-26,27.22,52.32,0.99
422,2019-02-27,23.83,45.46,0.96
423,2019-02-28,34.61,39.73,1.21
424,2019-01-03,27.96,44.22,1.34
425,2019-02-03,27.86,61.6,1.47
426,2019-03-03,22.17,43.39,1.36
427,2019-04-03,22.76,35.66,1.74
428,2019-05-03,25.15,34.22,1.06
429,2019-06-03,25.02,39.14,1.67
430,2019-07-03,28.8,50.12,1.59
431,2019-08-03,26.97,54.75,1.56
432,2019-09-03,33.35,33.95,0.97
433,2019-10-03,29.39,43.46,1.44
434,2019-11-03,29.49,53.66,1.49
435,2019-12-03,25.96,36.52,1.07
436,2019-03-13,33.56,65.34,2.17
437,2019-03-14,25.05,47.81,1.78
438,2019-03-15,23.23,29.99,1.1
439,2019-03-16,28.46,38.86,1.11
440,2019-03-17,36.23,41.28,1.18
441,2019-03-18,38.46,43.91,1.43
442,2019-03-19,34.95,50.66,1.33
443,2019-03-20,31.85,55.22,1.43
444,2019-03-21,34.33,32.65,1.4
445,2019-03-22,25.18,25.15,0.68
446,2019-03-23,32.47,26.95,0.79
447,2019-03-24,28.14,22.26,0.79
448,2019-03-25,34.06,28.02,0.92
449,2019-03-26,30.44,36.72,1.11
450,2019-03-27,29.44,49.16,1.76
451,2019-03-28,28.67,64.8,2.36
452,2019-03-29,25.64,71.07,2.71
453,2019-03-30,26.82,67.58,1.79
454,2019-03-31,24.73,33.61,0.81
455,2019-01-04,34.8,33.72,0.91
456,2019-02-04,40.33,47.5,1.22
457,2019-03-04,34.61,57.33,1.93
458,2019-04-04,38.08,77.69,2.2
459,2019-05-04,42.21,69.93,2.78
460,2019-06-04,33.04,53.62,1.52
461,2019-07-04,29.02,51.87,1.49
462,2019-08-04,22.07,53.97,1.07
463,2019-09-04,29.88,64.06,1.8
464,2019-10-04,31.58,59.78,1.71
465,2019-11-04,34.3,51.01,1.26
466,2019-12-04,25.19,37.34,1.05
467,2019-04-13,30.23,36.77,0.99
468,2019-04-14,32.39,29.52,0.92
469,2019-04-15,43.6,43.67,1.71
470,2019-04-16,20.62,29.26,0.74
471,2019-04-17,17.49,29.19,0.66
472,2019-04-18,25.64,40.87,0.99
473,2019-04-19,30.42,48.44,1.31
474,2019-04-20,36.94,58.12,1.8
475,2019-04-21,29.33,56.51,2.05
476,2019-04-22,31.97,75.47,2.31
477,2019-04-23,37.69,65.43,2.0
478,2019-04-24,26.21,58.51,1.53
479,2019-04-25,23.77,45.07,1.3
480,2019-04-26,41.24,51.39,1.52
481,2019-04-27,30.71,32.38,0.93
482,2019-04-28,37.06,37.44,1.0
483,2019-04-29,42.27,54.58,2.08
484,2019-04-30,38.13,73.97,1.77
485,2019-01-05,40.83,74.4,2.24
486,2019-02-05,25.06,38.54,1.13
487,2019-03-05,27.18,47.65,1.21
488,2019-04-05,29.66,45.94,1.16
489,2019-05-05,30.06,54.75,2.12
490,2019-06-05,39.44,61.19,2.38
491,2019-07-05,34.62,60.98,2.9
492,2019-08-05,36.94,52.47,1.91
493,2019-09-05,31.39,43.72,1.36
494,2019-10-05,25.61,33.64,0.98
495,2019-11-05,31.93,32.33,1.0
496,2019-12-05,33.01,37.84,1.29
497,2019-05-13,47.17,43.49,1.44
498,2019-05-14,24.52,40.49,1.17
499,2019-05-15,30.42,68.93,1.43
500,2019-05-16,20.81,51.61,1.3
501,2019-05-17,22.27,44.85,1.25
502,2019-05-18,22.94,29.33,0.88
503,2019-05-19,28.27,48.98,1.25
504,2019-05-20,31.52,52.8,1.32
505,2019-05-21,32.3,44.42,1.04
506,2019-05-22,33.32,47.49,1.65
507,2019-05-23,26.65,47.26,1.18
508,2019-05-24,24.01,41.7,1.17
509,2019-05-25,21.56,24.87,0.81
510,2019-05-26,33.34,35.3,0.93
511,2019-05-27,30.8,48.73,1.1
512,2019-05-28,35.18,53.99,1.21
513,2019-05-29,34.71,56.07,1.94
514,2019-05-30,31.05,61.09,2.03
515,2019-05-31,32.77,47.58,1.74
516,2019-01-06,24.97,50.91,1.33
517,2019-02-06,21.69,35.41,1.27
518,2019-03-06,19.38,28.24,0.97
519,2019-04-06,24.26,41.0,1.21
520,2019-05-06,25.26,46.68,1.33
521,2019-06-06,25.74,40.85,1.01
522,2019-07-06,25.1,39.61,1.12
523,2019-08-06,28.11,58.46,1.93
524,2019-09-06,38.07,63.55,1.93
525,2019-10-06,32.67,73.32,2.27
526,2019-11-06,20.61,47.88,1.38
527,2019-12-06,17.98,29.39,0.84
528,2019-06-13,22.01,38.58,1.01
529,2019-06-14,24.54,44.22,1.25
530,2019-06-15,26.3,39.12,0.99
531,2019-06-16,19.07,20.65,0.71
532,2019-06-17,23.6,32.57,0.92
533,2019-06-18,17.41,34.48,0.9
534,2019-06-19,20.33,43.65,1.04
535,2019-06-20,21.03,33.79,0.92
536,2019-06-21,23.97,45.01,1.24
537,2019-06-22,27.67,41.27,0.98
538,2019-06-23,19.2,22.99,0.91
539,2019-06-24,18.97,24.72,0.94
540,2019-06-25,19.21,40.41,1.18
541,2019-06-26,19.8,28.87,1.06
542,2019-06-27,23.65,38.02,1.18
543,2019-06-28,27.27,33.14,1.0
544,2019-06-29,21.44,24.31,0.82
545,2019-06-30,26.93,21.75,0.87
546,2019-01-07,22.49,21.41,0.82
547,2019-02-07,20.94,18.06,1.12
548,2019-03-07,18.07,16.81,1.01
549,2019-04-07,19.69,28.47,1.3
550,2019-05-07,14.18,32.58,1.22
551,2019-06-07,15.42,28.84,1.03
552,2019-07-07,17.88,30.21,1.15
553,2019-08-07,14.78,33.04,0.98
554,2019-09-07,10.34,25.82,1.0
555,2019-10-07,15.9,25.71,0.98
556,2019-11-07,16.51,20.94,1.06
557,2019-12-07,15.51,21.48,0.96
558,2019-07-13,14.53,16.28,0.93
559,2019-07-14,16.69,16.27,0.77
560,2019-07-15,19.81,28.68,1.1
561,2019-07-16,16.68,30.21,1.15
562,2019-07-17,15.55,24.68,1.1
563,2019-07-18,14.78,38.75,1.44
564,2019-07-19,13.98,40.21,1.51
565,2019-07-20,17.81,47.65,1.42
566,2019-07-21,17.27,39.24,1.4
567,2019-07-22,16.28,42.71,1.54
568,2019-07-23,16.22,48.84,1.46
569,2019-07-24,14.28,34.81,1.17
570,2019-07-25,17.35,26.73,1.03
571,2019-07-26,16.44,28.1,1.28
572,2019-07-27,17.3,23.2,1.0
573,2019-07-28,15.01,19.67,1.0
574,2019-07-29,17.24,23.14,1.21
575,2019-07-30,16.74,33.0,1.18
576,2019-07-31,16.53,26.84,1.09
577,2019-01-08,15.37,26.94,1.02
578,2019-02-08,18.83,36.9,1.71
579,2019-03-08,16.06,34.81,1.46
580,2019-04-08,19.5,34.12,1.79
581,2019-05-08,15.7,35.01,1.56
582,2019-06-08,16.2,34.96,1.25
583,2019-07-08,16.83,32.25,1.55
584,2019-08-08,17.63,27.58,1.1
585,2019-09-08,14.84,13.36,0.84
586,2019-10-08,14.52,14.61,0.77
587,2019-11-08,15.3,18.73,0.98
588,2019-12-08,17.29,16.58,1.28
589,2019-08-13,18.38,19.52,1.13
590,2019-08-14,17.3,33.9,1.67
591,2019-08-15,13.37,18.83,1.09
592,2019-08-16,15.14,14.14,0.94
593,2019-08-17,13.36,9.91,0.7
594,2019-08-18,17.06,16.3,1.11
595,2019-08-19,15.41,26.22,1.5
596,2019-08-20,14.93,20.21,1.28
597,2019-08-21,16.78,21.38,1.22
598,2019-08-22,18.92,34.82,1.12
599,2019-08-23,17.23,33.87,1.66
600,2019-08-24,13.97,35.04,1.39
601,2019-08-25,15.17,23.44,1.01
602,2019-08-26,18.16,26.13,1.26
603,2019-08-27,15.35,34.78,1.47
604,2019-08-28,14.36,32.25,1.21
605,2019-08-29,14.41,26.52,1.05
606,2019-08-30,17.37,42.34,1.61
607,2019-08-31,19.62,43.9,2.39
608,2019-01-09,7.18,30.52,1.08
609,2019-02-09,8.55,33.49,1.54
610,2019-03-09,10.41,41.59,1.65
611,2019-04-09,8.9,33.79,1.48
612,2019-05-09,8.26,25.59,1.2
613,2019-06-09,7.54,31.6,1.23
614,2019-07-09,6.78,27.19,1.15
615,2019-08-09,8.2,22.72,1.0
616,2019-09-09,8.82,23.39,1.19
617,2019-10-09,10.83,36.04,1.36
618,2019-11-09,7.98,46.4,1.39
619,2019-12-09,7.68,33.44,1.29
620,2019-09-13,7.3,24.15,1.12
621,2019-09-14,6.12,15.0,0.75
622,2019-09-15,8.83,29.77,1.11
623,2019-09-16,8.2,27.26,1.17
624,2019-09-17,8.72,37.26,1.41
625,2019-09-18,5.55,25.61,0.96
626,2019-09-19,6.45,17.65,0.82
627,2019-09-20,7.72,29.52,1.04
628,2019-09-21,8.17,33.25,1.17
629,2019-09-22,7.46,26.74,0.9
630,2019-09-23,10.3,29.25,1.15
631,2019-09-24,7.55,32.25,1.02
632,2019-09-25,8.08,27.66,1.04
633,2019-09-26,8.0,21.32,0.93
634,2019-09-27,9.77,18.89,0.93
635,2019-09-28,7.62,19.93,0.81
636,2019-09-29,7.23,15.99,0.82
637,2019-09-30,8.6,27.42,1.12
638,2019-01-10,7.76,25.14,1.09
639,2019-02-10,9.99,32.09,1.41
640,2019-03-10,6.18,35.76,1.23
641,2019-04-10,8.12,25.99,1.11
642,2019-05-10,10.71,23.74,1.15
643,2019-06-10,7.54,21.28,1.05
644,2019-07-10,7.75,18.09,1.01
