,date,PM2.5,SO2,NO2,CO
0,2018-01-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
1,2018-02-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
2,2018-03-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
3,2018-04-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
4,2018-05-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
5,2018-06-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
6,2018-07-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
7,2018-08-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
8,2018-09-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
9,2018-10-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
10,2018-11-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
11,2018-12-01,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
12,2018-01-13,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
13,2018-01-14,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
14,2018-01-15,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
15,2018-01-16,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
16,2018-01-17,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
17,2018-01-18,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
18,2018-01-19,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
19,2018-01-20,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
20,2018-01-21,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
21,2018-01-22,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
22,2018-01-23,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
23,2018-01-24,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
24,2018-01-25,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
25,2018-01-26,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
26,2018-01-27,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
27,2018-01-28,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
28,2018-01-29,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
29,2018-01-30,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
30,2018-01-31,64.24059649122808,9.31293497363796,27.987807183364836,0.7121968365553603
