,date,PM2.5,SO2
0,2018-01-01,57.320517241379314,16.434062500000003
1,2018-02-01,57.320517241379314,16.434062500000003
2,2018-03-01,57.320517241379314,16.434062500000003
3,2018-04-01,57.320517241379314,16.434062500000003
4,2018-05-01,57.320517241379314,16.434062500000003
5,2018-06-01,57.320517241379314,16.434062500000003
6,2018-07-01,57.320517241379314,16.434062500000003
7,2018-08-01,57.320517241379314,16.434062500000003
8,2018-09-01,57.320517241379314,16.434062500000003
9,2018-10-01,57.320517241379314,16.434062500000003
10,2018-11-01,57.320517241379314,16.434062500000003
11,2018-12-01,57.320517241379314,16.434062500000003
12,2018-01-13,57.320517241379314,16.434062500000003
13,2018-01-14,57.320517241379314,16.434062500000003
14,2018-01-15,57.320517241379314,16.434062500000003
15,2018-01-16,57.320517241379314,16.434062500000003
16,2018-01-17,57.320517241379314,16.434062500000003
17,2018-01-18,57.320517241379314,16.434062500000003
18,2018-01-19,57.320517241379314,16.434062500000003
19,2018-01-20,57.320517241379314,16.434062500000003
20,2018-01-21,57.320517241379314,16.434062500000003
21,2018-01-22,57.320517241379314,16.434062500000003
22,2018-01-23,57.320517241379314,16.434062500000003
23,2018-01-24,57.320517241379314,16.434062500000003
24,2018-01-25,57.320517241379314,16.434062500000003
25,2018-01-26,57.320517241379314,16.434062500000003
26,2018-01-27,57.320517241379314,16.434062500000003
27,2018-01-28,57.320517241379314,16.434062500000003
28,2018-01-29,57.320517241379314,16.434062500000003
29,2018-01-30,57.320517241379314,16.434062500000003
30,2018-01-31,57.320517241379314,16.434062500000003
31,2018-01-02,57.320517241379314,16.434062500000003
32,2018-02-02,57.320517241379314,16.434062500000003
33,2018-03-02,57.320517241379314,16.434062500000003
34,2018-04-02,57.320517241379314,16.434062500000003
35,2018-05-02,57.320517241379314,16.434062500000003
36,2018-06-02,57.320517241379314,16.434062500000003
37,2018-07-02,57.320517241379314,16.434062500000003
38,2018-08-02,57.320517241379314,16.434062500000003
39,2018-09-02,57.320517241379314,16.434062500000003
40,2018-10-02,57.320517241379314,16.434062500000003
41,2018-11-02,57.320517241379314,16.434062500000003
42,2018-12-02,57.320517241379314,16.434062500000003
43,2018-02-13,57.320517241379314,16.434062500000003
44,2018-02-14,57.320517241379314,16.434062500000003
45,2018-02-15,57.320517241379314,16.434062500000003
46,2018-02-16,57.320517241379314,16.434062500000003
47,2018-02-17,57.320517241379314,16.434062500000003
48,2018-02-18,57.320517241379314,16.434062500000003
49,2018-02-19,57.320517241379314,16.434062500000003
50,2018-02-20,57.320517241379314,16.434062500000003
51,2018-02-21,57.320517241379314,16.434062500000003
52,2018-02-22,57.320517241379314,16.434062500000003
53,2018-02-23,57.320517241379314,16.434062500000003
54,2018-02-24,57.320517241379314,16.434062500000003
55,2018-02-25,57.320517241379314,16.434062500000003
56,2018-02-26,57.320517241379314,16.434062500000003
57,2018-02-27,57.320517241379314,16.434062500000003
58,2018-02-28,57.320517241379314,16.434062500000003
59,2018-01-03,57.320517241379314,16.434062500000003
60,2018-02-03,57.320517241379314,16.434062500000003
61,2018-03-03,57.320517241379314,16.434062500000003
62,2018-04-03,57.320517241379314,16.434062500000003
63,2018-05-03,57.320517241379314,16.434062500000003
64,2018-06-03,57.320517241379314,16.434062500000003
65,2018-07-03,57.320517241379314,16.434062500000003
66,2018-08-03,57.320517241379314,16.434062500000003
67,2018-09-03,57.320517241379314,16.434062500000003
68,2018-10-03,57.320517241379314,16.434062500000003
69,2018-11-03,57.320517241379314,16.434062500000003
70,2018-12-03,57.320517241379314,16.434062500000003
71,2018-03-13,57.320517241379314,16.434062500000003
72,2018-03-14,57.320517241379314,16.434062500000003
73,2018-03-15,57.320517241379314,16.434062500000003
74,2018-03-16,57.320517241379314,16.434062500000003
75,2018-03-17,57.320517241379314,16.434062500000003
76,2018-03-18,57.320517241379314,16.434062500000003
77,2018-03-19,57.320517241379314,16.434062500000003
78,2018-03-20,57.320517241379314,16.434062500000003
79,2018-03-21,57.320517241379314,16.434062500000003
80,2018-03-22,57.320517241379314,16.434062500000003
81,2018-03-23,57.320517241379314,16.434062500000003
82,2018-03-24,57.320517241379314,16.434062500000003
83,2018-03-25,57.320517241379314,16.434062500000003
84,2018-03-26,57.320517241379314,16.434062500000003
85,2018-03-27,57.320517241379314,16.434062500000003
86,2018-03-28,57.320517241379314,16.434062500000003
87,2018-03-29,57.320517241379314,16.434062500000003
88,2018-03-30,57.320517241379314,16.434062500000003
89,2018-03-31,57.320517241379314,16.434062500000003
90,2018-01-04,57.320517241379314,16.434062500000003
91,2018-02-04,57.320517241379314,16.434062500000003
92,2018-03-04,57.320517241379314,16.434062500000003
93,2018-04-04,57.320517241379314,16.434062500000003
94,2018-05-04,57.320517241379314,16.434062500000003
95,2018-06-04,57.320517241379314,16.434062500000003
96,2018-07-04,57.320517241379314,16.434062500000003
97,2018-08-04,57.320517241379314,16.434062500000003
98,2018-09-04,57.320517241379314,16.434062500000003
99,2018-10-04,57.320517241379314,16.434062500000003
100,2018-11-04,57.320517241379314,16.434062500000003
101,2018-12-04,57.320517241379314,16.434062500000003
102,2018-04-13,57.320517241379314,16.434062500000003
103,2018-04-14,57.320517241379314,16.434062500000003
104,2018-04-15,57.320517241379314,16.434062500000003
105,2018-04-16,57.320517241379314,16.434062500000003
106,2018-04-17,57.320517241379314,16.434062500000003
107,2018-04-18,57.320517241379314,16.434062500000003
108,2018-04-19,57.320517241379314,16.434062500000003
109,2018-04-20,57.320517241379314,16.434062500000003
110,2018-04-21,57.320517241379314,16.434062500000003
