,date,SO2,NO2,CO
1442,2021-12-13,11.3,17.25,0.52
1443,2021-12-14,11.19,17.2,0.55
1444,2021-12-15,12.69,17.39,0.37
1445,2021-12-16,10.68,17.42,0.52
1446,2021-12-17,12.52,17.53,0.53
1447,2021-12-18,9.89,17.25,0.66
1448,2021-12-19,10.37,17.07,0.52
1449,2021-12-20,13.1,17.09,0.31
1450,2021-12-21,9.73,17.04,1.56
1451,2021-12-22,11.11,17.19,0.24
1452,2021-12-23,13.22,17.13,0.536
1453,2021-12-24,10.01,17.16,1.05
1454,2021-12-25,10.93,17.49,0.23
1455,2021-12-26,6.376046814044214,17.508669786096256,0.5708723540731238
1456,2021-12-27,23.37,17.09,0.57
1457,2021-12-28,10.13,16.74,0.51
1458,2021-12-29,15.02,17.08,0.69
1459,2021-12-30,11.23,17.17,0.56
1460,2021-12-31,11.06,17.1,0.63
1461,2022-01-01,18.79,17.31,0.62
1462,2022-02-01,9.77,17.26,0.59
1463,2022-03-01,13.14,17.3,0.57
1464,2022-04-01,10.31,17.05,0.58
1465,2022-05-01,11.95,17.21,0.65
1466,2022-06-01,12.56,17.15,0.5
1467,2022-07-01,12.28,17.19,0.68
1468,2022-08-01,12.81,17.08,0.55
1469,2022-09-01,13.14,17.12,0.56
1470,2022-10-01,10.95,17.18,0.5
1471,2022-11-01,12.16,16.97,0.46
1472,2022-12-01,10.56,17.12,0.53
1473,2022-01-13,9.34,17.01,0.45
1474,2022-01-14,9.81,17.4,0.13
1475,2022-01-15,9.94,17.04,0.34
1476,2022-01-16,11.84,16.7,0.66
1477,2022-01-17,11.08,17.06,0.53
1478,2022-01-18,10.76,16.96,0.5
1479,2022-01-19,25.71,16.93,0.56
1480,2022-01-20,11.41,16.87,0.69
1481,2022-01-21,12.12,16.84,0.88
1482,2022-01-22,10.48,16.87,0.86
1483,2022-01-23,9.94,16.86,0.53
1484,2022-01-24,12.06,16.82,0.56
1485,2022-01-25,10.61,16.79,0.66
1486,2022-01-26,10.4,16.77,0.71
1487,2022-01-27,12.17,16.74,0.5
1488,2022-01-28,11.7,16.68,0.66
1489,2022-01-29,11.03,16.73,0.7
1490,2022-01-30,12.83,16.77,0.72
1491,2022-01-31,17.74,17.93,0.84
1492,2022-01-02,11.06,17.31,0.62
1493,2022-02-02,11.28,16.53,0.68
1494,2022-03-02,10.64,16.39,0.62
1495,2022-04-02,10.94,16.43,0.67
1496,2022-05-02,11.4,16.49,0.67
1497,2022-06-02,11.27,16.46,0.58
1498,2022-07-02,12.49,16.55,0.52
1499,2022-08-02,9.76,16.31,0.62
1500,2022-09-02,11.5,16.36,0.49
1501,2022-10-02,12.27,16.19,0.5
1502,2022-11-02,14.73,16.25,0.57
1503,2022-12-02,11.57,16.28,0.58
1504,2022-02-13,11.97,16.25,0.61
1505,2022-02-14,12.8,16.18,0.57
1506,2022-02-15,12.01,16.16,0.57
1507,2022-02-16,12.05,15.85,0.57
1508,2022-02-17,34.87,16.24,0.56
1509,2022-02-18,17.04,16.02,0.56
1510,2022-02-19,11.31,16.05,0.68
1511,2022-02-20,12.04,15.98,0.54
1512,2022-02-21,19.08,16.14,0.59
1513,2022-02-22,18.29,16.0,0.5
1514,2022-02-23,11.76,15.9,0.56
1515,2022-02-24,8.72,14.83,0.27
1516,2022-02-25,6.25,13.27,0.34
1517,2022-02-26,7.01,13.31,0.38
1518,2022-02-27,6.376046814044214,17.508669786096256,0.5708723540731238
1519,2022-02-28,4.62,12.95,0.01
1520,2022-01-03,22.9,13.25,0.29
1521,2022-02-03,3.25,13.61,0.08
1522,2022-03-03,1.54,13.25,0.03
1523,2022-04-03,4.6,13.13,0.42
1524,2022-05-03,5.74,13.05,0.49
1525,2022-06-03,3.58,13.01,0.33
1526,2022-07-03,13.83,13.02,0.52
1527,2022-08-03,5.61,12.99,0.52
1528,2022-09-03,45.21,12.86,0.56
1529,2022-10-03,14.49,12.84,0.52
1530,2022-11-03,17.38,12.8,0.55
1531,2022-12-03,6.68,12.78,0.52
1532,2022-03-13,7.55,12.76,0.55
1533,2022-03-14,6.49,12.72,0.6
1534,2022-03-15,6.75,12.66,0.53
1535,2022-03-16,8.64,12.62,0.66
1536,2022-03-17,9.89,12.62,0.67
1537,2022-03-18,7.94,12.59,0.6
1538,2022-03-19,6.84,12.54,0.43
1539,2022-03-20,6.376046814044214,17.508669786096256,0.5708723540731238
1540,2022-03-21,6.376046814044214,17.508669786096256,0.5708723540731238
1541,2022-03-22,19.74,12.52,0.4
1542,2022-03-23,9.09,12.41,0.67
1543,2022-03-24,10.02,12.35,0.59
1544,2022-03-25,9.57,12.26,0.47
1545,2022-03-26,16.61,12.42,0.76
1546,2022-03-27,6.376046814044214,17.508669786096256,0.5708723540731238
1547,2022-03-28,22.27,12.38,0.69
1548,2022-03-29,24.63,12.35,0.52
1549,2022-03-30,7.32,12.35,0.37
1550,2022-03-31,11.78,12.43,0.77
1551,2022-01-04,7.91,12.4,0.39
1552,2022-02-04,6.376046814044214,17.508669786096256,0.5708723540731238
1553,2022-03-04,6.376046814044214,17.508669786096256,0.5708723540731238
1554,2022-04-04,46.35,12.45,0.5
1555,2022-05-04,9.29,12.4,0.5
1556,2022-06-04,9.26,12.31,0.52
1557,2022-07-04,9.12,12.22,0.49
1558,2022-08-04,9.97,12.14,0.6
1559,2022-09-04,9.7,12.09,0.49
1560,2022-10-04,11.04,12.09,0.64
1561,2022-11-04,7.82,12.08,0.4
1562,2022-12-04,8.97,12.04,0.75
1563,2022-04-13,9.5,12.04,0.45
1564,2022-04-14,6.376046814044214,17.508669786096256,0.5708723540731238
1565,2022-04-15,24.88,12.17,0.41
1566,2022-04-16,12.57,12.06,0.54
1567,2022-04-17,6.376046814044214,17.508669786096256,0.5708723540731238
1568,2022-04-18,16.5,12.23,0.71
1569,2022-04-19,7.1,12.21,0.55
1570,2022-04-20,19.93,12.16,0.61
1571,2022-04-21,15.23,12.04,0.59
1572,2022-04-22,11.31,11.97,0.51
1573,2022-04-23,17.83,11.73,0.55
1574,2022-04-24,9.43,11.68,0.38
1575,2022-04-25,45.7,11.69,0.6
1576,2022-04-26,3.3019999999999996,11.67,0.42
1577,2022-04-27,18.29,11.68,0.66
1578,2022-04-28,12.59,11.61,0.48
1579,2022-04-29,46.33,11.61,0.76
1580,2022-04-30,14.21,11.6,0.39
1581,2022-01-05,6.376046814044214,17.508669786096256,0.5708723540731238
1582,2022-02-05,18.39,11.55,0.79
1583,2022-03-05,16.41,11.53,0.53
1584,2022-04-05,14.58,11.51,0.54
1585,2022-05-05,49.96,12.89,0.66
1586,2022-06-05,8.03,14.84,0.78
1587,2022-07-05,16.82,15.0,0.59
1588,2022-08-05,14.39,14.95,0.56
1589,2022-09-05,13.72,14.77,0.52
1590,2022-10-05,12.73,14.41,0.41
1591,2022-11-05,8.74,14.88,0.46
1592,2022-12-05,4.37,14.76,0.38
1593,2022-05-13,57.22,14.83,0.49
1594,2022-05-14,9.82,14.77,0.63
1595,2022-05-15,7.15,14.83,0.6
1596,2022-05-16,7.69,14.85,0.54
1597,2022-05-17,12.14,14.92,0.52
1598,2022-05-18,9.67,14.74,0.61
1599,2022-05-19,13.36,14.69,0.46
1600,2022-05-20,5.49,14.8,0.53
1601,2022-05-21,6.7,14.87,0.46
1602,2022-05-22,8.22,14.75,0.5
1603,2022-05-23,29.73,15.12,0.56
1604,2022-05-24,7.86,14.88,0.59
1605,2022-05-25,6.84,15.05,0.69
1606,2022-05-26,7.35,14.83,0.5
1607,2022-05-27,6.39,14.9,0.56
1608,2022-05-28,5.82,14.99,0.47
1609,2022-05-29,6.73,14.91,0.44
1610,2022-05-30,6.54,14.75,0.57
1611,2022-05-31,6.99,14.88,0.56
1612,2022-01-06,5.72,14.89,0.33
1613,2022-02-06,9.08,14.96,0.49
1614,2022-03-06,5.97,15.16,0.66
1615,2022-04-06,7.3,14.88,0.54
1616,2022-05-06,7.21,14.96,0.52
1617,2022-06-06,9.04,14.76,0.54
1618,2022-07-06,14.12,14.92,0.41
1619,2022-08-06,6.98,14.98,0.49
1620,2022-09-06,8.1,15.06,0.5
1621,2022-10-06,7.08,14.94,0.45
1622,2022-11-06,6.47,14.81,0.42
1623,2022-12-06,7.65,14.89,0.44
1624,2022-06-13,7.5,15.03,0.46
1625,2022-06-14,8.62,14.83,0.39
1626,2022-06-15,7.39,14.87,0.43
1627,2022-06-16,8.12,14.94,0.47
1628,2022-06-17,7.27,14.91,0.46
1629,2022-06-18,8.19,14.9,0.36
1630,2022-06-19,6.376046814044214,17.508669786096256,0.5708723540731238
1631,2022-06-20,7.58,14.45,0.34
1632,2022-06-21,13.71,14.85,0.43
1633,2022-06-22,7.33,14.77,0.4
1634,2022-06-23,15.12,14.96,0.61
1635,2022-06-24,7.33,14.81,0.41
1636,2022-06-25,6.376046814044214,17.508669786096256,0.5708723540731238
1637,2022-06-26,6.376046814044214,17.508669786096256,0.5708723540731238
1638,2022-06-27,11.74,14.91,0.47
1639,2022-06-28,7.44,14.82,0.45
1640,2022-06-29,7.64,14.81,0.61
1641,2022-06-30,18.2,14.84,0.2
1642,2022-01-07,6.79,14.58,0.41
1643,2022-02-07,9.64,14.75,0.74
1644,2022-03-07,5.74,14.89,0.47
1645,2022-04-07,6.69,14.79,0.48
1646,2022-05-07,5.73,14.94,0.46
1647,2022-06-07,7.02,14.7,0.54
1648,2022-07-07,6.6,14.93,0.5
1649,2022-08-07,6.376046814044214,17.508669786096256,0.5708723540731238
1650,2022-09-07,6.376046814044214,17.508669786096256,0.5708723540731238
1651,2022-10-07,6.376046814044214,17.508669786096256,0.5708723540731238
1652,2022-11-07,6.58,18.75,0.48
1653,2022-12-07,8.32,8.69,0.24
1654,2022-07-13,10.0,8.67,0.04
1655,2022-07-14,10.0,8.67,0.04
1656,2022-07-15,10.66,12.1,0.19
1657,2022-07-16,17.52,204.93,0.45
1658,2022-07-17,6.376046814044214,17.508669786096256,0.5708723540731238
1659,2022-07-18,7.72,15.428,0.56
1660,2022-07-19,2.99,15.819999999999999,0.43
1661,2022-07-20,4.09,14.463999999999999,0.34
1662,2022-07-21,9.23,10.959999999999999,0.58
1663,2022-07-22,2.98,17.03,0.41
1664,2022-07-23,2.71,18.954,0.5
1665,2022-07-24,2.99,15.754000000000001,0.45
1666,2022-07-25,2.6,20.272000000000002,0.46
1667,2022-07-26,3.09,13.718,0.33
1668,2022-07-27,10.31,17.502000000000002,0.57
1669,2022-07-28,6.59,18.035999999999998,0.29
1670,2022-07-29,9.446000000000002,12.315999999999999,0.47
1671,2022-07-30,2.33,12.99,0.4
1672,2022-07-31,6.376046814044214,17.508669786096256,0.5708723540731238
1673,2022-01-08,3.58,15.540000000000001,0.53
1674,2022-02-08,4.54,14.707999999999998,0.3
1675,2022-03-08,3.54,14.581999999999999,0.48
1676,2022-04-08,5.21,16.556,0.38
1677,2022-05-08,3.92,21.859999999999996,0.72
1678,2022-06-08,3.14,15.725999999999999,0.49
1679,2022-07-08,3.04,15.322,0.41
1680,2022-08-08,5.45,15.898,0.33
1681,2022-09-08,7.38,11.9,0.31
1682,2022-10-08,6.376046814044214,17.508669786096256,0.5708723540731238
1683,2022-11-08,7.95,14.386,0.55
1684,2022-12-08,8.88,15.006,0.39
1685,2022-08-13,1.86,18.496,0.35
1686,2022-08-14,3.16,11.725999999999999,0.3
1687,2022-08-15,6.376046814044214,17.508669786096256,0.5708723540731238
1688,2022-08-16,4.24,14.896,0.79
1689,2022-08-17,3.36,13.494,0.23
1690,2022-08-18,1.86,19.058,0.39
1691,2022-08-19,4.27,14.044,0.36
1692,2022-08-20,2.46,13.356,0.21
1693,2022-08-21,5.368,12.419999999999998,0.0
1694,2022-08-22,6.376046814044214,17.508669786096256,0.5708723540731238
1695,2022-08-23,6.376046814044214,17.508669786096256,0.5708723540731238
1696,2022-08-24,6.376046814044214,17.508669786096256,0.5708723540731238
