,date,PM2.5,NO2
0,2018-01-01,52.49522935779816,23.005386819484244
1,2018-02-01,52.49522935779816,23.005386819484244
2,2018-03-01,52.49522935779816,23.005386819484244
3,2018-04-01,52.49522935779816,23.005386819484244
4,2018-05-01,52.49522935779816,23.005386819484244
5,2018-06-01,52.49522935779816,23.005386819484244
6,2018-07-01,52.49522935779816,23.005386819484244
7,2018-08-01,52.49522935779816,23.005386819484244
8,2018-09-01,52.49522935779816,23.005386819484244
9,2018-10-01,52.49522935779816,23.005386819484244
10,2018-11-01,52.49522935779816,23.005386819484244
11,2018-12-01,52.49522935779816,23.005386819484244
12,2018-01-13,52.49522935779816,23.005386819484244
13,2018-01-14,52.49522935779816,23.005386819484244
14,2018-01-15,52.49522935779816,23.005386819484244
15,2018-01-16,52.49522935779816,23.005386819484244
16,2018-01-17,52.49522935779816,23.005386819484244
17,2018-01-18,52.49522935779816,23.005386819484244
18,2018-01-19,52.49522935779816,23.005386819484244
19,2018-01-20,52.49522935779816,23.005386819484244
20,2018-01-21,52.49522935779816,23.005386819484244
21,2018-01-22,52.49522935779816,23.005386819484244
22,2018-01-23,52.49522935779816,23.005386819484244
23,2018-01-24,52.49522935779816,23.005386819484244
24,2018-01-25,52.49522935779816,23.005386819484244
25,2018-01-26,52.49522935779816,23.005386819484244
26,2018-01-27,52.49522935779816,23.005386819484244
27,2018-01-28,52.49522935779816,23.005386819484244
28,2018-01-29,52.49522935779816,23.005386819484244
29,2018-01-30,52.49522935779816,23.005386819484244
30,2018-01-31,52.49522935779816,23.005386819484244
31,2018-01-02,52.49522935779816,23.005386819484244
32,2018-02-02,52.49522935779816,23.005386819484244
33,2018-03-02,52.49522935779816,23.005386819484244
34,2018-04-02,52.49522935779816,23.005386819484244
35,2018-05-02,52.49522935779816,23.005386819484244
36,2018-06-02,52.49522935779816,23.005386819484244
37,2018-07-02,52.49522935779816,23.005386819484244
38,2018-08-02,52.49522935779816,23.005386819484244
39,2018-09-02,52.49522935779816,23.005386819484244
40,2018-10-02,52.49522935779816,23.005386819484244
41,2018-11-02,52.49522935779816,23.005386819484244
42,2018-12-02,52.49522935779816,23.005386819484244
43,2018-02-13,52.49522935779816,23.005386819484244
44,2018-02-14,52.49522935779816,23.005386819484244
45,2018-02-15,52.49522935779816,23.005386819484244
46,2018-02-16,52.49522935779816,23.005386819484244
47,2018-02-17,52.49522935779816,23.005386819484244
48,2018-02-18,52.49522935779816,23.005386819484244
49,2018-02-19,52.49522935779816,23.005386819484244
50,2018-02-20,52.49522935779816,23.005386819484244
51,2018-02-21,52.49522935779816,23.005386819484244
52,2018-02-22,52.49522935779816,23.005386819484244
53,2018-02-23,52.49522935779816,23.005386819484244
54,2018-02-24,52.49522935779816,23.005386819484244
55,2018-02-25,52.49522935779816,23.005386819484244
56,2018-02-26,52.49522935779816,23.005386819484244
57,2018-02-27,52.49522935779816,23.005386819484244
58,2018-02-28,52.49522935779816,23.005386819484244
59,2018-01-03,52.49522935779816,23.005386819484244
60,2018-02-03,52.49522935779816,23.005386819484244
61,2018-03-03,52.49522935779816,23.005386819484244
62,2018-04-03,52.49522935779816,23.005386819484244
63,2018-05-03,52.49522935779816,23.005386819484244
64,2018-06-03,52.49522935779816,23.005386819484244
65,2018-07-03,52.49522935779816,23.005386819484244
66,2018-08-03,52.49522935779816,23.005386819484244
67,2018-09-03,52.49522935779816,23.005386819484244
68,2018-10-03,52.49522935779816,23.005386819484244
69,2018-11-03,52.49522935779816,23.005386819484244
70,2018-12-03,52.49522935779816,23.005386819484244
71,2018-03-13,52.49522935779816,23.005386819484244
72,2018-03-14,52.49522935779816,23.005386819484244
73,2018-03-15,52.49522935779816,23.005386819484244
74,2018-03-16,52.49522935779816,23.005386819484244
75,2018-03-17,52.49522935779816,23.005386819484244
76,2018-03-18,52.49522935779816,23.005386819484244
77,2018-03-19,52.49522935779816,23.005386819484244
78,2018-03-20,52.49522935779816,23.005386819484244
79,2018-03-21,52.49522935779816,23.005386819484244
80,2018-03-22,52.49522935779816,23.005386819484244
81,2018-03-23,52.49522935779816,23.005386819484244
82,2018-03-24,52.49522935779816,23.005386819484244
83,2018-03-25,52.49522935779816,23.005386819484244
84,2018-03-26,52.49522935779816,23.005386819484244
85,2018-03-27,52.49522935779816,23.005386819484244
86,2018-03-28,52.49522935779816,23.005386819484244
87,2018-03-29,52.49522935779816,23.005386819484244
88,2018-03-30,52.49522935779816,23.005386819484244
89,2018-03-31,52.49522935779816,23.005386819484244
90,2018-01-04,52.49522935779816,23.005386819484244
91,2018-02-04,52.49522935779816,23.005386819484244
92,2018-03-04,52.49522935779816,23.005386819484244
93,2018-04-04,52.49522935779816,23.005386819484244
94,2018-05-04,52.49522935779816,23.005386819484244
95,2018-06-04,52.49522935779816,23.005386819484244
96,2018-07-04,52.49522935779816,23.005386819484244
97,2018-08-04,52.49522935779816,23.005386819484244
98,2018-09-04,52.49522935779816,23.005386819484244
99,2018-10-04,52.49522935779816,23.005386819484244
100,2018-11-04,52.49522935779816,23.005386819484244
101,2018-12-04,52.49522935779816,23.005386819484244
102,2018-04-13,52.49522935779816,23.005386819484244
103,2018-04-14,52.49522935779816,23.005386819484244
104,2018-04-15,52.49522935779816,23.005386819484244
105,2018-04-16,52.49522935779816,23.005386819484244
106,2018-04-17,52.49522935779816,23.005386819484244
107,2018-04-18,52.49522935779816,23.005386819484244
108,2018-04-19,52.49522935779816,23.005386819484244
109,2018-04-20,52.49522935779816,23.005386819484244
110,2018-04-21,52.49522935779816,23.005386819484244
