,date,PM2.5,SO2,NO2,CO
0,2018-01-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
1,2018-02-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
2,2018-03-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
3,2018-04-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
4,2018-05-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
5,2018-06-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
6,2018-07-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
7,2018-08-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
8,2018-09-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
9,2018-10-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
10,2018-11-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
11,2018-12-01,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
12,2018-01-13,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
13,2018-01-14,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
14,2018-01-15,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
15,2018-01-16,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
16,2018-01-17,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
17,2018-01-18,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
18,2018-01-19,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
19,2018-01-20,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
20,2018-01-21,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
21,2018-01-22,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
22,2018-01-23,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
23,2018-01-24,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
24,2018-01-25,99.27793622141998,13.171377858002408,45.72927797833935,1.4410282621767891
