,date,PM2.5,NO2,CO
59,2018-01-03,115.3,44.48,0.84
60,2018-02-03,116.58,43.07,0.83
61,2018-03-03,90.6,40.65,0.86
62,2018-04-03,84.11,39.91,0.88
63,2018-05-03,74.52,38.33,0.92
64,2018-06-03,73.7,38.18,0.92
65,2018-07-03,83.27,39.57,0.89
66,2018-08-03,126.17,44.85,0.77
67,2018-09-03,120.77,43.26,0.81
68,2018-10-03,79.19,41.77,0.94
69,2018-11-03,87.88,41.82,0.91
70,2018-12-03,84.94,39.66,0.9
71,2018-03-13,111.57,43.92,0.81
72,2018-03-14,153.12,46.97,0.73
73,2018-03-15,135.31,45.44,0.76
74,2018-03-16,102.71,41.58,0.86
75,2018-03-17,91.98,43.07,0.86
76,2018-03-18,87.05,39.04,0.94
77,2018-03-19,87.37,40.34,0.87
78,2018-03-20,118.22,43.87,0.79
79,2018-03-21,120.1,44.77,0.76
80,2018-03-22,85.92,40.76,0.84
81,2018-03-23,85.02,40.15,0.87
82,2018-03-24,88.72,40.83,0.85
83,2018-03-25,91.23,41.27,0.84
84,2018-03-26,92.3,41.3,0.95
85,2018-03-27,118.3,42.75,0.83
86,2018-03-28,128.12,45.1,0.76
87,2018-03-29,100.43,42.48,0.81
88,2018-03-30,99.97,42.47,0.98
89,2018-03-31,123.42,44.84,0.76
90,2018-01-04,102.25,42.65,0.81
91,2018-02-04,130.59,45.72,0.75
92,2018-03-04,149.63,47.75,0.71
93,2018-04-04,136.69,48.15,0.74
94,2018-05-04,162.61,48.53,0.69
95,2018-06-04,115.18,47.09,0.78
96,2018-07-04,77.74,36.71,1.12
97,2018-08-04,73.19,35.68,1.12
98,2018-09-04,65.26,34.98,1.22
99,2018-10-04,116.37,42.77,0.94
100,2018-11-04,64.25,36.52,1.18
101,2018-12-04,75.86,36.79,1.13
102,2018-04-13,86.68,38.97,0.94
103,2018-04-14,97.82,41.53,0.84
104,2018-04-15,116.34,44.42,0.77
105,2018-04-16,123.61,44.87,0.76
106,2018-04-17,110.43,43.03,0.82
107,2018-04-18,81.96,39.11,0.96
108,2018-04-19,105.97,41.47,0.87
109,2018-04-20,138.63,44.71,0.79
110,2018-04-21,130.2,43.08,0.86
111,2018-04-22,64.17,35.76,1.12
112,2018-04-23,93.22,40.07,0.9
113,2018-04-24,107.62,42.07,0.85
114,2018-04-25,134.45,46.32,0.73
115,2018-04-26,159.44,47.86,0.71
116,2018-04-27,121.32,44.11,0.79
117,2018-04-28,108.99,42.62,0.82
118,2018-04-29,119.5,42.95,0.87
119,2018-04-30,87.35,37.62,1.07
120,2018-01-05,66.82,34.08,1.45
121,2018-02-05,98.94,39.23,1.33
122,2018-03-05,75.79,36.64,1.22
123,2018-04-05,70.27,33.95,1.31
124,2018-05-05,104.35,41.37,0.88
125,2018-06-05,108.09,41.47,0.93
126,2018-07-05,151.39,45.67,0.78
127,2018-08-05,85.78,41.66,1.22
128,2018-09-05,86.98,38.37,1.2
129,2018-10-05,30.64,26.31,1.48
130,2018-11-05,30.0,26.1,1.49
131,2018-12-05,30.02,28.76,1.43
132,2018-05-13,118.42913659793814,38.291213450292396,0.9465845464725643
133,2018-05-14,118.42913659793814,38.291213450292396,0.9465845464725643
134,2018-05-15,118.42913659793814,38.291213450292396,0.9465845464725643
135,2018-05-16,118.42913659793814,38.291213450292396,0.9465845464725643
136,2018-05-17,118.42913659793814,38.291213450292396,0.9465845464725643
137,2018-05-18,118.42913659793814,38.291213450292396,0.9465845464725643
138,2018-05-19,118.42913659793814,38.291213450292396,0.9465845464725643
139,2018-05-20,118.42913659793814,38.291213450292396,0.9465845464725643
140,2018-05-21,118.42913659793814,38.291213450292396,0.9465845464725643
141,2018-05-22,118.42913659793814,38.291213450292396,0.9465845464725643
142,2018-05-23,118.42913659793814,38.291213450292396,0.9465845464725643
143,2018-05-24,118.42913659793814,38.291213450292396,0.9465845464725643
144,2018-05-25,118.42913659793814,38.291213450292396,0.9465845464725643
145,2018-05-26,118.42913659793814,38.291213450292396,0.9465845464725643
146,2018-05-27,118.42913659793814,38.291213450292396,0.9465845464725643
147,2018-05-28,118.42913659793814,38.291213450292396,0.9465845464725643
148,2018-05-29,118.42913659793814,38.291213450292396,0.9465845464725643
149,2018-05-30,118.42913659793814,38.291213450292396,0.9465845464725643
150,2018-05-31,118.42913659793814,38.291213450292396,0.9465845464725643
151,2018-01-06,118.42913659793814,38.291213450292396,0.9465845464725643
152,2018-02-06,118.42913659793814,38.291213450292396,0.9465845464725643
153,2018-03-06,118.42913659793814,38.291213450292396,0.9465845464725643
154,2018-04-06,118.42913659793814,38.291213450292396,0.9465845464725643
155,2018-05-06,118.42913659793814,38.291213450292396,0.9465845464725643
156,2018-06-06,118.42913659793814,38.291213450292396,0.9465845464725643
157,2018-07-06,118.42913659793814,38.291213450292396,0.9465845464725643
158,2018-08-06,118.42913659793814,38.291213450292396,0.9465845464725643
159,2018-09-06,118.42913659793814,38.291213450292396,0.9465845464725643
160,2018-10-06,118.42913659793814,38.291213450292396,0.9465845464725643
161,2018-11-06,118.42913659793814,38.291213450292396,0.9465845464725643
162,2018-12-06,118.42913659793814,38.291213450292396,0.9465845464725643
163,2018-06-13,118.42913659793814,38.291213450292396,0.9465845464725643
164,2018-06-14,118.42913659793814,38.291213450292396,0.9465845464725643
165,2018-06-15,118.42913659793814,38.291213450292396,0.9465845464725643
166,2018-06-16,118.42913659793814,38.291213450292396,0.9465845464725643
167,2018-06-17,118.42913659793814,38.291213450292396,0.9465845464725643
168,2018-06-18,118.42913659793814,38.291213450292396,0.9465845464725643
169,2018-06-19,118.42913659793814,38.291213450292396,0.9465845464725643
170,2018-06-20,118.42913659793814,38.291213450292396,0.9465845464725643
171,2018-06-21,118.42913659793814,38.291213450292396,0.9465845464725643
172,2018-06-22,118.42913659793814,38.291213450292396,0.9465845464725643
173,2018-06-23,118.42913659793814,38.291213450292396,0.9465845464725643
174,2018-06-24,118.42913659793814,38.291213450292396,0.9465845464725643
175,2018-06-25,118.42913659793814,38.291213450292396,0.9465845464725643
176,2018-06-26,118.42913659793814,38.291213450292396,0.9465845464725643
177,2018-06-27,118.42913659793814,38.291213450292396,0.9465845464725643
178,2018-06-28,118.42913659793814,38.291213450292396,0.9465845464725643
179,2018-06-29,118.42913659793814,38.291213450292396,0.9465845464725643
180,2018-06-30,118.42913659793814,38.291213450292396,0.9465845464725643
181,2018-01-07,118.42913659793814,38.291213450292396,0.9465845464725643
182,2018-02-07,118.42913659793814,38.291213450292396,0.9465845464725643
183,2018-03-07,118.42913659793814,38.291213450292396,0.9465845464725643
184,2018-04-07,118.42913659793814,38.291213450292396,0.9465845464725643
185,2018-05-07,118.42913659793814,38.291213450292396,0.9465845464725643
186,2018-06-07,118.42913659793814,38.291213450292396,0.9465845464725643
187,2018-07-07,118.42913659793814,38.291213450292396,0.9465845464725643
188,2018-08-07,118.42913659793814,38.291213450292396,0.9465845464725643
189,2018-09-07,118.42913659793814,38.291213450292396,0.9465845464725643
190,2018-10-07,118.42913659793814,38.291213450292396,0.9465845464725643
191,2018-11-07,118.42913659793814,38.291213450292396,0.9465845464725643
192,2018-12-07,118.42913659793814,38.291213450292396,0.9465845464725643
193,2018-07-13,118.42913659793814,38.291213450292396,0.9465845464725643
194,2018-07-14,118.42913659793814,38.291213450292396,0.9465845464725643
195,2018-07-15,118.42913659793814,38.291213450292396,0.9465845464725643
196,2018-07-16,118.42913659793814,38.291213450292396,0.9465845464725643
197,2018-07-17,118.42913659793814,38.291213450292396,0.9465845464725643
198,2018-07-18,118.42913659793814,38.291213450292396,0.9465845464725643
199,2018-07-19,118.42913659793814,38.291213450292396,0.9465845464725643
200,2018-07-20,118.42913659793814,38.291213450292396,0.9465845464725643
201,2018-07-21,118.42913659793814,38.291213450292396,0.9465845464725643
202,2018-07-22,118.42913659793814,38.291213450292396,0.9465845464725643
203,2018-07-23,118.42913659793814,38.291213450292396,0.9465845464725643
204,2018-07-24,118.42913659793814,38.291213450292396,0.9465845464725643
205,2018-07-25,118.42913659793814,38.291213450292396,0.9465845464725643
206,2018-07-26,118.42913659793814,38.291213450292396,0.9465845464725643
207,2018-07-27,118.42913659793814,38.291213450292396,0.9465845464725643
208,2018-07-28,118.42913659793814,38.291213450292396,0.9465845464725643
209,2018-07-29,118.42913659793814,38.291213450292396,0.9465845464725643
210,2018-07-30,118.42913659793814,38.291213450292396,0.9465845464725643
211,2018-07-31,118.42913659793814,38.291213450292396,0.9465845464725643
212,2018-01-08,118.42913659793814,38.291213450292396,0.9465845464725643
213,2018-02-08,118.42913659793814,38.291213450292396,0.9465845464725643
214,2018-03-08,118.42913659793814,38.291213450292396,0.9465845464725643
215,2018-04-08,118.42913659793814,38.291213450292396,0.9465845464725643
216,2018-05-08,118.42913659793814,38.291213450292396,0.9465845464725643
217,2018-06-08,118.42913659793814,38.291213450292396,0.9465845464725643
218,2018-07-08,102.7,86.37,0.0
219,2018-08-08,102.7,86.37,0.0
220,2018-09-08,118.42913659793814,38.291213450292396,0.9465845464725643
221,2018-10-08,70.28,35.668,0.6
222,2018-11-08,44.73,37.552,1.12
223,2018-12-08,118.42913659793814,38.291213450292396,0.9465845464725643
224,2018-08-13,120.33,27.166000000000004,1.1
225,2018-08-14,71.66,21.616000000000003,1.04
226,2018-08-15,48.81,90.172,1.17
227,2018-08-16,46.58,22.176000000000002,1.07
228,2018-08-17,32.91,21.674,1.05
229,2018-08-18,41.75,15.906,1.03
230,2018-08-19,52.96,24.472,0.85
231,2018-08-20,66.75,36.358,0.64
232,2018-08-21,41.36,33.808,0.79
233,2018-08-22,35.6,28.046,0.77
234,2018-08-23,27.69,33.808,0.79
235,2018-08-24,28.32,32.873999999999995,0.79
236,2018-08-25,20.11,33.808,0.78
237,2018-08-26,26.84,38.626,0.7
238,2018-08-27,24.6,35.762,0.57
239,2018-08-28,36.78,34.58200000000001,0.52
240,2018-08-29,41.22,26.532,0.47
241,2018-08-30,46.63,31.274,0.44
242,2018-08-31,48.62,31.845999999999997,0.39
243,2018-01-09,48.22,31.845999999999997,0.31
244,2018-02-09,42.32,31.846000000000004,0.3
245,2018-03-09,73.33,32.526,0.49
246,2018-04-09,56.79,31.846000000000004,0.32
247,2018-05-09,118.42913659793814,38.291213450292396,0.9465845464725643
248,2018-06-09,49.89,31.845999999999997,0.4
249,2018-07-09,59.95,31.846000000000004,0.37
250,2018-08-09,118.42913659793814,38.291213450292396,0.9465845464725643
251,2018-09-09,118.42913659793814,38.291213450292396,0.9465845464725643
252,2018-10-09,40.35,41.824,0.13
253,2018-11-09,51.69,31.846000000000004,0.23
254,2018-12-09,38.84,30.927999999999997,0.0
255,2018-09-13,50.24,30.8,0.0
256,2018-09-14,47.89,31.845999999999997,0.08
257,2018-09-15,57.0,31.846000000000004,0.19
258,2018-09-16,45.94,31.846000000000004,0.15
259,2018-09-17,29.39,32.976,0.16
260,2018-09-18,52.37,31.846000000000004,0.29
261,2018-09-19,65.17,31.846000000000004,0.29
262,2018-09-20,79.01,31.845999999999997,0.28
263,2018-09-21,48.73,37.166,0.32
264,2018-09-22,31.23,31.846000000000004,0.33
265,2018-09-23,43.67,31.846000000000004,0.32
266,2018-09-24,23.21,31.846000000000004,0.31
267,2018-09-25,25.06,31.846000000000004,0.29
268,2018-09-26,45.92,31.846000000000004,0.22
269,2018-09-27,83.24,31.845999999999997,0.1
270,2018-09-28,120.21,32.59400000000001,0.72
271,2018-09-29,92.51,27.383999999999997,2.4
272,2018-09-30,60.03,32.142,0.73
273,2018-01-10,75.32,6.67,0.87
274,2018-02-10,92.6,5.67,0.9
275,2018-03-10,93.11,4.8,0.83
276,2018-04-10,107.51,10.01,0.86
277,2018-05-10,120.58,14.29,0.77
278,2018-06-10,81.76,20.91,0.69
279,2018-07-10,98.45,21.21,0.87
280,2018-08-10,138.94,22.06,0.76
281,2018-09-10,134.56,22.63,0.71
282,2018-10-10,105.74,21.63,0.76
283,2018-11-10,68.59,20.02,0.84
284,2018-12-10,74.05,22.23,0.57
285,2018-10-13,152.35,31.845999999999997,0.0
286,2018-10-14,117.6,31.846000000000004,0.0
287,2018-10-15,101.91,35.762,0.56
288,2018-10-16,172.4,32.525999999999996,0.46
289,2018-10-17,198.35,31.846000000000004,0.35
290,2018-10-18,195.97,63.92,0.48
291,2018-10-19,145.71,52.74,0.83
292,2018-10-20,186.51,71.26,1.38
293,2018-10-21,118.42913659793814,38.291213450292396,0.9465845464725643
294,2018-10-22,118.42913659793814,38.291213450292396,0.9465845464725643
295,2018-10-23,199.15,26.25,0.72
296,2018-10-24,230.68,35.04,0.38
297,2018-10-25,118.42913659793814,38.291213450292396,0.9465845464725643
298,2018-10-26,118.42913659793814,38.291213450292396,0.9465845464725643
299,2018-10-27,118.42913659793814,38.291213450292396,0.9465845464725643
300,2018-10-28,118.42913659793814,38.291213450292396,0.9465845464725643
301,2018-10-29,118.42913659793814,38.291213450292396,0.9465845464725643
302,2018-10-30,118.42913659793814,38.291213450292396,0.9465845464725643
303,2018-10-31,118.42913659793814,38.291213450292396,0.9465845464725643
304,2018-01-11,118.42913659793814,38.291213450292396,0.9465845464725643
305,2018-02-11,118.42913659793814,38.291213450292396,0.9465845464725643
306,2018-03-11,118.42913659793814,38.291213450292396,0.9465845464725643
307,2018-04-11,118.42913659793814,38.291213450292396,0.9465845464725643
308,2018-05-11,165.2,40.75,0.68
309,2018-06-11,99.69,36.5,0.85
310,2018-07-11,215.29,37.44,0.75
311,2018-08-11,393.85,46.59,0.37
312,2018-09-11,298.38,47.05,0.38
313,2018-10-11,342.19,52.59,0.25
314,2018-11-11,312.84,47.87,0.33
315,2018-12-11,314.2,45.69,0.38
316,2018-11-13,321.37,52.26,0.23
317,2018-11-14,159.12,43.09,0.57
318,2018-11-15,107.31,40.61,0.72
319,2018-11-16,132.28,37.99,0.83
320,2018-11-17,165.92,44.13,0.65
321,2018-11-18,246.77,50.46,0.41
322,2018-11-19,284.98,46.45,0.56
323,2018-11-20,284.02,48.49,0.43
324,2018-11-21,263.96,45.65,0.5
325,2018-11-22,167.25,55.68,0.45
326,2018-11-23,228.89,50.62,0.51
327,2018-11-24,110.49,43.17,0.79
328,2018-11-25,185.69,52.42,0.54
329,2018-11-26,246.61,62.45,0.34
330,2018-11-27,258.64,70.4,0.1
331,2018-11-28,308.98,39.5,0.18
332,2018-11-29,245.66,34.39,0.43
333,2018-11-30,212.42,28.41,0.9
334,2018-01-12,177.02,30.83,0.91
335,2018-02-12,271.31,41.31,0.54
336,2018-03-12,232.64,40.48,0.66
337,2018-04-12,304.09,49.55,0.43
338,2018-05-12,227.28,41.38,0.64
339,2018-06-12,300.21,38.8,0.6
340,2018-07-12,221.42,28.24,0.87
341,2018-08-12,230.33,26.31,0.94
342,2018-09-12,294.01,25.46,0.88
343,2018-10-12,337.48,24.83,0.86
344,2018-11-12,404.89,27.4,0.65
345,2018-12-12,237.51,20.25,0.78
346,2018-12-13,75.24,18.27,1.14
347,2018-12-14,102.43,18.36,1.83
348,2018-12-15,104.56,17.68,2.46
349,2018-12-16,147.14,18.47,2.46
350,2018-12-17,166.51,21.47,2.31
351,2018-12-18,193.17,20.16,2.46
352,2018-12-19,307.91,22.44,2.08
353,2018-12-20,313.03,27.16,1.71
354,2018-12-21,312.47,22.54,2.18
355,2018-12-22,413.93,23.45,1.92
356,2018-12-23,525.72,25.21,1.54
357,2018-12-24,423.38,27.42,1.46
358,2018-12-25,245.86,19.48,2.53
359,2018-12-26,293.55,22.14,2.48
360,2018-12-27,304.19,28.36,1.97
361,2018-12-28,262.3,27.38,2.95
362,2018-12-29,273.23,39.06,2.68
363,2018-12-30,408.29,51.7,1.97
364,2018-12-31,321.06,41.15,2.47
365,2019-01-01,354.97,43.18,2.85
366,2019-02-01,344.52,43.8,2.66
367,2019-03-01,271.82,38.25,3.24
368,2019-04-01,306.57,32.56,3.41
369,2019-05-01,285.77,24.89,3.06
370,2019-06-01,157.53,23.05,3.74
371,2019-07-01,156.65,22.4,3.82
372,2019-08-01,124.91,23.08,3.89
373,2019-09-01,114.79,22.99,3.85
374,2019-10-01,150.44,24.53,3.66
375,2019-11-01,278.13,25.94,2.65
376,2019-12-01,303.05,25.33,2.93
377,2019-01-13,244.28,25.78,0.8
378,2019-01-14,70.1,26.58,0.0
379,2019-01-15,109.59,26.14,0.38
380,2019-01-16,279.03,36.84,1.86
381,2019-01-17,302.42,44.72,2.17
382,2019-01-18,225.8,26.96,1.75
383,2019-01-19,257.57,38.57,1.76
384,2019-01-20,316.16,55.95,3.17
385,2019-01-21,204.61,34.31,2.81
386,2019-01-22,42.04,19.97,1.56
387,2019-01-23,128.73,27.5,1.97
388,2019-01-24,95.9,23.23,2.46
389,2019-01-25,61.75,22.27,2.1
390,2019-01-26,79.38,21.55,1.37
391,2019-01-27,128.15,22.54,2.71
392,2019-01-28,75.18,23.61,1.31
393,2019-01-29,124.6,27.11,0.1
394,2019-01-30,190.44,31.46,0.04
395,2019-01-31,182.77,29.19,0.54
396,2019-01-02,172.33,25.41,1.09
397,2019-02-02,143.31,17.52,0.87
398,2019-03-02,107.01,15.3,0.96
399,2019-04-02,131.09,17.28,1.62
400,2019-05-02,256.91,16.55,2.69
401,2019-06-02,155.05,10.81,2.12
402,2019-07-02,52.7,8.74,0.91
403,2019-08-02,66.33,9.67,0.94
404,2019-09-02,70.02,9.15,0.8
405,2019-10-02,110.73,9.38,0.88
406,2019-11-02,144.58,9.79,1.19
407,2019-12-02,178.61,10.04,1.63
408,2019-02-13,174.92,10.31,1.89
409,2019-02-14,129.67,8.96,2.87
410,2019-02-15,103.57,8.55,2.69
411,2019-02-16,87.56,8.31,2.63
412,2019-02-17,83.95,8.34,3.31
413,2019-02-18,118.42913659793814,38.291213450292396,0.9465845464725643
414,2019-02-19,135.0,9.25,5.56
415,2019-02-20,82.69,11.31,3.72
416,2019-02-21,92.25,15.38,3.68
417,2019-02-22,59.59,13.79,3.12
418,2019-02-23,41.05,13.71,2.76
419,2019-02-24,69.91,14.37,2.38
420,2019-02-25,73.82,15.11,3.02
421,2019-02-26,50.66,23.12,2.4
422,2019-02-27,39.25,1.54,2.52
423,2019-02-28,93.04,2.92,2.72
424,2019-01-03,77.95,12.42,1.06
425,2019-02-03,103.38,10.83,0.98
426,2019-03-03,71.5,7.61,0.82
427,2019-04-03,91.98,7.8,0.94
428,2019-05-03,69.33,6.8,0.74
429,2019-06-03,68.02,8.44,0.7
430,2019-07-03,100.72,9.54,1.12
431,2019-08-03,80.48,7.01,0.79
432,2019-09-03,64.06,6.11,0.61
433,2019-10-03,69.19,7.83,0.77
434,2019-11-03,83.09,7.58,0.9
435,2019-12-03,46.3,23.37,1.09
436,2019-03-13,96.24,50.56,0.73
437,2019-03-14,104.01,46.97,0.87
438,2019-03-15,60.3,42.01,0.59
439,2019-03-16,60.22,40.47,0.73
440,2019-03-17,81.66,49.78,0.15
441,2019-03-18,86.4,48.05,0.3
442,2019-03-19,102.64,53.45,0.53
443,2019-03-20,104.94,51.52,0.5
444,2019-03-21,79.37,28.99,0.28
445,2019-03-22,40.37,33.09,0.09
446,2019-03-23,54.85,35.52,0.13
447,2019-03-24,46.39,35.72,0.14
448,2019-03-25,58.63,33.9,0.18
449,2019-03-26,69.09,39.09,0.24
450,2019-03-27,77.46,47.94,0.45
451,2019-03-28,137.51,53.1,0.46
452,2019-03-29,131.18,57.59,0.44
453,2019-03-30,107.96,46.83,0.68
454,2019-03-31,61.81,37.04,0.19
455,2019-01-04,61.55,38.98,0.15
456,2019-02-04,94.19,53.22,0.35
457,2019-03-04,74.25,42.92,0.26
458,2019-04-04,134.77,54.45,0.6
459,2019-05-04,146.82,55.89,0.63
460,2019-06-04,117.32,86.39,0.72
461,2019-07-04,170.83,82.19,1.21
462,2019-08-04,101.95,108.54,1.0
463,2019-09-04,128.14,128.92,1.32
464,2019-10-04,99.42,126.63,1.13
465,2019-11-04,93.52,111.95,0.83
466,2019-12-04,57.17,92.58,0.74
467,2019-04-13,51.28,85.48,0.66
468,2019-04-14,56.83,84.89,0.69
469,2019-04-15,59.95,94.58,0.97
470,2019-04-16,54.52,52.73,0.62
471,2019-04-17,29.26,45.36,0.55
472,2019-04-18,45.62,78.79,0.68
473,2019-04-19,71.36,84.04,0.71
474,2019-04-20,96.54,102.24,1.04
475,2019-04-21,121.04,118.93,1.1
476,2019-04-22,184.24,108.18,1.06
477,2019-04-23,57.66,122.23,1.05
478,2019-04-24,88.54,103.99,1.13
479,2019-04-25,73.69,83.85,0.89
480,2019-04-26,86.83,134.08,0.6
481,2019-04-27,118.42913659793814,38.291213450292396,0.9465845464725643
482,2019-04-28,118.42913659793814,38.291213450292396,0.9465845464725643
483,2019-04-29,118.42913659793814,38.291213450292396,0.9465845464725643
484,2019-04-30,134.01,109.86,0.92
485,2019-01-05,143.09,171.3,0.81
486,2019-02-05,82.73,169.61,0.23
487,2019-03-05,68.53,164.26,0.07
488,2019-04-05,86.18,176.46,0.03
489,2019-05-05,102.29,185.42,0.11
490,2019-06-05,130.14,208.13,0.33
491,2019-07-05,151.94,136.74,1.08
492,2019-08-05,147.38,76.4,2.36
493,2019-09-05,149.89,47.09,2.09
494,2019-10-05,101.2,22.29,1.7
495,2019-11-05,107.18,44.79,2.06
496,2019-12-05,225.08,39.45,2.34
497,2019-05-13,122.29,35.9,2.49
498,2019-05-14,56.1,34.5,2.38
499,2019-05-15,91.33,51.01,2.9
500,2019-05-16,85.56,48.07,2.88
501,2019-05-17,112.57,39.63,2.71
502,2019-05-18,37.74,18.64,1.98
503,2019-05-19,67.24,30.52,2.29
504,2019-05-20,79.03,44.49,2.5
505,2019-05-21,67.43,30.19,2.23
506,2019-05-22,68.01,36.31,2.72
507,2019-05-23,87.68,43.82,2.78
508,2019-05-24,41.3,30.56,2.21
509,2019-05-25,41.65,28.29,1.43
510,2019-05-26,49.33,31.37,0.36
511,2019-05-27,58.35,41.95,0.35
512,2019-05-28,58.85,48.04,0.3
513,2019-05-29,70.62,60.33,0.43
514,2019-05-30,79.51,68.59,0.64
515,2019-05-31,106.57,49.86,0.52
516,2019-01-06,100.22,44.97,0.58
517,2019-02-06,68.83,20.21,0.43
518,2019-03-06,61.69,9.33,0.41
519,2019-04-06,56.64,35.77,0.34
520,2019-05-06,68.95,35.59,0.4
521,2019-06-06,68.58,32.68,0.35
522,2019-07-06,53.91,33.88,0.3
523,2019-08-06,67.05,36.7,0.39
524,2019-09-06,82.37,37.93,0.48
525,2019-10-06,76.81,31.92,0.51
526,2019-11-06,120.07,28.48,0.39
527,2019-12-06,50.28,29.27,0.27
528,2019-06-13,49.0,34.14,0.24
529,2019-06-14,61.04,23.59,0.28
530,2019-06-15,75.83,22.75,0.28
531,2019-06-16,44.15,24.1,0.22
532,2019-06-17,39.66,33.49,0.24
533,2019-06-18,28.78,34.04,0.29
534,2019-06-19,68.23,51.71,0.31
535,2019-06-20,40.21,68.57,0.31
536,2019-06-21,62.09,84.77,0.39
537,2019-06-22,65.96,87.54,0.37
538,2019-06-23,37.22,55.43,0.33
539,2019-06-24,21.95,57.45,0.32
540,2019-06-25,48.67,61.1,0.4
541,2019-06-26,66.99,58.5,0.45
542,2019-06-27,67.76,83.11,0.33
543,2019-06-28,63.93,69.72,0.24
544,2019-06-29,75.36,65.17,0.23
545,2019-06-30,60.39,66.2,0.4
546,2019-01-07,56.16,59.53,0.34
547,2019-02-07,65.61,61.77,0.35
548,2019-03-07,38.17,40.07,0.32
549,2019-04-07,35.04,37.59,0.32
550,2019-05-07,41.38,39.32,0.19
551,2019-06-07,33.9,36.48,0.31
552,2019-07-07,34.29,6.55,0.44
553,2019-08-07,45.7,5.54,0.44
554,2019-09-07,37.89,26.69,0.41
555,2019-10-07,77.05,46.04,0.42
556,2019-11-07,81.16,45.21,0.38
557,2019-12-07,91.57,46.5,0.39
558,2019-07-13,71.02,43.28,0.37
559,2019-07-14,64.35,42.97,0.33
560,2019-07-15,35.13,43.06,0.35
561,2019-07-16,27.45,47.31,0.37
562,2019-07-17,30.12,56.94,0.39
563,2019-07-18,30.89,48.71,0.42
564,2019-07-19,59.94,56.82,0.56
565,2019-07-20,38.94,46.23,0.45
566,2019-07-21,47.25,44.78,0.52
567,2019-07-22,71.34,51.53,0.55
568,2019-07-23,44.91,56.93,0.65
569,2019-07-24,53.49,47.65,0.52
570,2019-07-25,23.83,37.76,0.28
571,2019-07-26,29.31,40.15,0.3
572,2019-07-27,30.1,40.34,0.33
573,2019-07-28,28.57,37.34,0.29
574,2019-07-29,31.12,38.14,0.3
575,2019-07-30,35.47,40.81,0.3
576,2019-07-31,36.89,44.71,0.33
577,2019-01-08,40.55,39.78,0.36
578,2019-02-08,31.41,40.17,0.38
579,2019-03-08,41.12,39.15,0.42
580,2019-04-08,46.8,38.38,0.42
581,2019-05-08,57.64,34.96,0.5
582,2019-06-08,38.98,33.62,0.47
583,2019-07-08,74.072,35.06,0.47
584,2019-08-08,85.128,35.67,0.5
585,2019-09-08,80.68799999999999,34.5,0.4
586,2019-10-08,77.60799999999999,31.94,0.38
587,2019-11-08,80.68799999999999,29.36,0.39
588,2019-12-08,80.688,27.69,0.39
589,2019-08-13,71.752,30.08,0.42
590,2019-08-14,74.072,30.95,0.48
