,date,SO2,NO2,CO
0,2018-01-01,11.135870646766168,41.534776119402984,0.7983084577114427
1,2018-02-01,11.135870646766168,41.534776119402984,0.7983084577114427
2,2018-03-01,11.135870646766168,41.534776119402984,0.7983084577114427
3,2018-04-01,11.135870646766168,41.534776119402984,0.7983084577114427
4,2018-05-01,11.135870646766168,41.534776119402984,0.7983084577114427
5,2018-06-01,11.135870646766168,41.534776119402984,0.7983084577114427
6,2018-07-01,11.135870646766168,41.534776119402984,0.7983084577114427
7,2018-08-01,11.135870646766168,41.534776119402984,0.7983084577114427
8,2018-09-01,11.135870646766168,41.534776119402984,0.7983084577114427
9,2018-10-01,11.135870646766168,41.534776119402984,0.7983084577114427
10,2018-11-01,11.135870646766168,41.534776119402984,0.7983084577114427
11,2018-12-01,11.135870646766168,41.534776119402984,0.7983084577114427
12,2018-01-13,11.135870646766168,41.534776119402984,0.7983084577114427
13,2018-01-14,11.135870646766168,41.534776119402984,0.7983084577114427
14,2018-01-15,11.135870646766168,41.534776119402984,0.7983084577114427
15,2018-01-16,11.135870646766168,41.534776119402984,0.7983084577114427
16,2018-01-17,11.135870646766168,41.534776119402984,0.7983084577114427
17,2018-01-18,11.135870646766168,41.534776119402984,0.7983084577114427
18,2018-01-19,11.135870646766168,41.534776119402984,0.7983084577114427
19,2018-01-20,11.135870646766168,41.534776119402984,0.7983084577114427
20,2018-01-21,11.135870646766168,41.534776119402984,0.7983084577114427
21,2018-01-22,11.135870646766168,41.534776119402984,0.7983084577114427
22,2018-01-23,11.135870646766168,41.534776119402984,0.7983084577114427
23,2018-01-24,11.135870646766168,41.534776119402984,0.7983084577114427
24,2018-01-25,11.135870646766168,41.534776119402984,0.7983084577114427
25,2018-01-26,11.135870646766168,41.534776119402984,0.7983084577114427
26,2018-01-27,11.135870646766168,41.534776119402984,0.7983084577114427
27,2018-01-28,11.135870646766168,41.534776119402984,0.7983084577114427
28,2018-01-29,11.135870646766168,41.534776119402984,0.7983084577114427
29,2018-01-30,11.135870646766168,41.534776119402984,0.7983084577114427
30,2018-01-31,11.135870646766168,41.534776119402984,0.7983084577114427
31,2018-01-02,11.135870646766168,41.534776119402984,0.7983084577114427
32,2018-02-02,11.135870646766168,41.534776119402984,0.7983084577114427
33,2018-03-02,11.135870646766168,41.534776119402984,0.7983084577114427
34,2018-04-02,11.135870646766168,41.534776119402984,0.7983084577114427
35,2018-05-02,11.135870646766168,41.534776119402984,0.7983084577114427
36,2018-06-02,11.135870646766168,41.534776119402984,0.7983084577114427
37,2018-07-02,11.135870646766168,41.534776119402984,0.7983084577114427
38,2018-08-02,11.135870646766168,41.534776119402984,0.7983084577114427
39,2018-09-02,11.135870646766168,41.534776119402984,0.7983084577114427
40,2018-10-02,11.135870646766168,41.534776119402984,0.7983084577114427
41,2018-11-02,11.135870646766168,41.534776119402984,0.7983084577114427
42,2018-12-02,11.135870646766168,41.534776119402984,0.7983084577114427
43,2018-02-13,11.135870646766168,41.534776119402984,0.7983084577114427
44,2018-02-14,11.135870646766168,41.534776119402984,0.7983084577114427
45,2018-02-15,11.135870646766168,41.534776119402984,0.7983084577114427
46,2018-02-16,11.135870646766168,41.534776119402984,0.7983084577114427
47,2018-02-17,11.135870646766168,41.534776119402984,0.7983084577114427
48,2018-02-18,11.135870646766168,41.534776119402984,0.7983084577114427
49,2018-02-19,11.135870646766168,41.534776119402984,0.7983084577114427
50,2018-02-20,11.135870646766168,41.534776119402984,0.7983084577114427
51,2018-02-21,11.135870646766168,41.534776119402984,0.7983084577114427
52,2018-02-22,11.135870646766168,41.534776119402984,0.7983084577114427
53,2018-02-23,11.135870646766168,41.534776119402984,0.7983084577114427
54,2018-02-24,11.135870646766168,41.534776119402984,0.7983084577114427
55,2018-02-25,11.135870646766168,41.534776119402984,0.7983084577114427
56,2018-02-26,11.135870646766168,41.534776119402984,0.7983084577114427
57,2018-02-27,11.135870646766168,41.534776119402984,0.7983084577114427
58,2018-02-28,11.135870646766168,41.534776119402984,0.7983084577114427
59,2018-01-03,11.135870646766168,41.534776119402984,0.7983084577114427
60,2018-02-03,11.135870646766168,41.534776119402984,0.7983084577114427
61,2018-03-03,11.135870646766168,41.534776119402984,0.7983084577114427
62,2018-04-03,11.135870646766168,41.534776119402984,0.7983084577114427
63,2018-05-03,11.135870646766168,41.534776119402984,0.7983084577114427
64,2018-06-03,11.135870646766168,41.534776119402984,0.7983084577114427
65,2018-07-03,11.135870646766168,41.534776119402984,0.7983084577114427
66,2018-08-03,11.135870646766168,41.534776119402984,0.7983084577114427
67,2018-09-03,11.135870646766168,41.534776119402984,0.7983084577114427
68,2018-10-03,11.135870646766168,41.534776119402984,0.7983084577114427
69,2018-11-03,11.135870646766168,41.534776119402984,0.7983084577114427
70,2018-12-03,11.135870646766168,41.534776119402984,0.7983084577114427
71,2018-03-13,11.135870646766168,41.534776119402984,0.7983084577114427
72,2018-03-14,11.135870646766168,41.534776119402984,0.7983084577114427
73,2018-03-15,11.135870646766168,41.534776119402984,0.7983084577114427
74,2018-03-16,11.135870646766168,41.534776119402984,0.7983084577114427
75,2018-03-17,11.135870646766168,41.534776119402984,0.7983084577114427
76,2018-03-18,11.135870646766168,41.534776119402984,0.7983084577114427
77,2018-03-19,11.135870646766168,41.534776119402984,0.7983084577114427
78,2018-03-20,11.135870646766168,41.534776119402984,0.7983084577114427
79,2018-03-21,11.135870646766168,41.534776119402984,0.7983084577114427
80,2018-03-22,11.135870646766168,41.534776119402984,0.7983084577114427
81,2018-03-23,11.135870646766168,41.534776119402984,0.7983084577114427
82,2018-03-24,11.135870646766168,41.534776119402984,0.7983084577114427
83,2018-03-25,11.135870646766168,41.534776119402984,0.7983084577114427
84,2018-03-26,11.135870646766168,41.534776119402984,0.7983084577114427
85,2018-03-27,11.135870646766168,41.534776119402984,0.7983084577114427
86,2018-03-28,11.135870646766168,41.534776119402984,0.7983084577114427
87,2018-03-29,11.135870646766168,41.534776119402984,0.7983084577114427
88,2018-03-30,11.135870646766168,41.534776119402984,0.7983084577114427
89,2018-03-31,11.135870646766168,41.534776119402984,0.7983084577114427
90,2018-01-04,11.135870646766168,41.534776119402984,0.7983084577114427
91,2018-02-04,11.135870646766168,41.534776119402984,0.7983084577114427
92,2018-03-04,11.135870646766168,41.534776119402984,0.7983084577114427
93,2018-04-04,11.135870646766168,41.534776119402984,0.7983084577114427
94,2018-05-04,11.135870646766168,41.534776119402984,0.7983084577114427
95,2018-06-04,11.135870646766168,41.534776119402984,0.7983084577114427
96,2018-07-04,11.135870646766168,41.534776119402984,0.7983084577114427
97,2018-08-04,11.135870646766168,41.534776119402984,0.7983084577114427
98,2018-09-04,11.135870646766168,41.534776119402984,0.7983084577114427
99,2018-10-04,11.135870646766168,41.534776119402984,0.7983084577114427
100,2018-11-04,11.135870646766168,41.534776119402984,0.7983084577114427
101,2018-12-04,11.135870646766168,41.534776119402984,0.7983084577114427
102,2018-04-13,11.135870646766168,41.534776119402984,0.7983084577114427
103,2018-04-14,11.135870646766168,41.534776119402984,0.7983084577114427
104,2018-04-15,11.135870646766168,41.534776119402984,0.7983084577114427
105,2018-04-16,11.135870646766168,41.534776119402984,0.7983084577114427
106,2018-04-17,11.135870646766168,41.534776119402984,0.7983084577114427
107,2018-04-18,11.135870646766168,41.534776119402984,0.7983084577114427
108,2018-04-19,11.135870646766168,41.534776119402984,0.7983084577114427
109,2018-04-20,11.135870646766168,41.534776119402984,0.7983084577114427
110,2018-04-21,11.135870646766168,41.534776119402984,0.7983084577114427
111,2018-04-22,11.135870646766168,41.534776119402984,0.7983084577114427
112,2018-04-23,11.135870646766168,41.534776119402984,0.7983084577114427
113,2018-04-24,11.135870646766168,41.534776119402984,0.7983084577114427
114,2018-04-25,11.135870646766168,41.534776119402984,0.7983084577114427
115,2018-04-26,11.135870646766168,41.534776119402984,0.7983084577114427
116,2018-04-27,11.135870646766168,41.534776119402984,0.7983084577114427
117,2018-04-28,11.135870646766168,41.534776119402984,0.7983084577114427
118,2018-04-29,11.135870646766168,41.534776119402984,0.7983084577114427
119,2018-04-30,11.135870646766168,41.534776119402984,0.7983084577114427
120,2018-01-05,11.135870646766168,41.534776119402984,0.7983084577114427
121,2018-02-05,11.135870646766168,41.534776119402984,0.7983084577114427
122,2018-03-05,11.135870646766168,41.534776119402984,0.7983084577114427
123,2018-04-05,11.135870646766168,41.534776119402984,0.7983084577114427
124,2018-05-05,11.135870646766168,41.534776119402984,0.7983084577114427
125,2018-06-05,11.135870646766168,41.534776119402984,0.7983084577114427
126,2018-07-05,11.135870646766168,41.534776119402984,0.7983084577114427
127,2018-08-05,11.135870646766168,41.534776119402984,0.7983084577114427
128,2018-09-05,11.135870646766168,41.534776119402984,0.7983084577114427
129,2018-10-05,11.135870646766168,41.534776119402984,0.7983084577114427
130,2018-11-05,11.135870646766168,41.534776119402984,0.7983084577114427
131,2018-12-05,11.135870646766168,41.534776119402984,0.7983084577114427
132,2018-05-13,11.135870646766168,41.534776119402984,0.7983084577114427
