,date,PM2.5,NO2,CO
0,2018-01-01,225.31,24.78,4.54
1,2018-02-01,212.03,16.9,3.7
2,2018-03-01,160.2,119.1,3.69
3,2018-04-01,167.97,68.0,3.91
4,2018-05-01,160.62,61.33,3.75
5,2018-06-01,172.7,90.62,4.25
6,2018-07-01,123.68,14.43,3.9
7,2018-08-01,104.81,24.01,3.27
8,2018-09-01,149.0,122.61,4.05
9,2018-10-01,124.05,101.34,3.79
10,2018-11-01,102.86,170.1,3.31
11,2018-12-01,102.65,85.53,3.56
12,2018-01-13,153.39,12.7,4.91
13,2018-01-14,131.46,7.22,4.34
14,2018-01-15,120.57,5.72,4.24
15,2018-01-16,82.08,4.35,3.55
16,2018-01-17,134.76,6.29,4.42
17,2018-01-18,160.18,5.15,4.38
18,2018-01-19,178.26,5.36,5.11
19,2018-01-20,101.2,2.68,3.95
20,2018-01-21,105.89,3.53,4.12
21,2018-01-22,147.42,4.49,5.01
22,2018-01-23,106.11,10.2,4.22
23,2018-01-24,89.39,10.42,4.0
24,2018-01-25,82.29,13.05,2.92
25,2018-01-26,98.23,8.69,1.38
26,2018-01-27,125.29,10.89,1.24
27,2018-01-28,95.67,11.82,1.63
28,2018-01-29,107.92,11.8,1.71
29,2018-01-30,76.5,7.81,1.44
30,2018-01-31,77.55,8.03,1.25
31,2018-01-02,92.94,5.74,1.4
32,2018-02-02,73.88,7.33,1.46
33,2018-03-02,73.96,7.53,1.31
34,2018-04-02,67.36,7.13,1.29
35,2018-05-02,90.64,10.76,1.58
36,2018-06-02,83.42,11.4,1.55
37,2018-07-02,63.32,10.19,1.33
38,2018-08-02,101.77,16.82,1.55
39,2018-09-02,119.79,20.53,1.73
40,2018-10-02,96.66,21.61,2.15
41,2018-11-02,70.69,11.37,1.3
42,2018-12-02,42.68,7.79,0.88
43,2018-02-13,62.86,15.42,1.1
44,2018-02-14,60.21,15.14,1.0
45,2018-02-15,76.85,15.69,1.12
46,2018-02-16,73.71,14.77,1.34
47,2018-02-17,78.13,11.63,1.45
48,2018-02-18,67.52,24.02,1.51
49,2018-02-19,91.59,24.72,2.15
50,2018-02-20,97.26,21.47,2.13
51,2018-02-21,98.5,31.71,2.43
52,2018-02-22,82.69,23.53,1.97
53,2018-02-23,94.3,15.55,2.11
54,2018-02-24,100.14,13.99,2.23
55,2018-02-25,54.1,11.94,1.93
56,2018-02-26,31.15,9.43,1.68
57,2018-02-27,56.58,22.2,1.87
58,2018-02-28,82.23,26.38,2.39
59,2018-01-03,62.45,20.06,2.3
60,2018-02-03,70.82,16.88,2.61
61,2018-03-03,55.3,10.5,2.29
62,2018-04-03,45.81,17.28,2.12
63,2018-05-03,37.15,10.08,2.11
64,2018-06-03,39.25,13.18,2.1
65,2018-07-03,42.0,9.33,2.23
66,2018-08-03,77.05,31.8,2.94
67,2018-09-03,81.39,15.88,2.8
68,2018-10-03,38.99,19.23,2.1
69,2018-11-03,49.16,14.27,2.24
70,2018-12-03,56.26,22.19,2.37
71,2018-03-13,60.72,19.4,2.56
72,2018-03-14,63.27,11.96,2.63
73,2018-03-15,60.42,14.49,2.37
74,2018-03-16,57.57,20.66,2.28
75,2018-03-17,44.47,18.62,2.19
76,2018-03-18,47.79,13.63,2.26
77,2018-03-19,43.12,41.21,2.25
78,2018-03-20,62.25,66.84,2.63
79,2018-03-21,71.12,65.76,2.77
80,2018-03-22,46.11,67.53,2.44
81,2018-03-23,37.45,67.63,2.42
82,2018-03-24,41.69,69.6,2.45
83,2018-03-25,48.35,66.61,2.48
84,2018-03-26,47.74,69.24,2.52
85,2018-03-27,56.88,69.33,2.9
86,2018-03-28,65.99,72.44,3.13
87,2018-03-29,49.89,63.93,2.53
88,2018-03-30,52.81,69.69,2.62
89,2018-03-31,58.28,70.81,2.7
90,2018-01-04,44.33,70.18,2.55
91,2018-02-04,57.28,59.02,2.79
92,2018-03-04,61.12,66.21,2.79
93,2018-04-04,55.86,68.3,2.88
94,2018-05-04,99.52,69.52,3.35
95,2018-06-04,58.98,67.82,2.16
96,2018-07-04,30.33,67.38,2.25
97,2018-08-04,30.25,69.79,2.32
98,2018-09-04,26.53,4.968000000000001,2.54
99,2018-10-04,59.49,63.32,2.78
100,2018-11-04,31.47,55.44,1.23
101,2018-12-04,26.94,48.21,0.34
102,2018-04-13,38.65,38.07,0.82
103,2018-04-14,48.03,40.8,0.86
104,2018-04-15,59.61,40.09,1.04
105,2018-04-16,69.98,40.75,1.16
106,2018-04-17,45.92,35.32,0.69
107,2018-04-18,48.31,35.28,0.39
108,2018-04-19,56.88,35.64,0.55
109,2018-04-20,72.86,32.84,0.41
110,2018-04-21,89.43,32.2,0.36
111,2018-04-22,33.26,32.43,0.34
112,2018-04-23,36.96,33.27,0.55
113,2018-04-24,64.93,37.93,0.81
114,2018-04-25,64.44,46.83,1.18
115,2018-04-26,90.99,52.64,1.32
116,2018-04-27,66.42,45.08,0.77
117,2018-04-28,65.46,40.47,0.54
118,2018-04-29,72.79,41.85,0.62
119,2018-04-30,63.25,43.25,0.61
120,2018-01-05,68.21,35.65,0.38
121,2018-02-05,95.94,41.61,0.36
122,2018-03-05,83.24617912371134,35.94379021879022,1.421616420782553
123,2018-04-05,59.65,39.87,0.64
124,2018-05-05,67.33,42.38,0.89
125,2018-06-05,81.32,39.62,1.08
126,2018-07-05,83.77,39.07,0.96
127,2018-08-05,53.91,31.21,0.43
128,2018-09-05,58.98,40.72,0.81
129,2018-10-05,72.81,39.84,0.95
130,2018-11-05,85.87,38.52,1.28
131,2018-12-05,91.74,33.8,1.18
132,2018-05-13,66.16,28.79,0.62
133,2018-05-14,57.81,32.13,0.56
134,2018-05-15,47.94,30.0,0.79
135,2018-05-16,64.63,26.22,0.63
136,2018-05-17,143.08,165.46,0.09
137,2018-05-18,82.47,175.92,0.34
138,2018-05-19,67.11,136.73,1.09
139,2018-05-20,83.24617912371134,35.94379021879022,1.421616420782553
140,2018-05-21,83.24617912371134,35.94379021879022,1.421616420782553
141,2018-05-22,134.9,141.29,0.0
142,2018-05-23,134.61,141.1,0.0
143,2018-05-24,134.61,141.1,0.0
144,2018-05-25,43.252,70.784,0.0
145,2018-05-26,43.252,70.784,0.0
146,2018-05-27,43.252,70.784,0.0
147,2018-05-28,38.99,23.71,0.49
148,2018-05-29,62.08,12.09,1.1
149,2018-05-30,37.52,15.96,0.62
150,2018-05-31,53.89,42.16199999999999,0.8
151,2018-01-06,65.58,10.05,0.66
152,2018-02-06,32.82,5.97,0.54
153,2018-03-06,40.73,5.78,0.62
154,2018-04-06,44.39,4.72,0.64
155,2018-05-06,46.05,4.52,0.6
156,2018-06-06,48.11,6.28,0.75
157,2018-07-06,56.61,6.3,0.75
158,2018-08-06,52.9,4.42,0.69
159,2018-09-06,54.58,3.5,0.67
160,2018-10-06,62.47,5.0,1.12
161,2018-11-06,60.52,4.67,1.02
162,2018-12-06,166.73,2.78,2.29
163,2018-06-13,303.91,1.28,2.59
164,2018-06-14,213.67,1.44,2.3
165,2018-06-15,152.32,1.73,1.68
166,2018-06-16,135.22,1.51,0.82
167,2018-06-17,94.29,1.39,1.21
168,2018-06-18,53.75,1.4,1.57
169,2018-06-19,67.91,2.31,1.31
170,2018-06-20,62.17,7.36,1.14
171,2018-06-21,77.67,16.38,0.37
172,2018-06-22,63.06,16.94,0.25
173,2018-06-23,59.2,16.47,0.21
174,2018-06-24,47.16,15.39,0.09
175,2018-06-25,67.33,15.33,0.08
176,2018-06-26,46.72,15.32,0.11
177,2018-06-27,55.87,15.16,0.09
178,2018-06-28,56.03,14.64,0.06
179,2018-06-29,61.54,14.58,0.19
180,2018-06-30,67.39,14.62,0.39
181,2018-01-07,40.66,14.37,0.15
182,2018-02-07,35.94,28.23,0.05
183,2018-03-07,33.57,39.63,0.19
184,2018-04-07,53.44,49.0,0.15
185,2018-05-07,56.5,64.13,1.0
186,2018-06-07,41.81,48.3,0.88
187,2018-07-07,41.49,46.33,0.88
188,2018-08-07,45.75,47.7,0.78
189,2018-09-07,52.4,46.61,0.68
190,2018-10-07,37.79,45.47,0.47
191,2018-11-07,27.45,45.99,0.22
192,2018-12-07,34.24,52.85,0.2
193,2018-07-13,18.18,52.59,0.24
194,2018-07-14,22.86,59.44,0.24
195,2018-07-15,43.41,53.73,0.22
196,2018-07-16,21.61,57.09,0.24
197,2018-07-17,20.02,57.69,0.24
198,2018-07-18,23.79,51.12,0.21
199,2018-07-19,22.89,48.48,0.17
200,2018-07-20,23.07,50.31,0.23
201,2018-07-21,27.78,54.24,0.31
202,2018-07-22,15.2,49.87,0.93
203,2018-07-23,18.4,52.8,0.44
204,2018-07-24,26.9,49.12,0.3
205,2018-07-25,24.48,38.31,0.16
206,2018-07-26,16.96,29.4,0.36
207,2018-07-27,13.86,28.61,0.21
208,2018-07-28,19.21,29.25,0.31
209,2018-07-29,32.06,29.68,0.51
210,2018-07-30,29.78,27.9,0.15
211,2018-07-31,42.77,29.42,0.13
212,2018-01-08,49.99,29.3,0.13
213,2018-02-08,64.66,28.92,0.11
214,2018-03-08,60.23,31.35,0.11
215,2018-04-08,64.93,32.77,0.12
216,2018-05-08,62.72,33.58,0.12
217,2018-06-08,43.2,35.19,0.18
218,2018-07-08,35.62,34.35,0.21
219,2018-08-08,22.43,34.51,0.25
220,2018-09-08,23.52,34.34,0.21
221,2018-10-08,26.36,37.04,0.3
222,2018-11-08,24.76,31.33,0.15
223,2018-12-08,19.59,31.07,0.14
224,2018-08-13,23.79,34.7,0.2
225,2018-08-14,31.25,34.93,0.24
226,2018-08-15,30.38,32.52,0.17
227,2018-08-16,22.94,34.96,0.36
