,date,SO2,NO2
512,2019-05-28,23.85,33.67
513,2019-05-29,24.71,22.2
514,2019-05-30,34.41,25.34
515,2019-05-31,21.67,20.24
516,2019-01-06,25.47,13.29
517,2019-02-06,17.59,11.21
518,2019-03-06,14.68,10.41
519,2019-04-06,6.35,8.08
520,2019-05-06,16.48,9.51
521,2019-06-06,13.13,9.13
522,2019-07-06,23.48,9.35
523,2019-08-06,21.39,9.79
524,2019-09-06,10.67,10.35
525,2019-10-06,25.51,12.05
526,2019-11-06,19.7,21.04
527,2019-12-06,9.4,13.17
528,2019-06-13,16.58,11.35
529,2019-06-14,33.71,10.18
530,2019-06-15,33.42,11.26
531,2019-06-16,10.07,10.71
532,2019-06-17,8.77,11.14
533,2019-06-18,5.29,9.88
534,2019-06-19,18.28,8.57
535,2019-06-20,6.71,8.29
536,2019-06-21,14.21,12.47
537,2019-06-22,13.34,16.22
538,2019-06-23,10.27,8.18
539,2019-06-24,8.43,8.13
540,2019-06-25,4.99,8.02
541,2019-06-26,5.78,8.74
542,2019-06-27,11.28,10.52
543,2019-06-28,13.31,10.43
544,2019-06-29,9.35,10.5
545,2019-06-30,11.12,10.52
546,2019-01-07,12.69,10.64
547,2019-02-07,7.29,10.64
548,2019-03-07,6.63,10.61
549,2019-04-07,6.81,10.68
550,2019-05-07,5.67,10.65
551,2019-06-07,6.74,10.22
552,2019-07-07,2.12,8.79
553,2019-08-07,5.23,8.96
554,2019-09-07,1.7,9.25
555,2019-10-07,7.65,17.43
556,2019-11-07,8.0,28.79
557,2019-12-07,4.9,25.0
558,2019-07-13,5.9,17.21
559,2019-07-14,4.24,24.86
560,2019-07-15,5.32,19.09
561,2019-07-16,7.74,10.09
562,2019-07-17,7.74,10.46
563,2019-07-18,5.47,20.92
564,2019-07-19,4.66,13.79
565,2019-07-20,8.17,11.38
566,2019-07-21,17.76,10.68
567,2019-07-22,12.73,9.99
568,2019-07-23,10.77,9.47
569,2019-07-24,17.11,9.6
570,2019-07-25,13.1,9.23
571,2019-07-26,11.86,9.93
572,2019-07-27,16.74,11.01
573,2019-07-28,16.41,14.08
574,2019-07-29,15.12,13.58
575,2019-07-30,8.51,13.66
576,2019-07-31,12.9,10.19
577,2019-01-08,21.03,9.93
578,2019-02-08,9.17,9.44
579,2019-03-08,5.45,9.84
580,2019-04-08,5.38,9.06
581,2019-05-08,4.73,9.14
582,2019-06-08,5.31,9.14
583,2019-07-08,5.6,8.98
584,2019-08-08,2.68,9.02
585,2019-09-08,5.73,9.27
586,2019-10-08,7.94,9.3
587,2019-11-08,4.62,9.0
588,2019-12-08,6.7,8.99
589,2019-08-13,6.39,8.87
590,2019-08-14,5.32,9.03
591,2019-08-15,5.39,9.19
592,2019-08-16,5.65,9.19
593,2019-08-17,6.08,9.19
594,2019-08-18,9.05,9.19
595,2019-08-19,6.44,9.17
596,2019-08-20,6.42,9.19
597,2019-08-21,6.28,9.05
598,2019-08-22,6.08,8.91
599,2019-08-23,8.5,8.84
600,2019-08-24,5.65,8.86
601,2019-08-25,10.746602067183463,20.483573591762568
602,2019-08-26,9.91,10.57
603,2019-08-27,6.32,9.14
604,2019-08-28,8.65,8.96
605,2019-08-29,5.52,9.46
606,2019-08-30,7.05,11.64
607,2019-08-31,6.42,19.6
608,2019-01-09,5.92,8.85
609,2019-02-09,9.23,8.9
610,2019-03-09,21.54,8.8
611,2019-04-09,6.0,8.81
612,2019-05-09,5.67,8.81
613,2019-06-09,6.22,8.81
614,2019-07-09,6.31,8.75
615,2019-08-09,5.72,12.33
616,2019-09-09,7.43,15.91
617,2019-10-09,10.64,11.66
618,2019-11-09,6.49,11.35
619,2019-12-09,10.23,10.66
620,2019-09-13,12.01,10.84
621,2019-09-14,16.52,14.44
622,2019-09-15,7.8,10.54
623,2019-09-16,13.04,17.67
624,2019-09-17,16.0,11.63
625,2019-09-18,14.51,10.94
626,2019-09-19,15.74,11.35
627,2019-09-20,20.92,11.15
628,2019-09-21,44.34,10.99
629,2019-09-22,42.04,10.95
630,2019-09-23,8.05,10.76
631,2019-09-24,16.6,10.59
632,2019-09-25,19.11,10.91
633,2019-09-26,10.55,10.84
634,2019-09-27,13.53,10.35
635,2019-09-28,8.3,10.46
636,2019-09-29,9.93,10.61
637,2019-09-30,17.28,10.6
638,2019-01-10,22.55,10.48
639,2019-02-10,52.34,10.57
640,2019-03-10,10.24,10.3
641,2019-04-10,6.68,10.58
642,2019-05-10,4.65,10.56
643,2019-06-10,4.74,12.07
644,2019-07-10,2.91,11.47
645,2019-08-10,1.63,11.19
646,2019-09-10,4.32,12.48
647,2019-10-10,2.03,11.6
648,2019-11-10,7.34,11.9
649,2019-12-10,2.59,11.88
650,2019-10-13,5.15,11.22
651,2019-10-14,4.66,12.07
652,2019-10-15,7.25,11.38
653,2019-10-16,11.62,11.7
654,2019-10-17,16.68,11.44
655,2019-10-18,11.3,11.53
656,2019-10-19,9.23,11.53
657,2019-10-20,7.07,11.51
658,2019-10-21,7.49,11.51
659,2019-10-22,12.54,14.75
660,2019-10-23,14.35,17.84
661,2019-10-24,12.48,11.58
662,2019-10-25,15.73,12.52
663,2019-10-26,15.96,8.56
664,2019-10-27,22.6,9.25
665,2019-10-28,28.16,20.3
666,2019-10-29,12.09,10.02
667,2019-10-30,13.23,9.85
668,2019-10-31,11.0,10.03
669,2019-01-11,19.22,9.9
670,2019-02-11,9.99,9.98
671,2019-03-11,9.6,10.97
672,2019-04-11,13.57,10.34
673,2019-05-11,10.24,32.28
674,2019-06-11,10.62,10.02
675,2019-07-11,8.9,9.95
676,2019-08-11,10.74,10.03
677,2019-09-11,9.35,10.07
678,2019-10-11,9.98,10.24
679,2019-11-11,11.24,10.23
680,2019-12-11,12.71,10.3
681,2019-11-13,16.54,10.01
682,2019-11-14,20.76,10.09
683,2019-11-15,29.13,10.04
684,2019-11-16,12.71,9.88
685,2019-11-17,8.16,10.04
686,2019-11-18,11.32,10.01
687,2019-11-19,11.96,10.0
688,2019-11-20,12.88,9.97
689,2019-11-21,18.78,10.0
690,2019-11-22,13.69,10.01
691,2019-11-23,8.81,9.99
692,2019-11-24,10.52,9.98
693,2019-11-25,10.8,9.99
694,2019-11-26,16.22,10.04
695,2019-11-27,15.12,10.04
696,2019-11-28,12.48,9.91
697,2019-11-29,12.93,10.2
698,2019-11-30,8.2,10.16
699,2019-01-12,8.95,10.13
700,2019-02-12,9.11,9.94
701,2019-03-12,10.87,9.98
702,2019-04-12,12.7,10.64
703,2019-05-12,9.79,13.86
704,2019-06-12,11.55,11.52
705,2019-07-12,18.67,10.83
706,2019-08-12,12.17,12.98
707,2019-09-12,12.45,14.98
708,2019-10-12,10.13,14.25
709,2019-11-12,14.09,12.65
710,2019-12-12,3.25,12.38
711,2019-12-13,4.58,14.71
712,2019-12-14,7.7,13.98
713,2019-12-15,6.67,10.93
714,2019-12-16,5.41,12.5
715,2019-12-17,5.65,13.22
716,2019-12-18,6.1,14.72
717,2019-12-19,6.02,11.74
718,2019-12-20,7.72,11.98
719,2019-12-21,6.44,13.25
720,2019-12-22,5.01,11.87
721,2019-12-23,7.31,13.14
722,2019-12-24,6.9,9.98
723,2019-12-25,6.24,10.55
724,2019-12-26,7.01,10.68
725,2019-12-27,11.38,10.65
726,2019-12-28,11.41,10.72
727,2019-12-29,9.96,11.03
728,2019-12-30,7.66,10.43
729,2019-12-31,8.58,10.03
730,2020-01-01,16.46,10.51
731,2020-02-01,12.58,10.39
732,2020-03-01,11.58,10.08
733,2020-04-01,7.64,9.87
734,2020-05-01,10.82,9.7
735,2020-06-01,6.79,10.34
736,2020-07-01,7.59,9.79
737,2020-08-01,6.29,10.14
738,2020-09-01,21.2,9.94
739,2020-10-01,6.73,9.8
740,2020-11-01,11.14,10.14
741,2020-12-01,18.41,9.97
742,2020-01-13,5.83,9.97
743,2020-01-14,6.73,9.88
744,2020-01-15,7.17,9.77
745,2020-01-16,7.72,9.85
746,2020-01-17,7.36,10.07
747,2020-01-18,6.73,9.96
748,2020-01-19,6.55,9.96
749,2020-01-20,7.94,10.23
750,2020-01-21,15.3,10.07
751,2020-01-22,7.62,10.04
752,2020-01-23,7.12,10.08
753,2020-01-24,8.43,9.89
754,2020-01-25,11.03,10.21
755,2020-01-26,14.32,10.62
756,2020-01-27,11.43,10.8
757,2020-01-28,10.26,10.84
758,2020-01-29,6.94,10.74
759,2020-01-30,6.83,10.34
760,2020-01-31,10.2,10.05
761,2020-01-02,10.746602067183463,20.483573591762568
762,2020-02-02,10.746602067183463,20.483573591762568
763,2020-03-02,14.19,77.46
764,2020-04-02,6.61,20.15
765,2020-05-02,7.49,12.2
766,2020-06-02,9.14,11.43
767,2020-07-02,7.26,13.47
768,2020-08-02,9.63,11.58
769,2020-09-02,9.99,11.19
770,2020-10-02,7.94,10.09
771,2020-11-02,9.25,10.63
772,2020-12-02,2.1,13.26
773,2020-02-13,10.44,11.12
774,2020-02-14,8.3,10.38
775,2020-02-15,10.72,10.38
776,2020-02-16,10.04,10.49
777,2020-02-17,10.1,11.47
778,2020-02-18,11.23,11.46
779,2020-02-19,11.0,10.9
780,2020-02-20,13.98,10.7
781,2020-02-21,10.7,11.35
782,2020-02-22,10.16,25.87
783,2020-02-23,9.58,19.56
784,2020-02-24,14.99,12.87
785,2020-02-25,9.63,13.05
786,2020-02-26,9.94,14.81
787,2020-02-27,7.46,13.8
788,2020-02-28,12.24,11.76
789,2020-02-29,11.1,12.34
790,2020-01-03,22.2,12.48
791,2020-02-03,9.89,11.97
792,2020-03-03,10.6,11.17
793,2020-04-03,14.31,10.76
794,2020-05-03,14.46,11.98
795,2020-06-03,11.24,11.15
796,2020-07-03,8.52,11.34
797,2020-08-03,11.69,11.29
798,2020-09-03,6.71,11.84
799,2020-10-03,9.52,12.93
800,2020-11-03,7.83,12.57
801,2020-12-03,7.74,10.89
