,date,NO2
187,2018-07-07,43.545841423948225
188,2018-08-07,43.545841423948225
189,2018-09-07,43.545841423948225
190,2018-10-07,43.545841423948225
191,2018-11-07,43.545841423948225
192,2018-12-07,43.545841423948225
193,2018-07-13,43.545841423948225
194,2018-07-14,43.545841423948225
195,2018-07-15,43.545841423948225
196,2018-07-16,43.545841423948225
197,2018-07-17,43.545841423948225
198,2018-07-18,43.545841423948225
199,2018-07-19,43.545841423948225
200,2018-07-20,43.545841423948225
201,2018-07-21,43.545841423948225
202,2018-07-22,43.545841423948225
203,2018-07-23,43.545841423948225
204,2018-07-24,43.545841423948225
205,2018-07-25,43.545841423948225
206,2018-07-26,43.545841423948225
207,2018-07-27,43.545841423948225
208,2018-07-28,43.545841423948225
209,2018-07-29,43.545841423948225
210,2018-07-30,43.545841423948225
211,2018-07-31,43.545841423948225
212,2018-01-08,43.545841423948225
213,2018-02-08,43.545841423948225
214,2018-03-08,43.545841423948225
215,2018-04-08,43.545841423948225
216,2018-05-08,43.545841423948225
217,2018-06-08,43.545841423948225
218,2018-07-08,43.545841423948225
219,2018-08-08,43.545841423948225
220,2018-09-08,43.545841423948225
221,2018-10-08,43.545841423948225
222,2018-11-08,43.545841423948225
223,2018-12-08,43.545841423948225
224,2018-08-13,43.545841423948225
225,2018-08-14,43.545841423948225
226,2018-08-15,43.545841423948225
227,2018-08-16,43.545841423948225
228,2018-08-17,43.545841423948225
229,2018-08-18,43.545841423948225
230,2018-08-19,43.545841423948225
231,2018-08-20,43.545841423948225
232,2018-08-21,43.545841423948225
233,2018-08-22,43.545841423948225
234,2018-08-23,43.545841423948225
235,2018-08-24,43.545841423948225
236,2018-08-25,43.545841423948225
237,2018-08-26,43.545841423948225
238,2018-08-27,43.545841423948225
239,2018-08-28,43.545841423948225
240,2018-08-29,43.545841423948225
241,2018-08-30,43.545841423948225
242,2018-08-31,43.545841423948225
243,2018-01-09,43.545841423948225
244,2018-02-09,43.545841423948225
245,2018-03-09,43.545841423948225
246,2018-04-09,43.545841423948225
247,2018-05-09,43.545841423948225
248,2018-06-09,43.545841423948225
249,2018-07-09,43.545841423948225
250,2018-08-09,43.545841423948225
251,2018-09-09,43.545841423948225
252,2018-10-09,43.545841423948225
253,2018-11-09,43.545841423948225
254,2018-12-09,43.545841423948225
255,2018-09-13,43.545841423948225
256,2018-09-14,43.545841423948225
257,2018-09-15,43.545841423948225
258,2018-09-16,43.545841423948225
259,2018-09-17,43.545841423948225
260,2018-09-18,43.545841423948225
261,2018-09-19,43.545841423948225
262,2018-09-20,43.545841423948225
263,2018-09-21,43.545841423948225
264,2018-09-22,43.545841423948225
265,2018-09-23,43.545841423948225
266,2018-09-24,43.545841423948225
267,2018-09-25,43.545841423948225
268,2018-09-26,43.545841423948225
269,2018-09-27,43.545841423948225
270,2018-09-28,43.545841423948225
271,2018-09-29,43.545841423948225
272,2018-09-30,43.545841423948225
273,2018-01-10,43.545841423948225
274,2018-02-10,43.545841423948225
275,2018-03-10,43.545841423948225
276,2018-04-10,43.545841423948225
277,2018-05-10,43.545841423948225
278,2018-06-10,43.545841423948225
279,2018-07-10,43.545841423948225
280,2018-08-10,43.545841423948225
281,2018-09-10,43.545841423948225
282,2018-10-10,43.545841423948225
283,2018-11-10,43.545841423948225
284,2018-12-10,43.545841423948225
285,2018-10-13,43.545841423948225
286,2018-10-14,43.545841423948225
287,2018-10-15,43.545841423948225
288,2018-10-16,43.545841423948225
289,2018-10-17,43.545841423948225
290,2018-10-18,43.545841423948225
291,2018-10-19,43.545841423948225
292,2018-10-20,43.545841423948225
293,2018-10-21,43.545841423948225
294,2018-10-22,43.545841423948225
295,2018-10-23,43.545841423948225
296,2018-10-24,43.545841423948225
297,2018-10-25,43.545841423948225
298,2018-10-26,43.545841423948225
299,2018-10-27,43.545841423948225
300,2018-10-28,43.545841423948225
301,2018-10-29,43.545841423948225
302,2018-10-30,43.545841423948225
303,2018-10-31,43.545841423948225
304,2018-01-11,43.545841423948225
305,2018-02-11,43.545841423948225
306,2018-03-11,43.545841423948225
307,2018-04-11,43.545841423948225
308,2018-05-11,43.545841423948225
309,2018-06-11,43.545841423948225
310,2018-07-11,43.545841423948225
311,2018-08-11,43.545841423948225
312,2018-09-11,43.545841423948225
313,2018-10-11,43.545841423948225
314,2018-11-11,43.545841423948225
315,2018-12-11,43.545841423948225
316,2018-11-13,43.545841423948225
317,2018-11-14,43.545841423948225
318,2018-11-15,43.545841423948225
319,2018-11-16,43.545841423948225
320,2018-11-17,43.545841423948225
321,2018-11-18,43.545841423948225
322,2018-11-19,43.545841423948225
323,2018-11-20,43.545841423948225
324,2018-11-21,43.545841423948225
325,2018-11-22,43.545841423948225
326,2018-11-23,43.545841423948225
327,2018-11-24,43.545841423948225
328,2018-11-25,43.545841423948225
329,2018-11-26,43.545841423948225
330,2018-11-27,43.545841423948225
331,2018-11-28,43.545841423948225
332,2018-11-29,43.545841423948225
333,2018-11-30,43.545841423948225
334,2018-01-12,43.545841423948225
335,2018-02-12,43.545841423948225
336,2018-03-12,43.545841423948225
337,2018-04-12,43.545841423948225
338,2018-05-12,43.545841423948225
339,2018-06-12,43.545841423948225
340,2018-07-12,43.545841423948225
341,2018-08-12,43.545841423948225
342,2018-09-12,43.545841423948225
343,2018-10-12,43.545841423948225
344,2018-11-12,43.545841423948225
345,2018-12-12,43.545841423948225
346,2018-12-13,43.545841423948225
347,2018-12-14,43.545841423948225
348,2018-12-15,43.545841423948225
349,2018-12-16,43.545841423948225
350,2018-12-17,43.545841423948225
351,2018-12-18,43.545841423948225
352,2018-12-19,43.545841423948225
353,2018-12-20,43.545841423948225
354,2018-12-21,43.545841423948225
355,2018-12-22,43.545841423948225
356,2018-12-23,43.545841423948225
357,2018-12-24,43.545841423948225
358,2018-12-25,43.545841423948225
359,2018-12-26,43.545841423948225
360,2018-12-27,43.545841423948225
361,2018-12-28,43.545841423948225
362,2018-12-29,43.545841423948225
363,2018-12-30,43.545841423948225
364,2018-12-31,43.545841423948225
365,2019-01-01,43.545841423948225
366,2019-02-01,43.545841423948225
367,2019-03-01,43.545841423948225
368,2019-04-01,43.545841423948225
369,2019-05-01,43.545841423948225
370,2019-06-01,43.545841423948225
371,2019-07-01,43.545841423948225
372,2019-08-01,43.545841423948225
373,2019-09-01,43.545841423948225
374,2019-10-01,43.545841423948225
375,2019-11-01,43.545841423948225
376,2019-12-01,43.545841423948225
377,2019-01-13,43.545841423948225
378,2019-01-14,43.545841423948225
379,2019-01-15,43.545841423948225
380,2019-01-16,43.545841423948225
381,2019-01-17,43.545841423948225
382,2019-01-18,43.545841423948225
383,2019-01-19,43.545841423948225
384,2019-01-20,43.545841423948225
385,2019-01-21,43.545841423948225
386,2019-01-22,43.545841423948225
387,2019-01-23,43.545841423948225
388,2019-01-24,43.545841423948225
389,2019-01-25,43.545841423948225
390,2019-01-26,43.545841423948225
391,2019-01-27,43.545841423948225
392,2019-01-28,43.545841423948225
393,2019-01-29,43.545841423948225
394,2019-01-30,43.545841423948225
395,2019-01-31,43.545841423948225
396,2019-01-02,43.545841423948225
397,2019-02-02,43.545841423948225
398,2019-03-02,43.545841423948225
399,2019-04-02,43.545841423948225
400,2019-05-02,43.545841423948225
401,2019-06-02,43.545841423948225
402,2019-07-02,43.545841423948225
403,2019-08-02,43.545841423948225
404,2019-09-02,43.545841423948225
405,2019-10-02,43.545841423948225
406,2019-11-02,43.545841423948225
407,2019-12-02,43.545841423948225
408,2019-02-13,43.545841423948225
409,2019-02-14,43.545841423948225
410,2019-02-15,43.545841423948225
411,2019-02-16,43.545841423948225
412,2019-02-17,43.545841423948225
413,2019-02-18,43.545841423948225
414,2019-02-19,43.545841423948225
415,2019-02-20,43.545841423948225
416,2019-02-21,43.545841423948225
417,2019-02-22,43.545841423948225
418,2019-02-23,43.545841423948225
419,2019-02-24,43.545841423948225
420,2019-02-25,43.545841423948225
421,2019-02-26,43.545841423948225
422,2019-02-27,43.545841423948225
423,2019-02-28,43.545841423948225
424,2019-01-03,43.545841423948225
425,2019-02-03,43.545841423948225
426,2019-03-03,43.545841423948225
427,2019-04-03,43.545841423948225
428,2019-05-03,43.545841423948225
429,2019-06-03,43.545841423948225
430,2019-07-03,43.545841423948225
431,2019-08-03,43.545841423948225
432,2019-09-03,43.545841423948225
433,2019-10-03,43.545841423948225
434,2019-11-03,43.545841423948225
435,2019-12-03,43.545841423948225
436,2019-03-13,43.545841423948225
437,2019-03-14,43.545841423948225
438,2019-03-15,43.545841423948225
439,2019-03-16,43.545841423948225
440,2019-03-17,43.545841423948225
441,2019-03-18,43.545841423948225
442,2019-03-19,43.545841423948225
443,2019-03-20,43.545841423948225
444,2019-03-21,43.545841423948225
445,2019-03-22,43.545841423948225
446,2019-03-23,43.545841423948225
447,2019-03-24,43.545841423948225
448,2019-03-25,43.545841423948225
449,2019-03-26,43.545841423948225
450,2019-03-27,43.545841423948225
451,2019-03-28,43.545841423948225
452,2019-03-29,43.545841423948225
453,2019-03-30,43.545841423948225
454,2019-03-31,43.545841423948225
455,2019-01-04,43.545841423948225
456,2019-02-04,43.545841423948225
457,2019-03-04,43.545841423948225
458,2019-04-04,43.545841423948225
459,2019-05-04,43.545841423948225
460,2019-06-04,43.545841423948225
461,2019-07-04,43.545841423948225
462,2019-08-04,43.545841423948225
463,2019-09-04,43.545841423948225
464,2019-10-04,43.545841423948225
465,2019-11-04,43.545841423948225
466,2019-12-04,43.545841423948225
467,2019-04-13,43.545841423948225
468,2019-04-14,43.545841423948225
469,2019-04-15,43.545841423948225
470,2019-04-16,43.545841423948225
471,2019-04-17,43.545841423948225
472,2019-04-18,43.545841423948225
473,2019-04-19,43.545841423948225
474,2019-04-20,43.545841423948225
475,2019-04-21,43.545841423948225
476,2019-04-22,43.545841423948225
477,2019-04-23,43.545841423948225
478,2019-04-24,43.545841423948225
479,2019-04-25,43.545841423948225
480,2019-04-26,43.545841423948225
481,2019-04-27,43.545841423948225
482,2019-04-28,43.545841423948225
483,2019-04-29,43.545841423948225
484,2019-04-30,43.545841423948225
485,2019-01-05,43.545841423948225
486,2019-02-05,43.545841423948225
487,2019-03-05,43.545841423948225
488,2019-04-05,43.545841423948225
489,2019-05-05,43.545841423948225
490,2019-06-05,43.545841423948225
491,2019-07-05,43.545841423948225
492,2019-08-05,43.545841423948225
493,2019-09-05,43.545841423948225
494,2019-10-05,43.545841423948225
495,2019-11-05,43.545841423948225
496,2019-12-05,43.545841423948225
497,2019-05-13,43.545841423948225
498,2019-05-14,43.545841423948225
499,2019-05-15,43.545841423948225
500,2019-05-16,43.545841423948225
501,2019-05-17,43.545841423948225
502,2019-05-18,43.545841423948225
503,2019-05-19,43.545841423948225
504,2019-05-20,43.545841423948225
505,2019-05-21,43.545841423948225
506,2019-05-22,43.545841423948225
507,2019-05-23,43.545841423948225
508,2019-05-24,43.545841423948225
509,2019-05-25,43.545841423948225
510,2019-05-26,43.545841423948225
511,2019-05-27,43.545841423948225
512,2019-05-28,43.545841423948225
513,2019-05-29,43.545841423948225
514,2019-05-30,43.545841423948225
515,2019-05-31,43.545841423948225
516,2019-01-06,43.545841423948225
517,2019-02-06,43.545841423948225
518,2019-03-06,43.545841423948225
519,2019-04-06,43.545841423948225
520,2019-05-06,43.545841423948225
521,2019-06-06,43.545841423948225
522,2019-07-06,43.545841423948225
523,2019-08-06,43.545841423948225
524,2019-09-06,43.545841423948225
525,2019-10-06,43.545841423948225
526,2019-11-06,43.545841423948225
527,2019-12-06,43.545841423948225
528,2019-06-13,43.545841423948225
529,2019-06-14,43.545841423948225
530,2019-06-15,43.545841423948225
531,2019-06-16,43.545841423948225
532,2019-06-17,43.545841423948225
533,2019-06-18,43.545841423948225
534,2019-06-19,43.545841423948225
535,2019-06-20,43.545841423948225
536,2019-06-21,43.545841423948225
537,2019-06-22,43.545841423948225
538,2019-06-23,43.545841423948225
539,2019-06-24,43.545841423948225
540,2019-06-25,43.545841423948225
541,2019-06-26,43.545841423948225
542,2019-06-27,43.545841423948225
543,2019-06-28,43.545841423948225
544,2019-06-29,43.545841423948225
545,2019-06-30,43.545841423948225
546,2019-01-07,43.545841423948225
547,2019-02-07,43.545841423948225
548,2019-03-07,43.545841423948225
549,2019-04-07,43.545841423948225
550,2019-05-07,43.545841423948225
551,2019-06-07,43.545841423948225
552,2019-07-07,43.545841423948225
553,2019-08-07,43.545841423948225
554,2019-09-07,43.545841423948225
555,2019-10-07,43.545841423948225
556,2019-11-07,43.545841423948225
557,2019-12-07,43.545841423948225
558,2019-07-13,43.545841423948225
559,2019-07-14,43.545841423948225
560,2019-07-15,43.545841423948225
561,2019-07-16,43.545841423948225
562,2019-07-17,43.545841423948225
563,2019-07-18,43.545841423948225
564,2019-07-19,43.545841423948225
565,2019-07-20,43.545841423948225
566,2019-07-21,43.545841423948225
567,2019-07-22,43.545841423948225
568,2019-07-23,43.545841423948225
569,2019-07-24,43.545841423948225
570,2019-07-25,43.545841423948225
571,2019-07-26,43.545841423948225
572,2019-07-27,43.545841423948225
573,2019-07-28,43.545841423948225
574,2019-07-29,43.545841423948225
575,2019-07-30,43.545841423948225
576,2019-07-31,43.545841423948225
577,2019-01-08,43.545841423948225
578,2019-02-08,43.545841423948225
579,2019-03-08,43.545841423948225
580,2019-04-08,43.545841423948225
581,2019-05-08,43.545841423948225
582,2019-06-08,43.545841423948225
583,2019-07-08,43.545841423948225
584,2019-08-08,43.545841423948225
585,2019-09-08,43.545841423948225
586,2019-10-08,43.545841423948225
587,2019-11-08,43.545841423948225
588,2019-12-08,43.545841423948225
589,2019-08-13,43.545841423948225
590,2019-08-14,43.545841423948225
591,2019-08-15,43.545841423948225
592,2019-08-16,43.545841423948225
593,2019-08-17,43.545841423948225
594,2019-08-18,43.545841423948225
595,2019-08-19,43.545841423948225
596,2019-08-20,43.545841423948225
597,2019-08-21,43.545841423948225
598,2019-08-22,43.545841423948225
599,2019-08-23,43.545841423948225
600,2019-08-24,43.545841423948225
601,2019-08-25,43.545841423948225
602,2019-08-26,43.545841423948225
603,2019-08-27,43.545841423948225
604,2019-08-28,43.545841423948225
605,2019-08-29,43.545841423948225
606,2019-08-30,43.545841423948225
607,2019-08-31,43.545841423948225
608,2019-01-09,43.545841423948225
609,2019-02-09,43.545841423948225
610,2019-03-09,43.545841423948225
611,2019-04-09,43.545841423948225
612,2019-05-09,43.545841423948225
613,2019-06-09,43.545841423948225
614,2019-07-09,43.545841423948225
615,2019-08-09,43.545841423948225
616,2019-09-09,43.545841423948225
617,2019-10-09,43.545841423948225
618,2019-11-09,43.545841423948225
619,2019-12-09,43.545841423948225
620,2019-09-13,43.545841423948225
621,2019-09-14,43.545841423948225
622,2019-09-15,43.545841423948225
623,2019-09-16,43.545841423948225
624,2019-09-17,43.545841423948225
625,2019-09-18,43.545841423948225
626,2019-09-19,43.545841423948225
627,2019-09-20,43.545841423948225
628,2019-09-21,43.545841423948225
629,2019-09-22,43.545841423948225
630,2019-09-23,43.545841423948225
631,2019-09-24,43.545841423948225
632,2019-09-25,43.545841423948225
633,2019-09-26,43.545841423948225
634,2019-09-27,43.545841423948225
635,2019-09-28,43.545841423948225
636,2019-09-29,43.545841423948225
637,2019-09-30,43.545841423948225
638,2019-01-10,43.545841423948225
639,2019-02-10,43.545841423948225
640,2019-03-10,43.545841423948225
641,2019-04-10,43.545841423948225
642,2019-05-10,43.545841423948225
643,2019-06-10,43.545841423948225
644,2019-07-10,43.545841423948225
645,2019-08-10,43.545841423948225
646,2019-09-10,43.545841423948225
647,2019-10-10,43.545841423948225
648,2019-11-10,43.545841423948225
649,2019-12-10,43.545841423948225
650,2019-10-13,43.545841423948225
651,2019-10-14,43.545841423948225
652,2019-10-15,43.545841423948225
653,2019-10-16,43.545841423948225
654,2019-10-17,43.545841423948225
655,2019-10-18,43.545841423948225
656,2019-10-19,43.545841423948225
657,2019-10-20,43.545841423948225
658,2019-10-21,43.545841423948225
659,2019-10-22,43.545841423948225
660,2019-10-23,43.545841423948225
661,2019-10-24,43.545841423948225
662,2019-10-25,43.545841423948225
663,2019-10-26,43.545841423948225
664,2019-10-27,43.545841423948225
665,2019-10-28,43.545841423948225
666,2019-10-29,43.545841423948225
667,2019-10-30,43.545841423948225
668,2019-10-31,43.545841423948225
669,2019-01-11,43.545841423948225
670,2019-02-11,43.545841423948225
671,2019-03-11,43.545841423948225
672,2019-04-11,43.545841423948225
673,2019-05-11,43.545841423948225
674,2019-06-11,43.545841423948225
675,2019-07-11,43.545841423948225
676,2019-08-11,43.545841423948225
677,2019-09-11,43.545841423948225
678,2019-10-11,43.545841423948225
679,2019-11-11,43.545841423948225
680,2019-12-11,43.545841423948225
681,2019-11-13,43.545841423948225
682,2019-11-14,43.545841423948225
683,2019-11-15,43.545841423948225
684,2019-11-16,43.545841423948225
685,2019-11-17,43.545841423948225
686,2019-11-18,43.545841423948225
687,2019-11-19,43.545841423948225
688,2019-11-20,43.545841423948225
689,2019-11-21,43.545841423948225
690,2019-11-22,43.545841423948225
691,2019-11-23,43.545841423948225
692,2019-11-24,43.545841423948225
693,2019-11-25,43.545841423948225
694,2019-11-26,43.545841423948225
695,2019-11-27,43.545841423948225
696,2019-11-28,43.545841423948225
697,2019-11-29,43.545841423948225
698,2019-11-30,43.545841423948225
699,2019-01-12,43.545841423948225
700,2019-02-12,43.545841423948225
701,2019-03-12,43.545841423948225
702,2019-04-12,43.545841423948225
703,2019-05-12,43.545841423948225
704,2019-06-12,43.545841423948225
705,2019-07-12,43.545841423948225
706,2019-08-12,43.545841423948225
707,2019-09-12,43.545841423948225
708,2019-10-12,43.545841423948225
709,2019-11-12,43.545841423948225
710,2019-12-12,43.545841423948225
711,2019-12-13,43.545841423948225
712,2019-12-14,43.545841423948225
713,2019-12-15,43.545841423948225
714,2019-12-16,43.545841423948225
715,2019-12-17,43.545841423948225
716,2019-12-18,43.545841423948225
717,2019-12-19,43.545841423948225
718,2019-12-20,43.545841423948225
719,2019-12-21,43.545841423948225
720,2019-12-22,43.545841423948225
721,2019-12-23,43.545841423948225
722,2019-12-24,43.545841423948225
723,2019-12-25,43.545841423948225
724,2019-12-26,43.545841423948225
725,2019-12-27,43.545841423948225
726,2019-12-28,43.545841423948225
727,2019-12-29,43.545841423948225
728,2019-12-30,43.545841423948225
729,2019-12-31,43.545841423948225
730,2020-01-01,43.545841423948225
731,2020-02-01,43.545841423948225
732,2020-03-01,43.545841423948225
733,2020-04-01,43.545841423948225
734,2020-05-01,43.545841423948225
735,2020-06-01,43.545841423948225
736,2020-07-01,43.545841423948225
737,2020-08-01,43.545841423948225
738,2020-09-01,43.545841423948225
739,2020-10-01,43.545841423948225
740,2020-11-01,43.545841423948225
741,2020-12-01,43.545841423948225
742,2020-01-13,43.545841423948225
743,2020-01-14,43.545841423948225
744,2020-01-15,43.545841423948225
745,2020-01-16,43.545841423948225
746,2020-01-17,43.545841423948225
747,2020-01-18,43.545841423948225
748,2020-01-19,43.545841423948225
749,2020-01-20,43.545841423948225
750,2020-01-21,43.545841423948225
751,2020-01-22,43.545841423948225
752,2020-01-23,43.545841423948225
753,2020-01-24,43.545841423948225
754,2020-01-25,43.545841423948225
755,2020-01-26,43.545841423948225
756,2020-01-27,43.545841423948225
757,2020-01-28,43.545841423948225
758,2020-01-29,43.545841423948225
759,2020-01-30,43.545841423948225
760,2020-01-31,43.545841423948225
761,2020-01-02,43.545841423948225
762,2020-02-02,43.545841423948225
763,2020-03-02,43.545841423948225
764,2020-04-02,43.545841423948225
765,2020-05-02,43.545841423948225
766,2020-06-02,43.545841423948225
767,2020-07-02,43.545841423948225
768,2020-08-02,43.545841423948225
769,2020-09-02,43.545841423948225
770,2020-10-02,43.545841423948225
771,2020-11-02,43.545841423948225
772,2020-12-02,43.545841423948225
773,2020-02-13,43.545841423948225
774,2020-02-14,43.545841423948225
775,2020-02-15,43.545841423948225
776,2020-02-16,43.545841423948225
777,2020-02-17,43.545841423948225
778,2020-02-18,43.545841423948225
779,2020-02-19,43.545841423948225
780,2020-02-20,43.545841423948225
781,2020-02-21,43.545841423948225
782,2020-02-22,43.545841423948225
783,2020-02-23,43.545841423948225
784,2020-02-24,43.545841423948225
785,2020-02-25,43.545841423948225
786,2020-02-26,43.545841423948225
787,2020-02-27,43.545841423948225
788,2020-02-28,43.545841423948225
789,2020-02-29,43.545841423948225
790,2020-01-03,43.545841423948225
791,2020-02-03,43.545841423948225
792,2020-03-03,43.545841423948225
793,2020-04-03,43.545841423948225
794,2020-05-03,43.545841423948225
795,2020-06-03,43.545841423948225
796,2020-07-03,43.545841423948225
797,2020-08-03,43.545841423948225
798,2020-09-03,43.545841423948225
799,2020-10-03,43.545841423948225
800,2020-11-03,43.545841423948225
801,2020-12-03,43.545841423948225
802,2020-03-13,43.545841423948225
803,2020-03-14,43.545841423948225
804,2020-03-15,43.545841423948225
805,2020-03-16,43.545841423948225
806,2020-03-17,43.545841423948225
807,2020-03-18,43.545841423948225
808,2020-03-19,43.545841423948225
809,2020-03-20,43.545841423948225
810,2020-03-21,43.545841423948225
811,2020-03-22,43.545841423948225
812,2020-03-23,43.545841423948225
813,2020-03-24,43.545841423948225
814,2020-03-25,43.545841423948225
815,2020-03-26,43.545841423948225
816,2020-03-27,43.545841423948225
817,2020-03-28,43.545841423948225
818,2020-03-29,43.545841423948225
819,2020-03-30,43.545841423948225
820,2020-03-31,43.545841423948225
821,2020-01-04,43.545841423948225
