,date,PM2.5,NO2,CO
0,2018-01-01,265.45,25.353999999999996,0.0
1,2018-02-01,277.76,36.885999999999996,0.0
2,2018-03-01,234.42,34.402,0.0
3,2018-04-01,346.31,31.9,0.0
4,2018-05-01,292.83,26.804000000000002,0.0
5,2018-06-01,290.97,29.377999999999997,0.0
6,2018-07-01,224.93,27.151999999999997,0.0
7,2018-08-01,153.64,31.514000000000003,0.0
8,2018-09-01,285.3,48.34,0.0
9,2018-10-01,194.97,31.89,0.0
10,2018-11-01,165.79,25.55,0.0
11,2018-12-01,193.24,24.95,0.0
12,2018-01-13,315.66,20.88,0.0
13,2018-01-14,254.13,17.59,0.0
14,2018-01-15,195.57,15.49,0.0
15,2018-01-16,128.51,30.15,0.0
16,2018-01-17,268.2,12.69,0.0
17,2018-01-18,336.63,13.19,0.0
18,2018-01-19,264.94,12.72,0.0
19,2018-01-20,144.22,12.75,0.0
20,2018-01-21,176.81,12.56,0.0
21,2018-01-22,194.7,11.63,0.0
22,2018-01-23,160.7,11.78,0.0
23,2018-01-24,123.44,12.01,0.0
24,2018-01-25,111.54,12.71,0.0
25,2018-01-26,132.32,13.45,0.0
26,2018-01-27,161.65,13.3,0.0
27,2018-01-28,139.17,13.07,0.0
28,2018-01-29,165.92,13.98,0.37
29,2018-01-30,117.73,14.79,1.26
30,2018-01-31,110.71,14.51,1.3
31,2018-01-02,191.41,13.85,1.33
32,2018-02-02,114.23,13.74,1.66
33,2018-03-02,96.11,14.02,1.61
34,2018-04-02,109.53,14.71,1.41
35,2018-05-02,161.53,31.57,1.12
36,2018-06-02,135.04,17.84,1.07
37,2018-07-02,107.52,15.02,1.08
38,2018-08-02,170.27,23.81,1.02
39,2018-09-02,169.14,17.15,1.03
40,2018-10-02,168.03,30.14,1.05
41,2018-11-02,135.68,16.5,1.02
42,2018-12-02,63.82,11.53,1.06
43,2018-02-13,104.47,15.52,1.02
44,2018-02-14,106.47,10.98,1.05
45,2018-02-15,120.92,10.79,1.05
46,2018-02-16,112.95,12.26,1.1
47,2018-02-17,100.48,11.35,1.16
48,2018-02-18,98.03,5.46,1.21
49,2018-02-19,139.84,16.71,1.21
50,2018-02-20,87.25,32.2,1.22
51,2018-02-21,121.99,37.14,1.25
52,2018-02-22,127.68,15.42,1.35
53,2018-02-23,101.83,19.46,1.3
54,2018-02-24,114.04,22.84,1.48
55,2018-02-25,60.86,24.28,1.39
56,2018-02-26,56.33,25.32,1.43
57,2018-02-27,86.3,27.16,1.45
58,2018-02-28,129.96,30.39,1.57
59,2018-01-03,130.12,30.09,1.74
60,2018-02-03,180.43,31.63,1.7
61,2018-03-03,117.71,30.9,1.71
62,2018-04-03,108.27,32.08,1.55
63,2018-05-03,91.66,33.51,1.66
64,2018-06-03,77.33,34.36,1.58
65,2018-07-03,81.62,34.38,1.71
66,2018-08-03,160.21,34.68,1.61
67,2018-09-03,194.28,34.07,1.85
68,2018-10-03,104.64,34.88,2.25
69,2018-11-03,158.98,25.26,1.94
70,2018-12-03,101.47,20.76,1.99
71,2018-03-13,158.51,20.94,2.04
