,date,Agartala,Agra,Aizwal,Amritsar,Asansol,Aurangabad,Bareilly,Belgaum,Bengaluru,Bhopal,Chandigarh,Chennai,Coimbatore,Dehradun,DurgBhilai,Faridabad,Gandhinagar,Gangtok,Ghaziabad,Gorakhpur,Gwalior,Hyderabad,Imphal,Indore,Jabalpur,Jaipur,Jalandhar,Jodhpur,Kanpur,Kochi,Kohima,Kolkata,Kota,Kozhikode,Lucknow,Ludhiana,Mangaluru,Meerut,Moradabad,Mumbai,Mysuru,Nashik,NewDelhi,Patna,Pondicherry,Prayagraj,Pune,Shillong,Solapur,Srinagar,Thiruvananthapuram,Varanasi,Vijaywada,Visakhapatnam
0,10/12/2004,0.059999999,-0.649999976,0.021225823,0.032685343,0.219999999,0.070640244,0.360000014,0.033870153,-1.27E+30,0.039803162,-0.02,-1.27E+30,-0.039965678,0.102167286,-1.27E+30,-0.082789935,-0.221340165,-1.27E+30,-0.585101724,-1.27E+30,-0.699999988,-1.27E+30,-0.025000006,-0.118775025,-1.27E+30,-0.262706518,0.009907328,-0.044439554,0.129999995,0.200000003,0.050968126,-1.27E+30,-0.110341735,-1.27E+30,0.129999995,-0.062487301,0.180000007,-0.41510281,-1.27E+30,0.092879027,0.047491301,0.060560547,-0.670000017,-1.27E+30,-1.27E+30,-1.27E+30,0.203929394,-1.27E+30,-0.042021867,0,-0.026278418,-1.27E+30,-1.27E+30,-0.111844823
1,10/13/2004,-1.27E+30,0.022785455,-1.27E+30,0.088927194,-1.27E+30,0.159664214,0.098098427,0.031212922,-1.27E+30,0.030102238,0.239999995,-0.399874061,-1.27E+30,-0.050892692,0.170000002,0.19965677,-0.198297396,-1.27E+30,0.192434162,-0.140853897,-0.016216749,-1.27E+30,-1.27E+30,-0.230000004,0.296681434,-0.040994462,-1.27E+30,-0.064512506,-0.14305149,-1.27E+30,-1.27E+30,-1.27E+30,-0.009253938,-1.27E+30,0.029999999,0.00230313,-1.27E+30,0.33489418,0.399116725,0.18517141,-1.27E+30,-0.024592403,-0.50999999,-0.111040585,-1.27E+30,-0.128751099,0.095839508,-1.27E+30,-1.27E+30,-1.27E+30,-1.27E+30,0.13499999,-0.050000001,0.102131799
2,10/16/2004,-1.27E+30,0.096865498,-1.27E+30,-0.008842058,-1.27E+30,-0.059304137,-0.12788409,0.062847532,-1.27E+30,-0.057309989,-0.219999999,0.389909327,0.074926876,0.261757046,-0.300000012,-0.24336049,0.128478616,0.059999999,0.090092763,0.083301455,0.144922853,-0.389999986,-1.27E+30,0.072181657,0.057465695,0.047120392,0.346291363,-0.054998964,0.202035889,1.05999994,-1.27E+30,-1.27E+30,0.038078316,-0.113296695,0.150000006,-0.156054512,-1.27E+30,-0.096118487,-0.096321851,0.027635234,0.243361294,0.099872015,0.25,0.504869938,0.050000001,0.220902979,0.039037716,-1.27E+30,0.057150334,0.008261539,0.167475849,-0.219999999,-0.029999999,-0.132509321
3,10/18/2004,-0.02,0.068958871,0.003853131,0.015587881,-0.029999999,0.15004088,0.133805394,-0.045573171,-1.27E+30,0.108822718,0.519999981,-1.27E+30,-1.27E+30,0.160367116,0.039999999,0.144716769,0.311540127,-1.27E+30,0.245050877,0.229673102,0.176184818,-0.419999987,0.219999999,0.076626532,-0.012543219,0.188127875,0.13374503,0.133473068,-0.208082274,-1.27E+30,0.025820836,-1.38999999,0.194041982,0.148314849,0.140000001,-0.080046728,0.340000004,0.168790817,-0.206872314,0.082543805,0.037968174,0.098420352,0.419999987,-0.06995213,-1.27E+30,0.029509284,0.060061056,0.059999999,0.094864532,0.205061898,0.290015817,0.039999999,-1.27E+30,0.203929037
4,10/19/2004,0.219999999,-1.27E+30,-0.108891927,0.014188298,0.479999989,0.005748568,0.12208207,0.070326768,-1.27E+30,0.440619975,-1.27E+30,-1.27E+30,-1.27E+30,-0.186880678,0.529999971,-1.27E+30,-0.019784417,-0.119999997,-0.379999995,0.026316561,-1.27E+30,0.090000004,-0.02,0.13903068,-0.076273769,-0.127174243,-0.176271513,0.022990163,0.033190452,-0.140000001,-0.100847416,0.159999996,-0.12518388,-0.03118577,0.379999995,0.134018183,0,0.072967701,0.052754466,0.185472369,-1.27E+30,0.055234853,-1.27E+30,0.124033295,-1.27E+30,-0.014612755,0.111400075,0.180000007,0.027296208,0.219999999,0.153333336,0.370000005,-1.27E+30,0.058169082
5,10/20/2004,0.140000001,0.123951085,-1.27E+30,0.12148767,-0.059999999,0.130124703,0.099337682,0.062382508,-1.27E+30,0.045158606,0.330000013,0.064932004,0.004973078,0.082879178,0.330000013,-0.198382914,0.384976566,-1.27E+30,0.192739382,0.043331124,-0.094869658,-0.419999987,-0.059999999,0.068672441,0.292738706,0.086901926,0.166666672,0.042026673,-0.086539432,0.200000003,-0.015807601,0.310000002,0.062417671,0.128401026,-0.059999999,0.090000004,-0.170000002,-0.194773257,0.379834622,0.112532385,-1.27E+30,0.056068916,0.620000005,-0.214108229,-0.006666668,0.021588465,0.016022055,-1.27E+30,0.197274536,0.047488857,0.090000004,0.129999995,0.330000013,0.121114574
6,10/21/2004,0.49000001,0.216295689,0.08108817,-0.202532232,-1.27E+30,0.037280321,0.660256147,0.076420091,-1.27E+30,-0.164862305,0.140000001,-0.049969778,-1.27E+30,-0.033784147,-1.27E+30,0.337668449,0.354704738,0.189999998,0.790101707,-0.023413653,-0.218926892,-1.27E+30,0.079999998,0.138823539,0.121465176,0.055191364,-0.234784871,-0.004428919,-0.737355828,0.25,0.115709469,0.079999998,-0.020523757,0.080048375,-1.27E+30,0.106974289,-1.27E+30,-0.44111231,0.584862769,0.28244859,0.04005019,-0.009028845,0.050000001,0.098883979,0.050000001,-1.27E+30,0.024903487,-0.090000004,-0.014300429,0.044918302,-0.126746282,-1.27E+30,-1.27E+30,-1.27E+30
7,10/22/2004,-0.449999988,-0.555999994,0.105000004,0.005736474,-0.469999999,0.030480979,0.164118722,-1.27E+30,-1.27E+30,0.225079983,-0.709999979,-1.27E+30,-1.27E+30,0.193963215,0.349999994,-1.27E+30,0.285220265,-1.27E+30,0.192837104,-0.106986806,-1.27E+30,-1.27E+30,-0.079999998,0.028877543,0.208113343,0.023276912,-0.248675525,0.035267558,0.137407675,-1.27E+30,-0.069424965,0.159999996,0.133550435,-1.27E+30,0.340000004,-0.00804673,-1.27E+30,0.262433469,0.290158659,-1.27E+30,-1.27E+30,0.204948306,-1.27E+30,-0.245615333,-0.106666669,0.11223495,-0.03099931,-0.150000006,0.10458497,0.040173303,-1.27E+30,-0.389999986,-0.01,0.034544218
8,10/24/2004,-0.469999999,-1.27E+30,0.085914642,0.265339673,1.33000004,-1.27E+30,0.469999999,-0.015630616,-1.27E+30,0.5,-1.27E+30,-1.27E+30,-1.27E+30,-0.0003308,0.889999986,-0.150000006,1.18004692,-1.27E+30,-1.27E+30,-0.040131092,0.052513301,-1.27E+30,0.100000001,0.250253081,0.201485768,0.366729647,0.032595981,0.076895915,-1.27E+30,-1.27E+30,0.007597923,-0.100000001,0.094602868,-1.27E+30,-1.27E+30,0.315141201,-0.150000006,-1.27E+30,0.079999998,0.193321481,-1.27E+30,0.130502239,-1.27E+30,0.143001035,0.273333341,0.439999998,0.239999995,-1.27E+30,-1.27E+30,-0.019806895,-1.27E+30,-0.07,-1.27E+30,0.002499618
9,10/25/2004,-0.029999999,0.281243443,0.08979892,0.162591189,-1.27E+30,0.050542776,-0.065624163,-0.046901055,-1.27E+30,0.379203916,-0.109999999,0.520277023,-1.27E+30,0.011137104,0.389999986,-0.096842185,0.293395817,-1.27E+30,0.068766452,0.304655641,-0.022619706,0.50999999,0.059999999,-0.043333333,-0.029995877,0.079790697,0.021099411,0.091830082,0.01276248,-1.27E+30,0.078646414,-1.27E+30,0.196139812,-0.159999996,0.029999999,0.1246197,0,0.347146273,0.157403737,0.052402861,-0.013333333,0.085674092,-0.449999988,-0.410187274,0.046666671,-0.248671874,0.097403638,-1.27E+30,0.081562527,0.147825807,-1.27E+30,-0.164999992,0.899999976,0.164297745
