date,open_NO2,sate_NO2,"Kadri, Mangalore - KSPCB"
2021-10-02,5.08875,2948626000000000.0,48.13
2021-10-03,6.119166666666666,3651026000000000.0,45.98
2021-10-04,7.752916666666667,3011542000000000.0,34.82
2021-10-05,7.615833333333334,2784650000000000.0,15.23
2021-10-06,9.930833333333334,2916752200000000.0,19.07
2021-10-07,7.353333333333333,3148640000000000.0,13.88
2021-10-08,6.439583333333334,3256230000000000.0,10.94
2021-10-09,6.480416666666667,2528890000000000.0,9.44
2021-10-10,6.515416666666666,2946450000000000.0,11.38
2021-10-11,8.467500000000003,3076448000000000.0,11.64
2021-10-12,7.31375,3053556000000000.0,10.6
2021-10-13,5.926666666666667,3156932000000000.0,10.54
2021-10-14,7.476249999999999,2730460000000000.0,9.41
2021-10-15,8.093749999999998,3552310000000000.0,11.1
2021-10-16,7.042083333333334,2581290000000000.0,12.4
2021-10-17,6.30875,2740118000000000.0,9.62
2021-10-18,8.184583333333334,3094482000000000.0,15.04
2021-10-19,5.084583333333334,3356680000000000.0,13.77
2021-10-20,7.134583333333335,2864114000000000.0,16.21
2021-10-21,9.777916666666664,3361640000000000.0,15.38
2021-10-22,11.146250000000002,3054960000000000.0,13.81
2021-10-23,5.00875,3801138000000000.0,12.36
2021-10-24,8.093333333333335,4073780000000000.0,18.43
2021-10-25,6.867083333333334,3429624000000000.0,24.24
2021-10-26,7.340416666666667,2668290000000000.0,22.4
2021-10-27,10.693333333333335,3057578000000000.0,20.84
2021-10-28,10.667916666666663,5119840000000000.0,16.73
2021-10-29,10.922083333333331,2799782000000000.0,15.53
2021-10-30,8.215000000000002,3120270000000000.0,13.1
2021-10-31,6.127083333333334,3147870000000000.0,17.51
2021-11-01,11.503333333333332,3548338000000000.0,15.19
2021-11-02,12.1275,3440920000000000.0,13.88
2021-11-03,10.425,2955904000000000.0,8.13
2021-11-04,7.398750000000002,3341150000000000.0,7.26
2021-11-05,7.079583333333333,3257808000000000.0,5.3
2021-11-06,4.723333333333334,3496290000000000.0,6.71
2021-11-07,7.4308,4220140000000000.0,8.53
2021-11-08,10.967916666666667,3070918000000000.0,10.19
2021-11-09,12.492083333333332,2873896000000000.0,12.7
2021-11-10,11.637083333333337,3101492000000000.0,17.42
2021-11-11,8.664166666666667,3352810000000000.0,19.1
2021-11-12,15.766666666666667,3277952000000000.0,18.04
2021-11-13,7.346249999999999,3234746000000000.0,13.43
2021-11-14,6.483333333333333,2711964000000000.0,10.24
2021-11-15,9.895416666666668,991671000000000.0,11.98
2021-11-16,5.420416666666667,2517572000000000.0,13.94
2021-11-17,6.5370833333333325,2865652000000000.0,13.86
2021-11-18,12.454583333333334,2625802000000000.0,27.22
2021-11-19,9.597083333333332,3524442000000000.0,31.97
2021-11-20,4.576666666666667,3216380000000000.0,32.66
2021-11-21,5.480833333333333,3337502000000000.0,25.01
2021-11-22,6.951666666666667,3093790000000000.0,28.39
2021-11-23,6.944999999999999,2838180000000000.0,38.24
2021-11-24,11.482916666666666,3169806000000000.0,47.75
2021-11-25,9.060416666666669,2483270000000000.0,56.31
2021-11-26,10.201666666666666,3612844000000000.0,57.88
2021-11-27,9.647916666666664,2694850000000000.0,53.36
2021-11-28,9.553333333333333,2214178000000000.0,63.0
2021-11-29,10.539166666666668,3615294000000000.0,49.06
2021-11-30,11.297083333333337,3064570000000000.0,54.47
2021-12-01,6.116250000000001,2560920000000000.0,58.05
2021-12-02,10.971666666666666,3304570000000000.0,44.45
2021-12-03,10.7275,3320712000000000.0,65.84
2021-12-04,6.970000000000002,3803950000000000.0,61.0
2021-12-05,7.437916666666667,3322048000000000.0,14.67
2021-12-06,7.072916666666667,3119410000000000.0,80.74
2021-12-07,8.78375,3084904000000000.0,51.33
2021-12-08,10.632916666666668,2986170000000000.0,18.47
2021-12-09,9.484583333333331,3092560000000000.0,15.5
2021-12-10,8.072916666666668,3295768000000000.0,16.66
2021-12-11,9.069166666666666,3874080000000000.0,16.02
2021-12-12,7.99875,3196968000000000.0,14.91
2021-12-13,7.916666666666665,2177110000000000.0,17.33
2021-12-14,8.616666666666667,2735206000000000.0,11.7
2021-12-15,7.395833333333333,2770800000000000.0,13.09
2021-12-16,10.22625,3069922000000000.0,15.39
2021-12-17,7.8525,3737460000000000.0,19.4
2021-12-18,5.4575,5061740000000000.0,20.07
2021-12-19,8.054583333333332,3323718000000000.0,21.69
2021-12-20,9.508333333333336,5062810000000000.0,24.06
2021-12-21,12.435416666666669,3175802000000000.0,26.83
2021-12-22,9.804166666666667,3885860000000000.0,15.95
2021-12-23,9.172083333333331,3472804000000000.0,20.72
2021-12-24,6.480833333333332,3225820000000000.0,19.55
2021-12-25,6.18,3273720000000000.0,18.31
2021-12-26,7.356249999999999,3812382000000000.0,17.62
2021-12-27,6.654166666666666,3883490000000000.0,17.29
2021-12-28,9.19875,2844376000000000.0,19.59
2021-12-29,7.84875,3624990000000000.0,22.26
2021-12-30,9.94875,2702938000000000.0,21.07
2021-12-31,7.772083333333334,2859250000000000.0,21.79
