date,open_SO2,sate_SO2,"Sector 22, Chandigarh - CPCC","Sector-25, Chandigarh - CPCC","Sector-53, Chandigarh - CPCC"
2021-03-01,17.881666666666668,0.3379999997999999,9.59,9.59,9.59
2021-03-02,17.15583333333334,-0.230000004,8.24,8.24,8.24
2021-03-03,19.106250000000006,0.2600000054,8.31,8.31,8.31
2021-03-04,25.563333333333333,0.079999998,9.7,9.7,9.7
2021-03-05,16.341666666666665,0.2280000028,9.81,9.81,9.81
2021-03-06,11.465000000000003,0.200000003,10.81,10.81,10.81
2021-03-07,4.078333333333334,0.3999999952,11.02,11.02,11.02
2021-03-08,6.422083333333333,0.129999995,7.35,7.35,7.35
2021-03-09,17.111250000000002,-0.270000011,9.47,9.47,9.47
2021-03-10,25.91583333333334,0.070000002,15.32,15.32,15.32
2021-03-11,14.414583333333333,0.460000008,11.14,11.14,11.14
2021-03-12,12.185,-0.1799999946,6.46,6.46,6.46
2021-03-13,15.57958333333333,0.0280000025999999,8.56,8.56,8.56
2021-03-14,16.207391304347826,-0.073999999,9.8,9.8,9.8
2021-03-15,16.754166666666663,-0.042000002,9.58,9.58,9.58
2021-03-16,17.436666666666664,0.0379999994,9.05,9.05,9.05
2021-03-17,15.472083333333336,0.1340000006,10.1,10.1,10.1
2021-03-18,21.425,0.119999997,13.35,13.35,13.35
2021-03-19,18.113750000000003,-0.0060000022,21.22,21.22,21.22
2021-03-20,15.217083333333337,0.540000021,13.02,13.02,13.02
2021-03-21,11.596666666666666,-0.1879999952,15.42,15.42,15.42
2021-03-22,3.9304166666666673,0.2579999962,6.76,6.76,6.76
2021-03-23,3.5475,0.2940000012,9.03,9.03,9.03
2021-03-24,17.891250000000003,-0.409999996,8.52,8.52,8.52
2021-03-25,18.235000000000003,1.03999996,9.88,9.88,9.88
2021-03-26,19.709166666666665,-0.0180000023999999,11.33,11.33,11.33
2021-03-27,20.535416666666663,-0.100000001,11.15,11.15,11.15
2021-03-28,17.206666666666667,0.4679999841999999,13.93,13.93,13.93
2021-03-29,12.30125,-0.159999996,13.94,13.94,13.94
2021-03-30,19.50166666666666,0.11158603451521198,10.07,10.07,10.07
2021-03-31,18.084166666666665,0.159999996,11.11,11.11,11.11
2021-04-01,23.615833333333335,0.0659999986,14.64,14.64,14.64
2021-04-02,20.34583333333333,0.2959999948,14.25,14.25,14.25
2021-04-03,11.566250000000002,1.69000006,10.13,10.13,10.13
2021-04-04,11.597499999999998,0.1619999974,16.74,16.74,16.74
2021-04-05,4.015833333333333,0.2459999978,10.06,10.06,10.06
2021-04-06,5.357916666666667,-0.0319999984,13.06,13.06,13.06
2021-04-07,17.546666666666663,-0.150000006,8.76,8.76,8.76
2021-04-08,20.980833333333333,0.1580000026,11.75,11.75,11.75
2021-04-09,13.49375,0.219999999,16.36,16.36,16.36
2021-04-10,14.747083333333334,0.360000014,14.15,14.15,14.15
2021-04-11,14.017916666666666,0.255999994,19.4,19.4,19.4
2021-04-12,10.926666666666671,0.200000003,14.98,14.98,14.98
2021-04-13,15.762083333333337,0.3459999897999999,16.74,16.74,16.74
2021-04-14,13.6425,0.02,19.28,19.28,19.28
2021-04-15,18.75125,-0.1560000081999999,18.15,18.15,18.15
2021-04-16,11.352916666666664,0.230000001,16.98,16.98,16.98
2021-04-17,5.23,0.2779999986,13.21,13.21,13.21
2021-04-18,10.024166666666668,0.3059999968,12.52,12.52,12.52
2021-04-19,14.7975,0.430000007,13.68,13.68,13.68
2021-04-20,6.819583333333333,0.1599999998,19.86,19.86,19.86
2021-04-21,8.40625,0.050000001,12.56,12.56,12.56
2021-04-22,6.147500000000001,0.3860000054,12.94,12.94,12.94
2021-04-23,5.385000000000001,0.116000001,10.56,10.56,10.56
2021-04-24,15.85708333333333,0.2360000035999999,13.45,13.45,13.45
2021-04-25,18.78208333333333,0.01,14.83,14.83,14.83
2021-04-26,19.81375,-0.370000005,17.58,17.58,17.58
2021-04-27,16.689583333333335,0.439999998,18.56,18.56,18.56
2021-04-28,18.644166666666667,0.100000001,16.58,16.58,16.58
2021-04-29,16.307083333333335,0.5839999942,18.52,18.52,18.52
2021-04-30,9.8325,0.289999992,19.68,19.68,19.68
2021-05-01,6.721666666666668,0.0840000008,23.05,23.05,23.05
2021-05-02,14.11125,0.029999999,20.92,20.92,20.92
2021-05-03,20.973333333333333,0.289999992,24.73,24.73,24.73
2021-05-04,9.490000000000002,-0.0339999922,14.23,14.23,14.23
2021-05-05,16.503333333333334,-0.289999992,11.61,11.61,11.61
2021-05-06,12.27875,-0.1560000027999999,12.21,12.21,12.21
2021-05-07,14.015,0.219999999,7.59,7.59,7.59
2021-05-08,13.108333333333336,0.4560000090000001,8.44,8.44,8.44
2021-05-09,12.31125,0.2560000022,11.12,11.12,11.12
2021-05-10,12.519166666666663,0.1540000033999999,13.25,13.25,13.25
2021-05-11,18.105,0.2719999978,14.5,14.5,14.5
2021-05-12,15.05791666666667,0.3039999996,14.85,14.85,14.85
2021-05-13,6.697083333333332,0.3000000026,10.9,10.9,10.9
2021-05-14,23.789166666666663,0.129999995,10.18,10.18,10.18
2021-05-15,22.692916666666672,0.3900000004,16.14,16.14,16.14
2021-05-16,18.955,0.550000012,13.38,13.38,13.38
2021-05-17,16.797916666666673,0.231999996,16.64,16.64,16.64
2021-05-18,16.12208333333333,-0.0420000028,28.01,28.01,28.01
2021-05-19,24.15458333333333,-0.0299999981999999,23.44,23.44,23.44
2021-05-20,19.010416666666664,0.4440000058000001,13.72,13.72,13.72
2021-05-21,13.75916666666667,0.25999999,10.54,10.54,10.54
2021-05-22,15.236666666666665,-0.059999999,11.54,11.54,11.54
2021-05-23,14.58625,0.0679999976,14.81,14.81,14.81
2021-05-24,15.072916666666664,0.3239999913999999,13.57,13.57,13.57
2021-05-25,15.643749999999995,0.709999979,12.81,12.81,12.81
2021-05-26,19.29458333333333,-0.0219999986,15.05,15.05,15.05
2021-05-27,20.29583333333333,0.02,14.84,14.84,14.84
2021-05-28,30.38375,0.119999997,13.62,13.62,13.62
2021-05-29,15.423333333333334,0.230000004,12.62,12.62,12.62
2021-05-30,11.740416666666668,0.180000007,11.4,11.4,11.4
2021-05-31,14.285416666666668,0.241999994,11.6,11.6,11.6
2021-06-01,9.835416666666667,-0.0660000028,10.14,10.14,10.14
2021-06-02,13.257500000000002,7.400000012758312e-09,11.41,11.41,11.41
2021-06-03,20.50916666666667,0.170000002,15.4,15.4,15.4
2021-06-04,21.247916666666665,0.1879999994,11.97,11.97,11.97
2021-06-05,8.093333333333334,0.0540000036,11.42,11.42,11.42
2021-06-06,22.31125,-0.180000007,13.61,13.61,13.61
2021-06-07,17.29791666666667,-0.409999996,13.18,13.18,13.18
2021-06-08,23.041249999999994,-0.129999995,13.74,13.74,13.74
2021-06-09,21.18916666666667,0.394000007,13.35,13.35,13.35
2021-06-10,9.388333333333332,0.140000001,9.85,9.85,9.85
2021-06-11,7.489166666666666,0.2959999942,10.44,10.44,10.44
2021-06-12,4.923333333333333,0.449999988,10.03,10.03,10.03
2021-06-13,9.146249999999998,-0.02,8.44,8.44,8.44
2021-06-14,26.862083333333327,-0.230000004,9.28,9.28,9.28
2021-06-15,31.209166666666665,0.129999995,10.82,10.82,10.82
2021-06-16,11.811666666666666,-0.0040000042,8.9,8.9,8.9
2021-06-17,23.359583333333333,-0.1619999969999999,9.23,9.23,9.23
2021-06-18,5.23375,0.1480000001999999,9.97,9.97,9.97
2021-06-19,9.949166666666663,-0.330000013,10.57,10.57,10.57
2021-06-20,4.789583333333334,0.266000001,10.95,10.95,10.95
2021-06-21,20.481666666666666,0.1280000029999999,11.25,11.25,11.25
2021-06-22,24.346666666666664,0.680000007,15.45,15.45,15.45
2021-06-23,23.037916666666664,1.49000001,16.21,16.21,16.21
2021-06-24,27.82208333333333,0.2840000034,11.95,11.95,11.95
2021-06-25,21.902916666666663,-0.1000000017999999,13.69,13.69,13.69
2021-06-26,23.197916666666668,0.2399999978,10.52,10.52,10.52
2021-06-27,22.090000000000003,0.3819999946,9.2,9.2,9.2
2021-06-28,24.37166666666667,-0.550000012,9.1,9.1,9.1
2021-06-29,31.55625,0.039999999,8.65,8.65,8.65
2021-06-30,23.902083333333337,-0.100000001,7.3,7.3,7.3
2021-07-01,15.12041666666667,0.119999997,6.85,6.85,6.85
2021-07-02,26.9025,0.0019999998,6.65,6.65,6.65
2021-07-03,22.652500000000003,0.219999999,6.84,6.84,6.84
2021-07-04,21.98625,0.1640000018,4.82,4.82,4.82
2021-07-05,16.691250000000004,0.519999981,5.71,5.71,5.71
2021-07-06,23.93291666666667,0.209999993,4.8,4.8,4.8
2021-07-07,23.33000000000001,0.2800000012,5.99,5.99,5.99
2021-07-08,20.697916666666668,0.829999983,5.59,5.59,5.59
2021-07-09,7.93375,0.119999997,8.6,8.6,8.6
2021-07-10,6.56,0.2199999972,6.51,6.51,6.51
2021-07-11,2.738333333333333,-0.2480000043999999,6.25,6.25,6.25
2021-07-12,3.489583333333333,0.1280000075999999,6.06,6.06,6.06
2021-07-13,5.760416666666667,-0.0019999964,6.53,6.53,6.53
2021-07-14,11.864583333333334,0.0540000056,7.07,7.07,7.07
2021-07-15,11.171666666666669,0.3879999994,7.33,7.33,7.33
2021-07-16,9.045416666666666,-0.01,5.51,5.51,5.51
2021-07-17,17.729166666666664,0.2259999989999999,4.86,4.86,4.86
2021-07-18,8.012083333333331,-0.1399999982,4.74,4.74,4.74
2021-07-19,4.647500000000001,0.2239999918,4.5,4.5,4.5
2021-07-20,7.949166666666666,0.2699999998,4.87,4.87,4.87
2021-07-21,12.262499999999998,-0.02,3.6,3.6,3.6
2021-07-22,6.645416666666666,-0.0200000004,6.24,6.24,6.24
2021-07-23,7.15,0.4699999988,4.56,4.56,4.56
2021-07-24,10.802916666666668,0.159999996,5.22,5.22,5.22
2021-07-25,12.94416666666667,0.2059999942,4.59,4.59,4.59
2021-07-26,10.121249999999998,0.2979999958,3.58,3.58,3.58
2021-07-27,19.828750000000003,0.2020000039999999,5.85,5.85,5.85
2021-07-28,8.258333333333333,-0.1940000018,4.95,4.95,4.95
2021-07-29,11.77125,0.1839999958,7.17,7.17,7.17
2021-07-30,7.957083333333333,0.0320000022,5.15,5.15,5.15
2021-07-31,13.360833333333332,0.409999996,4.67,4.67,4.67
2021-08-01,27.435416666666672,-0.043999998,5.09,5.09,5.09
2021-08-02,11.5525,0.1139999909999999,4.48,4.48,4.48
2021-08-03,27.82166666666667,0.1580000078,4.6,4.6,4.6
2021-08-04,12.042916666666663,0.2360000004,5.33,5.33,5.33
2021-08-05,12.612500000000002,-0.0839999954,6.34,6.34,6.34
2021-08-06,24.243333333333336,0.2359999996,1.46,5.93,5.93
2021-08-07,8.593333333333332,0.0979999974,5.65,5.92,5.92
2021-08-08,9.365,0.1399999944,5.34,5.8,5.8
2021-08-09,22.21208333333333,0.0600000016,3.06,5.68,5.68
2021-08-10,31.367916666666662,0.360000014,4.32,5.67,5.67
2021-08-11,22.63125,-0.0140000065999999,8.79,6.45,6.45
2021-08-12,30.79083333333333,0.2599999964,5.42,5.29,5.29
2021-08-13,24.355,0.0579999996,5.96,5.82,5.82
2021-08-14,18.755,0.204,5.62,5.41,5.41
2021-08-15,17.460833333333333,0.100000001,4.03,5.44,5.44
2021-08-16,24.462083333333343,0.100000001,13.32,7.36,7.36
2021-08-17,25.633333333333336,0.140000001,8.77,7.36,7.36
2021-08-18,22.443750000000005,-0.439999998,5.18,6.3,6.3
2021-08-19,23.328333333333337,-0.1340000032,3.95,6.06,6.06
2021-08-20,3.937083333333333,0.4799999865999999,4.73,6.44,6.44
2021-08-21,4.670000000000001,-0.0759999978,4.05,4.91,4.91
2021-08-22,6.205000000000001,0.229999989,3.93,5.65,5.65
2021-08-23,18.05583333333333,0.4040000004,4.07,6.22,6.22
2021-08-24,30.66125,0.2339999924,3.87,4.37,4.37
2021-08-25,23.20291666666668,0.0559999962,4.02,4.19,4.19
2021-08-26,25.960416666666664,0.150000006,3.96,3.79,3.79
2021-08-27,10.421666666666663,0.529999971,5.99,6.74,6.74
2021-08-28,9.892499999999998,0.0040000006,4.08,5.5,5.5
2021-08-29,17.518333333333334,0.0640000016,5.46,6.0,6.0
2021-08-30,10.53,-0.0799999988,6.58,6.73,6.73
2021-08-31,7.325416666666666,0.119999997,5.66,6.28,6.28
2021-09-01,10.96125,0.2840000048,6.46,6.55,6.55
2021-09-02,14.210833333333335,0.1220000008,8.32,5.97,5.97
2021-09-03,12.878750000000002,0.1519999976,5.88,7.36,7.36
2021-09-04,10.551250000000003,0.3339999898,7.61,5.89,5.89
2021-09-05,10.148333333333335,0.0259999996,6.23,6.2,6.2
2021-09-06,17.456666666666667,0.146000018,4.17,5.8,5.8
2021-09-07,4.509166666666666,0.2500000009999999,4.65,5.25,5.25
2021-09-08,5.864583333333333,0.3179999946,7.14,6.25,6.25
2021-09-09,6.058333333333333,0.0479999958,5.12,5.84,5.84
2021-09-10,7.076666666666668,0.0560000016,5.43,4.97,4.97
2021-09-11,4.492500000000001,0.2859999943999999,8.2,4.85,4.85
2021-09-12,8.397083333333331,0.1559999992,4.06,5.89,5.89
2021-09-13,21.334583333333335,0.1860000058,4.72,7.26,7.26
2021-09-14,6.558333333333335,0.0799999998,7.79,6.44,6.44
2021-09-15,10.927916666666668,-0.0320000023999999,8.08,7.05,7.05
2021-09-16,15.588749999999996,0.3420000014,4.15,6.1,6.1
2021-09-17,18.551666666666677,0.029999999,5.42,5.57,5.57
2021-09-18,13.409999999999998,-0.0799999998,5.13,5.99,5.99
2021-09-19,26.38625,0.141999997,3.96,5.1,5.1
2021-09-20,19.08833333333333,0.0679999982,6.65,5.33,5.33
2021-09-21,10.71,0.3500000014,4.79,5.06,5.06
2021-09-22,10.147916666666664,0.0240000067999999,9.35,5.97,5.97
2021-09-23,8.539583333333335,0.5939999886,5.8,4.88,4.88
2021-09-24,21.385416666666668,0.3560000016,6.16,7.44,7.44
2021-09-25,28.00375,0.1680000006,5.56,6.04,6.04
2021-09-26,13.257916666666668,0.4379999874,4.96,6.97,6.97
2021-09-27,27.42458333333333,0.0259999958,5.82,5.24,5.24
2021-09-28,11.838333333333331,0.50999999,6.57,6.53,6.53
2021-09-29,19.5775,-0.146000001,6.97,5.76,5.76
2021-09-30,25.597916666666663,-0.0459999977999999,4.78,5.13,5.13
2021-10-01,30.120000000000008,0.2699999914,6.18,6.43,6.43
2021-10-02,16.932499999999997,0.1239999994,3.73,4.8,4.8
2021-10-03,15.683749999999998,0.540000021,7.21,5.97,5.97
2021-10-04,28.67666666666668,0.2319999942,9.8,5.59,5.59
2021-10-05,24.130416666666672,0.529999971,10.73,6.79,6.79
2021-10-06,22.42583333333334,0.1260000006,8.22,6.37,6.37
2021-10-07,22.96708333333333,-0.140000001,7.84,5.0,5.0
2021-10-08,24.883333333333344,0.0600000006,10.15,6.63,6.63
2021-10-09,18.226666666666667,0.579999983,11.05,5.72,5.72
2021-10-10,26.90958333333333,0.0619999952,7.66,6.23,6.23
2021-10-11,13.742083333333332,0.3000000056,20.59,11.11,11.11
2021-10-12,20.965,-0.360000014,11.57,7.57,7.57
2021-10-13,31.020416666666662,0.25,11.07,6.48,6.48
2021-10-14,16.8525,-0.02,18.5,6.95,6.95
2021-10-15,28.28166666666667,-0.0199999908,11.15,6.54,6.54
2021-10-16,21.3625,-1.01999998,14.13,8.12,8.12
2021-10-17,6.839583333333334,-0.1540000013999999,3.4,4.58,4.58
2021-10-18,7.377916666666667,-0.0940000006,9.4,5.13,5.13
2021-10-19,14.56125,-0.479999989,5.93,4.81,4.81
2021-10-20,24.798333333333343,0.1219999975999999,7.19,5.38,5.38
2021-10-21,22.22791666666667,-0.769999981,13.52,5.28,5.28
2021-10-22,18.91541666666667,-0.0760000022,14.86,5.63,5.63
2021-10-23,12.7825,0.01,13.64,9.22,9.22
2021-10-24,4.579166666666667,-0.1139999926,7.24,3.7,3.7
2021-10-25,23.574583333333337,0.090000004,5.76,4.49,4.49
2021-10-26,18.42875,0.1179999972,4.86,3.66,3.66
2021-10-27,16.62416666666667,0.2520000008,9.1,5.16,5.16
2021-10-28,21.9725,0.870000005,8.41,5.57,5.57
2021-10-29,27.853750000000005,0.1759999978,9.08,5.97,5.97
2021-10-30,14.48375,-0.280000001,10.49,5.61,5.61
2021-10-31,16.039583333333333,0.0280000045999999,12.03,4.6,4.6
2021-11-01,10.23,0.079999998,14.25,7.97,7.97
2021-11-02,6.806249999999999,0.1560000032,10.32,6.76,6.76
2021-11-03,12.19375,-0.419999987,14.53,8.05,8.05
2021-11-04,37.40166666666667,0.400000006,8.89,5.43,5.43
2021-11-05,24.338749999999997,0.0999999936,6.64,5.38,5.38
2021-11-06,15.169583333333328,-0.189999998,8.12,4.37,4.37
2021-11-07,18.7152,-0.0640000012,7.42,4.02,4.02
2021-11-08,18.48,0.209999993,7.93,4.42,4.42
2021-11-09,31.74416666666667,-0.0120000021999999,7.95,4.6,4.6
2021-11-10,24.053750000000008,0.009999998,7.01,5.42,5.42
2021-11-11,24.070000000000004,0.1360000014,10.43,6.66,6.66
2021-11-12,19.25583333333333,0.1300000036,14.01,5.72,5.72
2021-11-13,16.902916666666666,0.209999993,7.44,4.29,4.29
2021-11-14,23.69958333333333,-0.1979999921999999,10.27,5.48,5.48
2021-11-15,26.27000000000001,-0.720000029,9.74,4.4,4.4
2021-11-16,22.722916666666663,0.1080000011999999,10.11,4.83,4.83
2021-11-17,17.211666666666677,0.310000002,14.39,7.36,7.36
2021-11-18,44.25625,-0.0139999992,17.49,8.94,8.94
2021-11-19,23.030833333333337,0.310000002,7.78,5.22,5.22
2021-11-20,23.714166666666667,0.01,6.56,5.41,5.41
2021-11-21,15.728750000000003,0.3000000028,7.3,3.72,3.72
2021-11-22,22.386666666666667,0.219999999,6.69,5.51,5.51
2021-11-23,21.061666666666667,-0.0440000025999999,10.52,4.94,4.94
2021-11-24,15.395,-0.75999999,10.94,6.85,6.85
2021-11-25,34.76958333333333,-0.0339999989999999,9.35,5.18,5.18
2021-11-26,22.42,0.100000001,8.32,6.23,6.23
2021-11-27,16.977083333333333,0.086000001,10.84,6.47,6.47
2021-11-28,28.725833333333327,0.1799999936,6.76,4.88,4.88
2021-11-29,19.28375,0.310000002,8.85,5.65,5.65
2021-11-30,17.732499999999995,0.087999998,7.46,4.61,4.61
2021-12-01,21.35833333333333,0.0800000051999999,12.65,5.37,5.37
2021-12-02,15.522916666666667,-0.0499999956,15.31,5.82,5.82
2021-12-03,10.515416666666663,-0.0980000071999999,11.46,8.27,8.27
2021-12-04,30.067499999999995,0.6819999924,6.7,5.76,5.76
2021-12-05,12.570833333333333,0.1800000054,12.87,7.39,7.39
2021-12-06,15.43833333333334,-0.769999981,10.41,6.8,6.8
2021-12-07,13.91666666666667,0.11158603451521198,8.1,5.36,5.36
2021-12-08,18.95,-0.219999999,14.7,7.44,7.44
2021-12-09,31.58458333333333,-0.2039999963999999,10.61,7.21,7.21
2021-12-10,20.850833333333327,-0.75999999,7.32,4.67,4.67
2021-12-11,14.296249999999995,-0.0759999952,8.41,5.48,5.48
2021-12-12,14.9075,0.2899999974,12.31,7.68,7.68
2021-12-13,15.075833333333334,0.1620000002,11.14,8.38,8.38
2021-12-14,12.627083333333331,0.1719999984,7.0,5.31,5.31
2021-12-15,19.40125,-0.649999976,9.05,6.03,6.03
2021-12-16,25.95875000000001,0.2240000023999999,8.11,5.88,5.88
2021-12-17,17.580833333333327,-0.200000003,2.94,4.86,4.86
2021-12-18,14.718749999999996,0.178,4.13,4.74,4.74
2021-12-19,16.50083333333333,0.49000001,5.25,4.99,4.99
2021-12-20,15.110833333333334,0.0839999979999999,7.87,4.23,4.23
2021-12-21,30.25333333333333,-0.02,9.12,6.57,6.57
2021-12-22,27.86208333333333,0.079999998,13.21,8.39,8.39
2021-12-23,16.293333333333333,0.1039999962,14.15,8.22,8.22
2021-12-24,12.11,0.159999996,9.3,7.53,7.53
2021-12-25,24.64708333333334,0.222000008,12.15,8.65,8.65
2021-12-26,10.325,0.0120000005999999,13.27,5.71,5.71
2021-12-27,29.839999999999996,0.0080000028,6.18,5.78,5.78
2021-12-28,16.847916666666666,0.1079999996,12.49,8.16,8.16
2021-12-29,20.9825,0.415999992,6.89,4.82,4.82
2021-12-30,32.11958333333334,-0.1100000033999999,9.61,6.41,6.41
2021-12-31,18.729166666666668,0.74000001,7.56,6.36,6.36
