date,open_SO2,sate_SO2,"Vyttila, Kochi - Kerala PCB"
2021-06-10,2.982083333333333,0.0719999984,2.67
2021-06-11,1.8145833333333328,-0.129999995,3.0
2021-06-12,1.0079166666666668,0.1619999966,3.31
2021-06-13,0.9158333333333334,0.0419999986,5.24
2021-06-14,1.2758333333333338,-0.0059999998,4.97
2021-06-15,1.2691666666666668,-0.2019999974,4.85
2021-06-16,1.8641666666666667,-0.0220000043999999,5.73
2021-06-17,1.9708333333333328,-0.050000001,5.42
2021-06-18,1.5695833333333329,-0.027999998,4.27
2021-06-19,1.4708333333333332,-0.119999997,4.36
2021-06-20,1.362083333333333,0.2120000027999999,3.23
2021-06-21,1.4020833333333336,0.1399999945999999,3.45
2021-06-22,1.4375,0.1220000062,4.97
2021-06-23,2.1316666666666664,0.1119999984,7.41
2021-06-24,2.3554166666666663,0.1399999976,8.0
2021-06-25,1.2816666666666665,0.649999976,7.4
2021-06-26,1.71375,0.0599999976,6.11
2021-06-27,1.722083333333334,0.050000002,6.41
2021-06-28,3.73625,0.1700000002,4.8
2021-06-29,4.869583333333335,0.1299999978,5.39
2021-06-30,2.513333333333333,-0.0960000026,5.49
2021-07-01,2.4570833333333333,-0.0240000039999999,5.12
2021-07-02,2.99625,-0.108,6.43
2021-07-03,1.1666666666666663,0.035999998,6.49
2021-07-04,1.6125000000000005,0.209999993,4.81
2021-07-05,1.4820833333333334,0.050000001,5.64
2021-07-06,1.95875,0.0679999976,8.61
2021-07-07,1.902083333333333,0.0639999986,8.58
2021-07-08,1.2325,0.0720000006,9.48
2021-07-09,1.0433333333333334,0.1739999948,9.11
2021-07-10,0.6729166666666666,0.1060000002,10.67
2021-07-11,0.9304166666666664,0.0539999979999999,13.29
2021-07-12,1.0291666666666666,0.0540000021999999,13.83
2021-07-13,1.4391666666666667,-0.0979999989999999,4.7
2021-07-14,2.5941666666666667,-0.0259999968,5.52
2021-07-15,3.600416666666668,0.006,5.46
2021-07-16,1.8079166666666664,0.0879999994,4.59
2021-07-17,1.410416666666667,0.1440000012,4.8
2021-07-18,1.2266666666666668,0.1440000026,10.11
2021-07-19,1.5870833333333332,0.1199999963999999,14.76
2021-07-20,1.1587500000000002,-0.100000001,3.98
2021-07-21,1.0179166666666666,0.3039999949999999,3.86
2021-07-22,1.1233333333333333,0.2159999962,13.79
2021-07-23,1.3025,0.002,1.92
2021-07-24,0.85875,0.1079999982,5.18
2021-07-25,0.8654166666666666,-0.0099999991999999,0.35
2021-07-26,1.2170833333333333,0.0280000003999999,4.29
2021-07-27,1.3004166666666668,-0.0260000004,6.98
2021-07-28,1.7566666666666668,0.0980000049999999,3.48
2021-07-29,1.7720833333333337,0.1799999998,3.91
2021-07-30,1.4229166666666666,-0.129999995,2.94
2021-07-31,1.4904166666666672,0.208000006,4.02
2021-08-01,1.8341666666666665,0.4219999906,3.32
2021-08-02,1.823333333333333,0.0700000032,3.62
2021-08-03,1.7254166666666668,0.1139999975999999,4.25
2021-08-04,1.40125,0.019999999,3.63
2021-08-05,1.55,0.140000001,2.5
2021-08-06,1.2620833333333332,8.000000023544729e-10,3.72
2021-08-07,1.10625,0.1220000046,2.9
2021-08-08,1.8379166666666664,-0.1179999976,3.5
2021-08-09,2.305,0.1139999944,3.31
2021-08-10,1.3791666666666664,0.0319999961999999,2.34
2021-08-11,1.2987499999999998,0.2660000047999999,2.1
2021-08-12,1.5633333333333332,0.2580000024,1.25
2021-08-13,1.406666666666667,0.1259999982,2.44
2021-08-14,1.4841666666666666,0.0980000014,2.03
2021-08-15,1.4379166666666665,0.1280000004,2.17
2021-08-16,1.862083333333333,0.1340000024,1.92
2021-08-17,1.91625,0.048000001,2.48
2021-08-18,2.4925,0.1500000031999999,2.35
2021-08-19,3.265416666666667,-0.1040000013999999,3.67
2021-08-20,2.114583333333333,-0.170000002,1.44
2021-08-21,3.73625,0.110000002,1.76
2021-08-22,5.19125,-0.119999997,2.16
2021-08-23,7.406249999999997,0.082000001,4.98
2021-08-24,4.919583333333333,0.2459999972,5.17
2021-08-25,4.001666666666667,0.0579999972,5.2
2021-08-26,1.669166666666667,0.3539999948,2.54
2021-08-27,1.039583333333333,0.0399999988,1.71
2021-08-28,0.8845833333333336,-0.029999999,12.86
2021-08-29,1.1229166666666666,0.0280000004,3.6
2021-08-30,1.4537499999999997,0.0660000008,4.3
2021-08-31,2.00625,-0.109999999,3.06
2021-09-01,1.830833333333333,0.0979999988,2.24
2021-09-02,2.2225,-0.0759999974,2.52
2021-09-03,2.133333333333333,-0.0760000012,2.8
2021-09-04,1.3108333333333333,0.1700000008,1.94
2021-09-05,1.0595833333333335,0.089999998,0.57
2021-09-06,1.4029166666666664,0.0119999947999999,0.83
2021-09-07,2.035,-0.119999997,5.44
2021-09-08,2.2212500000000004,0.0139999988,5.73
2021-09-09,2.2075,0.0420000061999999,4.95
2021-09-10,1.7441666666666673,-0.0579999993999999,4.97
2021-09-11,1.8179166666666668,0.2579999981999999,3.78
2021-09-12,1.4749999999999996,0.0379999985999999,3.55
2021-09-13,1.461666666666667,3.200000003866776e-09,6.8
2021-09-14,1.9045833333333333,0.1280000034,7.31
2021-09-15,2.328333333333333,0.214000002,11.97
2021-09-16,2.5195833333333337,-0.0060000001999999,2.99
2021-09-17,2.1737500000000005,0.1400000006,6.52
2021-09-18,2.029166666666667,0.1359999988,5.4
2021-09-19,2.6179166666666656,-0.0679999969999999,4.49
2021-09-20,2.830833333333333,0.1339999998,4.71
2021-09-21,2.2779166666666666,0.109999999,8.58
2021-09-22,1.6079166666666664,0.079999998,8.63
2021-09-23,1.5770833333333334,-0.090000004,7.3
2021-09-24,1.694583333333333,0.0379999948,5.31
2021-09-25,1.5462499999999997,0.3439999996,3.28
2021-09-26,1.4554166666666666,0.0380000025999999,4.66
2021-09-27,1.53625,0.0580000014,3.64
2021-09-28,2.3716666666666666,-0.0220000003999999,7.22
2021-09-29,2.6654166666666668,0.029999999,8.21
2021-09-30,2.7037500000000008,0.01,4.14
2021-10-01,4.312916666666667,0.0279999998,6.66
2021-10-02,5.793333333333334,0.1260000002,7.03
2021-10-03,8.312083333333334,0.0160000026,10.2
2021-10-04,9.032916666666669,0.0620000004,9.2
2021-10-05,6.0491666666666655,-0.0480000006,12.36
2021-10-06,8.189583333333335,0.1859999992,9.66
2021-10-07,3.6408333333333327,-0.129999995,8.21
2021-10-08,2.299166666666667,0.0479999986,6.2
2021-10-09,3.3541666666666665,0.1059999966,7.5
2021-10-10,2.4995833333333337,0.078000001,10.43
2021-10-11,1.699583333333333,0.0419999998,8.55
2021-10-12,2.8825000000000003,0.1100000008,10.83
2021-10-13,4.1604166666666655,-0.0059999996,9.62
2021-10-14,4.993333333333334,0.0179999996,7.38
2021-10-15,4.899166666666667,0.3760000032,7.98
2021-10-16,1.4395833333333332,-0.0120000049999999,7.61
2021-10-17,1.6729166666666666,-0.0019999972,10.6
2021-10-18,3.837916666666666,3.999999997894577e-10,11.31
2021-10-19,4.587916666666666,-0.0440000014,3.52
2021-10-20,4.998333333333334,-0.042000001,5.0
2021-10-21,11.656666666666665,-0.0439999996,7.14
2021-10-22,8.998333333333333,-0.0499999999999999,3.62
2021-10-23,6.485416666666667,0.1140000014,4.97
2021-10-24,6.664583333333333,0.25999999,3.05
2021-10-25,9.58125,-0.1259999989999999,3.19
2021-10-26,13.27875,0.1320000002,3.93
2021-10-27,9.975,0.0280000036,6.2
2021-10-28,11.345416666666669,-0.028,3.37
2021-10-29,9.9575,0.4819999947999999,6.6
2021-10-30,11.237916666666669,0.0099999993999999,3.36
2021-10-31,7.972083333333333,0.0859999976,3.14
2021-11-01,10.158333333333337,-0.0600000024,3.59
2021-11-02,11.441249999999998,-0.0819999962,5.46
2021-11-03,11.206250000000002,0.3700000015999999,14.2
2021-11-04,9.4425,0.027999997,9.0
2021-11-05,8.093749999999998,0.2020000052,11.58
2021-11-06,6.2387500000000005,-0.1700000016,11.74
2021-11-07,5.774399999999998,-0.1159999996,11.9
2021-11-08,4.215833333333333,0.103999999,11.69
2021-11-09,8.118749999999997,0.0659999962,13.34
2021-11-10,4.320416666666667,0.0040000012,11.59
2021-11-11,2.095833333333333,-0.037999999,9.86
2021-11-12,3.721666666666667,0.0899999956,7.11
2021-11-13,1.3133333333333332,0.1439999976,10.47
2021-11-14,1.9766666666666663,0.0559999994,11.6
2021-11-15,3.835416666666667,0.1360000014,11.46
2021-11-16,8.594166666666666,-0.0020000004,12.4
2021-11-17,6.881250000000001,-0.0960000034,13.47
2021-11-18,3.089166666666667,-0.0179999984,9.33
2021-11-19,2.3775,0.2720000042,9.16
2021-11-20,3.777916666666666,0.0400000031999999,9.66
2021-11-21,6.279166666666666,0.1119999934,13.11
2021-11-22,4.707083333333333,0.1239999998,18.16
2021-11-23,8.193333333333333,-0.0739999992,19.44
2021-11-24,12.238333333333337,-0.0639999981999999,19.06
2021-11-25,11.327083333333334,0.1199999966,21.53
2021-11-26,10.660833333333333,-0.0380000001999999,20.65
2021-11-27,10.270416666666666,0.0420000014,18.9
2021-11-28,10.7275,0.1120000024,18.74
2021-11-29,13.451666666666668,0.1019999994,14.99
2021-11-30,13.157916666666669,-0.0559999922,18.64
2021-12-01,12.616666666666667,-0.0819999978,16.09
2021-12-02,12.717916666666666,0.200000003,22.84
2021-12-03,14.210416666666667,-0.0099999984,15.73
2021-12-04,9.58125,-0.140000001,24.52
2021-12-05,4.915416666666668,0.1059999991999999,24.88
2021-12-06,9.069166666666666,0.0619999989999999,24.62
2021-12-07,14.79875,0.06631920178204488,24.82
2021-12-08,13.066249999999997,0.0960000074,24.66
2021-12-09,13.487499999999995,0.1519999996,24.66
2021-12-10,7.109999999999999,0.400000006,25.14
2021-12-11,8.825833333333332,-0.090000004,24.19
2021-12-12,6.765833333333334,0.0659999967999999,24.64
2021-12-13,9.290416666666667,0.209999993,24.25
2021-12-14,10.33375,0.065999995,23.03
2021-12-15,11.272916666666667,0.078,24.4
2021-12-16,11.675000000000002,0.2059999941999999,24.75
2021-12-17,10.986666666666666,-0.1840000004,24.98
2021-12-18,8.935833333333333,0.129999995,25.2
2021-12-19,7.479999999999998,0.2139999909999999,25.52
2021-12-20,9.308749999999998,0.200000003,24.71
2021-12-21,9.767916666666666,0.2860000047999999,25.37
2021-12-22,12.633333333333333,0.1140000004,28.36
2021-12-23,9.350416666666668,0.0379999913999999,27.44
2021-12-24,10.355833333333337,0.0379999998,25.74
2021-12-25,10.602083333333333,0.0800000042,22.33
2021-12-26,9.625833333333333,-0.409999996,22.45
2021-12-27,8.374583333333334,-0.01,21.33
2021-12-28,8.975416666666666,0.1140000016,21.2
2021-12-29,9.517083333333334,-0.389999986,19.62
2021-12-30,11.864166666666668,-0.1320000002,19.36
2021-12-31,9.29,0.1999999952,19.89
