date,open_SO2,sate_SO2,"Vyttila, Kochi - Kerala PCB"
2020-11-24,6.215000000000001,-0.03,6.98
2020-11-25,2.563333333333333,0.4700000131999999,23.56
2020-11-26,7.198333333333333,-0.0380000006,20.49
2020-11-27,10.084166666666668,0.0699999988,16.57
2020-11-28,10.718333333333334,0.129999997,12.61
2020-11-29,7.08625,-0.129999995,20.1
2020-11-30,11.429583333333332,0.0559999987999999,22.31
2020-12-01,7.853333333333333,0.059999999,2.5
2020-12-02,10.495833333333334,0.2439999968,0.48
2020-12-03,5.923333333333333,1.200000004919488e-09,6.75
2020-12-04,3.9704166666666656,0.1059999935999999,6.9
2020-12-05,11.574166666666663,0.1240000069999999,16.03
2020-12-06,8.032916666666667,0.2340000034,15.46
2020-12-07,11.327083333333334,-0.0240000007999999,14.15
2020-12-08,14.0475,-0.219999999,13.05
2020-12-09,15.20541666666667,-0.0399999968,13.52
2020-12-10,11.869166666666665,0.610000014,13.7
2020-12-11,9.186666666666666,0.0620000039999999,13.3
2020-12-12,6.388333333333333,0.1039999978,2.2
2020-12-13,8.634166666666667,-0.0540000008,4.11
2020-12-14,11.301249999999998,0.129999998,4.88
2020-12-15,10.255833333333332,0.460000008,4.02
2020-12-16,13.225833333333332,0.0240000015999999,4.39
2020-12-17,11.522083333333333,0.0639999992,4.68
2020-12-18,13.011666666666663,0.1159999995999999,5.48
2020-12-19,7.435416666666669,-0.0139999992,6.24
2020-12-20,6.300833333333332,-0.0520000009999999,4.74
2020-12-21,10.708749999999997,0.117999997,5.08
2020-12-22,12.085,-0.0540000004,5.77
2020-12-23,9.476666666666668,0.200000003,5.06
2020-12-24,10.56541666666667,0.129999995,1.13
2020-12-25,8.37,-0.1779999966,0.09
2020-12-26,6.730416666666666,0.289999992,1.93
2020-12-27,8.730416666666665,-0.0920000002,0.93
2020-12-28,8.359583333333333,0.0920000036,3.17
2020-12-29,12.867083333333328,0.131999998,4.2
2020-12-30,7.360416666666666,0.0919999982,3.27
2020-12-31,10.115833333333333,0.189999998,2.59
2021-01-01,7.567916666666665,0.1900000004,7.35
2021-01-02,7.621250000000001,0.129999995,3.13
2021-01-03,7.212916666666668,-0.2359999955999999,2.1
2021-01-04,9.458333333333334,0.0680000012,2.84
2021-01-05,11.37,0.1660000022,3.9
2021-01-06,8.931250000000002,0.2120000063999999,5.22
2021-01-07,10.572916666666666,0.0139999976,5.32
2021-01-08,7.632083333333333,1.21000004,4.21
2021-01-09,9.490833333333333,0.0619999922,4.24
2021-01-10,8.825833333333334,0.1160000012,5.37
2021-01-11,9.990833333333333,0.0240000024,4.97
2021-01-12,5.989166666666666,0.3180000094,5.57
2021-01-13,9.080416666666666,0.071999999,5.39
2021-01-14,12.005833333333332,-0.0139999956,7.45
2021-01-15,10.991666666666667,0.129999997,6.17
2021-01-16,10.114166666666664,0.1480000025999999,6.43
2021-01-17,7.54041666666667,0.75,6.44
2021-01-18,10.4175,-0.029999999,5.22
2021-01-19,11.20375,-1.0000000022492018e-09,3.48
2021-01-20,11.005833333333335,0.014,4.28
2021-01-21,10.155416666666667,0.072,4.32
2021-01-22,10.947083333333332,0.067999999,3.18
2021-01-23,7.122916666666666,0.1920000016,3.21
2021-01-24,8.141250000000001,0.319999993,1.31
2021-01-25,9.7925,-0.100000001,2.8
2021-01-26,8.719500000000002,0.0720000022,1.91
2021-01-27,8.39,-0.150000006,3.22
2021-01-28,10.421666666666669,0.0100000018,4.34
2021-01-29,9.84375,0.127999997,4.28
2021-01-30,7.919999999999999,-0.0319999985999999,2.09
2021-01-31,7.447083333333334,0.1079999994,3.44
2021-02-01,11.052916666666668,0.129999995,3.1
2021-02-02,10.767083333333332,0.200000003,1.31
2021-02-03,11.823333333333336,-0.189999998,0.99
2021-02-04,10.595,0.1039999946,2.18
2021-02-05,11.293749999999998,0.0,11.35
2021-02-06,9.525416666666668,0.1100000007999999,12.89
2021-02-07,10.210833333333335,0.0820000007999999,13.95
2021-02-08,10.167083333333336,-0.0080000006,12.56
2021-02-09,12.443333333333335,0.079999998,15.24
2021-02-10,12.37375,-0.07,5.53
2021-02-11,11.959166666666668,0.0460000004,6.13
2021-02-12,9.886666666666663,0.209999993,4.48
2021-02-13,8.641666666666666,0.1360000006,8.36
2021-02-14,7.15125,-0.008,6.16
2021-02-15,7.148750000000001,0.1159999996,6.67
2021-02-16,9.02958333333333,0.0859999985999999,6.51
2021-02-17,8.747916666666665,-0.029999999,8.17
2021-02-18,8.902083333333335,0.0359999988,4.1
2021-02-19,7.464999999999999,0.07,7.64
2021-02-20,5.960833333333333,0.0860000042,6.65
2021-02-21,6.039583333333333,0.0179999997999999,6.52
2021-02-22,7.970416666666666,-0.073999998,7.74
2021-02-23,12.010833333333332,0.2339999928,7.75
2021-02-24,9.491666666666664,0.2479999989999999,7.72
2021-02-25,5.246666666666667,-0.439999998,7.35
2021-02-26,4.595,0.5,2.6
2021-02-27,6.807083333333334,-0.180000007,10.0
2021-02-28,7.588333333333334,0.449999988,9.93
2021-03-01,7.013750000000001,0.0440000013999999,9.82
2021-03-02,6.547916666666667,0.0720000018,7.87
2021-03-03,9.407916666666669,0.0299999972,4.49
2021-03-04,8.314166666666667,0.1379999968,14.37
2021-03-05,9.302500000000002,-0.170000002,16.24
2021-03-06,3.5741666666666663,-0.200000003,15.01
2021-03-07,6.319999999999999,-0.400000006,13.88
2021-03-08,4.869166666666666,-0.079999998,14.8
2021-03-09,6.087916666666668,-0.0339999998,14.17
2021-03-10,6.942083333333334,0.1980000051999999,15.24
2021-03-11,8.582916666666668,0.141999996,15.51
2021-03-12,7.708333333333335,0.0280000001999999,16.42
2021-03-13,5.729583333333334,-0.330000013,13.28
2021-03-14,4.800869565217392,-0.910000026,13.15
2021-03-15,7.313749999999999,0.059999999,13.28
2021-03-16,6.6291666666666655,-0.289999992,11.37
2021-03-17,6.595416666666665,-0.0699999982,12.22
2021-03-18,4.667083333333333,0.029999999,12.46
2021-03-19,3.8708333333333336,-0.074000001,12.7
2021-03-20,4.945416666666668,0.1159999974,12.18
2021-03-21,8.320833333333333,0.270000011,12.42
2021-03-22,6.9375,0.0559999979999999,14.73
2021-03-23,7.338750000000002,-0.129999995,12.06
2021-03-24,6.511666666666667,0.449999988,12.48
2021-03-25,6.741666666666667,0.0299999996,13.3
2021-03-26,7.723333333333333,0.0759999998,14.23
2021-03-27,5.147916666666667,0.268000002,12.38
2021-03-28,6.997916666666666,0.1499999986,11.49
2021-03-29,7.600833333333333,0.340000004,14.94
2021-03-30,3.116666666666666,0.06631920178204488,11.45
2021-03-31,2.029166666666667,0.330000013,13.92
2021-04-01,3.0416666666666674,0.112000002,28.37
2021-04-02,1.9595833333333332,-0.0740000002,6.32
2021-04-03,1.3737500000000002,-0.0160000003999999,8.37
2021-04-04,1.7383333333333333,0.0280000014,6.15
2021-04-05,2.47,-0.024000001,7.73
2021-04-06,6.171666666666666,0.430000007,4.8
2021-04-07,8.039583333333331,0.0159999986,7.84
2021-04-08,7.325833333333335,0.0759999992,6.11
2021-04-09,8.224583333333333,0.800000012,6.39
2021-04-10,8.784166666666666,-0.0200000003999999,7.72
2021-04-11,8.819999999999999,0.0760000016,4.84
2021-04-12,14.65291666666667,0.1100000013999999,7.19
2021-04-13,15.319166666666668,-0.0999999982,7.1
2021-04-14,10.062083333333334,0.529999971,5.95
2021-04-15,10.772916666666664,0.629999995,7.37
2021-04-16,11.43,-0.180000007,6.67
2021-04-17,8.62875,0.0139999985999999,7.22
2021-04-18,7.534166666666667,-0.0220000016,5.88
2021-04-19,7.503333333333333,-0.034000002,7.83
2021-04-20,5.544583333333335,-0.0039999977999999,7.51
2021-04-21,7.3083333333333345,-0.101999999,7.73
2021-04-22,9.521666666666668,0.0119999962,7.3
2021-04-23,6.085416666666667,0.1299999968,7.01
2021-04-24,4.260833333333333,0.039999999,7.81
2021-04-25,8.859166666666667,-0.059999999,7.03
2021-04-26,8.565833333333334,0.2540000055999999,5.88
2021-04-27,11.654166666666669,0.0279999998,7.61
2021-04-28,9.817916666666664,0.0460000021999999,6.6
2021-04-29,7.023333333333334,0.0360000011999999,3.11
2021-04-30,7.558749999999999,0.0480000006,3.67
2021-05-01,7.4866666666666655,0.129999995,3.06
2021-05-02,9.007083333333332,0.01,6.11
2021-05-03,10.217916666666666,0.1040000008,3.29
2021-05-04,12.5325,0.1879999991999999,3.0
2021-05-05,10.2725,0.1299999966,3.9
2021-05-06,11.560833333333331,-0.0679999967999999,3.15
2021-05-07,9.232083333333334,0.0939999993999999,2.64
2021-05-08,8.36625,0.159999996,3.96
2021-05-09,8.612916666666667,0.062000002,3.27
2021-05-10,8.4775,-0.0340000008,2.56
2021-05-11,4.8183333333333325,0.0900000005999999,2.55
2021-05-12,5.6866666666666665,0.0399999985999999,2.43
2021-05-13,5.37875,0.0440000013999999,2.08
2021-05-14,1.4533333333333334,0.2560000048,2.7
2021-05-15,0.8216666666666668,-0.1359999964,2.18
2021-05-16,3.37625,0.0499999983999999,2.31
2021-05-17,4.850416666666666,0.0079999988,4.51
2021-05-18,4.2575,0.1659999995999999,3.52
2021-05-19,3.609583333333333,0.1699999926,4.02
2021-05-20,4.111666666666667,0.0219999992,4.49
2021-05-21,2.93625,-0.0219999968,3.53
2021-05-22,2.6166666666666667,-0.0479999952,5.2
2021-05-23,3.701666666666668,-0.0039999999999999,5.03
2021-05-24,1.497083333333333,0.319999993,4.7
2021-05-25,1.26125,0.1359999976,2.2
2021-05-26,1.3079166666666668,0.1719999968,1.86
2021-05-27,2.1045833333333333,0.119999997,3.72
2021-05-28,1.5416666666666667,0.0539999984,3.15
2021-05-29,1.35875,-0.1000000018,2.21
2021-05-30,1.4383333333333337,0.117999996,2.68
2021-05-31,2.36875,-0.0299999993999999,3.39
2021-06-01,5.60125,0.1699999971999999,3.22
2021-06-02,6.928333333333332,-0.079999998,3.56
2021-06-03,4.0575,0.159999996,3.68
2021-06-04,4.021249999999999,-0.0160000014,1.45
2021-06-05,2.054583333333333,-0.1599999999999999,1.98
2021-06-06,4.674583333333334,-0.0359999978,3.05
2021-06-07,2.712499999999999,-0.0759999978,2.86
2021-06-08,2.3841666666666668,0.0139999972,2.93
2021-06-09,2.0758333333333336,-0.2139999956,2.52
