date,open_SO2,sate_SO2,"Ganga Nagar, Meerut - UPPCB","Jai Bhim Nagar, Meerut - UPPCB","Pallavpuram Phase 2, Meerut - UPPCB"
2021-01-03,10.015416666666663,0.0112234977999999,3.37,26.15,7.84
2021-01-04,5.430833333333333,0.050024193,2.88,27.0,12.1
2021-01-05,12.03625,0.1195786282,1.61,22.61,19.55
2021-01-06,7.833333333333333,0.0230995681999999,1.21,23.67,7.03
2021-01-07,14.164583333333333,-0.0595225048,1.7,26.12,3.99
2021-01-08,9.715833333333336,-0.449999988,1.81,19.7,5.92
2021-01-09,9.327083333333334,-0.0681747524,3.14,24.99,8.25
2021-01-10,15.518333333333336,-0.0341824613999999,1.11,20.43,3.9
2021-01-11,12.780833333333335,-0.1430060504,1.24,20.0,4.1
2021-01-12,17.262916666666662,0.0094935582,2.34,23.74,3.57
2021-01-13,12.462499999999997,-0.055175357,3.6,21.89,7.36
2021-01-14,16.456666666666667,0.0255551433999999,3.44,20.73,8.81
2021-01-15,20.877499999999998,0.0388343498,2.29,20.7,5.15
2021-01-16,11.577500000000002,0.1825435346,4.69,4.69,7.93
2021-01-17,11.506666666666668,0.0477412304,1.52,1.52,9.01
2021-01-18,10.922916666666666,0.1413018888,2.47,2.47,8.04
2021-01-19,21.28375,-0.007642093,6.21,26.83,4.5
2021-01-20,24.080416666666668,0.190235808,1.48,19.72,3.95
2021-01-21,15.274166666666668,-0.0094873055999999,3.21,3.21,5.72
2021-01-22,11.8175,-0.49000001,1.06,1.06,8.8
2021-01-23,14.071666666666664,0.3813083738,2.04,2.04,6.72
2021-01-24,11.16666666666667,-0.0410441338,1.92,1.92,3.95
2021-01-25,9.8775,0.1225495821999999,1.84,1.84,4.16
2021-01-26,17.892999999999997,-0.0071136559999999,1.78,1.78,3.89
2021-01-27,6.5575,0.0406722312,1.85,23.45,5.77
2021-01-28,12.070416666666668,0.070108838,1.97,1.97,7.53
2021-01-29,21.77125,0.315163255,1.82,1.82,4.34
2021-01-30,15.190000000000005,0.1227212835999999,4.68,4.68,6.88
2021-01-31,19.77,0.243282899,8.47,8.47,10.01
2021-02-01,18.58583333333333,0.2030016267999999,6.56,6.56,6.67
2021-02-02,24.530416666666667,0.186562911,8.6,8.6,10.57
2021-02-03,13.780833333333335,-0.0189945588,4.65,4.65,8.25
2021-02-04,10.49125,0.1110070812,5.55,5.55,3.9
2021-02-05,8.74875,0.018996395,4.49,4.49,7.78
2021-02-06,10.1725,0.0457537264,5.06,5.06,11.45
2021-02-07,10.533333333333331,-0.068585232,4.62,4.62,8.88
2021-02-08,15.276250000000005,0.1080793886,3.17,3.17,4.04
2021-02-09,16.882083333333338,-0.318086535,7.13,7.13,12.75
2021-02-10,9.461666666666666,0.1046241283999999,7.29,7.29,11.65
2021-02-11,14.511666666666668,-0.0444816846,11.65,11.65,10.54
2021-02-12,11.674583333333333,-0.1821880161999999,6.0,6.0,11.07
2021-02-13,13.113749999999998,0.425882697,3.69,3.69,10.63
2021-02-14,10.510833333333334,-0.019963723,5.64,5.64,10.97
2021-02-15,11.68583333333333,0.250774289,7.67,7.67,10.76
2021-02-16,20.07583333333333,0.03732767,10.92,10.92,15.54
2021-02-17,13.840416666666664,0.1069244936,9.1,9.1,18.5
2021-02-18,14.26416666666667,0.101209186,9.64,9.64,12.04
2021-02-19,16.69458333333333,0.2132291681999999,9.5,9.5,16.43
2021-02-20,14.433749999999998,-0.340411156,6.26,6.26,14.21
2021-02-21,15.912083333333332,-0.202784181,9.06,9.06,17.82
2021-02-22,16.922916666666666,0.0367593704,10.64,10.64,13.81
2021-02-23,19.954166666666666,-0.157376051,13.14,13.14,20.16
2021-02-24,25.22125000000001,0.0354811754,14.69,14.69,13.53
2021-02-25,20.219583333333336,0.128322214,15.73,15.73,18.23
2021-02-26,18.025,0.092020638,14.6,14.6,30.86
2021-02-27,8.669166666666667,-0.0369748156,12.34,12.34,28.65
2021-02-28,10.15875,0.0175578448,12.46,12.46,19.58
2021-03-01,18.27958333333333,0.097363949,11.33,11.33,18.1
2021-03-02,20.90666666666667,0.231517568,12.35,12.35,19.6
2021-03-03,17.40791666666667,0.0831799598,10.82,10.82,21.88
2021-03-04,18.050833333333333,0.14620012,18.97,18.97,34.75
2021-03-05,17.1425,0.0262049682,11.09,11.09,20.03
2021-03-06,14.822499999999998,0.13619104,11.65,11.65,24.71
2021-03-07,14.688333333333333,-0.0664340548,13.49,13.49,25.89
2021-03-08,8.3675,-0.334957659,13.27,13.27,20.29
2021-03-09,11.000416666666668,-0.026275698,11.29,11.29,21.11
2021-03-10,17.10208333333333,-0.0169890348,14.28,14.28,25.62
2021-03-11,14.89,0.047566511,17.09,17.09,27.91
2021-03-12,10.45625,0.0780570996,17.36,17.36,22.46
2021-03-13,12.557916666666664,0.415441394,14.74,14.74,19.7
2021-03-14,12.366521739130436,0.0475982975999999,13.55,13.55,24.11
2021-03-15,17.51875,-0.0360326306,15.07,15.07,25.28
2021-03-16,16.92833333333333,0.1183135977999999,13.03,13.03,20.99
2021-03-17,14.562499999999998,0.185918957,17.41,17.41,31.8
2021-03-18,14.756666666666668,0.623452246,18.79,18.79,31.06
2021-03-19,17.227083333333336,-0.0083089536,18.2,18.2,27.66
2021-03-20,11.257916666666668,-0.21164757,19.54,19.54,34.71
2021-03-21,13.74125,0.2014937282,26.58,26.58,49.02
2021-03-22,4.870416666666668,0.094000003,16.7,16.7,23.34
2021-03-23,9.959583333333333,0.0060273292,12.0,12.0,18.49
2021-03-24,14.473749999999995,-0.239909306,16.02,16.02,21.98
2021-03-25,14.231249999999998,0.126655921,12.56,30.92,22.09
2021-03-26,14.844166666666665,0.0298758693999999,17.52,38.93,24.72
2021-03-27,16.6775,0.251414776,21.02,41.64,36.83
2021-03-28,22.085000000000004,0.013304922,24.58,45.74,35.47
2021-03-29,10.746249999999998,0.363388717,15.19,38.65,29.76
2021-03-30,18.53291666666666,0.058775413179551116,12.34,36.06,18.23
2021-03-31,16.078750000000003,-0.002385734,8.59,25.93,18.73
2021-04-01,15.488333333333337,0.1746424782,10.44,36.36,24.02
2021-04-02,23.082083333333333,0.045030233,19.72,31.65,32.56
2021-04-03,16.741249999999997,0.176511511,20.77,40.72,36.17
2021-04-04,16.590416666666666,-0.0598525822,16.91,34.46,30.7
2021-04-05,7.659166666666668,0.037499998,22.88,41.05,36.33
2021-04-06,12.490416666666668,-0.02429872,13.49,31.26,34.28
2021-04-07,11.63375,-0.253669888,13.54,28.81,22.46
2021-04-08,21.45875,0.2296914702,12.66,31.79,23.42
2021-04-09,14.638333333333335,0.187902108,12.89,31.84,20.26
2021-04-10,12.254166666666668,0.091405697,16.34,30.35,30.96
2021-04-11,15.42125,0.393071324,20.6,34.18,34.42
2021-04-12,18.034166666666668,-0.100356743,21.67,39.22,36.25
2021-04-13,18.617500000000003,-0.1259157584,21.43,33.29,30.08
2021-04-14,14.777916666666664,-0.087530233,13.17,36.2,27.21
2021-04-15,19.192916666666665,0.0217571926,19.54,41.29,37.16
2021-04-16,19.19791666666667,-0.0282988659999999,18.81,47.13,33.17
2021-04-17,12.284999999999998,0.324473947,10.53,27.71,23.69
2021-04-18,16.105833333333333,-0.214606985,17.86,36.44,26.57
2021-04-19,18.219583333333336,0.35615477,13.59,32.15,33.22
2021-04-20,6.679583333333333,0.1100407422,18.13,37.77,18.49
2021-04-21,18.348333333333336,-0.073241927,10.07,28.18,20.19
2021-04-22,7.615416666666667,-0.0399397275999999,7.26,26.52,12.85
2021-04-23,8.429583333333333,-0.0006381288,9.08,25.27,9.63
2021-04-24,12.905833333333332,0.075182263,10.12,10.12,18.21
2021-04-25,13.329583333333334,-0.0525393,16.69,16.69,29.11
2021-04-26,17.265416666666667,0.128884524,21.69,25.23,39.56
2021-04-27,19.947916666666668,0.291156739,28.79,40.43,33.82
2021-04-28,19.045,0.028621504,24.41,36.33,21.47
2021-04-29,15.549166666666665,0.0573309022,18.56,38.14,24.72
2021-04-30,13.397083333333336,-0.460695356,12.34,29.65,24.48
2021-05-01,11.90375,0.1634993976,10.48,28.43,18.66
2021-05-02,14.554166666666667,-0.0889909278,11.39,33.35,24.01
2021-05-03,16.42708333333333,0.15978232,12.37,31.71,27.12
2021-05-04,12.630833333333335,0.090082936,9.04,31.19,21.62
2021-05-05,7.930416666666667,0.110084653,6.54,26.48,12.75
2021-05-06,10.245,-0.043703143,7.34,24.48,14.73
2021-05-07,9.985,-0.121881574,7.2,7.2,16.43
2021-05-08,7.260000000000001,0.1470886826,7.81,7.81,25.06
2021-05-09,10.255416666666669,0.0106582029999999,8.0,8.0,28.82
2021-05-10,11.546666666666663,0.1502315638,5.31,5.31,27.76
2021-05-11,16.330000000000002,0.404969782,6.69,6.69,25.57
2021-05-12,14.889583333333334,0.15175046,5.43,23.49,26.74
2021-05-13,9.924166666666665,0.189999998,3.62,22.58,15.835
2021-05-14,10.078333333333331,-0.033681978,5.19,23.89,17.475
2021-05-15,13.625416666666666,-0.0147690215999999,8.25,29.01,21.83
2021-05-16,16.187500000000004,-0.056399651,10.31,29.94,31.08
2021-05-17,51.11083333333334,0.1327382108,15.82,44.74,48.07
2021-05-18,32.594166666666666,0.074096547,6.84,24.88,14.135
2021-05-19,7.033333333333335,-0.0618730471999999,2.64,21.04,13.665
2021-05-20,8.604999999999999,0.0974487364,2.63,21.69,10.785
2021-05-21,8.604166666666666,-0.206123069,3.92,21.25,17.66
2021-05-22,26.364166666666677,0.267354876,4.64,23.27,17.87
2021-05-23,12.304166666666664,0.101051979,6.64,26.18,30.17
2021-05-24,11.956666666666663,0.2105744561999999,6.11,29.9,27.07
2021-05-25,10.12625,0.202249065,8.59,30.77,33.06
2021-05-26,15.125,0.1062625998,11.86,34.05,25.88
2021-05-27,18.24750000000001,0.169661403,11.49,34.42,20.57
2021-05-28,10.59375,0.177672327,4.83,20.22,17.17
2021-05-29,7.454166666666667,-0.016666671,4.45,22.0,17.25
2021-05-30,5.862916666666667,0.014996979,4.77,22.94,18.32
2021-05-31,12.287916666666666,-0.0239201021999999,4.73,25.11,18.74
2021-06-01,11.217083333333337,-0.069975816,3.8,26.58,10.46
2021-06-02,18.883333333333336,-0.0273188176,6.31,21.45,15.53
2021-06-03,13.272083333333333,-0.0277875677999999,5.07,21.16,13.15
2021-06-04,16.30958333333333,0.025078608,6.02,23.51,22.89
2021-06-05,10.100833333333336,0.020290231,4.86,25.54,28.2
2021-06-06,17.175833333333337,0.009767202,7.86,27.35,24.0
2021-06-07,15.353333333333335,0.030111861,8.75,27.03,23.14
2021-06-08,16.734999999999996,-0.066160813,9.62,32.74,27.95
2021-06-09,13.232916666666666,0.2079790372,8.69,32.15,24.22
2021-06-10,5.602083333333333,-0.365429312,3.99,20.31,18.32
2021-06-11,7.8929166666666655,0.0689866966,2.77,19.8,14.28
2021-06-12,4.935416666666668,0.040114895,2.85,20.99,23.81
2021-06-13,10.18125,0.025066514,4.47,20.98,19.11
2021-06-14,9.257916666666665,-0.003510701,3.17,20.73,19.81
2021-06-15,20.21125,-0.140000001,3.86,21.88,15.38
2021-06-16,9.731666666666667,0.0399395344,2.35,18.87,18.73
2021-06-17,7.92875,0.0725151192,4.03,21.34,22.5
2021-06-18,8.227916666666669,0.2161793957999999,3.32,21.09,19.31
2021-06-19,3.2641666666666675,-0.0144518733999999,3.0,19.55,19.85
2021-06-20,6.841666666666669,-0.1178505704,3.91,16.95,13.38
2021-06-21,8.929166666666667,-0.19725512,4.17,20.05,23.76
2021-06-22,21.19750000000001,0.127309531,6.07,28.18,26.57
2021-06-23,13.9775,0.512490928,8.87,34.28,25.39
2021-06-24,8.541666666666666,0.155045345,2.52,21.47,27.73
2021-06-25,12.25583333333333,0.1992793099999999,7.84,29.91,23.25
2021-06-26,14.46458333333333,0.07727325,2.89,19.88,23.8
2021-06-27,8.032083333333334,0.0689290726,3.67,21.75,23.73
2021-06-28,9.318333333333332,0.372127682,4.73,24.65,21.87
2021-06-29,23.59500000000001,0.106278718,8.43,36.98,30.99
2021-06-30,12.269166666666663,-0.108121701,11.47,36.16,29.91
2021-07-01,17.150000000000002,0.071103372,6.71,25.09,29.58
2021-07-02,25.17291666666668,-0.0300332577999999,3.66,27.68,23.85
2021-07-03,16.960833333333333,-0.071814202,3.49,26.29,24.82
2021-07-04,8.106666666666667,0.0460093922,4.97,27.72,23.35
2021-07-05,9.63375,-0.030183817,3.06,21.72,19.47
2021-07-06,17.75791666666667,-0.105151169,4.38,27.17,23.63
2021-07-07,14.58375,-0.152781621,5.42,29.94,21.93
2021-07-08,11.257083333333336,0.223842204,7.21,29.92,28.98
2021-07-09,5.80125,0.176278725,2.26,20.44,22.24
2021-07-10,4.179999999999999,-0.102778144,2.72,19.3,14.75
2021-07-11,3.244583333333333,0.170925016,2.08,20.12,26.19
2021-07-12,4.122083333333333,0.3050967396,3.29,21.28,11.76
2021-07-13,7.637916666666669,-0.136003217,3.36,21.34,14.92
2021-07-14,8.787083333333333,0.1672702535999999,2.65,18.29,16.8
2021-07-15,6.1225,0.0750805014,2.38,17.67,16.84
2021-07-16,5.255833333333334,0.25,3.21,22.24,14.87
2021-07-17,15.309166666666664,0.0324629434,4.62,20.78,16.41
2021-07-18,7.213333333333335,0.0127565758,3.7,17.81,14.51
2021-07-19,16.330416666666668,-0.0069826805999999,3.17,17.97,14.15
2021-07-20,9.44875,-0.019740718,2.07,20.58,15.81
2021-07-21,10.707083333333337,0.1386815906,5.9,23.06,14.14
2021-07-22,6.074999999999999,0.170608455,4.12,17.54,16.11
2021-07-23,5.8254166666666665,-0.319999993,3.8,20.07,18.83
2021-07-24,4.2125,0.0,4.71,18.61,16.02
2021-07-25,6.790416666666666,0.0231674874,5.11,20.38,10.64
2021-07-26,6.289166666666666,0.091617082,4.5,19.32,14.56
2021-07-27,21.16291666666667,-0.0789409678,2.13,20.67,11.08
2021-07-28,15.773333333333335,0.0839383296,4.1,18.37,14.82
2021-07-29,10.912083333333335,-0.1949594885999999,3.86,19.03,11.21
2021-07-30,7.010416666666667,0.079317616,1.7,20.52,15.28
2021-07-31,5.8879166666666665,0.170000002,3.67,19.66,12.92
2021-08-01,18.932500000000005,0.0116171032,2.89,21.42,14.9
2021-08-02,9.341666666666669,0.00493655,4.31,18.74,12.65
2021-08-03,12.025416666666668,0.0878158018,3.92,18.23,12.73
2021-08-04,7.499166666666666,-0.0052968584,4.16,20.12,13.9
2021-08-05,6.996666666666667,0.1541819946,3.64,18.7,13.83
2021-08-06,7.572500000000002,-0.1324891215999999,2.88,20.49,14.83
2021-08-07,4.9437500000000005,0.1447065531999999,2.35,22.1,15.02
2021-08-08,5.584166666666667,0.0344860964,1.79,21.3,15.06
2021-08-09,12.202083333333333,0.366230345,4.47,19.87,14.36
2021-08-10,13.565,-0.049990326,3.02,20.34,15.36
2021-08-11,13.39125,-0.026115464,2.37,22.91,16.39
2021-08-12,13.415416666666664,0.1647972687999999,2.96,21.94,14.61
2021-08-13,13.245833333333332,0.063676343,2.99,21.9,18.32
2021-08-14,13.710416666666664,0.1059262307999999,3.24,21.43,22.15
2021-08-15,9.850833333333334,-0.028875466,3.53,22.86,19.93
2021-08-16,26.101250000000007,0.231251508,2.9,21.7,17.72
2021-08-17,15.948333333333338,0.135022178,4.45,21.53,16.24
2021-08-18,11.919583333333334,0.0616999364,4.26,23.59,23.35
2021-08-19,7.825833333333332,0.0818344261999999,4.75,21.1,10.19
2021-08-20,7.348333333333333,0.1618027061999999,0.8,20.51,13.47
2021-08-21,5.404583333333334,0.0302518908,3.0,18.44,13.75
2021-08-22,5.74875,0.1338937013999999,1.55,18.39,11.24
2021-08-23,34.755,-0.004848835,1.75,20.97,15.9
2021-08-24,29.37333333333333,-0.1177205974,2.51,18.89,14.21
2021-08-25,10.927083333333336,0.092409298,2.01,18.9,12.87
2021-08-26,15.185000000000002,0.018869422,4.48,21.95,24.91
2021-08-27,20.17625,0.034897208,5.17,20.07,22.76
2021-08-28,5.668333333333333,0.216248998,1.63,19.68,17.33
2021-08-29,6.619583333333335,0.1286991314,1.44,18.37,14.97
2021-08-30,5.111666666666666,0.0753093108,4.35,22.08,13.16
2021-08-31,5.024166666666666,0.1747563184,4.1,15.83,15.54
2021-09-01,7.354583333333334,0.2083772763999999,1.34,18.01,14.82
2021-09-02,8.205416666666666,0.053188216,3.8,18.16,12.7
2021-09-03,8.136249999999999,0.1932615716,1.47,19.61,13.38
2021-09-04,15.601666666666668,0.167299193,2.46,18.99,15.31
2021-09-05,18.780416666666664,0.150000006,4.9,18.74,18.71
2021-09-06,8.57375,0.0097589736,4.51,20.3,18.98
2021-09-07,8.102499999999997,0.1190304554,3.82,20.53,12.35
2021-09-08,4.01625,0.289999992,3.43,19.73,11.56
2021-09-09,4.4416666666666655,-0.065030232,3.62,19.84,13.15
2021-09-10,4.581666666666667,0.233333334,3.62,19.77,15.57
2021-09-11,5.132083333333333,0.3742140556,2.5,19.76,14.48
2021-09-12,5.884166666666666,0.0201088382,3.87,18.6,15.89
2021-09-13,7.130416666666665,-0.0521377529999999,4.86,19.89,13.63
2021-09-14,7.961249999999999,0.0844879044,4.12,20.05,15.82
2021-09-15,10.567916666666669,-0.0513257634,4.58,18.85,17.35
2021-09-16,10.205833333333333,0.1924436058,2.0,18.48,12.13
2021-09-17,8.77125,0.1090783952,2.51,18.4,14.57
2021-09-18,5.602499999999999,0.1729099862,1.65,19.18,15.06
2021-09-19,7.189166666666666,0.09398806,2.39,19.14,18.85
2021-09-20,7.784583333333333,0.0204960844,3.1,17.89,12.44
2021-09-21,9.817083333333333,0.1707678229999999,2.89,19.88,13.81
2021-09-22,11.762499999999998,0.2873328389999999,0.88,20.0,12.33
2021-09-23,7.622916666666666,0.1261394566,3.47,18.78,13.43
2021-09-24,7.418333333333336,0.207246054,3.69,19.3,13.01
2021-09-25,8.265416666666667,-0.109999999,3.42,18.43,12.14
2021-09-26,7.874166666666665,0.01,3.5,18.98,16.19
2021-09-27,7.28,-0.018255744,5.56,21.84,12.1
2021-09-28,7.285833333333333,0.0351707908,3.99,18.51,12.32
2021-09-29,5.512499999999999,-0.0336438994,3.79,20.56,14.98
2021-09-30,9.554583333333335,0.0990568412,2.92,19.94,12.25
2021-10-01,16.94041666666667,0.0980338618,4.65,21.21,22.23
2021-10-02,14.334999999999996,-0.02,4.03,24.1,19.35
2021-10-03,11.445416666666668,0.200193495,5.22,21.94,18.78
2021-10-04,16.2,0.3025066586,4.97,23.64,19.9
2021-10-05,15.466249999999995,0.072630003,3.65,19.81,15.93
2021-10-06,10.984583333333331,0.1256785446,5.22,24.18,16.96
2021-10-07,20.66625,-0.076203724,5.5,25.93,23.53
2021-10-08,16.472916666666663,-0.135275495,7.45,27.12,27.49
2021-10-09,15.310416666666669,-0.035262154,6.91,29.0,37.26
2021-10-10,14.43416666666667,0.1120941244,5.87,26.02,30.6
2021-10-11,25.441666666666663,-0.281058013,4.81,25.37,28.67
2021-10-12,23.41791666666667,-0.363561034,5.76,30.13,21.89
2021-10-13,19.571250000000003,0.0144830692,5.71,28.48,16.47
2021-10-14,13.204999999999998,0.117158376,3.49,30.16,30.3
2021-10-15,15.286250000000004,0.1253073372,7.21,33.85,33.32
2021-10-16,16.178749999999997,0.18747884,5.22,27.51,21.97
2021-10-17,5.670416666666665,-0.0591022008,2.85,23.24,29.36
2021-10-18,8.71583333333333,-0.0421345595999999,3.21,19.53,32.73
2021-10-19,10.072083333333332,0.166351274,3.83,24.4,29.29
2021-10-20,16.06,0.0032363922,5.11,25.02,21.95
2021-10-21,14.545416666666664,0.095039301,3.98,26.38,20.99
2021-10-22,11.404583333333331,0.2329391626,3.28,24.84,22.45
2021-10-23,12.936250000000005,0.041523602,3.0,19.55,21.54
2021-10-24,5.815833333333331,0.2026457806,1.79,12.82,21.96
2021-10-25,11.800416666666669,0.0505373924,2.12,13.93,20.12
2021-10-26,12.722916666666668,0.058743869,1.48,15.88,22.09
2021-10-27,10.739583333333334,-0.142236978,3.85,18.34,27.78
2021-10-28,10.529583333333331,-0.076635465,4.92,21.29,24.53
2021-10-29,14.21458333333333,0.1017035335999999,6.85,19.58,27.15
2021-10-30,13.614999999999997,0.072382093,4.77,19.84,24.39
2021-10-31,14.406666666666672,0.1297376798,7.85,24.8,26.3
2021-11-01,16.627916666666664,0.187623963,5.62,21.26,23.98
2021-11-02,11.553333333333336,0.1261686719999999,4.56,20.59,23.96
2021-11-03,21.29625,-0.0962127,5.36,18.45,24.77
2021-11-04,35.14583333333333,0.250193506,20.03,30.17,24.05
2021-11-05,15.209583333333333,0.1184501306,9.13,28.87,29.58
2021-11-06,17.355,0.30776906,7.72,23.74,26.39
2021-11-07,16.0796,0.0431917708,8.98,20.55,25.47
2021-11-08,14.181666666666665,0.154939532,6.28,22.87,23.05
2021-11-09,15.12375,-0.13126421,7.98,22.15,28.37
2021-11-10,18.61625,0.061899628,5.46,17.92,28.82
2021-11-11,13.800833333333332,-0.1915219794,6.15,22.29,24.63
2021-11-12,14.764166666666668,0.54307735,5.36,26.27,30.89
2021-11-13,12.340000000000002,0.013406857,5.08,18.27,28.16
2021-11-14,15.247916666666663,0.0731741176,5.03,19.09,31.43
2021-11-15,17.230416666666667,0.721620381,4.44,20.09,22.31
2021-11-16,13.487500000000004,0.1369758052,4.79,20.66,25.69
2021-11-17,22.149166666666662,-0.316753387,3.74,19.09,26.41
2021-11-18,18.99375,0.3153290922,3.17,17.34,19.68
2021-11-19,21.507500000000004,0.0028234438,3.0,26.48,31.66
2021-11-20,13.008333333333338,0.554921389,3.02,20.62,29.91
2021-11-21,16.202499999999997,0.083102276,2.26,23.26,27.5
2021-11-22,23.255416666666672,0.17774488,4.75,37.09,31.37
2021-11-23,20.560416666666665,0.064925155,4.38,30.8,36.72
2021-11-24,16.604583333333334,-0.093047224,1.74,15.27,22.0
2021-11-25,25.903333333333325,0.0066523492,2.58,15.92,24.19
2021-11-26,28.552499999999995,-0.1023460262,0.74,17.51,23.54
2021-11-27,10.8525,-0.0260314411999999,1.05,18.65,23.33
2021-11-28,14.86625,0.907146275,0.74,17.44,22.13
2021-11-29,19.604166666666668,0.130544201,0.37,19.74,21.06
2021-11-30,15.181250000000004,0.0462367872,1.13,16.38,21.47
2021-12-01,12.631666666666671,0.0422436477999999,3.18,16.81,21.0
2021-12-02,18.3775,0.0082540144,0.19,19.11,20.89
2021-12-03,13.428333333333333,0.193660619,1.02,17.26,19.04
2021-12-04,13.095416666666663,0.0561011601999999,0.28,17.17,24.97
2021-12-05,11.75708333333334,-0.1522475324,1.51,18.7,23.23
2021-12-06,12.950833333333335,-0.04877267,1.77,18.51,21.49
2021-12-07,12.0625,0.058775413179551116,1.27,13.04,17.11
2021-12-08,12.139166666666668,-0.021342212,0.73,16.26,19.9
2021-12-09,15.445,0.2241829936,1.12,13.87,19.69
2021-12-10,18.666666666666668,-0.308663845,0.41,15.56,20.15
2021-12-11,13.4625,0.2265176314,1.2,21.22,19.92
2021-12-12,18.962083333333336,0.2851665578,2.16,16.06,27.67
2021-12-13,10.926666666666668,0.0115290314,1.81,10.24,18.58
2021-12-14,17.613333333333326,0.280000001,1.08,10.38,18.55
2021-12-15,15.102083333333338,-0.509053826,0.62,16.46,21.16
2021-12-16,17.707500000000003,0.1322490916,1.38,12.55,20.5
2021-12-17,12.457916666666668,0.222007319,2.6,10.72,17.77
2021-12-18,13.291666666666664,-0.0568344344,0.94,9.71,15.13
2021-12-19,15.909999999999998,-0.651844084,2.53,10.74,18.82
2021-12-20,17.869999999999997,-4.749919999998964e-05,3.0,15.51,16.69
2021-12-21,14.503333333333332,-0.105006047,2.21,5.97,19.94
2021-12-22,22.02375,-0.072605819,2.32,7.27,25.86
2021-12-23,12.472916666666668,0.1929254674,2.12,24.55,23.77
2021-12-24,16.227499999999996,-0.051593151,2.88,12.06,13.35
2021-12-25,13.542916666666663,0.1368276962,2.5,14.82,13.74
2021-12-26,11.375000000000002,-0.0367230931999999,2.15,11.96,20.13
2021-12-27,9.577083333333334,0.064005702,1.93,17.95,22.39
2021-12-28,11.250416666666665,0.019403684,3.01,14.71,19.36
2021-12-29,17.67125,0.1774812864,6.32,15.29,21.61
2021-12-30,14.000000000000002,-0.1315212474,7.16,16.34,21.54
2021-12-31,11.903333333333334,0.433663845,7.27,17.24,20.78
