date,open_SO2,sate_SO2,"Adarsh Nagar, Jaipur - RSPCB","Police Commissionerate, Jaipur - RSPCB"
2021-05-03,19.101666666666663,-0.249884427,12.55,10.36
2021-05-04,11.4375,0.0684824491999999,16.4,11.09
2021-05-05,9.412083333333332,0.05148609,18.11,19.6
2021-05-06,19.2525,0.2593980965999999,17.85,8.78
2021-05-07,10.547499999999998,0.01744562,16.19,18.05
2021-05-08,10.03375,-0.0213490414,18.5,17.5
2021-05-09,10.597916666666668,-0.02614259,15.94,17.33
2021-05-10,14.176666666666668,-0.098322682,15.65,21.81
2021-05-11,10.930416666666666,0.029961271,16.24,20.09
2021-05-12,14.934166666666668,-0.096519299,16.47,18.37
2021-05-13,11.96125,0.386490673,16.19,12.31
2021-05-14,9.136666666666668,-0.125668064,16.32,9.26
2021-05-15,9.507083333333332,0.0743822182,14.31,6.59
2021-05-16,12.167916666666663,0.325472921,17.06,9.29
2021-05-17,9.505416666666669,-0.0063609439999999,12.9,12.73
2021-05-18,4.1675,-0.0489671348,14.02,5.77
2021-05-19,4.327083333333333,0.0441420634,13.7,3.07
2021-05-20,9.1,-0.035923045,13.12,11.31
2021-05-21,13.952499999999995,0.085275091,14.05,8.62
2021-05-22,8.547083333333333,-0.0079635218,18.82,12.63
2021-05-23,7.389166666666667,0.1057081,14.18,16.76
2021-05-24,8.1525,-0.0026966708,15.41,20.64
2021-05-25,10.007916666666665,-0.115153641,16.37,15.14
2021-05-26,7.374166666666667,0.013626517,11.14,9.89
2021-05-27,12.91375,-0.108801104,10.22,10.32
2021-05-28,7.219166666666669,0.017741002,7.93,13.61
2021-05-29,7.107916666666667,0.164891496,9.84,18.86
2021-05-30,9.949583333333331,0.169033691,9.36,8.86
2021-05-31,15.274166666666664,-0.0310746674,8.79,9.66
2021-06-01,9.720416666666669,0.127915293,8.13,5.67
2021-06-02,12.82541666666667,-0.0320789044,8.92,7.59
2021-06-03,17.310416666666665,0.008727619,12.28,12.7
2021-06-04,12.33625,-0.01753621,12.52,29.74
2021-06-05,8.847916666666668,-0.059964474,12.83,25.44
2021-06-06,8.397499999999999,-0.018423157,12.01,20.34
2021-06-07,6.307916666666666,-0.0093357462,9.99,22.68
2021-06-08,5.842083333333334,0.093856186,11.44,8.19
2021-06-09,6.1433333333333335,-0.0181361952,10.12,9.18
2021-06-10,5.49875,-0.172161102,9.36,11.0
2021-06-11,5.5425,-0.039827131,9.43,10.11
2021-06-12,6.09875,0.078588598,8.44,8.44
2021-06-13,11.594166666666665,-0.150000006,9.93,9.93
2021-06-14,10.327500000000002,0.016158124,9.42,8.79
2021-06-15,10.15375,0.016745154,12.88,9.24
2021-06-16,14.868750000000004,-0.027910913,14.02,10.41
2021-06-17,11.244166666666668,0.092671372,12.66,10.06
2021-06-18,9.571666666666667,0.0670717666,13.63,13.58
2021-06-19,7.582500000000002,0.102825219,10.83,13.98
2021-06-20,5.39,-0.043045659,13.19,9.69
2021-06-21,4.843333333333334,0.046779484,14.68,10.78
2021-06-22,5.972916666666667,-0.052169826,14.48,11.1
2021-06-23,6.675833333333332,-0.0559374853999999,12.88,11.71
2021-06-24,5.8566666666666665,-0.037034817,13.25,8.74
2021-06-25,7.960833333333333,0.034967872,11.97,8.03
2021-06-26,5.405000000000001,-0.077113099,12.27,11.98
2021-06-27,9.029166666666669,0.077265702,12.98,9.17
2021-06-28,9.8825,-0.062328417,12.04,13.23
2021-06-29,6.035833333333334,0.072153673,13.06,11.83
2021-06-30,5.270833333333333,0.094427243,12.72,7.12
2021-07-01,6.822083333333332,-0.019761054,11.65,9.11
2021-07-02,6.363333333333334,0.0913877459999999,12.25,10.54
2021-07-03,8.070000000000002,0.239969701,10.63,15.37
2021-07-04,7.109166666666667,-0.0825691155999999,10.94,17.35
2021-07-05,10.113333333333337,0.170288712,12.51,12.48
2021-07-06,6.810416666666669,-0.080123231,10.94,10.52
2021-07-07,6.202916666666667,-0.023365226,11.88,18.7
2021-07-08,8.462083333333334,0.010642176,11.82,16.2
2021-07-09,8.682916666666666,-0.0041727646,11.92,14.14
2021-07-10,6.946249999999999,0.140000001,12.01,15.78
2021-07-11,5.137083333333334,-0.0254232554,9.81,19.27
2021-07-12,7.250416666666667,0.0319244345999999,9.8,21.2
2021-07-13,8.424583333333336,-0.209999993,9.2,20.26
2021-07-14,7.111249999999999,-0.0450441726,8.41,21.1
2021-07-15,7.003750000000001,-0.090019874,9.08,17.84
2021-07-16,8.3025,-0.025025368,9.34,15.31
2021-07-17,8.518750000000002,0.042059381,7.53,14.53
2021-07-18,6.431250000000001,0.0149570289999999,8.02,10.01
2021-07-19,13.92625,0.3043691932,12.27,11.57
2021-07-20,6.929583333333333,0.0604833032,12.83,20.19
2021-07-21,9.599166666666669,-0.117710158,12.84,11.86
2021-07-22,13.0775,-0.021778947,12.97,8.2
2021-07-23,17.95083333333334,0.0221015803999999,13.13,9.95
2021-07-24,9.544583333333335,-0.189999998,11.75,9.47
2021-07-25,7.349166666666666,-0.0531312564,13.39,7.72
2021-07-26,9.27,0.0272086556,12.77,6.67
2021-07-27,5.852916666666666,0.1252626586,11.93,8.58
2021-07-28,8.211666666666666,-0.0583122083999999,12.2,5.43
2021-07-29,9.19375,0.0675020122,10.49,6.4
2021-07-30,6.216666666666668,0.2489318954,11.42,8.44
2021-07-31,3.277083333333333,0.0412103965999999,11.25,6.96
2021-08-01,4.795,0.0691122152,12.37,7.52
2021-08-02,3.5537499999999995,0.142138207,12.55,9.39
2021-08-03,5.604583333333333,-0.051448044,17.46,8.99
2021-08-04,7.040000000000002,-0.0027920376,13.0,12.27
2021-08-05,9.1575,0.048662451,15.23,10.1
2021-08-06,12.401666666666667,0.301080942,10.64,9.83
2021-08-07,7.888333333333333,0.4837724473999999,9.34,6.88
2021-08-08,6.971249999999999,0.004550257,11.89,8.75
2021-08-09,6.414999999999999,0.142255157,11.83,8.58
2021-08-10,7.370833333333334,-0.0538178222,11.8,12.79
2021-08-11,8.225833333333332,0.153878897,11.09,11.29
2021-08-12,9.137083333333331,0.090434498,16.86,12.52
2021-08-13,8.190833333333332,0.066535927,15.98,12.41
2021-08-14,5.849166666666668,-0.035957269,13.22,10.82
2021-08-15,7.189583333333334,0.070090503,13.33,10.15
2021-08-16,9.464583333333335,-0.023241747,14.33,10.49
2021-08-17,9.715416666666664,0.056430802,15.57,10.73
2021-08-18,14.840000000000002,0.0588274,14.96,10.54
2021-08-19,10.43125,0.0437191169999999,16.03,12.23
2021-08-20,8.117083333333333,0.1147164966,13.83,14.64
2021-08-21,8.590833333333332,0.0175275038,9.32,12.22
2021-08-22,9.17458333333333,0.1789707242,11.17,10.44
2021-08-23,9.440833333333332,0.0974177868,11.56,11.25
2021-08-24,7.335833333333333,0.039237056,10.93,14.11
2021-08-25,7.2625,-0.036674283,10.22,10.02
2021-08-26,7.352083333333333,0.1176396134,13.6,12.07
2021-08-27,8.805000000000001,0.699999988,14.17,8.77
2021-08-28,9.24125,-0.0841182782,14.81,9.83
2021-08-29,8.599166666666667,-0.0719079678,13.62,8.84
2021-08-30,6.241666666666667,-0.0196319802,11.02,8.5
2021-08-31,5.926666666666667,0.0897492487999999,13.87,9.28
2021-09-01,7.297499999999999,-0.0923884388,14.98,11.79
2021-09-02,12.354166666666666,0.0080508419999999,16.58,11.2
2021-09-03,13.173333333333332,0.0560613083999999,13.85,12.52
2021-09-04,10.716666666666669,-0.0053694954,15.86,10.31
2021-09-05,13.09041666666667,-0.0599418809999999,14.27,17.66
2021-09-06,15.346666666666666,-0.0067081187999999,13.26,12.37
2021-09-07,5.401666666666667,-0.049443088,10.61,13.31
2021-09-08,6.0666666666666655,0.0237196988,11.08,15.68
2021-09-09,6.718333333333334,-0.0182668134,12.36,15.66
2021-09-10,5.409999999999999,0.0162376211999999,11.39,11.71
2021-09-11,4.6762500000000005,-0.2104993314,10.91,10.02
2021-09-12,5.396249999999999,-0.0011245307999999,12.31,10.95
2021-09-13,5.5995833333333325,0.0339713763999999,11.67,12.13
2021-09-14,5.400000000000001,0.096560408,15.11,14.4
2021-09-15,5.208750000000001,-0.103407659,13.84,14.54
2021-09-16,6.603749999999999,-0.023585942,13.82,10.53
2021-09-17,6.356666666666668,-0.0158323198,9.35,10.62
2021-09-18,4.86625,-0.024351442,12.51,6.38
2021-09-19,6.556666666666668,-0.032699812,13.67,7.3
2021-09-20,10.769583333333337,-0.0375756177999999,11.64,8.66
2021-09-21,14.015,0.0154779962,13.69,5.45
2021-09-22,10.714999999999998,0.033325287,18.55,7.64
2021-09-23,8.181249999999997,0.2771888972,16.7,8.48
2021-09-24,5.953333333333332,-0.019065883,11.37,9.66
2021-09-25,6.132083333333333,0.027183973,15.12,9.26
2021-09-26,5.306666666666666,-0.1066600572,14.67,9.63
2021-09-27,5.9925,-0.0402744373999999,13.23,7.97
2021-09-28,5.07375,-0.050976586,14.58,9.05
2021-09-29,7.14875,0.095926393,13.84,9.08
2021-09-30,11.795833333333334,0.0508138328,14.39,9.39
2021-10-01,11.56125,0.00194817,11.62,7.94
2021-10-02,7.455833333333333,-0.579999983,14.44,8.53
2021-10-03,8.474583333333333,0.060540471,17.46,7.68
2021-10-04,12.13375,0.0836022038,14.9,8.81
2021-10-05,15.048333333333334,-0.0104692858,15.15,8.55
2021-10-06,14.022083333333333,0.030076994,12.02,7.81
2021-10-07,23.758333333333336,-0.025103716,9.8,9.58
2021-10-08,18.34625,0.0001764288,13.5,5.66
2021-10-09,11.303333333333333,0.030398339,13.1,6.71
2021-10-10,12.67125,0.082281515,8.92,7.33
2021-10-11,13.83375,-0.0015976146,9.44,9.05
2021-10-12,19.24708333333333,0.089287683,9.93,8.4
2021-10-13,9.177083333333334,-0.0134590728,15.26,7.0
2021-10-14,9.792083333333336,0.091724463,8.91,7.86
2021-10-15,14.784999999999997,-0.0779958964,15.9,7.27
2021-10-16,14.74875,0.130286694,13.64,15.56
2021-10-17,9.609583333333331,0.0779907744,16.07,6.21
2021-10-18,6.417500000000001,-0.0528577035999999,12.32,11.58
2021-10-19,10.149166666666664,0.065687396,12.52,8.41
2021-10-20,13.585,0.034174417,13.46,8.81
2021-10-21,9.665,0.098629415,14.32,12.25
2021-10-22,10.076666666666666,-0.0335156268,11.89,8.95
2021-10-23,9.389583333333333,-0.0780315774,13.71,7.46
2021-10-24,12.06416666666667,0.0216647029999999,14.08,9.14
2021-10-25,13.2,-0.03744578,9.16,7.54
2021-10-26,12.695833333333333,0.033829417,5.62,9.16
2021-10-27,26.971666666666668,0.0289509464,9.77,11.74
2021-10-28,15.282083333333334,0.005554764,8.08,12.63
2021-10-29,14.622499999999995,0.0108851811999999,10.46,13.94
2021-10-30,15.110833333333334,0.087801628,10.64,11.52
2021-10-31,16.828750000000003,-0.0360131762,7.74,12.76
2021-11-01,17.186249999999998,-0.05418887,8.92,11.47
2021-11-02,19.96333333333333,-0.287043929,9.98,8.15
2021-11-03,22.032916666666665,0.0866913888,11.82,8.89
2021-11-04,19.77666666666666,0.019634944,17.16,11.14
2021-11-05,24.949166666666667,-0.0154157494,12.77,15.08
2021-11-06,17.965833333333332,-0.439065576,12.73,8.84
2021-11-07,9.5248,0.1061839047999999,10.86,12.55
2021-11-08,16.056249999999995,-0.0101866376,10.14,11.42
2021-11-09,29.732500000000005,-0.0097059849999999,8.04,10.84
2021-11-10,23.365,-0.0105606827999999,8.08,10.56
2021-11-11,21.815,0.000677033,9.15,13.09
2021-11-12,25.17333333333333,-0.0246063581999999,10.6,10.6
2021-11-13,18.62125,0.08780583,13.72,18.31
2021-11-14,23.48458333333333,-0.0471339666,11.48,24.95
2021-11-15,22.90291666666667,0.067223094,12.77,26.57
2021-11-16,15.63125,0.0600777465999999,13.0,26.01
2021-11-17,14.57375,-0.209799677,16.14,24.46
2021-11-18,14.162083333333335,1.32000005,7.39,9.03
2021-11-19,11.859166666666663,-0.0291487084,9.2,10.14
2021-11-20,9.355,-0.005251967,8.19,10.31
2021-11-21,13.8975,0.0083958158,8.8,10.81
2021-11-22,13.480416666666663,-0.089670658,9.46,9.55
2021-11-23,28.485833333333336,-4.963179999999748e-05,9.17,13.58
2021-11-24,16.788749999999997,-0.205971494,12.51,12.93
2021-11-25,19.282083333333336,0.0878274236,18.44,13.9
2021-11-26,15.996666666666671,0.177023262,15.48,15.61
2021-11-27,14.214166666666666,0.109876819,8.44,13.16
2021-11-28,11.7275,0.0344684773999999,8.77,12.87
2021-11-29,21.5725,-0.011015965,8.01,13.45
2021-11-30,19.72958333333333,0.0273134729999999,11.9,14.16
2021-12-01,16.440833333333334,0.0013586589999999,11.83,13.18
2021-12-02,12.400833333333331,0.0423027826,11.14,11.24
2021-12-03,12.304583333333332,-0.261341155,8.84,8.25
2021-12-04,11.02875,0.205551937,7.62,8.66
2021-12-05,14.441249999999998,0.0750880864,8.44,8.02
2021-12-06,9.154583333333331,0.37986365,6.83,8.48
2021-12-07,12.742916666666671,0.041494771542144634,10.13,10.26
2021-12-08,20.511666666666663,-0.086066969,10.23,8.56
2021-12-09,15.457083333333337,-0.0034777196,9.28,7.77
2021-12-10,14.563333333333333,0.000101815,12.66,8.54
2021-12-11,17.04416666666667,0.0335001692,12.55,9.18
2021-12-12,8.447083333333333,-0.154592305,10.14,7.98
2021-12-13,10.842083333333331,-0.019446557,10.81,8.22
2021-12-14,10.515000000000002,0.0434924304,11.73,6.92
2021-12-15,20.673333333333336,0.405831516,10.14,9.33
2021-12-16,16.417916666666667,-0.0011654553999999,12.82,6.72
2021-12-17,13.552916666666668,0.255703866,13.25,7.65
2021-12-18,7.421666666666667,-0.0772470124,11.14,9.3
2021-12-19,12.372916666666669,0.108204171,13.69,14.4
2021-12-20,26.17083333333333,-0.458671749,11.32,12.87
2021-12-21,26.18708333333333,-0.728280604,15.77,14.78
2021-12-22,26.23583333333333,0.039710067,16.6,13.35
2021-12-23,21.345,0.0324058112,14.52,17.22
2021-12-24,15.04916666666667,0.224644586,13.91,13.16
2021-12-25,13.53,0.1213279051999999,11.28,14.54
2021-12-26,14.014166666666664,0.0563548052,12.83,13.15
2021-12-27,10.518333333333327,-0.0364662502,8.01,9.98
2021-12-28,9.548333333333334,0.0637456221999999,9.39,8.93
2021-12-29,8.205833333333336,-0.070241101,10.33,13.4
2021-12-30,9.114583333333334,0.0085610033999999,8.91,13.98
2021-12-31,17.728750000000005,-0.39200002,11.66,12.07
