date,open_NO2,sate_NO2,"City Center, Gwalior - MPPCB","Phool Bagh, Gwalior - Mondelez Ind"
2021-01-04,6.752083333333334,4425920000000000.0,26.72,33.1575
2021-01-05,6.703749999999999,4486426000000000.0,30.37,31.72625
2021-01-06,15.744583333333331,6399580000000000.0,30.43,33.83
2021-01-07,10.763333333333335,4770744000000000.0,24.61,35.03285714285715
2021-01-08,7.06375,4113384000000000.0,26.15,29.34875
2021-01-09,6.892083333333333,3926704000000000.0,40.7,28.3075
2021-01-10,6.422083333333334,2959940000000000.0,31.74,27.67
2021-01-11,6.554166666666666,1674770000000000.0,31.42,26.14875
2021-01-12,8.825833333333334,4005062000000000.0,44.74,29.65222222222222
2021-01-13,15.588749999999996,2354120000000000.0,51.55,32.169999999999995
2021-01-14,20.74833333333333,3874524000000000.0,51.07,29.95888888888889
2021-01-15,16.586666666666666,4885500000000000.0,47.66,28.02375
2021-01-16,17.06416666666667,4428050000000000.0,47.31,29.401250000000005
2021-01-17,4.035833333333334,4835160000000000.0,29.56,24.195714285714285
2021-01-18,13.112083333333336,4507198000000000.0,30.91,25.867500000000007
2021-01-19,12.494583333333331,4798930000000000.0,42.25,33.4
2021-01-20,10.4125,2586620000000000.0,45.16,29.74875
2021-01-21,20.17708333333333,4583510000000000.0,49.57,29.383750000000003
2021-01-22,7.637916666666666,2913680000000000.0,37.61,30.742500000000003
2021-01-23,8.944166666666666,4639928000000000.0,34.33,28.551428571428573
2021-01-24,7.583749999999999,3866950000000000.0,33.05,25.25375
2021-01-25,11.14125,4328360000000000.0,33.67,27.11888888888889
2021-01-26,12.448999999999998,3456600000000000.0,35.33,26.62110168921193
2021-01-27,24.1175,1870060000000000.0,45.23,30.59444444444444
2021-01-28,16.658749999999998,3447418000000000.0,39.68,47.0525
2021-01-29,11.40208333333333,3109730000000000.0,50.83,27.53
2021-01-30,11.419583333333334,4479290000000000.0,54.1,33.45
2021-01-31,21.750416666666663,3590290000000000.0,58.95,34.536652533817886
2021-02-01,26.90291666666667,4611066000000000.0,55.43,27.792845028986765
2021-02-02,16.505833333333335,4072560000000000.0,57.76,27.302857142857142
2021-02-03,13.37708333333333,4502228000000000.0,54.4,30.798571428571428
2021-02-04,13.394999999999998,5936880000000000.0,37.96,30.10571428571429
2021-02-05,9.597083333333332,5501080000000000.0,30.34,28.7925
2021-02-06,7.625416666666667,3985576000000000.0,38.4,29.7325
2021-02-07,12.022916666666667,5222130000000000.0,36.81,26.50375
2021-02-08,14.2725,3612428000000000.0,49.72,33.865
2021-02-09,21.98041666666667,4481470000000000.0,48.08,42.4025
2021-02-10,20.062083333333334,3910780000000000.0,51.4,34.294285714285714
2021-02-11,13.88125,3792880000000000.0,48.36,38.53625
2021-02-12,11.980416666666663,3177730000000000.0,52.31,36.26375
2021-02-13,13.213750000000005,5952498000000000.0,51.14,35.5525
2021-02-14,10.918333333333337,3616560000000000.0,42.62,30.87
2021-02-15,14.812499999999998,3566020000000000.0,50.83,26.395714285714284
2021-02-16,11.502499999999998,4117736000000000.0,37.88,21.20142857142857
2021-02-17,22.28458333333333,5072322000000000.0,34.28,29.218333333333337
2021-02-18,16.154583333333335,5395350000000000.0,50.54,29.292500000000004
2021-02-19,14.80375,3657302000000000.0,47.95,25.882857142857144
2021-02-20,10.745416666666666,5414020000000000.0,52.95,26.514285714285712
2021-02-21,11.6125,2027010000000000.0,50.12,26.592857142857145
2021-02-22,10.875000000000004,4227844000000000.0,54.46,28.898571428571422
2021-02-23,13.4475,4920010000000000.0,54.48,28.822500000000005
2021-02-24,12.292916666666668,4896074000000000.0,55.47,32.4275
2021-02-25,3.5579166666666677,4512380000000000.0,47.27,29.651428571428568
2021-02-26,4.56,3922832000000000.0,32.75,30.012857142857143
2021-02-27,7.672499999999999,3948090000000000.0,36.36,27.37857142857143
2021-02-28,14.238333333333337,3265680000000000.0,46.67,26.53857142857143
2021-03-01,8.33875,4256942000000000.0,38.92,28.787142857142857
2021-03-02,5.477916666666666,3987890000000000.0,44.06,28.825714285714287
2021-03-03,11.569583333333332,4941396000000000.0,50.04,34.55333333333333
2021-03-04,13.593749999999998,4376080000000000.0,47.92,36.12
2021-03-05,9.384166666666664,3952838000000000.0,45.35,33.145
2021-03-06,6.82,3667530000000000.0,44.91,28.93166666666666
2021-03-07,5.234583333333332,3751834000000000.0,39.02,24.52
2021-03-08,6.4241666666666655,4377190000000000.0,21.74,23.451666666666668
2021-03-09,10.846666666666666,4341870000000000.0,36.73,26.758571428571432
2021-03-10,9.794583333333335,4329788000000000.0,45.67,27.85
2021-03-11,12.158333333333331,3238780000000000.0,36.24,22.708571428571428
2021-03-12,5.474583333333334,4278468000000000.0,22.84,24.198571428571427
2021-03-13,10.345,3783400000000000.0,28.37,27.585714285714285
2021-03-14,9.732608695652177,4114340000000000.0,36.03,31.09142857142857
2021-03-15,10.70375,4819650000000000.0,47.79,31.63428571428571
2021-03-16,12.870416666666667,4669620000000000.0,51.77,28.56571428571428
2021-03-17,11.062083333333334,4020558000000000.0,44.6,30.37714285714286
2021-03-18,14.248333333333331,4000580000000000.0,37.55,49.75
2021-03-19,6.084166666666667,3913904000000000.0,23.65,24.63
2021-03-20,10.817083333333334,5602200000000000.0,29.4,23.375
2021-03-21,6.210000000000001,4633534000000000.0,39.83,20.271666666666665
2021-03-22,9.55375,5341680000000000.0,30.27,23.02666666666667
2021-03-23,7.88625,4031266000000000.0,18.53,26.191666666666663
2021-03-24,7.224166666666665,5238870000000000.0,29.99,26.85
2021-03-25,10.89,3972540000000000.0,30.72,28.723333333333333
2021-03-26,7.25375,4593110000000000.0,39.22,35.35666666666667
2021-03-27,6.885416666666665,4583080000000000.0,46.16,46.24333333333333
2021-03-28,9.217083333333331,5084514000000000.0,35.88,31.76666666666667
2021-03-29,3.4904166666666665,3973880000000000.0,30.4,21.697142857142858
2021-03-30,2.31125,4080286000000000.0,11.56,20.78
2021-03-31,7.6925,5375840000000000.0,22.96,19.11
2021-04-01,7.214583333333334,4215470000000000.0,29.45,17.26875
2021-04-02,9.57,4334640000000000.0,45.93,20.06625
2021-04-03,6.504583333333333,4440550000000000.0,40.02,22.645
2021-04-04,8.758333333333333,5016950000000000.0,40.02,18.35998788612962
2021-04-05,7.286249999999998,4256680000000000.0,46.52,33.18125
2021-04-06,9.672083333333331,4029536000000000.0,36.48,18.0225
2021-04-07,8.997083333333332,4542040000000000.0,30.12,18.6575
2021-04-08,6.282083333333335,4052940000000000.0,24.08,18.227500000000003
2021-04-09,7.445,5646120000000000.0,43.97,17.51125
2021-04-10,6.77375,4451210000000000.0,39.46,15.62125
2021-04-11,4.18125,5170840000000000.0,36.4,14.5925
2021-04-12,7.227916666666666,4409220000000000.0,32.67,19.4425
2021-04-13,9.789166666666668,4494896000000000.0,48.52,18.4875
2021-04-14,7.529166666666666,5089430000000000.0,32.77,15.12375
2021-04-15,3.38875,3827156000000000.0,29.2,15.951250000000002
2021-04-16,4.556666666666666,6631290000000000.0,16.62,15.332499999999998
2021-04-17,5.156666666666667,4829450000000000.0,12.35,16.450000000000003
2021-04-18,7.787083333333334,4257920000000000.0,25.35,17.25
2021-04-19,9.87,4180940000000000.0,34.29,17.9675
2021-04-20,5.129583333333334,4567090000000000.0,25.89,14.27125
2021-04-21,6.789583333333334,5254890000000000.0,12.41,14.1375
2021-04-22,3.99875,4105844000000000.0,17.38,13.97625
2021-04-23,6.997083333333332,6221470000000000.0,14.46,17.736250000000002
2021-04-24,4.717083333333333,3838096000000000.0,16.26,15.15375
2021-04-25,5.861250000000001,5122480000000000.0,27.68,15.29375
2021-04-26,10.840416666666668,4856590000000000.0,40.65,15.055
2021-04-27,9.16666666666667,5384020000000000.0,39.99,18.44875
2021-04-28,11.9575,4445480000000000.0,36.82,18.9525
2021-04-29,6.477083333333333,4138462000000000.0,30.83,15.2275
2021-04-30,4.765833333333332,5130980000000000.0,26.64,14.4775
2021-05-01,5.634583333333333,3619652000000000.0,24.14,13.63375
2021-05-02,3.492916666666666,5102450000000000.0,11.77,15.5325
2021-05-03,3.4375,4721020000000000.0,12.84,17.9
2021-05-04,11.10875,3713420000000000.0,24.75,16.995
2021-05-05,3.5812500000000007,4630190000000000.0,21.78,16.41875
2021-05-06,3.420833333333332,7045870000000000.0,11.38,16.08125
2021-05-07,4.547916666666667,4483440000000000.0,20.72,17.2375
2021-05-08,6.315000000000001,3920364000000000.0,16.44,17.3175
2021-05-09,6.792916666666666,5837300000000000.0,11.93,17.43285714285714
2021-05-10,6.040833333333333,4991394000000000.0,13.86,16.174999999999997
2021-05-11,9.134583333333332,6310520000000000.0,12.66,16.66375
2021-05-12,3.501666666666668,4085610000000000.0,13.09,16.915
2021-05-13,7.479999999999999,7787340000000000.0,10.66,18.715
2021-05-14,8.0125,5691278000000000.0,12.26,18.79625
2021-05-15,2.4566666666666666,3757122000000000.0,15.0,20.965
2021-05-16,6.803333333333331,6003690000000000.0,13.12,16.265
2021-05-17,3.712916666666667,5525430000000000.0,11.52,15.1725
2021-05-18,3.69125,4480560000000000.0,12.15,14.31
2021-05-19,4.050833333333333,4919498000000000.0,8.8,17.0225
2021-05-20,4.080416666666666,6426010000000000.0,14.6,16.28
2021-05-21,15.300833333333337,3506680000000000.0,14.28,16.21875
2021-05-22,3.960416666666667,5389540000000000.0,21.76,17.537499999999998
2021-05-23,3.97625,4910490000000000.0,26.92,17.53875
2021-05-24,3.8241666666666663,4470224000000000.0,21.61,17.642500000000002
2021-05-25,4.977916666666666,5138160000000000.0,31.89,17.2025
2021-05-26,9.688333333333334,4328056000000000.0,28.96,15.63
2021-05-27,6.255416666666669,4839570000000000.0,22.17,14.1925
2021-05-28,2.8225,4138030000000000.0,8.99,14.04625
2021-05-29,3.8425,5864650000000000.0,8.99,13.52875
2021-05-30,8.101666666666665,5542210000000000.0,11.19,14.70857142857143
2021-05-31,6.8616666666666655,4557708000000000.0,13.6,17.33285714285714
2021-06-01,4.058750000000001,5855560000000000.0,13.03,23.882857142857144
2021-06-02,8.5075,4355776000000000.0,14.67,14.623333333333337
2021-06-03,5.932916666666666,5502460000000000.0,12.76,14.97777777777778
2021-06-04,2.367083333333333,5056218000000000.0,17.34,13.789090909090907
2021-06-05,3.5583333333333336,3259320000000000.0,14.0,13.103636363636362
2021-06-06,2.44125,4688660000000000.0,22.78,10.50777777777778
2021-06-07,2.210833333333333,5491670000000000.0,22.52,11.503636363636362
2021-06-08,2.262916666666667,4398000000000000.0,13.21,10.146000000000004
2021-06-09,2.224166666666667,4356040000000000.0,21.55,10.203
2021-06-10,6.296250000000001,5443680000000000.0,9.9,10.547999999999998
2021-06-11,4.336666666666667,4926538000000000.0,10.59,12.723
2021-06-12,2.285416666666667,6664930000000000.0,8.11,13.015
2021-06-13,2.842083333333333,5631790000000000.0,14.37,12.855555555555556
2021-06-14,3.62875,8600910000000000.0,15.12,12.858
2021-06-15,7.310833333333335,4561420000000000.0,11.29,11.933
2021-06-16,5.391249999999999,4921850000000000.0,14.41,14.406
2021-06-17,3.514583333333334,4098330000000000.0,12.44,13.534545454545457
2021-06-18,4.3308333333333335,4343968000000000.0,8.69,12.254545454545456
2021-06-19,7.389166666666669,3885430000000000.0,11.11,13.116363636363635
2021-06-20,2.75875,4170920000000000.0,14.07,12.59909090909091
2021-06-21,8.362083333333334,6216360000000000.0,12.89,13.11181818181818
2021-06-22,3.5,3838950000000000.0,14.88,12.88
2021-06-23,3.629166666666667,6299870000000000.0,11.76,11.143636363636364
2021-06-24,3.3062500000000004,4806370000000000.0,10.43,11.224545454545456
2021-06-25,3.62125,4614687400000000.0,11.66,11.668181818181818
2021-06-26,2.614583333333333,6282350000000000.0,9.55,12.695
2021-06-27,2.96125,4893106000000000.0,10.22,13.875
2021-06-28,3.5087500000000014,5405370000000000.0,12.92,15.666363636363634
2021-06-29,2.1358333333333337,3817690000000000.0,23.47,14.075454545454546
2021-06-30,2.09375,5181080000000000.0,14.07,12.488181818181818
2021-07-01,2.36875,3652150000000000.0,10.02,12.159999999999998
2021-07-02,2.547916666666667,4680120000000000.0,11.73,12.405454545454546
2021-07-03,4.3425,5267970000000000.0,16.98,13.987272727272726
2021-07-04,1.7458333333333336,3889011400000000.0,14.82,15.20090909090909
2021-07-05,2.549583333333333,5088390000000000.0,25.65,16.182727272727274
2021-07-06,1.995833333333333,4842320000000000.0,13.53,13.832727272727272
2021-07-07,2.0500000000000003,5336410000000000.0,11.76,20.52
2021-07-08,9.824583333333331,3679070000000000.0,10.54,12.97
2021-07-09,5.545833333333332,5110600000000000.0,11.05,12.8
2021-07-10,3.8329166666666654,4547660000000000.0,13.73,9.01
2021-07-11,8.087083333333336,4070160000000000.0,9.42,11.227857142857143
2021-07-12,4.2562500000000005,5091858000000000.0,11.04,12.061428571428571
2021-07-13,3.574583333333333,4288164000000000.0,11.69,11.815714285714288
2021-07-14,2.9129166666666664,3590500000000000.0,10.04,12.924615384615382
2021-07-15,2.4000000000000004,3117260000000000.0,7.75,11.755
2021-07-16,4.069166666666667,3593200000000000.0,9.88,12.464285714285714
2021-07-17,4.214583333333334,4406118000000000.0,12.12,14.942857142857145
2021-07-18,3.609166666666667,4277330000000000.0,11.06,15.331428571428573
2021-07-19,8.310416666666667,4539632000000000.0,16.67,16.18642857142857
2021-07-20,7.384166666666666,3494502000000000.0,8.92,14.63928571428571
2021-07-21,6.235833333333335,4210066000000000.0,10.67,15.039285714285716
2021-07-22,8.566666666666665,3901652000000000.0,10.32,13.197142857142856
2021-07-23,8.383333333333333,6249830000000000.0,10.1,12.885000000000002
2021-07-24,5.9,3206817400000000.0,13.79,12.275
2021-07-25,4.75,3729510000000000.0,9.96,11.793846153846156
2021-07-26,6.376250000000002,3367350000000000.0,11.21,12.834285714285716
2021-07-27,5.902916666666667,5443016000000000.0,9.34,13.66
2021-07-28,5.6433333333333335,4456170000000000.0,11.4,12.208666666666664
2021-07-29,4.214166666666666,3969122000000000.0,10.34,11.512
2021-07-30,9.358333333333336,3966590000000000.0,11.2,12.156
2021-07-31,7.554583333333333,3607150000000000.0,9.67,11.473333333333334
2021-08-01,4.19875,4076586000000000.0,8.98,10.83
2021-08-02,6.242083333333333,3884506000000000.0,8.86,12.442666666666666
2021-08-03,5.62625,4369382000000000.0,7.91,12.891333333333332
2021-08-04,8.396666666666667,4342918000000000.0,9.08,12.59266666666667
2021-08-05,6.316249999999999,4393206000000000.0,13.91,12.749333333333334
2021-08-06,8.389583333333334,4085040000000000.0,16.53,12.691999999999998
2021-08-07,9.475,3820001400000000.0,12.68,14.194
2021-08-08,6.607916666666667,4184160000000000.0,12.75,12.768661013527154
2021-08-09,4.04625,4148614000000000.0,11.96,13.605714285714283
2021-08-10,2.2845833333333343,4367190000000000.0,8.93,12.024
2021-08-11,3.115,4110290000000000.0,9.28,12.438
2021-08-12,3.689166666666667,4873886000000000.0,11.83,13.791999999999998
2021-08-13,3.137083333333333,4709690000000000.0,10.25,14.408
2021-08-14,2.72625,3431422000000000.0,10.02,14.985
2021-08-15,3.12,4577170000000000.0,10.96,13.8
2021-08-16,6.015,4502730000000000.0,10.41,14.4225
2021-08-17,10.29541666666667,4927250000000000.0,12.02,19.19125
2021-08-18,14.720833333333331,4377370000000000.0,13.39,11.468571428571426
2021-08-19,9.361666666666666,4311048000000000.0,12.09,10.476428571428572
2021-08-20,9.9325,3683396000000000.0,15.54,10.88857142857143
2021-08-21,5.302083333333333,3647880000000000.0,9.55,10.19
2021-08-22,8.272916666666665,4334300000000000.0,10.71,10.353636363636364
2021-08-23,4.976249999999999,3718800000000000.0,8.95,10.352142857142857
2021-08-24,3.6204166666666673,6419470000000000.0,9.38,11.102307692307692
2021-08-25,3.675,3523050000000000.0,9.46,11.055384615384618
2021-08-26,5.587916666666666,4010330000000000.0,10.47,10.632142857142856
2021-08-27,7.7525,4515090000000000.0,11.05,10.890769230769232
2021-08-28,8.801666666666666,4295812000000000.0,12.86,9.979166666666666
2021-08-29,4.329583333333333,3932842000000000.0,11.8,9.603636363636364
2021-08-30,6.316666666666666,4312156000000000.0,8.42,9.840769230769231
2021-08-31,9.357916666666666,4444710000000000.0,11.12,11.996923076923077
2021-09-01,5.907083333333335,3707390000000000.0,11.93,12.657142857142857
2021-09-02,4.306666666666666,4789450000000000.0,14.12,11.76214285714286
2021-09-03,7.780833333333331,5491120000000000.0,11.49,12.657142857142857
2021-09-04,6.649166666666667,4547806000000000.0,10.3,12.786923076923076
2021-09-05,7.725416666666668,4491900000000000.0,14.12,12.701538461538462
2021-09-06,8.3225,4321230000000000.0,17.5,12.962142857142856
2021-09-07,4.861249999999999,5794180000000000.0,9.86,13.92357142857143
2021-09-08,5.640416666666667,4221662000000000.0,7.96,13.548461538461538
2021-09-09,5.027083333333333,4945742000000000.0,8.55,13.508571428571427
2021-09-10,6.896250000000001,3991359400000000.0,8.33,13.744615384615384
2021-09-11,6.383749999999999,3545350000000000.0,7.75,12.16153846153846
2021-09-12,4.266666666666666,4209420000000000.0,10.23,11.809166666666668
2021-09-13,5.679166666666666,3921208000000000.0,15.29,12.03
2021-09-14,3.523333333333333,5147470000000000.0,9.36,11.688461538461535
2021-09-15,3.091666666666667,3744070000000000.0,7.34,11.549285714285713
2021-09-16,7.212083333333335,4324770000000000.0,7.45,11.642857142857144
2021-09-17,7.742083333333333,4271368000000000.0,8.22,11.75
2021-09-18,5.090000000000001,4444952000000000.0,6.01,12.119285714285716
2021-09-19,4.157083333333333,4535210000000000.0,8.69,13.98153846153846
2021-09-20,6.334583333333335,4710354000000000.0,10.92,13.095714285714283
2021-09-21,4.745833333333335,4159948000000000.0,13.05,13.239285714285714
2021-09-22,5.5275,3753056000000000.0,10.96,13.702666666666667
2021-09-23,4.484166666666666,4291790000000000.0,9.89,13.208666666666668
2021-09-24,9.45875,4066096000000000.0,11.28,14.631428571428572
2021-09-25,11.717916666666667,4118700000000000.0,9.66,14.633571428571427
2021-09-26,4.432916666666667,3924640000000000.0,12.07,13.49076923076923
2021-09-27,3.919583333333333,4913128000000000.0,17.15,14.023846153846154
2021-09-28,3.5162500000000008,3620090000000000.0,10.34,13.783571428571433
2021-09-29,4.715833333333333,4490158000000000.0,8.35,13.031428571428572
2021-09-30,11.721250000000005,3641450000000000.0,11.8,12.722857142857142
2021-10-01,19.59583333333333,4487712000000000.0,16.55,13.993571428571428
2021-10-02,3.1187500000000004,4494500000000000.0,13.52,13.753076923076922
2021-10-03,2.3516666666666666,4327560000000000.0,11.01,13.364285714285712
2021-10-04,6.285416666666667,3841902000000000.0,14.86,13.251428571428573
2021-10-05,9.493333333333334,4733430000000000.0,17.6,15.120714285714284
2021-10-06,10.815833333333332,4768136000000000.0,15.34,15.710714285714287
2021-10-07,10.548333333333332,4114780000000000.0,23.83,17.105
2021-10-08,10.287916666666666,4242932000000000.0,27.86,21.127857142857145
2021-10-09,5.473750000000002,5041430000000000.0,29.06,23.250714285714285
2021-10-10,9.805833333333334,3202310000000000.0,25.32,19.77785714285714
2021-10-11,14.78125,6644344000000000.0,28.76,20.532857142857143
2021-10-12,12.39,3343460000000000.0,33.54,19.287857142857145
2021-10-13,9.464583333333332,4216310000000000.0,40.5,19.11
2021-10-14,8.577083333333333,3790750000000000.0,46.75,20.540000000000003
2021-10-15,11.855416666666668,4459576000000000.0,39.86,18.68416666666667
2021-10-16,6.607916666666667,4681030000000000.0,36.22,17.553846153846152
2021-10-17,6.218750000000001,3999662000000000.0,19.56,16.440714285714282
2021-10-18,11.279583333333337,4733206000000000.0,11.38,13.260714285714284
2021-10-19,4.383749999999999,3253760000000000.0,17.58,13.16
2021-10-20,5.02875,4157768000000000.0,22.37,0.02
2021-10-21,3.835833333333333,4334640000000000.0,22.05,19.27642857142857
2021-10-22,5.025833333333334,4440808000000000.0,30.12,18.83642857142857
2021-10-23,12.090000000000002,4204600000000000.0,31.38,94.61
2021-10-24,11.982083333333335,3935830000000000.0,23.83,17.040000000000003
2021-10-25,14.786666666666669,4126460000000000.0,16.65,18.30785714285715
2021-10-26,19.078333333333333,4303940000000000.0,55.99,19.26642857142857
2021-10-27,11.922083333333331,3011340400000000.0,37.35,20.63357142857143
2021-10-28,14.946666666666667,4177410000000000.0,44.26,22.337857142857143
2021-10-29,13.157916666666669,5027570000000000.0,45.96,24.41142857142857
2021-10-30,6.660833333333334,4183710000000000.0,46.21,0.37
2021-10-31,10.715416666666668,3566742000000000.0,37.49,25.813571428571432
2021-11-01,22.58125,3778370000000000.0,43.68,0.02
2021-11-02,15.443333333333335,3493282000000000.0,42.09,26.14
2021-11-03,16.139583333333334,4397410000000000.0,40.64,0.02
2021-11-04,32.615833333333335,4349710000000000.0,30.62,27.64214285714285
2021-11-05,13.635000000000003,3951462000000000.0,38.15,26.71692307692308
2021-11-06,7.778333333333333,4395260000000000.0,42.39,48.11
2021-11-07,11.6704,3751366000000000.0,33.03,24.65
2021-11-08,14.099166666666669,2984050000000000.0,52.83,47.41
2021-11-09,12.734583333333337,4243870000000000.0,59.1,27.71846153846154
2021-11-10,15.405416666666667,5200580000000000.0,59.3,29.893076923076915
2021-11-11,17.048750000000002,5000790000000000.0,58.43,27.93
2021-11-12,15.500416666666665,3803483400000000.0,56.13,27.44714285714286
2021-11-13,12.142916666666665,4116600000000000.0,54.83,30.705384615384613
2021-11-14,14.34958333333333,4116278000000000.0,54.51,29.2223076923077
2021-11-15,15.135416666666666,4034210000000000.0,57.71,28.687857142857148
2021-11-16,18.66375,4068562000000000.0,60.25,29.29214285714286
2021-11-17,21.58,4581290000000000.0,55.7,28.187142857142856
2021-11-18,11.531250000000002,4181166000000000.0,56.74,29.03916666666667
2021-11-19,27.140833333333337,4060904000000000.0,45.57,28.90833333333333
2021-11-20,12.259166666666667,4795164000000000.0,37.49,47.51
2021-11-21,10.54375,4411000000000000.0,48.99,23.390714285714285
2021-11-22,7.876666666666668,5564010000000000.0,55.43,24.289285714285715
2021-11-23,18.25333333333333,4621024000000000.0,44.75,25.96285714285714
2021-11-24,18.154166666666665,5214100000000000.0,47.86,27.42
2021-11-25,23.150833333333328,4163588000000000.0,51.01,28.42928571428572
2021-11-26,16.103749999999994,4327270000000000.0,56.88,29.47785714285715
2021-11-27,11.150833333333331,5006490000000000.0,52.64,27.10142857142857
2021-11-28,16.374583333333334,3968074000000000.0,45.85,25.86846153846153
2021-11-29,13.059166666666668,6409510000000000.0,52.29,23.41357142857143
2021-11-30,18.015416666666663,3869206000000000.0,52.68,94.55
2021-12-01,11.367083333333332,4034298000000000.0,53.94,27.3925
2021-12-02,16.43375,3781734000000000.0,49.49,26.69272727272727
2021-12-03,26.481250000000003,4342300000000000.0,42.02,25.696666666666665
2021-12-04,13.72625,4439938000000000.0,48.51,23.78538461538461
2021-12-05,13.624999999999998,4496984000000000.0,41.17,94.59
2021-12-06,12.570416666666668,5841110000000000.0,43.14,23.826153846153847
2021-12-07,16.36041666666667,5021198000000000.0,46.93,22.45583333333333
2021-12-08,17.90791666666667,3871590000000000.0,47.31,23.13833333333333
2021-12-09,15.853333333333332,4740066000000000.0,49.73,27.405
2021-12-10,12.119583333333331,4053480000000000.0,52.13,26.189166666666665
2021-12-11,15.284583333333332,4070992000000000.0,46.71,25.02333333333333
2021-12-12,16.441666666666666,4277870000000000.0,45.66,94.63
2021-12-13,12.46375,2745930000000000.0,50.41,31.004615384615384
2021-12-14,13.562916666666668,6818012000000000.0,46.3,31.157692307692304
2021-12-15,19.03375,3528660000000000.0,47.84,30.63769230769231
2021-12-16,14.931666666666665,5870390000000000.0,40.62,29.49538461538462
2021-12-17,10.036666666666664,3605400000000000.0,43.75,5.91
2021-12-18,7.047083333333334,4261030000000000.0,45.74,24.73461538461538
2021-12-19,8.793333333333333,4831970000000000.0,49.99,24.4475
2021-12-20,20.49,3920858000000000.0,51.17,0.02
2021-12-21,20.205,3254350000000000.0,55.56,31.64538461538461
2021-12-22,27.127083333333346,3467760000000000.0,58.7,33.96076923076923
2021-12-23,16.430833333333336,4266562000000000.0,47.12,0.37
2021-12-24,17.892083333333336,6660520000000000.0,45.62,28.839230769230767
2021-12-25,14.356250000000005,4453226000000000.0,46.57,30.64
2021-12-26,9.552083333333332,3807300000000000.0,38.03,33.73076923076923
2021-12-27,10.244583333333331,4476650000000000.0,39.48,27.415000000000003
2021-12-28,9.5775,3965856000000000.0,29.41,26.775
2021-12-29,17.96291666666667,2520940000000000.0,30.92,22.677692307692308
2021-12-30,22.31833333333333,4356678000000000.0,36.45,22.49846153846154
2021-12-31,24.43,6161240000000000.0,37.23,21.334615384615383
