date,open_SO2,sate_SO2,"Bapuji Nagar, Bengaluru - KSPCB","BTM Layout, Bengaluru - CPCB","BWSSB Kadabesanahalli, Bengaluru - CPCB","City Railway Station, Bengaluru - KSPCB","Hebbal, Bengaluru - KSPCB","Hombegowda Nagar, Bengaluru - KSPCB","Jayanagar 5th Block, Bengaluru - KSPCB","Peenya, Bengaluru - CPCB","Sanegurava Halli, Bengaluru - KSPCB","Silk Board, Bengaluru - KSPCB"
2020-12-22,9.206666666666669,0.212001017,6.83,7.01,2.12,7.42,8.77,10.69,3.98,2.39,6.72,3.54
2020-12-23,9.475,0.0830085692,10.49,6.96,5.46,8.12,8.44,11.35,3.88,2.07,4.56,3.42
2020-12-24,8.481249999999998,-0.060161181,12.08,7.03,2.02,8.01,11.17,11.39,3.9,2.63,6.32,3.69
2020-12-25,8.449166666666668,-0.415269464,10.16,7.01,4.2,7.09,11.64,12.61,3.65,7.09,5.11,3.83
2020-12-26,6.792916666666666,-0.294957191,8.32,6.99,8.03,4.06,12.26,12.08,3.49,4.06,1.87,3.25
2020-12-27,8.173333333333334,-0.0079738074,8.6,7.02,11.07,6.18,10.23,12.06,2.79,6.18,3.04,3.58
2020-12-28,8.764583333333334,0.114856452,12.51,7.01,7.77,6.62,10.49,11.13,3.95,6.62,6.96,3.68
2020-12-29,8.055416666666668,0.0559637382,10.58,6.97,7.24,6.32,4.85,10.89,2.68,4.51,24.15,3.9
2020-12-30,6.343333333333334,0.1400020182,10.91,6.99,6.25,7.05,9.37,9.81,3.03,2.66,43.15,4.05
2020-12-31,5.91375,-0.0559979864,12.2,7.0,2.7,8.11,4.44,8.04,3.69,2.35,2.47,3.27
2021-01-01,6.557916666666666,0.065083109,5.28,6.99,6.56,8.26,0.72,8.27,4.27,2.13,5.85,3.94
2021-01-02,4.583333333333335,0.0050146092,9.89,6.99,6.01,8.77,1.14,8.04,3.45,4.85,3.06,3.71
2021-01-03,5.18875,0.067999994,7.55,7.01,7.88,8.98,1.23,7.62,3.2,3.72,8.98,4.21
2021-01-04,6.817916666666666,0.0220211504,10.57,6.97,4.17,8.72,1.46,7.87,3.49,4.14,5.17,3.86
2021-01-05,7.175833333333333,-0.0040423094,10.08,6.98,8.59,8.29,0.43,8.63,3.65,4.65,4.94,3.84
2021-01-06,7.83875,0.1449864064,12.93,7.01,3.87,8.37,1.56,7.84,2.95,5.05,50.42,2.49
2021-01-07,6.619583333333332,0.0130287162,18.35,7.01,7.2,9.03,1.15,7.12,5.43,3.74,17.44,1.94
2021-01-08,8.615416666666667,-0.0990538909999999,6.77,7.01,3.37,12.86,1.66,8.57,4.4,3.8,12.6,1.67
2021-01-09,5.513749999999999,0.0550186394,8.63,6.99,10.13,3.07,0.94,7.54,4.2,3.79,3.53,1.98
2021-01-10,6.513333333333335,0.0780302237999999,4.24,6.99,10.92,3.76,0.34,7.62,3.29,4.02,3.71,2.02
2021-01-11,5.447083333333333,-0.031985895,10.7,7.01,6.01,4.74,1.47,7.73,3.91,5.21,2.9,1.92
2021-01-12,4.827500000000001,-0.0140846096,8.71,6.99,6.2,5.03,1.79,7.37,4.18,3.97,3.02,1.97
2021-01-13,5.847916666666667,0.379999995,12.92,6.99,6.91,7.11,0.59,6.88,4.49,5.68,3.21,1.96
2021-01-14,6.78625,-0.0150045296,10.22,7.01,41.97,5.73,0.96,7.29,3.51,4.7,5.73,2.17
2021-01-15,6.795833333333333,0.3200040354,10.72,7.05,2.33,5.87,0.84,7.35,3.22,3.89,5.02,2.52
2021-01-16,7.532499999999999,0.2250156034,8.08,7.0,4.25,8.15,1.21,7.67,3.37,4.17,6.5,2.39
2021-01-17,7.708749999999998,0.24507302,9.02,7.0,5.22,6.95,1.09,6.99,3.23,5.08,6.95,2.29
2021-01-18,7.935833333333332,0.589984894,8.79,7.02,7.22,6.93,1.62,7.95,4.13,5.34,3.6,2.66
2021-01-19,8.014999999999999,-0.0200664742,8.34,7.0,5.92,5.23,1.23,7.05,5.23,5.23,9.52,2.0
2021-01-20,9.926249999999998,-0.024937043,3.65,6.99,11.38,6.93,0.92,7.23,5.65,4.93,6.11,2.25
2021-01-21,12.454999999999998,0.0739707904,3.97,7.0,7.68,5.88,1.2,7.7,4.59,5.72,4.28,2.56
2021-01-22,10.160833333333334,0.0229753205999999,4.98,7.02,7.15,6.71,1.31,6.66,6.49,6.71,5.34,3.0
2021-01-23,7.177916666666666,-0.0090115827999999,5.82,6.29,8.61,7.31,1.78,7.66,6.25,9.3,3.68,3.62
2021-01-24,7.6175,0.0059818679999999,7.45,3.9,3.43,6.75,1.4,7.51,6.5,5.41,6.75,3.43
2021-01-25,8.916250000000003,0.02994963,4.97,4.34,8.47,5.75,1.24,7.4,7.45,5.88,3.94,3.47
2021-01-26,9.099,0.234932005,4.87,3.12,6.73,7.42,0.59,7.02,4.59,7.42,3.38,3.29
2021-01-27,11.9225,-0.250166208,4.12,5.68,9.07,7.31,0.57,7.69,6.4,7.31,3.36,2.78
2021-01-28,7.894999999999999,0.071978838,16.14,3.67,10.81,5.38,0.9,7.75,5.47,6.48,7.29,3.29
2021-01-29,7.241250000000001,-0.150000006,6.29,3.18,5.2,6.62,0.69,7.33,4.97,6.1,3.48,3.65
2021-01-30,7.192500000000002,0.0889682666,9.1,4.16,8.34,6.78,1.88,8.25,5.67,6.28,3.73,2.73
2021-01-31,6.862916666666667,0.0409954671999999,8.16,5.46,5.07,7.12,1.15,7.93,5.12,6.68,5.69,2.34
2021-02-01,6.707916666666667,0.0379466131999999,9.1,6.38,4.31,7.49,1.45,8.25,5.24,5.99,3.05,3.2
2021-02-02,7.264583333333334,-0.309743106,7.48,6.9,6.92,7.07,0.73,8.17,4.82,7.03,2.89,2.6
2021-02-03,8.521666666666663,-0.19506295,8.05,2.65,4.63,8.33,0.45,8.26,5.75,8.76,2.56,3.05
2021-02-04,9.69,-0.158040299,10.12,4.21,4.61,6.34,0.77,7.46,7.46,6.34,3.11,3.45
2021-02-05,10.233333333333333,-6.04e-05,7.63,3.49,3.86,6.6,0.55,8.04,7.4,6.6,4.53,3.12
2021-02-06,7.887499999999998,-0.1000977064,12.13,3.28,4.06,9.02,0.76,7.51,7.52,9.02,3.68,3.55
2021-02-07,9.158333333333331,-0.530065477,12.15,3.84,3.95,7.04,0.47,8.67,5.82,7.04,3.13,3.4
2021-02-08,9.617083333333335,0.0409219313999999,10.0,3.93,8.04,8.3,0.82,8.47,8.41,8.3,3.12,4.08
2021-02-09,9.367916666666666,-0.0010005031999999,8.55,3.97,4.97,7.13,0.34,8.66,6.58,6.69,3.05,3.04
2021-02-10,12.23875,-0.090000004,6.4,3.14,3.71,7.67,0.4,7.43,6.53,7.67,2.62,3.14
2021-02-11,12.367083333333332,-0.039954666,4.01,4.56,5.77,10.73,0.32,6.54,6.81,10.73,3.48,5.46
2021-02-12,11.365,0.280000001,10.26,3.24,7.45,10.58,4.21,7.33,6.59,10.58,4.25,5.45
2021-02-13,9.35875,0.0260020146,6.67,4.61,16.34,11.32,4.5,7.55,5.05,11.32,2.34,4.74
2021-02-14,10.477916666666667,-0.070085622,6.98,4.44,5.26,11.02,2.76,7.38,7.32,11.02,2.76,4.66
2021-02-15,14.866249999999996,-0.063040796,9.77,3.56,5.74,9.67,3.42,8.26,7.22,9.67,3.42,5.09
2021-02-16,13.495833333333332,0.1380211532,7.71,3.78,5.75,6.64,1.74,7.85,6.89,6.64,1.74,6.15
2021-02-17,10.820833333333336,-0.1009138721999999,11.86,3.89,5.27,8.96,4.94,8.31,5.36,8.96,4.94,5.16
2021-02-18,12.94875,-0.0039889245999999,6.18,3.94,3.5,7.63,5.03,7.52,5.38,7.63,11.36,5.04
2021-02-19,6.583333333333332,0.0320191382,7.96,3.22,3.09,7.88,5.91,7.8,5.49,6.47,1.96,4.61
2021-02-20,5.785,-0.0119526518,4.3,3.37,3.33,8.13,6.54,6.82,4.36,5.43,1.4,3.42
2021-02-21,7.650000000000001,0.0959969828,5.15,1.27,3.02,8.81,5.67,7.92,3.86,5.39,2.77,3.64
2021-02-22,8.137083333333335,0.0269995003999999,5.19,3.95,1.93,8.11,6.02,7.28,5.08,4.68,4.62,3.06
2021-02-23,9.134583333333332,0.285022676,6.13,3.42,3.12,8.51,4.83,7.14,4.52,5.6,2.17,4.75
2021-02-24,11.067083333333333,0.0470075541999999,5.93,4.13,2.99,8.34,4.34,8.7,4.29,4.34,4.8,5.14
2021-02-25,13.879583333333334,0.0239909334,10.42,3.53,8.99,7.31,3.98,8.12,8.17,5.25,8.22,3.53
2021-02-26,13.55125,-0.294972301,12.33,2.82,10.88,6.48,4.58,8.2,5.49,6.06,4.7,2.82
2021-02-27,11.209166666666668,-0.055057924,12.13,3.62,7.99,7.59,4.22,8.33,6.48,5.7,3.84,10.39
2021-02-28,9.155,-0.064846382,11.2,2.33,7.34,4.47,4.65,8.87,6.89,4.78,4.47,7.77
2021-03-01,9.209583333333336,0.155173764,12.03,3.26,6.8,8.47,4.78,9.53,5.98,6.02,3.88,7.0
2021-03-02,9.680833333333334,-0.154861495,20.72,4.32,9.93,7.64,4.51,9.13,9.82,5.41,3.95,6.07
2021-03-03,7.861250000000001,-0.0029793448,15.43,2.73,7.44,8.81,4.32,8.78,7.39,5.53,6.65,6.31
2021-03-04,6.885416666666667,0.0080110801999999,7.02,3.88,9.12,7.48,4.57,8.18,5.87,5.52,4.3,7.36
2021-03-05,8.332083333333332,-0.0669501358,6.7,3.74,5.5,8.94,4.4,8.96,6.7,5.75,3.65,6.23
2021-03-06,7.632083333333333,0.205032751,5.4,3.3,8.61,9.02,4.72,7.33,5.18,6.85,2.77,6.21
2021-03-07,7.205833333333333,0.110085629,3.97,3.27,3.99,8.36,4.64,8.32,5.73,4.06,3.07,4.03
