date,open_NO2,sate_NO2,"Ramteerth Nagar, Belgaum - KSPCB"
2021-06-01,3.3800000000000003,3015620000000000.0,12.85
2021-06-02,6.259166666666666,3465810000000000.0,11.57
2021-06-03,6.361249999999999,4680880000000000.0,10.54
2021-06-04,10.551666666666666,3091414000000000.0,11.17
2021-06-05,4.857916666666667,3023130000000000.0,12.7
2021-06-06,3.410833333333334,3343998000000000.0,13.72
2021-06-07,3.1750000000000003,2985636000000000.0,13.54
2021-06-08,2.7579166666666666,2471790000000000.0,11.7
2021-06-09,3.021249999999999,3450982000000000.0,9.66
2021-06-10,2.938333333333334,4190100000000000.0,5.82
2021-06-11,2.76125,3102590000000000.0,4.92
2021-06-12,2.230833333333333,3536574000000000.0,4.46
2021-06-13,2.873333333333333,2663412000000000.0,4.83
2021-06-14,3.6995833333333343,3344012000000000.0,4.33
2021-06-15,5.212916666666667,2844970000000000.0,7.29
2021-06-16,2.677916666666667,3182140000000000.0,7.74
2021-06-17,2.512083333333333,3309098000000000.0,8.19
2021-06-18,2.304166666666667,3071100000000000.0,8.74
2021-06-19,2.2608333333333337,3004034000000000.0,8.85
2021-06-20,2.3916666666666666,2447350000000000.0,9.17
2021-06-21,3.00625,4050564000000000.0,9.31
2021-06-22,3.3662500000000004,3148070000000000.0,10.24
2021-06-23,3.33875,3130626000000000.0,13.34
2021-06-24,3.80625,2765154000000000.0,14.39
2021-06-25,2.879583333333333,3494420000000000.0,11.3
2021-06-26,2.2775000000000003,3169550000000000.0,8.67
2021-06-27,4.192083333333333,3331944000000000.0,8.4
2021-06-28,2.859166666666667,5289720000000000.0,8.13
2021-06-29,3.2895833333333333,2291610000000000.0,7.48
2021-06-30,3.4287499999999995,3651924000000000.0,7.43
2021-07-01,3.4500000000000006,3252418000000000.0,8.77
2021-07-02,3.5954166666666665,3288750000000000.0,7.85
2021-07-03,2.59125,3339820000000000.0,9.22
2021-07-04,3.1975,3317230000000000.0,11.72
2021-07-05,4.399166666666668,2870220000000000.0,13.97
2021-07-06,5.867083333333333,3083340000000000.0,7.02
2021-07-07,4.857083333333334,3572708000000000.0,8.57
2021-07-08,4.127916666666667,3286904000000000.0,8.4
2021-07-09,3.6675,3243804000000000.0,8.29
2021-07-10,2.435833333333333,2703498000000000.0,8.55
2021-07-11,1.78625,3512806000000000.0,8.15
2021-07-12,2.5937500000000004,2684166000000000.0,7.63
2021-07-13,2.31875,3013704000000000.0,6.96
2021-07-14,2.47125,3134596000000000.0,6.55
2021-07-15,2.6591666666666662,3422914000000000.0,8.03
2021-07-16,2.657083333333333,3066806000000000.0,8.63
2021-07-17,2.3125000000000004,3508336000000000.0,7.12
2021-07-18,2.4304166666666664,3245946000000000.0,8.35
2021-07-19,2.2062499999999994,3081660000000000.0,7.58
2021-07-20,2.278333333333333,2568211400000000.0,6.81
2021-07-21,1.8666666666666665,3380628000000000.0,7.3
2021-07-22,1.8062500000000004,3285844000000000.0,6.22
2021-07-23,2.15625,3436376000000000.0,5.44
2021-07-24,1.7266666666666666,2793114000000000.0,6.79
2021-07-25,2.0245833333333336,3309394000000000.0,8.56
2021-07-26,2.435,2171183600000000.0,9.76
2021-07-27,2.27,3059430000000000.0,8.74
2021-07-28,2.375416666666666,2770102000000000.0,7.98
2021-07-29,1.893333333333333,2747500000000000.0,7.72
2021-07-30,1.92875,3056238000000000.0,6.61
2021-07-31,1.4458333333333335,3098604000000000.0,7.7
2021-08-01,1.711666666666667,3102298000000000.0,8.55
2021-08-02,2.123333333333333,3000106000000000.0,7.18
2021-08-03,2.11125,2574910000000000.0,7.47
2021-08-04,2.0345833333333334,3221590000000000.0,8.33
2021-08-05,2.2025,2717782000000000.0,13.84
2021-08-06,2.262916666666667,3014530000000000.0,12.33
2021-08-07,2.4879166666666666,2767990000000000.0,9.06
2021-08-08,3.2616666666666667,3020564000000000.0,15.28
2021-08-09,3.379583333333334,2784198000000000.0,15.63
2021-08-10,2.890416666666667,2831060000000000.0,8.21
2021-08-11,2.985,2959668000000000.0,9.28
2021-08-12,3.439583333333333,2874128000000000.0,15.65
2021-08-13,2.795833333333334,2740304000000000.0,16.06
2021-08-14,1.7804166666666663,2621000000000000.0,16.49
2021-08-15,2.148333333333333,731005000000000.0,9.43
2021-08-16,3.385416666666666,2865148000000000.0,8.9
2021-08-17,3.502083333333333,3136528000000000.0,7.88
2021-08-18,3.3341666666666665,2811414000000000.0,7.07
2021-08-19,3.005416666666667,3043828000000000.0,8.56
2021-08-20,3.2045833333333342,2887172000000000.0,9.19
2021-08-21,3.5679166666666657,4456930000000000.0,8.26
2021-08-22,3.924166666666667,4177650000000000.0,8.38
2021-08-23,4.486249999999999,2846140000000000.0,9.37
2021-08-24,4.714583333333333,2945740000000000.0,7.35
2021-08-25,4.335416666666667,3294810000000000.0,7.85
2021-08-26,4.547500000000001,3101334000000000.0,6.04
2021-08-27,3.960000000000001,2999602000000000.0,6.82
2021-08-28,3.189166666666667,3549128000000000.0,6.4
2021-08-29,3.123333333333333,3082958000000000.0,16.01
2021-08-30,3.8279166666666673,3240488000000000.0,7.44
2021-08-31,3.614583333333334,1800850000000000.0,4.8
2021-09-01,3.5537500000000004,2923458000000000.0,6.13
2021-09-02,3.6375000000000006,2456618000000000.0,6.37
2021-09-03,3.3675,2634620000000000.0,11.03
2021-09-04,2.502083333333333,3568032000000000.0,14.23
2021-09-05,2.824583333333333,3054144000000000.0,18.06
2021-09-06,2.87375,3276918000000000.0,6.91
2021-09-07,2.505833333333333,3659752000000000.0,7.44
2021-09-08,2.3750000000000004,3086514000000000.0,7.94
2021-09-09,2.351666666666667,3362424000000000.0,9.04
2021-09-10,2.315,3145726000000000.0,7.09
2021-09-11,1.8491666666666664,2720862000000000.0,5.28
2021-09-12,1.9704166666666667,3068176000000000.0,3.27
2021-09-13,2.6141666666666663,2888776000000000.0,6.56
2021-09-14,2.842916666666667,3055640000000000.0,16.25
2021-09-15,2.7991666666666664,2680280000000000.0,17.61
2021-09-16,3.4083333333333328,2649230000000000.0,16.07
2021-09-17,3.9837499999999992,2968736000000000.0,12.37
2021-09-18,3.1933333333333334,3357100000000000.0,9.47
2021-09-19,4.139166666666665,2671490000000000.0,6.94
2021-09-20,4.0200000000000005,2609260000000000.0,6.98
2021-09-21,3.62875,2959032000000000.0,7.92
2021-09-22,3.997916666666667,2116321000000000.0,8.72
2021-09-23,3.9020833333333336,3354420000000000.0,8.18
2021-09-24,4.109999999999999,2974092000000000.0,8.21
2021-09-25,2.879583333333333,3020830000000000.0,9.66
2021-09-26,3.4795833333333324,2903164000000000.0,13.88
2021-09-27,4.099583333333333,2706510000000000.0,12.24
2021-09-28,3.130416666666666,3084686000000000.0,8.46
2021-09-29,3.0654166666666662,2950458000000000.0,9.03
2021-09-30,4.95125,2285647000000000.0,10.8
2021-10-01,7.059583333333333,3865000000000000.0,8.36
2021-10-02,7.039583333333334,863721000000000.0,8.34
2021-10-03,8.925833333333332,4549100000000000.0,8.92
2021-10-04,7.525000000000001,3341228000000000.0,17.11
2021-10-05,9.607083333333334,2584070000000000.0,12.07
2021-10-06,8.4275,4191390000000000.0,9.23
2021-10-07,10.159166666666668,3600426000000000.0,8.87
2021-10-08,5.126666666666668,2962112000000000.0,9.9
2021-10-09,5.304166666666668,4809290000000000.0,10.5
2021-10-10,5.779166666666666,3684910000000000.0,8.51
2021-10-11,6.399166666666666,2996072000000000.0,11.13
2021-10-12,10.37375,3141480000000000.0,10.14
2021-10-13,14.501666666666663,3153581000000000.0,8.46
2021-10-14,14.162916666666668,2550930000000000.0,9.52
2021-10-15,14.044166666666667,2682680000000000.0,8.27
2021-10-16,6.294583333333335,3451640000000000.0,8.06
2021-10-17,3.19,3150330000000000.0,8.7
2021-10-18,3.532083333333334,3156598000000000.0,7.36
2021-10-19,9.464166666666666,4032870000000000.0,12.45
2021-10-20,15.65625,3017216000000000.0,19.41
2021-10-21,19.811666666666667,3396510000000000.0,19.15
2021-10-22,25.81833333333333,5596360000000000.0,18.63
2021-10-23,8.582500000000001,3809520000000000.0,14.29
2021-10-24,12.334583333333336,3088300000000000.0,14.11
2021-10-25,21.142083333333336,2921926000000000.0,17.22
2021-10-26,18.580416666666668,3274780000000000.0,19.6
2021-10-27,12.476666666666668,3018300000000000.0,19.8
2021-10-28,19.75708333333333,2972200000000000.0,19.19
2021-10-29,10.179999999999998,2964530000000000.0,21.02
2021-10-30,9.494166666666668,2969946000000000.0,21.81
2021-10-31,9.067916666666664,2726520000000000.0,24.29
2021-11-01,14.35,3491540000000000.0,22.12
2021-11-02,9.197916666666666,2748600000000000.0,22.67
2021-11-03,11.425416666666663,3140766000000000.0,21.62
2021-11-04,15.964999999999996,3459542000000000.0,23.52
2021-11-05,18.238333333333337,3162716000000000.0,27.38
2021-11-06,9.930416666666668,3764620000000000.0,25.83
2021-11-07,21.9296,2405900000000000.0,26.18
2021-11-08,23.879583333333333,3585570000000000.0,40.17
2021-11-09,21.089583333333334,3657140000000000.0,30.0
2021-11-10,17.94083333333333,2525278000000000.0,50.58
2021-11-11,13.098750000000004,3523666000000000.0,52.12
2021-11-12,15.552083333333336,3204440000000000.0,14.7
2021-11-13,11.617083333333332,3128336000000000.0,14.6
2021-11-14,11.5625,3138380000000000.0,14.7
2021-11-15,13.35416666666667,3112508000000000.0,14.69
2021-11-16,8.648333333333333,3133960000000000.0,14.79
2021-11-17,6.937916666666667,3754450000000000.0,45.96
2021-11-18,14.597916666666668,3611090000000000.0,45.98
2021-11-19,9.547916666666666,3735708000000000.0,36.36
2021-11-20,11.565833333333336,3510760000000000.0,29.21
2021-11-21,7.83625,2169033000000000.0,32.54
2021-11-22,13.035416666666665,2706102000000000.0,39.12
2021-11-23,15.08875,2994200000000000.0,36.81
2021-11-24,10.11375,3199808000000000.0,37.79
2021-11-25,9.074166666666668,3515170000000000.0,44.32
2021-11-26,10.93,3181072000000000.0,49.34
2021-11-27,7.862916666666666,2718980000000000.0,50.5
2021-11-28,4.816666666666666,2596062000000000.0,50.2
2021-11-29,5.175833333333334,2952320000000000.0,49.33
2021-11-30,7.269583333333333,3116356000000000.0,45.15
2021-12-01,7.96625,3321274000000000.0,40.71
2021-12-02,8.624166666666667,3580230000000000.0,38.14
2021-12-03,7.040833333333333,3572888000000000.0,34.46
2021-12-04,5.462916666666666,3588900000000000.0,32.87
2021-12-05,8.562916666666668,3179036000000000.0,36.91
2021-12-06,24.41375,3159740000000000.0,38.83
2021-12-07,16.459583333333338,3080763400000000.0,38.51
2021-12-08,17.244583333333335,3634560000000000.0,37.3
2021-12-09,15.362916666666662,3476410000000000.0,39.06
2021-12-10,7.466249999999999,3559030000000000.0,47.53
2021-12-11,11.686666666666667,3331810000000000.0,47.39
2021-12-12,8.162916666666668,3450174000000000.0,40.56
2021-12-13,12.173333333333334,2977160000000000.0,42.08
2021-12-14,17.127499999999998,2742364000000000.0,43.12
2021-12-15,12.01791666666667,3521768000000000.0,47.52
2021-12-16,16.45208333333333,2504248000000000.0,44.03
2021-12-17,18.745416666666667,3393280000000000.0,37.79
2021-12-18,10.209583333333336,3325840000000000.0,41.45
2021-12-19,10.354583333333334,3218140000000000.0,39.09
2021-12-20,16.65083333333333,2867040000000000.0,41.81
2021-12-21,29.325,2748462000000000.0,44.28
2021-12-22,27.2925,3880720000000000.0,40.65
2021-12-23,38.118750000000006,3209556000000000.0,43.95
2021-12-24,12.015833333333331,3910970000000000.0,40.96
2021-12-25,29.18958333333333,3901500000000000.0,40.33
2021-12-26,27.51041666666667,3299370000000000.0,38.85
2021-12-27,18.25333333333333,3934690000000000.0,38.98
2021-12-28,20.98625,3258266000000000.0,38.25
2021-12-29,37.117916666666666,2486570000000000.0,43.4
2021-12-30,9.045,3269114000000000.0,40.58
2021-12-31,7.840833333333335,2649630000000000.0,38.88
