date,open_SO2,sate_SO2,"Hebbal 1st Stage, Mysuru - KSPCB"
2021-01-04,4.204583333333334,0.079852526,6.89
2021-01-05,3.1750000000000007,0.1011869461999999,6.9
2021-01-06,4.858333333333333,-0.0663499996,6.92
2021-01-07,3.92,-0.0031238898,6.93
2021-01-08,5.077500000000001,0.0812631904,6.92
2021-01-09,2.9112500000000003,0.0413781198,6.87
2021-01-10,2.932916666666667,0.1751808554,6.89
2021-01-11,4.095000000000001,-0.0079999966,6.91
2021-01-12,4.955000000000001,0.0261919054,8.71
2021-01-13,3.4758333333333336,-0.119999997,4.02
2021-01-14,3.089166666666667,0.0557470144,3.99
2021-01-15,3.88375,-0.0043369403999999,4.01
2021-01-16,3.81125,-0.137465402,3.99
2021-01-17,4.577083333333334,0.249262616,3.99
2021-01-18,4.964583333333334,0.061131284,3.99
2021-01-19,4.420416666666667,0.0312965358,4.0
2021-01-20,4.235,0.087742969,4.02
2021-01-21,4.499583333333333,-0.0252554902,3.98
2021-01-22,4.87375,-0.1603527694,4.01
2021-01-23,3.772916666666667,-0.0072331184,3.99
2021-01-24,3.4995833333333337,0.103885546,4.02
2021-01-25,4.161666666666667,0.409617752,4.01
2021-01-26,5.312500000000001,0.0157966162,3.98
2021-01-27,4.0375,-0.054518893,3.99
2021-01-28,4.785416666666666,-0.0651335748,4.02
2021-01-29,4.860833333333335,-0.04347539,4.01
2021-01-30,3.696666666666667,0.089858855,4.03
2021-01-31,4.1308333333333325,-0.0633434732,3.99
2021-02-01,4.93375,0.158359259,4.0
2021-02-02,6.232083333333335,0.042241223,4.02
2021-02-03,5.872916666666668,0.109013669,3.97
2021-02-04,6.800000000000001,0.0222588322,4.02
2021-02-05,7.3625,-0.023743158,4.39
2021-02-06,6.760833333333334,-0.069468349,5.98
2021-02-07,7.190833333333333,0.1335475538,5.98
2021-02-08,7.652500000000001,0.0150818964,6.06
2021-02-09,6.652083333333334,0.029607415,6.0
2021-02-10,6.112500000000001,-0.026535373,5.99
2021-02-11,5.920000000000001,0.1758964971999999,6.0
2021-02-12,6.745000000000002,0.135077506,5.98
2021-02-13,5.368333333333332,-0.03219657,5.99
2021-02-14,8.059999999999999,0.050504841,5.99
2021-02-15,9.067916666666669,0.113224983,5.96
2021-02-16,9.651666666666667,-0.0273273323999999,6.0
2021-02-17,9.989166666666664,0.0739933694,6.0
2021-02-18,10.078333333333331,-0.0211838944,5.89
2021-02-19,6.654166666666668,0.0383444587999999,5.6
2021-02-20,3.182083333333333,0.0438542934,5.59
2021-02-21,3.550416666666667,-0.0029741331999999,5.6
2021-02-22,4.364166666666667,0.0069178476,5.57
2021-02-23,5.525,0.0596277504,5.58
2021-02-24,7.321666666666668,-0.046638808,5.62
2021-02-25,6.964166666666667,-0.170125887,5.6
2021-02-26,7.446250000000002,0.125804037,5.6
2021-02-27,9.95875,0.1155616873999999,5.59
2021-02-28,9.649166666666666,0.175986439,5.59
2021-03-01,9.318333333333332,0.189999998,5.59
2021-03-02,9.580000000000002,0.080459572,5.58
2021-03-03,5.679583333333334,-0.0699029346,5.57
2021-03-04,3.990833333333333,0.0258322693999999,5.59
2021-03-05,4.809166666666666,-0.118470721,5.58
2021-03-06,5.121250000000001,0.146882772,5.6
2021-03-07,8.027916666666666,0.069554664,5.58
2021-03-08,7.240833333333332,0.1371608409999999,5.61
2021-03-09,5.716666666666668,0.059524719,5.62
2021-03-10,8.015416666666665,0.0936435265999999,5.61
2021-03-11,4.9679166666666665,0.0213121387999999,5.61
2021-03-12,6.218333333333333,0.01799803,5.59
2021-03-13,5.187916666666667,0.014360288,5.61
2021-03-14,4.563478260869566,-0.101442397,5.62
2021-03-15,8.682916666666667,0.004936055,5.95
2021-03-16,7.820833333333333,-0.044037052,6.52
2021-03-17,7.505416666666669,-0.25999999,6.5
2021-03-18,6.948750000000001,0.216694295,6.5
2021-03-19,5.3045833333333325,-0.0764941572,6.52
2021-03-20,4.203333333333334,0.0258814235999999,6.49
2021-03-21,4.999999999999999,0.067480102,6.46
2021-03-22,6.998333333333332,-0.422214746,6.51
2021-03-23,9.132916666666668,0.097494327,6.48
2021-03-24,6.146666666666666,0.013443039,6.52
2021-03-25,5.332916666666667,0.079999998,6.49
2021-03-26,4.968750000000001,0.096147217,6.44
2021-03-27,5.744583333333335,0.0337502182,6.52
2021-03-28,3.8641666666666654,0.0945712118,6.5
2021-03-29,4.331250000000001,0.074116364,6.48
2021-03-30,2.775,0.02508983613466334,6.51
2021-03-31,2.865833333333333,-0.01,6.47
2021-04-01,2.482083333333333,0.050497644,6.51
2021-04-02,2.93,-0.389999986,6.5
2021-04-03,2.04875,-0.158965304,6.49
2021-04-04,3.009166666666666,0.0580882183999999,6.5
2021-04-05,5.4225,0.0089967894,6.49
2021-04-06,6.052499999999999,0.027445704,6.52
2021-04-07,6.024583333333332,0.158009514,6.47
2021-04-08,5.0616666666666665,0.0059872091999999,6.51
2021-04-09,5.446666666666666,-0.004953383,10.4
2021-04-10,5.27875,0.146760359,15.87
2021-04-11,4.614583333333333,-0.0033305934,12.86
2021-04-12,7.765833333333332,0.039170815,9.63
2021-04-13,4.459166666666666,0.038836227,9.41
2021-04-14,6.742500000000001,0.0514579624,9.4
2021-04-15,4.117500000000001,0.171208233,5.69
2021-04-16,3.27375,-0.0246814444,6.17
2021-04-17,3.3929166666666664,0.0564573927999999,6.58
2021-04-18,3.454583333333335,0.0219251539999999,6.13
2021-04-19,2.8175000000000003,0.0014476119999999,6.76
2021-04-20,4.072500000000001,-0.0612830768,6.37
2021-04-21,4.747916666666668,-0.0467628336,6.16
2021-04-22,5.659166666666667,0.037407093,6.45
2021-04-23,5.01875,-0.005457116,5.92
2021-04-24,4.997083333333332,0.107072905,5.68
2021-04-25,3.9345833333333338,0.0905592902,3.79
2021-04-26,4.740833333333334,0.0199712405999999,6.3
2021-04-27,4.001666666666667,0.018736944,6.09
2021-04-28,4.712916666666668,-0.0060317576,6.36
2021-04-29,4.368333333333332,0.0651170314,6.05
2021-04-30,5.710416666666666,0.11998862,4.05
2021-05-01,4.617916666666667,0.028919223,12.88
2021-05-02,5.214583333333333,0.097484585,8.12
2021-05-03,6.879166666666669,-0.0118575398,6.91
2021-05-04,6.304166666666668,-0.0486255042,7.01
2021-05-05,7.516666666666667,0.129999995,9.08
2021-05-06,5.689999999999999,0.0699010192,8.03
2021-05-07,5.420833333333333,-0.0163075182,9.04
2021-05-08,4.304999999999999,-0.02,7.52
2021-05-09,3.4945833333333325,0.090000004,7.55
2021-05-10,3.7433333333333327,0.0213495739999999,6.66
2021-05-11,3.4933333333333327,-1.4e-05,5.16
2021-05-12,3.9620833333333336,0.0236630628,6.37
2021-05-13,3.9891666666666654,0.06443185,4.13
2021-05-14,3.4825,-0.033227393,3.44
2021-05-15,2.3995833333333336,-0.0286012572,6.52
2021-05-16,2.1579166666666665,-0.1195174307999999,4.18
2021-05-17,2.5541666666666663,-0.159999996,1.77
2021-05-18,2.245416666666666,-0.0042592131999999,3.77
2021-05-19,2.344166666666667,-0.090000004,2.38
2021-05-20,1.89125,-0.219999999,6.53
2021-05-21,1.9154166666666672,0.0504479773999999,9.71
2021-05-22,1.5708333333333335,-0.0544006652,14.66
2021-05-23,1.461666666666667,0.0128415258,6.32
2021-05-24,1.5975000000000004,0.061059699,6.68
2021-05-25,1.4491666666666667,0.0092279264,7.99
2021-05-26,1.4566666666666668,0.0253076458,11.15
2021-05-27,1.5370833333333331,0.036465824,4.1
2021-05-28,1.4495833333333337,-0.057865642,3.61
2021-05-29,1.1625,0.1108751648,4.13
2021-05-30,1.2908333333333333,-0.0429161192,4.37
2021-05-31,1.6679166666666665,-0.0209114714,3.55
2021-06-01,1.788333333333333,-0.029999999,3.83
2021-06-02,3.2541666666666664,-0.092010766,4.01
2021-06-03,3.5474999999999994,-0.0493642646,3.93
2021-06-04,2.743333333333334,0.0371638556,3.45
2021-06-05,2.0116666666666667,-0.0567458843999999,3.52
2021-06-06,1.7499999999999998,0.1018345214,3.17
2021-06-07,1.83125,-0.0010395485999999,3.86
2021-06-08,1.8354166666666665,-0.1067060817999999,3.38
2021-06-09,1.356666666666667,-0.018765794,3.71
2021-06-10,1.2804166666666668,-0.25999999,3.42
2021-06-11,1.2358333333333331,-0.0330990944,3.89
2021-06-12,0.7345833333333333,0.0048955941999999,3.07
2021-06-13,0.9658333333333334,-0.057608736,3.88
2021-06-14,1.1258333333333332,0.094506345,3.9
2021-06-15,1.1833333333333331,0.0513713507999999,3.7
2021-06-16,1.275,-0.0498352335999999,2.81
2021-06-17,1.1508333333333336,0.0265082586,3.57
2021-06-18,1.129583333333333,0.0066561988,3.16
2021-06-19,1.0337500000000002,0.0708341679999999,3.59
2021-06-20,1.1249999999999998,0.08425769,3.81
2021-06-21,1.5291666666666666,0.0080346898,3.67
2021-06-22,1.80625,0.0758195761999999,3.63
2021-06-23,1.85,-0.0381724386,3.77
2021-06-24,1.4429166666666664,0.0877059596,3.31
2021-06-25,1.37125,-0.005567706,3.49
2021-06-26,1.1183333333333334,-0.0453305968,3.67
2021-06-27,1.3895833333333334,-0.0756779116,2.98
2021-06-28,2.3679166666666664,-0.045020871,3.47
2021-06-29,3.0620833333333337,-0.129999995,3.9
2021-06-30,2.7758333333333343,0.1108751648,3.77
2021-07-01,2.0229166666666667,0.1027512933999999,4.3
2021-07-02,1.5333333333333332,-0.0061509216,4.03
2021-07-03,1.4241666666666666,-0.0258706436,4.02
2021-07-04,1.691666666666667,0.0062407943999999,3.5
2021-07-05,1.900833333333333,-0.024889015,3.64
2021-07-06,3.37375,-0.176926956,4.08
2021-07-07,2.4370833333333333,0.0431533723999999,3.65
2021-07-08,2.1029166666666668,-0.00102365,3.57
2021-07-09,1.4708333333333332,-0.0624406516,3.39
2021-07-10,0.84625,0.1523673432,3.57
2021-07-11,0.8112500000000002,0.0405976612,3.12
2021-07-12,1.05,-0.0268213715999999,3.34
2021-07-13,1.0520833333333337,-0.0574218192,3.42
2021-07-14,1.1204166666666666,0.0541125206,3.65
2021-07-15,1.336666666666667,0.0727405456,3.54
2021-07-16,1.606666666666667,-0.0095585719999999,4.7
2021-07-17,1.1541666666666668,0.0198278754,9.76
2021-07-18,0.9420833333333336,0.122724426,7.49
2021-07-19,1.2229166666666669,0.0894136154,7.09
2021-07-20,1.0320833333333337,0.043347012,5.12
2021-07-21,0.80625,0.071275901,5.19
2021-07-22,0.9224999999999998,0.0300861061999999,4.58
2021-07-23,1.0500000000000005,-0.0742820744,4.47
2021-07-24,0.901666666666667,0.0207626074,3.29
2021-07-25,0.9520833333333334,0.064214815,3.45
2021-07-26,1.3562500000000002,0.2245166079999999,4.38
2021-07-27,1.1708333333333332,-0.0255457445999999,3.17
2021-07-28,1.1808333333333334,0.081688783,4.59
2021-07-29,1.209583333333333,0.0724864498,4.54
2021-07-30,1.1137500000000002,0.0159491188,5.26
2021-07-31,0.8733333333333331,0.038472095,3.52
2021-08-01,1.04625,0.0816888785999999,2.65
2021-08-02,1.2445833333333334,0.0509513196,4.48
2021-08-03,1.1429166666666666,0.0706725856,2.98
2021-08-04,1.1325000000000005,-0.036726932,2.67
2021-08-05,1.1020833333333335,-0.0235376378,3.05
2021-08-06,1.1445833333333335,-0.0271913207999999,4.14
2021-08-07,1.1391666666666669,-0.0311634634,2.73
2021-08-08,1.637916666666667,-0.109999999,2.28
2021-08-09,1.81,0.0240818926,5.2
2021-08-10,1.54625,0.0184669058,2.5
2021-08-11,1.45375,0.2472677142,4.36
2021-08-12,1.4470833333333335,0.0385279848,3.82
2021-08-13,1.3575000000000002,-0.0539093382,6.89
2021-08-14,1.094583333333333,-0.0408337536,3.24
2021-08-15,1.2558333333333331,0.1081804104,4.84
2021-08-16,1.711666666666667,0.1377192848,5.16
2021-08-17,1.695833333333333,0.0739438362,3.97
2021-08-18,1.43125,0.0054458101999999,4.83
2021-08-19,1.4920833333333337,0.0533182698,4.27
2021-08-20,1.8804166666666664,0.0236014101999999,3.22
2021-08-21,2.2816666666666663,0.018315297,1.96
2021-08-22,2.664166666666666,0.180000007,2.47
2021-08-23,3.4100000000000006,0.0174259996,2.68
2021-08-24,2.488749999999999,0.1606285096,5.21
2021-08-25,2.119583333333333,-0.0044583156,4.24
2021-08-26,2.25625,0.1132586014,3.07
2021-08-27,1.5304166666666663,-0.022583372,3.36
2021-08-28,1.2100000000000002,-0.1553288772,8.06
2021-08-29,1.1466666666666665,0.0064026937999999,6.31
2021-08-30,1.44125,0.122603459,5.44
2021-08-31,1.90875,0.140000001,5.51
2021-09-01,1.8516666666666668,0.1489477565999999,7.71
2021-09-02,1.7670833333333331,0.0047548493999999,3.51
2021-09-03,1.8362500000000004,0.0841919972,3.67
2021-09-04,1.1458333333333333,0.1698183847999999,3.16
2021-09-05,1.2279166666666663,0.0058553413999999,2.74
2021-09-06,1.3200000000000005,0.0083756465999999,4.74
2021-09-07,1.5233333333333334,0.1076435537999999,6.09
2021-09-08,1.50875,0.0309589726,4.62
2021-09-09,1.3916666666666666,0.0286624476,8.49
2021-09-10,1.3525,0.0702815116,4.02
2021-09-11,1.1758333333333335,0.0498144496,3.23
2021-09-12,1.17875,-0.047691606,2.68
2021-09-13,1.2658333333333334,0.1330259594,4.12
2021-09-14,1.6275000000000002,0.1245250224,3.08
2021-09-15,1.88625,0.0458117432,3.25
2021-09-16,1.7683333333333335,-0.109999999,4.01
2021-09-17,1.9620833333333327,0.10312026,8.43
2021-09-18,2.205833333333333,0.035378833,3.27
2021-09-19,3.1779166666666665,-0.004080163,5.5
2021-09-20,3.405833333333334,-0.0269986076,6.14
2021-09-21,1.9079166666666667,0.053288359,12.11
2021-09-22,1.5391666666666666,0.0166563346,6.99
2021-09-23,1.5337499999999995,0.0469083124,4.23
2021-09-24,1.7262499999999996,-0.0915364144,3.25
2021-09-25,1.3950000000000005,0.0762921125999999,6.76
2021-09-26,1.34875,-0.040825802,1.45
2021-09-27,1.2108333333333332,0.1043576477999999,1.36
2021-09-28,1.5025000000000002,-0.0527988975999999,3.62
2021-09-29,1.8041666666666665,0.270000011,1.49
2021-09-30,2.9683333333333337,0.0477868996,3.7
2021-10-01,4.454583333333332,-0.0457984802,1.78
2021-10-02,3.482916666666666,0.230000004,1.77
2021-10-03,4.82375,0.0349456528,2.02
2021-10-04,5.975416666666667,0.0211883517999999,1.48
2021-10-05,5.0512500000000005,0.0290132065999999,3.21
2021-10-06,2.9008333333333334,-0.0420347284,2.45
2021-10-07,3.4145833333333333,0.033985594,2.47
2021-10-08,2.3408333333333338,-0.270000011,2.3
2021-10-09,1.5133333333333334,-0.079352989,1.12
2021-10-10,1.7891666666666666,-0.102811754,2.52
2021-10-11,2.3729166666666663,0.1659450561999999,3.26
2021-10-12,1.9683333333333328,-0.0069312369999999,4.02
2021-10-13,2.2158333333333338,-0.0581080862,3.06
2021-10-14,4.050416666666666,0.0400841656,0.91
2021-10-15,5.005416666666668,0.0765872276,2.16
2021-10-16,3.5933333333333333,0.0487532852,2.79
2021-10-17,1.8704166666666664,0.1566379057999999,2.53
2021-10-18,1.9233333333333336,-0.0166203725999999,0.86
2021-10-19,2.752916666666667,0.0227311936,4.09
2021-10-20,4.900416666666666,0.0791257782,2.63
2021-10-21,4.923750000000001,-0.0460117588,3.08
2021-10-22,5.667083333333333,-0.0333286209999999,2.66
2021-10-23,5.447500000000001,0.0706019166,1.71
2021-10-24,2.8208333333333333,0.106278829,1.03
2021-10-25,4.513750000000001,0.0672854848,5.35
2021-10-26,10.178333333333333,-0.0315516382,2.53
2021-10-27,3.794166666666666,0.0520141079999999,3.67
2021-10-28,4.05375,0.0088146582,2.44
2021-10-29,4.504166666666667,-0.0120261896,4.11
2021-10-30,2.9220833333333336,0.0422140248,5.96
2021-10-31,3.865833333333334,-0.0168975434,11.07
2021-11-01,4.440833333333333,0.0125938167999999,5.69
2021-11-02,3.37,0.0527234026,5.34
2021-11-03,3.444583333333334,0.0765054194,3.26
2021-11-04,6.862083333333334,-0.0467957311999999,6.31
2021-11-05,6.182916666666668,0.055671621,5.19
2021-11-06,2.8154166666666662,-0.0474281536,11.53
2021-11-07,2.9692000000000003,0.0260966628,10.99
2021-11-08,4.09375,0.1420000018,9.57
2021-11-09,3.8195833333333327,0.0593372642,3.62
2021-11-10,4.362083333333333,-0.009543552,4.02
2021-11-11,3.2237500000000003,-0.0050552173999999,4.34
2021-11-12,4.525416666666667,0.0511266707999999,5.07
2021-11-13,2.9179166666666667,0.003513387,3.11
2021-11-14,3.595833333333333,0.0095436404,0.8
2021-11-15,6.803750000000001,0.1303344094,6.43
2021-11-16,8.608749999999999,0.0704526256,1.52
2021-11-17,7.896250000000001,0.0552726972,2.02
2021-11-18,2.1025,-0.0483862338,2.12
2021-11-19,2.1854166666666672,0.0525956442,4.82
2021-11-20,1.788333333333333,0.113700624,4.56
2021-11-21,3.9825,0.010367277,5.18
2021-11-22,4.2404166666666665,-0.1023626154,7.5
2021-11-23,5.57125,-0.005808916,3.04
2021-11-24,4.305833333333334,-0.0395055472,6.3
2021-11-25,3.99375,0.166331172,3.09
2021-11-26,3.924999999999999,0.0507048733999999,5.97
2021-11-27,2.5725,-0.02346175,3.92
2021-11-28,3.4170833333333337,0.0447527606,4.43
2021-11-29,2.8437500000000004,-0.0269637449999999,9.18
2021-11-30,4.72125,-0.0073377745999999,1.28
2021-12-01,5.603749999999999,0.001764189,1.36
2021-12-02,7.485416666666665,0.5,2.88
2021-12-03,9.305,-0.0046133293999999,4.51
2021-12-04,4.605416666666667,-0.0225165356,4.42
2021-12-05,4.309583333333333,0.1476840167999999,7.16
2021-12-06,4.695,0.1105382485999999,2.79
2021-12-07,4.914583333333333,0.02508983613466334,4.63
2021-12-08,4.5008333333333335,0.0593282556,9.03
2021-12-09,3.964166666666667,0.0369125098,1.98
2021-12-10,3.5250000000000004,-0.100027442,3.11
2021-12-11,2.88625,-0.0534522318,2.27
2021-12-12,2.935416666666667,0.016452994,0.86
2021-12-13,4.029583333333334,-0.0058843116,3.98
2021-12-14,3.7504166666666654,-0.0385440975999999,1.44
2021-12-15,4.355833333333334,0.0251304649999999,0.54
2021-12-16,4.248750000000001,-0.0354271792,5.42
2021-12-17,4.780833333333334,0.0223581886,5.02
2021-12-18,4.17375,-0.067689166,3.94
2021-12-19,5.112499999999999,0.04317366,1.76
2021-12-20,4.453333333333334,0.18805477,3.26
2021-12-21,6.276666666666666,0.0217614671999999,4.58
2021-12-22,6.360416666666667,0.044165947,4.33
2021-12-23,6.826250000000001,-0.0234577231999999,4.15
2021-12-24,7.788333333333334,-0.0620980657999999,3.46
2021-12-25,5.474166666666668,0.0556102166,1.8
2021-12-26,4.735416666666668,-0.020137418,3.3
2021-12-27,3.8250000000000006,-0.104116209,1.8
2021-12-28,3.90875,-0.005452411,2.35
2021-12-29,3.813333333333333,-0.025957009,3.68
2021-12-30,3.3408333333333338,0.0100220378,3.11
2021-12-31,3.001666666666667,-0.0542709364,1.9
