date,open_SO2,sate_SO2,"Ramteerth Nagar, Belgaum - KSPCB"
2021-07-28,1.4366666666666663,0.106863111,17.87
2021-07-29,1.2504166666666665,0.0568843614,14.81
2021-07-30,1.127916666666667,0.1261503682,15.29
2021-07-31,0.9808333333333332,0.1771983676,15.5
2021-08-01,1.1475,0.176238138,14.93
2021-08-02,1.4583333333333333,0.113602081,22.61
2021-08-03,1.2608333333333333,0.1085420996,18.5
2021-08-04,1.3166666666666669,0.0226036489999999,14.74
2021-08-05,1.35625,0.0505824924,18.54
2021-08-06,1.4470833333333333,0.1142608768,17.19
2021-08-07,1.4870833333333329,0.0060902889999999,15.6
2021-08-08,1.9158333333333328,0.1085640144,8.216666666666665
2021-08-09,2.049166666666667,0.0902544552,8.377333333333333
2021-08-10,1.8958333333333337,0.0355883446,14.52
2021-08-11,1.908333333333333,0.0177310015999999,16.77
2021-08-12,1.95625,0.062480607,8.772666666666668
2021-08-13,1.7366666666666664,0.0389507501999999,8.676666666666666
2021-08-14,1.3249999999999995,-0.050000001,8.851333333333335
2021-08-15,1.5162500000000003,0.0642199218,9.184
2021-08-16,2.0125,0.1405523802,9.368666666666666
2021-08-17,1.8425,0.1071202976,20.2
2021-08-18,1.6537500000000005,0.0247753252,16.91
2021-08-19,1.7283333333333333,-0.014572984,18.51
2021-08-20,1.8591666666666664,-0.1050905017999999,18.98
2021-08-21,1.5999999999999996,0.0302967081999999,16.28
2021-08-22,2.539166666666666,0.05001815,21.56
2021-08-23,2.942916666666666,0.024055198,19.34
2021-08-24,2.813333333333333,0.0103309266,15.7
2021-08-25,2.5116666666666667,0.1372921452,15.44
2021-08-26,2.101666666666666,-0.0136515118,8.459999999999999
2021-08-27,2.1283333333333334,-0.0096549744,12.49
2021-08-28,1.7062499999999996,0.0404472223999999,13.72
2021-08-29,1.6670833333333333,0.1387142331999999,8.424615384615382
2021-08-30,1.987916666666667,0.0418200276,8.079230769230769
2021-08-31,1.913333333333333,0.0894654858,15.38
2021-09-01,1.8775,0.0120510503999999,16.39
2021-09-02,2.099166666666666,0.0809869922,14.4
2021-09-03,1.9320833333333327,0.0354546812,14.15
2021-09-04,1.3495833333333336,0.068850711,13.31
2021-09-05,1.5779166666666662,0.0279491982,8.38
2021-09-06,1.4925,0.1706879458,14.58
2021-09-07,1.2041666666666668,0.0458474418,14.56
2021-09-08,1.37,0.0226836376,14.03
2021-09-09,1.5545833333333334,0.0152786793999999,14.9
2021-09-10,1.4666666666666666,-0.0341620072,16.71
2021-09-11,1.1854166666666666,-0.0095962784,9.007142857142856
2021-09-12,1.309583333333333,0.0502644078,8.833571428571428
2021-09-13,1.5379166666666666,0.0296490744,8.631428571428572
2021-09-14,1.7191666666666665,-0.0029242989999999,9.187142857142858
2021-09-15,1.6487500000000006,0.1365734494,8.775714285714285
2021-09-16,1.9741666666666664,-0.02,8.611428571428572
2021-09-17,2.06625,0.0085781512,8.802857142857144
2021-09-18,1.643333333333333,0.0187053828,8.725
2021-09-19,2.230833333333333,0.0005415708,8.072857142857142
2021-09-20,2.4979166666666672,-0.001996866,19.61
2021-09-21,2.165,0.0694056092,16.65
2021-09-22,2.048333333333333,0.0577885677999999,14.39
2021-09-23,2.0195833333333337,0.0419012284,13.68
2021-09-24,2.31125,0.119939763,13.53
2021-09-25,1.8045833333333332,0.0320737376,12.12
2021-09-26,2.098333333333333,-0.03490822,15.45
2021-09-27,2.06625,0.0863627392,17.31
2021-09-28,1.5233333333333337,0.016248794,21.76
2021-09-29,1.4775,-0.0325899576,13.35
2021-09-30,2.5683333333333334,0.1162667343999999,17.53
2021-10-01,3.3800000000000003,0.0240952934,12.45
2021-10-02,2.1029166666666668,0.0335614508,13.78
2021-10-03,3.811666666666666,0.0481087939999999,12.14
2021-10-04,4.043333333333334,0.0207877054,15.34
2021-10-05,2.9862500000000005,0.0630389026,16.58
2021-10-06,3.2837499999999995,-0.0139791234,15.79
2021-10-07,3.0575,0.0008266627999999,17.06
2021-10-08,1.94,-0.280012518,16.51
2021-10-09,2.2883333333333336,0.1991398394,12.8
2021-10-10,2.915833333333333,0.064515382,10.96
2021-10-11,4.43,0.0483977914,16.27
2021-10-12,3.671250000000001,-0.0471276595999999,17.76
2021-10-13,2.87125,0.0744363084,14.95
2021-10-14,3.339166666666666,-0.0047555054,16.46
2021-10-15,3.182916666666667,0.019839089,15.6
2021-10-16,2.355833333333333,0.065010183,19.35
2021-10-17,3.17,-0.119999997,21.23
2021-10-18,2.9029166666666675,0.0069232878,17.18
2021-10-19,3.33875,0.0280657,17.58
2021-10-20,3.585833333333333,0.0367823689999999,15.55
2021-10-21,4.24375,0.0490557642,15.04
2021-10-22,7.844166666666666,0.10641323,15.41
2021-10-23,6.607916666666668,0.213994756,11.644285714285711
2021-10-24,4.364166666666668,-0.210000008,10.623571428571427
2021-10-25,4.79875,0.0756872976,10.213571428571427
2021-10-26,5.322083333333333,-0.006543951,21.53
2021-10-27,5.944583333333333,0.0388908944,21.68
2021-10-28,6.23,0.030150028,21.31
2021-10-29,4.464583333333335,0.0329175392,19.94
2021-10-30,2.566666666666667,0.1129691309999999,19.68
2021-10-31,2.1237500000000007,0.134984359,18.17
2021-11-01,4.6395833333333325,0.0608807066,19.38
2021-11-02,1.8895833333333332,0.055170562,24.48
2021-11-03,1.6908333333333332,0.0591824016,23.02
2021-11-04,3.4725,0.141274838,22.88
2021-11-05,4.044583333333335,0.0535712203999999,19.41
2021-11-06,2.0295833333333326,0.1134415575999999,21.64
2021-11-07,5.3576,0.0093627962,22.96
2021-11-08,4.044166666666667,0.788763762,24.05
2021-11-09,3.9925,0.147421792,17.79
2021-11-10,4.524583333333333,-0.0592431578,17.61
2021-11-11,4.59875,0.0190371158,19.44
2021-11-12,3.376666666666667,-0.0032468164,15.797857142857143
2021-11-13,2.532083333333333,0.1660229919999999,14.242857142857146
2021-11-14,3.6583333333333337,0.1427433744,14.28214285714286
2021-11-15,2.807916666666666,0.064689014,15.305
2021-11-16,2.524166666666668,-0.0071021535999999,14.218571428571432
2021-11-17,1.1495833333333334,0.0253686474,14.85
2021-11-18,2.921666666666667,0.0219377222,14.88
2021-11-19,2.907083333333334,0.0466395012,15.23
2021-11-20,2.45875,0.0111419329999999,12.55
2021-11-21,2.710416666666667,0.0882001676,16.11
2021-11-22,3.7920833333333337,0.038621913,13.64
2021-11-23,3.165833333333333,-0.059999999,15.98
2021-11-24,4.383333333333334,-0.0558735012,17.57
2021-11-25,2.49125,0.10017404,18.21
2021-11-26,3.0025,0.042412862,21.24
2021-11-27,4.08875,0.0263659664,21.25
2021-11-28,2.1991666666666663,0.032415229,20.64
2021-11-29,1.5404166666666663,-0.0367559612,20.21
2021-11-30,4.65875,0.1095574722,18.53
2021-12-01,1.2366666666666666,-0.01733991,15.54
2021-12-02,1.4829166666666669,-0.0453880936,15.01
2021-12-03,2.2570833333333336,0.0876770204,15.39
2021-12-04,2.507083333333333,-0.0037315488,16.82
2021-12-05,2.822083333333333,0.0706742972,20.36
2021-12-06,5.451666666666668,0.31240344,17.7
2021-12-07,3.3799999999999994,0.046528374848379045,15.37
2021-12-08,5.324583333333333,0.0098259138,18.68
2021-12-09,4.3641666666666685,-0.016654348,18.15
2021-12-10,3.387916666666668,0.229842693,17.26
2021-12-11,2.376666666666667,0.050352436,13.72
2021-12-12,3.4308333333333327,-0.0184458957999999,15.85
2021-12-13,3.6675,-0.070000008,15.45
2021-12-14,3.25,0.0345983775999999,17.13
2021-12-15,3.074583333333333,0.0005070345999999,20.43
2021-12-16,4.266250000000001,0.0294526882,19.75
2021-12-17,4.968333333333334,0.103182174,19.09
2021-12-18,5.25875,0.104029417,14.31
2021-12-19,4.597916666666667,0.098145396,13.19
2021-12-20,4.1675,-0.157195523,14.7
2021-12-21,6.223749999999999,0.067586408,17.82
2021-12-22,10.580833333333334,-0.033321146,16.79
2021-12-23,15.67541666666667,0.0870372312,19.72
2021-12-24,6.8425,0.0114042255999999,21.37
2021-12-25,10.752916666666666,-0.047725894,20.89
2021-12-26,8.932916666666666,0.084105007,13.95
2021-12-27,6.47125,0.169279397,17.74
2021-12-28,3.736666666666667,0.0312874175999999,21.14
2021-12-29,6.760416666666668,-0.105507091,18.82
2021-12-30,8.09125,0.0305110714,20.35
2021-12-31,6.293333333333333,-0.0052520895999999,18.98
