date,open_SO2,sate_SO2,"Ramteerth Nagar, Belgaum - KSPCB"
2020-11-24,7.11,0.0030586919999999,17.974999999999998
2020-11-25,9.266666666666667,0.0399397617999999,25.53
2020-11-26,3.5816666666666666,-0.0185678078,25.13
2020-11-27,3.5725,0.0561666495999999,4.89
2020-11-28,4.879583333333334,0.0617048762,5.08
2020-11-29,1.4870833333333335,-0.115249194,7.84
2020-11-30,6.060416666666665,0.134900182,6.578658929722761
2020-12-01,7.4575,0.0356747314,12.104
2020-12-02,5.604583333333334,-0.0331027092,8.027500000000002
2020-12-03,4.099583333333333,0.070453584,10.1275
2020-12-04,4.513333333333335,0.0150321685999999,7.76
2020-12-05,4.0875,0.1089389963999999,5.67
2020-12-06,3.0387500000000003,-0.111980215,6.73
2020-12-07,4.045416666666667,0.05270027,4.84
2020-12-08,4.159583333333334,-0.147946924,4.11
2020-12-09,5.823750000000001,0.0140495885999999,4.8
2020-12-10,3.103333333333333,-0.05429104,6.71
2020-12-11,4.514166666666667,0.0780382457999999,7.22
2020-12-12,3.505833333333333,0.106329322,3.89
2020-12-13,3.1670833333333337,0.1416865008,3.87
2020-12-14,3.175833333333333,-0.214445859,4.75
2020-12-15,6.200416666666666,0.120278321,4.5
2020-12-16,7.104166666666667,0.153379872,4.43
2020-12-17,3.0083333333333333,-0.141165644,4.71
2020-12-18,5.919583333333335,-0.0027558379999999,4.53
2020-12-19,7.772916666666666,-0.02494037,4.67
2020-12-20,5.383749999999999,0.0926269295999999,4.64
2020-12-21,5.1433333333333335,0.0694715976,4.81
2020-12-22,9.515416666666669,-0.18894431,5.05
2020-12-23,5.96375,-0.04352124,5.6
2020-12-24,7.040416666666666,0.033500969,4.73
2020-12-25,8.76375,-0.0014945347999999,3.64
2020-12-26,5.361666666666667,-0.188673675,7.99
2020-12-27,7.3912499999999985,0.0860887612,16.54
2020-12-28,6.8675,0.11370337,9.87
2020-12-29,5.700416666666668,0.0772914346,10.46
2020-12-30,7.026666666666666,-0.051538814,12.56
2020-12-31,6.679166666666666,-0.117738202,11.35
2021-01-01,6.39375,0.068068288,9.23
2021-01-02,4.665416666666665,0.115570202,10.22
2021-01-03,2.865416666666668,-0.0030911667999999,9.33
2021-01-04,2.7558333333333334,0.0070844267999999,9.29
2021-01-05,3.6833333333333336,0.1684796214,9.27
2021-01-06,3.610416666666666,0.0093696129999999,9.2
2021-01-07,4.523333333333334,-0.005111926,9.58
2021-01-08,1.78125,0.0872165172,9.49
2021-01-09,2.469583333333333,-0.0263199676,17.715
2021-01-10,4.677916666666667,0.0252287976,17.63
2021-01-11,4.043333333333333,-0.190937832,7.49
2021-01-12,6.124583333333333,0.0966584466,6.82
2021-01-13,4.218333333333335,0.0340695388,8.76
2021-01-14,3.50375,0.0929477421999999,9.69
2021-01-15,4.532916666666666,-0.097194403,9.57
2021-01-16,2.425833333333333,0.146506473,9.36
2021-01-17,3.450833333333334,0.6109519,9.42
2021-01-18,4.3983333333333325,0.012112443,9.31
2021-01-19,5.432499999999998,0.070336274,9.69
2021-01-20,8.76375,-0.06296593,9.0
2021-01-21,6.975000000000001,-0.0260985179999999,6.81
2021-01-22,8.365833333333333,0.0025561042,8.39
2021-01-23,5.980000000000001,-0.063905276,8.58
2021-01-24,5.490416666666666,0.018229561,8.25
2021-01-25,7.9125,0.06737718,11.1
2021-01-26,6.6135,0.0987087696,13.41
2021-01-27,5.23,0.146191359,11.69
2021-01-28,4.447916666666667,-0.028623069,13.76
2021-01-29,3.7850000000000006,0.576963902,13.25
2021-01-30,5.150416666666667,0.2046311736,14.59
2021-01-31,5.288749999999999,0.076267004,13.95
2021-02-01,6.065,-0.021083783,12.37
2021-02-02,8.966666666666667,0.029476646,14.4
2021-02-03,9.84125,-0.073040351,13.35
2021-02-04,6.301666666666666,0.0099050772,9.08
2021-02-05,8.339166666666667,0.179119408,9.24
2021-02-06,8.230833333333335,0.0741306036,17.10142857142857
2021-02-07,8.449999999999998,-0.0399862542,15.96
2021-02-08,10.168333333333331,0.435602337,14.866666666666667
2021-02-09,9.912916666666668,0.004625838,13.42
2021-02-10,9.619166666666668,0.044459667,13.61
2021-02-11,10.003333333333332,0.0224248008,12.78
2021-02-12,5.814583333333331,-0.020358406,12.81
2021-02-13,5.012083333333334,0.1200686132,12.78
2021-02-14,6.526666666666668,0.278565973,12.83
2021-02-15,5.504583333333332,0.0548597368,12.57
2021-02-16,6.703333333333333,-0.124365561,13.38
2021-02-17,7.120833333333333,-0.001133173,12.69
2021-02-18,4.239999999999999,0.639999986,10.64
2021-02-19,8.839166666666666,0.130092293,9.05
2021-02-20,4.353333333333333,0.0395707834,11.25
2021-02-21,5.013749999999999,0.0126917778,11.4
2021-02-22,5.335416666666667,-0.0044784415999999,21.691666666666663
2021-02-23,5.420416666666665,0.063484246,9.25
2021-02-24,6.693749999999998,0.046516359,12.35
2021-02-25,9.681666666666668,0.124230362,9.87
2021-02-26,11.34125,0.019002616,9.03
2021-02-27,8.081666666666667,-0.0207091032,11.08
2021-02-28,7.560000000000001,0.087756567,12.01
2021-03-01,5.03,0.0057728293999999,13.98
2021-03-02,6.937916666666669,0.29704386,14.28
2021-03-03,7.911250000000002,0.0057434955999999,16.21
2021-03-04,6.4125000000000005,-0.015264827,13.97
2021-03-05,6.050833333333333,0.029926851,13.44
2021-03-06,7.819583333333333,-0.005614932,13.83
2021-03-07,9.5025,0.086816408,12.42
2021-03-08,6.00125,0.0708279466,14.87
2021-03-09,4.382916666666668,0.006424076,14.96
2021-03-10,6.635000000000002,0.0170479907999999,17.445714285714285
2021-03-11,4.028333333333333,-0.0781997406,12.57
2021-03-12,3.3129166666666667,-0.072900839,13.63
2021-03-13,4.406249999999999,0.184757337,21.147142857142857
2021-03-14,4.855217391304348,-0.064062022,20.67714285714285
2021-03-15,5.792083333333333,-0.0182250258,13.68
2021-03-16,7.6875,0.117617399,14.04
2021-03-17,5.8950000000000005,0.0495420409999999,12.67
2021-03-18,3.3370833333333345,-0.086773776,13.03
2021-03-19,5.9383333333333335,0.1252440234,10.92
2021-03-20,5.921666666666667,-0.121397756,10.89
2021-03-21,3.945833333333333,0.082617648,12.1
2021-03-22,4.3675,0.091374151,13.49
2021-03-23,7.219583333333333,0.028202336,12.58
2021-03-24,7.452916666666667,0.054493137,13.75
2021-03-25,5.945416666666668,0.012399039,14.28
2021-03-26,6.737916666666667,2.539840000000404e-05,12.68
2021-03-27,3.37125,-0.0520025105999999,11.98
2021-03-28,4.1325,0.278258175,13.17
2021-03-29,4.0375000000000005,0.034861531,11.83
2021-03-30,2.890833333333333,0.046528374848379045,11.52
2021-03-31,3.499583333333332,0.085066624,9.79
2021-04-01,2.659166666666667,0.183885023,11.08
2021-04-02,2.117083333333333,0.0145916097999999,12.18
2021-04-03,1.6895833333333332,-0.079100713,13.39
2021-04-04,2.575833333333333,0.0077589378,9.27
2021-04-05,7.085,0.136677891,11.56
2021-04-06,6.363333333333332,0.210153416,14.76
2021-04-07,5.813333333333335,0.265833884,12.1
2021-04-08,3.9020833333333336,0.102682613,13.7
2021-04-09,4.866666666666667,-0.058664825,10.71
2021-04-10,4.432916666666666,0.145480514,19.275
2021-04-11,4.4608333333333325,0.0308741224,20.531666666666663
2021-04-12,5.682500000000001,0.0307977736,7.98
2021-04-13,5.804583333333333,0.217197537,7.96
2021-04-14,3.692500000000001,0.038854588,12.29
2021-04-15,3.1933333333333334,-0.012658916,13.52
2021-04-16,4.90875,-0.005057534,14.22
2021-04-17,4.093333333333334,0.087896235,7.1
2021-04-18,3.8595833333333327,0.050616874,4.92
2021-04-19,2.908750000000001,0.31835416,6.29
2021-04-20,2.785,0.0651475198,5.02
2021-04-21,2.90625,0.410171151,7.18
2021-04-22,3.4820833333333323,0.136969417,10.52
2021-04-23,2.64875,-0.009787156,10.96
2021-04-24,3.4287500000000004,0.144332603,11.51
2021-04-25,3.549166666666666,0.105704278,23.465
2021-04-26,6.1762500000000005,0.027801378,13.88
2021-04-27,4.829583333333334,0.002951827,23.285
2021-04-28,5.7025,-0.0144577428,21.881666666666664
2021-04-29,5.8875,-0.234994888,22.541666666666668
2021-04-30,4.837916666666667,-0.028519886,7.47
2021-05-01,4.759166666666665,0.052693304,8.98
2021-05-02,4.688333333333334,-0.012569194,13.16
2021-05-03,4.373749999999999,0.076038867,10.29
2021-05-04,3.797916666666666,0.0613708684,9.76
2021-05-05,4.513749999999999,0.360000014,9.17
2021-05-06,2.831666666666667,0.0463176944,9.77
2021-05-07,4.284166666666668,0.0296867824,22.58666666666667
2021-05-08,2.50375,0.041282907,26.74833333333333
2021-05-09,3.0900000000000003,-0.02,20.214
2021-05-10,3.4612499999999997,0.083352618,23.063333333333333
2021-05-11,2.449166666666667,0.058937237,22.465000000000003
2021-05-12,3.466250000000001,0.0568869205999999,21.916666666666668
2021-05-13,3.3720833333333324,0.0240639821999999,11.63
2021-05-14,1.7379166666666668,0.023134006,10.51
2021-05-15,0.55375,0.1013575165999999,9.57
2021-05-16,0.46625,0.0144167252,23.451666666666668
2021-05-17,0.7295833333333334,0.183106891,7.5
2021-05-18,0.7987499999999997,0.140000001,8.31
2021-05-19,1.3208333333333333,0.0110686539999999,18.67
2021-05-20,2.3195833333333336,-0.0053281466,10.37
2021-05-21,2.75,0.0800342429999999,10.04
2021-05-22,1.6524999999999996,0.1117755032,11.09
2021-05-23,2.045,0.045261819,10.48
2021-05-24,2.7779166666666666,-0.0352676384,11.05
2021-05-25,2.193333333333333,0.079968676,11.09
2021-05-26,1.5508333333333335,0.05847254,11.15
2021-05-27,1.614583333333333,0.217014104,9.36
2021-05-28,1.9166666666666667,-0.0010658179999999,9.6
2021-05-29,1.8016666666666663,0.1334271967999999,9.89
2021-05-30,1.61125,0.009897185,8.77
2021-05-31,1.6679166666666667,0.119999997,11.24
2021-06-01,1.49375,-0.001607779,10.22
2021-06-02,2.53375,-0.025665799,10.61
2021-06-03,2.395416666666666,-0.02112305,10.64
2021-06-04,2.583333333333333,-0.280039191,10.65
2021-06-05,2.013333333333334,0.0709318585999999,10.72
2021-06-06,2.334583333333333,-0.0189657204,11.4
2021-06-07,1.9879166666666663,-0.0108478454,12.95
2021-06-08,1.7908333333333335,0.0925131962,11.95
2021-06-09,1.457916666666667,0.0725799474,10.68
2021-06-10,1.6316666666666668,0.0366982099999999,21.85111111111111
2021-06-11,1.4320833333333336,-0.0117672228,20.271111111111107
2021-06-12,0.9979166666666668,-0.419999987,22.15222222222222
2021-06-13,1.1466666666666667,0.0241793088,18.715000000000003
2021-06-14,1.6295833333333334,0.0537282073999999,19.56
2021-06-15,1.6249999999999998,0.0176644434,12.86
2021-06-16,1.3804166666666668,0.037476269,13.31
2021-06-17,1.4475000000000005,-0.170000002,16.64
2021-06-18,1.1795833333333334,-0.0098435682,15.49
2021-06-19,1.1066666666666662,0.0653974782,16.06
2021-06-20,1.4595833333333337,0.042888891,13.779166666666669
2021-06-21,2.098333333333333,0.049699595,16.58
2021-06-22,2.0204166666666663,0.0608362998,15.84
2021-06-23,2.0145833333333334,0.0121064382,19.05
2021-06-24,1.8345833333333328,0.0207113898,18.86
2021-06-25,1.679166666666667,-0.015000001,17.51
2021-06-26,1.49625,-0.0071801812,15.29
2021-06-27,2.035416666666667,0.1195313938,16.03
2021-06-28,2.12,-0.189999998,15.57
2021-06-29,2.2279166666666668,0.0818824248,14.54
2021-06-30,2.22,0.077274618,15.16
2021-07-01,1.865833333333333,0.035842229,16.08
2021-07-02,1.7904166666666663,0.1165765742,15.32
2021-07-03,1.6566666666666665,0.0723376108,18.12
2021-07-04,2.010416666666666,0.063705824,17.23
2021-07-05,2.7549999999999994,0.0809130676,17.5
2021-07-06,3.73,-0.150000006,15.72
2021-07-07,2.6025000000000005,0.0932171292,15.79
2021-07-08,2.152083333333333,0.0995766637999999,15.04
2021-07-09,1.6641666666666668,0.108391647,14.48
2021-07-10,1.2937500000000004,0.0955157649999999,15.87
2021-07-11,0.9716666666666666,0.000640563,11.851666666666668
2021-07-12,1.1849999999999998,0.0068943072,15.07
2021-07-13,1.1270833333333334,-0.0233691022,14.65
2021-07-14,1.1575,0.133253506,13.64
2021-07-15,1.2070833333333335,0.0873711436,15.14
2021-07-16,1.32875,0.0643365135999999,15.15
2021-07-17,1.319583333333333,0.0789038576,14.93
2021-07-18,1.19375,0.178062643,8.839285714285714
2021-07-19,1.1704166666666669,0.0699423499999999,15.81
2021-07-20,1.1183333333333334,0.0854095864,18.01
2021-07-21,1.0258333333333332,0.0069134464,16.9
2021-07-22,1.0104166666666667,-0.0676993452,12.49
2021-07-23,1.1841666666666666,-0.0018739836,13.8
2021-07-24,1.0308333333333335,0.1166731221999999,16.5
2021-07-25,1.12,-0.0005808497999999,10.67
2021-07-26,1.4095833333333332,0.0015627271999999,15.34
2021-07-27,1.424583333333333,0.087165304,18.44
