date,open_NO2,sate_NO2,"Chhoti Gwaltoli, Indore - MPPCB"
2021-03-24,7.351250000000001,6759280000000000.0,51.39
2021-03-25,7.739166666666667,5249620000000000.0,50.61
2021-03-26,22.50375,-540053000000000.0,57.4
2021-03-27,24.98625,7411740000000000.0,79.09
2021-03-28,19.692083333333333,4677456000000000.0,62.93
2021-03-29,4.059166666666667,7317630000000000.0,52.5
2021-03-30,3.336666666666666,5444380000000000.0,46.59
2021-03-31,3.203333333333333,6824520000000000.0,40.74
2021-04-01,21.288750000000004,6301980000000000.0,63.9
2021-04-02,5.88,6572390000000000.0,55.73
2021-04-03,6.624583333333333,7184650000000000.0,64.73
2021-04-04,12.255833333333332,3469278000000000.0,67.19
2021-04-05,9.93625,6038500000000000.0,52.58
2021-04-06,4.6795833333333325,4150962000000000.0,46.85
2021-04-07,5.9120833333333325,5835290000000000.0,51.05
2021-04-08,4.726249999999999,5828490000000000.0,53.13
2021-04-09,12.806666666666668,6269120000000000.0,63.07
2021-04-10,8.902083333333334,6074920000000000.0,48.11
2021-04-11,6.194583333333334,4880460000000000.0,29.47
2021-04-12,26.450000000000006,6010470000000000.0,30.38
2021-04-13,23.85208333333333,4889392000000000.0,35.39
2021-04-14,16.743750000000002,5260350000000000.0,21.42
2021-04-15,34.33166666666667,6340930000000000.0,27.93
2021-04-16,4.09625,7173570000000000.0,20.29
2021-04-17,6.65125,4259300000000000.0,17.83
2021-04-18,10.010416666666666,5544270000000000.0,24.43
2021-04-19,3.5141666666666675,4843560000000000.0,25.94
2021-04-20,4.099583333333333,3786156000000000.0,20.36
2021-04-21,7.42875,4381300000000000.0,20.1
2021-04-22,18.28708333333333,5772476000000000.0,23.17
2021-04-23,4.286666666666666,6096350000000000.0,23.9
2021-04-24,6.253333333333333,3922440000000000.0,18.75
2021-04-25,8.920833333333334,5532020000000000.0,27.17
2021-04-26,8.645833333333332,5602940000000000.0,31.53
2021-04-27,8.689166666666667,1383690000000000.0,32.73
2021-04-28,5.079583333333335,5376410000000000.0,29.85
2021-04-29,3.9320833333333343,4230900000000000.0,22.07
2021-04-30,2.652083333333333,6419050000000000.0,23.59
2021-05-01,18.804583333333333,4062522000000000.0,25.3
2021-05-02,21.940416666666668,5030460000000000.0,19.27
2021-05-03,5.355416666666667,8974710000000000.0,19.05
2021-05-04,3.1666666666666665,4793750000000000.0,22.92
2021-05-05,2.919583333333333,4094710000000000.0,18.89
2021-05-06,4.295833333333333,4603330000000000.0,20.56
2021-05-07,6.727083333333334,5252370000000000.0,21.45
2021-05-08,4.83,4052472000000000.0,22.08
2021-05-09,3.889166666666668,5202290000000000.0,18.94
2021-05-10,3.2495833333333333,5012970000000000.0,17.44
2021-05-11,3.1520833333333336,6125960000000000.0,17.5
2021-05-12,3.075833333333333,5659960000000000.0,17.14
2021-05-13,3.7879166666666655,-1088080000000000.0,17.39
2021-05-14,5.704999999999998,4630410000000000.0,19.56
2021-05-15,5.102916666666666,3782592000000000.0,17.88
2021-05-16,3.9320833333333343,4821890000000000.0,13.47
2021-05-17,5.07125,4770330000000000.0,12.87
2021-05-18,4.7404166666666665,3964316000000000.0,13.16
2021-05-19,3.6825,6552180000000000.0,11.78
2021-05-20,3.217083333333333,5986080000000000.0,16.49
2021-05-21,2.595833333333333,4495000000000000.0,15.76
2021-05-22,2.6229166666666672,3593568000000000.0,15.27
2021-05-23,3.74625,5260680000000000.0,14.59
2021-05-24,2.7545833333333345,4712480000000000.0,18.98
2021-05-25,2.13625,6384620000000000.0,17.1
2021-05-26,2.9862500000000005,4202060000000000.0,16.46
2021-05-27,3.9925,5913750000000000.0,16.13
2021-05-28,2.9354166666666663,5623140000000000.0,17.07
2021-05-29,2.805,-2789810000000000.0,17.72
2021-05-30,2.5783333333333327,4599600000000000.0,17.04
2021-05-31,2.268333333333333,4932262000000000.0,15.05
2021-06-01,3.07875,5097230000000000.0,12.67
2021-06-02,11.07416666666667,5399270000000000.0,16.83
2021-06-03,7.0775,6623650000000000.0,20.83
2021-06-04,6.152083333333333,5804490000000000.0,20.34
2021-06-05,4.825833333333334,3737588000000000.0,18.66
2021-06-06,4.64375,5131970000000000.0,18.35
2021-06-07,4.120416666666666,4060752000000000.0,20.51
2021-06-08,3.839166666666667,5285880000000000.0,18.29
2021-06-09,3.68,4554116000000000.0,18.04
2021-06-10,3.422083333333333,4978820000000000.0,17.91
2021-06-11,3.04875,4985880000000000.0,18.28
2021-06-12,2.712499999999999,5090170000000000.0,22.51
2021-06-13,2.6633333333333336,5430130000000000.0,25.97
2021-06-14,2.603333333333333,976384000000000.0,28.7
2021-06-15,4.570833333333334,5796730000000000.0,25.73
2021-06-16,2.78,3968450000000000.0,26.15
2021-06-17,2.854583333333333,4391670000000000.0,32.61
2021-06-18,5.49875,4750970000000000.0,29.51
2021-06-19,2.992916666666666,5627880000000000.0,27.31
2021-06-20,4.140416666666666,3135460000000000.0,27.83
2021-06-21,4.7025,2881006000000000.0,30.0
2021-06-22,4.158333333333333,4275760000000000.0,24.6
2021-06-23,6.552083333333332,3883310000000000.0,29.82
2021-06-24,7.232500000000001,6229450000000000.0,27.35
2021-06-25,5.0216666666666665,4515242000000000.0,33.25
2021-06-26,3.860416666666667,5130080000000000.0,38.35
2021-06-27,4.216666666666667,4501840000000000.0,37.37
2021-06-28,5.054999999999999,5710350000000000.0,38.71
2021-06-29,4.7925,4124410000000000.0,33.12
2021-06-30,4.583333333333333,1145600000000000.0,34.09
2021-07-01,3.4695833333333344,3814050000000000.0,27.26
2021-07-02,3.244166666666666,4641064000000000.0,26.12
2021-07-03,2.7258333333333336,4115870000000000.0,28.7
2021-07-04,3.8366666666666673,5466040000000000.0,29.46
2021-07-05,4.2316666666666665,5163580000000000.0,33.41
2021-07-06,6.307916666666666,6586430000000000.0,33.25
2021-07-07,3.18,4683430000000000.0,34.27
2021-07-08,4.260000000000001,3480890000000000.0,30.75
2021-07-09,5.151666666666666,4157832000000000.0,30.48
2021-07-10,4.444999999999999,4971890000000000.0,37.83
2021-07-11,9.790416666666667,3841950000000000.0,33.65
2021-07-12,7.379583333333334,3951720000000000.0,32.53
2021-07-13,6.795000000000001,4195830000000000.0,28.59
2021-07-14,12.10541666666667,4227296000000000.0,37.34
2021-07-15,8.529583333333333,4615290000000000.0,28.26
2021-07-16,5.5495833333333335,2557380000000000.0,29.02
2021-07-17,4.288333333333334,3793700000000000.0,36.86
2021-07-18,7.62125,4969834000000000.0,33.63
2021-07-19,6.410833333333334,3862960000000000.0,30.65
2021-07-20,5.540833333333333,4406406000000000.0,25.71
2021-07-21,5.069999999999999,4333176000000000.0,25.66
2021-07-22,7.305833333333336,4609750000000000.0,29.99
2021-07-23,5.583749999999999,3769426000000000.0,30.31
2021-07-24,7.263333333333333,4253694000000000.0,32.22
2021-07-25,5.843750000000001,4615482000000000.0,27.2
2021-07-26,4.905833333333333,3971430000000000.0,30.32
2021-07-27,6.207916666666666,4560200000000000.0,26.06
2021-07-28,6.240833333333334,3962416000000000.0,25.96
2021-07-29,5.154583333333333,4032808000000000.0,23.19
2021-07-30,3.265833333333333,4487468000000000.0,25.67
2021-07-31,2.8458333333333328,4612394000000000.0,25.97
2021-08-01,2.950833333333333,4192822000000000.0,23.5
2021-08-02,3.571250000000001,4386800000000000.0,24.92
2021-08-03,5.015833333333334,4339738000000000.0,22.86
2021-08-04,5.3825,3820708000000000.0,24.2
2021-08-05,4.863333333333333,3628130000000000.0,29.83
2021-08-06,5.150000000000001,4418552000000000.0,30.79
2021-08-07,4.886666666666668,4183734000000000.0,36.6
2021-08-08,5.705833333333334,3868606000000000.0,34.27
2021-08-09,5.242500000000001,6294040000000000.0,36.72
2021-08-10,5.353750000000001,3995218000000000.0,37.34
2021-08-11,5.58625,3818802000000000.0,36.1
2021-08-12,6.980000000000001,3148494000000000.0,32.88
2021-08-13,4.097083333333335,5288400000000000.0,32.56
2021-08-14,3.562916666666666,3764420000000000.0,31.87
2021-08-15,4.618750000000001,3914770000000000.0,32.24
2021-08-16,4.064166666666667,3631940000000000.0,35.47
2021-08-17,5.4387500000000015,3983664000000000.0,41.01
2021-08-18,6.085416666666668,4682654000000000.0,35.09
2021-08-19,4.929583333333334,3633712000000000.0,37.31
2021-08-20,5.065,3279364000000000.0,32.19
2021-08-21,5.142500000000001,4978614000000000.0,33.53
2021-08-22,6.426666666666667,4010334000000000.0,29.13
2021-08-23,5.295416666666667,5124640000000000.0,30.47
2021-08-24,6.195416666666667,4897540000000000.0,29.84
2021-08-25,5.89875,4210878000000000.0,29.4
2021-08-26,6.022916666666667,4437826000000000.0,31.05
2021-08-27,9.182500000000005,4521410000000000.0,35.01
2021-08-28,3.65,4424654000000000.0,36.61
2021-08-29,4.448333333333333,3691654000000000.0,33.98
2021-08-30,7.787083333333332,5187160000000000.0,33.18
2021-08-31,7.88375,3774888000000000.0,34.42
2021-09-01,8.145833333333332,3157470000000000.0,27.35
2021-09-02,9.897083333333333,1902470000000000.0,33.15
2021-09-03,11.25666666666667,4956500000000000.0,43.02
2021-09-04,6.077083333333332,4232048000000000.0,38.43
2021-09-05,5.996250000000001,3998058000000000.0,36.06
2021-09-06,11.689583333333331,5835870000000000.0,35.34
2021-09-07,5.738333333333332,4328750000000000.0,28.72
2021-09-08,12.19625,4292630000000000.0,25.01
2021-09-09,8.8725,1986288000000000.0,23.01
2021-09-10,8.278333333333334,4863118000000000.0,28.85
2021-09-11,6.259583333333333,4912118000000000.0,28.5
2021-09-12,9.68125,5808730000000000.0,26.84
2021-09-13,12.81333333333333,4134046000000000.0,34.13
2021-09-14,9.322499999999998,4508208000000000.0,33.57
2021-09-15,3.655416666666667,5468270000000000.0,27.53
2021-09-16,6.024583333333332,3824004000000000.0,26.89
2021-09-17,4.167083333333333,5251670000000000.0,26.03
2021-09-18,5.600833333333333,4418382000000000.0,28.22
2021-09-19,5.2058333333333335,3409746000000000.0,27.22
2021-09-20,6.732916666666667,4054408000000000.0,29.54
2021-09-21,10.453750000000005,4331838000000000.0,31.93
2021-09-22,9.375416666666668,4692850000000000.0,35.06
2021-09-23,7.411666666666668,3795340000000000.0,33.78
2021-09-24,6.77375,6197300000000000.0,34.03
2021-09-25,6.985416666666667,4786150000000000.0,37.37
2021-09-26,8.478333333333332,4971880000000000.0,32.37
2021-09-27,6.143750000000001,3755956000000000.0,42.33
2021-09-28,6.102083333333333,4282486000000000.0,29.0
2021-09-29,11.14125,4094800000000000.0,24.82
2021-09-30,13.87,3814400000000000.0,30.4
2021-10-01,11.259583333333332,4490880000000000.0,37.54
2021-10-02,9.204166666666667,3122840000000000.0,36.71
2021-10-03,6.994583333333335,3997430000000000.0,33.58
2021-10-04,8.809583333333332,4450614000000000.0,34.34
2021-10-05,16.94,4674380000000000.0,36.5
2021-10-06,14.206666666666669,3801952000000000.0,48.49
2021-10-07,21.875833333333333,5240820000000000.0,45.92
2021-10-08,10.56875,4711750000000000.0,46.12
2021-10-09,5.850416666666665,3911124000000000.0,50.78
2021-10-10,7.487916666666667,4554710000000000.0,36.96
2021-10-11,11.098333333333333,3701206000000000.0,45.18
2021-10-12,14.964583333333332,4134510000000000.0,55.02
2021-10-13,14.650833333333331,3773498000000000.0,64.68
2021-10-14,12.31,4542470000000000.0,57.84
2021-10-15,13.85,3733288000000000.0,72.37
2021-10-16,12.697916666666664,4588040000000000.0,62.1
2021-10-17,8.786666666666667,3936256000000000.0,47.7
2021-10-18,4.394166666666667,4278684000000000.0,52.72
2021-10-19,8.279166666666667,3880440000000000.0,69.33
2021-10-20,17.40416666666667,4547718000000000.0,70.34
2021-10-21,20.6175,5601950000000000.0,70.86
2021-10-22,30.27375,4768784000000000.0,61.35
2021-10-23,25.274583333333336,4080110000000000.0,65.79
2021-10-24,26.52333333333334,3873640000000000.0,66.7
2021-10-25,22.64375,4104238000000000.0,71.5
2021-10-26,14.78875,4032760000000000.0,88.55
2021-10-27,11.889583333333334,4147376000000000.0,72.82
2021-10-28,20.09875,3974890000000000.0,77.42
2021-10-29,16.6125,3190838000000000.0,87.41
2021-10-30,13.424166666666666,4562220000000000.0,100.97
2021-10-31,26.699583333333333,3459619200000000.0,96.4
2021-11-01,21.49291666666667,4172550000000000.0,103.9
2021-11-02,24.44375,4935740000000000.0,106.16
2021-11-03,20.24375,3575066000000000.0,120.38
2021-11-04,25.964583333333334,4616740000000000.0,113.88
2021-11-05,24.753750000000007,4279742000000000.0,112.39
2021-11-06,15.78833333333334,5221110000000000.0,90.12
2021-11-07,12.5772,3807755200000000.0,93.43
2021-11-08,16.409166666666668,4085470000000000.0,121.2
2021-11-09,16.96166666666667,5105040000000000.0,134.28
2021-11-10,16.057083333333335,3382052000000000.0,123.47
2021-11-11,9.790416666666667,4723950000000000.0,101.91
2021-11-12,7.924583333333332,4159100000000000.0,66.72
2021-11-13,8.4475,4490200000000000.0,69.62
2021-11-14,10.053333333333333,5185854000000000.0,73.47
2021-11-15,8.842083333333337,4390790000000000.0,70.7
2021-11-16,7.732916666666668,3394197200000000.0,67.8
2021-11-17,9.77375,5027730000000000.0,56.03
2021-11-18,16.29375,3588190000000000.0,40.47
2021-11-19,17.59375,4253878000000000.0,48.99
2021-11-20,6.667083333333334,4662090000000000.0,49.21
2021-11-21,15.16583333333334,4429338000000000.0,48.54
2021-11-22,15.51958333333333,4421350000000000.0,62.27
2021-11-23,15.614166666666668,4303126000000000.0,70.86
2021-11-24,18.9875,4544320000000000.0,94.49
2021-11-25,19.660416666666663,4755720000000000.0,89.73
2021-11-26,35.88708333333333,3404832000000000.0,77.63
2021-11-27,19.206250000000004,4138370000000000.0,69.7
2021-11-28,17.925833333333333,4247798000000000.0,89.64
2021-11-29,14.585833333333332,4584510000000000.0,78.76
2021-11-30,12.020833333333336,4227434000000000.0,60.87
2021-12-01,7.107083333333332,4140244000000000.0,58.39
2021-12-02,6.452916666666666,4304258000000000.0,53.84
2021-12-03,14.033333333333331,6407300000000000.0,63.96
2021-12-04,24.39625000000001,5981930000000000.0,71.47
2021-12-05,14.150833333333331,4775372000000000.0,78.9
2021-12-06,11.013333333333335,4465150000000000.0,76.28
2021-12-07,16.88291666666667,4314962000000000.0,65.41
2021-12-08,20.18791666666667,5200710000000000.0,63.17
2021-12-09,21.457916666666662,4294158000000000.0,58.56
2021-12-10,17.31083333333333,4559080000000000.0,63.51
2021-12-11,19.96291666666667,4730830000000000.0,61.38
2021-12-12,34.84499999999999,3560818000000000.0,65.6
2021-12-13,31.62208333333334,5966870000000000.0,61.44
2021-12-14,32.10208333333333,5009064000000000.0,79.27
2021-12-15,44.438750000000006,4283510000000000.0,94.49
2021-12-16,19.767916666666668,4434026000000000.0,86.3
2021-12-17,6.982500000000002,4370710000000000.0,54.7
2021-12-18,8.085416666666665,4328670000000000.0,64.09
2021-12-19,20.54625,3380630000000000.0,67.12
2021-12-20,37.763333333333335,3421240000000000.0,113.53
2021-12-21,61.12916666666666,3665472000000000.0,144.6
2021-12-22,60.39083333333335,3618110000000000.0,129.71
2021-12-23,33.09,3754596000000000.0,124.82
2021-12-24,11.590416666666668,4040910000000000.0,106.21
2021-12-25,43.25208333333333,4091108000000000.0,81.86
2021-12-26,27.019166666666667,2722810000000000.0,69.28
2021-12-27,28.20708333333333,3593360000000000.0,76.48
2021-12-28,6.737500000000001,3445714000000000.0,57.82
2021-12-29,7.854166666666667,3700860000000000.0,55.47
2021-12-30,7.939583333333334,4229418000000000.0,48.48
2021-12-31,15.003750000000004,4531046000000000.0,47.89
