date,open_SO2,sate_SO2,"SIDCO Kurichi, Coimbatore - TNPCB"
2021-01-12,4.0775,0.0467333012,17.11
2021-01-13,8.044583333333332,-0.0415962144,15.63
2021-01-14,7.578333333333334,0.0143856095999999,14.79
2021-01-15,10.205833333333333,0.009170927,13.93
2021-01-16,6.147916666666667,0.0056069588,14.16
2021-01-17,9.089166666666666,0.223082349,12.95
2021-01-18,11.710000000000004,0.004873503,13.33
2021-01-19,7.826666666666667,-0.0012510724,14.87
2021-01-20,8.976250000000002,-0.257155448,16.28
2021-01-21,7.451250000000002,0.0271860776,17.78
2021-01-22,8.243333333333334,-0.0836884026,18.53
2021-01-23,9.20125,0.0167682262,17.99
2021-01-24,6.567083333333334,0.106912777,16.38
2021-01-25,7.444583333333334,0.257077307,15.75
2021-01-26,8.715,0.0066919924,15.64
2021-01-27,12.9825,-0.017987303,15.71
2021-01-28,13.021250000000002,0.0338267538,16.91
2021-01-29,9.153333333333334,-0.100000001,18.42
2021-01-30,9.4425,-0.0008312195999999,20.52
2021-01-31,9.839166666666666,0.0127011134,19.71
2021-02-01,14.445000000000002,0.068614177,17.4
2021-02-02,14.3925,0.058749333,19.55
2021-02-03,16.520416666666666,-0.087471746,23.23
2021-02-04,12.3575,0.0521996532,22.14
2021-02-05,13.431666666666665,-0.157167688,19.29
2021-02-06,12.38125,-0.0185672536,17.41
2021-02-07,14.191249999999998,0.0739109676,18.27
2021-02-08,13.514166666666668,-0.0043700225999999,16.37
2021-02-09,12.089999999999998,0.011933285,16.7
2021-02-10,14.474999999999996,0.39271757,16.87
2021-02-11,13.803750000000006,-0.0510946963999999,18.06
2021-02-12,13.378750000000002,0.029243067,18.08
2021-02-13,13.195416666666672,-0.0082299033999999,17.32
2021-02-14,12.085416666666667,0.127763018,15.45
2021-02-15,10.871250000000002,-0.0554236982,15.11
2021-02-16,9.681666666666668,0.0136969147999999,14.89
2021-02-17,10.401250000000005,0.005053085,14.9
2021-02-18,10.496250000000002,0.0427960044,15.7
2021-02-19,12.963333333333331,0.160113126,17.14
2021-02-20,5.51625,-0.0232917825999999,18.18
2021-02-21,6.696249999999999,-0.0466702202,16.72
2021-02-22,7.497916666666666,0.0248800073999999,16.01
2021-02-23,10.349583333333332,-0.0163882629999999,17.76
2021-02-24,11.66875,0.0268797216,16.58
2021-02-25,15.88958333333334,0.0026449543999999,17.56
2021-02-26,12.266666666666667,0.11992389,15.79
2021-02-27,9.702083333333333,-0.010859996,17.26
2021-02-28,9.274166666666668,0.115870558,17.59
2021-03-01,8.527499999999998,0.5,17.33
2021-03-02,9.294583333333334,-0.00210089,19.48
2021-03-03,12.030833333333332,0.0809504144,21.98
2021-03-04,6.9816666666666665,-0.0040740558,14.37
2021-03-05,10.297083333333337,0.081196129,16.24
2021-03-06,6.43875,0.012518759,15.01
2021-03-07,7.287500000000001,0.13121821,13.88
2021-03-08,5.6887500000000015,0.0589089229999999,14.8
2021-03-09,7.207083333333333,0.014334501,14.17
2021-03-10,5.6025,0.0398031752,15.24
2021-03-11,7.987916666666664,0.0671782718,15.51
2021-03-12,5.789166666666667,0.0646176193999999,16.42
2021-03-13,4.882916666666667,0.317819655,13.28
2021-03-14,7.308695652173912,0.158593491,13.15
2021-03-15,8.081666666666665,-0.605026305,13.28
2021-03-16,7.420000000000001,0.074657671,11.37
2021-03-17,7.014999999999998,0.200000003,12.22
2021-03-18,8.579166666666667,0.06680987,12.46
2021-03-19,8.456666666666667,-0.0176360626,12.7
2021-03-20,6.787083333333334,-0.017494287,12.18
2021-03-21,7.022916666666667,-0.124801904,12.42
2021-03-22,7.680833333333332,-0.046110902,14.73
2021-03-23,6.619583333333335,0.267991275,12.06
2021-03-24,6.970416666666668,0.113351732,12.48
2021-03-25,6.452500000000001,0.143825352,13.3
2021-03-26,6.83125,-0.0104841154,14.23
2021-03-27,5.822083333333334,-0.0081836476,12.38
2021-03-28,5.873333333333334,0.0201307538,11.49
2021-03-29,5.671250000000001,0.479999989,14.94
2021-03-30,9.349166666666664,0.03171245189077306,11.45
2021-03-31,6.6000000000000005,0.0432121756,13.92
2021-04-01,7.0062500000000005,0.068396337,28.37
2021-04-02,6.145416666666666,0.079999998,6.32
2021-04-03,4.702083333333333,0.086701155,8.37
2021-04-04,7.206666666666666,0.0134941471999999,6.15
2021-04-05,10.468333333333334,-0.0423250568,7.73
2021-04-06,9.922083333333331,0.002926774,4.8
2021-04-07,8.024583333333334,0.123969808,7.84
2021-04-08,8.68125,0.056527447,6.11
2021-04-09,7.710833333333333,-0.042023841,6.39
2021-04-10,5.762083333333332,0.529999971,7.72
2021-04-11,7.455416666666665,0.0287540452,4.84
2021-04-12,9.23,0.0228301718,7.19
2021-04-13,9.459583333333333,-0.0228546128,7.1
2021-04-14,11.252083333333337,0.0099485516,5.95
2021-04-15,12.234999999999998,0.004957726,7.37
2021-04-16,9.955,-0.0030855111999999,6.67
2021-04-17,7.798333333333333,0.048490085,7.22
2021-04-18,6.676249999999999,-0.180000007,5.88
2021-04-19,8.1075,-0.139981627,7.83
2021-04-20,9.334583333333336,0.0844102076,7.51
2021-04-21,9.566249999999998,0.1001085944,7.73
2021-04-22,8.912083333333333,0.306047201,7.3
2021-04-23,10.090833333333334,0.002769465,7.01
2021-04-24,10.524166666666664,-0.170000002,7.81
2021-04-25,7.724166666666666,0.119999997,7.03
2021-04-26,8.7525,0.0930532858,5.88
2021-04-27,9.502916666666666,0.0224572742,7.61
2021-04-28,9.428333333333336,0.005079934,6.6
2021-04-29,9.810416666666663,0.0304320648,3.11
2021-04-30,11.310833333333331,-0.0503222464,3.67
2021-05-01,7.371666666666667,0.057866022,3.06
2021-05-02,6.591249999999999,-0.029620408,6.11
2021-05-03,11.20375,-0.074094447,3.29
2021-05-04,9.787499999999998,-0.100000001,3.0
2021-05-05,7.905,0.033957396,3.9
2021-05-06,7.861250000000001,0.0799694624,3.15
2021-05-07,7.204583333333336,-0.0658021338,2.64
2021-05-08,5.021250000000001,-0.105992042,3.96
2021-05-09,7.501666666666665,0.019935601,3.27
2021-05-10,8.77,-0.0363941898,2.56
2021-05-11,6.942083333333333,0.06807217,2.55
2021-05-12,7.654583333333334,-0.0372744345999999,2.43
2021-05-13,6.215416666666667,0.1352161576,2.08
2021-05-14,4.340416666666666,0.0301232587999999,2.7
2021-05-15,4.683333333333334,0.0466587671999999,2.18
2021-05-16,4.706666666666666,0.0327822122,2.31
2021-05-17,5.939166666666666,-0.033780284,4.51
2021-05-18,5.3125,0.0320025328,3.52
2021-05-19,5.102916666666666,0.02250885,4.02
2021-05-20,6.2683333333333335,0.045588866,4.49
2021-05-21,4.777083333333335,0.046362545,3.53
2021-05-22,4.8308333333333335,-0.021458362,5.2
2021-05-23,6.1604166666666655,-0.0587864486,5.03
2021-05-24,5.732916666666667,-0.008751511,4.7
2021-05-25,4.383333333333334,0.074644141,2.2
2021-05-26,5.253333333333333,0.1226110659999999,1.86
2021-05-27,6.338750000000001,-0.050075904,3.72
2021-05-28,5.508749999999999,-0.044110712,3.15
2021-05-29,4.0325,0.1139436111999999,2.21
2021-05-30,4.49625,-0.0351786448,2.68
2021-05-31,4.848333333333333,0.0506640814,3.39
2021-06-01,6.077083333333334,-0.0451637114,3.22
2021-06-02,8.158333333333333,0.104349554,3.56
2021-06-03,7.898333333333333,-0.0182779096,3.68
2021-06-04,6.866666666666667,0.029999999,1.45
2021-06-05,4.491666666666666,0.0148544566,1.98
2021-06-06,6.1450000000000005,0.02003102,3.05
2021-06-07,7.659166666666667,-0.033203229,2.86
2021-06-08,6.537916666666665,0.023157152,2.93
2021-06-09,6.147500000000001,-0.019964214,2.52
2021-06-10,6.4504166666666665,0.040060759,2.67
2021-06-11,4.670833333333333,0.031099305,3.0
2021-06-12,3.067916666666666,0.039999999,3.31
2021-06-13,3.429583333333334,-0.0203208868,5.24
2021-06-14,4.829166666666668,-0.0046570441999999,4.97
2021-06-15,4.347500000000001,0.1000424624,4.85
2021-06-16,4.307916666666666,0.0317016404,5.73
2021-06-17,4.382500000000001,0.0175920233999999,5.42
2021-06-18,4.441666666666667,0.132535383,4.27
2021-06-19,3.99375,0.0206148242,4.36
2021-06-20,5.428750000000001,0.030064451,3.23
2021-06-21,6.93125,0.0580345094,3.45
2021-06-22,8.112916666666665,0.0798855326,4.97
2021-06-23,7.491250000000001,0.0557053994,7.41
2021-06-24,6.86375,0.0790375124,8.0
2021-06-25,5.8275,0.016301571,7.4
2021-06-26,4.742499999999999,-0.0306257242,6.11
2021-06-27,6.362916666666666,0.0509127821999999,6.41
2021-06-28,8.039999999999997,-0.246549785,4.8
2021-06-29,9.352083333333333,0.003830584,5.39
2021-06-30,8.432083333333333,0.033758469,5.49
2021-07-01,6.201249999999998,0.1138412485999999,5.12
2021-07-02,6.247916666666666,0.0496179238,6.43
2021-07-03,5.493750000000001,-0.100000001,6.49
2021-07-04,7.092083333333332,-0.001199042,4.81
2021-07-05,8.511666666666665,-0.0537832502,5.64
2021-07-06,7.622916666666666,-0.053309221,8.61
2021-07-07,7.2,-0.039999999,8.58
2021-07-08,6.792916666666667,0.025163708,9.48
2021-07-09,4.734166666666668,0.0048701248,9.11
2021-07-10,2.6758333333333333,-0.0148116984,10.67
2021-07-11,4.020416666666668,-0.0205215724,13.29
2021-07-12,4.8,0.1609105684,13.83
2021-07-13,4.715416666666668,0.0484334554,4.7
2021-07-14,6.030416666666665,-0.1459939142,5.52
2021-07-15,5.503333333333334,-0.0210489982,5.46
2021-07-16,6.542083333333333,0.0388969712,4.59
2021-07-17,4.825833333333334,0.0278468932,4.8
2021-07-18,4.154583333333333,0.0143710209999999,10.11
2021-07-19,4.812083333333333,0.1193110216,14.76
2021-07-20,4.617916666666667,-0.03697636,3.98
2021-07-21,3.576666666666666,-0.0343120337999999,3.86
2021-07-22,3.539999999999999,0.0608901204,13.79
2021-07-23,3.767916666666666,0.0161250606,1.92
2021-07-24,3.4725,-0.03889795,5.18
2021-07-25,3.5033333333333334,0.0999848484,0.35
2021-07-26,5.567083333333334,0.1081685518,4.29
2021-07-27,4.5320833333333335,0.0060063028,6.98
2021-07-28,4.847083333333335,0.0304870786,3.48
2021-07-29,5.660416666666666,0.0582201838,3.91
2021-07-30,5.185833333333332,-0.0167543992,2.94
2021-07-31,4.5825000000000005,0.040040769,4.02
2021-08-01,4.376250000000001,0.2471278906,3.32
2021-08-02,4.54875,0.06296461,3.62
2021-08-03,5.327083333333333,0.0244716316,4.25
2021-08-04,5.4991666666666665,0.041334702,3.63
2021-08-05,4.567500000000001,0.0052276517999999,2.5
2021-08-06,4.173749999999999,0.0398389176,3.72
2021-08-07,4.55,-0.039991714,2.9
2021-08-08,5.114999999999999,0.170000002,3.5
2021-08-09,6.0754166666666665,0.047128283,3.31
2021-08-10,6.420833333333333,-0.1068318714,2.34
2021-08-11,6.562916666666665,0.013050702,2.1
2021-08-12,7.113333333333334,-0.0444602743999999,1.25
2021-08-13,6.381249999999999,0.009987869,2.44
2021-08-14,4.505,-0.0331294346,2.03
2021-08-15,5.205,0.185010061,2.17
2021-08-16,7.076250000000001,0.1799169723999999,1.92
2021-08-17,6.008333333333332,0.0009372945999999,2.48
2021-08-18,5.3725,0.113950377,2.35
2021-08-19,7.342083333333334,0.0186158819999999,3.67
2021-08-20,7.446249999999998,0.0526575494,1.44
2021-08-21,7.699583333333334,-0.0465923167999999,1.76
2021-08-22,8.83625,0.0118813092,2.16
2021-08-23,8.275,-0.0149648816,4.98
2021-08-24,5.834166666666667,0.01,5.17
2021-08-25,5.44625,-0.114973083,5.2
2021-08-26,5.798333333333333,0.0361008839999999,2.54
2021-08-27,4.748749999999999,-0.0581481788,1.71
2021-08-28,3.6945833333333327,-0.051974398,12.86
2021-08-29,3.633333333333333,-0.0306647678,3.6
2021-08-30,6.143333333333332,-0.024024054,4.3
2021-08-31,7.3325,-0.031162735,3.06
2021-09-01,7.386666666666667,0.0851299394,2.24
2021-09-02,7.416666666666668,0.0289607546,2.52
2021-09-03,7.390833333333334,0.0782322883999999,2.8
2021-09-04,4.12,0.0028647942,1.94
2021-09-05,4.165,0.0205030826,0.57
2021-09-06,4.86,0.0051233136,0.83
2021-09-07,4.9437500000000005,0.0216247572,5.44
2021-09-08,5.497916666666668,0.031956207,5.73
2021-09-09,6.730416666666667,0.079999998,4.95
2021-09-10,6.002499999999999,0.015010354,4.97
2021-09-11,3.8525,0.0918214562,3.78
2021-09-12,3.744166666666666,0.0156135186,3.55
2021-09-13,5.104583333333334,0.109999999,6.8
2021-09-14,6.055416666666667,0.003347357,7.31
2021-09-15,5.965833333333332,0.199904054,11.97
2021-09-16,7.609999999999999,0.025051778,2.99
2021-09-17,7.510416666666665,-0.032958418,6.52
2021-09-18,7.373333333333335,0.1716837368,5.4
2021-09-19,8.869166666666667,0.017701777,4.49
2021-09-20,9.793333333333331,0.0065703438,4.71
2021-09-21,7.2004166666666665,0.071892262,8.58
2021-09-22,8.193749999999998,0.25,8.63
2021-09-23,7.858333333333333,0.01,7.3
2021-09-24,8.126250000000002,0.074485593,5.31
2021-09-25,5.5825,0.029999999,3.28
2021-09-26,5.109166666666666,0.0869731105999999,4.66
2021-09-27,4.654583333333334,0.1451011763999999,3.64
2021-09-28,4.927083333333334,0.0089210204,7.22
2021-09-29,7.694166666666667,-0.0027947139999999,8.21
2021-09-30,9.203749999999998,0.076677628,4.14
2021-10-01,11.575833333333334,-0.0510991558,6.66
2021-10-02,7.40125,0.0,7.03
2021-10-03,10.552083333333334,0.0743906057999999,10.2
2021-10-04,13.919166666666667,0.0191466644,9.2
2021-10-05,12.548750000000004,0.0054637437999999,12.36
2021-10-06,9.755416666666669,-0.0935140575999999,9.66
2021-10-07,7.302499999999998,0.1090221715999999,8.21
2021-10-08,4.910416666666667,0.019929582,6.2
2021-10-09,5.295416666666665,0.0172678398,7.5
2021-10-10,5.431250000000001,0.146733344,10.43
2021-10-11,6.350416666666667,0.0476784554,8.55
2021-10-12,5.2941666666666665,0.105146401,10.83
2021-10-13,6.135416666666668,0.0220426234,9.62
2021-10-14,5.9870833333333335,-0.0432849352,7.38
2021-10-15,7.063333333333333,0.059945822,7.98
2021-10-16,6.297499999999999,-0.0085083443999999,7.61
2021-10-17,4.967500000000001,-0.0507450149999999,10.6
2021-10-18,7.721666666666665,0.106458983,11.31
2021-10-19,10.104583333333334,-0.029217344,3.52
2021-10-20,11.303333333333336,0.0108168974,5.0
2021-10-21,8.722499999999998,-0.011371767,7.14
2021-10-22,7.4891666666666685,-0.0019911821999999,3.62
2021-10-23,8.914166666666665,-0.0020008784,4.97
2021-10-24,8.380416666666667,-0.010036446,3.05
2021-10-25,7.76125,0.0560828742,3.19
2021-10-26,8.441666666666668,-0.0204483538,3.93
2021-10-27,8.11625,0.1107361898,6.2
2021-10-28,11.784166666666666,0.0721593048,3.37
2021-10-29,8.350833333333334,0.0849412022,11.96
2021-10-30,5.528750000000001,0.0074013944,12.17
2021-10-31,6.485416666666666,-0.0759994604,12.16
2021-11-01,7.706250000000001,0.0489599614,12.04
2021-11-02,9.279166666666669,0.1222186116,12.22
2021-11-03,7.482916666666667,0.0773014453999999,12.4
2021-11-04,11.927916666666668,0.1070017795999999,12.33
2021-11-05,11.092916666666667,0.1376969578,12.19
2021-11-06,8.525833333333333,0.0162506072,12.19
2021-11-07,10.094,-0.0257288072,12.09
2021-11-08,7.3325,0.0417444855999999,11.95
2021-11-09,9.306666666666668,0.0451891174,12.01
2021-11-10,8.923333333333332,0.0091326506,12.13
2021-11-11,12.179583333333332,0.0506457878,12.03
2021-11-12,9.13875,0.0022883519999999,12.09
2021-11-13,5.3762500000000015,0.019145445,12.25
2021-11-14,6.897500000000001,0.0420803352,12.15
2021-11-15,8.225416666666666,0.1877785104,12.26
2021-11-16,9.057083333333331,0.0349216704,12.31
2021-11-17,12.86416666666667,-0.1104315466,12.33
2021-11-18,11.14625,0.0522676418,12.58
2021-11-19,7.060833333333332,0.0389191082,12.73
2021-11-20,5.09375,0.0019032601999999,12.82
2021-11-21,8.43875,0.102985855,12.32
2021-11-22,9.248333333333331,-0.010068846,12.2
2021-11-23,7.328750000000002,-0.0553110437999999,12.43
2021-11-24,8.151666666666666,-0.0165712578,12.7
2021-11-25,6.6575000000000015,0.0680014818,13.06
2021-11-26,4.031666666666665,0.0036994404,12.38
2021-11-27,2.752916666666667,0.0816786834,12.62
2021-11-28,7.05,0.0518926862,12.69
2021-11-29,7.548749999999998,0.0505226929999999,12.92
2021-11-30,7.598333333333334,-0.031484924,12.89
2021-12-01,8.63,0.0286223802,12.78
2021-12-02,11.712083333333332,-0.109999999,12.59
2021-12-03,13.207083333333332,-0.0125848916,12.56
2021-12-04,11.72166666666667,0.013609637,12.83
2021-12-05,11.494166666666668,0.1016804682,12.79
2021-12-06,7.584583333333332,0.053473412,12.53
2021-12-07,9.004583333333334,0.03171245189077306,12.38
2021-12-08,8.48875,0.0900739478,12.61
2021-12-09,7.851249999999999,0.0570140578,12.73
2021-12-10,7.099166666666666,0.169957519,12.22
2021-12-11,5.452083333333334,0.0120412066,12.7
2021-12-12,5.113333333333332,-0.0225248214,24.64
2021-12-13,7.162916666666665,0.100000001,12.43
2021-12-14,7.788333333333334,0.0844297936,12.93
2021-12-15,5.975416666666665,0.0241993275999999,12.72
2021-12-16,5.76125,0.0101211738,12.73
2021-12-17,6.406249999999999,0.0828063778,12.44
2021-12-18,6.603750000000002,-0.049877822,12.56
2021-12-19,5.7245833333333325,0.0368996055999999,12.57
2021-12-20,9.085416666666664,0.050628413,12.54
2021-12-21,9.921666666666663,0.0262986034,12.43
2021-12-22,10.34625,-0.0411784084,12.71
2021-12-23,14.189166666666669,0.0570932108,12.37
2021-12-24,15.827083333333334,0.0438661752,12.59
2021-12-25,11.653750000000002,0.0710185102,12.83
2021-12-26,8.05125,-0.117786281,12.68
2021-12-27,10.165,0.032045204,12.72
2021-12-28,12.032916666666663,0.199819523,12.81
2021-12-29,10.174583333333333,0.134884089,12.76
2021-12-30,7.817500000000002,-0.0057727632,12.37
2021-12-31,6.37375,-0.0022543914,12.0
