date,open_SO2,sate_SO2,"Gurdeo Nagar, Aurangabad - BSPCB","More Chowk Waluj, Aurangabad - MPCB"
2021-01-07,3.145000000000001,0.1047431284,8.74,14.74
2021-01-08,4.322500000000001,0.078609579,8.24,15.14
2021-01-09,3.4841666666666664,0.319999993,7.91,14.87
2021-01-10,3.0266666666666677,-0.006869672,7.53,15.24
2021-01-11,6.275000000000001,0.027960943,7.81,14.95
2021-01-12,6.551250000000002,-0.0186297977999999,4.79,15.07
2021-01-13,4.002083333333333,-0.091994368,6.1,14.88
2021-01-14,6.36625,0.0331038748,4.87,15.01
2021-01-15,8.74625,0.1090514165999999,4.35,15.21
2021-01-16,4.77,-0.222751811,4.94,15.03
2021-01-17,6.360416666666666,-0.239372104,4.85,14.97
2021-01-18,4.361666666666666,-0.109337531,5.51,15.07
2021-01-19,6.7375,0.118564701,6.65,14.99
2021-01-20,10.232083333333335,-0.021137251,6.49,14.81
2021-01-21,9.844166666666668,0.0410166742,4.61,14.79
2021-01-22,8.424166666666666,-0.049158707,4.56,15.09
2021-01-23,8.804166666666665,0.1132872954,4.42,15.11
2021-01-24,8.353333333333333,-0.076259285,5.24,14.96
2021-01-25,7.580833333333332,0.071863964,5.01,14.99
2021-01-26,6.661,0.012308918,4.81,14.96
2021-01-27,5.65,0.046738312,4.16,14.91
2021-01-28,8.936666666666666,0.0511304684,4.13,14.81
2021-01-29,5.639583333333333,0.060266908,4.29,15.06
2021-01-30,7.409166666666667,-0.155236474,4.32,14.88
2021-01-31,9.74375,0.1770466524,6.74,15.09
2021-02-01,12.017916666666666,-0.035924301,6.3,15.09
2021-02-02,8.526666666666666,0.272829294,7.6,14.95
2021-02-03,9.6525,-0.004680758,6.73,14.79
2021-02-04,11.756666666666666,0.0013012793999999,8.71,15.17
2021-02-05,12.854166666666664,0.145671204,12.68,15.06
2021-02-06,4.85375,0.0416993353999999,8.11,14.73
2021-02-07,7.657916666666665,-0.068133697,6.26,14.67
2021-02-08,11.684166666666668,0.1277648182,5.41,15.87
2021-02-09,13.590833333333336,0.057540942,9.5,14.8
2021-02-10,13.591666666666669,0.135821834,7.5,15.13
2021-02-11,10.093333333333332,-0.249919698,7.41,15.22
2021-02-12,8.0875,0.082426891,8.08,14.95
2021-02-13,7.044583333333335,0.051786621,7.42,15.07
2021-02-14,9.51,-0.14516148,7.69,14.96
2021-02-15,9.561666666666666,0.309960012,8.55,14.94
2021-02-16,15.680416666666666,0.0970466518,9.41,14.95
2021-02-17,11.556666666666665,0.056529384,18.76,14.95
2021-02-18,6.404583333333334,0.311985016,13.94,14.96
2021-02-19,3.3145833333333337,-0.076541282,7.64,14.85
2021-02-20,7.918333333333334,-0.042479244,5.98,14.82
2021-02-21,5.758333333333333,0.091106691,10.67,14.9
2021-02-22,7.759166666666669,0.0954994336,10.75,15.07
2021-02-23,10.76875,-0.188096613,10.74,14.91
2021-02-24,14.189583333333331,-0.0452592573999999,10.94,15.2
2021-02-25,13.600833333333332,0.01095855,9.71,14.94
2021-02-26,8.474166666666667,-0.036707599,6.77,14.9
2021-02-27,7.311666666666665,0.217490539,8.25,15.01
2021-02-28,6.112916666666667,0.137413591,6.85,14.88
2021-03-01,6.641666666666666,0.0096724558,6.92,15.05
2021-03-02,9.094583333333334,-0.082718998,8.28,14.94
2021-03-03,10.871250000000002,0.1256306172,14.99,15.04
2021-03-04,12.060416666666669,0.1274294922,12.68,15.04
2021-03-05,11.211666666666666,0.094881915,8.0,15.04
2021-03-06,8.8525,0.106512673,8.09,15.05
2021-03-07,9.74125,0.054554038,8.4,15.18
2021-03-08,10.903333333333334,-0.0103907048,7.36,15.17
2021-03-09,10.890416666666669,0.107051425,7.17,15.15
2021-03-10,11.4,-0.0318663996,7.02,14.99
2021-03-11,10.025833333333331,-0.003787066,5.62,15.13
2021-03-12,11.168333333333337,0.0932225384,5.05,14.92
2021-03-13,7.182916666666666,0.008389463,4.3,15.0
2021-03-14,5.24304347826087,0.171620384,4.04,15.08
2021-03-15,9.648333333333335,-0.068045422,5.08,15.05
2021-03-16,11.475,-0.110844091,6.01,15.0
2021-03-17,12.003333333333332,0.152018243,7.77,14.92
2021-03-18,9.633333333333336,0.15621081,7.67,15.11
2021-03-19,7.466666666666665,0.0838254939999999,4.6,15.03
2021-03-20,4.684166666666666,-0.0026607183999999,4.46,14.99
2021-03-21,6.632083333333333,0.063094094,3.91,14.8
2021-03-22,8.200833333333334,0.424634814,4.42,14.94
2021-03-23,4.602916666666666,-0.08419279,7.33,15.02
2021-03-24,7.64375,0.036430847,7.08,14.98
2021-03-25,13.639583333333334,0.077078931,7.73,15.07
2021-03-26,7.467916666666665,0.170922894,7.45,15.04
2021-03-27,13.187916666666665,-0.074126676,10.39,14.9
2021-03-28,8.315833333333332,0.1459378302,16.14,14.96
2021-03-29,11.55375,0.244432092,10.12,14.93
2021-03-30,4.464166666666667,0.036081620281795505,7.65,14.96
2021-03-31,4.6825,0.13853167,4.71,14.96
2021-04-01,5.602083333333333,0.07581827,3.67,15.05
2021-04-02,8.389583333333333,-0.231921792,3.58,14.87
2021-04-03,8.310833333333333,0.073637024,5.54,15.22
2021-04-04,7.488333333333333,0.2644368072,4.07,15.03
2021-04-05,12.499583333333334,0.0170613346,6.39,15.15
2021-04-06,16.531666666666663,0.170152128,6.89,14.98
2021-04-07,14.472916666666665,0.007666155,5.12,14.98
2021-04-08,13.908750000000005,0.139862612,4.34,15.08
2021-04-09,9.7475,0.042174339,4.04,14.97
2021-04-10,7.217916666666665,-0.1272735,4.39,15.07
2021-04-11,5.232916666666667,0.016019575,5.79,15.13
2021-04-12,5.187083333333335,-0.085035242,6.8,14.92
2021-04-13,5.959166666666666,0.071503597,7.64,15.06
2021-04-14,6.332083333333334,0.334901989,9.73,14.93
2021-04-15,9.176666666666666,-0.017848434,5.14,15.2
2021-04-16,11.334166666666668,0.285803974,4.13,15.02
2021-04-17,4.909999999999999,-0.046320871,3.85,14.93
2021-04-18,8.351666666666667,0.144565091,3.89,15.02
2021-04-19,8.88125,0.71066761,4.66,14.94
2021-04-20,4.194166666666667,0.0621913318,3.56,15.18
2021-04-21,6.712083333333332,0.0455327533999999,3.79,15.0
2021-04-22,6.880416666666668,0.268655956,3.83,15.17
2021-04-23,7.502083333333331,-0.020417502,4.3,15.21
2021-04-24,4.501666666666666,0.158873588,7.59,15.04
2021-04-25,4.882083333333333,0.13346605,11.29,14.75
2021-04-26,5.4504166666666665,0.142552942,14.33,14.8
2021-04-27,9.142916666666668,-0.0371759044,16.96,14.97
2021-04-28,12.159166666666666,-0.096868932,16.81,15.2
2021-04-29,9.6725,0.0935748579999999,8.44,15.03
2021-04-30,7.910833333333333,0.615656614,12.62,15.1
2021-05-01,4.974999999999999,-0.055012234,11.48,2.83
2021-05-02,6.03625,0.0492597825999999,9.66,3.6
2021-05-03,6.5025,0.029842611,10.72,15.12
2021-05-04,10.254166666666666,0.430000007,9.47,15.05
2021-05-05,7.142083333333332,-0.027321611,10.26,15.21
2021-05-06,9.151250000000005,-0.0068535645999999,13.97,14.89
2021-05-07,5.369583333333334,0.0777006568,7.7,33.26
2021-05-08,6.264166666666668,0.272095233,8.43,20.23
2021-05-09,7.302916666666666,0.002893449,9.81,24.03
2021-05-10,6.795416666666668,-0.033096928,7.7,12.67
2021-05-11,6.775833333333334,0.03551925,4.36,29.34
2021-05-12,8.232916666666666,-0.031914301,3.85,21.67
2021-05-13,7.14875,0.2563748172,4.15,23.27
2021-05-14,5.157916666666667,0.001217991,3.62,34.53
2021-05-15,2.3991666666666664,0.193856909,3.61,14.25
2021-05-16,2.460833333333333,-0.125278008,3.34,18.03
2021-05-17,0.8854166666666666,0.168566599,3.09,23.47
2021-05-18,0.7925000000000001,0.0225091491999999,3.47,11.61
2021-05-19,4.2387500000000005,0.0348776924,3.42,17.17
2021-05-20,4.245833333333333,-0.024776766,3.13,23.3
2021-05-21,4.374583333333334,0.070488736,3.36,20.71
2021-05-22,3.722916666666667,-0.0858508304,3.64,23.06
2021-05-23,2.3895833333333334,0.0321702054,3.57,24.49
2021-05-24,3.965416666666666,0.183575913,3.63,18.54
2021-05-25,5.057083333333334,0.007537439,3.53,18.67
2021-05-26,6.487916666666667,0.095410243,2.97,16.06
2021-05-27,6.2175,0.01383925,3.33,20.78
2021-05-28,7.472083333333333,0.047493126,3.24,14.11
2021-05-29,6.229583333333334,0.1008347159999999,2.95,21.54
2021-05-30,10.697916666666666,-0.045482792,2.88,23.98
2021-05-31,11.1875,-0.008004894,3.9,6.94
2021-06-01,10.253333333333332,0.016552966,3.74,3.02
2021-06-02,9.621666666666668,0.060855899,2.73,14.01
2021-06-03,6.885000000000001,0.046090681,5.21,16.79
2021-06-04,7.203333333333334,0.0043828333999999,6.15,35.97
2021-06-05,6.099583333333334,-0.0027270213999999,5.49,9.18
2021-06-06,7.970833333333334,0.0598355436,6.13,12.83
2021-06-07,7.313333333333332,0.1011580814,5.79,12.99
2021-06-08,9.873333333333331,-0.0902748399999999,5.56,13.74
2021-06-09,8.290833333333333,-0.05842798,5.15,14.51
2021-06-10,6.415833333333331,-0.023306377,4.55,16.11
2021-06-11,2.517083333333333,0.0318834286,6.11,17.5
2021-06-12,5.927083333333332,0.113006212,2.17,20.39
2021-06-13,5.399583333333333,0.1477528586,2.29,20.75
2021-06-14,7.874166666666668,0.1436143966,62.06,23.44
2021-06-15,2.4424999999999994,0.090000004,2.31,26.59
2021-06-16,1.6004166666666668,-0.0024944859999999,15.51,29.02
2021-06-17,1.7100000000000002,-0.079362882,2.49,32.78
2021-06-18,1.5499999999999998,0.089999996,8.75,32.11
2021-06-19,1.2716666666666667,-0.044955734,3.02,32.01
2021-06-20,2.8616666666666664,-0.019409087,3.22,33.22
2021-06-21,6.975416666666667,-0.0037099995999999,3.1,36.19
2021-06-22,9.36375,0.0425010048,2.88,38.41
2021-06-23,9.428333333333333,-0.0078581538,3.26,40.5
2021-06-24,5.664583333333333,0.102080804,2.81,37.74
2021-06-25,8.762083333333335,0.0290005048,3.26,28.28
2021-06-26,6.354166666666665,0.0476693518,3.11,1.51
2021-06-27,2.7741666666666664,0.0637216302,3.17,1.41
2021-06-28,4.448749999999999,0.074892797,3.0,1.38
2021-06-29,8.320833333333333,0.0394651612,3.14,0.79
2021-06-30,8.1925,0.1243805512,3.08,10.33
2021-07-01,7.3825,0.081793401,3.01,19.12
2021-07-02,3.752916666666667,-0.071257743,2.95,20.19
2021-07-03,6.610416666666667,-0.02420114,3.15,20.06
2021-07-04,7.850416666666668,0.128059506,2.98,21.54
2021-07-05,3.675416666666667,0.1801624,3.27,21.15
2021-07-06,5.081250000000001,-0.00557952,4.96,20.65
2021-07-07,7.40125,-0.02,3.17,21.3
2021-07-08,7.278750000000002,0.0880225204,3.13,14.35
2021-07-09,5.700416666666666,0.0052754459999999,3.48,11.06
2021-07-10,4.120416666666667,0.0083961723999999,3.15,0.88
2021-07-11,3.8683333333333336,0.0133372552,3.1,7.91
2021-07-12,2.348333333333333,0.079999998,3.15,10.64
2021-07-13,7.122916666666666,0.0069881931999999,3.11,10.32
2021-07-14,9.1325,0.0668133014,3.02,11.34
2021-07-15,5.86875,0.042892371,2.84,9.49
2021-07-16,3.2175,0.0298124049999999,2.94,6.31
2021-07-17,3.7458333333333336,0.1117842264,2.93,10.41
2021-07-18,5.169583333333333,0.0932331504,3.32,8.55
2021-07-19,6.7975,-0.0179445593999999,3.34,9.2
2021-07-20,5.59,0.0218589902,2.99,23.4
2021-07-21,4.80125,0.0020779064,3.27,11.29
2021-07-22,6.282916666666665,-0.0545984232,3.04,10.31
2021-07-23,5.545833333333334,-0.0434608618,3.17,0.8
2021-07-24,5.54625,-0.0896778814,3.13,0.97
2021-07-25,4.667083333333335,0.1251425843999999,3.21,0.92
2021-07-26,4.494583333333333,-0.1195117698,3.08,2.07
2021-07-27,3.2075,0.0278042736,3.17,10.26
2021-07-28,4.265833333333334,0.034086938,3.14,11.72
2021-07-29,6.416250000000001,-0.0661303966,3.12,12.82
2021-07-30,7.094999999999999,0.0306736382,3.08,9.87
2021-07-31,2.532083333333333,0.0120622685999999,2.68,12.71
2021-08-01,4.050416666666666,0.1421742468,2.99,11.1
2021-08-02,5.615833333333332,0.0088393088,3.2,11.86
2021-08-03,5.354583333333334,0.0779180644,3.07,11.22
2021-08-04,7.525000000000001,0.0976296396,3.25,10.61
2021-08-05,6.375833333333335,0.0620594508,3.15,9.86
2021-08-06,5.65375,0.0369871285999999,3.42,7.03
2021-08-07,5.8525,0.1310463197999999,3.06,10.88
2021-08-08,7.117916666666666,0.059999999,2.97,11.06
2021-08-09,8.866249999999999,-0.140000001,2.96,10.83
2021-08-10,9.349166666666669,0.0365665343999999,3.21,11.07
2021-08-11,7.980416666666669,0.1102110994,3.0,8.21
2021-08-12,7.927916666666667,0.0222164896,3.32,5.63
2021-08-13,7.42875,0.219999999,3.56,10.02
2021-08-14,5.404999999999999,0.1372196588,3.54,10.45
2021-08-15,7.405000000000001,0.109999999,3.04,12.08
2021-08-16,4.562916666666666,0.01749646,3.19,11.87
2021-08-17,5.9575000000000005,0.0441766477999999,3.05,9.5
2021-08-18,3.421666666666665,0.0140276067999999,3.28,17.74
2021-08-19,6.620833333333335,0.0593998186,3.26,16.83
2021-08-20,6.811250000000002,-0.0308895287999999,3.02,17.56
2021-08-21,3.8825,-0.044780264,3.32,15.06
2021-08-22,4.360416666666666,-0.0102139729999999,3.42,7.34
2021-08-23,6.4175,-0.079999998,3.22,25.71
2021-08-24,7.922916666666667,0.02,3.4,17.0
2021-08-25,8.558333333333332,0.0377424299999999,3.38,10.71
2021-08-26,8.210833333333333,0.002989538,3.33,12.38
2021-08-27,8.049166666666666,0.0327571078,3.42,9.49
2021-08-28,4.587916666666668,-0.009993735,3.15,1.09
2021-08-29,2.730833333333333,0.1169879518,3.45,18.55
2021-08-30,3.217083333333333,-0.0472095844,3.25,15.87
2021-08-31,4.404166666666667,0.0350783729999999,3.35,14.29
2021-09-01,2.3783333333333325,0.0006850555999999,3.63,20.96
2021-09-02,2.6845833333333338,0.0885496116,3.25,21.73
2021-09-03,3.614999999999999,0.0113013204,3.44,21.84
2021-09-04,6.064166666666666,0.0260172208,3.73,9.7
2021-09-05,5.31375,0.054543099,3.94,20.4
2021-09-06,4.259583333333333,0.1049122227999999,3.31,20.8
2021-09-07,4.221249999999999,0.0740201694,3.05,0.93
2021-09-08,1.42125,0.044,3.1,13.52
2021-09-09,3.6441666666666666,-0.050000001,3.23,12.54
2021-09-10,2.6366666666666667,0.1148169786,3.31,15.88
2021-09-11,1.7658333333333331,0.0332998826,3.26,13.68
2021-09-12,3.509583333333333,-0.0201887795999999,3.42,12.1
2021-09-13,5.001250000000001,-0.0202769,3.27,15.56
2021-09-14,4.149166666666668,0.2244382266,3.13,16.4
2021-09-15,2.349999999999999,0.1204978286,2.98,16.77
2021-09-16,3.19125,-0.0452227268,3.57,14.28
2021-09-17,4.276249999999999,0.0242630082,3.44,18.86
2021-09-18,3.24,0.0384838588,3.27,18.54
2021-09-19,4.411666666666666,0.0048640145999999,3.58,14.52
2021-09-20,9.532083333333333,0.0250020177999999,3.36,13.16
2021-09-21,9.74375,0.0136866281999999,3.27,14.45
2021-09-22,6.760416666666667,-0.023333332,3.22,10.01
2021-09-23,7.972083333333335,-0.0611794732,3.27,14.86
2021-09-24,6.254166666666666,-0.0371837129999999,3.34,18.27
2021-09-25,4.774583333333333,-0.0101841576,3.38,14.28
2021-09-26,2.8083333333333336,-0.0054713513999999,3.15,10.0
2021-09-27,3.65375,0.0276298081999999,3.49,10.0
2021-09-28,4.429999999999999,0.1245237331999999,6.4,23.39
2021-09-29,2.527083333333333,0.0224123966,3.24,17.52
2021-09-30,3.5654166666666662,0.180000007,3.19,1.18
2021-10-01,4.0275,-0.01,3.19,1.37
2021-10-02,2.9833333333333325,0.0686542565999999,3.2,41.82
2021-10-03,2.7125,0.0195194001999999,3.25,22.09
2021-10-04,3.819583333333332,0.0303825173999999,3.35,6.68
2021-10-05,3.804166666666668,-0.113259428,3.49,1.33
2021-10-06,3.238333333333333,-0.1644099712,3.37,11.56
2021-10-07,3.319999999999999,0.0572026044,3.47,1.03
2021-10-08,3.9187500000000006,-0.189999998,3.41,1.37
2021-10-09,3.3587499999999992,-0.037135387,3.48,1.05
2021-10-10,4.256666666666667,0.0934894286,3.47,0.82
2021-10-11,4.0125,0.0880132298,3.57,12.79
2021-10-12,3.834166666666667,-0.0869910658,4.92,14.18
2021-10-13,5.780416666666667,-0.019618239,3.58,22.52
2021-10-14,8.202499999999999,0.1103932156,3.62,12.71
2021-10-15,5.5575,0.002762067,3.42,1.23
2021-10-16,6.20375,0.0295521914,3.23,10.33
2021-10-17,3.847083333333333,0.0443452736,3.31,24.2
2021-10-18,7.666666666666667,-0.0027478876,3.22,16.56
2021-10-19,7.189999999999998,0.048968766,3.28,24.49
2021-10-20,7.243749999999999,0.1078555502,3.46,18.27
2021-10-21,6.126666666666668,0.143755928,3.41,20.4
2021-10-22,7.105416666666667,0.0287168311999999,3.38,18.82
2021-10-23,7.546250000000001,-0.081442148,3.48,16.88
2021-10-24,4.587083333333333,-0.109368712,3.48,19.82
2021-10-25,6.898750000000001,0.02,3.48,10.93
2021-10-26,3.9537500000000017,-0.014022835,3.4,17.73
2021-10-27,5.17875,0.0404035984,3.4,8.79
2021-10-28,7.701666666666667,-0.0216334971999999,3.53,67.65
2021-10-29,6.459166666666668,0.0831864678,13.79,18.91
2021-10-30,3.719583333333333,-0.0009836452,3.29,19.42
2021-10-31,3.276666666666667,0.366032749,3.45,23.19
2021-11-01,6.3675,0.056164663,3.57,19.8
2021-11-02,6.421666666666666,-0.000789697,3.52,10.94
2021-11-03,7.3166666666666655,0.145781865,4.46,14.38
2021-11-04,3.232916666666666,0.1280589292,2.41,15.13
2021-11-05,3.837916666666666,0.0052653309999999,1.83,18.81
2021-11-06,5.705416666666667,0.0268394828,1.76,10.49
2021-11-07,4.5396,0.018076134,1.66,10.99
2021-11-08,7.798333333333335,0.191233307,2.17,26.92
2021-11-09,8.324166666666665,0.105972387,2.09,31.01
2021-11-10,7.387083333333334,0.15301314,2.0,25.54
2021-11-11,5.866666666666667,-0.026434748,1.85,13.3
2021-11-12,5.380416666666666,0.124198246,1.93,23.23
2021-11-13,2.7008333333333336,-0.0366756818,1.88,21.01
2021-11-14,2.9554166666666664,0.0723371277999999,1.98,28.38
2021-11-15,5.132083333333333,0.1241624274,1.75,16.34
2021-11-16,3.794583333333334,-0.379999995,2.47,12.67
2021-11-17,2.4641666666666664,0.0680940365999999,2.45,18.42
2021-11-18,3.6254166666666663,0.1083812303999999,1.66,24.03
2021-11-19,3.1679166666666667,0.0042387619999999,1.85,20.66
2021-11-20,1.3862500000000002,0.0475732565999999,2.47,9.96
2021-11-21,1.6679166666666667,0.0345775618,3.39,12.91
2021-11-22,3.6779166666666665,0.0868925164,3.47,25.28
2021-11-23,4.433333333333333,-0.0125693088,3.36,28.12
2021-11-24,4.048333333333333,-0.0490775488,3.71,38.06
2021-11-25,5.814583333333335,0.018074192,4.11,20.13
2021-11-26,7.865000000000001,-0.389219761,3.96,29.3
2021-11-27,5.3933333333333335,0.126320273,3.62,6.37
2021-11-28,5.067083333333334,-0.0116694288,3.65,10.74
2021-11-29,4.180833333333333,-0.0216018945999999,7.03,13.15
2021-11-30,4.954166666666667,0.0710079162,1.26,6.53
2021-12-01,7.869583333333336,-0.0134614466,1.99,4.95
2021-12-02,6.139166666666665,0.0547477212,1.79,9.26
2021-12-03,4.657916666666667,0.0608125256,2.14,7.69
2021-12-04,4.431666666666668,-0.42538774,1.77,19.45
2021-12-05,4.680000000000001,-0.0447324694,2.22,9.01
2021-12-06,11.584583333333336,0.0605154906,2.11,20.21
2021-12-07,6.596249999999999,0.036081620281795505,1.72,13.53
2021-12-08,6.321250000000002,0.0969458736,1.82,23.25
2021-12-09,8.254999999999999,0.1029152724,1.71,22.88
2021-12-10,7.582916666666666,0.0601332988,3.79,25.54
2021-12-11,7.184583333333333,0.168262765,1.03,27.72
2021-12-12,5.24,-0.004281431,1.21,23.92
2021-12-13,6.435833333333334,0.17627646,0.9,17.63
2021-12-14,4.818333333333334,-0.0025687803999999,0.82,29.32
2021-12-15,6.822499999999999,0.1340467184,0.92,4.04
2021-12-16,6.857500000000001,0.0483338944,0.9,22.1
2021-12-17,5.151249999999999,0.0076748893999999,2.56,13.4
2021-12-18,4.784166666666668,-0.071177244,1.32,4.59
2021-12-19,6.567916666666665,-0.137238175,0.4,17.97
2021-12-20,6.742083333333333,-0.073218137,0.48,33.06
2021-12-21,6.064166666666666,0.0227671116,0.5,31.11
2021-12-22,7.762916666666668,0.152046368,0.56,19.48
2021-12-23,7.962083333333333,-0.0329112492,0.46,13.56
2021-12-24,11.514166666666668,-0.164582565,5.01,38.46
2021-12-25,9.195833333333333,0.087241174,1.35,20.03
2021-12-26,10.849166666666664,-0.122666739,1.42,21.29
2021-12-27,9.142083333333334,-0.029718876,1.91,15.87
2021-12-28,6.4425,0.001687505,1.24,11.49
2021-12-29,6.109583333333333,0.238560647,2.71,11.7
2021-12-30,6.740000000000001,0.1076221368,6.12,42.65
2021-12-31,6.692083333333334,0.0111263064,1.4,26.69
