date,open_NO2,sate_NO2,"Manoharpur, Agra - UPPCB","Rohta, Agra - UPPCB","Sanjay Palace, Agra - UPPCB","Sector-3B Avas Vikas Colony, Agra - UPPCB","Shahjahan Garden, Agra - UPPCB","Shastripuram, Agra - UPPCB"
2020-12-17,17.24166666666667,4811784000000000.0,24.415000000000003,24.415000000000003,30.04,30.04,37.584,24.415000000000003
2020-12-18,23.67375,5085280000000000.0,26.78,26.78,35.51,35.51,42.14,26.78
2020-12-19,29.46583333333334,4247520000000000.0,34.05166666666666,34.05166666666666,45.67,45.67,43.342,34.05166666666666
2020-12-20,31.59208333333333,5046938000000000.0,32.9625,32.9625,47.8,47.8,36.545,32.9625
2020-12-21,45.38666666666666,5549370000000000.0,35.136,35.136,50.92,50.92,48.314,35.136
2020-12-22,50.85291666666668,4894820000000000.0,35.562,35.562,59.77,59.77,57.78399999999999,35.562
2020-12-23,58.04166666666666,5669970000000000.0,29.43428571428572,29.43428571428572,62.28,62.28,58.618,29.43428571428572
2020-12-24,51.18416666666668,5226790000000000.0,32.548571428571435,32.548571428571435,60.19,60.19,53.407,32.548571428571435
2020-12-25,42.57541666666667,5487230000000000.0,31.54,31.54,53.36,53.36,56.23499999999999,31.54
2020-12-26,38.95625,4115560000000000.0,32.97,32.97,51.64,51.64,51.996,32.97
2020-12-27,16.977916666666665,5700736000000000.0,29.798571428571428,29.798571428571428,36.71,36.71,46.413,29.798571428571428
2020-12-28,43.34125,6374990000000000.0,29.282857142857143,29.282857142857143,29.29,29.29,45.506,29.282857142857143
2020-12-29,29.70208333333333,5564510000000000.0,31.01,31.01,33.99,33.99,44.57666666666667,31.01
2020-12-30,47.63875,4523820000000000.0,33.18,33.18,28.4,28.4,46.354,33.18
2020-12-31,59.25291666666666,5254296000000000.0,31.23,31.23,34.13,34.13,46.815,31.23
2021-01-01,23.885,4130040000000000.0,30.95,30.95,37.32,37.32,49.576,30.95
2021-01-02,21.960416666666664,5518282000000000.0,32.5625,32.5625,32.56,32.56,41.439,32.5625
2021-01-03,12.774166666666664,4039992000000000.0,33.28142857142857,33.28142857142857,17.31,17.31,42.55,33.28142857142857
2021-01-04,20.579166666666666,4695860000000000.0,33.1575,33.1575,17.48,17.48,44.631,33.1575
2021-01-05,13.224583333333335,5049758000000000.0,31.72625,31.72625,19.11,19.11,38.193,31.72625
2021-01-06,33.03125,5382164000000000.0,33.83,33.83,16.48,16.48,48.199000000000005,33.83
2021-01-07,28.5,5075570000000000.0,35.03285714285715,35.03285714285715,16.22,16.22,53.66799999999999,35.03285714285715
2021-01-08,20.02125000000001,4549572000000000.0,29.34875,29.34875,15.33,15.33,41.36,29.34875
2021-01-09,17.837083333333332,4646676000000000.0,28.3075,28.3075,17.51,17.51,36.752,28.3075
2021-01-10,12.583333333333336,3323130000000000.0,27.67,27.67,14.94,14.94,36.13,27.67
2021-01-11,16.342499999999998,3132940000000000.0,26.14875,26.14875,18.64,18.64,42.849,26.14875
2021-01-12,26.67916666666667,4676846000000000.0,29.65222222222222,29.65222222222222,31.33,31.33,42.65399999999999,29.65222222222222
2021-01-13,29.065,8727880000000000.0,32.169999999999995,32.169999999999995,34.54,34.54,36.323,32.169999999999995
2021-01-14,49.781666666666666,4888414000000000.0,29.95888888888889,29.95888888888889,34.74,34.74,37.469,29.95888888888889
2021-01-15,46.150000000000006,5308830000000000.0,28.02375,28.02375,30.64,30.64,43.385000000000005,28.02375
2021-01-16,33.55875,5272058000000000.0,29.401250000000005,29.401250000000005,33.95,33.95,45.669,29.401250000000005
2021-01-17,10.2575,5170934000000000.0,24.195714285714285,24.195714285714285,18.38,18.38,38.951,24.195714285714285
2021-01-18,20.821250000000003,5171002000000000.0,25.867500000000007,25.867500000000007,19.31,19.31,41.602,25.867500000000007
2021-01-19,29.475,5453260000000000.0,33.4,33.4,19.53,19.53,42.536,33.4
2021-01-20,16.001250000000002,3939590000000000.0,29.74875,29.74875,20.33,20.33,47.593,29.74875
2021-01-21,34.68791666666666,4655908000000000.0,29.383750000000003,29.383750000000003,28.25,28.25,41.829,29.383750000000003
2021-01-22,19.55375,5602650000000000.0,30.742500000000003,30.742500000000003,22.93,22.93,48.54666666666666,30.742500000000003
2021-01-23,17.525000000000002,5833152000000000.0,28.551428571428573,28.551428571428573,15.39,15.39,43.407777777777774,28.551428571428573
2021-01-24,20.786666666666665,5384828000000000.0,25.25375,25.25375,20.14,20.14,38.54,25.25375
2021-01-25,40.40125,4688586000000000.0,27.11888888888889,27.11888888888889,15.66,15.66,43.47111111111112,27.11888888888889
2021-01-26,35.1085,4716610000000000.0,26.62110168921193,26.62110168921193,23.98,23.98,45.0588888888889,26.62110168921193
2021-01-27,34.442499999999995,2966460000000000.0,30.59444444444444,30.59444444444444,30.84,30.84,45.25888888888889,30.59444444444444
2021-01-28,47.575,4785348000000000.0,47.0525,47.0525,20.25,20.25,45.142222222222216,47.0525
2021-01-29,26.449166666666677,5329170000000000.0,27.53,27.53,23.97,23.97,55.86555555555555,27.53
2021-01-30,28.266250000000003,4211618000000000.0,33.45,33.45,28.8,28.8,56.723333333333336,33.45
2021-01-31,40.39375000000001,4667850000000000.0,34.536652533817886,34.536652533817886,32.28,32.28,48.11111111111112,34.536652533817886
2021-02-01,43.23958333333334,5328376000000000.0,27.792845028986765,27.792845028986765,35.24,35.24,59.75222222222222,27.792845028986765
2021-02-02,35.16916666666666,5080170000000000.0,27.302857142857142,27.302857142857142,33.2,33.2,62.2011111111111,27.302857142857142
2021-02-03,15.791666666666664,4851778000000000.0,30.798571428571428,30.798571428571428,18.34,18.34,69.15888888888888,30.798571428571428
2021-02-04,18.26875,4816590000000000.0,30.10571428571429,30.10571428571429,13.61,13.61,62.17222222222222,30.10571428571429
2021-02-05,32.88791666666666,8086410000000000.0,28.7925,28.7925,13.14,13.14,52.330000000000005,28.7925
2021-02-06,17.848333333333336,5492016000000000.0,29.7325,29.7325,16.17,16.17,52.88,29.7325
2021-02-07,26.711250000000003,4145170000000000.0,26.50375,26.50375,20.48,20.48,41.31875,26.50375
2021-02-08,28.960833333333326,4766628000000000.0,33.865,33.865,31.49,31.49,58.27125,33.865
2021-02-09,46.650000000000006,4659550000000000.0,42.4025,42.4025,25.43,25.43,57.23875,42.4025
2021-02-10,35.506249999999994,4806428000000000.0,34.294285714285714,34.294285714285714,28.39,28.39,66.88000000000001,34.294285714285714
2021-02-11,37.26458333333334,4575400000000000.0,38.53625,38.53625,28.52,28.52,63.8975,38.53625
2021-02-12,41.09083333333333,3407280000000000.0,36.26375,36.26375,23.5,23.5,55.54999999999999,36.26375
2021-02-13,22.35625,6015356000000000.0,35.5525,35.5525,26.31,26.31,59.10375,35.5525
2021-02-14,30.14125,5059680000000000.0,30.87,30.87,28.34,28.34,41.875,30.87
2021-02-15,30.213333333333328,5574030000000000.0,26.395714285714284,26.395714285714284,26.3,26.3,41.5225,26.395714285714284
2021-02-16,32.36875,5171180000000000.0,21.20142857142857,21.20142857142857,21.44,21.44,44.1625,21.20142857142857
2021-02-17,35.70125,5782456000000000.0,29.218333333333337,29.218333333333337,28.8,28.8,40.878888888888895,29.218333333333337
2021-02-18,34.502500000000005,6635110000000000.0,29.292500000000004,29.292500000000004,28.68,28.68,49.995000000000005,29.292500000000004
2021-02-19,32.184583333333336,4791068000000000.0,25.882857142857144,25.882857142857144,28.86,28.86,40.672,25.882857142857144
2021-02-20,31.0775,5527210000000000.0,26.514285714285712,26.514285714285712,29.97,29.97,43.784,26.514285714285712
2021-02-21,26.202916666666667,4707150000000000.0,26.592857142857145,26.592857142857145,27.55,27.55,42.854,26.592857142857145
2021-02-22,25.885416666666668,5012386000000000.0,28.898571428571422,28.898571428571422,26.16,26.16,48.475,28.898571428571422
2021-02-23,34.64333333333333,4812160000000000.0,28.822500000000005,28.822500000000005,30.82,30.82,45.455000000000005,28.822500000000005
2021-02-24,33.025,5673322000000000.0,32.4275,32.4275,30.33,30.33,48.66499999999999,32.4275
2021-02-25,31.10583333333334,5522060000000000.0,29.651428571428568,29.651428571428568,26.57,26.57,49.487,29.651428571428568
2021-02-26,30.782499999999995,4800658000000000.0,30.012857142857143,30.012857142857143,20.37,20.37,38.595,30.012857142857143
2021-02-27,31.39958333333334,4613730000000000.0,27.37857142857143,27.37857142857143,16.26,16.26,41.854,27.37857142857143
2021-02-28,25.72791666666667,4507510000000000.0,26.53857142857143,26.53857142857143,23.01,23.01,36.93444444444444,26.53857142857143
2021-03-01,18.15083333333333,4611722000000000.0,28.787142857142857,28.787142857142857,14.44,14.44,37.201,28.787142857142857
2021-03-02,25.75208333333333,3861440000000000.0,28.825714285714287,28.825714285714287,15.27,15.27,35.943000000000005,28.825714285714287
2021-03-03,35.64166666666667,5786678000000000.0,34.55333333333333,34.55333333333333,23.94,23.94,43.71000000000001,34.55333333333333
2021-03-04,32.80416666666667,4585580000000000.0,36.12,36.12,25.97,25.97,42.542,36.12
2021-03-05,18.405416666666664,4410740000000000.0,33.145,33.145,21.06,21.06,35.477000000000004,33.145
2021-03-06,27.465416666666663,4105790000000000.0,28.93166666666666,28.93166666666666,21.33,21.33,31.464,28.93166666666666
2021-03-07,18.561666666666667,4683144000000000.0,24.52,24.52,15.34,15.34,28.963,24.52
2021-03-08,15.701666666666666,4043790000000000.0,23.451666666666668,23.451666666666668,11.9,11.9,27.525,23.451666666666668
2021-03-09,16.70416666666667,5019890000000000.0,26.758571428571432,26.758571428571432,13.16,13.16,33.67900000000001,26.758571428571432
2021-03-10,17.710416666666667,4363378000000000.0,27.85,27.85,14.26,14.26,35.46,27.85
2021-03-11,14.582499999999998,4467110000000000.0,22.708571428571428,22.708571428571428,16.67,16.67,28.841,22.708571428571428
2021-03-12,12.634583333333332,4643652000000000.0,24.198571428571427,24.198571428571427,16.43,16.43,33.352,24.198571428571427
2021-03-13,31.69708333333333,4409880000000000.0,27.585714285714285,27.585714285714285,16.64,16.64,37.64,27.585714285714285
2021-03-14,21.596521739130434,5190326000000000.0,31.09142857142857,31.09142857142857,18.94,18.94,38.731,31.09142857142857
2021-03-15,29.15416666666667,4629190000000000.0,31.63428571428571,31.63428571428571,22.6,22.6,40.720000000000006,31.63428571428571
2021-03-16,30.724583333333328,2853560000000000.0,28.56571428571428,28.56571428571428,18.15,18.15,37.311,28.56571428571428
2021-03-17,30.36375,4290898000000000.0,30.37714285714286,30.37714285714286,19.94,19.94,43.91,30.37714285714286
2021-03-18,35.79625,5197590000000000.0,31.1025,31.1025,16.48,16.48,38.069,31.1025
2021-03-19,17.425000000000004,4546138000000000.0,22.5625,22.5625,17.06,17.06,42.896,22.5625
2021-03-20,31.0175,5340120000000000.0,23.375,23.375,14.16,14.16,32.46,23.375
2021-03-21,18.360833333333336,4809628000000000.0,20.271666666666665,20.271666666666665,16.44,16.44,27.034,20.271666666666665
2021-03-22,15.980000000000002,4709120000000000.0,23.02666666666667,23.02666666666667,7.26,7.26,32.746,23.02666666666667
2021-03-23,18.231666666666666,4543780000000000.0,26.191666666666663,26.191666666666663,7.38,7.38,33.188,26.191666666666663
2021-03-24,20.895,5191730000000000.0,26.85,26.85,10.93,10.93,36.37500000000001,26.85
2021-03-25,13.597916666666668,4510600000000000.0,28.723333333333333,28.723333333333333,13.96,13.96,39.42,28.723333333333333
2021-03-26,24.47791666666667,5363350000000000.0,35.35666666666667,35.35666666666667,23.08,23.08,37.084,35.35666666666667
2021-03-27,25.165416666666676,5321610000000000.0,46.24333333333333,46.24333333333333,22.52,22.52,46.387,46.24333333333333
2021-03-28,25.204166666666666,5952996000000000.0,31.76666666666667,31.76666666666667,23.14,23.14,28.271,31.76666666666667
2021-03-29,13.925833333333337,4959120000000000.0,21.697142857142858,21.697142857142858,13.74,13.74,17.779999999999998,21.697142857142858
2021-03-30,6.26875,4516712000000000.0,20.78,20.78,8.73,8.73,20.160000000000004,20.78
2021-03-31,7.968333333333333,5238510000000000.0,19.11,19.11,8.83,8.83,20.08,19.11
2021-04-01,17.9175,4190190000000000.0,17.26875,17.26875,16.3,16.3,18.972,17.26875
2021-04-02,24.794166666666666,5066280000000000.0,20.06625,20.06625,16.12,16.12,18.582,20.06625
2021-04-03,23.442916666666672,5728170000000000.0,22.645,22.645,20.44,20.44,22.29,22.645
2021-04-04,31.986249999999995,5686410000000000.0,18.35998788612962,18.35998788612962,33.98,33.98,19.160000000000004,18.35998788612962
2021-04-05,34.85583333333333,5245750000000000.0,33.18125,33.18125,31.93,31.93,21.041,33.18125
2021-04-06,21.682916666666667,4541904000000000.0,18.0225,18.0225,16.86,16.86,20.962,18.0225
2021-04-07,17.32541666666667,5155610000000000.0,18.6575,18.6575,16.84,16.84,16.607777777777777,18.6575
2021-04-08,16.304166666666664,5226884000000000.0,18.227500000000003,18.227500000000003,14.75,14.75,16.253333333333334,18.227500000000003
2021-04-09,16.02333333333333,6285650000000000.0,17.51125,17.51125,19.78,19.78,16.934444444444445,17.51125
2021-04-10,14.10875,5751650000000000.0,15.62125,15.62125,29.4,29.4,15.123333333333337,15.62125
2021-04-11,31.01291666666666,5243300000000000.0,14.5925,14.5925,30.1,30.1,15.25222222222222,14.5925
2021-04-12,22.795416666666668,5189720000000000.0,19.4425,19.4425,35.76,35.76,17.957,19.4425
2021-04-13,20.147916666666664,5148094000000000.0,18.4875,18.4875,26.47,26.47,17.939,18.4875
2021-04-14,23.65375,5656860000000000.0,15.12375,15.12375,16.39,16.39,14.817999999999998,15.12375
2021-04-15,21.625416666666663,5151348000000000.0,15.951250000000002,15.951250000000002,19.23,19.23,15.353,15.951250000000002
2021-04-16,13.909166666666664,6845780000000000.0,15.332499999999998,15.332499999999998,15.44,15.44,16.376000000000005,15.332499999999998
2021-04-17,13.83125,5336310000000000.0,16.450000000000003,16.450000000000003,19.06,19.06,13.788999999999998,16.450000000000003
2021-04-18,16.301666666666666,5591440000000000.0,17.25,17.25,12.24,12.24,14.605,17.25
2021-04-19,15.9975,5193890000000000.0,17.9675,17.9675,24.42,24.42,13.763,17.9675
2021-04-20,11.446666666666664,5340946000000000.0,14.27125,14.27125,23.23,23.23,12.449000000000002,14.27125
2021-04-21,17.861250000000002,5920550000000000.0,14.1375,14.1375,10.89,10.89,13.37,14.1375
2021-04-22,9.513333333333334,3977944000000000.0,13.97625,13.97625,15.31,15.31,17.366999999999997,13.97625
2021-04-23,7.102499999999999,5156810000000000.0,17.736250000000002,17.736250000000002,13.94,13.94,24.197777777777773,17.736250000000002
2021-04-24,9.52875,4525438000000000.0,15.15375,15.15375,10.04,10.04,17.753333333333337,15.15375
2021-04-25,14.445833333333336,6479030000000000.0,15.29375,15.29375,18.71,18.71,17.288888888888888,15.29375
2021-04-26,26.130416666666672,5585220000000000.0,15.055,15.055,37.59,37.59,15.578,15.055
2021-04-27,30.775,6370630000000000.0,18.44875,18.44875,30.57,30.57,17.990000000000002,18.44875
2021-04-28,26.750416666666663,5606560000000000.0,18.9525,18.9525,37.53,37.53,16.767000000000003,18.9525
2021-04-29,17.408333333333335,5888888000000000.0,15.2275,15.2275,21.47,21.47,16.602,15.2275
2021-04-30,15.185833333333337,6467540000000000.0,14.4775,14.4775,25.32,25.32,14.079,14.4775
2021-05-01,9.027083333333334,4640420000000000.0,13.63375,13.63375,11.81,11.81,13.777,13.63375
2021-05-02,5.857499999999999,6305810000000000.0,15.5325,15.5325,12.5775,15.5325,14.817000000000002,15.5325
2021-05-03,8.493333333333334,4352100000000000.0,17.9,17.9,12.1,17.9,15.419,17.9
2021-05-04,16.749166666666664,4139250000000000.0,16.995,16.995,6.81,6.81,15.311999999999998,16.995
2021-05-05,8.485833333333334,5603570000000000.0,16.41875,16.41875,8.63,8.63,15.463,16.41875
2021-05-06,7.922499999999999,6494640000000000.0,16.08125,16.08125,7.51,7.51,14.368999999999996,16.08125
2021-05-07,14.182083333333331,6422600000000000.0,17.2375,17.2375,10.22,10.22,13.012,17.2375
2021-05-08,15.836666666666666,4899164000000000.0,17.3175,17.3175,12.33,12.33,13.986,17.3175
2021-05-09,9.1075,6491570000000000.0,17.43285714285714,17.43285714285714,10.49,10.49,12.691,17.43285714285714
2021-05-10,11.370833333333332,5567120000000000.0,16.174999999999997,16.174999999999997,8.42,8.42,14.766666666666667,16.174999999999997
2021-05-11,23.848333333333333,6412700000000000.0,16.66375,16.66375,6.96,6.96,13.998888888888889,16.66375
2021-05-12,12.16916666666667,4695500000000000.0,16.915,16.915,10.0,10.0,11.669999999999998,16.915
2021-05-13,19.64666666666667,7365840000000000.0,18.715,18.715,10.44,10.44,13.853,18.715
2021-05-14,31.454166666666666,7433780000000000.0,18.79625,18.79625,15.34,15.34,12.508,18.79625
2021-05-15,7.746666666666666,5198410000000000.0,20.965,20.965,16.97,16.97,11.475,20.965
2021-05-16,20.62875,6456490000000000.0,16.265,16.265,13.53,13.53,11.836000000000002,16.265
2021-05-17,5.718750000000001,5307448000000000.0,15.1725,15.1725,15.38,15.38,9.571,15.1725
2021-05-18,9.176666666666668,5289040000000000.0,14.31,14.31,8.95,8.95,8.715,14.31
2021-05-19,8.946666666666667,5713280000000000.0,17.0225,17.0225,7.02,7.02,12.013,17.0225
2021-05-20,27.83833333333333,7341260000000000.0,16.28,16.28,25.08,25.08,13.174444444444443,16.28
2021-05-21,14.716249999999995,4256500000000000.0,16.21875,16.21875,12.92,12.92,12.761111111111113,16.21875
2021-05-22,14.080000000000004,5799670000000000.0,17.537499999999998,17.537499999999998,14.52,14.52,14.436249999999998,17.537499999999998
2021-05-23,8.552083333333334,5831410000000000.0,17.53875,17.53875,14.0,14.0,13.708749999999998,17.53875
2021-05-24,13.144166666666669,5100218000000000.0,17.642500000000002,17.642500000000002,12.21,12.21,35.4,17.642500000000002
2021-05-25,23.788750000000004,6055060000000000.0,17.2025,17.2025,29.61,29.61,35.109,17.2025
2021-05-26,20.87666666666667,5230858000000000.0,15.63,15.63,27.41,27.41,14.003,15.63
2021-05-27,23.7075,6776750000000000.0,14.1925,14.1925,23.11,23.11,33.395,14.1925
2021-05-28,7.954583333333336,4678860000000000.0,14.04625,14.04625,6.44,6.44,17.130000000000003,14.04625
2021-05-29,4.336666666666667,6320570000000000.0,13.52875,13.52875,5.24,5.24,29.235000000000003,13.52875
2021-05-30,18.47916666666666,6519100000000000.0,14.70857142857143,14.70857142857143,6.93,6.93,11.217,14.70857142857143
2021-05-31,13.397916666666667,6307394000000000.0,17.33285714285714,17.33285714285714,22.16,22.16,13.935,17.33285714285714
2021-06-01,13.285000000000002,5495580000000000.0,23.882857142857144,23.882857142857144,13.61,13.61,13.156,23.882857142857144
2021-06-02,22.020416666666662,5335926000000000.0,14.623333333333337,14.623333333333337,19.85,19.85,12.68,14.623333333333337
2021-06-03,28.98041666666667,5973420000000000.0,14.97777777777778,14.97777777777778,19.99,19.99,11.463,14.97777777777778
2021-06-04,20.475416666666668,5703860000000000.0,7.96,13.789090909090907,31.3,31.3,12.529,13.789090909090907
2021-06-05,9.5875,5760916000000000.0,6.01,13.103636363636362,19.39,19.39,13.413,13.103636363636362
2021-06-06,6.228333333333334,7263800000000000.0,6.9,10.50777777777778,25.65,25.65,13.48777777777778,10.50777777777778
2021-06-07,15.170000000000002,6011430000000000.0,11.01,11.503636363636362,24.77,24.77,12.883,11.503636363636362
2021-06-08,6.645416666666667,5073290000000000.0,5.59,10.146000000000004,22.89,22.89,13.623,10.146000000000004
2021-06-09,12.121666666666668,4567832000000000.0,3.89,10.203,14.33,14.33,13.4,10.203
2021-06-10,14.193333333333335,6394800000000000.0,6.62,10.547999999999998,10.48,10.48,14.283999999999995,10.547999999999998
2021-06-11,7.140416666666666,5786558000000000.0,5.04,12.723,9.08,8.36,16.437,12.723
2021-06-12,4.232916666666666,6486370000000000.0,4.68,13.015,6.41,5.41,15.579999999999998,13.015
2021-06-13,5.064166666666666,6389500000000000.0,6.06,12.855555555555556,7.74,7.43,11.011,12.855555555555556
2021-06-14,8.267916666666666,6761340000000000.0,5.43,12.858,7.82,5.81,10.954,12.858
2021-06-15,15.240833333333336,6645080000000000.0,3.8,11.933,8.56,6.24,10.834,11.933
2021-06-16,8.875416666666666,5268568000000000.0,8.46,14.406,14.63,9.06,14.65,14.406
2021-06-17,6.879583333333333,6286720000000000.0,9.86,13.534545454545457,10.37,9.27,16.105555555555558,13.534545454545457
2021-06-18,7.072500000000001,5339444000000000.0,5.38,12.254545454545456,7.7,5.99,16.787777777777777,12.254545454545456
2021-06-19,7.81,5285330000000000.0,4.0,13.116363636363635,4.44,3.65,14.043,13.116363636363635
2021-06-20,9.18625,5112180000000000.0,3.7,12.59909090909091,10.06,5.13,16.813333333333333,12.59909090909091
2021-06-21,10.337083333333334,4545560000000000.0,3.34,13.11181818181818,9.97,4.3,15.047777777777776,13.11181818181818
2021-06-22,19.886249999999997,5844770000000000.0,4.99,12.88,11.95,5.86,12.993333333333334,12.88
2021-06-23,6.8425,5853750000000000.0,6.46,11.143636363636364,8.17,5.77,12.46,11.143636363636364
2021-06-24,9.088333333333331,5787060000000000.0,3.81,11.224545454545456,8.41,4.14,10.797999999999998,11.224545454545456
2021-06-25,10.88375,5314178000000000.0,5.27,11.668181818181818,14.43,7.78,10.344,11.668181818181818
2021-06-26,5.6433333333333335,6955280000000000.0,4.66,12.695,10.6,8.03,13.163,12.695
2021-06-27,5.717083333333334,5385118000000000.0,4.55,13.875,8.33,6.56,10.645,13.875
2021-06-28,7.853750000000001,5681900000000000.0,5.63,15.666363636363634,14.65,10.24,11.214000000000002,15.666363636363634
2021-06-29,8.58625,4839510000000000.0,6.17,14.075454545454546,28.99,12.83,12.676,14.075454545454546
2021-06-30,3.47875,5733850000000000.0,5.47,12.488181818181818,21.56,11.68,18.513,12.488181818181818
2021-07-01,4.4679166666666665,3496900000000000.0,3.23,12.159999999999998,10.45,5.94,12.937,12.159999999999998
2021-07-02,8.91,5169788000000000.0,3.16,12.405454545454546,9.71,4.31,10.502,12.405454545454546
2021-07-03,8.277916666666668,6297540000000000.0,3.25,13.987272727272726,8.36,4.24,8.82,13.987272727272726
2021-07-04,14.621249999999998,4021446000000000.0,3.32,15.20090909090909,7.97,4.36,9.758999999999997,15.20090909090909
2021-07-05,9.757083333333334,5797230000000000.0,3.64,16.182727272727274,15.82,9.16,11.089,16.182727272727274
2021-07-06,5.957083333333333,5502460000000000.0,3.28,13.832727272727272,14.82,8.5,10.69,13.832727272727272
2021-07-07,5.875416666666666,4471060000000000.0,3.56,20.52,14.25,9.3,11.247,20.52
2021-07-08,12.685000000000004,4557970000000000.0,3.58,33.399285714285725,8.94,6.19,24.219,33.399285714285725
2021-07-09,6.229583333333332,6137870000000000.0,4.28,11.748,7.02,5.66,16.353333333333335,11.748
2021-07-10,5.079583333333334,5062680000000000.0,3.53,11.316,4.56,5.46,15.652222222222225,11.316
2021-07-11,7.815,5517244000000000.0,4.72,11.227857142857143,4.14,5.51,9.573333333333332,11.227857142857143
2021-07-12,8.010833333333334,4400880000000000.0,5.91,12.061428571428571,7.14,8.92,10.238888888888887,12.061428571428571
2021-07-13,7.540000000000002,4790456000000000.0,5.81,11.815714285714288,11.17,7.76,13.957777777777777,11.815714285714288
2021-07-14,6.789166666666667,5552670000000000.0,6.28,12.924615384615382,10.74,8.31,12.407777777777776,12.924615384615382
2021-07-15,4.994166666666666,5139600000000000.0,4.12,11.755,7.64,4.58,12.38111111111111,11.755
2021-07-16,11.055833333333332,5017680000000000.0,3.15,12.464285714285714,6.79,4.63,9.99111111111111,12.464285714285714
2021-07-17,16.40833333333333,3954750000000000.0,3.84,14.942857142857145,8.98,4.35,7.498888888888889,14.942857142857145
2021-07-18,6.821666666666666,4836354000000000.0,4.12,15.331428571428573,5.86,3.77,8.97111111111111,15.331428571428573
2021-07-19,16.894166666666667,4991668000000000.0,4.49,16.18642857142857,13.05,4.81,9.148888888888887,16.18642857142857
2021-07-20,14.1425,4927968000000000.0,3.86,14.63928571428571,5.91,4.26,12.97375,14.63928571428571
2021-07-21,24.67333333333333,5032238000000000.0,3.57,15.039285714285716,10.25,5.63,12.63125,15.039285714285716
2021-07-22,19.87875,3968050000000000.0,4.0,13.197142857142856,7.24,6.41,10.74875,13.197142857142856
2021-07-23,14.063333333333333,4951720000000000.0,3.51,12.885000000000002,7.78,7.66,9.86,12.885000000000002
2021-07-24,7.183749999999999,4217740000000000.0,4.11,12.275,9.75,8.74,12.025,12.275
2021-07-25,7.829166666666668,4876770000000000.0,1.92,11.793846153846156,2.95,4.93,12.3275,11.793846153846156
2021-07-26,18.432916666666667,4151594000000000.0,2.24,11.81,5.05,5.36,11.476666666666668,12.834285714285716
2021-07-27,9.21875,6389482000000000.0,2.5,9.21,5.36,4.81,12.787777777777778,13.66
2021-07-28,16.23375,5661974000000000.0,1.02,6.16,19.87,2.41,17.296,12.208666666666664
2021-07-29,21.25708333333333,4422978000000000.0,0.95,7.87,9.87,2.29,11.70111111111111,11.512
2021-07-30,15.457083333333337,4705196000000000.0,1.07,7.12,8.74,2.66,10.566666666666666,12.156
2021-07-31,7.058333333333334,3789840000000000.0,1.74,2.58,3.62,3.72,11.344444444444443,11.473333333333334
