date,open_SO2,sate_SO2,"Marhatal, Jabalpur - MPPCB"
2021-03-25,7.329583333333332,0.035495941,16.43
2021-03-26,5.780833333333334,-0.126668423,18.24
2021-03-27,5.909583333333334,0.074776612,17.25
2021-03-28,8.253749999999998,0.332572013,19.13
2021-03-29,8.178333333333333,-0.123776034,8.95
2021-03-30,5.997916666666668,0.04910312533516209,16.1
2021-03-31,8.90625,-0.440585613,14.01
2021-04-01,8.987916666666667,0.1620701002,18.97
2021-04-02,11.689999999999998,0.129505336,20.87
2021-04-03,11.856666666666664,0.476768404,25.79
2021-04-04,15.699583333333331,0.058306705,19.67
2021-04-05,11.727916666666667,0.150002867,17.13
2021-04-06,11.010416666666664,0.1247836169999999,21.2
2021-04-07,7.575,0.164404705,21.83
2021-04-08,10.636666666666668,0.0093735371999999,21.5
2021-04-09,7.621249999999999,0.104645677,15.91
2021-04-10,14.47083333333333,0.149378881,12.37
2021-04-11,13.281666666666672,0.227928177,15.5
2021-04-12,11.42125,-0.006115078,15.01
2021-04-13,10.3,0.101638421,18.13
2021-04-14,8.639166666666666,0.1279165,17.83
2021-04-15,6.725833333333333,0.1059723765999999,12.63
2021-04-16,12.192083333333327,-0.5,9.31
2021-04-17,5.143333333333334,0.0379941974,11.7
2021-04-18,6.50375,1.50193131,10.35
2021-04-19,10.87375,-0.014922115,8.31
2021-04-20,7.526249999999998,0.094578847,10.14
2021-04-21,6.003333333333334,0.0586200027999999,19.7
2021-04-22,5.572083333333334,0.1792554454,19.65
2021-04-23,8.853333333333333,0.611558676,17.43
2021-04-24,4.521666666666667,0.0493772616,18.36
2021-04-25,5.7425,0.055149447,17.03
2021-04-26,7.988333333333333,-0.070668757,18.03
2021-04-27,10.617916666666668,0.297609568,18.87
2021-04-28,13.362083333333333,0.039923858,18.79
2021-04-29,11.100833333333334,-0.242130905,20.05
2021-04-30,8.956249999999999,0.087204784,19.15
2021-05-01,7.183333333333334,0.0626879252,15.23
2021-05-02,6.247916666666666,-0.0975456204,16.56
2021-05-03,4.93125,0.173399146,16.51
2021-05-04,10.122916666666663,0.012731578,18.41
2021-05-05,10.682499999999996,0.22999379,18.07
2021-05-06,13.938333333333334,0.019783793,17.24
2021-05-07,11.8125,-0.0091618574,16.93
2021-05-08,10.337916666666665,0.0407240961999999,15.76
2021-05-09,5.956666666666667,0.046817519,12.94
2021-05-10,8.667500000000002,-0.0463705796,12.28
2021-05-11,6.612083333333334,-0.135937452,13.49
2021-05-12,6.2925,0.173368067,17.27
2021-05-13,5.042083333333333,0.07452371,16.99
2021-05-14,5.774166666666667,-0.087291188,17.33
2021-05-15,5.0825,0.168248445,16.36
2021-05-16,4.405833333333333,0.062431844,14.36
2021-05-17,4.527916666666667,0.0207623966,15.58
2021-05-18,5.49625,0.020308551,16.7
2021-05-19,7.906666666666669,-0.0455995314,16.37
2021-05-20,5.497916666666665,-0.10853608,16.26
2021-05-21,6.928750000000001,0.159760579,16.28
2021-05-22,7.447500000000001,0.006361864,15.51
2021-05-23,5.342083333333332,0.160089806,17.27
2021-05-24,5.525,-0.022191363,17.88
2021-05-25,6.410833333333333,0.025245995,17.29
2021-05-26,5.475833333333334,-0.0300175348,17.44
2021-05-27,3.915416666666666,-0.082220554,16.81
2021-05-28,5.347916666666667,-0.092913494,15.73
2021-05-29,6.274166666666667,0.139670953,14.14
2021-05-30,4.223333333333334,0.036942564,14.79
2021-05-31,5.757083333333334,0.112584218,16.01
2021-06-01,6.586666666666669,-0.027743921,16.72
2021-06-02,6.911250000000003,-0.0646356044,16.23
2021-06-03,5.939166666666668,-0.074871935,16.49
2021-06-04,5.795000000000002,-0.072412439,15.43
2021-06-05,4.659166666666667,0.0091058769999999,11.54
2021-06-06,4.019166666666666,0.050000001,15.17
2021-06-07,3.367083333333333,0.037970021,15.95
2021-06-08,4.332916666666668,-0.084510088,16.42
2021-06-09,4.770416666666667,0.1459697364,15.75
2021-06-10,4.43,0.1813808222,16.21
2021-06-11,5.016666666666668,0.2499480002,16.4
2021-06-12,4.207916666666666,0.0561939157999999,16.73
2021-06-13,3.2304166666666663,0.053496156,17.02
2021-06-14,3.4516666666666667,0.0296307326,15.78
2021-06-15,4.09625,0.003821776,15.27
2021-06-16,3.5629166666666667,-0.075000003,16.93
2021-06-17,4.159583333333333,0.0049916489999999,17.4
2021-06-18,3.604999999999999,-0.0631521713999999,14.65
2021-06-19,2.0283333333333333,-0.0955762851999999,8.81
2021-06-20,1.8379166666666664,0.1013291329999999,13.95
2021-06-21,3.3287499999999994,-0.01,15.35
2021-06-22,3.43625,0.079112105,15.78
2021-06-23,3.966666666666668,-0.0261932396,14.96
2021-06-24,3.3783333333333334,-0.1011079318,16.53
2021-06-25,3.532916666666665,-0.046119705,18.33
2021-06-26,4.174583333333333,0.0354978834,18.17
2021-06-27,5.412916666666667,0.0177379765999999,17.52
2021-06-28,3.91875,-0.100000001,17.55
2021-06-29,3.0729166666666656,0.032565016,18.16
2021-06-30,3.4054166666666656,0.052167274,17.67
2021-07-01,3.209583333333333,0.189999998,14.37
2021-07-02,2.6162500000000004,0.125106499,9.77
2021-07-03,3.495833333333332,0.0149121999999999,8.48
2021-07-04,3.1466666666666665,-0.0107307359999999,8.34
2021-07-05,4.159166666666667,-0.131580749,10.71
2021-07-06,5.018749999999999,0.0336786922,8.44
2021-07-07,3.8504166666666673,0.090000004,7.17
2021-07-08,3.820833333333333,-0.0091804906,6.88
2021-07-09,4.30375,-0.090000004,7.23
2021-07-10,3.4354166666666672,-0.0368240804,6.91
2021-07-11,4.89,0.1096248471999999,6.41
2021-07-12,6.043333333333333,-0.014265455,12.59
2021-07-13,6.536666666666669,0.042117217,16.83
2021-07-14,7.397499999999998,0.1436361886,9.93
2021-07-15,3.665416666666665,0.116625823,7.89
2021-07-16,3.45375,0.040148817,8.74
2021-07-17,8.355833333333333,-0.079999998,9.04
2021-07-18,4.321666666666666,0.1479028686,10.12
2021-07-19,4.835833333333333,0.1376899088,12.08
2021-07-20,3.00125,0.0932297338,12.66
2021-07-21,4.0875,0.180437675,13.89
2021-07-22,4.725416666666666,0.0168283828,13.87
2021-07-23,3.5016666666666656,0.0821126976,14.34
2021-07-24,2.0154166666666664,0.1925551766,14.23
2021-07-25,2.1591666666666662,0.1625384061999999,14.02
2021-07-26,2.374166666666667,-0.0042024252,13.76
2021-07-27,2.8708333333333336,-0.0161157204,11.32
2021-07-28,2.607916666666666,-0.0322215608,9.66
2021-07-29,3.6679166666666663,-0.0496492694,9.01
2021-07-30,2.515833333333333,-0.1913596367999999,10.93
2021-07-31,2.2904166666666668,0.0604944102,11.18
2021-08-01,1.8570833333333332,0.0990365959999999,10.04
2021-08-02,1.96375,-0.0606490412,9.07
2021-08-03,3.44125,-0.0642242178,9.92
2021-08-04,2.8154166666666662,-0.0783675468,9.9
2021-08-05,2.3125,-0.0973934152,7.96
2021-08-06,2.17875,-0.0264177532,7.56
2021-08-07,2.2179166666666665,0.0483986624,7.56
2021-08-08,2.3995833333333336,0.0149920582,7.79
2021-08-09,2.81875,0.0004877818,7.26
2021-08-10,3.10375,0.0448024996,8.0
2021-08-11,3.5704166666666666,0.0261384108,6.32
2021-08-12,3.3545833333333337,-0.0132804997999999,7.62
2021-08-13,3.1912500000000006,0.0171928966,8.64
2021-08-14,2.9325,0.0790201485999999,8.3
2021-08-15,3.39625,0.159999996,8.76
2021-08-16,4.828333333333333,-0.0869215981999999,8.35
2021-08-17,6.648749999999999,-0.1744050672,7.8
2021-08-18,5.603333333333335,0.070049446,8.15
2021-08-19,4.216666666666668,0.1222947411999999,9.4
2021-08-20,4.53875,0.1877676152,8.43
2021-08-21,4.5858333333333325,0.080332871,8.55
2021-08-22,3.555833333333334,-0.043262735,6.21
2021-08-23,3.35375,0.0361597366,6.85
2021-08-24,2.9466666666666668,-0.033278462,6.91
2021-08-25,3.3858333333333337,-0.0376528001999999,8.03
2021-08-26,3.657083333333334,-0.024207051,8.07
2021-08-27,6.319166666666664,0.0610521847999999,8.35
2021-08-28,3.6720833333333327,0.0320116184,9.41
2021-08-29,9.735,-0.0099107693999999,10.39
2021-08-30,8.025,-0.020768711,9.48
2021-08-31,5.095416666666667,0.050000001,9.95
2021-09-01,3.0450000000000004,-0.013416511,9.72
2021-09-02,6.850000000000001,0.0448262126,9.97
2021-09-03,6.4775,0.189999998,7.84
2021-09-04,4.35125,-0.012590896,10.02
2021-09-05,7.708750000000001,0.0017728566,10.8
2021-09-06,12.269999999999996,-0.0360990614,11.62
2021-09-07,13.882916666666668,0.073991372,10.51
2021-09-08,4.422083333333333,0.0489932382,10.14
2021-09-09,4.7625,0.0617713744,9.18
2021-09-10,3.130833333333333,0.0897505716,9.02
2021-09-11,5.237500000000002,0.1381956432,9.88
2021-09-12,4.904583333333334,0.0035369812,10.88
2021-09-13,5.992500000000001,0.1728152056,10.19
2021-09-14,4.862916666666666,0.0297754588,10.14
2021-09-15,3.5025,0.1025367846,10.52
2021-09-16,2.5308333333333337,-0.0089712545999999,10.09
2021-09-17,2.75875,-0.0241394034,8.67
2021-09-18,3.1266666666666665,0.0298224538,7.66
2021-09-19,4.248333333333333,0.167540312,7.44
2021-09-20,5.805833333333333,0.056805197,5.94
2021-09-21,8.978333333333333,0.04897578,7.14
2021-09-22,4.778333333333333,0.036889536,6.71
2021-09-23,7.865416666666665,0.1038571274,6.63
2021-09-24,3.918333333333333,0.1354776522,6.79
2021-09-25,5.6225,0.1031027458,6.13
2021-09-26,9.470416666666669,-0.0536587494,6.29
2021-09-27,10.563749999999995,0.0573086283999999,6.69
2021-09-28,6.333750000000001,-0.0457177653999999,5.17
2021-09-29,4.392916666666666,0.0894653897999999,3.65
2021-09-30,9.327916666666669,0.0507275052,4.83
2021-10-01,4.2058333333333335,-0.0125776628,7.3
2021-10-02,4.404166666666667,-0.075125016,7.31
2021-10-03,3.160833333333333,0.068642028,7.42
2021-10-04,5.9579166666666685,-0.0246506765999999,7.98
2021-10-05,9.267083333333336,0.134862453,5.22
2021-10-06,8.756666666666666,0.0035843596,6.36
2021-10-07,8.182083333333333,0.209999993,7.28
2021-10-08,9.087916666666668,-0.1389716168,6.01
2021-10-09,5.9525000000000015,-0.519886672,7.65
2021-10-10,7.142916666666669,0.0108964575999999,6.41
2021-10-11,9.102916666666667,0.210268602,5.33
2021-10-12,9.638333333333334,-0.007906145,4.19
2021-10-13,7.43875,0.0496504758,5.61
2021-10-14,6.107916666666667,0.024629263,6.89
2021-10-15,5.123333333333334,-0.1186595253999999,8.86
2021-10-16,6.152083333333335,-0.0149032715999999,5.26
2021-10-17,4.671666666666666,0.0231238827999999,4.09
2021-10-18,4.105833333333334,0.0708094307999999,6.58
2021-10-19,5.78625,-0.131976232,8.89
2021-10-20,6.952083333333333,-0.077381916,9.03
2021-10-21,6.5754166666666665,-0.014031441,7.43
2021-10-22,9.1075,-0.1810155482,6.62
2021-10-23,6.174583333333334,0.077855833,6.51
2021-10-24,7.465416666666666,0.1918712998,6.43
2021-10-25,10.670416666666668,0.0753549972,7.5
2021-10-26,7.84125,-0.0388376722,9.41
2021-10-27,6.962499999999999,0.0121292202,6.82
2021-10-28,7.183333333333333,0.187644228,6.85
2021-10-29,9.710416666666664,0.0604535645999999,6.7
2021-10-30,5.2995833333333335,0.01669674,7.46
2021-10-31,7.808749999999999,0.0234067454,8.38
2021-11-01,14.98166666666667,0.185499266,9.15
2021-11-02,9.085000000000004,-0.0296135453999999,8.44
2021-11-03,15.766249999999998,0.706878185,7.28
2021-11-04,11.331666666666663,0.499777079,24.51
2021-11-05,9.997083333333334,-0.0266774,21.89
2021-11-06,6.719583333333333,0.209558159,16.6
2021-11-07,5.4584,0.109155994,12.87
2021-11-08,6.162499999999999,0.104838647,13.97
2021-11-09,8.025,0.0361646308,14.72
2021-11-10,10.79625,0.170000002,12.47
2021-11-11,7.742500000000002,0.2519432684,10.21
2021-11-12,10.449166666666668,-0.212100551,14.89
2021-11-13,8.273333333333335,0.227685377,12.52
2021-11-14,8.83875,0.0619947722,17.36
2021-11-15,9.435833333333331,-0.248713523,32.08
2021-11-16,9.825833333333334,0.0375787358,31.35
2021-11-17,26.65625,0.0117869695999999,20.91
2021-11-18,19.347083333333337,0.1321186918,20.02
2021-11-19,24.37833333333333,0.2427252273999999,11.73
2021-11-20,16.156250000000004,0.0004707956,17.59
2021-11-21,6.650416666666668,0.0198061808,23.91
2021-11-22,6.019166666666664,-0.231731713,20.54
2021-11-23,7.8379166666666675,0.1626091152,31.06
2021-11-24,10.2575,0.048740897,21.22
2021-11-25,8.717083333333335,0.0808405146,12.2
2021-11-26,8.783750000000001,0.345279843,15.1
2021-11-27,9.429166666666667,-0.0228762186,14.79
2021-11-28,9.829166666666667,-0.188259169,17.21
2021-11-29,7.22,0.204565451,12.86
2021-11-30,5.8741666666666665,0.0263710067999999,8.75
2021-12-01,15.982500000000002,0.33238101,11.54
2021-12-02,25.448333333333338,-0.0104787467999999,12.19
2021-12-03,26.645,0.0579087045999999,12.56
2021-12-04,16.479583333333334,0.0352698419999999,11.48
2021-12-05,13.127499999999998,-0.192759126,8.9
2021-12-06,9.988333333333337,0.338060915,16.0
2021-12-07,6.91375,0.04910312533516209,17.01
2021-12-08,12.407916666666669,-0.310000002,24.56
2021-12-09,15.668333333333328,-0.0110009999999999,22.43
2021-12-10,7.18875,-0.057676869,22.14
2021-12-11,9.520833333333334,0.0849109636,18.11
2021-12-12,8.13875,0.324388146,23.93
2021-12-13,12.606249999999998,-0.0772024318,17.37
2021-12-14,9.55625,0.367933393,14.31
2021-12-15,6.468333333333335,-0.349999994,11.7
2021-12-16,7.12,-0.0076862763999999,7.52
2021-12-17,6.92125,-0.0596338515999999,11.66
2021-12-18,4.583749999999999,0.0120378465999999,9.61
2021-12-19,5.640000000000001,-0.364448071,15.98
2021-12-20,7.69291666666667,0.0435518472,18.08
2021-12-21,11.950416666666664,-0.627569497,17.17
2021-12-22,11.605,0.50802654,15.74
2021-12-23,10.483333333333333,-0.385924399,9.75
2021-12-24,11.898333333333332,-0.078607783,7.48
2021-12-25,16.129166666666666,-0.0060185494,9.14
2021-12-26,11.113333333333337,0.07315217,6.94
2021-12-27,12.969166666666666,-0.0473383314,11.79
2021-12-28,9.7275,0.048274669,13.32
2021-12-29,4.327083333333333,0.0593801304,21.5
2021-12-30,6.814583333333332,0.123063013,16.65
2021-12-31,6.420833333333333,0.080788121,14.09
