date,open_SO2,sate_SO2,"PWD Juction, Kohima - NPCB"
2020-11-24,0.9575,-0.013891802,6.59
2020-11-25,1.9312500000000004,0.1194572404,9.12
2020-11-26,1.762083333333333,0.522574842,4.96
2020-11-27,2.5166666666666666,0.362493962,4.56
2020-11-28,1.27125,0.0524431593999999,8.63
2020-11-29,1.4512500000000002,0.240828186,9.42
2020-11-30,2.2808333333333337,-0.007612123,3.89
2020-12-01,3.244583333333333,0.100366995,5.79
2020-12-02,2.6924999999999994,0.0763316062,12.0
2020-12-03,1.5920833333333333,0.1314871876,13.92
2020-12-04,2.280416666666667,-0.078642979,14.59
2020-12-05,1.0079166666666666,0.292246252,14.76
2020-12-06,2.4525,-0.13736926,14.65
2020-12-07,1.3045833333333337,0.1619934826,14.96
2020-12-08,2.5729166666666665,0.079980083,15.17
2020-12-09,1.972083333333333,0.06319698,15.3
2020-12-10,1.7191666666666665,0.189999998,15.02
2020-12-11,1.565416666666667,0.0686851596,15.25
2020-12-12,1.7312499999999995,-0.001496282,15.74
2020-12-13,1.6475,0.2233634,15.78
2020-12-14,1.7062500000000005,0.0725595646,15.81
2020-12-15,1.7133333333333332,0.097364917,16.11
2020-12-16,1.8875,0.1245113133999999,16.09
2020-12-17,2.16,-0.132210881,16.03
2020-12-18,1.899166666666667,-0.086288064,15.8
2020-12-19,1.549166666666667,0.1304432364,15.79
2020-12-20,1.06125,0.109569125,15.8
2020-12-21,2.438333333333333,0.012751612,16.03
2020-12-22,0.9299999999999998,0.136145443,16.33
2020-12-23,1.794166666666667,0.0566636473999999,16.08
2020-12-24,2.3270833333333334,-0.094736561,16.08
2020-12-25,1.5808333333333338,0.1171736173999999,16.14
2020-12-26,1.0895833333333331,-0.251319587,16.21
2020-12-27,1.7495833333333335,-0.0279890209999999,16.22
2020-12-28,2.252083333333334,-0.009779118,16.19
2020-12-29,2.42125,0.056824654,16.23
2020-12-30,2.9408333333333343,0.1950212382,16.8
2020-12-31,2.302083333333334,0.014691465,16.84
2021-01-01,2.0754166666666665,0.2076579392,16.56
2021-01-02,1.5687500000000003,0.106861681,16.57
2021-01-03,2.3237500000000004,0.2237530108,16.58
2021-01-04,2.7679166666666664,0.1046049318,16.94
2021-01-05,2.822083333333332,-0.354727507,17.08
2021-01-06,2.2925,0.38521111,16.92
2021-01-07,1.4562499999999998,-0.271003485,17.46
2021-01-08,2.356666666666666,0.0708937944,17.16
2021-01-09,1.62875,0.118115291,16.94
2021-01-10,1.9783333333333333,0.1952721186,17.06
2021-01-11,3.813750000000001,0.1558353391999999,17.4
2021-01-12,2.48875,0.0407889783999999,17.46
2021-01-13,1.7358333333333331,0.027350579,16.84
2021-01-14,1.6174999999999995,-0.131429225,17.11
2021-01-15,2.733333333333333,0.0196147079999999,17.27
2021-01-16,0.9379166666666668,0.0934324904,17.24
2021-01-17,1.1920833333333334,0.133489331,17.14
2021-01-18,1.1625,-0.0303271166,17.31
2021-01-19,1.1424999999999998,0.1814965724,17.35
2021-01-20,4.379583333333332,0.0784322267999999,17.37
2021-01-21,1.18375,0.0226347258,17.25
2021-01-22,1.0566666666666664,-0.325458944,17.3
2021-01-23,1.0154166666666669,0.172551334,17.33
2021-01-24,2.2116666666666664,0.1870744101999999,17.62
2021-01-25,2.101666666666667,0.034906339,17.7
2021-01-26,2.5955000000000004,-0.0283618428,17.65
2021-01-27,0.8375,0.266566068,17.62
2021-01-28,1.9195833333333336,0.0511877356,17.82
2021-01-29,1.2604166666666663,-0.010981773,18.05
2021-01-30,1.0949999999999998,-0.350198865,17.96
2021-01-31,2.0558333333333336,0.0180055542,17.78
2021-02-01,1.7095833333333337,-0.03487774,17.87
2021-02-02,1.6045833333333333,0.1334542338,17.98
2021-02-03,2.589583333333333,-0.339629352,17.92
2021-02-04,3.2462499999999994,0.0420215164,18.05
2021-02-05,2.2679166666666672,0.0718747516,18.5
2021-02-06,0.8804166666666667,-0.553124726,18.69
2021-02-07,0.8041666666666663,0.1292606268,18.48
2021-02-08,0.7229166666666665,-0.178645462,18.13
2021-02-09,1.0820833333333333,0.0967477124,18.65
2021-02-10,3.108333333333334,0.191597015,18.78
2021-02-11,1.8562499999999995,0.0358230514,18.74
2021-02-12,2.169166666666667,-0.07520581,18.95
2021-02-13,1.825416666666667,0.0276752329999999,18.97
2021-02-14,1.7995833333333329,0.012879169,18.96
2021-02-15,1.2104166666666667,0.148940042,19.1
2021-02-16,2.3145833333333337,0.1664543032,19.03
2021-02-17,3.4858333333333333,0.269942969,19.0
2021-02-18,1.1541666666666666,0.0314955674,19.11
2021-02-19,0.9979166666666665,0.1463812442,19.36
2021-02-20,0.80875,0.0429905768,19.59
2021-02-21,0.9025000000000002,0.1179999988,19.36
2021-02-22,1.1874999999999998,0.416620672,19.5
2021-02-23,1.4025,0.444272816,19.43
2021-02-24,3.3595833333333336,0.208160833,19.37
2021-02-25,6.424166666666669,0.1734843902,19.68
2021-02-26,7.789166666666664,0.0342086074,19.98
2021-02-27,3.9641666666666655,0.068302666,19.74
2021-02-28,3.407916666666665,0.0406437307999999,19.59
2021-03-01,2.5658333333333334,0.0359576282,19.89
2021-03-02,2.4350000000000005,-0.064999998,19.95
2021-03-03,1.7987499999999998,0.1901760656,19.85
