date,open_SO2,sate_SO2,"Bardowali, Agartala - Tripura SPCB","Kunjaban, Agartala - Tripura SPCB"
2021-02-23,11.123333333333337,-0.0499999976,17.96,17.96
2021-02-24,8.515833333333335,0.119999997,17.81,17.81
2021-02-25,10.78125,0.2180000006,15.87,15.87
2021-02-26,8.12625,0.25999999,16.25,16.25
2021-02-27,5.490416666666667,-0.0120000026,14.4,14.4
2021-02-28,4.562916666666666,-0.560000002,14.64,14.64
2021-03-01,2.862083333333333,0.270000011,15.78,15.78
2021-03-02,8.335000000000003,0.1420000004,15.92,15.92
2021-03-03,4.889166666666665,0.180000007,17.2,17.2
2021-03-04,5.889166666666664,0.0920000028,16.18,16.18
2021-03-05,5.67875,-0.079999998,14.14,14.14
2021-03-06,2.34375,0.1440000008,13.79,13.79
2021-03-07,2.64875,-0.0939999974,14.66,14.66
2021-03-08,2.452083333333334,0.086000001,14.9,14.9
2021-03-09,2.561666666666667,0.0480000026,15.0,15.0
2021-03-10,2.625,0.0159999997999999,14.98,14.98
2021-03-11,4.654166666666667,0.0359999962,15.18,15.18
2021-03-12,6.35625,0.550000012,18.87,18.87
2021-03-13,7.888750000000002,0.098000003,16.71,16.71
2021-03-14,6.367826086956522,0.180000007,16.28,16.28
2021-03-15,8.221666666666668,-0.022,19.01,19.01
2021-03-16,22.6475,-0.270000011,22.55,22.55
2021-03-17,10.3125,0.519999981,20.53,20.53
2021-03-18,19.039166666666663,0.0479999998,21.64,21.64
2021-03-19,6.4679166666666665,0.2099999942,21.53,21.53
2021-03-20,3.973333333333333,-0.0299999985999999,19.24,19.24
2021-03-21,7.565416666666668,-0.25999999,19.57,19.57
2021-03-22,6.425416666666668,0.1659999984,23.97,23.97
2021-03-23,10.643333333333333,0.082,19.98,19.98
2021-03-24,13.548333333333332,0.2760000022,24.14,24.14
2021-03-25,11.067916666666664,0.460000008,22.15,22.15
2021-03-26,11.473749999999995,-0.159999996,22.19,22.19
2021-03-27,7.698333333333335,0.540000021,20.57,20.57
2021-03-28,7.388749999999999,0.379999995,19.12,19.12
2021-03-29,4.8620833333333335,0.0400000032,20.41,20.41
2021-03-30,1.7416666666666665,0.08831920184438903,16.48,16.48
2021-03-31,1.2541666666666669,-0.1060000052,16.03,16.03
2021-04-01,4.342916666666667,-0.150000006,16.25,16.25
2021-04-02,2.2075000000000005,0.2000000036,16.9,16.9
2021-04-03,2.481666666666667,-0.0160000004,17.0,17.0
2021-04-04,4.3812500000000005,-0.370000005,18.03,18.03
2021-04-05,4.2091666666666665,0.0540000001999999,16.97,16.97
2021-04-06,6.372916666666668,-0.059999999,18.68,18.68
2021-04-07,3.5383333333333327,0.0380000016,17.91,17.91
2021-04-08,1.88625,-0.060000001,15.24,15.24
2021-04-09,3.3375,0.0019999998,15.44,15.44
2021-04-10,2.698333333333333,0.0020000002,16.37,16.37
2021-04-11,2.3125,-0.270000011,15.25,15.25
2021-04-12,3.857083333333332,0.330000013,16.73,16.73
2021-04-13,3.3866666666666663,0.610000014,16.98,16.98
2021-04-14,3.146666666666666,0.156000004,15.71,15.71
2021-04-15,2.0779166666666664,1.23000002,16.13,16.13
2021-04-16,2.710416666666667,0.3480000002,15.54,15.54
2021-04-17,2.617083333333334,1.78999996,15.93,15.93
2021-04-18,2.2520833333333328,0.629999995,16.45,16.45
2021-04-19,2.6437500000000003,0.0179999992,15.87,15.87
2021-04-20,2.655,0.810000002,15.72,15.72
2021-04-21,3.2954166666666675,-0.0659999981999999,16.16,16.16
2021-04-22,10.792916666666663,0.116000002,17.51,17.51
2021-04-23,7.033333333333334,0.0279999994,17.7,17.7
2021-04-24,5.333750000000001,-0.0559999964,29.17,29.17
2021-04-25,5.113333333333334,0.1060000017999999,32.28,32.28
2021-04-26,6.765000000000003,0.07,30.55,30.55
2021-04-27,3.0675000000000003,0.589999974,18.0,18.0
2021-04-28,3.7925,0.879999995,17.16,17.16
2021-04-29,3.84375,0.0319999978,19.03,19.03
2021-04-30,13.143333333333336,0.0880000006,18.52,18.52
2021-05-01,2.1566666666666667,0.1280000017999999,16.26,16.26
2021-05-02,2.349583333333333,-0.0620000004,16.3,16.3
2021-05-03,2.6025,-0.100000001,16.63,16.63
2021-05-04,3.380833333333333,0.2840000046,16.9,16.9
2021-05-05,2.6291666666666664,0.1359999989999999,17.34,17.34
2021-05-06,3.5466666666666664,-0.1160000068,18.07,18.07
2021-05-07,4.232083333333333,0.0540000006,17.28,17.28
2021-05-08,2.2529166666666667,0.1460000034,16.87,16.87
2021-05-09,9.812499999999998,0.0700000016,17.12,17.12
2021-05-10,1.9875,0.1320000003999999,17.14,17.14
2021-05-11,2.3229166666666665,-0.076000001,16.78,16.78
2021-05-12,2.642916666666667,0.0,17.15,17.15
2021-05-13,1.9675000000000005,0.3619999984,16.87,16.87
2021-05-14,2.051666666666667,0.2059999921999999,16.84,16.84
2021-05-15,1.8683333333333327,0.310000002,16.82,16.82
2021-05-16,1.9683333333333335,-0.018000007,16.57,16.57
2021-05-17,2.156666666666666,0.1559999992,17.26,17.26
2021-05-18,2.0225000000000004,0.030000001,16.83,16.83
2021-05-19,2.305,-0.0220000014,17.37,17.37
2021-05-20,1.7066666666666663,0.0199999988,17.75,17.75
2021-05-21,2.0775,0.2059999991999999,17.89,17.89
2021-05-22,2.20625,0.0259999977999999,18.36,18.36
2021-05-23,2.68375,0.1659999988,19.6,19.6
2021-05-24,2.6645833333333333,0.029999999,18.07,18.07
2021-05-25,1.5779166666666669,0.1239999986,17.54,17.54
2021-05-26,2.2225,-0.0160000012,16.93,16.93
2021-05-27,1.98875,0.132000006,16.79,16.79
2021-05-28,1.687916666666667,-0.0840000025999999,17.07,17.07
2021-05-29,1.3325000000000002,0.157999997,17.3,17.3
2021-05-30,1.2474999999999998,0.090000004,17.71,17.71
2021-05-31,1.1862499999999998,0.0820000004,17.32,17.32
2021-06-01,1.6941666666666666,0.1020000012,16.44,16.44
2021-06-02,1.6566666666666665,0.3719999994,16.82,16.82
2021-06-03,1.7029166666666669,0.089999999,17.08,17.08
2021-06-04,1.6020833333333329,0.1960000022,17.34,17.34
2021-06-05,1.5075,-0.2080000044,17.04,17.04
2021-06-06,1.6679166666666667,-0.1119999991999999,16.55,16.55
2021-06-07,1.86625,0.3100000088,16.83,16.83
2021-06-08,2.5145833333333334,0.118,16.75,16.75
2021-06-09,2.4612500000000006,-0.1559999962,17.24,17.24
2021-06-10,2.1891666666666665,-0.049999998,17.11,17.11
2021-06-11,1.2816666666666667,0.0500000001999999,17.16,17.16
2021-06-12,1.3225,0.073999999,17.23,17.23
2021-06-13,1.5158333333333334,-0.0040000021999999,17.16,17.16
2021-06-14,1.9845833333333327,0.0699999948,17.43,17.43
2021-06-15,1.6316666666666662,0.348000005,17.58,17.58
2021-06-16,2.21125,0.096000001,17.45,17.45
2021-06-17,1.7345833333333331,-0.0480000004,17.46,17.46
2021-06-18,1.5466666666666666,0.2980000026,17.12,17.12
2021-06-19,1.1095833333333336,0.0500000008,16.79,16.79
2021-06-20,1.6395833333333332,0.1300000024,16.88,16.88
2021-06-21,2.240416666666667,-0.1480000004,16.89,16.89
2021-06-22,1.8379166666666664,-0.0600000005999999,16.88,16.88
2021-06-23,1.5258333333333336,0.099999996,17.22,17.22
2021-06-24,1.4125000000000003,-0.0359999932,17.56,17.56
2021-06-25,1.5266666666666666,0.012,17.64,17.64
2021-06-26,1.1941666666666666,0.1639999982,17.77,17.77
2021-06-27,1.24125,0.2100000062,17.81,17.81
2021-06-28,1.2366666666666666,0.0319999974,17.7,17.7
2021-06-29,1.357916666666667,-0.1239999987999999,17.53,17.53
2021-06-30,1.4070833333333337,0.0699999944,17.34,17.34
2021-07-01,1.437916666666667,0.264000005,17.14,17.14
2021-07-02,1.3020833333333333,-0.0300000019999999,17.12,17.12
2021-07-03,1.2454166666666666,0.1280000024,17.33,17.33
2021-07-04,1.3324999999999998,0.2800000014,17.27,17.27
2021-07-05,1.35375,0.0320000002,17.65,17.65
2021-07-06,1.38375,0.2740000008,18.07,18.07
2021-07-07,1.616666666666667,0.0039999899999999,18.15,18.15
2021-07-08,1.9091666666666665,0.1759999931999999,17.91,17.91
2021-07-09,2.084583333333333,-0.0059999994,18.17,18.17
2021-07-10,2.0187500000000003,0.1599999984,18.19,18.19
2021-07-11,2.5279166666666666,0.039999999,18.14,18.14
2021-07-12,2.3508333333333336,0.1120000028,18.36,18.36
2021-07-13,1.66125,-0.001999998,18.57,18.57
2021-07-14,1.8666666666666665,0.128,18.69,18.69
2021-07-15,1.8975,0.5240000116,18.61,18.61
2021-07-16,1.7275,-0.0379999989999999,18.31,18.31
2021-07-17,1.4887500000000002,-0.0680000002,18.53,18.53
2021-07-18,1.435833333333333,-0.1180000026,18.95,18.95
2021-07-19,1.9070833333333337,0.0800000011999999,18.34,18.34
2021-07-20,1.7720833333333337,-0.253999998,18.13,18.13
2021-07-21,2.549583333333334,0.2260000019999999,18.16,18.16
2021-07-22,1.4054166666666663,0.4159999994,18.35,18.35
2021-07-23,1.8683333333333336,0.2000000014,18.2,18.2
2021-07-24,1.4241666666666664,0.1000000014,18.16,18.16
2021-07-25,1.7825,0.0580000042,18.39,18.39
2021-07-26,3.337916666666666,0.2920000044,18.3,18.3
2021-07-27,1.965416666666666,0.1660000012,18.77,18.77
2021-07-28,2.127083333333333,0.0560000046,18.89,18.89
2021-07-29,1.2458333333333331,-0.0920000048,18.89,18.89
2021-07-30,1.562916666666667,0.088000001,18.78,18.78
2021-07-31,1.3983333333333332,0.5619999944,18.23,18.23
2021-08-01,1.3158333333333332,0.1580000024,18.32,18.32
2021-08-02,2.09125,0.1320000008,18.49,18.49
2021-08-03,2.155416666666667,0.1399999994,17.95,17.95
2021-08-04,2.101666666666667,0.02,17.85,17.85
2021-08-05,2.2479166666666663,0.2240000042,19.1,19.1
2021-08-06,1.741666666666667,0.1560000024,18.62,18.62
2021-08-07,1.1745833333333338,0.1700000056,18.46,18.46
2021-08-08,1.334583333333333,0.0660000036,18.59,18.59
2021-08-09,1.6075,-0.1459999982,18.06,18.06
2021-08-10,1.3670833333333334,0.018,17.24,17.24
2021-08-11,1.2587499999999998,-0.0160000033999999,17.57,17.57
2021-08-12,1.2695833333333335,0.0080000006,18.72,18.72
2021-08-13,1.2354166666666668,0.0180000051999999,18.77,18.77
2021-08-14,1.1304166666666668,0.3280000008,18.79,18.79
2021-08-15,2.0499999999999994,0.3980000198,18.81,18.81
2021-08-16,3.089583333333333,0.1719999923999999,18.56,18.56
2021-08-17,1.3625,0.0280000045999999,18.5,18.5
2021-08-18,1.2591666666666663,-0.092,18.32,18.32
2021-08-19,1.8320833333333333,0.330000004,18.67,18.67
2021-08-20,2.072083333333333,0.2240000024,18.8,18.8
2021-08-21,1.325,0.0540000014,18.61,18.61
2021-08-22,1.2375,0.0439999981999999,19.05,19.05
2021-08-23,1.4895833333333333,-0.0280000025999999,18.88,18.88
2021-08-24,1.7850000000000004,0.3619999988,18.83,18.83
2021-08-25,1.78625,-0.0239999974,18.68,18.68
2021-08-26,1.8083333333333336,0.1519999986,18.71,18.71
2021-08-27,2.476249999999999,0.1739999997999999,19.21,19.21
2021-08-28,1.7220833333333332,0.0879999975999999,19.34,19.34
2021-08-29,2.385,-0.0519999904,19.34,19.34
2021-08-30,2.23,-0.0860000014,19.32,19.32
2021-08-31,2.555,-0.049999998,19.16,19.16
2021-09-01,2.7012499999999995,0.1159999892,19.13,19.13
2021-09-02,4.09625,-0.059999999,19.23,19.23
2021-09-03,2.53875,0.050000001,19.94,19.94
2021-09-04,1.9954166666666664,0.0379999918,20.27,20.27
2021-09-05,2.427083333333334,0.2419999982,20.63,20.63
2021-09-06,2.0520833333333326,-0.092000001,19.87,19.87
2021-09-07,2.24,0.0560000031999999,19.2,19.2
2021-09-08,2.52625,0.220000004,18.54,18.54
2021-09-09,2.63125,0.090000004,18.59,18.59
2021-09-10,2.517916666666667,0.0799999994,18.58,18.58
2021-09-11,1.9820833333333332,0.178000005,18.56,18.56
2021-09-12,1.7508333333333332,0.0020000045999999,18.72,18.72
2021-09-13,2.004166666666667,0.1499999966,18.85,18.85
2021-09-14,2.155416666666666,0.2259999899999999,18.81,18.81
2021-09-15,2.9066666666666667,-0.031999999,18.82,18.82
2021-09-16,3.053333333333333,-0.0320000037999999,18.79,18.79
2021-09-17,2.837916666666666,-0.0180000004,18.73,18.73
2021-09-18,1.8812500000000003,0.3059999968,18.75,18.75
2021-09-19,1.7283333333333333,-0.0580000034,18.83,18.83
2021-09-20,2.5225,-0.029999999,18.84,18.84
2021-09-21,2.51,-0.1199999928,18.9,18.9
2021-09-22,2.4691666666666667,-0.0779999982,18.96,18.96
2021-09-23,3.714583333333334,-0.0920000022,19.03,19.03
2021-09-24,2.813333333333333,0.100000001,19.33,19.33
2021-09-25,1.730833333333333,-0.1280000006,19.24,19.24
2021-09-26,2.035,0.0899999992,19.53,19.53
2021-09-27,2.7024999999999992,-0.059999999,19.45,19.45
2021-09-28,2.24,0.0120000007999999,19.76,19.76
2021-09-29,2.6216666666666666,0.0199999997999999,20.1,20.1
2021-09-30,6.195416666666667,-0.00200001,20.19,20.19
2021-10-01,5.8758333333333335,0.1660000086,20.34,20.34
2021-10-02,4.650833333333334,0.1339999988,20.08,20.08
2021-10-03,1.3483333333333334,0.0060000007999999,20.8,20.8
2021-10-04,1.752916666666667,-0.0019999993999999,20.01,20.01
2021-10-05,3.079166666666666,-0.0360000008,20.37,20.37
2021-10-06,3.0725,0.0260000012,20.63,20.63
2021-10-07,5.790416666666668,0.1319999999999999,20.46,20.46
2021-10-08,4.544583333333335,0.0039999978,20.62,20.62
2021-10-09,3.010833333333333,0.1299999882,20.51,20.51
2021-10-10,5.38625,0.360000014,20.71,20.71
2021-10-11,3.2258333333333327,-0.01,20.62,20.62
2021-10-12,3.123333333333333,-0.0600000017999999,20.58,20.58
2021-10-13,2.5783333333333336,-0.132,20.29,20.29
2021-10-14,3.294583333333334,0.0580000023999999,20.68,20.68
2021-10-15,2.752916666666667,0.370000005,20.66,20.66
2021-10-16,1.9766666666666663,-0.2220000014,20.86,20.86
2021-10-17,1.7187500000000002,0.1820000046,20.7,20.7
2021-10-18,1.955833333333333,-0.0399999966,20.75,20.75
2021-10-19,2.29625,0.296000004,21.02,21.02
2021-10-20,1.6187499999999997,-0.059999999,21.28,21.28
2021-10-21,6.464583333333335,-0.0320000002,21.18,21.18
2021-10-22,6.729166666666665,0.145999993,21.3,21.3
2021-10-23,3.0370833333333334,0.253999999,21.31,21.31
2021-10-24,3.5008333333333344,-4.3999999976840354e-09,21.47,21.47
2021-10-25,4.165416666666666,0.1119999984,21.49,21.49
2021-10-26,4.437499999999999,-0.479999989,21.25,21.25
2021-10-27,3.19125,-0.219999999,21.11,21.11
2021-10-28,2.557500000000001,0.1739999958,21.32,21.32
2021-10-29,2.709583333333333,0.0,21.49,21.49
2021-10-30,2.2925,0.0440000028,21.47,21.47
2021-10-31,2.98875,-0.129999995,21.55,21.55
2021-11-01,6.334166666666666,0.0440000036,21.96,21.96
2021-11-02,4.17375,0.1000000016,23.11,23.11
2021-11-03,3.2704166666666663,0.3180000008,22.59,22.59
2021-11-04,3.177916666666668,-0.039999999,21.42,21.42
2021-11-05,3.0712500000000005,0.25,20.97,20.97
2021-11-06,2.1600000000000006,0.2819999958,21.12,21.12
2021-11-07,3.006,0.059999999,20.9,20.9
2021-11-08,3.87125,0.286000001,21.5,21.5
2021-11-09,4.952916666666668,-0.100000001,22.19,22.19
2021-11-10,7.959583333333335,0.1620000012,21.8,21.8
2021-11-11,7.763333333333333,-0.140000001,21.29,21.29
2021-11-12,6.150416666666668,0.0919999993999999,21.3,21.3
2021-11-13,8.027500000000002,0.0139999978,20.83,20.83
2021-11-14,3.6875,-0.0180000003999999,20.9,20.9
2021-11-15,5.7629166666666665,-0.1660000028,21.61,21.61
2021-11-16,3.165833333333333,-0.009999999,22.39,22.39
2021-11-17,3.186250000000001,-0.0399999998,21.57,21.57
2021-11-18,4.3275,-0.0499999998,21.99,21.99
2021-11-19,6.411666666666666,-0.0219999999999999,22.53,22.53
2021-11-20,13.194166666666666,0.529999971,21.61,21.61
2021-11-21,11.515416666666669,0.0719999974,21.48,21.48
2021-11-22,8.7475,0.0079999989999999,21.63,21.63
2021-11-23,13.070833333333336,-0.109999999,21.92,21.92
2021-11-24,7.436666666666666,0.0600000023999999,22.48,22.48
2021-11-25,7.423749999999999,0.0140000008,22.68,22.68
2021-11-26,4.744166666666667,-0.016,23.0,23.0
2021-11-27,2.9058333333333333,0.050000001,22.1,22.1
2021-11-28,3.110416666666666,-0.029999999,22.25,22.25
2021-11-29,3.87125,0.0419999964,22.3,22.3
2021-11-30,3.895833333333334,0.649999976,22.52,22.52
2021-12-01,3.113333333333333,0.0680000047999999,22.02,22.02
2021-12-02,4.205416666666666,0.629999995,22.11,22.11
2021-12-03,4.175000000000002,0.4080000066,22.17,22.17
2021-12-04,2.640833333333333,0.0439999998,21.97,21.97
2021-12-05,2.3004166666666666,-0.0479999988,22.03,22.03
2021-12-06,1.74375,0.0140000008,21.59,21.59
2021-12-07,2.3774999999999995,0.08831920184438903,21.69,21.69
2021-12-08,2.5245833333333336,0.2819999986,21.76,21.76
2021-12-09,3.137916666666667,0.255999995,21.77,21.77
2021-12-10,4.675833333333333,0.1260000024,22.34,22.34
2021-12-11,2.997916666666667,-0.0199999993999999,22.23,22.23
2021-12-12,2.7033333333333336,0.0339999992,22.14,22.14
2021-12-13,2.93,-0.349999994,22.47,22.47
2021-12-14,3.479583333333333,0.5,22.9,22.9
2021-12-15,3.527916666666666,0.3620000006,22.42,22.42
2021-12-16,2.62625,-0.360000014,22.32,22.32
2021-12-17,3.0883333333333343,0.0640000001999999,22.58,22.58
2021-12-18,2.4250000000000003,-0.720000029,22.6,22.6
2021-12-19,2.8874999999999997,-0.1020000071999999,22.54,22.54
2021-12-20,5.962499999999999,-0.0140000011999999,22.77,22.77
2021-12-21,3.87125,0.1179999893999999,22.95,22.95
2021-12-22,3.860833333333334,-0.0759999988,22.12,22.12
2021-12-23,3.6458333333333326,0.270000011,22.35,22.35
2021-12-24,3.6754166666666666,-0.0359999985999999,22.83,22.83
2021-12-25,3.3216666666666668,0.059999999,23.81,23.81
2021-12-26,3.112916666666667,0.0199999994,24.06,24.06
2021-12-27,3.225416666666666,1.11000001,24.46,24.46
2021-12-28,3.777916666666668,0.1200000007999999,24.45,24.45
2021-12-29,2.702083333333334,-0.0080000002,24.15,24.15
2021-12-30,3.11375,0.409999996,25.02,25.02
2021-12-31,3.0554166666666664,-0.044000001,27.73,27.73
