date,open_SO2,sate_SO2,"Doon University, Dehradun - UKPCB"
2021-01-29,8.140833333333335,0.290782839,4.34
2021-01-30,5.994166666666666,-0.143739858,6.88
2021-01-31,6.646250000000001,-0.163307384,10.01
2021-02-01,9.496666666666668,-0.0325216318,6.67
2021-02-02,7.917083333333333,-0.184237406,10.57
2021-02-03,3.544166666666667,0.0994379421999999,8.25
2021-02-04,3.8191666666666655,0.0325339178,3.9
2021-02-05,5.822083333333333,-0.027670717,7.78
2021-02-06,5.032083333333333,0.0344295539999999,11.45
2021-02-07,4.499583333333333,0.146098912,8.88
2021-02-08,5.585416666666667,0.3509347674,4.04
2021-02-09,7.512499999999999,-0.290190548,12.75
2021-02-10,7.320416666666667,-0.060452196,11.65
2021-02-11,6.3670833333333325,0.153493598,10.54
2021-02-12,6.699999999999998,0.0983568494,11.07
2021-02-13,7.219583333333335,-0.289999992,10.63
2021-02-14,4.924166666666667,0.016197547,10.97
2021-02-15,4.594166666666666,-0.1182032962,10.76
2021-02-16,5.513749999999999,-0.038121719,15.54
2021-02-17,6.897083333333334,0.0880682422,18.5
2021-02-18,5.478750000000001,-0.079881191,12.04
2021-02-19,7.786249999999999,-0.0004518579999999,16.43
2021-02-20,10.320416666666668,0.288821757,14.21
2021-02-21,6.6525,-0.164338633,17.82
2021-02-22,7.350000000000001,0.0143631765999999,13.81
2021-02-23,7.252083333333331,0.18549104,20.16
2021-02-24,6.409583333333331,0.1636222736,13.53
2021-02-25,9.664583333333333,-0.056791656,18.23
2021-02-26,7.196249999999999,-0.0145982742,30.86
2021-02-27,3.1387500000000004,0.201390609,28.65
2021-02-28,5.1475,0.0581046002,19.58
2021-03-01,7.335416666666666,0.001649074,18.1
2021-03-02,6.623750000000001,0.164624304,19.6
2021-03-03,10.210833333333332,0.1918038635999999,21.88
2021-03-04,9.008749999999996,0.178086966,34.75
2021-03-05,5.845,0.0773813088,20.03
2021-03-06,5.018333333333333,0.140673354,24.71
2021-03-07,2.4725,0.3005667038,25.89
2021-03-08,5.879999999999999,-0.201720342,20.29
2021-03-09,5.096666666666668,-0.031936918,21.11
2021-03-10,5.100416666666667,-0.060154477,25.62
2021-03-11,4.83125,0.231352329,27.91
2021-03-12,3.0191666666666674,0.1362827134,22.46
2021-03-13,5.377083333333332,-0.087133989,19.7
2021-03-14,7.863043478260869,-0.0780280686,24.11
2021-03-15,9.599583333333332,-0.331683904,25.28
2021-03-16,8.813333333333333,0.056000003,20.99
2021-03-17,6.745,0.09527307,31.8
2021-03-18,5.126666666666666,0.219152912,31.06
2021-03-19,5.369166666666666,0.066845984,27.66
2021-03-20,6.662916666666669,0.031938743,34.71
2021-03-21,4.756666666666667,-0.0102013418,49.02
2021-03-22,2.3408333333333333,-0.0086368092,23.34
2021-03-23,2.2550000000000003,0.0966656401999999,18.49
2021-03-24,4.371666666666667,-0.15243721,21.98
2021-03-25,6.931666666666668,0.021328179,22.09
2021-03-26,7.984166666666667,-0.1475031896,24.72
2021-03-27,9.487083333333333,0.136676982,36.83
2021-03-28,6.480833333333334,-0.0278658129999999,35.47
2021-03-29,5.954583333333333,-0.00935266,29.76
2021-03-30,6.066666666666667,0.044842660246384024,18.23
2021-03-31,7.160416666666666,-0.033593472,18.73
2021-04-01,8.838750000000001,0.0467642276,24.02
2021-04-02,6.064166666666668,-0.077500187,32.56
2021-04-03,6.191666666666666,-0.050394576,36.17
2021-04-04,4.273333333333333,-0.1539582491999999,30.7
2021-04-05,2.527083333333333,0.0260000017999999,36.33
2021-04-06,3.3666666666666667,-0.0068583337999999,34.28
2021-04-07,5.524166666666667,0.184507534,22.46
2021-04-08,5.8166666666666655,-0.0156147424,23.42
2021-04-09,5.922916666666667,-0.098410003,20.26
2021-04-10,4.350416666666667,-0.067247614,30.96
2021-04-11,6.039583333333333,-0.029999999,34.42
2021-04-12,3.52125,0.056451879,36.25
2021-04-13,6.966666666666668,-0.1145430893999999,30.08
2021-04-14,5.138333333333334,0.176786453,27.21
2021-04-15,4.1120833333333335,-0.053506867,37.16
2021-04-16,4.71,-0.155888885,33.17
2021-04-17,2.143333333333334,0.0545066741999999,23.69
2021-04-18,1.8241666666666667,0.474688232,26.57
2021-04-19,5.16375,0.564271986,33.22
2021-04-20,2.285416666666666,0.0608410732,18.49
2021-04-21,2.259583333333333,0.0062072173999999,20.19
2021-04-22,2.710833333333333,0.1888552029999999,12.85
2021-04-23,3.08625,-0.0069605577999999,9.63
2021-04-24,5.39375,0.0839620735999999,18.21
2021-04-25,4.501250000000001,0.163171977,29.11
2021-04-26,6.073333333333332,0.194972381,39.56
2021-04-27,5.734583333333332,0.302164197,33.82
2021-04-28,4.850833333333334,-0.065266483,21.47
2021-04-29,5.735416666666666,0.0666712573999999,24.72
2021-04-30,5.287916666666667,-0.100865468,24.48
2021-05-01,4.970416666666668,0.101470327,18.66
2021-05-02,6.192916666666668,-0.159999996,24.01
2021-05-03,10.010833333333332,0.0467642276,27.12
2021-05-04,4.114166666666667,-0.0596816711999999,21.62
2021-05-05,3.855833333333333,-0.130091578,12.75
2021-05-06,4.632083333333333,-5.72e-05,14.73
2021-05-07,4.954166666666667,0.165974021,16.43
2021-05-08,3.3779166666666662,0.0342221344,25.06
2021-05-09,2.784583333333334,-0.029999999,28.82
2021-05-10,4.195416666666668,0.0151154988,27.76
2021-05-11,3.358333333333334,-0.209999993,25.57
2021-05-12,3.409999999999999,-0.0768326488,26.74
2021-05-13,3.425416666666667,-0.0901529254,3.62
2021-05-14,3.267916666666666,0.131667957,5.19
2021-05-15,4.463333333333334,-0.0277812252,21.83
2021-05-16,4.033333333333334,0.077736966,31.08
2021-05-17,4.964166666666667,0.2314147502,48.07
2021-05-18,6.156249999999999,-0.0133290077999999,6.84
2021-05-19,3.151666666666667,0.080299842,2.64
2021-05-20,5.993333333333332,0.230292633,2.63
2021-05-21,5.767083333333335,0.192498907,17.66
2021-05-22,5.248749999999999,0.224273711,17.87
2021-05-23,5.771249999999999,0.005006361,30.17
2021-05-24,5.09125,0.0328842396,27.07
2021-05-25,4.366250000000001,-0.172964871,33.06
2021-05-26,5.995,0.0190843625999999,25.88
2021-05-27,12.954583333333332,-0.031339265,20.57
2021-05-28,10.057916666666667,-0.022379825,17.17
2021-05-29,7.022083333333334,0.427186191,17.25
2021-05-30,3.740416666666668,0.060826067,18.32
2021-05-31,3.693750000000001,0.075045429,18.74
2021-06-01,4.089583333333333,0.0,10.46
2021-06-02,3.3575,0.0740886413999999,6.31
2021-06-03,3.5104166666666674,0.181537867,5.07
2021-06-04,4.333333333333333,0.0840525549999999,22.89
2021-06-05,3.554583333333334,0.222579435,28.2
2021-06-06,5.724999999999999,-0.029245121,24.0
2021-06-07,4.2558333333333325,-0.147811383,23.14
2021-06-08,6.657916666666669,-0.063269436,27.95
2021-06-09,10.474166666666669,0.06952253,24.22
2021-06-10,5.3075,0.053333331,18.32
2021-06-11,2.9758333333333336,0.1079745532,14.28
2021-06-12,2.183333333333334,0.009880208,23.81
2021-06-13,1.9883333333333333,-0.003965303,19.11
2021-06-14,3.845416666666668,0.170000002,19.81
2021-06-15,14.083749999999997,0.116701283,15.38
2021-06-16,6.5808333333333335,0.100000001,18.73
2021-06-17,4.182916666666667,0.02,22.5
2021-06-18,2.3174999999999994,0.0696558562,19.31
2021-06-19,1.7745833333333334,0.0626409462,19.85
2021-06-20,2.07375,0.0205532686,13.38
2021-06-21,4.72625,0.0484301484,23.76
2021-06-22,8.7125,-0.028665964,26.57
2021-06-23,6.944999999999999,0.271357477,25.39
2021-06-24,4.659583333333333,-0.099979885,27.73
2021-06-25,6.341249999999998,-0.0170415306,23.25
2021-06-26,6.912083333333334,-0.033539347,23.8
2021-06-27,6.477083333333334,-0.103119679,23.73
2021-06-28,7.194583333333331,-0.052642264,21.87
2021-06-29,10.452916666666663,-0.035968442,30.99
2021-06-30,9.551249999999998,0.295051545,29.91
2021-07-01,7.888333333333333,0.019263089,29.58
2021-07-02,6.082083333333333,-0.090000004,23.85
2021-07-03,6.5637500000000015,0.173703521,24.82
2021-07-04,9.952083333333333,-0.009887838,23.35
2021-07-05,5.466249999999999,0.01,19.47
2021-07-06,6.418333333333332,0.0530843627999999,23.63
2021-07-07,8.2525,-0.194990069,21.93
2021-07-08,8.244166666666667,0.077473037,28.98
2021-07-09,3.81875,0.050089002,22.24
2021-07-10,2.1283333333333325,0.079999998,14.75
2021-07-11,4.161250000000001,0.0992556126,26.19
2021-07-12,3.115833333333333,-0.0414905994,11.76
2021-07-13,3.1466666666666665,0.1214979878,14.92
2021-07-14,3.182916666666667,0.2231855401999999,16.8
2021-07-15,2.910416666666667,-0.0899658174,16.84
2021-07-16,2.365833333333333,-0.16996184,14.87
2021-07-17,6.373333333333334,0.0225847047999999,16.41
2021-07-18,2.981250000000001,-0.1859699072,14.51
2021-07-19,3.8925000000000014,0.214459118,14.15
2021-07-20,3.43625,0.3265208878,15.81
2021-07-21,2.982083333333333,0.0988874097999999,14.14
2021-07-22,2.9804166666666667,-0.021716717,16.11
2021-07-23,3.3191666666666664,-0.290101796,18.83
2021-07-24,2.632083333333333,0.004866406,16.02
2021-07-25,3.2937500000000006,-0.1129374538,10.64
2021-07-26,3.599166666666667,-0.0690105611999999,14.56
2021-07-27,3.111666666666667,0.1628981248,11.08
2021-07-28,3.337916666666667,-0.0519433998,14.82
2021-07-29,4.774583333333333,-0.0330670794,11.21
2021-07-30,3.4025,0.012150735,15.28
2021-07-31,1.8695833333333336,0.077352189,12.92
2021-08-01,4.638750000000001,-0.0242416322,14.9
2021-08-02,3.5375,-0.0226661242,12.65
2021-08-03,2.508333333333333,-0.0576994701999999,12.73
2021-08-04,2.664583333333333,-0.0119253468,13.9
2021-08-05,3.3545833333333337,0.041657072,13.83
2021-08-06,3.85125,0.0343166438,14.83
2021-08-07,2.484583333333333,0.0195826344,15.02
2021-08-08,2.286666666666666,0.0105688412,15.06
2021-08-09,5.593750000000001,0.1641188548,14.36
2021-08-10,6.827500000000003,0.0220257359999999,15.36
2021-08-11,6.517083333333332,-0.114075692,16.39
2021-08-12,7.036666666666666,-0.0468363114,14.61
2021-08-13,8.487499999999999,0.050000001,18.32
2021-08-14,5.961666666666665,0.0324254086,22.15
2021-08-15,3.7199999999999984,0.153231755,19.93
2021-08-16,4.9120833333333325,0.141110674,17.72
2021-08-17,4.738333333333333,0.15706639,16.24
2021-08-18,6.770833333333335,-0.013333333,23.35
2021-08-19,4.321666666666666,0.1305733684,10.19
2021-08-20,4.4070833333333335,0.0336815185999999,13.47
2021-08-21,3.0,0.2743617217999999,13.75
2021-08-22,2.678333333333333,0.07,11.24
2021-08-23,6.074583333333333,-0.058,15.9
2021-08-24,10.14125,-0.129999995,14.21
2021-08-25,5.77625,-0.0240287494,12.87
2021-08-26,6.195,0.039999999,24.91
2021-08-27,7.543333333333333,0.0153477817999999,22.76
2021-08-28,3.647916666666666,0.0539576051999999,17.33
2021-08-29,2.416666666666667,0.01,14.97
2021-08-30,2.8891666666666667,0.0655868571999999,13.16
2021-08-31,4.4425,0.119949102,15.54
2021-09-01,4.06875,0.0240493229999999,14.82
2021-09-02,3.1508333333333334,0.0260000009999999,12.7
2021-09-03,5.109583333333332,0.0505740793999999,13.38
2021-09-04,3.535,-0.0759505427999999,15.31
2021-09-05,2.604166666666666,-0.1484890623999999,18.71
2021-09-06,3.6437500000000007,-0.0303049922,18.98
2021-09-07,4.059166666666667,-0.0022609127999999,12.35
2021-09-08,4.449583333333334,0.0750777729999999,11.56
2021-09-09,2.985833333333334,0.165197209,13.15
2021-09-10,3.9929166666666656,0.046248592,15.57
2021-09-11,2.35375,0.1452751555999999,14.48
2021-09-12,3.5741666666666667,0.0126708371999999,15.89
2021-09-13,4.27,-0.0875338628,13.63
2021-09-14,2.095,-0.0771600546,15.82
2021-09-15,3.449583333333333,0.0550843636,17.35
2021-09-16,6.308750000000001,-0.134954572,12.13
2021-09-17,4.233333333333333,0.379999995,14.57
2021-09-18,3.914166666666667,-0.0659117606,15.06
2021-09-19,4.2475000000000005,0.180000007,18.85
2021-09-20,3.2141666666666677,0.1219706471999999,12.44
2021-09-21,5.898333333333333,-0.0004200029999999,13.81
2021-09-22,4.817083333333334,0.0131809569999999,12.33
2021-09-23,4.648750000000001,0.0361738562,13.43
2021-09-24,3.8083333333333336,0.053246372,13.01
2021-09-25,3.478333333333334,-0.005069976,12.14
2021-09-26,4.4225,0.096080132,16.19
2021-09-27,2.6,-0.03599394,12.1
2021-09-28,2.825,0.456683308,12.32
2021-09-29,3.76625,0.0786508986,14.98
2021-09-30,4.102499999999999,-0.109999999,12.25
2021-10-01,5.442083333333335,0.0010775324,22.23
2021-10-02,5.6308333333333325,-0.0074933269999999,19.35
2021-10-03,4.055416666666667,-0.184121117,18.78
2021-10-04,4.077083333333333,0.0493706058,19.9
2021-10-05,5.855,-0.068232097,15.93
2021-10-06,3.6845833333333338,-0.053866606,16.96
2021-10-07,3.951666666666666,0.031742383,23.53
2021-10-08,4.288333333333334,0.1699344837999999,27.49
2021-10-09,3.3937500000000003,-0.289238572,37.26
2021-10-10,4.101666666666666,-0.0142761588,30.6
2021-10-11,7.393333333333333,0.473621041,28.67
2021-10-12,6.055,0.364344329,21.89
2021-10-13,7.020416666666666,0.1645701437999999,16.47
2021-10-14,4.377083333333332,0.071557939,30.3
2021-10-15,4.7325,0.1600066704,33.32
2021-10-16,4.002916666666667,0.062725939,21.97
2021-10-17,1.6758333333333326,-0.0512455214,29.36
2021-10-18,1.8366666666666671,0.2326509939999999,32.73
2021-10-19,4.247916666666666,0.302312672,29.29
2021-10-20,3.424583333333334,-0.0326720306,21.95
2021-10-21,3.833333333333332,0.24688749,20.99
2021-10-22,7.621666666666669,-0.0410105371999999,22.45
2021-10-23,3.966249999999999,-0.171262577,21.54
2021-10-24,3.0250000000000004,0.0872908083999999,21.96
2021-10-25,2.9066666666666663,0.014980915,20.12
2021-10-26,7.530416666666668,-0.1290699478,22.09
2021-10-27,3.1404166666666677,0.049146574,27.78
2021-10-28,4.273333333333334,-0.090967014,24.53
2021-10-29,4.65,0.0109769512,27.15
2021-10-30,3.209583333333333,0.120052122,24.39
2021-10-31,4.3100000000000005,0.0532271084,26.3
2021-11-01,6.586666666666667,-0.34198305,23.98
2021-11-02,5.399583333333332,0.0594062537999999,23.96
2021-11-03,5.655833333333333,-0.513400674,24.77
2021-11-04,6.131666666666667,0.462301314,24.05
2021-11-05,6.906666666666666,-0.0220053092,29.58
2021-11-06,4.769583333333332,-0.044220612,26.39
2021-11-07,3.7384,0.1013273204,25.47
2021-11-08,4.296250000000001,-0.083932236,23.05
2021-11-09,6.075000000000002,0.0783288046,28.37
2021-11-10,6.508749999999999,-0.010032957,28.82
2021-11-11,4.36625,0.0800138492,24.63
2021-11-12,5.485833333333333,-0.115476489,30.89
2021-11-13,3.2541666666666664,0.191034168,28.16
2021-11-14,7.049583333333334,0.0061744408,31.43
2021-11-15,6.298333333333333,0.427920431,22.31
2021-11-16,5.4891666666666685,-0.081223455,25.69
2021-11-17,6.959166666666666,0.798161566,26.41
2021-11-18,6.460833333333334,0.0329147947999999,19.68
2021-11-19,6.494583333333334,-0.039703067,31.66
2021-11-20,3.517083333333334,-0.159791499,29.91
2021-11-21,4.154583333333334,0.1200986914,27.5
2021-11-22,5.459166666666666,0.351429343,31.37
2021-11-23,8.798333333333334,0.1108259618,36.72
2021-11-24,9.499583333333334,0.137934297,22.0
2021-11-25,5.645,0.0932640887999999,24.19
2021-11-26,16.006666666666664,-0.387382299,23.54
2021-11-27,9.099583333333332,0.0154161523999999,23.33
2021-11-28,5.355000000000001,0.51583606,22.13
2021-11-29,5.909999999999999,0.457813144,21.06
2021-11-30,7.4325,-0.0129052233999999,21.47
2021-12-01,8.219583333333333,0.2757647926,21.0
2021-12-02,5.373750000000001,0.1829164432,20.89
2021-12-03,5.006666666666667,0.01,19.04
2021-12-04,4.154583333333334,0.0243535813999999,24.97
2021-12-05,3.2383333333333333,-1.23000002,23.23
2021-12-06,4.579166666666668,-0.160387754,21.49
2021-12-07,4.220416666666667,0.044842660246384024,17.11
2021-12-08,4.630416666666668,0.260965168,19.9
2021-12-09,3.0450000000000004,0.0982910914,19.69
2021-12-10,3.909166666666666,-0.24782525,20.15
2021-12-11,3.7066666666666666,-0.0862549812,19.92
2021-12-12,5.236666666666666,0.24326773,27.67
2021-12-13,5.341666666666666,0.0300000029999999,18.58
2021-12-14,4.247916666666667,0.465671241,18.55
2021-12-15,4.36,0.54309088,21.16
2021-12-16,3.852083333333333,-0.0265403528,20.5
2021-12-17,5.111666666666667,0.15789929,17.77
2021-12-18,3.607916666666666,-0.0497630035999999,15.13
2021-12-19,4.0616666666666665,0.299567968,18.82
2021-12-20,6.322916666666665,-0.0198019323999999,16.69
2021-12-21,6.699583333333333,0.586320102,19.94
2021-12-22,4.212083333333334,0.071270369,25.86
2021-12-23,6.619583333333332,0.0479624616,23.77
2021-12-24,3.531666666666668,-0.289884478,13.35
2021-12-25,3.772500000000001,0.1984475017999999,13.74
2021-12-26,4.718750000000001,0.050000001,20.13
2021-12-27,3.25375,-0.1202678659999999,22.39
2021-12-28,4.51625,-0.02,19.36
2021-12-29,5.835833333333333,0.0530843636,21.61
2021-12-30,7.0012500000000015,-0.203184053,21.54
2021-12-31,3.2208333333333337,-0.032552961,20.78
