date,open_NO2,sate_NO2,"DRM Office Danapur, Patna - BSPCB",Govt,"IGSC Planetarium Complex, Patna - BSPCB","Rajbansi Nagar, Patna - BSPCB","Samanpura, Patna - BSPCB"
2021-06-14,17.852083333333333,6064878000000000.0,15.24,19.43,46.756,17.03,15.24
2021-06-15,21.450833333333332,5087392000000000.0,16.43,21.65,45.574,10.21,16.43
2021-06-16,19.2725,5130834000000000.0,15.16,18.28,45.108,7.56,15.16
2021-06-17,13.405833333333334,4799698000000000.0,14.38,18.05,44.01,5.65,14.38
2021-06-18,22.5275,4536256000000000.0,42.41,17.12,37.168000000000006,5.81,14.31
2021-06-19,20.944166666666668,4782728000000000.0,40.05,20.29,332.4,5.56,17.04
2021-06-20,18.40125,4893412000000000.0,61.38,20.83,34.06,8.4,16.36
2021-06-21,22.33458333333333,4644508000000000.0,42.58,26.03,270.18,7.9,17.15
2021-06-22,16.202083333333334,4926220000000000.0,29.33,26.78,277.82,6.58,18.68
2021-06-23,17.0575,5294856000000000.0,13.08,19.24,300.78,9.82,20.46
2021-06-24,16.302083333333332,4926550000000000.0,16.9,18.81,303.93,7.61,15.91
2021-06-25,13.217083333333337,5263626000000000.0,19.85,18.94,326.62,8.73,23.8
2021-06-26,13.767500000000004,4961984000000000.0,20.23,17.72,270.76,6.6,19.05
2021-06-27,13.642083333333332,7063920000000000.0,19.76,16.42,45.126,5.84,17.32
2021-06-28,18.2575,4858158000000000.0,28.48,19.0,301.15,7.0,20.65
2021-06-29,20.956666666666663,5099736000000000.0,27.32,17.03,256.99,6.6,13.47
2021-06-30,25.44458333333334,5197138000000000.0,19.66,18.95,250.0,3.78,18.03
2021-07-01,18.43625,5285776000000000.0,14.27,16.32,108.43,7.71,14.54
2021-07-02,19.49333333333333,3878600000000000.0,11.6,24.01,158.58,7.89,14.97
2021-07-03,15.00875,4811760000000000.0,15.7,19.95,127.52,5.12,11.54
2021-07-04,20.471666666666668,6197930000000000.0,18.34,18.29,152.01,7.01,7.01
2021-07-05,22.745,3737180000000000.0,20.1,14.85,190.41,15.43,17.4
2021-07-06,24.38458333333333,4345270000000000.0,26.17,19.57,194.15,19.58,20.18
2021-07-07,34.30291666666666,5240552000000000.0,15.25,21.16,193.48,13.2,21.31
2021-07-08,23.549166666666675,4911896000000000.0,11.86,21.04,1.23,8.85,18.76
2021-07-09,15.612916666666663,6050132000000000.0,23.71,18.86,2.68,7.17,19.6
2021-07-10,15.490833333333336,4769980000000000.0,12.41,17.63,91.03,10.56,25.95
2021-07-11,12.445833333333333,5521038000000000.0,7.8,17.39,179.76,6.04,27.89
2021-07-12,10.544166666666667,4621150000000000.0,8.87,16.3,167.34,7.25,27.33
2021-07-13,17.98625,5345490000000000.0,8.07,10.88,155.55,6.76,25.04
2021-07-14,13.665833333333332,5006510000000000.0,7.25,8.69,125.76,5.62,16.35
2021-07-15,15.283333333333331,5401444000000000.0,5.98,10.75,152.75,5.56,15.51
2021-07-16,25.197916666666668,5721190000000000.0,12.11,12.66,143.55,5.99,18.6
2021-07-17,21.577916666666667,5233258000000000.0,20.62,14.16,151.97,5.5,20.66
2021-07-18,25.633750000000003,5451694000000000.0,16.61,11.76,125.45,4.93,17.84
2021-07-19,23.441666666666663,5349270000000000.0,20.75,15.47,134.01,4.83,22.42
2021-07-20,36.12833333333334,7197638000000000.0,14.67,14.89,140.06,5.53,14.54
2021-07-21,29.574583333333337,5641210000000000.0,15.26,9.76,141.19,4.94,16.38
2021-07-22,18.078333333333337,4440720000000000.0,13.77,10.55,41.846,5.0,14.85
2021-07-23,8.547500000000001,3974990000000000.0,13.04,9.18,46.886,4.15,12.86
2021-07-24,10.003750000000002,5013404000000000.0,9.66,7.34,52.76800000000001,3.92,12.99
2021-07-25,12.542083333333336,5852500000000000.0,10.31,12.16,46.378,4.54,14.92
2021-07-26,28.14625000000001,5389354000000000.0,18.91,13.53,125.21,6.87,14.37
2021-07-27,37.47166666666667,6466600000000000.0,12.21,11.6,135.62,7.87,16.11
2021-07-28,22.602500000000003,5144370000000000.0,16.05,12.74,114.36,5.26,15.25
2021-07-29,27.461249999999996,5287460000000000.0,16.33,9.64,111.45,9.31,13.66
2021-07-30,11.57875,5175862000000000.0,9.08,8.48,116.52,10.68,11.13
2021-07-31,17.23,4889884000000000.0,7.48,11.81,99.02,7.82,14.21
2021-08-01,15.027499999999998,4709930000000000.0,11.15,13.51,97.24,8.38,15.13
2021-08-02,29.232916666666668,5666690000000000.0,11.97,10.35,122.83,7.98,16.7
2021-08-03,28.574999999999992,4838790000000000.0,21.7,11.08,115.69,6.57,17.49
2021-08-04,38.50041666666666,5641228000000000.0,20.16,12.54,122.32,4.45,21.76
2021-08-05,27.6575,6969010000000000.0,4.24,14.8,45.434000000000005,6.0,21.18
2021-08-06,17.538750000000004,5747280000000000.0,12.1,13.04,49.794,7.82,18.75
2021-08-07,14.597916666666668,2170410000000000.0,17.36,3.17,52.96600000000001,5.92,14.63
2021-08-08,15.301666666666668,6054020000000000.0,7.44,1.77,49.202,6.9,12.54
2021-08-09,20.374583333333337,4513980000000000.0,11.44,4.9,43.61999999999999,8.01,14.53
2021-08-10,19.207916666666662,4881610000000000.0,11.33,6.47,45.538,5.66,10.26
2021-08-11,18.74083333333333,6228380000000000.0,9.49,7.14,45.89,7.82,10.29
2021-08-12,19.785833333333333,4429908000000000.0,42.98,11.45,41.87599999999999,5.8,11.7
2021-08-13,20.52458333333333,4417970000000000.0,68.89,17.62,35.13,4.2,14.46
2021-08-14,18.142083333333336,4775970000000000.0,36.99,15.68,32.456,4.01,13.04
2021-08-15,14.079583333333334,4523750000000000.0,28.3,13.91,30.28,4.69,14.33
2021-08-16,23.01291666666667,5035948000000000.0,21.29,12.04,32.838,5.05,12.76
2021-08-17,22.94125,4740454000000000.0,23.85,14.82,33.514,15.97,14.74
2021-08-18,17.165833333333335,5858096000000000.0,55.54,11.1,36.646,8.85,13.27
2021-08-19,17.27541666666667,3975770000000000.0,16.36,12.99,43.126000000000005,9.69,14.9
2021-08-20,14.851666666666668,4489290000000000.0,8.14,11.28,31.944,12.33,17.69
2021-08-21,14.099166666666669,4853030000000000.0,7.66,12.02,91.38,27.86,17.45
2021-08-22,20.92791666666667,5899560000000000.0,18.76,8.27,19.634,27.94,16.81
2021-08-23,20.90041666666667,5105312000000000.0,21.82,10.93,61.98,36.94,19.01
2021-08-24,15.595416666666663,2421780000000000.0,33.87,11.57,27.198,36.58,20.28
2021-08-25,16.06291666666667,5304322000000000.0,44.48,10.44,25.214,35.16,18.45
2021-08-26,22.5425,5989554000000000.0,34.25,17.11,85.32,28.6,18.73
2021-08-27,25.84125,5258538000000000.0,31.03,16.91,98.59,30.14,16.72
2021-08-28,19.14375,5975268000000000.0,25.02,12.7,102.55,25.06,12.14
2021-08-29,14.276666666666666,4905300000000000.0,14.17,9.28,27.309999999999995,21.74,10.67
2021-08-30,23.247916666666672,6362890000000000.0,11.35,11.35,22.516,33.98,11.2
2021-08-31,19.1575,5090890000000000.0,22.24,13.26,85.66,42.12,11.98
2021-09-01,27.911666666666672,4607882000000000.0,22.81,13.68,24.362,14.26,12.96
2021-09-02,29.288750000000004,5740924000000000.0,37.5,14.15,25.7,24.24,17.87
2021-09-03,42.154583333333335,4767944000000000.0,50.27,11.93,26.636000000000003,33.57,17.68
2021-09-04,23.60041666666667,4312290000000000.0,67.71,14.7,33.348,19.44,15.51
2021-09-05,16.093750000000004,5545480000000000.0,65.22,19.46,31.784,13.7,20.68
2021-09-06,13.98125,5226810000000000.0,26.22,11.17,34.14,8.47,14.5
2021-09-07,19.43500000000001,5680960000000000.0,8.88,12.19,27.178,11.72,13.21
2021-09-08,15.767083333333336,5248970000000000.0,64.17,12.41,23.024,15.56,14.44
2021-09-09,19.80708333333333,4613620000000000.0,22.95,12.68,26.154000000000003,20.31,13.51
2021-09-10,23.054583333333337,3569002000000000.0,13.69,10.94,25.722,26.34,13.39
2021-09-11,16.6275,4797490000000000.0,12.78,9.48,29.47018549346016,30.11,16.36
2021-09-12,11.710416666666667,4892260000000000.0,18.19,12.37,29.091999999999995,29.06,12.69
2021-09-13,9.115833333333333,5810294000000000.0,13.4,10.42,29.376,22.88,12.19
2021-09-14,14.249583333333334,3353402000000000.0,13.61,9.51,26.347999999999995,25.57,14.67
2021-09-15,19.36541666666667,5825174000000000.0,26.51,11.09,29.184000000000005,29.3,14.84
2021-09-16,20.5,5720842000000000.0,14.12,14.46,30.21,24.64,14.25
2021-09-17,31.594583333333336,4982612000000000.0,28.21,11.51,26.466,30.73,15.08
2021-09-18,17.443749999999998,6054170000000000.0,45.43,18.79,26.372000000000003,29.36,15.76
2021-09-19,24.387916666666666,5010636000000000.0,53.08,17.13,25.126,21.7,18.89
2021-09-20,16.169999999999998,4359680000000000.0,31.06,9.24,28.570000000000004,17.84,19.03
2021-09-21,13.262083333333337,5718500000000000.0,20.33,14.23,30.086,19.17,17.52
2021-09-22,13.926666666666668,3809710000000000.0,30.47,10.22,29.25,15.33,17.05
2021-09-23,18.24416666666667,8433910000000000.0,5.41,13.16,25.28,16.64,14.93
2021-09-24,19.19625,2034610000000000.0,4.85,13.72,26.822,43.6,15.23
2021-09-25,14.61375,4888490000000000.0,5.05,15.96,26.54,44.55,15.47
2021-09-26,14.987083333333333,4840312000000000.0,4.77,13.23,25.34,46.66,14.97
2021-09-27,14.492083333333332,4848548000000000.0,8.26,11.52,28.72,46.52,15.81
2021-09-28,16.022499999999997,5453482000000000.0,5.75,12.7,25.156,26.44,15.43
2021-09-29,10.27625,5137824000000000.0,5.05,8.57,21.132,28.96,15.59
2021-09-30,21.24875,4981550000000000.0,4.54,7.64,21.32,25.31,14.19
