date,open_SO2,sate_SO2,"Chhoti Gwaltoli, Indore - MPPCB"
2021-01-06,6.665416666666665,0.103199296,19.52
2021-01-07,6.644166666666666,-0.1558887262,11.71
2021-01-08,7.062083333333334,-0.059939372,11.01
2021-01-09,5.215000000000001,0.2030625801999999,7.84
2021-01-10,4.622916666666667,0.063641779,11.17
2021-01-11,7.392500000000001,-0.050052449,9.04
2021-01-12,12.841666666666669,0.1108009829999999,9.79
2021-01-13,7.902916666666667,-0.003512583,15.39
2021-01-14,6.34625,0.1232243036,7.52
2021-01-15,12.755416666666664,0.585807979,17.41
2021-01-16,10.7625,0.0759111934,14.28
2021-01-17,14.390416666666669,0.033025995,18.41
2021-01-18,8.172083333333333,0.256645322,19.84
2021-01-19,5.93625,0.1026420339999999,18.38
2021-01-20,8.494166666666665,-0.111170106,16.92
2021-01-21,8.784999999999998,0.089289735,10.71
2021-01-22,10.6625,-0.047140408,13.95
2021-01-23,5.627083333333332,-0.0230807658,16.71
2021-01-24,6.412916666666667,0.0399381935999999,11.79
2021-01-25,12.179166666666667,-0.109899402,13.53
2021-01-26,10.706,-0.049606402,11.77
2021-01-27,3.845,-0.110994391,15.21
2021-01-28,9.796666666666669,0.024201253,15.4
2021-01-29,7.935416666666668,-0.192565784,15.42
2021-01-30,5.934166666666666,-0.0017737098,10.79
2021-01-31,5.425000000000001,-0.092897885,11.57
2021-02-01,8.405416666666667,0.2173648178,10.68
2021-02-02,13.950416666666664,-0.29249239,16.43
2021-02-03,22.394166666666667,-0.013124567,12.77
2021-02-04,9.540416666666667,0.2751437874,13.39
2021-02-05,9.570833333333336,-0.074932285,18.1
2021-02-06,7.341249999999999,0.0363020886,12.52
2021-02-07,4.547916666666667,0.49005428,10.5
2021-02-08,7.249999999999999,-0.068309442,8.01
2021-02-09,22.80875,0.029882993,14.85
2021-02-10,8.016250000000001,0.381299376,9.25
2021-02-11,8.185833333333333,0.193381459,23.6
2021-02-12,7.248333333333334,0.36558798,11.07
2021-02-13,5.390833333333334,0.0184033623999999,15.99
2021-02-14,7.126249999999999,0.234281301,16.18
2021-02-15,6.419166666666666,0.0349316772,15.9
2021-02-16,8.010833333333334,-0.0095414592,25.02
2021-02-17,10.904583333333331,0.0142674954,15.03
2021-02-18,15.46541666666667,0.050000001,11.02
2021-02-19,5.48125,-0.07275831,12.54
2021-02-20,5.4625,0.046057681,9.11
2021-02-21,7.605,0.07781259,14.02
2021-02-22,13.78708333333333,-0.0055465988,9.1
2021-02-23,10.740833333333336,0.106741168,25.59
2021-02-24,5.40875,-0.0525322307999999,27.7
2021-02-25,8.534999999999998,0.0800127814,10.89
2021-02-26,4.505416666666666,0.302821964,20.41
2021-02-27,4.157916666666666,-0.269813687,12.39
2021-02-28,2.914583333333334,0.24930957,18.5
2021-03-01,2.876666666666667,0.1243615747999999,16.49
2021-03-02,6.863333333333333,0.337412089,25.77
2021-03-03,12.383750000000004,-0.1303680304,12.83
2021-03-04,3.20125,0.137298763,9.43
2021-03-05,6.295416666666667,0.0901017492,15.99
2021-03-06,6.572083333333334,0.142516598,12.9
2021-03-07,8.339583333333335,0.099888519,14.05
2021-03-08,3.55125,-0.0909469674,19.93
2021-03-09,4.07125,0.035768781,14.42
2021-03-10,3.795833333333333,0.1271223442,27.02
2021-03-11,8.891666666666666,0.352683961,40.16
2021-03-12,6.114999999999999,0.1315233798,10.68
2021-03-13,9.462916666666668,0.0652230872,10.0
2021-03-14,5.451739130434782,0.15053311,13.17
2021-03-15,8.70375,-0.160054222,18.11
2021-03-16,13.033749999999998,0.49666667,20.85
2021-03-17,13.066666666666668,-0.0911497772,13.54
2021-03-18,10.777916666666668,0.0143928394,15.7
2021-03-19,9.725833333333332,0.049402523,11.84
2021-03-20,9.1,-0.000181744,12.62
2021-03-21,10.992916666666668,0.061946253,11.41
2021-03-22,10.5875,0.164282188,14.79
2021-03-23,9.238749999999998,0.033246286,14.97
2021-03-24,7.132916666666668,0.0397047772,21.31
2021-03-25,10.950833333333334,0.080196045,24.11
2021-03-26,9.289166666666668,0.025272517,19.94
2021-03-27,8.88458333333333,-0.069885686,10.69
2021-03-28,7.22375,-0.1629166044,8.51
2021-03-29,7.170833333333334,0.0747573729999999,19.53
2021-03-30,8.21625,0.06068100602743141,18.27
2021-03-31,8.069583333333332,0.519866943,18.85
2021-04-01,6.423333333333333,0.176499009,23.94
2021-04-02,6.788333333333331,-0.053434502,23.59
2021-04-03,5.819166666666667,0.265636712,28.99
2021-04-04,6.752499999999999,0.0025103721999999,29.76
2021-04-05,9.264166666666666,-0.012264026,21.41
2021-04-06,9.840416666666664,0.0004729201999999,21.81
2021-04-07,3.1250000000000004,0.233779252,20.03
2021-04-08,3.145,-0.040951524,21.83
2021-04-09,6.305416666666667,0.022206375,29.67
2021-04-10,7.421250000000001,0.107332692,24.66
2021-04-11,10.3575,0.0592229054,20.01
2021-04-12,13.588333333333336,0.116800383,12.96
2021-04-13,16.275000000000002,-0.0623804094,21.73
2021-04-14,7.454583333333335,0.0268976067999999,11.75
2021-04-15,12.865833333333336,0.243224859,12.91
2021-04-16,6.574166666666668,2.36999989,14.35
2021-04-17,2.2245833333333334,-0.216061488,12.45
2021-04-18,4.989583333333332,1.44356251,13.48
2021-04-19,4.170833333333333,-0.090000004,17.94
2021-04-20,4.885416666666667,0.0116924909999999,16.71
2021-04-21,3.252083333333333,0.0116530582,16.32
2021-04-22,5.520416666666666,-0.1605663656,16.59
2021-04-23,4.560416666666667,0.200442776,17.43
2021-04-24,6.721666666666667,0.031836968,19.22
2021-04-25,5.367916666666666,-0.141447917,13.92
2021-04-26,5.933333333333334,0.095421918,14.73
2021-04-27,11.650833333333336,-0.1376195586,22.49
2021-04-28,8.226666666666667,0.709999979,13.33
2021-04-29,4.659166666666667,0.0681554457999999,16.51
2021-04-30,4.83375,0.0390448048,15.04
2021-05-01,7.192083333333336,0.0958198102,21.35
2021-05-02,8.960416666666665,0.295094877,14.33
2021-05-03,3.0058333333333334,0.0589565542,10.94
2021-05-04,4.14125,0.314552665,12.95
2021-05-05,3.639583333333334,0.076821558,10.79
2021-05-06,5.302083333333333,0.1123554734,13.0
2021-05-07,6.100416666666665,-0.047530804,12.58
2021-05-08,6.646666666666666,0.0035675695999999,14.27
2021-05-09,6.065833333333333,0.070082337,10.83
2021-05-10,6.089583333333333,-0.1299458,12.64
2021-05-11,6.2195833333333335,0.227106869,12.57
2021-05-12,5.682083333333335,0.163333327,11.93
2021-05-13,3.7916666666666665,-0.030829233,14.91
2021-05-14,4.629166666666666,-0.133267716,15.61
2021-05-15,9.122083333333336,0.0576757777999999,13.71
2021-05-16,6.760833333333333,0.0410107887999999,16.09
2021-05-17,5.977499999999999,0.0522887279999999,9.63
2021-05-18,4.765416666666667,-0.0172592164,10.82
2021-05-19,5.404583333333332,0.2102420481999999,10.51
2021-05-20,2.32,0.127371773,10.81
2021-05-21,2.7404166666666665,0.095545881,10.31
2021-05-22,2.1520833333333336,-0.02635543,10.26
2021-05-23,3.2879166666666664,-0.129999995,10.14
2021-05-24,3.96375,0.0087980822,14.03
2021-05-25,5.565416666666667,-0.110374555,11.92
2021-05-26,5.065416666666667,0.124284901,13.98
2021-05-27,4.360833333333333,0.233063698,11.47
2021-05-28,3.8091666666666666,-0.053325504,9.55
2021-05-29,3.0704166666666666,0.0247683121999999,9.81
2021-05-30,3.329166666666666,0.090127476,9.76
2021-05-31,4.48375,0.0466637262,9.88
2021-06-01,4.970000000000001,-0.056726172,9.71
2021-06-02,5.699583333333333,0.014339049,10.0
2021-06-03,3.8254166666666674,0.011565114,10.95
2021-06-04,5.1762500000000005,0.069957621,10.55
2021-06-05,2.77125,-0.0313291559999999,11.3
2021-06-06,3.18125,0.1541999698,10.57
2021-06-07,4.913333333333333,0.0488774029999999,11.73
2021-06-08,4.33875,0.0,10.92
2021-06-09,4.760833333333333,0.0472346877999999,10.84
2021-06-10,4.335416666666668,0.035409164,10.84
2021-06-11,3.356666666666666,0.091195725,11.45
2021-06-12,2.74875,0.200000003,8.83
2021-06-13,3.3624999999999994,0.0564877374,10.13
2021-06-14,3.286666666666666,0.0591772718,10.48
2021-06-15,3.9704166666666674,0.1738510752,9.62
2021-06-16,3.2466666666666666,-0.0179758764,10.09
2021-06-17,2.0004166666666667,0.07651283,6.41
2021-06-18,3.9575,-0.094219603,10.55
2021-06-19,3.233333333333334,-0.059999999,10.81
2021-06-20,2.9,0.1362468824,8.95
2021-06-21,3.1358333333333337,-0.0562429182,9.76
2021-06-22,3.6741666666666655,-0.0010190189999999,10.49
2021-06-23,4.152916666666667,0.0474838889999999,9.72
2021-06-24,3.842916666666666,-0.0315824152,8.91
2021-06-25,2.887083333333333,-0.0507852446,9.95
2021-06-26,2.767083333333334,0.0926596126,8.63
2021-06-27,2.685833333333333,0.096608728,9.01
2021-06-28,3.4937500000000004,0.01,8.77
2021-06-29,3.795416666666666,-0.029968066,9.78
2021-06-30,3.427916666666667,-0.0465711572,8.52
2021-07-01,3.64375,0.1820734678,10.38
2021-07-02,3.943749999999999,-0.0047986462,9.67
2021-07-03,2.297083333333333,0.1082493776,10.92
2021-07-04,1.9475,0.053333335,10.66
2021-07-05,3.443749999999999,0.039999999,11.87
2021-07-06,4.042916666666666,0.0681091964,11.44
2021-07-07,4.454583333333334,0.198814347,12.7
2021-07-08,3.6725,0.0504417012,10.99
2021-07-09,3.989583333333334,0.023390325,10.81
2021-07-10,2.33625,0.0847366274,12.43
2021-07-11,4.391666666666667,0.0376172906,6.82
2021-07-12,8.826666666666668,-0.035620965,10.34
2021-07-13,6.023750000000001,0.066799209,10.7
2021-07-14,4.851666666666666,0.055955778,7.66
2021-07-15,8.272083333333333,0.110043369,9.07
2021-07-16,5.915416666666666,-0.0441729273999999,7.62
2021-07-17,2.652083333333333,-0.0101460783999999,11.64
2021-07-18,2.840416666666666,0.0043580458,12.16
2021-07-19,3.327500000000001,0.21445667,9.26
2021-07-20,3.0500000000000003,0.0894590454,9.47
2021-07-21,4.089999999999999,-0.0431671354,7.51
2021-07-22,4.543749999999999,0.0268073615999999,10.46
2021-07-23,2.62,0.0422264652,9.37
2021-07-24,3.1179166666666664,0.0697718439999999,7.86
2021-07-25,1.4208333333333334,0.0634144768,8.71
2021-07-26,2.335,0.0494640094,8.81
2021-07-27,4.59625,2.845060000000177e-05,9.37
2021-07-28,5.609166666666667,-0.0529554948,12.79
2021-07-29,3.75125,-0.097828941,11.46
2021-07-30,1.7929166666666667,0.0621445698,8.27
2021-07-31,1.3845833333333333,-0.0576802863999999,9.86
2021-08-01,1.509166666666666,0.014312316,9.13
2021-08-02,2.217916666666667,0.0934391411999999,10.0
2021-08-03,2.3795833333333327,0.0216146505999999,9.87
2021-08-04,2.9379166666666663,0.0075531259999999,11.02
2021-08-05,2.904583333333333,0.0106631265999999,8.9
2021-08-06,2.5012499999999998,0.02570523,7.04
2021-08-07,1.6779166666666667,0.2145771634,9.16
2021-08-08,2.4758333333333327,0.082790795,13.15
2021-08-09,2.719583333333333,0.0950335381999999,11.6
2021-08-10,3.241666666666666,-0.0133329646,11.03
2021-08-11,2.834583333333333,0.064755362,11.76
2021-08-12,3.077083333333333,0.0652380572,11.86
2021-08-13,2.998333333333333,0.0039669497999999,13.5
2021-08-14,2.52375,-0.107543156,11.69
2021-08-15,1.7512499999999998,-0.049934145,11.57
2021-08-16,1.7775,-0.0181073651999999,12.4
2021-08-17,2.73625,0.034829294,12.22
2021-08-18,2.655416666666667,-0.0500710462,9.69
2021-08-19,1.364166666666667,0.1309648215999999,10.98
2021-08-20,1.6183333333333332,0.2262598762,8.75
2021-08-21,1.2641666666666664,0.210677731,11.1
2021-08-22,2.127916666666667,-0.0309302292,12.22
2021-08-23,2.8041666666666667,0.0284574064,13.51
2021-08-24,3.3004166666666666,0.324817735,11.62
2021-08-25,3.329166666666667,-0.0311566138,12.98
2021-08-26,3.014583333333333,0.082592234,11.94
2021-08-27,2.61875,-0.0592681551999999,19.86
2021-08-28,1.31125,-0.0353025446,12.44
2021-08-29,1.8225,0.0535158795999999,10.57
2021-08-30,2.5570833333333334,0.145416664,11.66
2021-08-31,5.473333333333335,0.056912957,9.78
2021-09-01,6.464583333333333,0.2062330625999999,10.1
2021-09-02,6.166250000000001,-0.0882871102,11.77
2021-09-03,5.016249999999999,0.1723746595999999,10.11
2021-09-04,2.0695833333333327,0.0652655806,8.92
2021-09-05,1.4095833333333332,0.1069562872,10.47
2021-09-06,2.624166666666667,0.1137319448,11.57
2021-09-07,2.0741666666666667,0.1402531831999999,11.38
2021-09-08,7.84,-0.0870104692,9.34
2021-09-09,5.406666666666667,-0.019435759,9.52
2021-09-10,4.295000000000001,0.1196887554,10.62
2021-09-11,4.815833333333334,0.0538320209999999,10.39
2021-09-12,5.749999999999999,0.0787209844,10.73
2021-09-13,5.533333333333332,-0.014912387,11.35
2021-09-14,4.793333333333334,0.0827355405999999,12.18
2021-09-15,1.497083333333333,0.0004968984,10.18
2021-09-16,4.029999999999999,0.1690735967999999,10.46
2021-09-17,3.2237499999999994,-0.0311775117999999,10.83
2021-09-18,2.907083333333333,0.0472833292,11.12
2021-09-19,4.103750000000001,-0.0553849025999999,12.73
2021-09-20,2.8833333333333333,-0.0395027564,11.59
2021-09-21,3.0179166666666664,0.0156640953999999,12.22
2021-09-22,2.1404166666666664,0.0953300974,11.95
2021-09-23,2.89,-0.170000002,11.83
2021-09-24,1.8316666666666663,0.064743882,12.24
2021-09-25,1.64875,0.1505944788,9.43
2021-09-26,2.2566666666666664,-0.1414310998,10.11
2021-09-27,2.50125,-0.1020698667999999,10.47
2021-09-28,4.02625,-0.0300679728,11.15
2021-09-29,6.030000000000001,0.078697979,12.67
2021-09-30,4.91375,-0.09508355,9.45
2021-10-01,3.1008333333333327,0.409999996,12.77
2021-10-02,2.845,0.0323876636,16.25
2021-10-03,2.346666666666667,0.0407080249999999,11.11
2021-10-04,1.91125,-0.0006839376,12.64
2021-10-05,4.43125,0.023989681,10.63
2021-10-06,2.669166666666667,0.0831042043999999,12.65
2021-10-07,5.653333333333333,0.2416779614,15.17
2021-10-08,3.725,-0.304781348,12.2
2021-10-09,1.510416666666667,0.183509424,13.75
2021-10-10,1.84625,0.0647610169999999,11.57
2021-10-11,3.449583333333333,-0.0517632722,9.46
2021-10-12,3.425416666666667,0.080163516,11.63
2021-10-13,5.0725,0.0721127354,13.47
2021-10-14,8.271250000000002,-0.04491172,13.41
2021-10-15,6.442916666666666,0.0471232924,21.9
2021-10-16,6.432916666666667,0.286435992,15.57
2021-10-17,2.555416666666667,0.0255540003999999,12.42
2021-10-18,1.7479166666666668,0.0072973093999999,8.98
2021-10-19,3.2091666666666665,0.122841142,12.57
2021-10-20,3.542916666666667,0.0116527333999999,20.43
2021-10-21,3.532083333333333,0.022805629,11.63
2021-10-22,6.872916666666668,0.2436916314,12.58
2021-10-23,7.641249999999999,-0.0418439204,16.22
2021-10-24,7.056666666666668,-0.046658635,14.47
2021-10-25,3.6766666666666654,0.2432116896,14.52
2021-10-26,3.839166666666667,-0.200000003,23.67
2021-10-27,4.233333333333333,-0.019319805,12.87
2021-10-28,5.909583333333333,-0.013614815,21.43
2021-10-29,8.308333333333335,-0.0499318044,15.48
2021-10-30,7.3125,0.0329936341999999,16.97
2021-10-31,7.956666666666668,-0.033772966,17.33
2021-11-01,10.469583333333334,0.199052721,13.45
2021-11-02,10.950416666666667,0.183217719,16.07
2021-11-03,7.351666666666667,0.157386971,19.24
2021-11-04,6.65625,0.004396019,32.05
2021-11-05,5.439583333333332,-0.0171871602,28.85
2021-11-06,4.379166666666667,-0.076454707,23.43
2021-11-07,4.1904,0.0051287407999999,22.49
2021-11-08,5.896249999999999,0.0332597948,18.98
2021-11-09,5.756666666666667,-0.184947893,14.83
2021-11-10,7.702083333333334,0.1334755526,22.43
2021-11-11,4.427083333333334,0.057875488,21.9
2021-11-12,4.602083333333334,0.3411785054,16.33
2021-11-13,5.97625,0.094484009,17.11
2021-11-14,6.176249999999999,0.1057137888,16.73
2021-11-15,9.48875,-0.180000007,20.99
2021-11-16,6.234999999999999,0.0453701563999999,17.95
2021-11-17,8.657083333333334,-0.0602951006,16.05
2021-11-18,8.233749999999999,0.122683622,19.05
2021-11-19,9.135000000000003,-0.0085035224,22.55
2021-11-20,6.312499999999999,-0.0584430665999999,17.26
2021-11-21,4.82875,-0.102248166,17.05
2021-11-22,6.723749999999999,0.0249010957999999,14.26
2021-11-23,4.434166666666667,0.1450072906,20.29
2021-11-24,5.214166666666667,-0.051410145,26.94
2021-11-25,5.069166666666667,-0.174998432,27.77
2021-11-26,14.197916666666671,-0.3897807,15.76
2021-11-27,10.278749999999995,0.134511307,14.56
2021-11-28,8.534583333333332,-0.109822804,18.64
2021-11-29,4.54625,0.043228988,12.32
2021-11-30,5.241666666666667,-0.0241985842,13.51
2021-12-01,3.072083333333334,-0.0631203868,14.75
2021-12-02,4.76125,-0.0180409237999999,9.85
2021-12-03,5.591250000000001,-0.1241506622,11.31
2021-12-04,5.5825000000000005,0.247027144,12.41
2021-12-05,4.375416666666667,0.0697647034,17.81
2021-12-06,5.215416666666667,-0.0404771769999999,21.27
2021-12-07,6.72625,0.06068100602743141,12.17
2021-12-08,5.9525,0.2017115662,14.83
2021-12-09,4.570833333333334,0.0087390584,13.03
2021-12-10,6.74375,0.0521695856,13.54
2021-12-11,4.900416666666668,-0.014916205,14.33
2021-12-12,8.269999999999998,0.744320989,12.98
2021-12-13,13.822916666666666,-0.037591476,15.33
2021-12-14,8.99708333333333,-0.0655072798,20.99
2021-12-15,15.202083333333327,0.0249010957999999,15.78
2021-12-16,7.277499999999999,-0.003513793,17.68
2021-12-17,10.47875,0.0411892608,11.1
2021-12-18,6.155416666666667,0.1146554824,11.87
2021-12-19,3.823333333333333,-0.053403515,11.64
2021-12-20,11.786666666666664,0.18567729,13.36
2021-12-21,27.680833333333336,-0.0652973838,16.96
2021-12-22,17.781250000000004,0.109988302,19.3
2021-12-23,7.362916666666668,-0.0214056916,19.1
2021-12-24,4.798749999999999,-0.159692392,17.22
2021-12-25,13.316666666666665,0.1338198662,32.09
2021-12-26,6.628749999999999,-0.0043453087999999,13.56
2021-12-27,6.700416666666666,0.235805064,14.09
2021-12-28,2.704583333333334,0.1147557806,13.83
2021-12-29,3.2237499999999994,-0.1210616071999999,13.03
2021-12-30,4.351249999999999,0.1924457578,11.16
2021-12-31,4.5425,0.0282187746,12.89
