date,open_SO2,sate_SO2,"Manoharpur, Agra - UPPCB","Rohta, Agra - UPPCB","Sanjay Palace, Agra - UPPCB","Sector-3B Avas Vikas Colony, Agra - UPPCB","Shahjahan Garden, Agra - UPPCB","Shastripuram, Agra - UPPCB"
2020-12-14,27.964999999999996,0.823775709,14.3925,14.3925,6.970000000000001,14.3925,8.807,14.3925
2020-12-15,34.12291666666667,-0.0010893657999999,15.675,15.675,8.780000000000001,15.675,9.211000000000002,15.675
2020-12-16,30.115416666666675,-0.0857851729999999,17.002857142857142,17.002857142857142,11.92,20.7,11.983,17.002857142857142
2020-12-17,10.109166666666669,-8.777920000000161e-05,16.548571428571428,16.548571428571428,11.175,22.16,10.558,16.548571428571428
2020-12-18,10.236666666666665,-0.150629833,15.15,15.15,16.785,13.15,11.116,15.15
2020-12-19,9.047916666666667,-0.022331258,14.920000000000002,14.920000000000002,12.24,14.920000000000002,9.888000000000002,14.920000000000002
2020-12-20,10.185416666666669,0.0773664212,19.108,19.108,12.69,19.108,10.242,19.108
2020-12-21,17.96625,0.018422404,18.84,18.84,15.245,18.84,10.898,18.84
2020-12-22,30.0825,-0.1152685412,21.271666666666672,21.271666666666672,15.575,21.271666666666672,12.247,21.271666666666672
2020-12-23,41.83291666666666,0.200000003,20.26333333333333,20.26333333333333,14.415,20.26333333333333,9.832,20.26333333333333
2020-12-24,34.42749999999999,0.0397884202,20.593333333333334,20.593333333333334,10.15,20.593333333333334,9.386,20.593333333333334
2020-12-25,23.05916666666667,-0.0743215096,19.56833333333333,19.56833333333333,10.765,19.56833333333333,12.236,19.56833333333333
2020-12-26,15.625833333333333,-0.315705866,20.20833333333333,20.20833333333333,11.28,20.20833333333333,11.294,20.20833333333333
2020-12-27,13.313333333333334,0.910000026,22.813333333333333,22.813333333333333,13.81,22.813333333333333,11.457,22.813333333333333
2020-12-28,29.514166666666668,-0.072282344,19.578333333333333,19.578333333333333,12.305,19.578333333333333,10.313,19.578333333333333
2020-12-29,13.975,-0.0117990628,18.30666666666667,18.30666666666667,14.079999999999998,18.30666666666667,11.476,18.30666666666667
2020-12-30,15.810416666666663,-0.00922344,17.400000000000002,17.400000000000002,11.29,17.400000000000002,8.556000000000001,17.400000000000002
2020-12-31,21.30875,-0.007490763,18.313333333333336,18.313333333333336,17.265,18.313333333333336,11.852,18.313333333333336
2021-01-01,24.29875,-0.0627040688,19.03333333333333,19.03333333333333,19.845,19.03333333333333,14.331,19.03333333333333
2021-01-02,12.561666666666667,0.2754877418,23.508000000000003,23.508000000000003,18.21,23.508000000000003,10.817,23.508000000000003
2021-01-03,12.907083333333333,0.192328742,21.245,21.245,13.364999999999998,21.245,11.05,21.245
2021-01-04,11.705,0.0684299618,16.491666666666667,16.491666666666667,12.165,16.491666666666667,12.996,16.491666666666667
2021-01-05,10.324583333333331,-0.0763985898,17.991666666666667,17.991666666666667,11.26,17.991666666666667,11.692,17.991666666666667
2021-01-06,16.403750000000006,-0.096151184,20.978,20.978,12.9,20.978,11.531,20.978
2021-01-07,13.764166666666666,-0.0326779428,20.151666666666667,20.151666666666667,21.785,20.151666666666667,12.469,20.151666666666667
2021-01-08,20.14208333333333,0.1459985239999999,19.723333333333333,19.723333333333333,15.35,19.723333333333333,14.658999999999995,19.723333333333333
2021-01-09,16.634583333333335,0.0402296535999999,17.715,17.715,11.92,17.715,10.438999999999998,17.715
2021-01-10,7.796250000000001,0.027744074,17.63,17.63,17.46,17.63,14.592,17.63
2021-01-11,9.512916666666664,0.949455321,17.246666666666666,17.246666666666666,26.4,17.246666666666666,10.964,17.246666666666666
2021-01-12,11.45375,0.23493886,17.796666666666667,17.796666666666667,10.075,17.796666666666667,9.94,17.796666666666667
2021-01-13,15.609583333333337,-0.382037789,17.52333333333333,17.52333333333333,13.13,17.52333333333333,11.162,17.52333333333333
2021-01-14,29.777500000000007,-0.2619111103999999,16.29,16.29,13.955,16.29,10.502,16.29
2021-01-15,26.614166666666662,0.138195649,16.919999999999998,16.919999999999998,21.08,16.919999999999998,11.685,16.919999999999998
2021-01-16,16.687083333333337,0.0209317459999999,16.904999999999998,16.904999999999998,15.645,16.904999999999998,12.580999999999998,16.904999999999998
2021-01-17,14.246249999999998,0.1096426275999999,16.718333333333334,16.718333333333334,17.71,16.718333333333334,9.709,16.718333333333334
2021-01-18,12.139583333333333,0.096138922,13.118333333333334,13.118333333333334,17.76,13.118333333333334,10.505,13.118333333333334
2021-01-19,13.597083333333329,0.25,15.308333333333332,15.308333333333332,18.955,15.308333333333332,12.714000000000002,15.308333333333332
2021-01-20,10.429166666666667,-0.030195635,15.22,15.22,20.55,15.22,13.448000000000002,15.22
2021-01-21,22.843750000000004,0.0176017784,16.865,16.865,19.985,16.865,11.758,16.865
2021-01-22,13.771666666666668,-0.216073364,17.163333333333334,17.163333333333334,17.45,17.163333333333334,11.114,17.163333333333334
2021-01-23,10.754583333333334,0.3158072522,20.301666666666662,20.301666666666662,16.314999999999998,20.301666666666662,11.209,20.301666666666662
2021-01-24,12.462500000000004,0.0250494838,15.943333333333332,15.943333333333332,19.225,15.943333333333332,9.124444444444444,15.943333333333332
2021-01-25,15.215000000000002,0.0163002156,16.87333333333333,16.87333333333333,20.465,16.87333333333333,12.076000000000002,16.87333333333333
2021-01-26,16.157000000000004,-0.529999971,15.909999999999998,15.909999999999998,17.89,15.909999999999998,9.004000000000001,15.909999999999998
2021-01-27,14.605,-0.104838818,15.753333333333336,15.753333333333336,18.785,15.753333333333336,10.017,15.753333333333336
2021-01-28,19.535833333333333,0.0139626444,15.116666666666667,15.116666666666667,18.335,15.116666666666667,8.665000000000001,15.116666666666667
2021-01-29,11.68625,-0.189926624,15.468333333333332,15.468333333333332,20.64,15.468333333333332,9.75,15.468333333333332
2021-01-30,12.03791666666667,0.1162100017999999,14.839999999999998,14.839999999999998,23.285,14.839999999999998,10.118,14.839999999999998
2021-01-31,17.125833333333333,-0.051677626,15.360000000000005,15.360000000000005,24.395,15.360000000000005,10.285,15.360000000000005
2021-02-01,33.954583333333325,-0.1579666529999999,15.583333333333334,15.583333333333334,22.19,15.583333333333334,9.595000000000002,15.583333333333334
2021-02-02,17.4025,-0.180380836,19.45,19.45,20.465,19.45,9.81,19.45
2021-02-03,14.877083333333331,-0.0239909335999999,20.611666666666668,20.611666666666668,19.58,20.611666666666668,14.320999999999998,20.611666666666668
2021-02-04,16.462083333333332,0.0252314492,18.33833333333333,18.33833333333333,16.785,18.33833333333333,12.171,18.33833333333333
2021-02-05,21.992916666666677,-0.124894395,17.641428571428573,17.641428571428573,15.175,16.54,10.988000000000005,17.641428571428573
2021-02-06,7.697083333333332,0.0869431128,17.10142857142857,17.10142857142857,23.3,8.21,13.063,17.10142857142857
2021-02-07,11.255,-0.251988888,15.96,15.96,15.93,5.07,7.900000000000001,15.96
2021-02-08,15.214999999999998,0.0352392522,14.866666666666667,14.866666666666667,13.36,3.57,9.143,14.866666666666667
2021-02-09,20.83791666666667,-0.132809266,20.72428571428572,20.72428571428572,17.61,2.62,10.245,20.72428571428572
2021-02-10,15.465833333333334,0.046351166,20.97571428571429,20.97571428571429,20.39,4.99,10.497,20.97571428571429
2021-02-11,27.962916666666672,0.370000005,19.764285714285712,19.764285714285712,29.68,2.23,11.110000000000005,19.764285714285712
2021-02-12,32.95958333333334,0.085283466,20.515714285714285,20.515714285714285,21.49,0.96,10.388,20.515714285714285
2021-02-13,17.732083333333332,0.630400181,17.391428571428573,17.391428571428573,22.855,0.84,10.873,17.391428571428573
2021-02-14,16.42166666666667,-0.016998885,16.701428571428572,16.701428571428572,16.655,0.69,8.427,16.701428571428572
2021-02-15,14.68,0.0072182311999999,16.68285714285714,16.68285714285714,15.235,0.69,8.036,16.68285714285714
2021-02-16,15.865000000000002,0.216453269,16.035714285714285,16.035714285714285,22.55,0.61,9.139,16.035714285714285
2021-02-17,19.33750000000001,0.1403590918,17.295714285714286,17.295714285714286,23.575,0.67,9.447,17.295714285714286
2021-02-18,21.94333333333333,0.035837703,25.82714285714286,25.82714285714286,19.31,0.67,9.333,25.82714285714286
2021-02-19,24.15000000000001,0.096246604,20.39333333333333,20.39333333333333,16.759999999999998,20.39333333333333,9.068,20.39333333333333
2021-02-20,24.53708333333333,-0.098896615,18.58333333333333,18.58333333333333,14.945,18.58333333333333,10.041999999999998,18.58333333333333
2021-02-21,11.328333333333331,0.230229005,27.13833333333333,27.13833333333333,25.08220416922133,27.13833333333333,11.239,27.13833333333333
2021-02-22,16.06416666666667,-0.1301766596,21.691666666666663,21.691666666666663,23.767204169221337,21.691666666666663,11.521,21.691666666666663
2021-02-23,21.40291666666667,0.512976646,25.826666666666668,25.826666666666668,25.842204169221336,25.826666666666668,11.996,25.826666666666668
2021-02-24,17.548333333333332,0.0817147064,26.98833333333333,26.98833333333333,20.802204169221337,26.98833333333333,11.501,26.98833333333333
2021-02-25,14.01041666666667,0.056832146,23.695,23.695,26.10220416922133,23.695,12.734,23.695
2021-02-26,19.37666666666667,0.0615111753999999,18.343333333333334,18.343333333333334,23.315,18.343333333333334,10.202,18.343333333333334
2021-02-27,15.27166666666666,0.129999995,15.937142857142858,15.937142857142858,20.9,0.12,9.361999999999998,15.937142857142858
2021-02-28,17.693333333333335,0.144772112,17.815,17.815,31.175,17.815,9.754444444444443,17.815
2021-03-01,18.49,0.070455752,15.537142857142856,15.537142857142856,25.6,0.08,8.318999999999999,15.537142857142856
2021-03-02,12.975833333333334,-0.104865491,16.3,16.3,24.99,0.4,8.358,16.3
2021-03-03,23.30666666666667,0.031369543,21.953333333333333,21.953333333333333,20.16,21.953333333333333,11.406,21.953333333333333
2021-03-04,17.355,-0.038051136,19.42285714285714,19.42285714285714,20.520000000000003,0.52,13.727777777777778,19.42285714285714
2021-03-05,14.46,0.0571774832,18.59857142857143,18.59857142857143,20.71,0.74,8.33111111111111,18.59857142857143
2021-03-06,18.458333333333336,-0.350386828,17.39833333333333,17.39833333333333,26.61,0.73,7.522,17.39833333333333
2021-03-07,15.881666666666668,0.0668721435999999,19.666,19.666,12.13,19.666,6.867,19.666
2021-03-08,15.503333333333332,-0.321136743,19.2,19.2,12.805,0.73,8.433,19.2
2021-03-09,15.9,0.136974439,19.43857142857143,19.43857142857143,10.98,0.74,7.946000000000001,19.43857142857143
2021-03-10,17.317083333333333,0.0056571777999999,17.445714285714285,17.445714285714285,17.775,0.74,6.314,17.445714285714285
2021-03-11,16.887916666666673,-0.091988877,16.032857142857143,16.032857142857143,12.98,0.68,5.247,16.032857142857143
2021-03-12,12.577083333333333,-0.0432599276,15.93,15.93,14.425,0.66,6.211,15.93
2021-03-13,22.640833333333333,0.410075605,21.147142857142857,21.147142857142857,27.315,0.7,8.844999999999999,21.147142857142857
2021-03-14,13.36782608695652,0.0450945516,20.67714285714285,20.67714285714285,19.29,0.68,9.793,20.67714285714285
2021-03-15,24.20041666666667,-1.21000004,26.39,26.39,41.005,0.71,13.657,26.39
2021-03-16,23.7875,0.629933298,20.344285714285714,20.344285714285714,21.955,0.71,7.818,20.344285714285714
2021-03-17,22.83333333333333,-0.030144507,21.075714285714287,21.075714285714287,29.585,0.75,10.261,21.075714285714287
2021-03-18,21.11041666666667,-0.176754758,22.302857142857142,22.302857142857142,26.51,0.76,10.015,22.302857142857142
2021-03-19,14.467083333333337,0.0824320113999999,22.275714285714287,22.275714285714287,28.05,0.71,10.575,22.275714285714287
2021-03-20,17.685833333333335,0.17482993,17.091428571428573,17.091428571428573,29.27,0.71,12.023999999999996,17.091428571428573
2021-03-21,18.840416666666663,-0.0686333215999999,19.914285714285715,19.914285714285715,21.37,1.06,12.637,19.914285714285715
2021-03-22,16.467916666666667,0.207212314,19.124285714285715,19.124285714285715,15.614999999999998,0.73,11.832,19.124285714285715
2021-03-23,16.898749999999996,0.0044544785999999,23.345714285714287,23.345714285714287,22.385,0.71,11.205,23.345714285714287
2021-03-24,19.98916666666667,0.046932191,23.528571428571432,23.528571428571432,16.48,0.67,9.373,23.528571428571432
2021-03-25,9.727083333333336,-0.073061131,17.92857142857143,17.92857142857143,16.915,0.7,9.11,17.92857142857143
2021-03-26,16.124583333333334,0.1739907651999999,20.86666666666667,20.86666666666667,20.08,0.74,10.916999999999998,20.86666666666667
2021-03-27,22.66583333333334,-0.090889953,20.11,20.11,21.025,1.69,12.224999999999998,20.11
2021-03-28,21.602083333333336,-0.0080749575999999,15.838571428571427,15.838571428571427,10.22,0.77,8.600999999999999,15.838571428571427
2021-03-29,14.591666666666669,0.080011115,18.104285714285712,18.104285714285712,4.69,0.72,9.550999999999998,18.104285714285712
2021-03-30,8.3025,0.03078696013865336,26.048333333333336,26.048333333333336,6.33,26.048333333333336,10.322,26.048333333333336
2021-03-31,9.587083333333334,0.0750044493999999,22.15833333333333,22.15833333333333,10.137204169221336,22.15833333333333,10.649,22.15833333333333
2021-04-01,13.14708333333333,-0.044883285,15.39,15.39,11.515,15.39,8.888,15.39
2021-04-02,22.255416666666665,-0.120211206,18.965,18.965,8.184999999999999,18.965,6.427999999999999,18.965
2021-04-03,21.409166666666668,0.380792111,16.976666666666667,16.976666666666667,9.255,16.976666666666667,7.115,16.976666666666667
2021-04-04,30.68666666666667,-0.0002255655999999,14.63,14.63,11.23,14.63,9.138000000000002,14.63
2021-04-05,31.46166666666666,0.346498817,16.405,16.405,10.48,16.405,8.193999999999999,16.405
2021-04-06,20.377916666666668,-0.0097680635999999,15.141666666666666,15.141666666666666,11.24,15.141666666666666,9.171,15.141666666666666
2021-04-07,26.251666666666665,-0.148738772,18.148333333333333,18.148333333333333,7.33,18.148333333333333,8.233,18.148333333333333
2021-04-08,33.72666666666666,0.1405493706,15.105000000000002,15.105000000000002,9.2,15.105000000000002,7.331,15.105000000000002
2021-04-09,29.915000000000003,0.000335708,17.661666666666665,17.661666666666665,10.48,17.661666666666665,7.456,17.661666666666665
2021-04-10,17.58375,-0.065272346,19.275,19.275,12.605,19.275,8.095999999999998,19.275
2021-04-11,27.259166666666665,-0.011126335,20.531666666666663,20.531666666666663,13.61,20.531666666666663,11.457,20.531666666666663
2021-04-12,29.44,0.302796572,22.125,22.125,18.305,22.125,10.486,22.125
2021-04-13,24.790833333333328,0.0814142712,18.51666666666667,18.51666666666667,13.72,18.51666666666667,8.72,18.51666666666667
2021-04-14,23.956666666666663,0.046867717,18.095,18.095,11.9,18.095,7.187,18.095
2021-04-15,18.029166666666665,-0.0833917948,17.378333333333334,17.378333333333334,12.21,17.378333333333334,8.693,17.378333333333334
2021-04-16,14.587083333333334,0.069087453,24.275,24.275,14.82,24.275,8.338,24.275
2021-04-17,15.435000000000002,0.144961104,30.524999999999995,30.524999999999995,10.192204169221338,30.524999999999995,7.062,30.524999999999995
2021-04-18,19.66458333333333,0.930255651,14.89465892972276,14.89465892972276,10.445,14.89465892972276,8.323,14.89465892972276
2021-04-19,22.933749999999996,0.829154491,20.375,20.375,13.829999999999998,20.375,7.202,20.375
2021-04-20,17.236666666666668,0.340000004,19.07333333333333,19.07333333333333,9.665,19.07333333333333,7.790999999999999,19.07333333333333
2021-04-21,13.75875,-0.040055584,19.115,19.115,9.315,19.115,6.837999999999999,19.115
2021-04-22,16.826666666666664,-0.092759458,21.64,21.64,9.725,21.64,9.429999999999998,21.64
2021-04-23,12.352916666666664,-0.110696539,22.485,22.485,9.6,22.485,9.322222222222225,22.485
2021-04-24,16.84958333333333,0.2153208076,22.043333333333333,22.043333333333333,11.68,22.043333333333333,8.493333333333332,22.043333333333333
2021-04-25,15.45541666666667,0.252945542,23.465,23.465,14.705,23.465,7.791111111111111,23.465
2021-04-26,25.00416666666668,0.215047792,23.45,23.45,11.905,23.45,7.051,23.45
2021-04-27,22.99458333333333,-0.211198598,23.285,23.285,8.594999999999999,23.285,7.037000000000001,23.285
2021-04-28,27.93916666666666,0.117971092,21.881666666666664,21.881666666666664,10.52,21.881666666666664,7.777000000000001,21.881666666666664
2021-04-29,23.300833333333333,0.0225752499999999,22.541666666666668,22.541666666666668,10.785,22.541666666666668,11.003,22.541666666666668
2021-04-30,20.355833333333333,-0.406936646,26.08833333333333,26.08833333333333,12.32,26.08833333333333,8.243,26.08833333333333
2021-05-01,12.826666666666664,0.1371479788,23.884999999999994,23.884999999999994,9.315,23.884999999999994,10.351,23.884999999999994
2021-05-02,8.209166666666668,0.0632971004,23.096666666666668,23.096666666666668,9.51,23.096666666666668,7.218999999999999,23.096666666666668
2021-05-03,10.0625,0.050044466,24.121666666666663,24.121666666666663,12.205,24.121666666666663,8.926,24.121666666666663
2021-05-04,17.955833333333334,0.370522439,24.368333333333336,24.368333333333336,9.739999999999998,24.368333333333336,7.154000000000001,24.368333333333336
2021-05-05,13.305,0.076151185,23.951666666666668,23.951666666666668,7.87,23.951666666666668,7.975999999999999,23.951666666666668
2021-05-06,16.451249999999998,-0.188680798,23.871666666666663,23.871666666666663,6.5,23.871666666666663,7.878,23.871666666666663
2021-05-07,17.456249999999994,0.067010015,22.58666666666667,22.58666666666667,8.66,22.58666666666667,7.406999999999999,22.58666666666667
2021-05-08,18.949583333333337,0.08727188,26.74833333333333,26.74833333333333,7.685,26.74833333333333,7.406000000000001,26.74833333333333
2021-05-09,14.90666666666666,0.046976656,20.214,20.214,5.94,20.214,5.8340000000000005,20.214
2021-05-10,19.50541666666667,-0.0183909663999999,23.063333333333333,23.063333333333333,6.404999999999999,23.063333333333333,6.147500000000001,23.063333333333333
2021-05-11,19.03916666666667,-0.027770093,22.465000000000003,22.465000000000003,6.25,22.465000000000003,5.98,22.465000000000003
2021-05-12,17.6975,-0.110050023,21.916666666666668,21.916666666666668,6.22,21.916666666666668,6.825,21.916666666666668
2021-05-13,15.164583333333338,0.201254159,21.616666666666664,21.616666666666664,34.715,21.616666666666664,6.245,21.616666666666664
2021-05-14,21.69666666666667,0.069185637,22.715,22.715,6.534999999999999,22.715,6.658000000000001,22.715
2021-05-15,10.510833333333332,-0.0238421576,21.965,21.965,5.195,21.965,6.739999999999999,21.965
2021-05-16,18.05333333333333,0.261915505,23.451666666666668,23.451666666666668,6.105,23.451666666666668,5.9510000000000005,23.451666666666668
2021-05-17,7.935416666666666,0.1703444157999999,20.725,20.725,8.415,20.725,5.006,20.725
2021-05-18,9.5425,0.0726746372,19.116666666666667,19.116666666666667,5.125,19.116666666666667,6.206,19.116666666666667
2021-05-19,8.796666666666667,0.0756080076,18.67,18.67,4.56,18.67,5.137,18.67
2021-05-20,20.37541666666667,0.0156736717999999,21.92833333333333,21.92833333333333,4.8100000000000005,21.92833333333333,6.008888888888889,21.92833333333333
2021-05-21,15.329166666666667,-0.047214542,19.404000000000003,19.404000000000003,4.465,19.404000000000003,6.467777777777778,19.404000000000003
2021-05-22,11.044166666666667,-0.006184523,20.8,20.8,4.885,20.8,6.082222222222222,20.8
2021-05-23,6.605416666666666,0.015118945,22.69333333333334,22.69333333333334,5.6850000000000005,22.69333333333334,5.307777777777777,22.69333333333334
2021-05-24,10.302083333333334,0.1441424203999999,24.77333333333333,24.77333333333333,6.755000000000001,24.77333333333333,5.222,24.77333333333333
2021-05-25,17.919166666666666,-0.106080033,27.296666666666667,27.296666666666667,7.355,27.296666666666667,6.558000000000002,27.296666666666667
2021-05-26,26.097916666666677,0.1384824826,22.183333333333334,22.183333333333334,7.505,22.183333333333334,6.141,22.183333333333334
2021-05-27,22.872916666666672,0.15012449,22.411666666666665,22.411666666666665,5.79,22.411666666666665,7.001,22.411666666666665
2021-05-28,11.734166666666663,-0.084106721,26.421666666666663,26.421666666666663,5.525,26.421666666666663,6.788000000000001,26.421666666666663
2021-05-29,7.120833333333333,-0.13148205,21.883333333333336,21.883333333333336,4.415,21.883333333333336,6.126,21.883333333333336
2021-05-30,13.76041666666667,-0.14300333,20.793333333333333,20.793333333333333,4.92,20.793333333333333,6.072,20.793333333333333
2021-05-31,11.846666666666666,-0.0910286851999999,26.21833333333333,26.21833333333333,4.925,26.21833333333333,7.241,26.21833333333333
2021-06-01,17.55,0.147376835,22.136666666666667,22.136666666666667,4.7,22.136666666666667,6.335,22.136666666666667
2021-06-02,12.35125,0.1223306464,19.06625,19.06625,5.495,19.06625,6.288,19.06625
2021-06-03,22.460416666666664,0.059999999,18.16875,18.16875,7.45,18.16875,6.858000000000001,18.16875
2021-06-04,19.475416666666668,-0.0634691422,3.76,15.619999999999996,2.42,3.76,6.485000000000001,15.619999999999996
2021-06-05,11.630833333333335,-0.0817129962,4.15,16.294444444444444,4.22,4.22,6.7090000000000005,16.294444444444444
2021-06-06,7.5595833333333315,0.045959983,5.02,18.00111111111111,5.08,5.08,6.463333333333332,18.00111111111111
2021-06-07,16.949166666666667,0.038996223,6.13,18.61,5.11,5.11,6.484999999999999,18.61
2021-06-08,6.15375,-0.075005561,6.0,21.02555555555556,5.22,5.22,8.116999999999999,21.02555555555556
2021-06-09,11.29125,-0.0487340627999999,5.62,23.98333333333333,5.04,5.04,5.261111111111111,23.98333333333333
2021-06-10,13.609999999999998,0.0623414739999999,1.14,21.85111111111111,5.06,5.06,7.680999999999999,21.85111111111111
2021-06-11,10.424166666666668,-0.3221688546,1.19,20.271111111111107,5.01,1.81,6.714,20.271111111111107
2021-06-12,6.733750000000001,0.031984434,6.31,22.15222222222222,5.1,3.65,7.718999999999999,22.15222222222222
2021-06-13,7.037083333333334,0.078031123,7.12,18.715000000000003,4.63,5.76,7.275,18.715000000000003
2021-06-14,17.38708333333333,0.228718042,6.27,19.56,5.15,5.79,7.919999999999999,19.56
2021-06-15,12.18625,-0.096932188,7.62,17.14,5.41,5.79,6.767,17.14
2021-06-16,12.180833333333334,-0.0087908178,7.18,16.473333333333333,5.0,5.88,6.119,16.473333333333333
2021-06-17,10.228333333333332,-0.189999998,6.96,14.411818181818182,5.23,5.99,6.604444444444444,14.411818181818182
2021-06-18,8.570833333333331,-0.0017252309999999,7.44,15.864545454545455,5.14,6.1,6.641111111111112,15.864545454545455
2021-06-19,9.057083333333331,0.2275411606,7.69,13.84083333333333,5.2,6.24,6.539,2.48
2021-06-20,9.76625,0.2391560704,4.64,13.779166666666669,5.08,6.29,5.851111111111111,2.4
2021-06-21,13.232916666666668,-0.031292855,5.86,13.748333333333337,5.1,6.27,6.453333333333333,2.26
2021-06-22,17.24583333333333,0.123730198,5.5,12.921666666666669,5.4,6.35,7.212999999999999,2.0
2021-06-23,10.771666666666665,-0.066086344,8.6,13.994545454545454,5.35,6.36,7.344444444444444,2.05
2021-06-24,11.14666666666667,0.0110400152,9.14,13.645454545454548,4.96,6.46,6.583000000000001,2.16
2021-06-25,13.064583333333331,-0.2588256596,3.48,12.316363636363636,5.57,6.64,7.112,2.15
2021-06-26,9.154166666666669,-0.0326585244,3.7,14.07909090909091,5.15,6.99,7.595999999999999,2.28
2021-06-27,8.563749999999999,0.1627059742,4.11,12.244545454545454,5.07,7.0,5.769,2.46
2021-06-28,10.950833333333334,-0.126082256,3.16,13.413636363636368,5.13,6.99,6.567,2.68
2021-06-29,9.657083333333334,0.244945541,3.33,13.204545454545457,5.12,7.02,7.665000000000001,2.88
2021-06-30,4.155833333333334,0.409999996,8.6,14.064545454545453,5.07,6.99,6.472,2.83
2021-07-01,5.241666666666668,0.028737493,8.5,14.546363636363637,5.18,7.08,6.231,2.82
2021-07-02,8.428749999999999,-0.3171545068,8.58,15.120833333333332,4.93,7.27,6.012,2.88
2021-07-03,7.503333333333333,0.050113384,9.08,14.225,5.32,7.34,6.101999999999999,2.95
2021-07-04,11.702083333333333,0.0596985528,9.16,18.92083333333333,5.07,7.4,4.921000000000001,2.98
2021-07-05,9.29166666666667,-0.180000007,9.52,18.901666666666667,5.18,7.43,6.975,3.04
2021-07-06,6.982500000000001,0.045150071,9.6,14.696363636363635,5.39,7.69,5.65,2.98
2021-07-07,6.260000000000001,-0.199955538,10.15,12.885,5.27,7.77,4.956666666666667,3.02
2021-07-08,10.096666666666668,0.0470070301999999,9.89,13.725384615384616,4.94,7.77,5.843333333333334,3.11
2021-07-09,7.1604166666666655,0.439766556,5.58,12.052857142857144,5.55,7.71,5.1240000000000006,3.22
2021-07-10,5.762083333333334,-0.1079918608,6.93,11.674285714285714,5.15,7.74,5.264000000000001,3.19
2021-07-11,6.406666666666666,-0.0645739801999999,3.42,11.851666666666668,5.26,7.86,4.843999999999999,3.32
2021-07-12,8.951666666666666,0.1491373042,3.65,11.84846153846154,5.04,7.84,5.308,3.42
2021-07-13,9.9475,0.0081646337999999,6.3,10.955714285714285,5.21,7.93,6.105,3.51
2021-07-14,8.924999999999999,0.0188195691999999,7.57,10.981428571428571,5.2,7.76,6.057,3.55
2021-07-15,8.961250000000001,0.479999989,4.75,8.869285714285715,5.19,7.7,6.062,3.14
2021-07-16,12.194583333333334,0.280000001,3.84,9.07,5.2,7.93,7.055,3.16
2021-07-17,10.555833333333332,0.042317152,3.89,9.546428571428573,5.52,8.28,6.983,3.19
2021-07-18,5.1554166666666665,0.0979363515999999,3.95,8.839285714285714,5.12,8.43,4.946000000000001,3.18
2021-07-19,10.612083333333334,0.2748640354,3.87,9.104285714285714,5.13,8.42,5.200000000000001,3.39
2021-07-20,9.66375,-0.0634228824,3.93,9.36,5.3,8.5,5.784444444444445,3.41
2021-07-21,15.85,-0.560111891,4.01,10.027857142857146,4.97,8.65,5.415555555555556,3.45
2021-07-22,15.15041666666667,0.0029404491999999,3.89,9.205,5.17,8.73,6.747777777777777,3.57
