date,open_NO2,sate_NO2,"Palayam, Kozhikode - Kerala PCB"
2021-02-26,9.560416666666669,3141980000000000.0,22.66
2021-02-27,9.847916666666665,3995230000000000.0,27.63
2021-02-28,18.074583333333333,3937740000000000.0,18.91
2021-03-01,12.652499999999998,2810258000000000.0,20.8
2021-03-02,11.391666666666666,3553370000000000.0,13.41
2021-03-03,13.788333333333334,3317552000000000.0,21.0
2021-03-04,21.155416666666667,3564310000000000.0,27.02
2021-03-05,12.35,2754460000000000.0,29.47
2021-03-06,7.308750000000002,3289670000000000.0,26.32
2021-03-07,8.466666666666667,3063280000000000.0,20.37
2021-03-08,17.948333333333334,1441030000000000.0,24.12
2021-03-09,14.969583333333334,3689480000000000.0,23.3
2021-03-10,11.644166666666663,3079902000000000.0,21.99
2021-03-11,15.520416666666668,4003990000000000.0,20.69
2021-03-12,15.445,3920660000000000.0,19.82
2021-03-13,10.035,3863780000000000.0,19.62
2021-03-14,11.15,3775390000000000.0,18.89
2021-03-15,8.1,5320900000000000.0,20.17
2021-03-16,14.29875,3103980000000000.0,19.7
2021-03-17,16.691666666666663,2524126000000000.0,20.26
2021-03-18,13.505,3333210000000000.0,20.13
2021-03-19,11.019166666666663,2518294000000000.0,20.02
2021-03-20,10.952916666666669,3297720000000000.0,20.27
2021-03-21,14.454166666666666,2603670000000000.0,18.73
2021-03-22,12.733333333333334,3223850000000000.0,22.72
2021-03-23,14.927083333333336,2724710000000000.0,19.53
2021-03-24,12.574166666666663,3325180000000000.0,18.51
2021-03-25,16.88291666666667,3721110000000000.0,20.8
2021-03-26,28.508750000000003,2543976000000000.0,19.68
2021-03-27,13.187500000000002,3349770000000000.0,21.39
2021-03-28,9.16125,3274650000000000.0,20.42
2021-03-29,12.612083333333336,3409170000000000.0,22.76
2021-03-30,9.354166666666664,3161710000000000.0,24.05
2021-03-31,6.5683333333333325,3518980000000000.0,19.2
2021-04-01,7.537083333333334,3112010000000000.0,18.86
2021-04-02,8.320000000000002,3045698000000000.0,16.95
2021-04-03,6.122083333333335,2640020000000000.0,16.38
2021-04-04,3.8091666666666666,2614306000000000.0,15.39
2021-04-05,6.528750000000001,4051720000000000.0,17.64
2021-04-06,18.48375,2520840000000000.0,16.68
2021-04-07,17.028749999999995,3820920000000000.0,19.69
2021-04-08,18.236666666666668,4541410000000000.0,25.26
2021-04-09,16.602916666666662,1999330000000000.0,17.63
2021-04-10,10.510416666666666,3428820000000000.0,19.07
2021-04-11,17.789166666666663,3075172000000000.0,17.66
2021-04-12,33.37,2458184000000000.0,21.24
2021-04-13,35.536666666666655,3019700000000000.0,20.96
2021-04-14,29.55208333333333,3322290000000000.0,15.36
2021-04-15,42.490833333333335,3636010000000000.0,16.78
2021-04-16,34.730416666666656,3717370000000000.0,18.12
2021-04-17,13.324166666666668,3658730000000000.0,20.35
2021-04-18,18.995833333333334,3565148000000000.0,16.35
2021-04-19,10.719166666666666,3060550000000000.0,12.25
2021-04-20,23.392083333333336,2745350000000000.0,23.4
2021-04-21,18.050833333333333,3614420000000000.0,20.66
2021-04-22,29.56833333333333,2756990000000000.0,14.78
2021-04-23,21.839166666666667,3089970000000000.0,15.77
2021-04-24,22.530416666666667,2945190000000000.0,12.96
2021-04-25,27.546666666666667,1837660000000000.0,11.84
2021-04-26,31.951666666666657,2939490000000000.0,19.22
2021-04-27,30.454166666666666,2989528000000000.0,18.77
2021-04-28,22.242916666666662,2926370000000000.0,17.21
2021-04-29,13.195833333333333,4135540000000000.0,16.29
2021-04-30,16.14833333333333,3187250000000000.0,16.63
2021-05-01,12.784999999999998,3117510000000000.0,13.92
2021-05-02,19.90666666666667,3058880000000000.0,12.06
2021-05-03,23.113333333333333,3078970000000000.0,17.95
2021-05-04,36.836666666666666,3226642000000000.0,14.55
2021-05-05,26.293750000000003,3233230000000000.0,12.85
2021-05-06,24.44083333333333,2871824000000000.0,9.94
2021-05-07,30.85333333333333,2591890000000000.0,15.44
2021-05-08,14.793750000000005,3164330000000000.0,9.94
2021-05-09,23.865833333333335,3306820000000000.0,10.03
2021-05-10,22.890833333333337,3698080000000000.0,10.28
2021-05-11,22.987916666666667,3281240000000000.0,9.16
2021-05-12,18.68,2838812000000000.0,9.34
2021-05-13,11.69625,3175346000000000.0,8.95
2021-05-14,6.140000000000001,2837978000000000.0,7.04
2021-05-15,2.074583333333333,2509952000000000.0,8.31
2021-05-16,7.759166666666666,2965942000000000.0,7.59
2021-05-17,9.964583333333334,2007118000000000.0,6.26
2021-05-18,8.688333333333336,2882030000000000.0,8.54
2021-05-19,11.65541666666667,2710356000000000.0,5.3
2021-05-20,20.132083333333338,2709686000000000.0,5.88
2021-05-21,13.347916666666668,2599030000000000.0,6.59
2021-05-22,15.37625,1757348000000000.0,6.92
2021-05-23,16.213749999999997,3106530000000000.0,7.55
2021-05-24,6.4325,2706000000000000.0,8.05
2021-05-25,5.490416666666667,3300950000000000.0,6.72
2021-05-26,7.937916666666669,3097530000000000.0,9.54
2021-05-27,8.717083333333333,3069020000000000.0,8.83
2021-05-28,5.565833333333333,2571880000000000.0,6.94
2021-05-29,9.099999999999998,2885946000000000.0,7.07
2021-05-30,7.365833333333335,2539900000000000.0,5.84
2021-05-31,13.012083333333331,2230150000000000.0,7.2
2021-06-01,18.07958333333334,2264870000000000.0,6.7
2021-06-02,24.812916666666663,3099710000000000.0,7.62
2021-06-03,16.47,2991490000000000.0,6.88
2021-06-04,22.920416666666668,2553010000000000.0,7.63
2021-06-05,10.178333333333333,3018050000000000.0,5.77
2021-06-06,24.455416666666665,2634960000000000.0,8.17
2021-06-07,8.43875,2897576000000000.0,11.71
2021-06-08,13.1825,2926740000000000.0,7.11
2021-06-09,11.670833333333333,2745490000000000.0,7.33
2021-06-10,15.96708333333333,3637910000000000.0,5.51
2021-06-11,11.530833333333334,2806352000000000.0,9.69
2021-06-12,3.509583333333334,2498618000000000.0,5.5
2021-06-13,4.449166666666668,2746396000000000.0,4.77
2021-06-14,2.7133333333333334,2685284000000000.0,8.04
2021-06-15,3.430416666666666,2887126000000000.0,5.66
2021-06-16,6.141250000000002,1810394000000000.0,7.06
2021-06-17,8.353333333333333,2535870000000000.0,5.61
2021-06-18,16.337500000000002,2710966000000000.0,7.63
2021-06-19,11.314166666666669,4222870000000000.0,7.19
2021-06-20,6.07,3603930000000000.0,5.36
2021-06-21,4.76875,2862144000000000.0,10.74
2021-06-22,5.126666666666666,2647290000000000.0,8.81
2021-06-23,8.057083333333333,2971740000000000.0,8.42
2021-06-24,6.960833333333333,3052728000000000.0,7.22
2021-06-25,5.342500000000001,2452120000000000.0,7.49
2021-06-26,5.889583333333333,2737670000000000.0,5.45
2021-06-27,6.004999999999999,2776650000000000.0,5.64
2021-06-28,11.997083333333334,1255110000000000.0,11.01
2021-06-29,12.75208333333333,2822940000000000.0,9.28
2021-06-30,5.181666666666666,3272648000000000.0,8.47
2021-07-01,8.4,3302672000000000.0,6.66
2021-07-02,16.475833333333334,2974030000000000.0,7.87
2021-07-03,4.427083333333333,3083930000000000.0,6.14
2021-07-04,4.220833333333332,3887520000000000.0,6.2
2021-07-05,4.71125,2780560000000000.0,8.44
2021-07-06,7.08125,3369250000000000.0,7.63
2021-07-07,8.240833333333333,3016074000000000.0,8.93
2021-07-08,5.218750000000001,2908050000000000.0,8.3
2021-07-09,3.160833333333334,1731882000000000.0,8.72
2021-07-10,3.0350000000000006,2789616000000000.0,7.37
2021-07-11,4.195833333333334,3077978000000000.0,6.14
2021-07-12,4.629583333333334,2585648000000000.0,7.79
2021-07-13,4.9504166666666665,2385550000000000.0,7.83
2021-07-14,7.275000000000001,1432930000000000.0,6.62
2021-07-15,10.035833333333333,2419728000000000.0,5.6
2021-07-16,7.498333333333332,2635158000000000.0,9.33
2021-07-17,4.584583333333332,3164530000000000.0,7.49
2021-07-18,4.2820833333333335,2387164000000000.0,8.75
2021-07-19,6.486666666666668,3137190000000000.0,8.81
2021-07-20,4.239166666666666,4164590000000000.0,8.76
2021-07-21,2.7887500000000003,2360884000000000.0,6.55
2021-07-22,2.86,2707770000000000.0,6.27
2021-07-23,7.897499999999997,3208850000000000.0,6.5
2021-07-24,2.15625,3151280000000000.0,5.89
2021-07-25,3.8129166666666654,3182278000000000.0,4.49
2021-07-26,5.13375,2834400000000000.0,7.3
2021-07-27,5.427916666666667,2711750000000000.0,8.35
2021-07-28,9.102916666666667,3038050000000000.0,7.97
2021-07-29,8.002083333333333,2564918000000000.0,8.0
2021-07-30,7.223333333333332,1342960000000000.0,8.02
2021-07-31,4.209583333333333,2588790000000000.0,5.97
2021-08-01,4.392083333333333,2717780000000000.0,18.67
2021-08-02,6.5633333333333335,2919504000000000.0,8.67
2021-08-03,5.039583333333333,2725350000000000.0,7.66
2021-08-04,5.185833333333333,2178630000000000.0,6.47
2021-08-05,3.3666666666666667,2687670000000000.0,4.97
2021-08-06,3.020416666666667,2564590000000000.0,5.6
2021-08-07,3.590416666666666,1799878000000000.0,6.04
2021-08-08,8.110416666666667,2663678000000000.0,5.57
2021-08-09,7.3066666666666675,3355150000000000.0,7.22
2021-08-10,4.915416666666668,2762980000000000.0,8.48
2021-08-11,4.2333333333333325,2880556000000000.0,7.08
2021-08-12,5.962916666666665,3302240000000000.0,7.87
2021-08-13,3.9683333333333337,2572752000000000.0,7.54
2021-08-14,4.207083333333334,2756610000000000.0,6.57
2021-08-15,3.619166666666667,2074570000000000.0,7.02
2021-08-16,5.985833333333336,2777650000000000.0,7.17
2021-08-17,7.558333333333334,2948042000000000.0,8.51
2021-08-18,9.49791666666667,3115534000000000.0,7.85
2021-08-19,13.05125,2593540000000000.0,9.31
2021-08-20,7.311666666666667,3577680000000000.0,6.98
2021-08-21,10.197083333333332,2865340000000000.0,6.3
2021-08-22,14.750416666666665,3883310000000000.0,6.32
2021-08-23,14.275416666666665,3400220000000000.0,6.64
2021-08-24,11.025833333333336,2834976000000000.0,6.09
2021-08-25,14.511666666666668,2358120000000000.0,8.17
2021-08-26,9.996250000000002,2852342000000000.0,6.43
2021-08-27,4.567083333333334,2443572000000000.0,5.16
2021-08-28,4.960833333333333,2514160000000000.0,6.09
2021-08-29,10.027083333333332,3429586000000000.0,6.88
2021-08-30,13.6875,1767860000000000.0,9.03
2021-08-31,7.389166666666668,2416140000000000.0,8.8
2021-09-01,6.927916666666669,2361730000000000.0,7.15
2021-09-02,7.542500000000001,2691938000000000.0,9.42
2021-09-03,11.18,2517282000000000.0,6.6
2021-09-04,5.069583333333333,2258380000000000.0,7.38
2021-09-05,4.2108333333333325,2745018000000000.0,4.5
2021-09-06,7.672916666666668,3395440000000000.0,5.33
2021-09-07,7.691249999999999,4769440000000000.0,7.21
2021-09-08,11.51291666666667,2937080000000000.0,5.29
2021-09-09,7.862083333333335,2944922000000000.0,4.63
2021-09-10,6.280416666666667,3491470000000000.0,5.92
2021-09-11,7.536666666666666,2984174000000000.0,4.79
2021-09-12,3.78875,2774666000000000.0,5.65
2021-09-13,3.973333333333334,3350590000000000.0,4.16
2021-09-14,8.125000000000002,3157644000000000.0,4.76
2021-09-15,15.74125,2610090000000000.0,5.94
2021-09-16,10.83375,2083390000000000.0,5.77
2021-09-17,6.289583333333332,2847900000000000.0,7.56
2021-09-18,5.617916666666666,2780706000000000.0,5.83
2021-09-19,4.725416666666667,2737470000000000.0,8.53
2021-09-20,6.672916666666666,2890920000000000.0,9.65
2021-09-21,5.908333333333331,2876410000000000.0,6.71
2021-09-22,5.032499999999999,2462740000000000.0,7.29
2021-09-23,4.83125,2511270000000000.0,8.57
2021-09-24,4.816666666666668,3142770000000000.0,8.67
2021-09-25,4.758750000000002,2196174000000000.0,8.07
2021-09-26,5.515416666666668,1952270000000000.0,6.67
2021-09-27,6.037499999999999,2560514000000000.0,4.08
2021-09-28,12.225416666666668,2599140000000000.0,6.63
2021-09-29,15.933333333333332,2919170000000000.0,6.28
2021-09-30,7.892499999999999,2511240000000000.0,6.58
2021-10-01,10.674166666666666,2987220000000000.0,5.69
2021-10-02,11.923749999999998,4195120000000000.0,9.51
2021-10-03,13.367083333333332,3558410000000000.0,7.81
2021-10-04,18.31125,2909480000000000.0,8.68
2021-10-05,40.06458333333334,2839560000000000.0,6.12
2021-10-06,12.688333333333333,3778090000000000.0,11.73
2021-10-07,10.457083333333337,4277940000000000.0,11.11
2021-10-08,10.068333333333332,2950838000000000.0,8.2
2021-10-09,14.659166666666666,2677310000000000.0,6.63
2021-10-10,18.80125,2920924000000000.0,1.83
2021-10-11,11.85125,2641584000000000.0,8.56
2021-10-12,11.65458333333333,2346578000000000.0,3.55
2021-10-13,16.889166666666664,3035194000000000.0,7.08
2021-10-14,13.25625,2978702000000000.0,6.89
2021-10-15,11.892083333333334,3412190000000000.0,12.13
2021-10-16,15.324583333333337,2829868000000000.0,8.5
2021-10-17,22.801666666666662,2444370000000000.0,9.54
2021-10-18,23.17291666666667,1997440000000000.0,16.69
2021-10-19,18.217916666666667,3180120000000000.0,17.28
2021-10-20,26.690416666666668,2431964000000000.0,19.04
2021-10-21,21.02875,2964230000000000.0,16.73
2021-10-22,20.540000000000003,3779010000000000.0,20.39
2021-10-23,13.58125,3842780000000000.0,19.4
2021-10-24,26.48958333333333,2239350000000000.0,16.11
2021-10-25,20.77083333333333,3555940000000000.0,15.48
2021-10-26,26.26166666666667,3342860000000000.0,16.69
2021-10-27,18.375416666666663,2713938000000000.0,13.19
2021-10-28,41.14541666666666,2802290000000000.0,19.62
2021-10-29,34.31875,3116862000000000.0,16.59
2021-10-30,30.67833333333333,2920984000000000.0,17.26
2021-10-31,20.20375,2411424200000000.0,12.4
2021-11-01,35.722500000000004,3113284000000000.0,10.08
2021-11-02,30.410833333333333,2813616000000000.0,15.58
2021-11-03,30.480833333333333,2429402000000000.0,11.07
2021-11-04,17.778333333333332,2327970000000000.0,11.56
2021-11-05,19.534583333333337,2992720000000000.0,10.48
2021-11-06,31.3875,2664100000000000.0,12.55
2021-11-07,34.86880000000001,4083900000000000.0,8.72
2021-11-08,35.92958333333334,2980780000000000.0,7.45
2021-11-09,63.191249999999975,2374946000000000.0,11.05
2021-11-10,37.78833333333333,2781196000000000.0,18.09
2021-11-11,10.884166666666664,2776280000000000.0,25.03
2021-11-12,34.60041666666667,3220182000000000.0,20.89
2021-11-13,8.985000000000001,2817184000000000.0,22.58
2021-11-14,13.234583333333331,2093514000000000.0,15.51
2021-11-15,9.162083333333332,3107102000000000.0,15.72
2021-11-16,12.008333333333333,2561460200000000.0,14.57
2021-11-17,31.512500000000003,3127894000000000.0,18.72
2021-11-18,10.242083333333332,2502314000000000.0,12.89
2021-11-19,8.909166666666666,3451388000000000.0,13.9
2021-11-20,22.50208333333333,2845720000000000.0,12.94
2021-11-21,28.357916666666664,2652842000000000.0,13.33
2021-11-22,17.107916666666664,3081210000000000.0,12.05
2021-11-23,29.431249999999995,1532440000000000.0,12.48
2021-11-24,24.295416666666668,3114695800000000.0,14.9
2021-11-25,36.02916666666668,3143098000000000.0,10.94
2021-11-26,42.51875,2984796000000000.0,15.49
2021-11-27,16.675416666666674,2539950000000000.0,23.93
2021-11-28,19.23583333333333,2814662000000000.0,20.85
2021-11-29,30.01666666666668,3152232000000000.0,15.88
2021-11-30,21.75666666666666,2611878000000000.0,15.21
2021-12-01,17.04,3374640000000000.0,16.58
2021-12-02,34.687083333333334,3350840000000000.0,14.95
2021-12-03,33.26541666666666,3289906000000000.0,10.06
2021-12-04,35.323750000000004,3219190000000000.0,10.77
2021-12-05,14.217916666666666,3650426000000000.0,3.33
2021-12-06,30.894583333333333,4062650000000000.0,26.23
2021-12-07,31.427916666666665,2702370000000000.0,18.63
2021-12-08,28.732500000000005,3424570000000000.0,26.45
2021-12-09,28.202916666666656,3140820000000000.0,27.54
2021-12-10,23.29083333333333,3648670000000000.0,21.67
2021-12-11,14.75875,3856050000000000.0,22.02
2021-12-12,23.40083333333333,2337304000000000.0,20.46
2021-12-13,18.32583333333334,2138520000000000.0,21.31
2021-12-14,30.984583333333333,3334520000000000.0,19.38
2021-12-15,27.995833333333326,3094640000000000.0,22.56
2021-12-16,22.945833333333336,2676422000000000.0,24.25
2021-12-17,16.75083333333333,3348070000000000.0,28.11
2021-12-18,12.684166666666668,3738540000000000.0,33.26
2021-12-19,14.700833333333335,2775940000000000.0,30.71
2021-12-20,23.238333333333333,3922420000000000.0,31.7
2021-12-21,12.870416666666666,2869474000000000.0,33.71
2021-12-22,21.05333333333333,3481120000000000.0,29.65
2021-12-23,20.363333333333333,2873068000000000.0,30.37
2021-12-24,11.666666666666666,3385140000000000.0,31.87
2021-12-25,11.874166666666667,3788250000000000.0,30.1
2021-12-26,14.904166666666669,4089470000000000.0,27.86
2021-12-27,10.756666666666666,3972490000000000.0,30.04
2021-12-28,12.878333333333332,2931534000000000.0,29.21
2021-12-29,13.591666666666663,2431470000000000.0,27.25
2021-12-30,15.842083333333337,2828474000000000.0,27.41
2021-12-31,12.102916666666664,3924980000000000.0,25.39
