date,open_SO2,sate_SO2,"GVM Corporation, Visakhapatnam - APPCB"
2021-01-20,68.62916666666668,-0.1543840566,10.05
2021-01-21,34.572500000000005,-0.075812057,16.81
2021-01-22,16.168333333333337,-0.172864184,15.29
2021-01-23,62.01875,0.0937159284,14.67
2021-01-24,85.30166666666668,0.083473988,16.04
2021-01-25,86.38708333333334,0.0884190206,15.95
2021-01-26,47.773,-0.106666662,17.02
2021-01-27,12.277499999999998,0.1692108272,16.06
2021-01-28,19.386666666666667,0.1931308447999999,12.5
2021-01-29,53.03874999999999,0.161077693,16.55
2021-01-30,43.86958333333333,0.073367596,13.99
2021-01-31,12.318749999999996,-0.099969044,17.44
2021-02-01,12.88541666666667,-0.0497426807999999,16.38
2021-02-02,21.501666666666665,0.139396697,17.24
2021-02-03,34.357083333333335,-0.0348365246,11.61
2021-02-04,45.15500000000001,0.383128166,10.73
2021-02-05,38.75333333333334,0.096016378,7.01
2021-02-06,22.848749999999995,-0.029229688,9.16
2021-02-07,7.139583333333333,0.185384005,9.58
2021-02-08,26.496666666666663,-0.0519872767999999,12.36
2021-02-09,68.71958333333333,0.154595435,13.77
2021-02-10,90.51291666666668,0.0224911326,11.33
2021-02-11,74.56625000000001,0.260671824,11.14
2021-02-12,88.80416666666666,0.2138338372,10.7
2021-02-13,81.96,-0.028616132,14.68
2021-02-14,59.15541666666668,0.051584389,11.36
2021-02-15,70.44625,0.023515157,11.96
2021-02-16,54.61208333333334,0.210909903,10.51
2021-02-17,21.08125,0.096817226,13.15
2021-02-18,10.951666666666668,-0.005650871,13.64
2021-02-19,11.48875,0.2399108345999999,14.35
2021-02-20,4.640833333333334,0.3120555586,13.94
2021-02-21,5.975416666666667,0.0977106484,14.28
2021-02-22,54.384166666666665,0.252930611,12.83
2021-02-23,82.30041666666666,0.274017751,11.21
2021-02-24,55.32541666666668,0.0212844971999999,9.89
2021-02-25,52.32333333333332,0.15145722,11.79
2021-02-26,53.58875,0.1180038072,11.14
2021-02-27,51.806666666666665,0.350896955,10.2
2021-02-28,46.97875,0.1597136229999999,11.69
2021-03-01,44.59458333333333,0.132820979,10.56
2021-03-02,53.54666666666666,0.125824124,9.93
2021-03-03,48.059583333333336,0.173015222,13.53
2021-03-04,51.8175,0.18948935,10.12
2021-03-05,42.55833333333333,0.2089599176,11.84
2021-03-06,38.634166666666665,0.160258219,6.45
2021-03-07,49.24958333333333,0.0148595166,8.39
2021-03-08,60.227083333333326,-0.203789636,8.53
2021-03-09,51.66833333333332,0.0248437232,8.01
2021-03-10,51.46916666666667,0.201597169,8.79
2021-03-11,54.69791666666666,0.031830609,7.37
2021-03-12,44.03333333333334,0.0478622986,8.45
2021-03-13,29.20625,0.078272216,7.86
2021-03-14,47.27130434782609,0.0803584416,9.45
2021-03-15,76.41458333333331,-0.088067919,10.44
2021-03-16,60.23875,0.0588579896,7.92
2021-03-17,55.86208333333334,-0.068907216,7.41
2021-03-18,42.28666666666667,-0.005892054,8.32
2021-03-19,47.53458333333333,-0.028528523,8.12
2021-03-20,39.95791666666666,-0.028424226,7.29
2021-03-21,42.1975,-0.100113876,8.59
2021-03-22,46.13875,0.195253238,8.74
2021-03-23,38.68083333333334,0.2602510632,9.51
2021-03-24,47.81791666666667,0.436881155,7.21
2021-03-25,38.9575,0.279762894,8.96
2021-03-26,40.47749999999999,-0.0076139,8.76
2021-03-27,31.920416666666664,0.082604528,4.86
2021-03-28,43.8,0.100714244,3.93
2021-03-29,46.26333333333334,-0.107739553,7.97
2021-03-30,45.41958333333333,0.06805384988578553,5.32
2021-03-31,46.92958333333333,0.400421262,12.89
2021-04-01,46.5725,0.0514048196,16.08
2021-04-02,21.895416666666662,-0.277213186,32.43
2021-04-03,53.59625,0.018791365,31.27
2021-04-04,51.25083333333333,0.019227276,11.21
2021-04-05,46.76875,0.276573151,13.71
2021-04-06,49.81041666666668,-0.060244586,13.03
2021-04-07,44.137916666666655,0.146454856,11.42
2021-04-08,45.41791666666666,0.0511075941999999,13.95
2021-04-09,60.37916666666667,0.0140669585999999,14.5
2021-04-10,46.01041666666666,-0.135077909,13.5
2021-04-11,54.153333333333336,0.020820761,13.96
2021-04-12,60.01291666666668,-0.02604096,13.72
2021-04-13,61.333333333333336,0.022391386,13.31
2021-04-14,65.84916666666668,0.072537512,12.7
2021-04-15,73.65166666666667,0.07312027,14.39
2021-04-16,57.37583333333333,0.952202141,13.88
2021-04-17,38.92708333333333,0.0664791617999999,14.44
2021-04-18,42.45875,0.150110051,15.74
2021-04-19,47.03791666666666,0.047100414,14.26
2021-04-20,50.44708333333335,1.08505976,9.01
2021-04-21,53.625,0.127853304,11.41
2021-04-22,55.29416666666668,0.033534352,12.78
2021-04-23,52.32375000000001,0.146535754,13.5
2021-04-24,42.157916666666665,0.2220232983999999,9.69
2021-04-25,39.26708333333334,0.010115147,13.87
2021-04-26,46.532083333333325,0.156580403,13.9
2021-04-27,46.68083333333334,0.280704379,13.37
2021-04-28,42.270833333333336,0.101991519,13.96
2021-04-29,43.31374999999999,0.108106367,13.97
2021-04-30,41.24166666666667,0.203637972,13.94
2021-05-01,42.865833333333335,0.0366049772,11.22
2021-05-02,48.335,0.125068948,11.49
2021-05-03,59.60958333333332,-0.0371199786,12.04
2021-05-04,55.18458333333334,0.038391937,10.52
2021-05-05,55.49208333333333,-0.051022418,12.36
2021-05-06,64.22916666666669,-0.225424066,13.16
2021-05-07,57.426666666666655,0.011835286,14.51
2021-05-08,41.89374999999999,0.022580922,13.88
2021-05-09,53.68458333333333,-0.082148604,13.6
2021-05-10,53.90249999999998,-0.0259141512,13.97
2021-05-11,50.862916666666656,0.319999993,11.98
2021-05-12,43.96874999999999,0.064913631,12.99
2021-05-13,45.05166666666668,0.007763765,11.53
2021-05-14,44.64458333333334,-0.047013562,11.52
2021-05-15,15.580416666666666,-0.087816745,13.4
2021-05-16,49.015416666666674,-0.081715509,14.12
2021-05-17,55.39333333333334,-0.0736879096,12.51
2021-05-18,51.53833333333333,0.056639317,12.78
2021-05-19,44.495,-0.0258889688,12.05
2021-05-20,43.29874999999999,0.179986447,11.86
2021-05-21,60.47916666666666,0.112283573,12.36
2021-05-22,63.40083333333335,0.019871742,11.15
2021-05-23,49.2325,0.023230348,11.19
2021-05-24,40.54291666666668,0.0224175338,8.38
2021-05-25,67.03625,-0.0189270642,10.65
2021-05-26,51.599583333333335,-0.0673140146,12.53
2021-05-27,56.14708333333334,-0.03998575,10.64
2021-05-28,31.047916666666666,-0.219999999,27.87
2021-05-29,32.48375,0.150669605,11.43
2021-05-30,35.32666666666667,0.026267849,11.82
2021-05-31,38.68375,0.2098519564,12.45
2021-06-01,44.73416666666666,0.026474437,10.63
2021-06-02,64.29375,0.0937017967999999,11.64
2021-06-03,63.63958333333333,0.174310684,13.29
2021-06-04,53.30583333333334,0.0077119447999999,12.94
2021-06-05,43.29333333333333,-0.071038313,12.02
2021-06-06,43.68041666666667,0.037380308,14.09
2021-06-07,49.442083333333336,0.08517646,12.84
2021-06-08,50.26749999999999,0.023820777,13.39
2021-06-09,49.27333333333333,0.238126963,12.53
2021-06-10,65.24749999999999,0.0693671596,13.03
2021-06-11,61.07500000000001,-0.014956534,10.64
2021-06-12,50.04916666666667,0.0866623418,9.48
2021-06-13,51.08041666666666,-0.0591228574,2.11
2021-06-14,63.381250000000016,0.0505065581999999,2.95
2021-06-15,55.63166666666667,-0.0037769166,7.21
2021-06-16,53.804166666666674,-0.00127077,9.73
2021-06-17,53.54666666666668,-0.0526783699999999,9.17
2021-06-18,51.14083333333334,0.0641978872,9.9
2021-06-19,39.99541666666666,0.0537428522,9.58
2021-06-20,41.7925,0.1615059197999999,9.91
2021-06-21,50.27791666666666,0.220039338,8.54
2021-06-22,48.975,0.1144424292,7.86
2021-06-23,49.76999999999999,-0.0564785442,4.86
2021-06-24,59.14791666666667,-0.114841163,8.67
2021-06-25,69.02208333333333,0.340421915,10.77
2021-06-26,76.70166666666665,0.0216016757999999,7.04
2021-06-27,50.73416666666666,-0.0080957078,8.99
2021-06-28,60.259583333333325,0.116795033,9.92
2021-06-29,48.13125,0.0445658672,10.55
2021-06-30,51.41875000000001,0.137847006,9.72
2021-07-01,58.29333333333333,0.05899423,9.53
2021-07-02,50.48624999999999,0.0343631616,9.3
2021-07-03,52.45333333333332,0.012529818,10.36
2021-07-04,64.63208333333333,0.0365087826,9.57
2021-07-05,76.79124999999999,0.030100718,10.27
2021-07-06,60.897083333333335,0.0112564422,8.79
2021-07-07,65.84458333333333,0.1384912928,7.4
2021-07-08,75.99625,0.070628552,8.78
2021-07-09,62.76458333333333,0.004949434,6.3
2021-07-10,84.05291666666666,0.022409832,8.9
2021-07-11,34.47625000000001,-0.105194643,10.79
2021-07-12,35.73791666666666,0.080490655,12.4
2021-07-13,82.19625,-0.0687805621999999,11.02
2021-07-14,63.678333333333335,0.1257504732,11.79
2021-07-15,50.75375,-0.1037051645999999,10.26
2021-07-16,58.4125,0.092931986,10.56
2021-07-17,48.69749999999999,0.074379079,10.53
2021-07-18,57.08124999999999,0.026225479,11.47
2021-07-19,67.25541666666668,0.165190712,10.02
2021-07-20,75.81708333333333,0.0632546436,11.46
2021-07-21,62.38708333333333,0.170164597,9.3
2021-07-22,59.54541666666665,0.1074328827999999,10.44
2021-07-23,48.250416666666666,0.0873130596,10.23
2021-07-24,41.02833333333333,0.239999995,11.67
2021-07-25,42.14041666666667,0.178725436,10.5
2021-07-26,53.84458333333333,-0.0250321943999999,10.5
2021-07-27,59.48458333333332,0.151617751,9.93
2021-07-28,72.95666666666665,-0.035012752,9.4
2021-07-29,68.62541666666668,0.0338710276,10.13
2021-07-30,58.23541666666666,0.0887871282,9.12
2021-07-31,45.73833333333334,0.0534734318,10.36
2021-08-01,47.58416666666667,0.036424462,10.35
2021-08-02,57.836666666666666,0.06109871,8.33
2021-08-03,72.84708333333332,-0.078800164,7.4
2021-08-04,65.665,0.088720359,9.28
2021-08-05,56.31208333333334,-0.0085155831999999,14.43
2021-08-06,48.73750000000001,0.153886244,11.84
2021-08-07,46.53208333333333,0.0249107511999999,14.65
2021-08-08,48.51791666666668,0.0753977774,13.32
2021-08-09,52.85041666666666,-0.000123692,16.51
2021-08-10,64.37416666666667,0.239808336,15.71
2021-08-11,73.57291666666667,0.038647242,12.82
2021-08-12,108.86958333333337,0.030631302,14.91
2021-08-13,181.23833333333332,-0.025169624,14.32
2021-08-14,122.60666666666668,0.1323424848,16.9
2021-08-15,102.59958333333334,0.065652662,16.11
2021-08-16,144.87958333333333,-0.0701674266,12.64
2021-08-17,59.1875,-0.0106367116,12.98
2021-08-18,54.33958333333334,0.1411927746,17.38
2021-08-19,56.90416666666668,0.2011698402,14.12
2021-08-20,62.982916666666654,0.0646751499999999,12.87
2021-08-21,56.405,0.077749467,15.13
2021-08-22,52.53083333333333,0.149490595,15.99
2021-08-23,61.075416666666655,0.0408212976,16.9
2021-08-24,58.17500000000001,0.1576830148,15.03
2021-08-25,66.0225,0.012457876,16.11
2021-08-26,85.35416666666669,0.0694926224,11.95
2021-08-27,146.37,0.0081689986,12.29
2021-08-28,79.19666666666667,0.0387902783999999,14.49
2021-08-29,71.38666666666667,0.0833519691999999,14.72
2021-08-30,31.21333333333333,0.076357051,13.61
2021-08-31,85.51333333333334,-0.0291693835999999,14.94
2021-09-01,97.5625,0.1380534124,13.95
2021-09-02,105.525,-0.079716101,16.37
2021-09-03,121.41375,0.100820929,15.94
2021-09-04,79.31541666666668,0.03268325,16.42
2021-09-05,58.048333333333325,0.0945565172,18.12
2021-09-06,90.9179166666667,0.0299195157999999,15.78
2021-09-07,51.71874999999999,0.0111370601999999,15.74
2021-09-08,62.02916666666667,0.1324678616,13.66
2021-09-09,100.99041666666665,0.0787601652,14.43
2021-09-10,145.8729166666667,0.0996927034,15.31
2021-09-11,60.22124999999999,-0.0524731274,15.5
2021-09-12,56.48541666666667,-0.0043244883999999,16.65
2021-09-13,53.625416666666666,0.1335314095999999,16.36
2021-09-14,50.74458333333334,-0.0140696711999999,17.32
2021-09-15,61.314166666666665,0.0507453986,15.07
2021-09-16,78.99625000000002,0.0856720548,13.29
2021-09-17,79.33458333333334,0.064955965,14.7
2021-09-18,74.12916666666666,0.1863013142,11.24
2021-09-19,102.04416666666668,0.013997363,17.25
2021-09-20,114.95708333333332,0.112480238,10.61
2021-09-21,86.66458333333333,0.1277349884,14.66
2021-09-22,76.155,0.0543165885999999,15.58
2021-09-23,91.39416666666666,-0.0167431366,16.34
2021-09-24,109.55416666666665,0.1676604789999999,16.06
2021-09-25,133.51541666666668,0.0899637874,15.29
2021-09-26,91.63125,0.0941224532,8.65
2021-09-27,54.7475,0.069921869,15.28
2021-09-28,91.07625,-0.200000003,9.9
2021-09-29,114.50124999999998,0.131784678,8.32
2021-09-30,51.17833333333332,-0.001633861,10.11
2021-10-01,44.28625,0.0626472951999999,11.86
2021-10-02,85.27499999999999,0.230180338,14.17
2021-10-03,88.32541666666667,-0.0872816604,14.09
2021-10-04,118.51458333333336,0.311553627,9.16
2021-10-05,19.704999999999995,0.020828569,9.8
2021-10-06,45.71750000000001,-0.0201250566,15.69
2021-10-07,87.58041666666666,-0.013022315,11.63
2021-10-08,113.60708333333336,0.1344093957999999,9.2
2021-10-09,140.2795833333333,-0.0320808336,8.03
2021-10-10,89.39708333333334,0.1652677739999999,8.83
2021-10-11,84.1725,0.120566212,11.44
2021-10-12,267.2675,0.0361256658,9.37
2021-10-13,170.31041666666667,0.0028034762,10.53
2021-10-14,78.43041666666669,-0.0038731212,9.54
2021-10-15,18.98125,0.0787482326,10.98
2021-10-16,90.28166666666668,0.085711129,14.59
2021-10-17,123.64,0.0545183346,10.06
2021-10-18,83.70541666666666,0.0446880694,12.55
2021-10-19,114.34250000000002,0.0926039726,9.55
2021-10-20,157.1575,0.489785254,7.65
2021-10-21,105.52125,0.09203893,8.77
2021-10-22,63.55958333333333,0.0453858344,9.66
2021-10-23,19.19875,0.0643859528,13.06
2021-10-24,10.595833333333337,0.0334514081999999,12.17
2021-10-25,17.483333333333338,0.0909282244,12.74
2021-10-26,9.825,0.0369750634,8.29
2021-10-27,12.214166666666664,-0.086105377,13.35
2021-10-28,7.538333333333333,-0.0285520752,13.93
2021-10-29,7.778333333333335,0.0567019776,14.02
2021-10-30,7.587916666666666,0.063255161,13.36
2021-10-31,6.43291666666667,-0.0281487342,23.49
2021-11-01,7.651666666666667,0.389999986,23.06
2021-11-02,8.448333333333334,0.1492674917999999,22.58
2021-11-03,7.536666666666668,0.2215612885999999,24.49
2021-11-04,7.155,0.1542050392,42.75
2021-11-05,6.526249999999998,0.0312283412,18.28
2021-11-06,8.206666666666665,-0.0136891901999999,18.9
2021-11-07,7.464000000000001,0.1461899146,17.46
2021-11-08,10.296666666666669,0.239380628,16.55
2021-11-09,10.972916666666668,0.0940499849999999,17.05
2021-11-10,8.580833333333333,0.569999993,17.24
2021-11-11,6.109166666666668,0.2101120754,17.09
2021-11-12,10.224166666666669,0.1292109818,17.39
2021-11-13,14.692916666666669,-0.395335317,17.29
2021-11-14,12.279166666666669,-0.032840248,16.94
2021-11-15,11.385833333333336,0.271701515,17.08
2021-11-16,6.07,0.080913128,16.9
2021-11-17,7.214999999999999,0.017623276,17.7
2021-11-18,7.865416666666667,-0.006030519,17.18
2021-11-19,7.91125,0.301847151,16.4
2021-11-20,9.45,-0.0067239657999999,17.26
2021-11-21,7.03,0.139143288,17.58
2021-11-22,42.43375,0.198771685,15.14
2021-11-23,13.115833333333336,-0.140737881,15.39
2021-11-24,7.0995833333333325,0.127683848,15.96
2021-11-25,5.624583333333333,-0.0326078859999999,16.66
2021-11-26,4.775833333333332,-0.052562583,17.11
2021-11-27,6.868333333333331,0.082486799,17.89
2021-11-28,9.267499999999998,0.1670386664,16.61
2021-11-29,6.100833333333334,0.078580454,16.4
2021-11-30,14.444166666666662,0.490386367,17.49
2021-12-01,10.326666666666666,0.172819898,17.83
2021-12-02,6.521666666666667,0.1204011149999999,18.6
2021-12-03,4.394166666666667,0.0391673768,16.5
2021-12-04,5.465416666666666,0.0132222546,16.81
2021-12-05,109.15458333333332,0.1752157731999999,16.0
2021-12-06,9.213750000000005,0.0320809913999999,18.24
2021-12-07,6.9845833333333305,0.06805384988578553,17.35
2021-12-08,7.7754166666666675,-0.095647141,16.15
2021-12-09,7.149166666666666,0.1092514382,16.76
2021-12-10,6.349166666666666,0.027970523,16.87
2021-12-11,6.388750000000001,0.1415578838,28.4
2021-12-12,6.816249999999999,-1.37,15.29
2021-12-13,6.302916666666667,0.0660972817999999,11.42
2021-12-14,5.799166666666667,0.152049616,22.41
2021-12-15,8.834999999999999,-0.330000013,12.53
2021-12-16,11.6125,-0.258241117,15.41
2021-12-17,9.26,-0.06860961,14.57
2021-12-18,10.3,0.0699940644,11.12
2021-12-19,11.60541666666667,0.398648411,16.37
2021-12-20,8.207500000000001,0.0953128386,16.71
2021-12-21,35.12541666666667,0.106414922,17.84
2021-12-22,59.24666666666667,0.039319643,16.33
2021-12-23,106.29499999999996,-0.294211924,15.14
2021-12-24,50.80083333333334,-0.099918038,10.36
2021-12-25,67.88000000000001,-0.020995488,12.45
2021-12-26,57.037500000000016,-0.034786608,16.23
2021-12-27,54.45791666666669,0.0583569133999999,10.96
2021-12-28,10.491666666666667,0.065290012,11.66
2021-12-29,7.912916666666668,0.0552918236,15.18
2021-12-30,5.8325000000000005,0.075271435,16.34
2021-12-31,7.920000000000001,0.096433066,16.97
