date,open_SO2,sate_SO2,"Golden Temple, Amritsar - PPCB"
2021-08-24,6.509583333333333,0.150601625,17.44
2021-08-25,5.394583333333333,0.088990502,15.79
2021-08-26,5.071249999999999,0.0882018622,17.75
2021-08-27,7.0325,0.051534995,16.48
2021-08-28,8.205833333333334,0.0686869844,19.06
2021-08-29,7.986249999999999,-0.084953666,15.89
2021-08-30,10.15,0.040144026,18.22
2021-08-31,8.620416666666666,0.170000002,19.96
2021-09-01,8.273333333333333,0.061063703,18.06
2021-09-02,6.718333333333334,0.01656178,19.3
2021-09-03,7.352916666666664,0.1127192418,20.33
2021-09-04,6.972916666666666,0.1111887372,26.09
2021-09-05,5.83125,-0.150000006,21.83
2021-09-06,8.772916666666667,-0.0102717966,18.19
2021-09-07,10.1825,0.1844681355999999,19.34
2021-09-08,9.69875,0.0614305255999999,18.39
2021-09-09,9.746250000000002,0.1806624621999999,19.17
2021-09-10,6.839583333333333,0.0559132862,15.77
2021-09-11,5.409583333333333,0.0278480809999999,15.32
2021-09-12,5.947916666666665,0.0360623086,14.97
2021-09-13,11.95875,0.1222101844,20.2
2021-09-14,7.294166666666668,0.229843006,17.3
2021-09-15,9.666666666666666,-0.03130142,16.88
2021-09-16,15.342916666666666,0.1426586933999999,16.92
2021-09-17,9.439583333333331,0.047310624,15.89
2021-09-18,7.782083333333335,0.0694589867999999,18.42
2021-09-19,8.20583333333333,0.0513342894,18.66
2021-09-20,10.518333333333333,0.0887358519999999,17.36
2021-09-21,8.845,0.0457570092,13.59
2021-09-22,8.613750000000001,0.0983254278,19.38
2021-09-23,6.829583333333335,0.055,16.77
2021-09-24,12.877916666666666,0.123791911,19.05
2021-09-25,7.760416666666664,0.0675009706,14.87
2021-09-26,7.997499999999999,0.067741267,21.44
2021-09-27,9.18625,-0.0879744552,17.03
2021-09-28,8.714999999999998,-0.0135419304,18.68
2021-09-29,8.615833333333333,0.0070797688,15.46
2021-09-30,8.076666666666666,0.0766027636,16.99
2021-10-01,10.977916666666667,0.200000003,16.19
2021-10-02,10.07875,0.843835473,17.72
2021-10-03,8.953333333333333,0.08965914,15.31
2021-10-04,8.645833333333334,0.0237489399999999,16.93
2021-10-05,9.82875,0.243971422,14.27
2021-10-06,15.253333333333332,-0.0151501421999999,15.83
2021-10-07,11.286666666666669,-0.118796453,16.99
2021-10-08,11.659166666666666,0.0266944453999999,13.24
2021-10-09,9.794166666666667,0.011908099,16.65
2021-10-10,9.41875,0.167204589,15.75
2021-10-11,10.670416666666668,-0.0065531858,16.4
2021-10-12,11.839583333333335,-0.160309911,14.74
2021-10-13,15.20958333333333,0.0507240598,15.69
2021-10-14,13.454166666666664,0.232152075,13.71
2021-10-15,19.43125,-0.1995110684,20.48
2021-10-16,13.780833333333332,-0.602668464,18.58
2021-10-17,6.922083333333334,-0.153097807,21.1
2021-10-18,8.602916666666667,0.010747721,16.67
2021-10-19,12.812500000000002,0.110300943,20.4
2021-10-20,18.816250000000004,0.1130113348,16.74
2021-10-21,17.53291666666667,0.077230372,14.76
2021-10-22,6.234166666666668,0.1014794112,16.12
2021-10-23,8.144166666666669,0.150000006,13.7
2021-10-24,8.458333333333332,-0.0662823447999999,16.08
2021-10-25,8.764166666666668,-0.067732334,19.11
2021-10-26,19.67458333333333,0.142420903,14.77
2021-10-27,10.808749999999998,0.0130440245999999,14.19
2021-10-28,14.176250000000003,0.11705976,13.84
2021-10-29,14.775,-0.1340013189999999,16.2
2021-10-30,9.750833333333333,-0.048290316,14.75
2021-10-31,13.033750000000005,0.089389122,16.26
2021-11-01,20.44,-0.27988705,17.96
2021-11-02,7.25125,-0.209998041,16.79
2021-11-03,9.855416666666663,-0.379608482,21.27
2021-11-04,24.388333333333332,0.225938067,26.3
2021-11-05,17.102916666666662,0.0238734587999999,19.76
2021-11-06,11.786249999999995,-0.196701482,12.9
2021-11-07,12.1868,0.1545728258,13.77
2021-11-08,17.410416666666666,-0.052115999,12.88
2021-11-09,16.045,0.0861284994,14.02
2021-11-10,15.147083333333333,0.0177971839999999,13.35
2021-11-11,15.891249999999998,-0.000699136,14.3
2021-11-12,14.187083333333332,0.0865942523999999,13.81
2021-11-13,14.784583333333332,0.163721606,11.0
2021-11-14,15.954166666666666,0.0914068566,14.88
2021-11-15,17.66041666666667,0.867908299,18.54
2021-11-16,15.572083333333332,0.1511258376,12.51
2021-11-17,22.18708333333333,0.43134284,11.5
2021-11-18,19.11375,0.033771101,11.17
2021-11-19,15.110416666666667,0.479192972,17.9
2021-11-20,11.820833333333336,-0.007718465,14.27
2021-11-21,12.239166666666668,0.1763272262,13.65
2021-11-22,14.576250000000002,0.118888177,13.03
2021-11-23,20.5875,0.1183278118,14.41
2021-11-24,17.772499999999997,-0.008048828,14.14
2021-11-25,21.524166666666662,0.0576914638,12.47
2021-11-26,23.45249999999999,-0.019572804,12.55
2021-11-27,16.86875,-0.120654576,11.34
2021-11-28,12.270416666666668,0.058747708,13.28
2021-11-29,13.54375,-0.2197593,12.9
2021-11-30,19.12,-0.0199692972,10.7
2021-12-01,20.49708333333333,0.1173415942,12.9
2021-12-02,13.945833333333336,-0.0051595104,12.85
2021-12-03,8.307083333333333,0.646019876,12.89
2021-12-04,9.48375,0.22468771,12.65
2021-12-05,9.121666666666668,0.930000007,11.22
2021-12-06,10.048333333333336,0.113163404,11.55
2021-12-07,13.186666666666666,0.06138066503441395,12.52
2021-12-08,24.329166666666666,0.19887127,9.63
2021-12-09,17.65666666666667,-0.0993183426,12.51
2021-12-10,17.420833333333334,-0.234062031,11.28
2021-12-11,13.192083333333333,0.0197525657999999,10.39
2021-12-12,15.315,-0.027757361,12.7
2021-12-13,24.38625,-0.004372694,11.48
2021-12-14,15.301249999999998,-0.0230615517999999,11.29
2021-12-15,13.153749999999995,-0.123727188,11.53
2021-12-16,13.525000000000004,0.0082648598,11.01
2021-12-17,11.508749999999996,0.0824933046,10.59
2021-12-18,10.235416666666666,0.0627030725999999,10.92
2021-12-19,12.012916666666662,1.05228662,11.21
2021-12-20,25.257500000000004,0.042637218,11.6
2021-12-21,21.85458333333333,-0.860000014,12.6
2021-12-22,15.507083333333332,-5.89e-05,12.84
2021-12-23,24.905,0.1945723161999999,13.75
2021-12-24,15.5325,-0.580215991,12.42
2021-12-25,7.8016666666666685,0.013176407,13.23
2021-12-26,6.6175,0.1045664578,12.48
2021-12-27,15.732916666666668,0.0186524684,13.11
2021-12-28,9.3775,0.595309138,12.26
2021-12-29,11.767916666666665,-0.070379131,12.17
2021-12-30,16.357500000000005,0.137906394,12.84
2021-12-31,10.995000000000005,0.172160506,12.66
