date,open_SO2,sate_SO2,"Zero Point GICI, Gangtok - SSPCB"
2020-11-24,0.59,1.37,6.59
2020-11-25,0.6366666666666667,-0.059999999,9.12
2020-11-26,0.5499999999999999,0.0020000004,4.96
2020-11-27,0.9045833333333332,0.056000005,10.89
2020-11-28,1.7754166666666669,0.043999997,8.63
2020-11-29,0.8104166666666669,-0.49000001,9.42
2020-11-30,0.775,0.0100000006,3.89
2020-12-01,0.5345833333333333,-0.200000003,5.79
2020-12-02,0.4454166666666666,-0.0700000016,5.06
2020-12-03,0.3970833333333333,-0.0559999994,7.87
2020-12-04,0.37625,0.0359999993999999,7.04
2020-12-05,0.3712499999999999,-0.1879999966,7.63
2020-12-06,0.3770833333333334,0.090000004,8.77
2020-12-07,0.5295833333333334,-0.239999995,8.77
2020-12-08,0.4195833333333333,0.0819999966,9.34
2020-12-09,0.6270833333333334,0.0039999995999999,9.49
2020-12-10,0.7191666666666666,0.0959999991999999,10.16
2020-12-11,0.6241666666666666,-0.119999997,10.25
2020-12-12,0.5374999999999999,0.0719999995999999,9.78
2020-12-13,0.4637499999999999,-0.07,9.9
2020-12-14,0.4791666666666667,-0.2460000007999999,9.71
2020-12-15,0.5116666666666667,0.870000005,6.51
2020-12-16,0.5070833333333333,0.146000004,4.65
2020-12-17,0.7516666666666668,1.15999997,4.66
2020-12-18,0.7699999999999999,-0.0639999994,3.35
2020-12-19,0.6812499999999999,0.1360000014,3.73
2020-12-20,0.7541666666666668,-0.180000007,2.99
2020-12-21,0.6525,0.0500000015999999,4.3
2020-12-22,0.57875,-0.289999992,3.76
2020-12-23,0.5841666666666667,-0.1679999945999999,5.01
2020-12-24,0.5370833333333332,0.0480000008,5.17
2020-12-25,0.6612500000000002,-0.2340000007999999,4.75
2020-12-26,0.6004166666666667,-0.330000013,4.9
2020-12-27,0.4225,0.090000004,4.2
2020-12-28,0.4595833333333334,-0.0280000002,5.37
2020-12-29,0.5475,0.02,5.32
2020-12-30,0.4937499999999998,-0.073999997,5.43
2020-12-31,0.6408333333333334,0.01,5.79
2021-01-01,0.6295833333333333,-0.1719999957999999,5.33
2021-01-02,0.5724999999999999,-0.180000007,5.62
2021-01-03,0.5783333333333333,0.159999996,5.61
2021-01-04,0.5058333333333335,0.088000001,5.83
2021-01-05,0.3216666666666667,0.0099999996,6.15
2021-01-06,0.3695833333333334,-0.0300000008,6.86
2021-01-07,0.5679166666666666,0.219999999,7.01
2021-01-08,0.5425000000000001,0.2200000024,7.99
2021-01-09,0.3466666666666667,0.0019999982,8.88
2021-01-10,0.3691666666666667,-0.0599999962,8.3
2021-01-11,0.4112499999999999,-0.1999999972,6.99
2021-01-12,0.4616666666666668,0.030000001,7.01
2021-01-13,0.6458333333333334,0.1620000028,7.81
2021-01-14,1.9216666666666664,0.74000001,8.03
2021-01-15,0.5049999999999999,0.2100000026,9.12
2021-01-16,0.5354166666666665,0.0539999998,8.2
2021-01-17,0.39875,-0.0739999994,8.48
2021-01-18,0.4220833333333333,-0.021999999,8.03
2021-01-19,0.8083333333333332,-0.0499999973999999,6.49
2021-01-20,2.293333333333333,-0.0719999976,9.13
2021-01-21,1.09,-0.0820000014,8.59
2021-01-22,0.8462499999999998,-0.070000002,8.27
2021-01-23,0.905,0.170000002,8.32
2021-01-24,0.7491666666666666,0.0600000066,8.53
2021-01-25,0.7404166666666668,0.0240000015999999,7.8
2021-01-26,0.9085,-0.0780000008,6.61
2021-01-27,0.93,-1.26999998,7.43
2021-01-28,0.6691666666666668,0.879999995,9.13
2021-01-29,0.6020833333333332,-0.0120000004,9.1
2021-01-30,0.4575,-0.029999999,9.49
2021-01-31,0.5370833333333332,0.1159999994,7.55
