date,open_SO2,sate_SO2,"Buddhi Vihar, Moradabad - UPPCB","Eco Herbal Park, Moradabad - UPPCB","Employment Office, Moradabad - UPPCB"
2020-11-24,6.629999999999999,-0.0842587956,10.26,8.615,10.26
2020-11-25,9.050833333333332,0.0467698138,13.81,9.246666666666668,13.81
2020-11-26,9.404999999999998,0.25,13.51,9.463333333333331,13.51
2020-11-27,11.31875,0.0243862448,10.1,7.085,10.1
2020-11-28,6.979166666666667,0.25909251,10.66,10.125,10.66
2020-11-29,6.553333333333334,-0.0588603108,3.37,6.736666666666667,3.37
2020-11-30,9.090000000000002,0.190470055,8.774999999999999,11.383333333333333,8.774999999999999
2020-12-01,15.227083333333333,0.022658581,6.71,7.036666666666666,6.71
2020-12-02,13.301249999999998,-0.0360588088,11.74,9.01,11.74
2020-12-03,18.122916666666665,0.027797058,10.12,6.988333333333333,10.12
2020-12-04,25.999583333333337,0.039999999,26.56,12.61,26.56
2020-12-05,8.160833333333333,0.033096649,29.47,9.509,29.47
2020-12-06,22.64041666666667,0.4060187286,23.4,13.153,23.4
2020-12-07,10.655,0.529690325,23.35,10.279000000000002,23.35
2020-12-08,9.820416666666668,0.0808215256,24.4,12.114,24.4
2020-12-09,9.443333333333332,0.810000002,29.49,11.931,29.49
2020-12-10,13.044166666666667,0.4669552248,29.59,9.459,29.59
2020-12-11,12.064583333333331,0.0420671642,29.54,9.157,29.54
2020-12-12,14.89333333333333,0.0140145099999999,20.59,8.979000000000001,20.59
2020-12-13,9.410416666666668,0.582916866,21.62,7.876,21.62
2020-12-14,7.027083333333333,0.193388551,17.87,8.807,17.87
2020-12-15,11.487916666666663,-0.0140295213999999,21.51,9.211000000000002,21.51
2020-12-16,11.090000000000002,-0.282651007,22.46,11.983,22.46
2020-12-17,9.405,0.056738189,22.0,10.558,22.0
2020-12-18,10.493333333333332,1.19000006,27.39,11.116,27.39
2020-12-19,8.521666666666665,0.067528717,33.99,9.888000000000002,33.99
2020-12-20,12.780416666666667,-0.140000001,17.58,10.242,17.58
2020-12-21,9.69,0.097543351,34.36,10.898,34.36
2020-12-22,8.292083333333332,-0.051106561,46.74,12.247,46.74
2020-12-23,8.920833333333334,0.119525753,31.29,9.832,31.29
2020-12-24,15.463749999999996,0.1115949138,28.44,9.386,28.44
2020-12-25,8.695416666666668,0.490475953,11.4,12.236,11.4
2020-12-26,6.402916666666665,-0.102332868,37.05,11.294,37.05
2020-12-27,8.58375,0.318636686,27.79,11.457,27.79
2020-12-28,16.47833333333333,-0.0242505884,22.09,10.313,22.09
2020-12-29,9.344583333333334,-0.1086583805999999,24.22,11.476,24.22
2020-12-30,10.092083333333331,0.1029029519999999,22.85,8.556000000000001,22.85
2020-12-31,13.83333333333333,-0.1739760914,21.29,11.852,21.29
2021-01-01,12.98625,1.42999995,27.42,14.331,27.42
2021-01-02,22.511250000000008,0.0576973431999999,29.89,10.817,29.89
2021-01-03,9.629166666666665,0.0012745329999999,26.15,11.05,26.15
2021-01-04,9.060833333333331,-0.298345238,27.0,12.996,27.0
2021-01-05,9.172916666666667,-0.022707362,22.61,11.692,22.61
2021-01-06,12.633333333333328,0.1220000023999999,23.67,11.531,23.67
2021-01-07,10.765,0.0607123429999999,26.12,12.469,26.12
2021-01-08,10.561666666666666,-0.337636054,19.7,14.658999999999995,19.7
2021-01-09,12.579583333333334,-0.0199323855999999,24.99,10.438999999999998,24.99
2021-01-10,9.361250000000004,-0.405764014,20.43,14.592,20.43
2021-01-11,6.653333333333333,0.0257866711999999,20.0,10.964,20.0
2021-01-12,9.130833333333332,0.0619858389999999,23.74,9.94,23.74
2021-01-13,7.414999999999998,0.055336937,21.89,11.162,21.89
2021-01-14,13.625416666666668,0.0953874243999999,20.73,10.502,20.73
2021-01-15,7.398750000000002,0.3691054414,20.7,11.685,20.7
2021-01-16,9.781666666666668,0.0370661433999999,7.93,12.580999999999998,7.93
2021-01-17,8.82916666666667,0.1090144652,9.01,9.709,9.01
2021-01-18,14.241666666666667,-0.0872072874,8.04,10.505,8.04
2021-01-19,17.36791666666667,1.01809144,26.83,12.714000000000002,26.83
2021-01-20,13.416666666666664,-0.419301599,19.72,13.448000000000002,19.72
2021-01-21,10.379166666666668,0.0872137878,5.72,11.758,5.72
2021-01-22,7.798749999999999,-0.470187426,8.8,11.114,8.8
2021-01-23,11.047499999999998,0.0094279602,6.72,11.209,6.72
2021-01-24,6.540833333333333,-0.0449116886,3.95,9.124444444444444,3.95
2021-01-25,8.447916666666664,-0.0312248484,4.16,12.076000000000002,4.16
2021-01-26,10.22,-0.1456832408,3.89,9.004000000000001,3.89
2021-01-27,5.842499999999999,0.285058969,23.45,10.017,23.45
2021-01-28,9.896250000000004,0.480602354,7.53,8.665000000000001,7.53
2021-01-29,14.590833333333336,0.109935477,4.34,9.75,4.34
2021-01-30,9.262916666666667,-0.0509232447999999,6.88,10.118,6.88
2021-01-31,15.08625,-0.034122948,10.01,10.285,10.01
2021-02-01,12.33125,0.1132355553999999,6.67,9.595000000000002,6.67
2021-02-02,11.996249999999996,-0.138862506,10.57,9.81,10.57
2021-02-03,13.05916666666667,-0.0383415855999999,8.25,14.320999999999998,8.25
2021-02-04,14.365,-0.0317204597999999,3.9,12.171,3.9
2021-02-05,12.577083333333334,-0.266549289,7.78,10.988000000000005,7.78
2021-02-06,10.840833333333334,0.169230948,11.45,13.063,11.45
2021-02-07,6.405000000000001,0.178040713,8.88,7.900000000000001,8.88
2021-02-08,8.61083333333333,0.0534533984,4.04,9.143,4.04
2021-02-09,18.890000000000004,0.471369952,12.75,10.245,12.75
2021-02-10,6.7425,-0.0117535196,11.65,10.497,11.65
2021-02-11,9.057500000000005,0.39605093,10.54,11.110000000000005,10.54
2021-02-12,6.252499999999998,-0.1386492244,11.07,10.388,11.07
2021-02-13,8.575416666666667,-0.085083879,10.63,10.873,10.63
2021-02-14,5.066249999999999,0.000929525,10.97,8.427,10.97
2021-02-15,8.950416666666671,0.098831468,10.76,8.036,10.76
2021-02-16,16.234583333333333,-0.205243871,15.54,9.139,15.54
2021-02-17,10.169166666666667,-0.0967289268,18.5,9.447,18.5
2021-02-18,15.567916666666669,0.262551844,12.04,9.333,12.04
2021-02-19,17.08125,0.1213469474,16.43,9.068,16.43
2021-02-20,9.96166666666667,-0.059861325,14.21,10.041999999999998,14.21
2021-02-21,10.350833333333334,-0.215425029,17.82,11.239,17.82
2021-02-22,13.900833333333331,0.319999993,13.81,11.521,13.81
2021-02-23,13.379166666666668,0.430064291,20.16,11.996,20.16
2021-02-24,17.287916666666664,0.0988277252,13.53,11.501,13.53
2021-02-25,16.699999999999996,0.090479597,18.23,12.734,18.23
2021-02-26,14.20833333333333,-0.1020312925999999,30.86,10.202,30.86
2021-02-27,6.507499999999998,-0.001211444,28.65,9.361999999999998,28.65
2021-02-28,7.835416666666667,-0.1461546831999999,19.58,9.754444444444443,19.58
2021-03-01,10.374166666666667,-0.209222823,18.1,8.318999999999999,18.1
2021-03-02,15.025416666666665,-0.209000468,19.6,8.358,19.6
2021-03-03,14.479166666666666,0.0432104094,21.88,11.406,21.88
2021-03-04,13.578333333333338,0.067667566,34.75,13.727777777777778,34.75
2021-03-05,13.82375,0.045064833,20.03,8.33111111111111,20.03
2021-03-06,11.516666666666667,0.2901465,24.71,7.522,24.71
2021-03-07,14.280416666666667,0.1502220898,25.89,6.867,25.89
2021-03-08,7.918333333333334,-0.273579568,20.29,8.433,20.29
2021-03-09,9.035416666666666,0.034801688,21.11,7.946000000000001,21.11
2021-03-10,12.236250000000004,-0.0091664322,25.62,6.314,25.62
2021-03-11,14.211666666666666,0.213781297,27.91,5.247,27.91
2021-03-12,6.726666666666668,0.1207095965999999,22.46,6.211,22.46
2021-03-13,7.1066666666666665,0.023500556,19.7,8.844999999999999,19.7
2021-03-14,9.717826086956524,0.0176351234,24.11,9.793,24.11
2021-03-15,13.40125,-0.067668967,25.28,13.657,25.28
2021-03-16,11.485,-0.0501821322,20.99,7.818,20.99
2021-03-17,9.895416666666666,-0.362433434,31.8,10.261,31.8
2021-03-18,13.216666666666669,-0.209083945,31.06,10.015,31.06
2021-03-19,22.30250000000001,0.1050035075999999,27.66,10.575,27.66
2021-03-20,7.765416666666667,0.198045179,34.71,12.023999999999996,34.71
2021-03-21,7.879583333333332,-0.0924859588,49.02,12.637,49.02
2021-03-22,5.94875,0.066615753,23.34,11.832,23.34
