date,open_NO2,sate_NO2,"Asansol Court Area, Asansol - WBPCB"
2021-02-15,29.25125000000001,1.02e+16,52.54
2021-02-16,35.94166666666667,4912624000000000.0,35.11
2021-02-17,33.55958333333334,9250778000000000.0,36.55
2021-02-18,22.987916666666667,1.31e+16,41.88
2021-02-19,40.225,9876452000000000.0,38.13
2021-02-20,20.98541666666667,8677160000000000.0,39.69
2021-02-21,23.917916666666667,7358192000000000.0,35.76
2021-02-22,30.314166666666665,1.33e+16,42.16
2021-02-23,28.69375,6754360000000000.0,51.15
2021-02-24,37.81083333333333,7829540000000000.0,43.09
2021-02-25,31.69708333333334,5513716000000000.0,42.02
2021-02-26,14.99875,1.0551128e+16,32.86
2021-02-27,16.821666666666665,8525810000000000.0,37.28
2021-02-28,29.465,7958764000000000.0,32.25
2021-03-01,21.401666666666667,7412650000000000.0,40.24
2021-03-02,20.509166666666665,8277230000000000.0,36.95
2021-03-03,30.365833333333327,1.06e+16,43.56
2021-03-04,37.17125,9627238000000000.0,44.43
2021-03-05,34.98374999999999,1.53e+16,47.9
2021-03-06,16.46958333333333,1.19e+16,46.26
2021-03-07,20.19708333333333,9360168000000000.0,35.77
2021-03-08,37.6925,9395270000000000.0,27.16
2021-03-09,29.67625,1.1750704e+16,29.93
2021-03-10,17.31416666666667,1.38e+16,29.91
2021-03-11,39.57749999999999,9341776000000000.0,36.62
2021-03-12,29.492500000000007,9565220000000000.0,32.59
2021-03-13,21.78291666666667,1.0002098e+16,34.23
2021-03-14,43.60739130434783,8557310000000000.0,38.23
2021-03-15,29.44208333333333,1.47e+16,47.25
2021-03-16,40.380833333333335,1.46e+16,42.91
2021-03-17,38.470000000000006,1.66e+16,39.91
2021-03-18,35.67791666666666,4437798000000000.0,44.53
2021-03-19,29.52208333333334,1.21e+16,41.62
2021-03-20,10.249999999999998,8429696000000000.0,48.49
2021-03-21,16.425416666666663,1.35e+16,39.64
2021-03-22,37.34958333333333,1.65e+16,40.5
2021-03-23,32.31666666666667,1.1142474e+16,39.24
2021-03-24,10.359583333333331,1.18e+16,38.35
2021-03-25,12.757916666666668,-1512360000000000.0,35.98
2021-03-26,15.8725,1.05e+16,35.97
2021-03-27,20.31541666666666,1.1929082e+16,35.52
2021-03-28,22.467916666666664,1.47e+16,32.88
2021-03-29,30.49875,1.22e+16,29.29
2021-03-30,16.422500000000003,1.25e+16,35.48
2021-03-31,10.54,1.17e+16,38.3
2021-04-01,32.8075,1.22e+16,45.39
2021-04-02,34.451249999999995,9550620000000000.0,35.46
2021-04-03,28.045416666666668,3582784000000000.0,27.35
2021-04-04,21.380416666666665,1.44e+16,32.7
2021-04-05,13.067083333333333,9486396000000000.0,22.57
2021-04-06,21.402083333333334,9703930000000000.0,24.39
2021-04-07,19.762916666666676,1.02e+16,19.09
2021-04-08,27.480416666666667,9317752000000000.0,21.02
2021-04-09,31.780833333333334,8756860000000000.0,32.14
2021-04-10,7.984583333333334,8306480000000000.0,27.63
2021-04-11,13.283333333333331,1.06e+16,23.03
2021-04-12,21.856250000000003,5867584000000000.0,32.64
2021-04-13,19.671666666666667,1.13e+16,30.4
2021-04-14,24.020416666666677,1.24e+16,28.8
2021-04-15,17.816666666666666,5078620000000000.0,27.9
2021-04-16,16.500833333333333,1.0160932e+16,28.83
2021-04-17,14.728750000000003,1.25e+16,22.69
2021-04-18,25.875833333333333,1.2e+16,23.65
2021-04-19,32.36916666666667,5253964000000000.0,39.27
2021-04-20,14.124583333333335,1.19e+16,32.93
2021-04-21,14.89125,1.203526e+16,22.35
2021-04-22,20.33333333333333,1.486615e+16,26.07
2021-04-23,27.04,9030446000000000.0,26.67
2021-04-24,11.615,9105438000000000.0,26.67
2021-04-25,16.652916666666666,1.28e+16,29.6
2021-04-26,26.414583333333336,-21264300000000.0,32.44
2021-04-27,27.362916666666667,9777320000000000.0,45.37
2021-04-28,35.882083333333334,8560268000000000.0,27.7
2021-04-29,25.026249999999997,7333470000000000.0,23.0
2021-04-30,19.229166666666664,8256970000000000.0,26.64
2021-05-01,17.961666666666666,1.27e+16,24.17
2021-05-02,38.27791666666666,1.27e+16,27.29
2021-05-03,34.71666666666668,9996580000000000.0,21.67
2021-05-04,44.94,1.3256112e+16,26.4
2021-05-05,43.312916666666666,6128088000000000.0,22.53
2021-05-06,21.885,8146650000000000.0,21.09
2021-05-07,28.33374999999999,6350602000000000.0,18.91
2021-05-08,10.726666666666668,6398330000000000.0,20.91
2021-05-09,9.667916666666668,9935470000000000.0,23.62
2021-05-10,12.119583333333331,7644594000000000.0,20.58
2021-05-11,14.738750000000003,1.3077722e+16,19.91
2021-05-12,16.47375,-2429560000000000.0,20.83
2021-05-13,24.866250000000004,8305802000000000.0,24.12
2021-05-14,16.07041666666667,6952392000000000.0,22.19
2021-05-15,8.511666666666667,7746730000000000.0,21.4
2021-05-16,17.68833333333333,5613370000000000.0,22.91
2021-05-17,24.034166666666668,1.03e+16,22.7
2021-05-18,20.74416666666667,9577030000000000.0,21.97
2021-05-19,24.262500000000006,9660410000000000.0,23.05
2021-05-20,10.880416666666669,1.02e+16,19.94
2021-05-21,17.850833333333334,5807674000000000.0,21.74
2021-05-22,13.863749999999998,8511620000000000.0,21.91
2021-05-23,11.35416666666667,7378424000000000.0,22.02
2021-05-24,15.451666666666668,8628470000000000.0,23.48
2021-05-25,11.02125,1.2246642e+16,19.35
2021-05-26,7.8083333333333345,7087760000000000.0,15.99
2021-05-27,24.77,8021444000000000.0,15.22
2021-05-28,24.091666666666672,-895760000000000.0,13.74
2021-05-29,18.25958333333333,5158200000000000.0,15.24
2021-05-30,25.280833333333337,7144546000000000.0,20.24
2021-05-31,31.4525,6438490000000000.0,19.06
2021-06-01,13.216249999999995,9274020000000000.0,21.24
2021-06-02,11.159166666666664,4784210000000000.0,19.56
2021-06-03,18.8175,1.21e+16,23.25
2021-06-04,29.493333333333336,8323170000000000.0,23.79
2021-06-05,24.83333333333333,8651370000000000.0,24.31
2021-06-06,21.84875000000001,7356828000000000.0,22.73
2021-06-07,34.44833333333333,9724170000000000.0,30.24
2021-06-08,15.555833333333332,7073122000000000.0,25.92
2021-06-09,47.517500000000005,6400770000000000.0,22.74
2021-06-10,17.90875,9259908000000000.0,22.59
2021-06-11,14.499166666666667,7628808000000000.0,23.03
2021-06-12,11.864166666666668,5891490000000000.0,19.04
2021-06-13,11.499583333333334,724454000000000.0,20.88
2021-06-14,49.79583333333333,5536398000000000.0,19.4
2021-06-15,44.84041666666667,5872162000000000.0,17.17
2021-06-16,34.26583333333333,4349230000000000.0,19.69
2021-06-17,39.49916666666666,7208532000000000.0,17.67
2021-06-18,33.495416666666664,7894112000000000.0,16.96
2021-06-19,14.256666666666666,5426430000000000.0,17.47
2021-06-20,12.814583333333331,6069978000000000.0,17.58
2021-06-21,17.097916666666666,7251210000000000.0,18.11
2021-06-22,50.54916666666666,5908478000000000.0,19.13
2021-06-23,46.26833333333332,6179900000000000.0,15.83
2021-06-24,23.206666666666663,6552018000000000.0,13.33
2021-06-25,47.446666666666665,5766558000000000.0,14.27
2021-06-26,44.12625,8365380000000000.0,14.92
2021-06-27,13.355833333333337,6775144000000000.0,12.74
2021-06-28,9.7475,5107970000000000.0,16.3
2021-06-29,14.898333333333332,6978672000000000.0,18.01
2021-06-30,14.444166666666666,6993062000000000.0,18.22
2021-07-01,18.086250000000003,7239526000000000.0,18.62
2021-07-02,26.361666666666668,8948006000000000.0,19.66
2021-07-03,17.67916666666667,9459010000000000.0,19.8
2021-07-04,20.871666666666663,8534780000000000.0,18.97
2021-07-05,36.61458333333333,1.2e+16,16.3
2021-07-06,19.24333333333333,1.07e+16,22.84
2021-07-07,44.26874999999999,6758400000000000.0,17.11
2021-07-08,50.8375,6422870000000000.0,21.27
2021-07-09,37.61208333333334,7478140000000000.0,21.01
2021-07-10,31.85958333333333,7085482000000000.0,17.3
2021-07-11,22.50583333333334,4767090000000000.0,14.28
2021-07-12,27.59708333333333,5164940000000000.0,14.94
2021-07-13,38.635000000000005,9456004000000000.0,16.03
2021-07-14,44.455000000000005,4126330000000000.0,18.21
2021-07-15,29.82083333333333,-7152700000000000.0,15.23
2021-07-16,14.43125,4540760000000000.0,16.48
2021-07-17,23.249166666666664,8879744000000000.0,16.51
2021-07-18,22.31416666666666,5206476000000000.0,17.9
2021-07-19,25.683333333333334,6950020000000000.0,19.78
2021-07-20,49.324166666666656,1.2508904e+16,18.02
2021-07-21,43.74125,8271160000000000.0,16.7
2021-07-22,12.653333333333334,7370940000000000.0,14.18
2021-07-23,18.5725,9286808000000000.0,14.93
2021-07-24,37.27166666666668,6375466000000000.0,15.32
2021-07-25,34.55874999999999,7528178000000000.0,16.9
2021-07-26,36.80041666666667,6301972000000000.0,19.68
2021-07-27,29.868333333333336,8624868000000000.0,20.12
2021-07-28,7.272083333333335,4936870000000000.0,20.19
2021-07-29,9.195,8475512000000000.0,7.74
2021-07-30,21.575833333333332,6889012000000000.0,0.01
2021-07-31,20.985416666666666,6401800000000000.0,9.15
2021-08-01,21.16333333333333,8082416000000000.0,14.61
2021-08-02,30.902500000000007,7247608000000000.0,17.67
2021-08-03,17.294166666666666,6382270000000000.0,15.61
2021-08-04,11.332083333333337,7029568000000000.0,15.95
2021-08-05,10.67333333333333,6464766000000000.0,16.42
2021-08-06,78.66874999999999,6184742000000000.0,22.69
2021-08-07,32.576666666666675,5838320000000000.0,16.05
2021-08-08,17.165833333333335,9458584000000000.0,12.22
2021-08-09,12.1175,6151472000000000.0,15.03
2021-08-10,16.12375,7060450000000000.0,16.22
2021-08-11,23.770416666666677,5821068000000000.0,16.57
2021-08-12,26.49000000000001,6769276000000000.0,16.0
2021-08-13,25.25208333333333,1.05e+16,18.64
2021-08-14,11.705416666666665,8789996000000000.0,15.93
2021-08-15,43.16291666666667,8546454000000000.0,15.32
2021-08-16,46.26791666666666,7843632000000000.0,18.53
2021-08-17,37.04291666666666,4915930000000000.0,16.35
2021-08-18,40.15625000000001,7366312000000000.0,13.28
2021-08-19,47.79583333333333,6218000000000000.0,9.44
2021-08-20,35.686666666666675,5803760000000000.0,8.83
2021-08-21,18.429166666666664,1.4430796e+16,8.77
2021-08-22,8.796249999999999,8304150000000000.0,13.02
2021-08-23,29.36375,7122440000000000.0,16.25
2021-08-24,39.47833333333333,7945580000000000.0,21.1
2021-08-25,31.12375,5826190000000000.0,15.33
2021-08-26,16.861666666666665,9558580000000000.0,15.34
2021-08-27,31.824583333333333,1.0872024e+16,15.59
2021-08-28,17.872916666666665,5730380000000000.0,13.59
2021-08-29,28.28166666666667,9765822000000000.0,16.03
2021-08-30,29.225416666666664,7654738000000000.0,15.1
2021-08-31,38.61125,4098970000000000.0,19.47
2021-09-01,14.986666666666666,917366000000000.0,11.44
2021-09-02,21.59583333333333,5676470000000000.0,20.8
2021-09-03,35.21208333333333,5758934000000000.0,20.82
2021-09-04,22.986666666666665,5467960800000000.0,20.61
2021-09-05,27.517916666666668,1.17e+16,14.72
2021-09-06,9.470833333333337,6177740000000000.0,18.91
2021-09-07,31.13083333333333,1.0042458e+16,13.2
2021-09-08,41.86333333333334,6759248000000000.0,13.39
2021-09-09,32.241666666666674,6461910000000000.0,14.22
2021-09-10,14.484583333333337,4478742000000000.0,17.28
2021-09-11,11.267916666666666,5141058000000000.0,14.24
2021-09-12,7.76625,9116256000000000.0,13.33
2021-09-13,18.33625,6392228000000000.0,11.9
2021-09-14,27.446666666666676,7061736000000000.0,15.51
2021-09-15,40.32708333333332,1.0542248e+16,11.0
2021-09-16,43.31916666666666,7451980000000000.0,15.43
2021-09-17,39.64208333333334,6790530000000000.0,16.51
2021-09-18,42.905,4481090000000000.0,16.79
2021-09-19,50.99541666666666,7033004000000000.0,16.75
2021-09-20,20.55708333333333,5862530000000000.0,15.09
2021-09-21,23.26333333333333,8870554000000000.0,13.22
2021-09-22,35.10791666666667,3365220000000000.0,14.54
2021-09-23,40.80708333333333,1e+16,17.56
2021-09-24,22.709166666666665,1.17e+16,20.1
2021-09-25,13.752083333333331,9922290000000000.0,19.69
2021-09-26,9.653750000000002,5308154000000000.0,24.09
2021-09-27,28.31083333333333,1.08e+16,19.25
2021-09-28,12.868333333333332,8692158000000000.0,16.72
2021-09-29,24.48375,8526954000000000.0,13.52
2021-09-30,33.90125,5966034000000000.0,14.9
2021-10-01,27.355833333333333,7756926000000000.0,10.52
2021-10-02,10.498333333333331,1.11e+16,11.45
2021-10-03,19.48958333333333,6672948000000000.0,10.96
2021-10-04,16.803333333333335,6531130000000000.0,21.83
2021-10-05,18.428333333333335,1.3850728e+16,16.47
2021-10-06,21.72083333333333,7442210000000000.0,19.76
2021-10-07,17.374583333333334,6686486000000000.0,23.72
2021-10-08,27.148333333333337,6295932000000000.0,23.62
2021-10-09,15.075416666666667,7815720000000000.0,23.9
2021-10-10,22.7375,8212036000000000.0,27.52
2021-10-11,24.640416666666663,9747720000000000.0,28.97
2021-10-12,17.15875,7381152000000000.0,27.43
2021-10-13,17.383333333333333,6241630000000000.0,24.12
2021-10-14,18.01666666666667,7775050000000000.0,21.91
2021-10-15,17.32208333333333,1.03e+16,24.49
2021-10-16,17.611250000000002,8588380000000000.0,16.49
2021-10-17,9.689166666666669,9540100000000000.0,14.81
2021-10-18,30.909166666666668,1.052148e+16,13.44
2021-10-19,37.329166666666666,7777546000000000.0,9.67
2021-10-20,23.068750000000005,8654408000000000.0,21.54
2021-10-21,26.773750000000003,7116544000000000.0,28.4
2021-10-22,25.146666666666665,6056260000000000.0,34.31
2021-10-23,21.124166666666667,7860004000000000.0,41.15
2021-10-24,15.558750000000002,8979674000000000.0,28.86
2021-10-25,21.21958333333333,8865010000000000.0,32.88
2021-10-26,19.891666666666666,8233276000000000.0,30.93
2021-10-27,9.701249999999998,6591520000000000.0,22.98
2021-10-28,8.736250000000002,8348572000000000.0,19.94
2021-10-29,10.486249999999998,7117990000000000.0,25.94
2021-10-30,15.404583333333331,9874246000000000.0,27.33
2021-10-31,23.150833333333328,6644280000000000.0,33.87
2021-11-01,25.9025,1.1e+16,48.37
2021-11-02,28.268333333333327,8634222000000000.0,45.07
2021-11-03,31.33666666666667,1.46e+16,43.76
2021-11-04,26.60499999999999,7785608000000000.0,30.23
2021-11-05,26.880416666666655,8075580000000000.0,32.81
2021-11-06,15.960416666666664,7821134000000000.0,30.55
2021-11-07,14.039600000000002,6670730000000000.0,36.14
2021-11-08,26.0275,1.0008066e+16,36.38
2021-11-09,25.547083333333337,8120228000000000.0,34.51
2021-11-10,24.31375,1.14e+16,31.36
2021-11-11,27.35125,8590596000000000.0,35.06
2021-11-12,31.984166666666667,1.44e+16,25.08
2021-11-13,29.088749999999997,7842494000000000.0,30.77
2021-11-14,19.04583333333333,1.1073662e+16,28.33
2021-11-15,32.773333333333326,1.306896e+16,27.33
2021-11-16,26.09541666666667,7222710000000000.0,39.17
2021-11-17,23.350416666666664,1.16e+16,39.34
2021-11-18,30.320000000000004,8167536000000000.0,38.39
2021-11-19,33.790416666666665,1.28e+16,45.65
2021-11-20,31.67,8867552000000000.0,39.95
2021-11-21,19.09,9309170000000000.0,43.64
2021-11-22,26.74000000000001,7722620000000000.0,46.45
2021-11-23,16.690833333333334,5645530000000000.0,43.18
2021-11-24,30.350833333333338,8733816000000000.0,46.23
2021-11-25,23.777083333333334,9144314000000000.0,45.97
2021-11-26,28.62833333333333,2.11e+16,43.42
2021-11-27,17.72041666666667,1.0145572e+16,35.19
2021-11-28,13.88833333333333,7561210000000000.0,31.45
2021-11-29,15.88375,8090112000000000.0,37.42
2021-11-30,14.461666666666668,4353520000000000.0,33.78
2021-12-01,21.45833333333333,9211326000000000.0,36.52
2021-12-02,25.94,1.23e+16,44.89
2021-12-03,28.141666666666666,2.05e+16,50.57
2021-12-04,20.42833333333333,7810820000000000.0,41.21
2021-12-05,20.92,6870892000000000.0,34.59
2021-12-06,17.625416666666663,9972534000000000.0,34.5
2021-12-07,18.149166666666662,5791590000000000.0,35.82
2021-12-08,22.47541666666667,1.328167e+16,26.0
2021-12-09,25.386666666666667,1.18e+16,40.58
2021-12-10,24.56708333333333,1.2462112e+16,45.45
2021-12-11,20.840416666666663,9417382000000000.0,33.55
2021-12-12,20.547083333333337,1.17e+16,32.17
2021-12-13,28.055416666666652,1.0039312e+16,37.04
2021-12-14,25.64375,1.01e+16,38.22
2021-12-15,23.630416666666672,6640138000000000.0,36.18
2021-12-16,29.762083333333337,6466860000000000.0,30.75
2021-12-17,13.430416666666668,7947730000000000.0,37.27
2021-12-18,6.1933333333333325,7143330000000000.0,33.77
2021-12-19,11.135416666666666,7258610000000000.0,24.49
2021-12-20,19.42375,8769234000000000.0,38.72
2021-12-21,26.33916666666667,8944010000000000.0,34.56
2021-12-22,29.970833333333328,8109940000000000.0,37.36
2021-12-23,37.395,1.01e+16,44.68
2021-12-24,46.38208333333333,8685236000000000.0,56.62
2021-12-25,31.788750000000004,9477170000000000.0,57.33
2021-12-26,33.37416666666666,7846624000000000.0,44.72
2021-12-27,45.475,1.0231116e+16,36.26
2021-12-28,22.636250000000008,7390264000000000.0,40.38
2021-12-29,26.086250000000003,6242944000000000.0,32.83
2021-12-30,13.259166666666667,1.27e+16,28.78
2021-12-31,17.228333333333328,6132622000000000.0,32.1
