date,open_SO2,sate_SO2,"Alandi, Pune - IITM","Bhosari, Pune - IITM","Hadapsar, Pune - IITM","Karve Road, Pune - MPCB","Mhada Colony, Pune - IITM","MIT-Kothrud, Pune - IITM","Revenue Colony-Shivajinagar, Pune - IITM"
2020-11-24,25.8075,-0.0271550878,17.974999999999998,17.974999999999998,17.974999999999998,17.974999999999998,8.615,17.974999999999998,17.974999999999998
2020-11-25,22.769166666666667,0.1560252111999999,15.764,15.764,15.764,15.764,9.246666666666668,15.764,15.764
2020-11-26,16.01,-0.189999998,10.498,10.498,10.498,10.498,9.463333333333331,10.498,10.498
2020-11-27,8.198749999999999,-0.0622718518,8.648,8.648,8.648,8.648,7.085,8.648,8.648
2020-11-28,9.70166666666667,0.0720942614,13.291999999999998,13.291999999999998,13.291999999999998,13.291999999999998,10.125,13.291999999999998,13.291999999999998
2020-11-29,14.230833333333331,-0.261086047,13.74665892972276,13.74665892972276,13.74665892972276,13.74665892972276,6.736666666666667,13.74665892972276,13.74665892972276
2020-11-30,17.17666666666667,0.0249910618,6.578658929722761,6.578658929722761,6.578658929722761,6.578658929722761,11.383333333333333,6.578658929722761,6.578658929722761
2020-12-01,19.93875000000001,0.234398305,12.104,12.104,12.104,12.104,7.036666666666666,12.104,12.104
2020-12-02,20.340833333333336,0.0756042636,8.027500000000002,8.027500000000002,8.027500000000002,8.027500000000002,9.01,8.027500000000002,8.027500000000002
2020-12-03,25.629583333333333,0.010047109,10.1275,10.1275,10.1275,10.1275,6.988333333333333,10.1275,10.1275
2020-12-04,23.159166666666675,0.1107382992,25.31,25.31,25.31,25.31,12.61,25.31,25.31
2020-12-05,18.27541666666667,0.1568874778,14.8925,14.8925,14.8925,14.8925,7.9,14.8925,14.8925
2020-12-06,18.517916666666668,0.134873718,13.3375,13.3375,13.3375,13.3375,23.65,13.3375,13.3375
2020-12-07,18.10583333333334,0.117207065,15.7775,15.7775,15.7775,15.7775,7.23,15.7775,15.7775
2020-12-08,19.132916666666667,-0.01445398,13.9525,13.9525,13.9525,13.9525,16.15,13.9525,13.9525
2020-12-09,28.127916666666668,0.1167849736,12.23,12.23,12.23,12.23,28.04,12.23,12.23
2020-12-10,24.48875,0.082811773,13.015,13.015,13.015,13.015,19.52,13.015,13.015
2020-12-11,17.64375,0.0391733629999999,12.384999999999998,12.384999999999998,12.384999999999998,12.384999999999998,5.44,12.384999999999998,12.384999999999998
2020-12-12,13.840416666666668,0.080300808,16.9675,16.9675,16.9675,16.9675,11.44,16.9675,16.9675
2020-12-13,20.0875,0.1084037127999999,15.237499999999995,15.237499999999995,15.237499999999995,15.237499999999995,7.12,15.237499999999995,15.237499999999995
2020-12-14,34.36166666666667,0.0074738309999999,14.3925,14.3925,14.3925,14.3925,5.29,14.3925,14.3925
2020-12-15,19.417916666666667,-0.07877592,15.675,15.675,15.675,15.675,8.36,15.675,15.675
2020-12-16,15.151666666666666,-0.514333725,17.002857142857142,17.002857142857142,17.002857142857142,17.002857142857142,16.26,17.002857142857142,17.002857142857142
2020-12-17,17.605833333333326,0.230000004,16.548571428571428,16.548571428571428,16.548571428571428,16.548571428571428,18.19,16.548571428571428,16.548571428571428
2020-12-18,18.405833333333337,0.100205616,15.15,15.15,15.15,15.15,18.06,15.15,15.15
2020-12-19,12.940416666666666,0.133504525,14.920000000000002,14.920000000000002,14.920000000000002,14.920000000000002,10.09,14.920000000000002,14.920000000000002
2020-12-20,16.209583333333338,-0.0721101472,19.108,19.108,19.108,19.108,5.18,19.108,19.108
2020-12-21,24.457916666666662,0.0043126299999999,18.84,18.84,18.84,18.84,5.39,18.84,18.84
2020-12-22,30.428333333333324,0.280900568,21.271666666666672,21.271666666666672,21.271666666666672,21.271666666666672,7.35,21.271666666666672,21.271666666666672
2020-12-23,33.32083333333333,-0.322936624,20.26333333333333,20.26333333333333,20.26333333333333,20.26333333333333,6.86,20.26333333333333,20.26333333333333
2020-12-24,24.204583333333336,0.077679411,20.593333333333334,20.593333333333334,20.593333333333334,20.593333333333334,8.44,20.593333333333334,20.593333333333334
2020-12-25,20.216666666666665,-0.133902157,19.56833333333333,19.56833333333333,19.56833333333333,19.56833333333333,19.67,19.56833333333333,19.56833333333333
2020-12-26,26.05625,-0.038002871,20.20833333333333,20.20833333333333,20.20833333333333,20.20833333333333,22.88,20.20833333333333,20.20833333333333
2020-12-27,25.074583333333337,0.0364386378,22.813333333333333,22.813333333333333,22.813333333333333,22.813333333333333,19.07,22.813333333333333,22.813333333333333
2020-12-28,28.44666666666668,-0.193427786,19.578333333333333,19.578333333333333,19.578333333333333,19.578333333333333,21.42,19.578333333333333,19.578333333333333
2020-12-29,32.91208333333333,-0.0637572028,18.30666666666667,18.30666666666667,18.30666666666667,18.30666666666667,12.64,18.30666666666667,18.30666666666667
