date,open_NO2,sate_NO2,"Hebbal 1st Stage, Mysuru - KSPCB"
2021-02-06,7.432916666666666,4240848000000000.0,39.0
2021-02-07,6.730416666666666,3253830000000000.0,41.42
2021-02-08,6.637083333333333,3087124000000000.0,30.56
2021-02-09,7.755,3680500000000000.0,32.05
2021-02-10,12.084166666666668,3343520000000000.0,42.2
2021-02-11,10.7275,3957354000000000.0,54.7
2021-02-12,17.604999999999997,3957430000000000.0,64.6
2021-02-13,17.851249999999997,3554346000000000.0,47.97
2021-02-14,20.68916666666667,3484450000000000.0,31.99
2021-02-15,24.08333333333333,3318820000000000.0,36.39
2021-02-16,10.258750000000004,3730650000000000.0,33.8
2021-02-17,17.626666666666665,4343630000000000.0,34.34
2021-02-18,16.164166666666663,4421510000000000.0,30.75
2021-02-19,12.240416666666668,2974460000000000.0,34.16
2021-02-20,8.671249999999999,4697220000000000.0,33.16
2021-02-21,9.025833333333336,3516108000000000.0,30.0
2021-02-22,10.933333333333332,4465638000000000.0,25.97
2021-02-23,18.625,4551390000000000.0,29.33
2021-02-24,28.255416666666672,2840226000000000.0,34.25
2021-02-25,25.332916666666677,2979890000000000.0,31.66
2021-02-26,22.925416666666678,3692750000000000.0,29.99
2021-02-27,24.11375,4148356000000000.0,36.29
2021-02-28,13.504166666666668,4176250000000000.0,27.19
2021-03-01,22.6925,-1995250000000000.0,32.98
2021-03-02,11.255833333333332,3236050000000000.0,28.38
2021-03-03,8.500416666666668,3054684000000000.0,32.68
2021-03-04,10.548333333333332,3719250000000000.0,32.18
2021-03-05,21.85333333333333,4093840000000000.0,31.59
2021-03-06,12.668749999999998,3870040000000000.0,25.48
2021-03-07,10.840416666666668,3228140000000000.0,33.3
2021-03-08,10.832916666666668,3315940000000000.0,35.45
2021-03-09,19.90625,4827230000000000.0,26.54
2021-03-10,11.520833333333334,3843252000000000.0,21.4
2021-03-11,10.56125,6759870000000000.0,19.31
2021-03-12,8.613750000000001,3283648000000000.0,21.64
2021-03-13,14.262083333333337,4351870000000000.0,35.57
2021-03-14,11.50391304347826,4192110000000000.0,23.29
2021-03-15,21.88458333333333,4261408000000000.0,23.98
2021-03-16,19.69875,4588920000000000.0,29.39
2021-03-17,12.526666666666666,-512218000000000.0,29.15
2021-03-18,13.0025,3617520000000000.0,34.69
2021-03-19,9.326666666666668,4578530000000000.0,22.77
2021-03-20,7.264166666666665,4008260000000000.0,32.68
2021-03-21,10.6725,3322930000000000.0,22.22
2021-03-22,12.864166666666668,2908890000000000.0,25.06
2021-03-23,11.324166666666663,3273570000000000.0,22.43
2021-03-24,9.995833333333334,3376350000000000.0,23.43
2021-03-25,10.32875,4723450000000000.0,21.94
2021-03-26,14.97375,3032290000000000.0,31.98
2021-03-27,5.232083333333333,4403960000000000.0,32.84
2021-03-28,7.021250000000001,4137174000000000.0,32.03
2021-03-29,5.08875,4363790000000000.0,23.42
2021-03-30,9.764583333333333,3401060000000000.0,23.1
2021-03-31,5.1625000000000005,3502104000000000.0,20.79
2021-04-01,5.464166666666667,3734250000000000.0,23.12
2021-04-02,7.995833333333334,446157000000000.0,18.79
2021-04-03,5.957083333333334,2973020000000000.0,16.76
2021-04-04,8.529166666666667,3664478000000000.0,17.33
2021-04-05,12.034166666666664,3269310000000000.0,18.28
2021-04-06,10.06625,4700960000000000.0,25.23
2021-04-07,6.024583333333333,3605740000000000.0,22.15
2021-04-08,11.355833333333337,4752170000000000.0,14.01
2021-04-09,10.01375,5085800000000000.0,34.09
2021-04-10,9.042916666666668,4438190000000000.0,32.6
2021-04-11,9.494583333333331,3280992000000000.0,17.84
2021-04-12,15.350416666666666,3883090000000000.0,20.73
2021-04-13,9.61125,4362636000000000.0,13.07
2021-04-14,18.0125,3570772000000000.0,18.96
2021-04-15,16.636666666666667,3310440000000000.0,24.16
2021-04-16,11.84625,3980198000000000.0,20.84
2021-04-17,7.204583333333333,4450780000000000.0,24.3
2021-04-18,7.066666666666666,5260790000000000.0,16.23
2021-04-19,8.379166666666665,4115290000000000.0,15.24
2021-04-20,20.294166666666666,2723146200000000.0,9.98
2021-04-21,18.32708333333333,3837530000000000.0,14.3
2021-04-22,12.870833333333332,3769970000000000.0,8.7
2021-04-23,20.42083333333333,3384460000000000.0,5.9
2021-04-24,18.047083333333333,4145410000000000.0,0.93
2021-04-25,10.330833333333333,5408930000000000.0,0.97
2021-04-26,12.26083333333333,3544520000000000.0,1.48
2021-04-27,11.348333333333334,4226728000000000.0,2.42
2021-04-28,12.55125,4546220000000000.0,0.55
2021-04-29,12.649583333333332,4453400000000000.0,15.75
2021-04-30,18.33333333333333,3475020000000000.0,15.38
2021-05-01,8.845416666666667,3666950000000000.0,11.55
2021-05-02,11.156666666666666,3992266000000000.0,8.5
2021-05-03,18.168750000000003,4203070000000000.0,10.86
2021-05-04,20.965,4264690000000000.0,12.22
2021-05-05,17.572916666666668,3973220000000000.0,12.81
2021-05-06,11.709583333333336,3817602000000000.0,10.8
2021-05-07,17.819999999999997,2960530000000000.0,10.39
2021-05-08,8.400833333333333,2865450000000000.0,9.73
2021-05-09,6.863333333333333,4041460000000000.0,8.24
2021-05-10,11.250416666666668,4799930000000000.0,10.81
2021-05-11,14.208749999999997,4013670000000000.0,9.42
2021-05-12,10.599583333333332,3577522000000000.0,10.84
2021-05-13,10.631666666666666,3295318000000000.0,9.93
2021-05-14,7.409583333333335,3285790000000000.0,8.02
2021-05-15,5.670833333333333,3827886000000000.0,4.57
2021-05-16,5.072083333333334,3896230000000000.0,4.83
2021-05-17,6.265416666666667,4009800000000000.0,7.62
2021-05-18,4.470000000000001,3780626000000000.0,8.2
2021-05-19,4.767916666666666,4428660000000000.0,8.22
2021-05-20,5.56375,4304070000000000.0,9.94
2021-05-21,8.005833333333332,3039020000000000.0,12.04
2021-05-22,5.37125,3452764200000000.0,12.5
2021-05-23,6.066666666666666,3583490000000000.0,7.89
2021-05-24,5.536666666666666,3002140000000000.0,9.47
2021-05-25,5.806666666666666,4060128000000000.0,8.91
2021-05-26,4.82125,2626200000000000.0,10.19
2021-05-27,4.790416666666666,3747380000000000.0,26.17
2021-05-28,4.9437500000000005,2929290000000000.0,22.12
2021-05-29,3.3841666666666668,4146710000000000.0,14.94
2021-05-30,3.398333333333334,3357440000000000.0,11.5
2021-05-31,3.8454166666666665,4217740000000000.0,16.39
2021-06-01,4.611250000000001,3120240000000000.0,14.19
2021-06-02,9.0575,4587620000000000.0,14.56
2021-06-03,10.05125,3868878000000000.0,22.7
2021-06-04,9.40875,3368480000000000.0,16.54
2021-06-05,5.771249999999999,3301698000000000.0,13.82
2021-06-06,5.2,3424712000000000.0,14.03
2021-06-07,5.47625,4077604000000000.0,23.84
2021-06-08,5.257500000000001,3664030000000000.0,19.71
2021-06-09,4.141666666666667,3021670000000000.0,19.47
2021-06-10,4.888333333333333,3406546000000000.0,15.2
2021-06-11,4.554583333333334,6284250000000000.0,22.49
2021-06-12,2.4737500000000003,3945274000000000.0,18.29
2021-06-13,3.1508333333333334,3252242000000000.0,13.67
2021-06-14,3.7620833333333343,3901432000000000.0,15.85
2021-06-15,3.6054166666666654,3385496000000000.0,15.36
2021-06-16,3.805416666666666,3352360000000000.0,10.79
2021-06-17,3.525833333333333,5275550000000000.0,20.42
2021-06-18,3.44,4536030000000000.0,19.09
2021-06-19,3.181666666666666,2932652000000000.0,20.51
2021-06-20,3.9524999999999992,3186680000000000.0,14.6
2021-06-21,5.577083333333333,1370100000000000.0,27.71
2021-06-22,8.423750000000002,3531290000000000.0,29.95
2021-06-23,6.694166666666667,4338598000000000.0,24.99
2021-06-24,5.197499999999999,3067660000000000.0,21.82
2021-06-25,5.059166666666666,2567660000000000.0,22.49
2021-06-26,4.4404166666666685,4362714000000000.0,19.99
2021-06-27,6.714166666666666,3489974200000000.0,20.49
2021-06-28,7.717916666666666,2391680000000000.0,23.52
2021-06-29,7.089999999999999,4953050000000000.0,19.69
2021-06-30,7.869583333333336,3334596000000000.0,20.68
2021-07-01,5.424166666666667,3297654000000000.0,21.61
2021-07-02,5.499583333333335,3866238000000000.0,19.4
2021-07-03,5.8133333333333335,3381838000000000.0,20.36
2021-07-04,7.5425,5733910000000000.0,16.54
2021-07-05,8.262083333333333,3232094000000000.0,26.72
2021-07-06,12.339166666666666,2788430000000000.0,22.67
2021-07-07,8.615833333333335,4870020000000000.0,19.74
2021-07-08,8.791666666666668,3455580000000000.0,23.66
2021-07-09,6.112500000000002,3289076200000000.0,19.23
2021-07-10,3.152083333333334,3345126000000000.0,16.13
2021-07-11,2.97,4023194000000000.0,15.87
2021-07-12,3.799166666666666,3448136000000000.0,18.93
2021-07-13,3.573333333333334,3652791200000000.0,20.15
2021-07-14,4.566666666666667,3685230000000000.0,18.23
2021-07-15,4.556666666666668,4126662000000000.0,19.83
2021-07-16,7.110833333333336,2704964000000000.0,20.8
2021-07-17,5.069583333333333,3395748000000000.0,21.66
2021-07-18,3.565,3106362000000000.0,14.73
2021-07-19,3.926250000000001,3742552000000000.0,20.12
2021-07-20,4.0304166666666665,2234430000000000.0,18.31
2021-07-21,3.188333333333334,3911526000000000.0,16.45
2021-07-22,3.625833333333333,4797696000000000.0,18.32
2021-07-23,4.201666666666667,2982574200000000.0,21.14
2021-07-24,3.0600000000000005,3622746000000000.0,18.54
2021-07-25,2.902083333333333,3987580000000000.0,14.55
2021-07-26,4.7491666666666665,2246450000000000.0,20.79
2021-07-27,3.94125,5713380000000000.0,19.72
2021-07-28,4.042083333333332,2816970000000000.0,22.49
2021-07-29,4.883749999999999,2928626200000000.0,20.42
2021-07-30,4.339166666666666,3274810000000000.0,24.01
2021-07-31,3.281666666666668,1915620000000000.0,25.12
2021-08-01,2.8929166666666664,3023714000000000.0,18.67
2021-08-02,3.7066666666666666,4636906000000000.0,19.75
2021-08-03,4.2508333333333335,3418808000000000.0,20.22
2021-08-04,3.7495833333333337,3536280000000000.0,19.85
2021-08-05,3.96125,3424946000000000.0,22.31
2021-08-06,4.1925,4506304000000000.0,23.4
2021-08-07,3.952083333333333,3465390000000000.0,18.71
2021-08-08,5.097083333333333,1766610000000000.0,13.65
2021-08-09,5.760833333333332,3531400000000000.0,22.31
2021-08-10,6.674166666666667,3700926000000000.0,24.66
2021-08-11,6.696666666666666,3458488000000000.0,27.1
2021-08-12,6.574166666666667,3426256000000000.0,25.76
2021-08-13,5.784583333333333,3961656000000000.0,24.52
2021-08-14,4.458749999999999,4393660000000000.0,22.32
2021-08-15,4.917083333333334,3767556000000000.0,18.12
2021-08-16,7.2633333333333345,3285884000000000.0,24.37
2021-08-17,6.201250000000002,3637248000000000.0,20.64
2021-08-18,5.121666666666666,3141798000000000.0,20.87
2021-08-19,6.697083333333332,3270204000000000.0,22.28
2021-08-20,8.731666666666666,3713666000000000.0,22.19
2021-08-21,9.950833333333334,7381530000000000.0,21.96
2021-08-22,8.07125,3240616000000000.0,17.55
2021-08-23,7.5925,3135950000000000.0,21.63
2021-08-24,5.774166666666667,4974590000000000.0,20.0
2021-08-25,5.240833333333333,3228730000000000.0,20.51
2021-08-26,6.788333333333333,3674150000000000.0,18.61
2021-08-27,6.738333333333333,3646560000000000.0,9.23
2021-08-28,4.970833333333335,4123954000000000.0,7.26
2021-08-29,5.246666666666667,3783344000000000.0,7.77
2021-08-30,5.732500000000001,4952080000000000.0,11.6
2021-08-31,7.7525,3757190000000000.0,12.92
2021-09-01,7.764583333333334,3836954000000000.0,26.85
2021-09-02,7.943749999999999,3247928000000000.0,24.1
2021-09-03,7.356666666666666,3100676000000000.0,22.19
2021-09-04,4.673333333333333,4061408000000000.0,18.55
2021-09-05,5.139166666666667,3932150000000000.0,22.09
2021-09-06,4.717916666666666,2603370000000000.0,22.19
2021-09-07,4.30875,3413184200000000.0,12.11
2021-09-08,4.32875,3720504000000000.0,9.93
2021-09-09,5.204583333333333,1735490000000000.0,13.9
2021-09-10,5.751666666666668,3916604000000000.0,9.51
2021-09-11,3.4441666666666664,3099730000000000.0,8.71
2021-09-12,3.619583333333333,3616178000000000.0,7.92
2021-09-13,4.202916666666667,4832510000000000.0,8.82
2021-09-14,5.618333333333332,3524850000000000.0,10.72
2021-09-15,5.349999999999999,3058482000000000.0,11.28
2021-09-16,7.283750000000001,4124830000000000.0,12.76
2021-09-17,8.147083333333333,3906430000000000.0,14.15
2021-09-18,8.0775,3579402000000000.0,15.83
2021-09-19,11.83625,2831970000000000.0,12.01
2021-09-20,8.992083333333332,3971714000000000.0,14.8
2021-09-21,6.142916666666667,2807150000000000.0,12.59
2021-09-22,7.204583333333335,5878250000000000.0,15.18
2021-09-23,5.759166666666668,3594490000000000.0,14.67
2021-09-24,7.602083333333334,2590400000000000.0,13.33
2021-09-25,5.9225,3165630000000000.0,11.51
2021-09-26,4.938333333333333,3821450000000000.0,10.4
2021-09-27,4.350416666666667,3383156200000000.0,10.88
2021-09-28,4.470833333333334,2606060000000000.0,10.04
2021-09-29,7.0041666666666655,1928610000000000.0,10.04
2021-09-30,10.142916666666665,4497530000000000.0,11.11
2021-10-01,11.655416666666666,4118570000000000.0,15.16
2021-10-02,7.978333333333334,6133500000000000.0,15.0
2021-10-03,9.84375,4935022000000000.0,11.36
2021-10-04,18.545,2987422200000000.0,12.46
2021-10-05,19.675,3550372000000000.0,14.23
2021-10-06,11.112500000000002,3663780000000000.0,16.03
2021-10-07,9.37,2545290000000000.0,10.56
2021-10-08,7.515000000000001,3694290000000000.0,10.98
2021-10-09,5.541666666666667,3181346000000000.0,9.49
2021-10-10,8.276666666666666,3695150000000000.0,12.16
2021-10-11,7.287916666666667,445541000000000.0,12.06
2021-10-12,7.621250000000002,3798120000000000.0,9.56
2021-10-13,6.690833333333335,3623552000000000.0,11.82
2021-10-14,13.522916666666667,1866840000000000.0,11.69
2021-10-15,16.622916666666672,7870900000000000.0,12.99
2021-10-16,12.32291666666667,3241528000000000.0,14.9
2021-10-17,5.40375,3940024000000000.0,9.54
2021-10-18,7.615416666666667,4629490000000000.0,11.24
2021-10-19,21.417500000000004,3367120000000000.0,19.05
2021-10-20,15.487083333333333,3033240000000000.0,17.88
2021-10-21,15.326666666666672,3507270000000000.0,15.56
2021-10-22,22.4725,3028060000000000.0,15.7
2021-10-23,15.63375,3546014000000000.0,14.01
2021-10-24,11.164583333333336,3099570000000000.0,13.49
2021-10-25,14.672083333333331,3891188000000000.0,19.83
2021-10-26,35.33166666666666,3234946000000000.0,15.16
2021-10-27,14.019583333333332,2992300000000000.0,23.25
2021-10-28,14.520833333333334,2910524400000000.0,23.59
2021-10-29,16.155416666666664,3109440200000000.0,19.18
2021-10-30,11.50208333333333,4108674000000000.0,14.57
2021-10-31,12.39,2782022000000000.0,12.72
2021-11-01,14.208333333333334,3407820000000000.0,12.85
2021-11-02,10.710416666666667,3968126000000000.0,9.8
2021-11-03,11.594166666666666,3282326000000000.0,10.04
2021-11-04,19.42958333333333,4025050000000000.0,13.87
2021-11-05,19.627916666666668,3278332000000000.0,13.86
2021-11-06,10.175,4059580000000000.0,14.07
2021-11-07,12.001600000000002,3780980000000000.0,13.73
2021-11-08,19.53166666666667,2893776000000000.0,20.48
2021-11-09,15.382916666666665,3605452000000000.0,24.98
2021-11-10,18.01,2934108000000000.0,23.8
2021-11-11,6.773333333333333,4477388000000000.0,23.19
2021-11-12,19.089166666666664,4267688000000000.0,20.27
2021-11-13,12.48166666666667,3182028000000000.0,12.56
2021-11-14,14.454583333333332,3229620200000000.0,13.03
2021-11-15,16.197083333333335,4058714000000000.0,15.03
2021-11-16,23.88791666666667,3809610000000000.0,15.37
2021-11-17,21.28416666666666,2512190000000000.0,15.35
2021-11-18,10.494583333333331,3108602000000000.0,22.24
2021-11-19,11.159166666666664,4198756000000000.0,10.78
2021-11-20,4.896249999999999,4196790000000000.0,10.78
2021-11-21,16.114166666666666,2694452200000000.0,16.14
2021-11-22,21.413750000000004,4039142000000000.0,30.73
2021-11-23,17.5925,4227996000000000.0,17.57
2021-11-24,14.52083333333333,3893318000000000.0,17.04
2021-11-25,10.888333333333335,7406890000000000.0,12.6
2021-11-26,13.396250000000002,3550780000000000.0,9.52
2021-11-27,6.052916666666666,3093716400000000.0,8.5
2021-11-28,10.102083333333336,3150028000000000.0,10.29
2021-11-29,7.460416666666667,3023724000000000.0,9.31
2021-11-30,7.243749999999999,2798684000000000.0,8.84
2021-12-01,14.1075,4156670000000000.0,10.6
2021-12-02,26.73708333333333,2177510000000000.0,13.55
2021-12-03,30.99875,3158172000000000.0,13.63
2021-12-04,16.13458333333333,4827580000000000.0,15.94
2021-12-05,16.388749999999998,3300416000000000.0,14.67
2021-12-06,21.884583333333328,3235552000000000.0,18.84
2021-12-07,22.962499999999995,3944626000000000.0,17.83
2021-12-08,20.4275,3619440000000000.0,17.79
2021-12-09,10.299166666666666,2328924000000000.0,15.6
2021-12-10,11.723333333333334,4694520000000000.0,13.87
2021-12-11,6.870000000000001,3328330000000000.0,13.08
2021-12-12,5.84875,2520152200000000.0,11.48
2021-12-13,7.920833333333333,1604840000000000.0,14.29
2021-12-14,7.931250000000001,3877912000000000.0,16.0
2021-12-15,14.832916666666668,5425858000000000.0,18.79
2021-12-16,16.659583333333334,2526546200000000.0,23.64
2021-12-17,23.035,3946200000000000.0,23.08
2021-12-18,12.002083333333331,1408640000000000.0,23.12
2021-12-19,10.848333333333333,3924360000000000.0,22.1
2021-12-20,18.2125,2915810000000000.0,22.72
2021-12-21,31.304583333333337,4203052000000000.0,28.14
2021-12-22,31.31333333333333,3015400000000000.0,28.94
2021-12-23,27.30583333333333,3464686000000000.0,31.18
2021-12-24,32.677083333333336,3565500000000000.0,31.88
2021-12-25,23.132500000000004,3491332000000000.0,30.99
2021-12-26,11.389583333333333,2408420000000000.0,28.34
2021-12-27,8.53416666666667,3703440000000000.0,17.67
2021-12-28,11.932916666666666,2431496200000000.0,16.61
2021-12-29,10.393333333333334,2820230000000000.0,28.54
2021-12-30,5.789166666666668,3314426200000000.0,16.55
2021-12-31,5.632916666666667,3877924000000000.0,15.47
