date,open_NO2,sate_NO2,"Buddhi Vihar, Moradabad - UPPCB","Eco Herbal Park, Moradabad - UPPCB","Employment Office, Moradabad - UPPCB"
2021-10-05,12.774166666666666,5090660000000000.0,39.18,15.156666666666666,39.18
2021-10-06,8.764166666666666,6019072000000000.0,9.62,14.650000000000002,9.62
2021-10-07,8.032083333333333,5059270000000000.0,12.5,15.278888888888888,12.5
2021-10-08,9.862916666666669,5027612000000000.0,8.18,15.849999999999998,8.18
2021-10-09,8.447083333333333,6562310000000000.0,12.8,15.735555555555557,12.8
2021-10-10,11.441666666666668,5378438000000000.0,12.16,15.954444444444448,12.16
2021-10-11,16.86958333333333,6640390000000000.0,27.19,18.32888888888889,27.19
2021-10-12,9.65375,4449080000000000.0,26.62,18.361111111111107,26.62
2021-10-13,7.552083333333332,5374760000000000.0,13.71,19.942222222222224,13.71
2021-10-14,9.810833333333331,5963370000000000.0,12.16,17.443999999999996,12.16
2021-10-15,17.058749999999993,4895092000000000.0,17.75,21.565,17.75
2021-10-16,19.22458333333333,6685200000000000.0,35.73,16.766,35.73
2021-10-17,13.551666666666664,5493732000000000.0,62.95,15.821000000000002,62.95
2021-10-18,12.353333333333335,6505500000000000.0,54.64,11.701999999999998,54.64
2021-10-19,10.262916666666666,5077730000000000.0,29.24,13.066999999999998,29.24
2021-10-20,12.733333333333336,7142160000000000.0,16.25,15.514999999999995,16.25
2021-10-21,10.416666666666668,8677120000000000.0,24.85,19.820000000000004,24.85
2021-10-22,17.060000000000002,4705420000000000.0,33.31,22.949,33.31
2021-10-23,17.156666666666666,4758300000000000.0,63.72,22.937,63.72
2021-10-24,14.179166666666667,5629348000000000.0,16.28,18.945,16.28
2021-10-25,7.715833333333332,6025900000000000.0,23.66,19.814,23.66
2021-10-26,10.809166666666668,4568970000000000.0,38.58,24.068000000000005,38.58
2021-10-27,9.452916666666663,5380280000000000.0,42.76,23.465,42.76
2021-10-28,16.546666666666667,5080680000000000.0,25.36,24.995,25.36
2021-10-29,14.1725,5737994000000000.0,50.24,25.107,50.24
2021-10-30,6.902083333333334,6415750000000000.0,41.23,27.635,41.23
2021-10-31,20.805833333333336,4851844000000000.0,43.42,29.077000000000005,43.42
2021-11-01,30.077916666666663,6616340000000000.0,35.25,42.845,35.25
2021-11-02,32.67125,5073880000000000.0,25.61,60.769000000000005,25.61
2021-11-03,19.979166666666668,5354750000000000.0,38.75,41.25666666666667,38.75
2021-11-04,32.03458333333334,7087630000000000.0,43.32,42.797,43.32
2021-11-05,18.952916666666667,6910854000000000.0,51.03,31.713,51.03
2021-11-06,7.382083333333335,6515170000000000.0,51.8,27.099,51.8
2021-11-07,21.6948,5593080000000000.0,57.48,24.014,57.48
2021-11-08,33.610416666666666,4762260000000000.0,71.59,30.08300000000001,71.59
2021-11-09,33.6625,4862768000000000.0,64.25,34.905,64.25
2021-11-10,47.36541666666668,6063450000000000.0,20.05,36.719,20.05
2021-11-11,45.47541666666666,5221074000000000.0,16.03,31.574,16.03
2021-11-12,42.16666666666666,6437820000000000.0,14.85,32.983,14.85
2021-11-13,19.672083333333337,7690530000000000.0,14.99,29.674444444444443,14.99
2021-11-14,29.05583333333333,5950734000000000.0,16.37,27.522,16.37
2021-11-15,24.36375,7410230000000000.0,18.3,26.172000000000004,18.3
2021-11-16,37.98708333333333,5926528000000000.0,19.98,30.927,19.98
2021-11-17,41.55416666666667,6024670000000000.0,17.56,35.501999999999995,17.56
2021-11-18,38.009166666666665,5961538000000000.0,17.53,35.532000000000004,17.53
2021-11-19,24.235000000000003,4587070000000000.0,17.55,28.721,17.55
2021-11-20,13.585833333333332,7205530000000000.0,18.71,32.05444444444444,18.71
2021-11-21,8.480833333333335,5749068000000000.0,20.73,22.06,20.73
2021-11-22,10.45125,6197590000000000.0,21.18,22.291111111111107,21.18
