date,open_NO2,sate_NO2,"Buddhi Vihar, Moradabad - UPPCB","Eco Herbal Park, Moradabad - UPPCB","Employment Office, Moradabad - UPPCB"
2021-11-23,33.93375000000001,5284982000000000.0,24.17,23.79222222222222,24.17
2021-11-24,35.58375,4855620000000000.0,31.42,23.673,31.42
2021-11-25,28.75333333333333,5425780000000000.0,36.26,23.786363636363635,36.26
2021-11-26,35.37833333333334,4692480000000000.0,32.39,30.763,32.39
2021-11-27,28.912500000000005,6472294000000000.0,18.81,33.709999999999994,18.81
2021-11-28,23.75125,5481120000000000.0,16.51,28.879,16.51
2021-11-29,12.842083333333337,7892790000000000.0,35.16,24.389,35.16
2021-11-30,35.21125,6429574000000000.0,24.14,33.367999999999995,24.14
2021-12-01,21.866249999999997,5370710000000000.0,28.33,30.105454545454545,28.33
2021-12-02,14.452083333333336,5579382000000000.0,20.51,27.554,20.51
2021-12-03,22.78791666666666,5943216000000000.0,31.11,33.316,31.11
2021-12-04,17.046666666666663,5775480000000000.0,28.82,30.335,28.82
2021-12-05,21.2025,5131560000000000.0,18.49,24.746,18.49
2021-12-06,15.405416666666667,6689450000000000.0,16.06,23.43636363636364,16.06
2021-12-07,12.842916666666666,5924292000000000.0,16.17,26.280000000000005,16.17
2021-12-08,28.527916666666663,6545350000000000.0,21.47,26.209090909090914,21.47
2021-12-09,32.78125000000001,5261280000000000.0,20.62,26.99,20.62
2021-12-10,12.297499999999998,5840710000000000.0,18.14,30.437,23.35
2021-12-11,18.686666666666667,5446738000000000.0,20.48,36.744,38.52
2021-12-12,38.208333333333336,7682210000000000.0,24.03,36.717777777777776,31.8
2021-12-13,42.33125,6551546000000000.0,33.28,42.73444444444445,22.18
2021-12-14,21.717916666666664,5911270000000000.0,28.64,37.927,20.68
2021-12-15,19.641250000000007,6355180000000000.0,21.0,34.723,34.24
2021-12-16,17.136666666666667,5459740000000000.0,32.08,32.65636363636364,29.75
2021-12-17,10.094583333333333,6341960000000000.0,16.17,33.55181818181818,18.06
2021-12-18,7.028333333333333,5779028000000000.0,16.32,45.807272727272725,13.62
2021-12-19,9.076666666666668,7566780000000000.0,19.42,37.13454545454545,19.18
2021-12-20,46.51708333333334,7692912000000000.0,36.93,36.42272727272728,22.68
2021-12-21,26.660833333333333,7498680000000000.0,47.95,41.41,37.06
2021-12-22,46.54291666666668,6609830000000000.0,45.88,43.297272727272734,27.37
2021-12-23,45.98999999999999,6102816000000000.0,42.08,43.907272727272726,22.01
2021-12-24,61.27666666666668,6631170000000000.0,39.42,36.57545454545454,19.2
2021-12-25,36.10791666666668,6941778000000000.0,34.11,38.02909090909091,19.59
2021-12-26,24.82625,5887118000000000.0,37.77,39.64090909090909,22.48
2021-12-27,25.715000000000003,5781842000000000.0,25.13,39.62181818181818,17.0
2021-12-28,27.667500000000004,5682824000000000.0,39.26,33.720909090909096,17.86
2021-12-29,24.149583333333336,4379486000000000.0,33.09,29.561818181818182,17.08
2021-12-30,16.870416666666667,4811210000000000.0,30.81,27.535999999999994,15.17
2021-12-31,16.019166666666667,7198630000000000.0,24.71,33.82,20.02
