date,open_SO2,sate_SO2,"Asansol Court Area, Asansol - WBPCB"
2021-01-04,18.082500000000003,0.4519999948000001,10.13
2021-01-05,10.835416666666667,-1.17999995,9.69
2021-01-06,18.24541666666667,0.5959999946,8.03
2021-01-07,7.186666666666667,0.3480000099999999,10.9
2021-01-08,8.091666666666667,0.4799999914,6.84
2021-01-09,7.000833333333336,0.150000006,4.09
2021-01-10,7.300416666666667,1.32000005,3.35
2021-01-11,7.210416666666668,0.314000012,5.5
2021-01-12,10.6225,0.5039999961999999,4.08
2021-01-13,11.33,-0.1039999959999999,8.08
2021-01-14,9.84,0.50999999,7.34
2021-01-15,10.792083333333332,0.1240000024,5.91
2021-01-16,9.670416666666666,-0.3839999844,5.07
2021-01-17,24.45166666666667,1.28999996,4.69
2021-01-18,14.667499999999997,0.016000001,5.09
2021-01-19,29.599999999999994,0.2520000046,6.51
2021-01-20,6.107916666666668,0.025999999,7.7
2021-01-21,7.968333333333335,1.22000003,7.44
2021-01-22,9.20041666666667,0.3499999984,7.24
2021-01-23,11.144166666666669,0.3300000018,6.47
2021-01-24,47.14499999999998,0.0980000008,6.51
2021-01-25,32.14625,0.0619999998,6.41
2021-01-26,8.811499999999999,1.58000004,4.86
2021-01-27,8.45,0.2539999938,4.25
2021-01-28,7.893749999999997,0.209999993,5.22
2021-01-29,10.24125,0.3799999884,12.05
2021-01-30,7.385416666666668,-0.550000012,5.3
2021-01-31,7.889583333333333,0.497999995,5.01
2021-02-01,9.612500000000002,0.479999989,4.9
2021-02-02,9.720833333333331,0.100000001,4.89
2021-02-03,10.243333333333332,-0.3979999928000001,4.63
2021-02-04,16.381249999999998,-0.200000003,4.59
2021-02-05,90.41458333333335,0.4459999834,5.31
2021-02-06,11.095833333333331,0.4400000090000001,4.47
2021-02-07,6.499583333333334,-0.2339999944,3.86
2021-02-08,8.508750000000001,0.4640000099999999,3.59
2021-02-09,12.490833333333333,-0.1039999905999999,6.32
2021-02-10,20.5925,0.839999974,12.97
2021-02-11,8.833333333333332,0.039999999,16.74
2021-02-12,8.867916666666668,0.1060000032,18.59
2021-02-13,5.685833333333334,0.0,19.92
2021-02-14,10.451250000000002,-0.2379999946,21.35
2021-02-15,8.810833333333333,-0.280000001,15.11
2021-02-16,13.658333333333331,0.0440000055999999,6.37
2021-02-17,22.348333333333333,0.199999994,7.43
2021-02-18,22.08666666666667,0.949999988,8.83
2021-02-19,11.76875,0.1799999888,10.05
2021-02-20,22.488333333333333,-0.1199999942,11.37
2021-02-21,7.88208333333333,0.3279999964,12.26
2021-02-22,13.770000000000003,1.27999997,12.54
2021-02-23,13.140833333333337,0.7139999838,13.29
2021-02-24,16.341666666666665,0.1800000102,14.29
2021-02-25,20.94208333333333,0.4319999894,13.44
2021-02-26,13.329583333333332,0.469999999,16.89
2021-02-27,18.045,-0.560000002,6.93
2021-02-28,15.187083333333332,0.3019999882,6.24
2021-03-01,10.27125,0.200000003,6.87
2021-03-02,15.254166666666668,0.387999988,7.44
2021-03-03,13.180416666666668,0.800000012,8.31
2021-03-04,38.11291666666667,0.2659999966,8.82
2021-03-05,65.41541666666667,1.55999994,9.38
2021-03-06,16.240416666666665,0.5,9.79
2021-03-07,38.5425,-0.075999995,10.13
2021-03-08,70.93583333333333,0.469999999,10.69
2021-03-09,39.66708333333335,-0.1659999961999999,8.6
2021-03-10,27.250833333333333,1.07000005,6.48
2021-03-11,84.00000000000001,0.8799999766,7.12
2021-03-12,54.26958333333332,0.3240000018,8.08
2021-03-13,8.090833333333334,0.2159999992,8.6
2021-03-14,29.02478260869565,0.100000001,9.74
2021-03-15,26.036666666666672,0.25,8.63
2021-03-16,15.90791666666667,0.4179999914,5.33
2021-03-17,31.99791666666667,0.419999987,4.81
2021-03-18,11.236666666666665,0.3899999959999999,4.42
2021-03-19,11.3225,0.189999998,4.03
2021-03-20,7.668749999999999,0.133999996,4.08
2021-03-21,8.074999999999998,-0.289999992,4.92
2021-03-22,15.726250000000002,-0.129999995,5.29
2021-03-23,43.797500000000014,0.1839999946,5.6
2021-03-24,9.758333333333336,0.709999979,6.83
2021-03-25,9.587916666666668,0.1939999982,7.2
2021-03-26,15.589583333333332,0.819999993,6.53
2021-03-27,9.187499999999998,0.506,5.7
2021-03-28,36.806250000000006,0.0620000021999999,5.74
2021-03-29,33.06041666666666,0.0159999968,6.41
2021-03-30,51.55333333333334,0.2617256842678304,7.79
2021-03-31,31.38166666666667,0.879999995,8.51
2021-04-01,33.08208333333334,0.649999976,8.16
2021-04-02,23.631250000000005,0.280000001,7.09
2021-04-03,48.76166666666666,0.319999986,6.69
2021-04-04,31.121249999999996,-0.02,7.12
2021-04-05,22.780833333333337,0.3019999866,7.53
2021-04-06,35.21666666666667,0.829999983,9.0
2021-04-07,45.05708333333333,1.53999996,10.12
2021-04-08,50.27583333333334,0.0599999926,8.11
2021-04-09,44.70000000000001,0.2799999952,5.9
2021-04-10,27.214999999999996,0.2059999882,6.54
2021-04-11,31.635833333333338,0.800000012,6.59
2021-04-12,51.071666666666665,0.1519999932,6.24
2021-04-13,43.66041666666666,0.202000004,6.05
2021-04-14,58.39374999999999,0.2420000066,5.34
2021-04-15,61.35791666666668,0.1520000002,4.9
2021-04-16,27.43291666666666,-0.0639999899999999,4.59
2021-04-17,46.52875,2.26999998,4.83
2021-04-18,44.56999999999999,0.4020000026,7.46
2021-04-19,29.090416666666663,0.5020000095999999,7.99
2021-04-20,34.12208333333333,1.03999996,7.37
2021-04-21,25.457916666666677,0.0020000003999999,7.09
2021-04-22,22.35458333333333,0.0480000194,7.78
2021-04-23,21.590416666666663,0.3940000002,8.35
2021-04-24,29.7175,-0.0540000049999999,8.96
2021-04-25,32.63916666666666,1.21000004,9.22
2021-04-26,22.12833333333333,0.3159999966,9.43
2021-04-27,19.699583333333333,0.330000013,8.97
2021-04-28,78.02291666666666,0.4479999842,8.76
2021-04-29,64.55833333333332,0.1639999992,8.98
2021-04-30,38.11250000000002,0.3919999939999999,9.44
2021-05-01,39.21625000000001,0.479999989,10.48
2021-05-02,66.27125,0.1640000056,10.54
2021-05-03,47.02333333333332,0.02,5.76
2021-05-04,86.42291666666665,-0.1199999988,6.84
2021-05-05,71.55625,-0.0139999962,7.42
2021-05-06,35.51541666666667,0.709999979,7.77
2021-05-07,74.47083333333335,0.6979999846,7.88
2021-05-08,46.47666666666667,-0.189999998,8.31
2021-05-09,26.018749999999997,0.4739999964,8.31
2021-05-10,40.772083333333335,0.027999995,8.3
2021-05-11,24.54041666666667,0.2859999843999999,8.37
2021-05-12,60.71958333333334,0.2259999966,8.71
2021-05-13,48.440000000000005,0.5699999931999999,8.96
2021-05-14,47.11958333333332,0.4799999874,8.89
2021-05-15,34.164166666666674,0.071999997,8.69
2021-05-16,33.16416666666667,0.3659999995999999,8.74
2021-05-17,37.44708333333333,1.17999995,8.58
2021-05-18,28.754166666666663,0.200000003,8.43
2021-05-19,51.47624999999997,0.173999997,8.34
2021-05-20,11.459583333333336,0.4539999968,11.25
2021-05-21,38.35333333333334,-0.0039999955999999,5.63
2021-05-22,12.442916666666669,0.1959999966,5.45
2021-05-23,5.977083333333333,0.7519999798,5.38
2021-05-24,30.407916666666665,-0.129999995,5.3
2021-05-25,22.09833333333333,-0.0839999996,5.41
2021-05-26,12.68625,0.2559999966,5.2
2021-05-27,52.79208333333333,0.294000009,5.3
2021-05-28,57.14124999999999,-0.0360000089999999,5.39
2021-05-29,44.42083333333333,0.545999991,5.25
2021-05-30,41.19958333333333,0.5579999821999999,5.39
2021-05-31,36.53875000000001,0.052000008,5.29
2021-06-01,18.65083333333333,0.3179999947999999,5.23
2021-06-02,16.8525,0.4399999974,5.11
2021-06-03,44.33083333333335,-0.07,5.25
2021-06-04,50.500416666666666,0.949999988,5.15
2021-06-05,51.83708333333332,-0.1059999934,5.43
2021-06-06,42.03250000000001,0.246,5.49
2021-06-07,75.68791666666665,0.709999979,5.27
2021-06-08,39.9825,0.4899999844000001,5.27
2021-06-09,59.54583333333334,0.0320000008,5.37
2021-06-10,38.14208333333333,0.1199999936,5.39
2021-06-11,23.485416666666666,-0.0779999952,5.25
2021-06-12,12.159583333333332,0.2639999972,5.39
2021-06-13,19.17125,0.5559999954,5.22
2021-06-14,75.26124999999999,0.131999994,5.49
2021-06-15,71.36666666666669,0.2580000014,5.02
2021-06-16,33.60208333333334,0.2080000268,5.49
2021-06-17,68.58625000000002,-0.0540000008,5.11
2021-06-18,55.66541666666666,-0.0039999871999999,5.67
2021-06-19,13.939583333333331,0.2539999979999999,5.41
2021-06-20,9.485833333333334,0.2699999958,5.24
2021-06-21,26.835833333333337,0.1420000066,4.62
2021-06-22,82.25416666666668,0.5339999825999999,10.39
2021-06-23,79.42333333333335,0.3420000048,5.53
2021-06-24,49.457916666666655,0.4780000062,4.82
2021-06-25,90.72833333333334,-0.0319999976,4.46
2021-06-26,78.39999999999999,0.319999993,32.55
2021-06-27,33.39000000000001,-0.1799999894,5.45
2021-06-28,10.167083333333332,-0.1320000063999999,5.23
2021-06-29,17.74791666666667,0.4179999934,5.8
2021-06-30,20.09708333333333,0.2279999878,5.42
2021-07-01,35.09666666666667,-0.1060000002,5.28
2021-07-02,34.665,-0.185999987,5.65
2021-07-03,25.160416666666663,-0.163999982,5.35
2021-07-04,19.371666666666663,0.4300000035999999,5.62
2021-07-05,61.30791666666667,-0.1939999942,5.53
2021-07-06,19.910416666666663,0.4039999915999999,5.38
2021-07-07,65.52499999999999,-0.0059999994,5.34
2021-07-08,80.03,-0.05999999,40.21
2021-07-09,66.36,0.2740000024,5.15
2021-07-10,44.9725,0.5979999922,5.33
2021-07-11,35.79333333333334,0.8040000158,36.16
2021-07-12,48.93541666666666,0.0759999968,5.2
2021-07-13,71.36708333333333,0.0459999998,5.22
2021-07-14,80.42666666666668,0.5999999882000001,5.24
2021-07-15,61.175,-0.4159999959999999,5.12
2021-07-16,21.659166666666668,-0.239999995,5.28
2021-07-17,29.227916666666665,-0.1799999898,5.1
2021-07-18,22.836250000000007,0.0600000046,5.5
2021-07-19,27.616666666666664,0.255999996,5.57
2021-07-20,55.39666666666667,0.1820000008,5.63
2021-07-21,64.97958333333334,0.1520000054,5.74
2021-07-22,11.813333333333333,0.3979999936,9.42
2021-07-23,16.257500000000004,-0.0619999949999999,9.71
2021-07-24,53.276250000000005,-0.2099999882,8.58
2021-07-25,51.33124999999999,0.2499999969999999,8.73
2021-07-26,70.70125000000002,0.5300000011999999,8.71
2021-07-27,46.07708333333334,0.4079999963999999,8.42
2021-07-28,5.9887500000000005,0.2179999946,8.09
2021-07-29,5.884999999999999,-3.1999999816623162e-09,5.4
2021-07-30,25.862916666666667,0.0720000032,3.91
2021-07-31,26.40041666666666,0.101999998,5.12
2021-08-01,33.719583333333325,-0.457999987,5.33
2021-08-02,28.46708333333333,-0.0440000056,4.82
2021-08-03,10.105833333333337,0.3919999986000001,5.17
2021-08-04,5.611249999999999,0.7319999810000001,5.2
2021-08-05,8.732083333333335,0.2659999936,5.29
2021-08-06,117.28291666666668,0.366000004,5.44
2021-08-07,63.89625,0.1279999942,5.45
2021-08-08,18.4875,0.7519999898,5.25
2021-08-09,13.134583333333335,0.2679999906,5.19
2021-08-10,15.944583333333329,0.0760000009999999,5.63
2021-08-11,20.844583333333333,0.6060000024,5.39
2021-08-12,29.111249999999995,0.2399999895999999,5.42
2021-08-13,32.560833333333335,0.483999986,5.61
2021-08-14,15.478333333333335,0.5819999815999999,5.21
2021-08-15,55.27833333333332,0.3379999992,5.55
2021-08-16,76.09583333333332,0.6339999852,4.92
2021-08-17,62.625416666666666,-0.027999995,5.38
2021-08-18,78.83791666666667,0.257999987,5.12
2021-08-19,91.87041666666669,0.2599999992,5.25
2021-08-20,70.41375,0.4019999882,5.26
2021-08-21,31.52291666666667,0.1359999986,5.56
2021-08-22,9.070416666666668,0.219999999,5.35
2021-08-23,36.90708333333334,0.400000006,5.69
2021-08-24,48.63291666666666,0.1079999972,5.23
2021-08-25,41.24958333333333,0.0340000025999999,5.29
2021-08-26,13.749999999999998,0.0840000026,5.51
2021-08-27,36.13999999999999,-0.1179999992,5.31
2021-08-28,27.905416666666667,1.12800002,5.38
2021-08-29,44.28708333333333,0.0799999988,5.43
2021-08-30,64.99000000000001,0.2400000064,4.98
2021-08-31,71.19208333333333,0.0619999906,4.51
2021-09-01,16.411249999999995,0.1819999992,5.35
2021-09-02,24.2225,0.1579999998,5.55
2021-09-03,64.09291666666667,-0.0299999982,5.32
2021-09-04,26.13041666666666,0.16000001,5.26
2021-09-05,35.93583333333333,0.0679999943999999,5.3
2021-09-06,11.11875,0.25,5.54
2021-09-07,45.21041666666667,0.2759999962,5.85
2021-09-08,82.47291666666668,0.3699999941999999,5.66
2021-09-09,50.815416666666685,0.4039999998,5.48
2021-09-10,33.78624999999999,0.1539999984,5.41
2021-09-11,10.79458333333333,0.5099999842,5.55
2021-09-12,9.929583333333335,0.7059999804,5.04
2021-09-13,23.07166666666667,0.7279999721999999,4.74
2021-09-14,40.45250000000001,0.103999996,5.3
2021-09-15,71.36749999999999,0.603999987,5.68
2021-09-16,75.52374999999999,0.1359999922,5.14
2021-09-17,68.16000000000001,0.4239999981999999,5.76
2021-09-18,72.82708333333333,0.3279999956,5.25
2021-09-19,63.230833333333344,0.2279999971999999,4.94
2021-09-20,20.018749999999997,0.2719999912,4.95
2021-09-21,27.292916666666667,0.1579999928,5.49
2021-09-22,45.181666666666665,0.2379999954,4.41
2021-09-23,58.12666666666669,0.283999995,5.41
2021-09-24,36.465,-0.3859999884,5.51
2021-09-25,20.73083333333333,-0.4019999894,5.54
2021-09-26,9.624583333333334,-0.023999998,5.37
2021-09-27,42.59,0.152000004,5.43
2021-09-28,12.462916666666665,0.393999993,5.39
2021-09-29,43.06541666666666,0.1780000009999999,5.8
2021-09-30,76.35416666666666,-0.2499999894,6.77
2021-10-01,49.91291666666666,0.363999993,6.88
2021-10-02,5.320416666666668,-0.0979999966,5.52
2021-10-03,27.51541666666667,0.234000005,5.37
2021-10-04,7.793749999999999,0.334000001,6.04
2021-10-05,23.43208333333333,0.1400000149999999,5.11
2021-10-06,17.952916666666667,0.0600000042,5.56
2021-10-07,19.909166666666668,0.3999999942,6.02
2021-10-08,21.129583333333333,0.25,5.82
2021-10-09,4.781249999999999,0.49000001,6.11
2021-10-10,6.693333333333334,0.3180000021999999,7.08
2021-10-11,9.825833333333334,0.3660000146,7.75
2021-10-12,6.365000000000002,0.0099999978,6.98
2021-10-13,8.697916666666666,0.1799999961999999,6.32
2021-10-14,7.3900000000000015,-0.3779999868000001,6.3
2021-10-15,11.485416666666666,0.4419999993999999,5.75
2021-10-16,21.03916666666667,0.360000014,6.27
2021-10-17,11.882916666666668,-0.0480000011999999,6.04
2021-10-18,45.97291666666667,-0.104000007,5.43
2021-10-19,59.96291666666665,0.5240000069999999,5.1
2021-10-20,13.845416666666663,0.5479999863999999,6.91
2021-10-21,18.402916666666663,0.4419999986,8.95
2021-10-22,19.310416666666672,0.352000001,10.3
2021-10-23,6.490000000000001,0.4819999947999999,11.94
2021-10-24,11.867083333333332,0.0180000025999999,8.21
2021-10-25,8.597083333333336,-0.2899999923999999,8.8
2021-10-26,7.029999999999999,0.6379999869999999,7.72
2021-10-27,12.877916666666671,0.5679999962,7.05
2021-10-28,11.126666666666669,0.1919999902,7.09
2021-10-29,11.337500000000004,-0.170000002,7.13
2021-10-30,6.632916666666669,-0.3079999866,10.25
2021-10-31,6.36,0.959999979,10.95
2021-11-01,14.264999999999992,0.0819999971999999,10.11
2021-11-02,17.48333333333333,0.049999994,10.76
2021-11-03,20.795416666666664,1.05999994,14.24
2021-11-04,9.713333333333331,-0.1519999976,10.51
2021-11-05,7.128333333333334,0.709999979,9.83
2021-11-06,5.630833333333334,0.373999995,9.62
2021-11-07,5.438,0.4079999961999999,9.63
2021-11-08,6.269166666666667,0.561999993,12.01
2021-11-09,8.622083333333334,-0.569999993,9.16
2021-11-10,8.261666666666668,0.150000006,8.51
2021-11-11,8.965833333333336,-0.1160000015999999,8.67
2021-11-12,23.469583333333333,-0.3140000092,14.83
2021-11-13,33.62708333333333,0.1679999931999999,8.89
2021-11-14,13.93458333333333,0.2479999946,7.06
2021-11-15,22.411666666666665,0.0180000006,11.46
2021-11-16,11.438333333333333,-0.150000006,9.41
2021-11-17,11.747916666666669,0.159999996,8.39
2021-11-18,7.527916666666667,0.3639999866,9.61
2021-11-19,10.384166666666667,1.13999999,13.34
2021-11-20,25.35041666666666,0.4020000002,17.82
2021-11-21,5.5825,0.325999997,13.35
2021-11-22,9.3075,0.2739999866,15.89
2021-11-23,9.012916666666667,0.1079999954,10.25
2021-11-24,17.838333333333335,-0.2199999872,11.23
2021-11-25,24.136250000000004,0.720000029,12.71
2021-11-26,23.504999999999995,0.769999981,9.73
2021-11-27,5.415833333333334,0.1940000062,9.23
2021-11-28,5.628749999999999,0.360000014,9.31
2021-11-29,6.665416666666668,0.2059999856,9.39
2021-11-30,7.159166666666668,-0.0260000004,8.71
2021-12-01,7.849999999999999,0.5339999931999999,9.52
2021-12-02,11.097499999999998,1.25,11.09
2021-12-03,16.102916666666665,1.48000002,10.5
2021-12-04,11.509166666666667,0.4000000039999999,9.44
2021-12-05,22.484583333333333,0.060000007,12.33
2021-12-06,14.005,0.2359999984,9.47
2021-12-07,5.076666666666665,0.2617256842678304,8.44
2021-12-08,13.959166666666668,0.122000003,6.44
2021-12-09,24.106249999999992,0.2460000068,9.05
2021-12-10,12.441250000000002,-0.09999999,12.11
2021-12-11,11.24,0.533999994,9.43
2021-12-12,6.934166666666669,0.1039999941999999,8.33
2021-12-13,12.074166666666663,-0.0859999962,10.71
2021-12-14,9.102083333333333,0.629999995,16.7
2021-12-15,6.853333333333335,0.259999988,12.34
2021-12-16,5.866666666666667,0.2400000185999999,9.46
2021-12-17,5.941666666666666,0.1180000037999999,13.26
2021-12-18,7.291666666666667,0.812000018,10.6
2021-12-19,7.337083333333335,-0.519999981,8.4
2021-12-20,8.195833333333335,0.1879999936,12.09
2021-12-21,7.96625,0.449999988,10.17
2021-12-22,7.513333333333333,0.3559999896,8.49
2021-12-23,13.597083333333336,0.0319999932,15.54
2021-12-24,50.16708333333333,0.2119999918,24.28
2021-12-25,37.66666666666666,0.0260000036,10.41
2021-12-26,31.00166666666667,0.3540000256,13.55
2021-12-27,35.59666666666667,0.5579999924,13.07
2021-12-28,34.60541666666667,0.0280000093999999,15.68
2021-12-29,44.75333333333333,0.0379999936,15.26
2021-12-30,6.511666666666668,-0.119999997,11.84
2021-12-31,4.4925,0.236,17.69
