date,open_SO2,sate_SO2,"T T Nagar, Bhopal - MPPCB"
2020-11-24,16.9575,0.197222278,13.76
2020-11-25,20.594583333333336,0.3782268061999999,22.37
2020-11-26,12.829166666666667,0.044955798,7.03
2020-11-27,8.453333333333335,-0.0496600178,14.99
2020-11-28,9.2225,0.072189368,15.1
2020-11-29,9.710416666666664,0.2983357606,9.52
2020-11-30,8.918333333333335,0.0252175309999999,7.71
2020-12-01,8.856666666666667,0.1288870826,9.42
2020-12-02,10.9075,-0.072589628,8.47
2020-12-03,12.245833333333332,0.044501677,6.98
2020-12-04,11.632916666666665,0.0513950487999999,21.98
2020-12-05,7.989999999999999,0.144722104,16.05
2020-12-06,13.370833333333332,0.0665520159999999,15.52
2020-12-07,12.757916666666668,0.036262326,19.71
2020-12-08,10.532916666666669,0.0200594352,9.77
2020-12-09,10.415833333333332,-0.564708173,11.0
2020-12-10,9.15,0.299218625,17.98
2020-12-11,7.392499999999999,0.0667251768,14.17
2020-12-12,7.825416666666668,0.0055000294,20.93
2020-12-13,5.994583333333335,-0.0556402406,16.58
2020-12-14,7.203333333333333,0.0467748426,15.39
2020-12-15,8.445833333333335,-0.0798710181999999,10.63
2020-12-16,6.106666666666668,-0.0028317806,15.29
2020-12-17,8.085833333333333,0.010918721,13.33
2020-12-18,8.391250000000003,0.117339008,12.62
2020-12-19,6.197083333333334,-0.057258055,18.91
2020-12-20,6.614166666666666,-0.0283146892,15.62
2020-12-21,8.123333333333333,-0.183960706,15.8
2020-12-22,8.578333333333331,0.0222550938,17.76
2020-12-23,7.565833333333331,0.002383671,19.86
2020-12-24,11.689583333333331,0.0669766872,21.07
2020-12-25,7.730416666666664,0.102550521,16.43
2020-12-26,6.557916666666667,0.287910968,20.16
2020-12-27,9.906666666666666,0.0448285462,38.76
2020-12-28,12.657083333333334,0.020909345,16.8
2020-12-29,12.562916666666666,0.0721613028,20.98
2020-12-30,10.523333333333332,-0.0287567504,20.96
2020-12-31,9.062500000000002,0.00886285,19.97
2021-01-01,11.995833333333332,-0.0152418811999999,28.79
2021-01-02,8.407500000000002,-0.0336341021999999,37.71
2021-01-03,8.312083333333332,-0.0047877975999999,40.86
2021-01-04,10.66,0.340000004,15.96
2021-01-05,6.02375,0.0502440376,16.49
2021-01-06,7.649999999999999,0.258797646,24.4
2021-01-07,7.298749999999999,0.0444711632,16.08
2021-01-08,7.520833333333335,-0.0902354846,24.95
2021-01-09,5.854583333333333,0.2282132395999999,13.65
2021-01-10,6.165416666666666,-0.819999993,11.72
2021-01-11,7.524999999999999,0.066645846,12.83
2021-01-12,7.271666666666667,-0.0474124924,16.39
