date,open_NO2,sate_NO2,"New Industrial Town, Faridabad - HSPCB","Sector 11, Faridabad - HSPCB","Sector 30, Faridabad - HSPCB","Sector- 16A, Faridabad - HSPCB"
2021-11-06,42.46958333333334,5792160000000000.0,24.45,50.98,98.17,98.17
2021-11-07,89.65719999999999,6883780000000000.0,26.04,52.17,117.62,117.62
2021-11-08,99.85625,6214690000000000.0,31.31,73.23,133.41,133.41
2021-11-09,147.4154166666667,8350898000000000.0,34.87,76.69,135.93,135.93
2021-11-10,138.8475,7545470000000000.0,35.38,96.17,167.06,167.06
2021-11-11,120.82666666666664,7645780000000000.0,43.42,118.21,178.76,178.76
2021-11-12,113.67166666666668,1.2161726e+16,41.54,92.26,176.94,176.94
2021-11-13,83.96875,1.17e+16,145.28,33.57,145.28,145.28
2021-11-14,116.72583333333334,6550546000000000.0,154.66,32.16,154.66,154.66
2021-11-15,108.44541666666667,8612410000000000.0,172.13,37.04,172.13,172.13
2021-11-16,117.01375000000004,6007044000000000.0,36.36,37.65,141.38,141.38
2021-11-17,109.8583333333333,7391130000000000.0,45.34,38.01,162.64,162.64
2021-11-18,225.3425,6198644000000000.0,64.03,46.42,125.11,125.11
2021-11-19,115.785,5610500000000000.0,36.95,36.21,80.44,80.44
2021-11-20,93.96375,1.67e+16,37.36,30.99,144.92,144.92
2021-11-21,55.22166666666666,7954148000000000.0,40.58,28.53,114.79,114.79
2021-11-22,36.97083333333333,7171340000000000.0,31.44,22.21,93.88,93.88
2021-11-23,83.21166666666667,7747554000000000.0,38.31,22.57,96.39,96.39
2021-11-24,65.08999999999999,7236990000000000.0,67.0,24.93,119.04,119.04
2021-11-25,46.58208333333332,6771772000000000.0,60.2,59.324,117.18,117.18
2021-11-26,45.13291666666666,7026170000000000.0,81.29,71.814,122.46,122.46
2021-11-27,32.27791666666666,6927990000000000.0,100.09,67.33,93.49,93.49
2021-11-28,92.9725,6234440000000000.0,69.59,52.298,89.51,89.51
2021-11-29,81.32624999999999,1.43e+16,60.05,47.11,102.22,102.22
2021-11-30,93.96500000000002,8483364000000000.0,40.86,42.98,90.22,90.22
2021-12-01,129.46541666666664,1.1371782e+16,49.23,52.43,103.42,103.42
2021-12-02,95.03500000000004,6732092000000000.0,38.67,46.9,38.67,57.41
2021-12-03,110.8291666666667,1.2233892e+16,29.02,40.06,29.02,49.92333333333334
2021-12-04,125.60916666666668,7492146000000000.0,44.91,43.27,79.24,79.24
2021-12-05,90.90083333333332,5191670000000000.0,68.59,41.54,73.72,73.72
2021-12-06,86.05291666666666,2.03e+16,41.17,45.99,89.68,89.68
2021-12-07,72.85833333333333,6879824000000000.0,30.15,36.4,67.91,67.91
2021-12-08,85.925,1.22e+16,32.55,33.8,78.65,78.65
2021-12-09,109.87208333333336,9067492000000000.0,32.42,35.94,88.17,88.17
2021-12-10,75.05791666666666,8914410000000000.0,31.51,42.33,31.51,66.356
2021-12-11,69.71708333333332,6274392000000000.0,31.55,34.13,102.13,102.13
2021-12-12,74.61458333333334,9935710000000000.0,52.07,32.33,52.07,69.3
2021-12-13,61.38791666666666,1.48e+16,69.13,36.88,102.93,102.93
2021-12-14,72.60125000000001,8346766000000000.0,60.77,42.5,109.98,109.98
2021-12-15,100.44791666666664,1.21e+16,47.85,48.72,133.7,133.7
2021-12-16,84.56791666666668,8488560000000000.0,54.18,49.18,128.09,128.09
2021-12-17,56.03625,9232530000000000.0,29.56,42.9,88.65,88.65
2021-12-18,34.16458333333333,6238636000000000.0,24.64,38.19,68.55,68.55
2021-12-19,49.781666666666645,7657020000000000.0,24.81,39.71,79.83,79.83
2021-12-20,103.90375,9805624000000000.0,35.98,44.58,112.18,112.18
2021-12-21,119.35541666666666,1.72e+16,59.62,50.84,137.91,137.91
2021-12-22,133.57833333333332,2.76e+16,75.66,54.5,154.8,154.8
2021-12-23,59.04166666666666,1.3024152e+16,93.09,49.45,112.7,112.7
2021-12-24,56.395833333333336,7237830000000000.0,79.51,41.02,96.4,96.4
2021-12-25,95.72125,8736464000000000.0,97.05,47.93,100.9,100.9
2021-12-26,33.60791666666666,1.2815184e+16,89.7,44.86,79.73,79.73
2021-12-27,68.63166666666667,5580132000000000.0,52.5,43.10000000000001,81.7,81.7
2021-12-28,72.30083333333333,1.0563056e+16,66.89,26.31,110.65,110.65
2021-12-29,109.27291666666667,1.72e+16,44.09,25.24,88.18,88.18
2021-12-30,100.93333333333337,6980682000000000.0,49.55,29.7,119.16,119.16
2021-12-31,93.19375,2.5e+16,51.05,30.88,118.23,118.23
