date,open_SO2,sate_SO2,"Kadri, Mangalore - KSPCB"
2021-02-03,4.2375,-1.05999994,2.18
2021-02-04,4.202083333333333,-0.0780000006,2.67
2021-02-05,4.057916666666666,-0.649999976,2.77
2021-02-06,4.277499999999999,0.1880000056,2.94
2021-02-07,5.151666666666666,0.0459999988,2.65
2021-02-08,4.365416666666666,0.430000007,2.43
2021-02-09,4.994166666666666,-0.079999998,3.05
2021-02-10,4.790416666666666,0.01,5.99
2021-02-11,3.777500000000001,0.1520000026,9.87
2021-02-12,3.9700000000000006,-0.230000004,9.75
2021-02-13,2.8820833333333336,0.1260000036,9.76
2021-02-14,2.6133333333333333,0.1100000007999999,9.76
2021-02-15,2.6766666666666663,0.2200000047999999,9.52
2021-02-16,3.137083333333333,0.159999996,9.28
2021-02-17,2.46875,0.289999992,9.44
2021-02-18,3.5508333333333333,0.0160000011999999,9.37
2021-02-19,3.3854166666666674,0.129999995,9.22
2021-02-20,2.265,-0.0420000045999999,9.09
2021-02-21,2.23375,-0.0480000031999999,9.19
2021-02-22,4.029583333333334,-0.1119999979999999,8.18
2021-02-23,4.032916666666666,0.0339999998,8.76
2021-02-24,4.643749999999999,-0.119999997,9.17
2021-02-25,2.6287500000000006,-0.050000001,9.14
2021-02-26,4.314166666666667,0.029999999,9.98
2021-02-27,4.548749999999999,0.0759999928,9.71
2021-02-28,4.20375,0.1040000018,9.93
2021-03-01,3.4791666666666665,0.2459999948,9.75
2021-03-02,2.495833333333333,-0.0059999988,9.75
2021-03-03,4.027083333333334,0.0580000044,9.69
2021-03-04,3.294583333333334,0.140000001,10.11
2021-03-05,3.357083333333333,0.439999998,9.8
2021-03-06,1.7387500000000002,-0.0839999988,10.32
2021-03-07,2.74875,-0.389999986,68.8
2021-03-08,3.455416666666667,0.1180000007999999,10.64
2021-03-09,4.997500000000001,-0.090000004,10.32
2021-03-10,3.679166666666666,-0.0459999995999999,10.1
2021-03-11,3.775416666666667,0.106000002,10.06
2021-03-12,3.782083333333334,0.49000001,9.81
2021-03-13,2.37375,-0.280000001,10.25
2021-03-14,3.670869565217392,-0.660000026,10.36
2021-03-15,2.938333333333334,0.209999993,10.73
2021-03-16,3.1675000000000004,-0.270000011,23.23
2021-03-17,2.966666666666667,0.0280000007999999,25.62
2021-03-18,3.037916666666666,-0.0479999995999999,26.57
2021-03-19,2.38125,0.3019999878,26.15
2021-03-20,2.962500000000001,0.090000004,26.09
2021-03-21,2.210833333333334,0.100000001,27.3
2021-03-22,2.16375,-0.239999995,26.04
2021-03-23,2.7862499999999994,0.090000004,26.28
2021-03-24,3.467083333333333,-0.1199999992,26.29
2021-03-25,4.147499999999999,0.127999998,26.34
2021-03-26,3.7554166666666657,0.072,26.35
2021-03-27,2.6187500000000004,-0.0699999977999999,26.68
2021-03-28,2.2225,0.180000007,26.38
2021-03-29,3.115416666666666,0.090000004,26.75
2021-03-30,1.586666666666667,0.04859351647780547,26.24
2021-03-31,1.843333333333333,0.129999995,26.92
2021-04-01,1.7216666666666665,-0.079999998,26.33
2021-04-02,1.8025,0.202000001,26.43
2021-04-03,1.4945833333333332,0.0199999991999999,26.39
2021-04-04,1.0816666666666666,0.1059999974,26.17
2021-04-05,1.569583333333333,0.819999993,26.28
2021-04-06,3.37375,0.189999998,26.33
2021-04-07,3.5925,-0.009999999,26.41
2021-04-08,2.610416666666667,0.1180000004,26.26
2021-04-09,2.078333333333333,-0.0500000022,26.16
2021-04-10,2.179166666666667,0.0480000004,26.13
2021-04-11,2.8941666666666666,0.0680000016,26.22
2021-04-12,3.5008333333333344,0.2919999947999999,25.92
2021-04-13,5.31375,-0.370000005,25.54
2021-04-14,3.5520833333333326,-0.119999997,26.33
2021-04-15,4.6075,0.02,25.84
2021-04-16,2.4204166666666667,0.209999993,26.29
2021-04-17,3.695416666666666,0.0340000013999999,26.41
2021-04-18,3.2104166666666667,0.3919999944,26.07
2021-04-19,3.3200000000000007,0.0400000012,25.75
2021-04-20,4.044583333333333,0.0839999968,25.67
2021-04-21,2.3633333333333333,0.01,26.55
2021-04-22,3.2116666666666664,0.0840000004,26.37
2021-04-23,3.8025,0.200000003,26.44
2021-04-24,1.4925,0.319999993,26.76
2021-04-25,3.453333333333333,0.1,26.69
2021-04-26,4.1425,0.0660000008,26.75
2021-04-27,4.839166666666666,0.0160000006,26.96
2021-04-28,4.899166666666667,0.1719999945999999,26.6
2021-04-29,2.650416666666666,0.200000003,26.72
2021-04-30,3.9325,0.779999971,26.91
2021-05-01,2.5141666666666667,0.319999993,26.78
2021-05-02,3.275,0.150000006,26.86
2021-05-03,5.126249999999999,0.046000002,26.76
2021-05-04,3.715,0.0860000036,26.9
2021-05-05,3.146666666666667,0.0280000002,27.08
2021-05-06,3.670833333333334,-0.1099999966,26.64
2021-05-07,3.76375,0.1280000016,26.68
2021-05-08,2.943333333333334,-0.050000001,26.69
2021-05-09,4.076666666666667,-0.150000006,26.91
2021-05-10,4.247916666666666,0.0220000022,26.87
2021-05-11,3.3041666666666667,0.0060000003999999,27.21
2021-05-12,3.664583333333333,0.0299999998,27.2
2021-05-13,3.82375,0.0140000012,26.55
2021-05-14,0.8683333333333332,0.0780000016,26.9
2021-05-15,1.135,0.050000006,26.78
2021-05-16,1.5216666666666667,0.1859999994,26.73
2021-05-17,1.9020833333333336,-0.0899999996,26.87
2021-05-18,1.95875,0.0899999975999999,26.9
2021-05-19,2.4466666666666668,-0.070000001,27.06
2021-05-20,3.125833333333333,0.0259999995999999,26.97
2021-05-21,2.9708333333333337,0.0799999982,26.88
2021-05-22,2.4812500000000006,0.2659999982,26.96
2021-05-23,1.9766666666666668,0.119999997,27.12
2021-05-24,2.115,0.090000004,27.12
2021-05-25,3.1183333333333327,0.090000004,27.13
2021-05-26,2.9025,0.100000001,27.11
2021-05-27,4.373333333333334,0.2460000006,26.96
2021-05-28,3.5933333333333337,-0.0100000019999999,27.2
2021-05-29,2.97,0.3319999944,4.13
2021-05-30,3.296250000000001,0.1159999968,4.37
2021-05-31,2.973333333333333,0.01,3.55
2021-06-01,2.3720833333333324,0.0140000006,3.83
2021-06-02,2.6116666666666664,-0.349999994,4.01
2021-06-03,3.178333333333334,0.0,3.93
2021-06-04,3.087499999999999,0.0200000026,3.45
2021-06-05,3.1533333333333338,0.0099999962,3.52
2021-06-06,3.358750000000001,-0.2239999988,3.17
2021-06-07,3.299583333333333,-0.0839999988,3.86
2021-06-08,2.8529166666666668,0.1820000011999999,3.38
2021-06-09,4.8275,0.0720000022,3.71
2021-06-10,3.0325000000000006,0.0179999988,3.42
2021-06-11,3.427916666666668,-0.071999999,3.89
2021-06-12,1.7166666666666666,-0.0119999974,3.07
2021-06-13,2.4874999999999994,0.1999999986,3.88
2021-06-14,3.0629166666666663,0.1439999994,3.9
2021-06-15,2.953333333333333,-0.0119999989999999,3.7
2021-06-16,3.063333333333333,0.0660000018,2.81
2021-06-17,3.348750000000001,0.0280000011999999,3.57
2021-06-18,3.108333333333333,-0.0300000033999999,3.16
2021-06-19,3.1391666666666667,0.0379999992,3.59
2021-06-20,3.02375,0.0379999996,3.81
2021-06-21,2.5341666666666667,-0.2159999977999999,3.67
2021-06-22,2.657916666666667,0.0680000006,3.63
2021-06-23,2.5908333333333338,-0.1119999969999999,3.77
2021-06-24,2.0795833333333333,-0.150000006,3.31
2021-06-25,2.7425,-0.07,3.49
2021-06-26,1.4620833333333338,-0.0339999996,3.67
2021-06-27,2.3541666666666665,0.1119999984,2.98
2021-06-28,2.8995833333333327,0.087999997,3.47
2021-06-29,2.7608333333333337,0.0739999996,3.9
2021-06-30,2.2887500000000003,0.0919999986,3.77
2021-07-01,3.615,-0.1080000059999999,4.3
2021-07-02,4.494999999999998,-0.0259999983999999,4.03
2021-07-03,2.5108333333333333,0.0460000007999999,4.02
2021-07-04,2.045833333333333,0.0020000033999999,3.5
2021-07-05,1.96625,0.1680000018,3.64
2021-07-06,2.1775,0.0860000006,27.98
2021-07-07,3.76125,0.0740000024,28.54
2021-07-08,2.435,-0.0740000025999999,28.49
2021-07-09,2.2929166666666663,0.1719999985999999,28.73
2021-07-10,1.66375,-0.0800000002,28.43
2021-07-11,1.8608333333333336,-0.0019999986,28.44
2021-07-12,2.4770833333333333,0.014,28.56
2021-07-13,2.37625,0.146000001,28.35
2021-07-14,2.268333333333333,0.1379999996,28.31
2021-07-15,2.85875,0.0320000037999999,28.34
2021-07-16,2.271666666666666,0.050000003,28.34
2021-07-17,1.4070833333333332,0.159999998,28.54
2021-07-18,1.699583333333333,0.1160000055999999,28.71
2021-07-19,2.2025,0.0440000047999999,28.52
2021-07-20,2.3875,-0.0559999992,28.14
2021-07-21,2.089583333333333,0.173999994,27.95
2021-07-22,2.005416666666666,0.0540000042,28.05
2021-07-23,2.0591666666666666,0.033999998,27.92
2021-07-24,1.654583333333333,0.1600000044,28.4
2021-07-25,2.199583333333334,0.1300000022,28.36
2021-07-26,3.0504166666666666,-0.0059999974,28.39
2021-07-27,3.440833333333334,-0.039999999,28.07
2021-07-28,3.6858333333333335,0.430000007,28.29
2021-07-29,2.590416666666666,0.0699999999999999,27.85
2021-07-30,1.997083333333333,0.0019999994,27.9
2021-07-31,1.4370833333333335,-0.0419999988,28.03
2021-08-01,1.9879166666666668,-0.0640000026,28.57
2021-08-02,2.6637500000000007,0.1559999996,28.35
2021-08-03,2.469583333333333,0.063999999,28.26
2021-08-04,2.765,0.0420000016,28.99
2021-08-05,2.342916666666667,0.134000004,28.69
2021-08-06,2.24375,0.0599999991999999,28.89
2021-08-07,1.9720833333333336,-0.0719999981999999,29.33
2021-08-08,3.4525,0.127999996,28.98
2021-08-09,2.996666666666666,0.0780000053999999,28.7
2021-08-10,2.445,0.1099999988,29.01
2021-08-11,2.0850000000000004,-0.0119999988,29.3
2021-08-12,2.1366666666666667,-0.0240000002,29.57
2021-08-13,1.8808333333333331,0.1560000014,29.26
2021-08-14,1.8370833333333336,0.0120000007999999,29.49
2021-08-15,2.063333333333333,-0.021999999,29.51
2021-08-16,2.692916666666667,-0.0599999952,29.5
2021-08-17,4.089583333333333,-0.1600000034,29.21
2021-08-18,3.644583333333333,0.1960000038,28.79
2021-08-19,2.959583333333333,-0.0179999998,29.41
2021-08-20,3.8229166666666665,0.357999993,29.63
2021-08-21,2.4541666666666666,0.0060000006,29.58
2021-08-22,2.424583333333333,0.02,29.59
2021-08-23,3.85125,0.0519999994,29.32
2021-08-24,2.572083333333333,-0.0719999996,29.32
2021-08-25,2.6604166666666664,0.0020000037999999,29.4
2021-08-26,3.4112500000000003,-0.0259999998,29.3
2021-08-27,2.464583333333333,0.0239999984,29.92
2021-08-28,1.8829166666666668,-0.1000000006,29.63
2021-08-29,1.9129166666666664,0.2099999966,29.86
2021-08-30,2.724166666666667,-0.0959999898,29.95
2021-08-31,4.189583333333333,-0.0019999998,29.84
2021-09-01,3.290833333333334,0.0739999968,29.26
2021-09-02,2.983333333333334,0.0540000006,29.58
2021-09-03,3.648333333333333,0.1100000013999999,29.41
2021-09-04,1.9125000000000003,-0.058,29.97
2021-09-05,1.6783333333333337,0.122,29.81
2021-09-06,2.9275,2.400000007063418e-09,29.22
2021-09-07,3.475,0.0759999968,29.56
2021-09-08,3.716250000000001,-0.0039999993999999,29.54
2021-09-09,3.1279166666666662,-0.2579999976,29.12
2021-09-10,2.934583333333333,-0.0059999979999999,29.5
2021-09-11,3.0083333333333333,0.3079999907999999,29.39
2021-09-12,2.898333333333333,-0.01,29.3
2021-09-13,3.331666666666667,-0.032000001,29.33
2021-09-14,4.1570833333333335,-0.1379999966,29.56
2021-09-15,4.315000000000001,-0.0739999996,29.97
2021-09-16,3.5279166666666666,0.2459999977999999,30.03
2021-09-17,2.9454166666666666,0.022000002,29.93
2021-09-18,1.5408333333333333,-0.0900000045999999,29.97
2021-09-19,1.3141666666666667,-0.2399999918,30.08
2021-09-20,1.7854166666666669,0.239999995,29.78
2021-09-21,1.955,0.170000002,30.89
2021-09-22,1.7616666666666665,-0.0320000022,30.98
2021-09-23,2.0395833333333333,0.1859999996,30.55
2021-09-24,1.8270833333333327,0.1680000014,30.67
2021-09-25,1.5845833333333337,-0.0139999994,30.12
2021-09-26,1.987916666666667,0.1619999973999999,30.6
2021-09-27,3.37375,-0.0779999978,30.42
2021-09-28,4.03625,-0.100000001,30.01
2021-09-29,3.7725,0.180000007,30.02
2021-09-30,2.935833333333333,0.239999999,29.99
2021-10-01,1.72625,-0.050000001,30.5
2021-10-02,2.35375,0.2739999949999999,30.38
2021-10-03,2.498333333333334,-0.1160000014,30.4
2021-10-04,3.2837499999999995,-0.0380000026,30.45
2021-10-05,5.02625,-0.2299999894,32.52
2021-10-06,3.49875,0.3099999964,30.92
2021-10-07,2.254583333333333,0.100000001,30.32
2021-10-08,2.2495833333333337,0.159999996,30.14
2021-10-09,2.1891666666666665,0.119999997,29.79
2021-10-10,2.915416666666667,0.0580000016,30.01
2021-10-11,4.547916666666667,0.1959999948,30.18
2021-10-12,4.015,0.1439999946,30.2
2021-10-13,1.925833333333334,0.1579999954,30.32
2021-10-14,2.2345833333333336,0.059999999,31.32
2021-10-15,2.8475000000000006,-0.059999999,30.95
2021-10-16,1.7708333333333333,0.1300000004,31.1
2021-10-17,4.399166666666667,0.185999996,30.75
2021-10-18,3.4325,-0.0239999977999999,31.2
2021-10-19,1.64875,0.150000006,30.77
2021-10-20,2.035833333333333,0.0340000019999999,30.6
2021-10-21,3.625833333333334,0.2679999999999999,30.05
2021-10-22,4.134166666666666,-0.090000004,30.23
2021-10-23,2.0316666666666667,-0.0399999975999999,30.64
2021-10-24,2.7154166666666666,-0.159999996,29.96
2021-10-25,2.9066666666666667,-0.0119999996,30.98
2021-10-26,4.025416666666667,0.1179999988,31.81
2021-10-27,4.1154166666666665,0.0440000006,31.15
2021-10-28,4.229583333333333,0.0399999995999999,30.79
2021-10-29,5.531250000000001,0.0040000021999999,31.23
2021-10-30,2.7,-0.029999999,30.89
2021-10-31,2.755833333333334,-0.219999999,31.73
2021-11-01,4.192916666666666,0.0379999949999999,31.02
2021-11-02,3.669583333333332,0.0719999994,30.58
2021-11-03,4.649166666666666,-0.0079999988,30.77
2021-11-04,3.0820833333333333,0.1159999989999999,31.1
2021-11-05,1.9525000000000003,-0.107999992,30.59
2021-11-06,1.7466666666666664,0.065999997,30.33
2021-11-07,2.1703999999999994,0.203999997,30.75
2021-11-08,3.4850000000000008,-0.1100000003999999,30.72
2021-11-09,4.079166666666667,0.132000003,30.98
2021-11-10,4.0600000000000005,-0.2839999908,31.81
2021-11-11,2.9441666666666664,0.0320000004,32.59
2021-11-12,4.775833333333334,-0.0779999978,32.39
2021-11-13,3.765416666666667,0.0319999958,31.97
2021-11-14,2.1991666666666663,0.0860000016,30.85
2021-11-15,3.4804166666666663,0.159999998,30.44
2021-11-16,1.6508333333333336,-0.039999999,30.5
2021-11-17,2.0466666666666664,0.1579999984,30.81
2021-11-18,3.804583333333333,0.1600000046,31.1
2021-11-19,2.8662500000000004,-0.0860000068,31.38
2021-11-20,2.230833333333333,-0.042,30.88
2021-11-21,1.9308333333333327,0.1419999984,30.59
2021-11-22,2.7066666666666666,-0.0039999977999999,30.43
2021-11-23,2.9758333333333336,-0.639999986,30.63
2021-11-24,4.09625,-0.02,30.95
2021-11-25,3.038749999999999,0.056000001,31.26
2021-11-26,3.2391666666666663,0.1180000007999999,18.02
2021-11-27,2.970833333333335,0.50999999,5.76
2021-11-28,3.921666666666667,0.7319999881999999,6.13
2021-11-29,4.244583333333334,0.165999995,4.93
2021-11-30,3.787500000000001,0.0639999963999999,4.94
2021-12-01,3.27125,0.039999999,5.2
2021-12-02,3.6404166666666655,-0.439999998,4.65
2021-12-03,4.3270833333333325,0.0819999977999999,5.28
2021-12-04,2.8325,-0.25,5.0
2021-12-05,2.144166666666667,0.1020000026,7.16
2021-12-06,1.9054166666666663,0.790000021,5.86
2021-12-07,3.149166666666668,0.04859351647780547,5.77
2021-12-08,4.211666666666667,0.2100000018,6.03
2021-12-09,3.1820833333333334,0.389999986,5.88
2021-12-10,3.0170833333333333,1.14999998,6.08
2021-12-11,2.7062499999999994,0.230000004,5.7
2021-12-12,2.2333333333333334,-0.1119999991999999,5.48
2021-12-13,2.301666666666667,0.389999986,5.9
2021-12-14,2.270833333333333,0.2059999988,6.06
2021-12-15,2.575,-0.0299999979999999,5.99
2021-12-16,3.49875,-0.0199999994,6.3
2021-12-17,3.926666666666667,0.200000003,6.37
2021-12-18,2.867083333333333,0.100000001,6.85
2021-12-19,3.1854166666666663,0.142000005,7.44
2021-12-20,3.82125,-0.029999999,6.91
2021-12-21,3.7070833333333337,0.0120000018,7.08
2021-12-22,4.140833333333333,-0.180000007,7.1
2021-12-23,3.2149999999999994,0.145999998,7.2
2021-12-24,3.753333333333334,0.2759999976,7.62
2021-12-25,3.059583333333334,-0.209999993,7.08
2021-12-26,3.082916666666668,-0.01,6.92
2021-12-27,4.125416666666667,0.129999995,7.09
2021-12-28,4.062916666666667,0.0219999946,7.3
2021-12-29,4.116250000000001,-0.289999992,7.58
2021-12-30,3.8279166666666673,-0.2080000026,7.32
2021-12-31,2.6191666666666658,0.1000000008,7.02
