date,open_SO2,sate_SO2,"Alipur, Delhi - DPCC","Anand Vihar, Delhi - DPCC","Ashok Vihar, Delhi - DPCC","Aya Nagar, Delhi - IMD","Bawana, Delhi - DPCC","Burari Crossing, Delhi - IMD","Chandni Chowk, Delhi - IITM","CRRI Mathura Road, Delhi - IMD",Dr,"DTU, Delhi - CPCB","Dwarka-Sector 8, Delhi - DPCC ","East Arjun Nagar, Delhi - CPCB","IGI Airport (T3), Delhi - IMD","IHBAS, Dilshad Garden, Delhi - CPCB","ITO, Delhi - CPCB","Jahangirpuri, Delhi - DPCC","Jawaharlal Nehru Stadium, Delhi - DPCC","Lodhi Road, Delhi - IITM","Lodhi Road, Delhi - IMD","Major Dhyan Chand National Stadium, Delhi - DPCC","Mandir Marg, Delhi - DPCC","Mundka, Delhi - DPCC","Najafgarh, Delhi - DPCC","Narela, Delhi - DPCC","Nehru Nagar, Delhi - DPCC","North Campus, DU, Delhi - IMD","NSIT Dwarka, Delhi - CPCB","Okhla Phase-2, Delhi - DPCC","Patparganj, Delhi - DPCC","Punjabi Bagh, Delhi - DPCC","Pusa, Delhi - DPCC","Pusa, Delhi - IMD","R K Puram, Delhi - DPCC","Rohini, Delhi - DPCC","Shadipur, Delhi - CPCB","Sirifort, Delhi - CPCB","Sonia Vihar, Delhi - DPCC","Sri Aurobindo Marg, Delhi - DPCC","Vivek Vihar, Delhi - DPCC","Wazirpur, Delhi - DPCC"
2020-12-11,82.03583333333334,-0.037999992,17.0,14.01,18.91,14.915,5.49,13.5675,4.06,13.5675,15.660000000000002,4.86,9.17,21.72,9.17,9.22,15.56,10.07,25.91,2.51,14.915,14.88,19.57,17.27,11.41,12.05,15.23,13.5675,14.84,15.81,6.74,8.55,16.82,16.82,14.72,6.41,14.05,21.86,12.46,9.19,19.84,29.99
2020-12-12,90.32124999999998,-0.057999998,10.72,20.02,21.16,10.485,1.92,9.28,1.75,9.28,10.313333333333334,3.51,3.21,16.93,3.21,7.43,8.89,7.48,24.23,3.02,10.485,12.12,18.3,7.79,4.9,3.13,11.07,9.28,8.49,11.82,4.16,7.96,14.85,14.85,10.42,2.19,8.21,29.06,8.99,4.83,17.76,17.88
2020-12-13,37.00458333333334,0.5580000230000001,9.9,12.46,20.95,12.3,1.56,8.4475,2.6,8.4475,7.686666666666667,3.37,2.41,23.61,2.41,8.18,8.48,6.79,26.35,2.69,12.3,10.84,17.86,6.33,3.18,1.47,10.1,8.4475,7.41,12.75,3.89,5.26,14.08,14.08,7.25,1.65,6.57,22.0,8.13,4.96,21.45,16.17
2020-12-14,66.22083333333335,-0.209999993,14.48,11.97,27.24,6.970000000000001,7.06,12.380000000000004,1.89,12.380000000000004,9.626666666666669,3.69,1.99,31.21,1.99,14.5,11.51,8.69,22.83,3.11,6.970000000000001,14.51,20.86,6.96,3.04,7.99,10.84,12.380000000000004,8.12,14.57,11.98,6.65,14.63,14.63,8.49,3.95,7.56,17.29,11.67,5.93,25.84,19.12
2020-12-15,59.13833333333332,0.0500000004,20.96,20.89,47.03,8.780000000000001,10.52,21.045,1.78,21.045,11.433333333333332,10.3,6.61,35.47,6.61,18.87,25.9,11.91,33.57,13.04,8.780000000000001,18.89,16.87,9.91,2.74,14.45,19.4,21.045,9.62,25.13,12.2,23.13,33.98,33.98,25.89,7.5,13.65,20.47,14.64,19.32,31.47,28.56
2020-12-16,45.16,-0.189999998,10.66,13.36,22.13,11.92,9.27,9.8,3.44,9.8,9.75,4.12,2.46,23.72,2.46,12.42,9.62,7.22,24.46,3.81,11.92,10.5,7.47,8.07,3.69,2.39,9.88,9.8,9.18,13.78,6.23,5.82,18.74,18.74,8.53,2.55,6.82,18.43,8.03,6.2,22.76,18.56
2020-12-17,40.9975,-0.0180000009999999,10.0,10.81,21.26,11.175,8.91,9.0025,12.54,9.0025,10.163333333333332,3.53,2.59,14.33,2.59,8.04,5.58,6.69,23.96,2.78,11.175,13.37,8.5,7.53,4.53,1.47,11.85,9.0025,9.18,13.29,2.78,6.78,18.34,18.34,9.94,2.71,5.62,16.64,8.78,6.0,14.09,18.18
2020-12-18,39.925416666666656,0.230000004,13.22,14.78,25.26,16.785,10.28,11.347499999999998,3.81,11.347499999999998,12.53,4.67,5.22,22.32,5.22,9.5,11.04,8.13,25.19,3.74,16.785,15.02,8.71,9.78,6.18,4.1,13.04,11.347499999999998,9.96,16.86,4.94,8.61,19.57,19.57,10.37,9.01,8.14,17.44,12.1,7.19,18.0,20.27
2020-12-19,34.491249999999994,0.07,13.47,18.81,21.17,12.24,7.72,12.155,3.86,12.155,20.26666666666667,5.51,5.41,22.16,5.41,8.76,13.14,8.76,25.58,3.17,12.24,17.38,10.99,11.9,8.77,5.87,15.06,12.155,9.08,15.93,5.92,4.8,19.12,19.12,13.3,8.17,9.07,18.6,13.08,9.39,18.92,22.31
2020-12-20,35.137083333333344,2.5999999930803597e-09,14.87,16.47,24.37,12.69,7.52,13.614999999999998,13.99,13.614999999999998,15.896666666666668,6.6,8.2,24.82,8.2,9.84,15.26,9.35,25.7,4.02,12.69,18.26,10.24,12.9,9.77,8.11,16.0,13.614999999999998,12.51,16.97,6.47,8.34,21.54,21.54,16.15,11.98,9.65,19.5,16.27,10.16,18.36,22.04
2020-12-21,85.55291666666665,0.01,24.47,22.05,32.27,15.245,7.65,20.565,4.85,20.565,18.07333333333333,8.42,9.1,30.56,9.1,16.57,27.05,14.39,35.17,3.39,15.245,22.45,13.06,13.09,9.54,14.81,22.66,20.565,12.59,21.15,10.39,22.32,31.45,31.45,26.25,13.23,17.7,20.41,21.14,14.11,28.49,32.46
2020-12-22,90.40166666666669,-0.0299999979999999,17.53,21.34,21.84,15.575,8.53,17.2175,10.48,17.2175,21.61666666666667,5.78,9.42,27.88,9.42,13.89,22.86,11.69,34.04,4.89,15.575,20.74,18.84,13.65,9.89,13.21,17.94,17.2175,15.26,19.18,8.24,19.0,28.06,28.06,23.92,10.03,16.12,19.33,13.63,14.83,20.75,29.9
2020-12-23,90.24125,-0.01,14.6,20.25,35.03,14.415,9.0,16.372500000000002,13.89,16.372500000000002,21.08,5.15,15.08,31.85,15.08,20.02,26.11,11.57,34.39,5.76,14.415,21.84,21.86,19.73,8.18,7.12,17.84,16.372500000000002,18.23,18.73,9.11,21.35,26.28,26.28,23.05,10.17,15.4,20.64,20.18,10.91,27.86,34.24
2020-12-24,57.07250000000001,-0.1139999978,12.13,21.87,25.51,10.15,8.28,18.605,17.38,18.605,15.79,7.07,6.47,33.6,6.47,18.02,23.1,8.72,28.67,5.69,10.15,23.71,22.04,11.63,6.66,5.74,22.5,18.605,14.11,24.2,17.12,10.3,21.48,21.48,20.97,5.44,11.74,21.22,14.12,10.18,28.09,24.96
2020-12-25,46.99875,-0.2519999974,11.1,13.42,20.11,10.765,7.16,11.335,6.35,11.335,12.03,10.03,12.04,19.44,12.04,9.19,11.97,8.25,20.75,3.21,10.765,17.8,18.57,10.88,6.38,5.07,13.16,11.335,11.45,12.42,4.69,8.05,17.01,17.01,17.13,5.2,7.12,15.97,11.19,7.8,21.18,22.98
2020-12-26,57.39958333333334,0.280000001,10.84,13.67,20.93,11.28,6.33,12.517500000000002,6.23,12.517500000000002,14.71,10.17,12.1,22.74,12.1,10.56,10.48,7.77,25.14,2.81,11.28,17.85,18.63,10.06,6.64,6.5,11.32,12.517500000000002,12.11,15.51,4.67,9.37,19.62,19.62,19.05,6.94,7.03,13.53,11.21,7.71,20.15,23.77
2020-12-27,42.11958333333333,-0.1100000016,11.57,13.52,27.14,13.81,5.36,14.5725,6.57,14.5725,20.206666666666667,10.87,12.54,34.1,12.54,13.58,23.88,6.81,24.74,6.41,13.81,21.22,16.88,10.46,8.67,8.77,15.17,14.5725,13.01,20.56,11.17,15.13,24.56,24.56,14.99,7.09,10.33,14.42,13.51,10.67,28.7,25.45
2020-12-28,60.05125,-0.059999999,13.57,16.52,28.67,12.305,6.1,13.435,5.25,13.435,10.47,10.61,13.01,25.94,13.01,11.8,21.63,6.72,22.61,2.96,12.305,21.61,17.69,10.24,5.45,5.59,14.28,13.435,10.27,17.36,6.23,10.36,21.88,21.88,16.58,4.03,4.85,7.25,16.67,7.31,31.53,23.18
2020-12-29,40.64,0.7920000295999999,10.03,16.27,23.29,14.079999999999998,6.2,11.2125,8.98,11.2125,10.7,10.36,11.47,23.21,11.47,9.35,11.19,6.07,20.83,3.97,14.079999999999998,19.07,18.25,9.37,6.17,4.72,10.36,11.2125,9.52,15.34,5.69,10.0,17.16,17.16,13.79,3.61,6.18,4.07,11.72,10.7,26.38,21.61
2020-12-30,47.33625000000001,-0.25,7.27,12.25,19.9,11.29,5.64,8.74,2.97,8.74,7.973333333333334,10.2,9.22,17.34,9.22,8.63,6.26,5.99,19.28,3.26,11.29,15.92,19.32,8.61,4.66,2.81,10.5,8.74,8.33,13.45,2.65,7.32,17.4,17.4,11.59,2.97,6.16,3.34,8.33,7.3,20.05,18.25
2020-12-31,96.20208333333332,0.1399999978,8.78,15.1,22.34,17.265,4.91,9.605,3.72,9.605,12.17,11.12,9.7,16.29,9.7,10.12,8.53,6.45,21.04,3.9,17.265,16.94,17.53,8.8,5.71,3.73,12.1,9.605,10.14,11.43,4.08,11.27,18.04,18.04,14.13,3.7,8.38,3.92,9.97,7.99,17.6,22.0
2021-01-01,138.47291666666666,0.388000016,10.19,25.14,23.63,19.845,5.16,12.4025,5.51,12.4025,13.906666666666666,12.95,12.82,40.61,12.82,12.42,21.39,7.48,24.94,6.22,19.845,20.73,20.87,9.67,9.16,5.96,15.69,12.4025,10.03,15.2,7.82,13.08,18.53,18.53,16.4,4.57,14.83,7.66,15.93,11.29,41.33,27.21
2021-01-02,42.08083333333333,-0.1040000086,10.65,34.86,29.96,18.21,5.18,12.9175,11.39,12.9175,11.75,12.77,11.36,39.12,11.36,18.1,20.41,9.53,25.99,4.06,18.21,19.56,18.84,12.05,9.27,8.43,15.82,12.9175,10.05,15.49,10.26,8.25,20.3,20.3,15.27,7.25,8.73,7.93,23.36,9.74,47.11,26.84
2021-01-03,31.679583333333337,0.474000001,10.17,22.09,22.93,13.364999999999998,4.99,11.585,3.86,11.585,12.303333333333333,10.93,11.5,23.67,11.5,12.7,12.43,7.76,23.0,2.68,13.364999999999998,21.9,20.77,9.19,6.49,7.07,10.78,11.585,10.32,14.46,8.11,6.08,25.4,25.4,13.6,5.14,9.23,6.49,12.65,6.29,33.83,21.4
2021-01-04,53.88291666666667,-0.0559999986,11.94,19.84,30.21,12.165,5.57,12.64,2.78,12.64,13.873333333333331,10.42,10.49,25.78,10.49,15.76,11.05,9.16,19.73,3.75,12.165,18.68,15.79,9.21,4.66,6.25,14.75,12.64,12.79,19.24,8.09,9.96,13.22,13.22,11.29,4.28,10.65,6.55,13.12,6.88,33.8,18.9
2021-01-05,57.430416666666666,-0.1659999988,10.19,29.44,21.3,11.26,4.27,12.63,5.89,12.63,15.63,9.7,11.05,27.87,11.05,11.24,11.22,10.21,23.21,3.13,11.26,20.8,20.89,10.32,4.62,5.49,18.59,12.63,9.97,19.72,7.32,8.09,14.19,14.19,13.29,3.48,8.14,5.82,11.31,8.23,25.82,18.56
2021-01-06,106.53333333333332,0.0900000003999999,11.72,21.11,19.59,12.9,1.76,11.76,2.73,11.76,12.016666666666666,10.29,10.7,29.36,10.7,12.25,12.04,7.7,20.89,2.28,12.9,20.12,20.06,10.63,5.72,5.06,15.65,11.76,10.87,15.03,6.05,8.73,19.21,19.21,14.24,4.54,9.96,6.09,11.3,8.73,29.15,19.69
2021-01-07,55.75,0.0320000022,8.38,12.49,18.69,21.785,2.58,9.12,2.93,9.12,7.543333333333333,9.81,10.68,14.35,10.68,9.71,7.1,6.47,18.97,2.42,21.785,18.41,15.15,17.52,3.9,2.71,11.72,9.12,9.63,13.64,2.15,6.19,15.29,15.29,12.31,2.38,5.3,3.54,7.86,7.15,22.86,15.46
2021-01-08,72.91708333333331,-0.0100000031999999,21.05,20.41,21.58,15.35,2.15,12.68,7.74,12.68,9.283333333333331,10.34,10.05,23.98,10.05,16.6,9.71,13.53,17.83,4.38,15.35,18.96,18.45,17.19,3.88,15.08,11.76,12.68,10.32,13.52,5.74,8.52,19.73,19.73,10.41,5.25,7.57,3.19,18.04,5.8,30.55,17.46
2021-01-09,32.96125,0.0720000014,16.01,20.01,27.57,11.92,2.74,14.490000000000002,3.52,14.490000000000002,15.716666666666669,10.41,12.79,22.18,12.79,13.05,15.52,11.9,24.72,3.62,11.92,24.99,17.55,18.46,5.38,6.8,17.71,14.490000000000002,10.39,17.69,8.31,12.63,27.34,27.34,15.95,7.14,7.76,3.89,12.88,10.54,21.33,20.66
2021-01-10,33.17958333333334,-0.300000012,13.4,12.36,14.43,17.46,3.59,10.9175,3.26,10.9175,8.596666666666666,9.92,9.39,14.61,9.39,5.43,4.97,5.63,19.94,3.45,17.46,16.82,17.47,16.76,2.86,2.25,10.38,10.9175,9.53,14.66,3.14,5.73,13.07,13.07,12.47,2.66,5.19,2.01,6.75,6.42,12.19,14.65
2021-01-11,35.09750000000001,0.159999996,8.58,12.82,16.28,26.4,4.27,9.1825,3.24,9.1825,7.996666666666666,10.49,9.73,14.44,9.73,6.95,3.89,6.46,19.98,3.82,26.4,18.7,16.0,15.32,3.58,2.42,10.1,9.1825,9.83,14.18,2.57,5.32,14.15,14.15,11.4,2.9,5.86,1.74,7.54,5.04,15.21,16.77
2021-01-12,37.97041666666667,0.0160000009999999,8.67,14.74,16.74,10.075,6.37,11.435,3.36,11.435,9.976666666666668,10.21,11.29,15.51,11.29,5.99,7.19,6.28,21.85,3.23,10.075,18.63,17.31,10.24,4.28,3.13,17.47,11.435,12.27,18.2,3.94,6.94,15.27,15.27,14.93,2.98,6.46,2.58,8.31,7.7,13.79,14.73
2021-01-13,50.40625000000001,0.560000002,10.22,18.45,17.41,13.13,7.69,13.315,3.63,13.315,13.966666666666669,7.27,21.37,20.13,21.37,8.15,10.17,8.56,23.56,4.51,13.13,18.24,18.35,9.14,4.26,5.14,21.16,13.315,13.57,20.48,5.05,12.17,16.82,16.82,17.51,3.06,8.2,6.82,7.27,8.4,16.39,21.83
