date,open_SO2,sate_SO2,"GIFT City, Gandhinagar - IITM","IIPHG Lekawada, Gandhinagar - IITM"
2020-11-24,4.4475,0.282311857,14.24,14.24
2020-11-25,28.277500000000007,0.0772858687999999,6.76,6.76
2020-11-26,12.80833333333333,0.2759912499999999,8.89,8.89
2020-11-27,10.7125,0.0840870798,4.39,4.39
2020-11-28,11.736250000000004,-0.048625462,4.45,4.45
2020-11-29,10.787083333333332,0.488597363,8.41,8.41
2020-11-30,17.82958333333333,0.0234406506,4.41,4.41
2020-12-01,16.08125,0.144979686,7.33,7.33
2020-12-02,17.93916666666666,0.0859225116,7.93,7.93
2020-12-03,17.398749999999996,-0.439325124,11.62,11.62
2020-12-04,33.381250000000016,0.3058306978,10.53,10.53
2020-12-05,48.92833333333334,0.1970582052,10.39,10.39
2020-12-06,11.565833333333329,0.440881073,5.81,5.81
2020-12-07,18.188333333333333,0.475051522,6.41,6.41
2020-12-08,27.09708333333334,0.398306757,7.28,7.28
2020-12-09,17.745833333333334,0.2240124953999999,6.24,6.24
2020-12-10,30.686666666666667,0.386538565,8.45,8.45
2020-12-11,23.55083333333333,-0.0179962635999999,9.99,9.99
2020-12-12,8.866666666666665,0.1467721072,11.08,11.08
2020-12-13,10.5675,0.1579737638,11.21,11.21
2020-12-14,11.87625,0.0314827295999999,11.54,11.54
2020-12-15,12.269166666666663,0.1440212442,11.26,11.26
2020-12-16,11.419583333333334,0.1543080054,12.58,12.58
2020-12-17,11.427083333333334,0.016722906,11.67,11.67
2020-12-18,11.627916666666666,0.1930863347999999,14.43,14.43
2020-12-19,9.855,1.08070302,10.66,10.66
2020-12-20,5.521666666666667,0.0433229192,15.64,15.64
2020-12-21,8.488749999999998,0.183984218,10.41,10.41
2020-12-22,13.618333333333332,0.080103107,9.19,9.19
2020-12-23,14.287500000000003,0.589812517,12.84,12.84
2020-12-24,11.278333333333336,0.20196192,11.2,11.2
2020-12-25,8.968749999999998,0.3039756474,10.18,10.18
2020-12-26,22.17625,0.038288031,12.1,12.1
2020-12-27,10.07375,0.0672181674,13.45,13.45
2020-12-28,10.369583333333331,0.156918794,11.89,11.89
2020-12-29,13.335000000000004,0.1366119765999999,8.97,8.97
2020-12-30,14.97125,0.225126535,8.98,8.98
2020-12-31,11.04,0.036751024,9.97,9.97
2021-01-01,22.468333333333334,0.2328924348,9.15,9.15
2021-01-02,9.439166666666669,-0.02,9.47,9.47
2021-01-03,10.80958333333333,0.0341612086,8.86,8.86
2021-01-04,24.656250000000004,0.589999974,11.63,11.63
2021-01-05,11.005833333333332,0.1110540506,8.84,8.84
2021-01-06,10.863333333333337,0.0558809045999999,9.31,9.31
2021-01-07,9.704583333333336,-0.009803161,6.5,6.5
2021-01-08,19.345833333333328,0.0335268519999999,6.19,6.19
2021-01-09,11.472916666666668,0.1362830267999999,7.12,7.12
2021-01-10,10.273333333333332,-0.0247079103999999,6.6,6.6
2021-01-11,11.905833333333334,-0.545445204,8.03,8.03
2021-01-12,7.998333333333332,0.1015439273999999,7.49,7.49
2021-01-13,9.7175,-0.020375045,11.62,11.62
2021-01-14,8.698750000000002,0.290047786,7.51,7.51
2021-01-15,18.12708333333333,-0.158194289,9.47,9.47
2021-01-16,13.034999999999997,0.201915056,6.86,6.86
2021-01-17,29.133333333333336,0.1649840594,9.28,9.28
2021-01-18,30.43291666666667,0.535042167,6.63,6.63
2021-01-19,25.300416666666667,0.07509919,7.82,7.82
2021-01-20,23.886666666666667,-0.490196824,12.07,12.07
2021-01-21,12.398333333333332,0.0492352276,9.56,9.56
2021-01-22,51.69541666666666,-0.1501201688,7.9,7.9
2021-01-23,9.465833333333332,-0.290149957,9.52,9.52
2021-01-24,12.984583333333331,0.534957826,9.83,9.83
2021-01-25,10.56375,0.126669794,11.04,11.04
2021-01-26,11.9665,-0.0227270634,10.66,10.66
2021-01-27,8.36,-0.071768209,11.14,11.14
2021-01-28,11.350416666666668,0.1513670728,9.94,9.94
2021-01-29,11.924166666666666,-0.176206201,13.76,13.76
2021-01-30,10.166666666666668,0.4362886532,19.56,19.56
2021-01-31,7.422916666666668,-0.072424352,30.79,30.79
2021-02-01,10.24375,0.593411446,10.06,10.06
2021-02-02,30.10874999999999,-0.0352421016,8.4,8.4
2021-02-03,23.911666666666672,0.106666654,9.99,9.99
2021-02-04,13.964166666666664,0.1000368654,8.17,8.17
2021-02-05,14.13083333333333,0.290215582,7.87,7.87
2021-02-06,9.367916666666664,0.1284292521999999,8.59,8.59
2021-02-07,9.192083333333334,-0.2216992542,9.69,9.69
2021-02-08,12.412083333333332,-0.233466595,13.21,13.21
2021-02-09,23.8325,-0.13474223,12.14,12.14
2021-02-10,16.972499999999997,0.118453622,11.34,11.34
2021-02-11,13.49,-0.1460574938,8.85,8.85
2021-02-12,29.112916666666678,0.335173398,13.63,13.63
2021-02-13,27.99458333333333,-0.0082570222,10.08,10.08
2021-02-14,15.554166666666662,-0.286843777,9.61,9.61
2021-02-15,10.50625,-0.0840349869999999,11.38,11.38
2021-02-16,11.983333333333333,0.06000625,9.85,9.85
2021-02-17,14.287916666666666,0.068366133,8.88,8.88
2021-02-18,13.411250000000004,0.0513356568,11.26,11.26
2021-02-19,16.241249999999997,-0.056666669,7.14,7.14
2021-02-20,11.672916666666667,0.0830246819999999,9.42,9.42
2021-02-21,10.107916666666666,0.44501406,10.26,10.26
2021-02-22,29.411666666666665,-0.0016032424,13.25,13.25
2021-02-23,18.87208333333333,0.0554209552,11.54,11.54
2021-02-24,18.76333333333333,0.48689574,9.28,9.28
2021-02-25,12.335,0.905463934,10.32,10.32
2021-02-26,11.848333333333334,0.154748484,8.1,8.1
2021-02-27,6.499166666666668,0.0749070724,9.1,9.1
2021-02-28,9.46125,0.148437992,8.61,8.61
2021-03-01,10.544999999999998,0.0813875063999999,8.77,8.77
2021-03-02,15.046249999999995,0.393149972,10.24,10.24
2021-03-03,17.8275,0.3166629136,12.38,12.38
2021-03-04,13.50166666666667,0.388612956,8.91,8.91
2021-03-05,13.227499999999996,0.018509857,10.56,10.56
2021-03-06,9.413333333333336,0.0103019908,13.11,13.11
2021-03-07,9.82875,-0.225032806,13.51,13.51
2021-03-08,17.278333333333332,0.315852348,9.85,9.85
2021-03-09,10.622500000000002,0.075229637,8.4,8.4
2021-03-10,13.862916666666663,0.0827754052,10.95,10.95
2021-03-11,25.636250000000004,0.0885296255999999,8.81,8.81
2021-03-12,9.11125,-0.144798487,9.72,9.72
2021-03-13,22.108333333333334,0.525135934,15.66,15.66
2021-03-14,9.545652173913044,0.021655735,11.97,11.97
2021-03-15,10.935416666666669,0.080497079,11.86,11.86
2021-03-16,10.413333333333334,0.22003749,12.48,12.48
2021-03-17,10.48875,-0.0286310542,16.47,16.47
2021-03-18,9.765833333333331,0.2577207176,13.04,13.04
2021-03-19,17.14625,0.1806291566,15.4,15.4
