date,open_NO2,sate_NO2,"PWD Juction, Kohima - NPCB"
2021-04-25,3.6150000000000007,4089946600000000.0,2.58
2021-04-26,6.080000000000001,4764670000000000.0,2.61
2021-04-27,7.322083333333333,4218430000000000.0,2.61
2021-04-28,5.651250000000001,3980950000000000.0,2.63
2021-04-29,8.072083333333333,-775009000000000.0,2.69
2021-04-30,6.939583333333332,5052290000000000.0,2.67
2021-05-01,2.9862500000000005,3513672000000000.0,2.66
2021-05-02,6.963749999999998,4468340000000000.0,2.68
2021-05-03,6.930416666666666,2975616000000000.0,2.58
2021-05-04,11.568749999999996,2718128000000000.0,2.66
2021-05-05,5.861249999999999,2906704600000000.0,2.6
2021-05-06,4.292916666666667,3837980000000000.0,2.63
2021-05-07,8.997499999999997,3194174000000000.0,2.73
2021-05-08,5.60625,2958030000000000.0,2.67
2021-05-09,6.261666666666667,-519557000000000.0,2.62
2021-05-10,6.617916666666667,3174010000000000.0,2.67
2021-05-11,6.93375,3749384000000000.0,2.65
2021-05-12,8.190416666666666,4032036000000000.0,2.59
2021-05-13,2.885833333333333,4972570000000000.0,2.66
2021-05-14,2.48375,3486262000000000.0,2.65
2021-05-15,2.3629166666666666,3183610000000000.0,2.66
2021-05-16,7.360833333333335,4445220000000000.0,2.66
2021-05-17,2.995,2960896000000000.0,2.58
2021-05-18,1.8416666666666668,3309602000000000.0,2.66
2021-05-19,1.50625,2390306200000000.0,2.69
2021-05-20,1.9274999999999995,3691782000000000.0,2.65
2021-05-21,3.014583333333334,3588644000000000.0,2.66
2021-05-22,4.180833333333333,2891920000000000.0,2.65
2021-05-23,3.369999999999999,4913860000000000.0,2.62
2021-05-24,1.1587500000000002,3666900000000000.0,2.58
2021-05-25,1.0258333333333334,-433418000000000.0,2.72
2021-05-26,1.4225,4170164000000000.0,2.66
2021-05-27,6.732916666666668,5794328000000000.0,2.66
2021-05-28,8.44375,3805642000000000.0,2.65
2021-05-29,5.875833333333333,3898440000000000.0,2.64
2021-05-30,4.301666666666667,3495148000000000.0,2.66
2021-05-31,2.46625,2520532000000000.0,2.65
2021-06-01,3.069999999999999,4169430000000000.0,2.65
2021-06-02,5.94125,3300408000000000.0,2.63
2021-06-03,6.574583333333334,3510312000000000.0,2.61
2021-06-04,5.1975,3592836000000000.0,2.66
2021-06-05,1.8933333333333335,3128350000000000.0,2.64
2021-06-06,3.044166666666666,2795106000000000.0,2.65
2021-06-07,2.058333333333334,4580030000000000.0,2.65
2021-06-08,2.7229166666666664,5504500000000000.0,2.58
2021-06-09,4.512083333333334,3652498000000000.0,2.63
2021-06-10,4.567500000000001,2085042000000000.0,2.62
2021-06-11,2.3720833333333338,3375034000000000.0,2.64
2021-06-12,1.4279166666666672,2710336000000000.0,2.59
2021-06-13,1.4925,3647736000000000.0,2.65
2021-06-14,3.9983333333333335,3511098000000000.0,2.62
2021-06-15,1.4562499999999998,3140392000000000.0,2.62
2021-06-16,1.7770833333333331,2407472200000000.0,2.62
2021-06-17,1.4275,3119986000000000.0,2.62
2021-06-18,1.59,3127546000000000.0,2.7
2021-06-19,1.17,2522708000000000.0,2.6
2021-06-20,2.197083333333333,3873260000000000.0,2.63
2021-06-21,1.91,2837260000000000.0,2.62
2021-06-22,1.3125,2691136600000000.0,2.65
2021-06-23,5.13875,3870250000000000.0,2.68
2021-06-24,2.877916666666667,3040538000000000.0,2.63
2021-06-25,4.702500000000001,3576618000000000.0,2.67
2021-06-26,2.7520833333333328,2704178000000000.0,2.68
2021-06-27,3.197083333333333,2725968600000000.0,2.72
2021-06-28,1.4624999999999997,2763890000000000.0,2.66
2021-06-29,1.3479166666666669,3020978200000000.0,2.62
2021-06-30,1.6949999999999996,2792518000000000.0,2.57
2021-07-01,2.080833333333333,3469762000000000.0,2.62
2021-07-02,3.147499999999999,3347830000000000.0,2.6
2021-07-03,2.02375,3481318000000000.0,2.68
2021-07-04,2.4775000000000005,2897534000000000.0,2.68
2021-07-05,5.914166666666667,2776512200000000.0,2.66
2021-07-06,2.7079166666666663,3888264000000000.0,2.65
2021-07-07,1.9170833333333333,3866812000000000.0,2.65
2021-07-08,2.798333333333334,4350548000000000.0,2.67
2021-07-09,2.9066666666666667,3003374000000000.0,2.65
2021-07-10,1.1233333333333333,3192818000000000.0,2.66
2021-07-11,2.3150000000000004,3302570000000000.0,2.67
2021-07-12,1.20875,-575183000000000.0,2.69
2021-07-13,2.209583333333333,3410820000000000.0,2.69
2021-07-14,2.459583333333333,3481776000000000.0,2.67
2021-07-15,11.777083333333335,5092862000000000.0,2.7
2021-07-16,4.032916666666666,3390820000000000.0,2.68
2021-07-17,8.939583333333337,2781608000000000.0,2.6
2021-07-18,9.036666666666669,2171886600000000.0,2.71
2021-07-19,3.809166666666666,3560572000000000.0,2.65
2021-07-20,4.565,4696890000000000.0,2.65
2021-07-21,1.690416666666667,3402980000000000.0,2.64
2021-07-22,1.1541666666666668,4844420000000000.0,2.64
2021-07-23,2.64625,2210616000000000.0,2.63
2021-07-24,4.820833333333333,3072644000000000.0,2.6
2021-07-25,3.3466666666666653,3147000000000000.0,2.65
2021-07-26,2.700416666666666,4027046000000000.0,2.67
2021-07-27,1.8433333333333333,4096020000000000.0,2.73
2021-07-28,1.4629166666666666,1370000000000000.0,2.72
2021-07-29,1.5937500000000002,2347470000000000.0,2.68
2021-07-30,2.849999999999999,3109738000000000.0,2.59
2021-07-31,1.7875000000000003,3130938000000000.0,2.69
2021-08-01,2.34375,3554556000000000.0,2.59
2021-08-02,2.77375,2690598600000000.0,2.66
2021-08-03,2.067083333333333,2917766000000000.0,2.68
2021-08-04,1.8866666666666667,3526620000000000.0,2.66
2021-08-05,2.0691666666666664,3321910000000000.0,2.67
2021-08-06,2.929583333333333,2370420000000000.0,2.64
2021-08-07,2.4308333333333336,2753012000000000.0,2.65
2021-08-08,2.0470833333333336,2740710000000000.0,2.68
2021-08-09,2.555,3465404000000000.0,2.69
2021-08-10,2.589166666666667,3409190000000000.0,2.64
2021-08-11,2.5591666666666666,3990590000000000.0,2.66
2021-08-12,2.67375,3009666000000000.0,2.65
2021-08-13,1.5479166666666666,3342756000000000.0,2.68
2021-08-14,1.3283333333333331,4279174000000000.0,2.66
2021-08-15,1.9575,2497164000000000.0,2.68
2021-08-16,1.57125,2932558000000000.0,2.66
2021-08-17,1.5233333333333334,2955868000000000.0,2.72
2021-08-18,1.6841666666666664,3098778000000000.0,2.68
2021-08-19,2.7550000000000003,3448748000000000.0,2.7
2021-08-20,2.869166666666666,3475920000000000.0,2.67
2021-08-21,8.567916666666667,3112812000000000.0,2.65
2021-08-22,4.619999999999999,3221738000000000.0,2.67
2021-08-23,4.309166666666667,3070360000000000.0,2.66
2021-08-24,2.605833333333333,3029218000000000.0,2.64
2021-08-25,2.1387499999999995,3091726000000000.0,2.64
2021-08-26,1.885833333333333,2750462000000000.0,2.65
2021-08-27,1.7424999999999995,3254040000000000.0,2.68
2021-08-28,1.1075,3272952000000000.0,2.64
2021-08-29,1.24375,2836500000000000.0,2.62
2021-08-30,6.807916666666667,2549540000000000.0,2.66
2021-08-31,9.469583333333333,3092714200000000.0,2.64
2021-09-01,9.452083333333336,2362894600000000.0,2.69
2021-09-02,4.584583333333333,3557870000000000.0,2.68
2021-09-03,4.401250000000001,2202414600000000.0,2.66
2021-09-04,4.102916666666667,4044660000000000.0,2.68
2021-09-05,1.3933333333333335,3799610000000000.0,2.73
2021-09-06,1.723333333333333,1752860000000000.0,2.65
2021-09-07,3.51125,3237814000000000.0,2.63
2021-09-08,3.2300000000000004,3949210000000000.0,2.67
2021-09-09,4.204583333333334,2559820000000000.0,2.67
2021-09-10,3.615,3408520000000000.0,2.68
2021-09-11,2.1070833333333336,1153770000000000.0,2.65
2021-09-12,0.9308333333333336,4186760000000000.0,2.64
2021-09-13,1.19375,949005000000000.0,2.64
2021-09-14,2.03125,-217329000000000.0,2.66
2021-09-15,6.916250000000001,3525354000000000.0,2.68
2021-09-16,3.02625,2564790600000000.0,2.64
2021-09-17,1.285,3509860000000000.0,2.66
2021-09-18,3.894583333333333,3029366000000000.0,2.69
2021-09-19,2.1879166666666667,4098670000000000.0,2.63
2021-09-20,6.436249999999999,3469960000000000.0,2.68
2021-09-21,2.825833333333333,3081110000000000.0,2.67
2021-09-22,3.909583333333333,3088092000000000.0,2.7
2021-09-23,3.61125,3769546000000000.0,2.64
2021-09-24,2.983333333333334,3170180000000000.0,2.67
2021-09-25,2.9545833333333333,3267410000000000.0,2.66
2021-09-26,1.9204166666666664,4127480000000000.0,2.66
2021-09-27,2.7191666666666667,3717240000000000.0,2.6
2021-09-28,6.021666666666667,2990060000000000.0,2.69
2021-09-29,9.853750000000002,4210520000000000.0,2.65
2021-09-30,6.943333333333332,2694434000000000.0,2.63
2021-10-01,5.704583333333335,3838620000000000.0,2.66
2021-10-02,5.83125,3269692000000000.0,2.71
2021-10-03,2.238333333333333,3443924000000000.0,2.65
2021-10-04,2.895416666666667,4746446000000000.0,2.64
2021-10-05,5.510833333333334,3212162000000000.0,2.68
2021-10-06,10.834583333333336,2518320000000000.0,2.84
2021-10-07,7.592083333333332,2668430000000000.0,2.69
2021-10-08,6.483333333333333,3565940000000000.0,2.71
2021-10-09,5.413749999999999,3268432000000000.0,2.69
2021-10-10,4.766666666666667,4539400000000000.0,2.63
2021-10-11,6.7508333333333335,3125184000000000.0,2.67
2021-10-12,5.921666666666667,3660260000000000.0,2.66
2021-10-13,3.62125,3750320000000000.0,2.64
2021-10-14,5.755,2253016000000000.0,2.65
2021-10-15,3.273333333333333,2392850000000000.0,2.68
2021-10-16,1.0991666666666664,2824720000000000.0,2.67
2021-10-17,1.5962500000000002,3572762000000000.0,2.78
2021-10-18,1.1387499999999997,4499194000000000.0,2.68
2021-10-19,3.810000000000001,3444450000000000.0,2.63
2021-10-20,3.181666666666666,2664026000000000.0,2.62
2021-10-21,4.663750000000001,2536272000000000.0,2.64
2021-10-22,7.270416666666665,2768044000000000.0,2.68
2021-10-23,4.584999999999999,2963760000000000.0,2.66
2021-10-24,4.176666666666667,3832020000000000.0,2.63
2021-10-25,6.630000000000002,2681844200000000.0,2.68
2021-10-26,7.355833333333334,4130960000000000.0,2.69
2021-10-27,6.697083333333334,2839824000000000.0,2.64
2021-10-28,7.654166666666666,2644274000000000.0,2.62
2021-10-29,7.387500000000002,1717600000000000.0,2.66
2021-10-30,5.67875,2810826000000000.0,2.64
2021-10-31,5.029583333333333,3187180000000000.0,2.62
2021-11-01,7.797083333333334,4301652000000000.0,2.68
2021-11-02,6.143749999999998,2696290000000000.0,2.65
2021-11-03,7.358750000000001,2815648000000000.0,2.66
2021-11-04,10.219166666666668,3116430000000000.0,2.68
2021-11-05,8.605416666666665,3158996000000000.0,2.62
2021-11-06,5.138333333333333,2707950000000000.0,2.63
2021-11-07,4.432,2415610000000000.0,2.62
2021-11-08,10.294583333333335,3479966000000000.0,2.73
2021-11-09,9.090000000000002,2120220000000000.0,2.72
2021-11-10,8.31,3166710000000000.0,2.64
2021-11-11,11.834583333333336,3533160000000000.0,2.74
2021-11-12,9.892916666666666,2997400000000000.0,2.68
2021-11-13,8.6425,3548290000000000.0,2.6
2021-11-14,8.20125,2580650000000000.0,2.72
2021-11-15,9.4225,2917244000000000.0,2.69
2021-11-16,9.378749999999998,3059710000000000.0,2.61
2021-11-17,6.784999999999999,2534582000000000.0,2.65
2021-11-18,7.9875,3251100000000000.0,2.63
2021-11-19,10.179166666666664,3407200000000000.0,2.64
2021-11-20,7.704999999999999,2503280000000000.0,2.69
2021-11-21,7.089583333333334,2261614000000000.0,2.68
2021-11-22,9.8175,3729016000000000.0,2.63
2021-11-23,8.439166666666669,4837090000000000.0,2.68
2021-11-24,8.37875,2968798000000000.0,2.67
2021-11-25,9.262916666666667,2104070000000000.0,2.71
2021-11-26,9.139583333333334,4313414000000000.0,2.64
2021-11-27,5.791250000000001,3191240000000000.0,2.69
2021-11-28,4.306666666666667,3116818000000000.0,2.6
2021-11-29,7.379166666666667,2881440000000000.0,2.63
2021-11-30,5.581666666666668,1559820000000000.0,2.62
2021-12-01,6.142916666666667,2580216000000000.0,2.65
2021-12-02,8.930833333333334,2813370000000000.0,2.66
2021-12-03,12.003749999999998,3222158000000000.0,2.58
2021-12-04,6.151666666666665,3328390000000000.0,2.59
2021-12-05,6.308750000000001,2851762200000000.0,2.63
2021-12-06,1.959583333333333,2786544000000000.0,2.65
2021-12-07,6.184999999999999,3078690000000000.0,2.65
2021-12-08,8.5625,2995806000000000.0,2.64
2021-12-09,8.794166666666664,1706570000000000.0,2.6
2021-12-10,12.418333333333337,3132250000000000.0,2.61
2021-12-11,3.888333333333333,3219910000000000.0,2.65
2021-12-12,6.350833333333333,2856864000000000.0,2.66
2021-12-13,8.550833333333332,3004140000000000.0,2.63
2021-12-14,8.562083333333334,3253528000000000.0,2.62
2021-12-15,9.152916666666668,2528000000000000.0,2.72
2021-12-16,9.045,1938940000000000.0,2.61
2021-12-17,8.952083333333333,2914986000000000.0,2.61
2021-12-18,6.502916666666668,4233100000000000.0,2.62
2021-12-19,5.9387500000000015,3201114000000000.0,2.65
2021-12-20,8.117083333333332,3164800000000000.0,2.64
2021-12-21,7.490416666666666,4151830000000000.0,2.65
2021-12-22,8.82625,3782828000000000.0,2.63
2021-12-23,9.015833333333337,3306600000000000.0,2.71
2021-12-24,7.895000000000002,2852952000000000.0,2.62
2021-12-25,5.919999999999999,1057550000000000.0,2.58
2021-12-26,6.825416666666666,3227348000000000.0,2.57
2021-12-27,7.220416666666666,3351020000000000.0,2.64
2021-12-28,6.394166666666668,3467920000000000.0,2.64
2021-12-29,10.600416666666666,2993480600000000.0,2.58
2021-12-30,16.172499999999996,2230614000000000.0,2.6
2021-12-31,9.912916666666666,3507980000000000.0,2.6
