date,open_NO2,sate_NO2,"FTI Kidwai Nagar, Kanpur - UPPCB","Nehru Nagar, Kanpur - UPPCB","NSI Kalyanpur, Kanpur - UPPCB"
2021-11-13,39.72791666666666,8663570000000000.0,32.7,119.7,23.4
2021-11-14,46.02208333333332,4132968000000000.0,34.63,121.08,25.1
2021-11-15,36.33583333333333,6787820000000000.0,38.6,115.59,22.99
2021-11-16,43.51375,4612946000000000.0,41.24,117.82,25.16
2021-11-17,39.56666666666667,4989748000000000.0,38.64,113.4,20.59
2021-11-18,20.902916666666663,4946018000000000.0,31.79,106.53,23.36
2021-11-19,23.105,4018842000000000.0,28.52,114.65,19.44
2021-11-20,32.38458333333333,4877314000000000.0,30.27,131.42,27.23
2021-11-21,13.2025,5939130000000000.0,28.45,208.37,23.05
2021-11-22,13.46541666666667,5441670000000000.0,30.41,199.67,21.21
2021-11-23,44.579583333333325,7823588000000000.0,37.07,157.94,24.29
2021-11-24,48.13458333333335,6110320000000000.0,48.28,181.99,26.52
2021-11-25,39.96041666666667,4861606000000000.0,39.62,184.58,25.67
2021-11-26,53.38750000000001,3411230000000000.0,51.35,212.5,30.25
2021-11-27,36.72666666666667,4940322000000000.0,38.33,192.57,28.26
2021-11-28,37.99249999999999,3958190000000000.0,39.39,183.83,22.12
2021-11-29,32.02166666666667,5527170000000000.0,41.61,191.38,30.45
2021-11-30,46.36458333333332,4232168000000000.0,42.71,190.53,29.35
2021-12-01,33.90791666666667,4828306000000000.0,39.3,233.84,25.26
2021-12-02,22.805,5209750000000000.0,30.37,202.66,20.78
2021-12-03,31.28750000000001,5298526000000000.0,26.16,192.69,16.55
2021-12-04,35.171666666666674,4450000000000000.0,36.69,187.56,18.23
2021-12-05,24.527083333333337,5702250000000000.0,30.77,175.67,15.64
2021-12-06,18.385416666666668,4782361800000000.0,25.93,149.61,21.5
2021-12-07,25.0975,5199000000000000.0,24.6,135.45,20.9
2021-12-08,44.47875000000001,6644180000000000.0,39.89,156.37,23.06
2021-12-09,38.54583333333333,5661702000000000.0,44.03,177.17,27.39
2021-12-10,22.00875,5098130000000000.0,41.94,182.75,31.56
2021-12-11,34.70458333333333,5058366000000000.0,35.4,163.79,23.43
2021-12-12,47.431666666666665,5001450000000000.0,40.21,185.95,28.47
2021-12-13,45.76500000000001,5314138000000000.0,42.48,202.25,27.49
2021-12-14,44.961666666666666,4340550000000000.0,44.17,187.27,30.68
2021-12-15,37.76416666666667,5092220000000000.0,38.42,165.64,29.28
