date,open_NO2,sate_NO2,"Bapuji Nagar, Bengaluru - KSPCB","BTM Layout, Bengaluru - CPCB","BWSSB Kadabesanahalli, Bengaluru - CPCB","City Railway Station, Bengaluru - KSPCB","Hebbal, Bengaluru - KSPCB","Hombegowda Nagar, Bengaluru - KSPCB","Jayanagar 5th Block, Bengaluru - KSPCB","Peenya, Bengaluru - CPCB","Sanegurava Halli, Bengaluru - KSPCB","Silk Board, Bengaluru - KSPCB"
2021-01-02,8.260833333333332,3310418000000000.0,58.81,19.32,16.04,15.84,39.23,19.02,26.1,23.0,11.92,36.62
2021-01-03,9.51875,5818712000000000.0,41.37,13.52,17.28,15.88,32.75,14.31,24.76,18.31,15.88,28.27
2021-01-04,13.257916666666668,4322586000000000.0,51.25,12.75,17.3,15.71,43.78,20.04,26.32,21.76,13.21,31.31
2021-01-05,14.962916666666668,5261704000000000.0,48.14,4.4,17.23,17.38,40.18,16.63,25.84,23.5,12.88,30.89
2021-01-06,18.74416666666667,4680600000000000.0,52.43,18.2,17.24,17.32,36.03,17.98,27.09,19.47,12.61,30.55
2021-01-07,14.217916666666662,3924996000000000.0,45.29,15.27,17.3,16.48,33.46,18.33,28.18,18.34,12.64,35.27
2021-01-08,19.59625,4259096000000000.0,27.93,14.72,17.26,15.99,34.01,15.71,26.77,19.71,12.78,34.83
2021-01-09,11.974999999999996,4075230000000000.0,42.57,11.6,17.26,17.35,51.19,17.29,28.22,23.64,13.24,39.35
2021-01-10,16.839166666666667,4400964000000000.0,57.89,18.11,17.24,20.06,33.25,14.48,25.84,21.3,13.13,34.74
2021-01-11,15.027083333333332,4787470000000000.0,76.49,23.86,17.25,18.02,40.12,20.63,28.06,24.97,12.96,36.01
2021-01-12,11.685416666666669,4303236000000000.0,72.59,30.45,17.25,17.1,40.5,20.71,28.86,26.39,13.15,31.08
2021-01-13,13.35875,3095970000000000.0,75.72,27.94,17.3,14.88,39.31,20.78,28.08,24.85,13.5,30.28
