date,open_SO2,sate_SO2,"New Industrial Town, Faridabad - HSPCB","Sector 11, Faridabad - HSPCB","Sector 30, Faridabad - HSPCB","Sector- 16A, Faridabad - HSPCB"
2020-11-24,9.3875,-0.270000011,38.78,38.78,38.78,38.78
2020-11-25,26.86833333333334,0.1133889363999999,35.77,35.77,35.77,35.77
2020-11-26,82.55208333333334,0.75,11.97,7.94,6.17,9.29
2020-11-27,47.26708333333335,0.03553256,4.42,2.72,5.67,4.42
2020-11-28,28.62833333333334,0.27673468,7.08,7.08,2.79,7.08
2020-11-29,59.61000000000001,-0.041274598,13.12,5.58,1.81,13.12
2020-11-30,46.095000000000006,0.662195027,9.89,9.89,6.14,13.12
2020-12-01,54.78124999999998,-0.2389158217999999,10.81,10.81,5.49,18.24
2020-12-02,33.73125000000001,0.337441564,16.81,12.51,5.24,23.42
2020-12-03,76.56291666666667,0.110150017,13.08,10.38,3.69,21.1
2020-12-04,23.125833333333343,0.1523677446,7.09,12.9,5.63,49.65
2020-12-05,14.118749999999997,0.029350534,7.52,9.52,6.5,24.63
2020-12-06,28.123750000000005,0.0896411896,5.41,7.58,5.2,11.65
2020-12-07,37.97958333333333,0.170000002,5.93,7.05,10.56,11.28
2020-12-08,167.44000000000003,-0.0143713145999999,4.87,8.11,8.09,12.39
2020-12-09,80.33749999999999,-1.12,6.21,7.16,6.77,17.09
2020-12-10,49.59666666666666,0.213084653,6.6,6.79,4.2,21.48
2020-12-11,14.925416666666663,0.0779709036,7.48,7.59,5.74,20.32
2020-12-12,47.625416666666666,0.0557357074,4.75,5.62,4.91,12.88
2020-12-13,40.96875,-0.2260904077999999,4.84,5.06,4.8,22.48
2020-12-14,47.102083333333326,-0.046954323,5.85,5.11,5.61,23.65
2020-12-15,71.725,-0.064125145,7.57,5.34,20.06,21.87
2020-12-16,58.87958333333333,-0.027268963,7.73,4.86,5.52,13.79
2020-12-17,42.57708333333333,0.0194724655999999,6.97,4.29,3.71,9.47
2020-12-18,38.485,0.419525862,6.35,4.94,7.38,11.14
2020-12-19,30.814999999999998,-0.353495449,7.78,5.23,7.35,16.22
2020-12-20,29.41458333333332,-0.0417030437999999,8.36,5.41,6.4,15.88
2020-12-21,55.66125000000002,0.380617887,10.61,5.79,9.55,20.28
2020-12-22,96.06291666666664,0.0693696946,4.65,6.23,10.04,25.33
2020-12-23,55.90958333333333,-0.01,8.75,7.51,8.6,33.79
2020-12-24,44.425416666666656,-0.0347148864,8.64,8.64,9.17,25.59
2020-12-25,37.77083333333333,-0.128287062,2.86,2.86,6.6,25.52
2020-12-26,29.027500000000003,-0.133940846,6.89,6.89,6.14,21.16
2020-12-27,24.543333333333333,0.1042113691999999,10.99,10.99,6.76,22.7
2020-12-28,59.97375,0.212453246,8.87,8.87,10.95,25.92
2020-12-29,46.56125000000002,0.0379532984,7.86,7.86,8.59,12.88
2020-12-30,45.29,-0.189510331,5.84,5.84,5.91,15.91
2020-12-31,46.392083333333325,-0.0778907542,8.07,8.07,5.87,13.27
2021-01-01,26.767916666666675,-0.1081417335999999,7.99,7.99,4.76,11.79
2021-01-02,12.18166666666667,-0.21737035,5.92,5.92,5.69,7.48
2021-01-03,6.606666666666668,0.084536503,8.69,8.69,4.11,10.61
2021-01-04,8.461666666666666,-0.0461654842,6.69,6.69,8.94,8.94
2021-01-05,9.56875,0.064527425,7.21,7.21,10.92,13.8
2021-01-06,40.12958333333332,0.0591548474,6.91,6.91,4.91,13.79
2021-01-07,31.95458333333333,0.0858712399999999,6.76,6.76,6.3,10.7
2021-01-08,72.74833333333332,-0.0479212938,7.54,7.54,19.82,19.82
2021-01-09,45.5375,-0.0376233741999999,5.98,5.98,22.32,22.32
2021-01-10,33.885000000000005,-0.215750799,4.46,4.46,15.87,15.87
2021-01-11,37.11416666666667,0.560007632,7.47,7.47,15.35,15.35
2021-01-12,29.07708333333333,-0.1124172896,8.81,8.81,20.18,20.18
2021-01-13,28.354999999999997,-0.189617366,10.7,10.7,26.96,26.96
2021-01-14,39.934583333333336,0.0361955567999999,27.89,27.89,29.48,29.48
2021-01-15,76.92958333333335,0.253364325,26.17,26.17,27.47,27.47
2021-01-16,33.562499999999986,-0.0851687236,13.49,13.49,19.39,19.39
2021-01-17,21.69125,0.1991250066,10.98,10.98,10.98,10.98
2021-01-18,16.237083333333334,-0.076429952,12.14,12.14,14.64,14.64
2021-01-19,46.70166666666666,0.1753161222,13.53,13.53,19.94,19.94
2021-01-20,31.56041666666667,0.425124079,5.88,5.88,12.61,12.61
2021-01-21,21.92458333333333,0.12901146,8.89,8.89,27.12,27.12
2021-01-22,23.04208333333333,0.03805591,7.81,7.81,25.63,25.63
2021-01-23,12.431666666666668,-0.1646721891999999,3.83,3.83,11.95,11.95
2021-01-24,39.220416666666665,-0.0645911899999999,6.17,6.17,9.2,9.2
2021-01-25,50.76375,-0.1101969694,4.59,4.59,16.74,16.74
2021-01-26,37.409000000000006,1.1217165,6.7,6.7,19.76,19.76
2021-01-27,19.852500000000003,0.231748611,7.01,7.01,24.51,24.51
2021-01-28,63.07749999999999,0.0456880152,6.45,6.45,24.03,24.03
2021-01-29,40.65958333333332,0.116278633,5.99,5.99,16.14,16.14
2021-01-30,23.072083333333325,-0.0485111012,20.9,20.9,20.9,20.9
2021-01-31,24.27958333333333,-0.000242425,27.34,27.34,27.34,27.34
2021-02-01,45.52875,-0.0006694033999999,31.04,31.04,31.04,31.04
2021-02-02,28.52125,-0.029999163,34.38,34.38,34.38,34.38
2021-02-03,16.253333333333334,0.0132690952,17.62,17.62,17.62,17.62
2021-02-04,38.93708333333334,0.0893660865999999,22.36,22.36,22.36,22.36
2021-02-05,69.06124999999999,0.088150926,19.12,19.12,19.12,19.12
2021-02-06,37.21416666666667,0.3038832219999999,16.01,16.01,16.01,16.01
2021-02-07,27.61666666666667,0.182504445,17.66,17.66,17.66,17.66
2021-02-08,33.42250000000001,0.3272126298,20.17,20.17,20.17,20.17
2021-02-09,29.05250000000001,0.153777644,10.46,4.92,8.99,21.12
2021-02-10,36.68666666666667,-0.0529657324,7.66,5.58,14.59,18.64
2021-02-11,59.505,0.855137646,6.93,5.46,14.85,21.44
2021-02-12,38.49458333333333,0.189888149,6.66,6.12,5.78,35.99
2021-02-13,71.6108333333333,-0.0533847438,8.62,6.39,6.68,10.49
2021-02-14,41.66416666666666,-0.086724334,6.92,6.77,9.08,14.79
2021-02-15,38.115833333333335,-0.000437017,8.76,7.12,10.02,29.67
2021-02-16,52.81,0.126123026,5.99,6.71,11.84,14.94
2021-02-17,50.52166666666668,0.1345889336,8.72,6.05,10.88,27.8
2021-02-18,75.67833333333333,0.238538638,8.28,6.68,12.81,40.75
2021-02-19,64.22916666666667,0.108015208,9.7,5.87,6.82,30.91
2021-02-20,36.294583333333335,-0.368469328,5.29,5.64,6.08,23.78
2021-02-21,28.33291666666666,0.257505506,5.84,5.17,5.76,25.93
2021-02-22,30.135,0.1675341472,6.5,5.39,4.91,20.77
2021-02-23,40.16291666666666,0.095473677,9.63,6.48,8.46,33.31
2021-02-24,42.498333333333335,0.0365911842,10.4,6.01,16.18,33.8
2021-02-25,36.41875,-0.416789949,10.17,3.57,14.86,23.67
2021-02-26,38.45583333333333,-0.0289548245999999,10.22,2.6,11.61,14.33
2021-02-27,32.17166666666667,-0.046333902,6.71,2.16,9.38,21.47
2021-02-28,36.6675,0.060265966,9.71,2.29,15.77,24.9
2021-03-01,49.73041666666666,-0.1131235258,8.76,1.6,15.77,26.86
2021-03-02,41.75333333333334,-0.079790123,10.04,1.87,10.77,25.51
2021-03-03,39.67291666666667,-0.2119114695999999,7.91,2.33,12.14,28.74
2021-03-04,40.36791666666665,0.043908004,20.56,3.61,21.35,39.53
2021-03-05,35.107499999999995,0.0803438289999999,10.48,3.02,15.42,17.8
2021-03-06,25.309583333333336,0.469228595,5.88,2.52,10.17,17.11
2021-03-07,11.124583333333334,0.044138316,13.13,3.13,16.62,25.47
2021-03-08,13.861249999999998,-0.014979338,6.63,2.11,9.38,9.23
2021-03-09,28.387083333333333,0.174926013,6.44,2.25,12.71,8.04
2021-03-10,59.13416666666668,-0.0226361216,6.69,2.47,16.02,28.61
2021-03-11,30.351666666666677,0.054526508,7.38,3.11,25.67,14.67
2021-03-12,10.829999999999998,-0.0010800936,7.78,1.83,17.05,13.11
2021-03-13,35.8475,-0.006245826,7.68,2.15,21.88,21.81
2021-03-14,33.6695652173913,-0.0593923632,7.14,1.94,19.27,12.76
2021-03-15,44.72375,-1.50200498,7.53,2.09,17.08,20.89
2021-03-16,46.69083333333333,-0.392983049,7.41,3.81,23.78,25.75
2021-03-17,39.458333333333336,0.0295685768,5.42,7.07,23.12,17.65
2021-03-18,39.54833333333333,-0.593871355,9.62,7.7,18.21,33.0
2021-03-19,27.871250000000007,0.0737099021999999,11.9,7.28,9.25,16.03
2021-03-20,30.89583333333334,-0.100412764,8.61,6.66,8.82,16.9
2021-03-21,21.76333333333333,0.0495435162,9.56,7.51,7.33,17.2
2021-03-22,18.291666666666668,0.239999995,11.64,6.65,8.35,13.16
2021-03-23,34.32000000000001,0.0642192074,10.47,6.71,6.83,10.46
2021-03-24,57.22083333333333,0.046428785,4.7,5.13,5.98,9.8
2021-03-25,40.11374999999999,0.098810054,6.9,6.41,7.38,7.47
2021-03-26,34.3225,-0.0280874636,8.11,6.83,7.99,11.18
2021-03-27,30.522499999999997,-0.35690847,8.36,7.29,7.24,18.74
2021-03-28,33.98708333333334,0.097135537,11.28,7.31,7.62,14.82
2021-03-29,13.811250000000005,-0.096923478,12.28,6.7,7.03,4.42
2021-03-30,30.28333333333333,0.02865077880648379,7.93,6.79,4.79,8.8
2021-03-31,35.589166666666664,0.060014725,8.04,6.22,6.98,12.36
2021-04-01,45.88666666666668,0.183279663,13.26,6.56,15.55,17.39
2021-04-02,51.30875,0.1047188273999999,11.29,6.84,17.03,19.07
2021-04-03,54.15166666666667,0.04700179,11.93,7.33,14.36,24.95
2021-04-04,51.27125000000001,0.1002341658,11.75,7.47,6.86,25.0
2021-04-05,19.008750000000003,0.140139148,20.94,7.13,10.82,27.22
2021-04-06,27.64791666666667,0.0924036034,19.1,3.08,10.01,15.1
2021-04-07,68.56583333333333,-0.149260968,12.7,2.14,7.33,5.13
2021-04-08,61.243750000000006,0.100934464,11.36,1.62,11.62,15.13
2021-04-09,69.46,0.088376917,11.35,2.23,21.73,23.21
2021-04-10,46.93958333333334,0.239774168,8.48,2.37,15.58,20.49
2021-04-11,54.62666666666666,0.129786327,12.78,2.37,12.84,22.24
2021-04-12,56.70291666666666,0.245311469,16.89,3.26,12.84,20.39
2021-04-13,51.06208333333333,0.1035713465999999,15.21,3.32,13.29,11.94
2021-04-14,52.33833333333334,-0.163410768,11.31,2.47,10.98,12.82
2021-04-15,48.66333333333333,-0.158296572,10.39,3.02,7.87,12.16
2021-04-16,26.00791666666667,0.1388114064,9.46,3.88,10.62,17.58
2021-04-17,21.57958333333333,-0.265170425,3.7,2.07,6.32,10.21
2021-04-18,57.40041666666667,0.089568113,6.87,2.24,8.12,12.09
2021-04-19,52.10583333333333,0.396476686,9.31,2.56,7.54,15.63
2021-04-20,41.02791666666668,-0.1074049632,13.2,3.48,10.63,26.6
2021-04-21,29.409999999999982,-0.060520463,5.02,2.11,4.31,6.34
2021-04-22,23.564166666666665,-0.0240679248,4.2,2.0,4.79,8.29
2021-04-23,21.3,0.149713755,5.02,1.73,4.3,11.45
2021-04-24,48.101250000000014,-0.0043474989999999,5.72,2.22,10.78,11.95
2021-04-25,48.07125,-0.108022988,8.53,2.42,7.81,19.08
2021-04-26,82.79125,-0.281576663,16.7,4.08,14.03,22.86
2021-04-27,67.79166666666667,0.003585813,12.68,7.05,11.97,19.52
2021-04-28,67.49291666666666,-0.22981742,16.72,8.62,13.15,18.86
2021-04-29,41.57958333333334,0.1043374414,11.71,6.96,12.78,20.3
2021-04-30,29.892499999999988,-0.049890846,12.97,5.25,8.04,14.46
2021-05-01,14.93125,0.0226101087999999,14.78,3.63,10.37,10.01
2021-05-02,9.367916666666668,-0.0541877028,3.68,3.68,4.6,3.68
2021-05-03,26.95583333333333,-0.251697779,3.16,2.95,3.6,14.17
2021-05-04,25.920416666666668,-0.0816350176,10.02,4.71,5.4,13.81
2021-05-05,16.297916666666666,0.27022934,7.7,2.9,4.84,11.14
2021-05-06,20.8025,0.560000002,5.59,1.98,3.94,11.28
2021-05-07,31.401666666666674,0.139793873,7.46,2.13,5.32,12.16
2021-05-08,46.406666666666645,-0.0429374857999999,8.09,3.24,6.23,12.46
2021-05-09,14.499583333333334,-0.0466697948,2.7,2.45,3.5,13.01
2021-05-10,16.63,-0.0065889581999999,4.41,2.46,3.23,13.21
2021-05-11,23.49291666666667,0.206242219,4.23,2.08,4.5,12.78
2021-05-12,20.21875,0.174690619,3.05,1.91,3.51,11.56
2021-05-13,13.515833333333331,-0.124486238,2.39,1.54,2.07,7.17
2021-05-14,52.94875,-0.092890896,2.01,1.79,2.32,6.61
2021-05-15,31.4975,0.2317758721999999,3.97,2.06,2.99,6.71
2021-05-16,42.09041666666666,0.166845232,3.4,2.81,4.53,68.83
2021-05-17,28.06583333333334,0.0606759204,4.74,4.45,5.51,81.68
2021-05-18,10.0225,-0.2210505035999999,13.19,2.22,2.15,15.77
2021-05-19,20.0325,0.0349241334,3.39,1.52,1.25,18.89
2021-05-20,37.3875,0.0627135516,8.43,1.55,6.01,15.7
2021-05-21,17.347916666666666,0.061721571,5.22,1.55,5.84,18.52
2021-05-22,20.032499999999995,-0.308166295,11.28,1.8,5.5,16.6
2021-05-23,18.91,-0.076339245,5.62,1.53,5.85,17.87
2021-05-24,48.30041666666667,0.1349729658,9.44,1.37,12.73,22.01
2021-05-25,49.95791666666667,-0.101425536,9.39,1.45,7.74,19.11
2021-05-26,56.64749999999999,-0.0425234832,5.89,2.49,10.87,23.3
