date,open_NO2,sate_NO2,"Golden Temple, Amritsar - PPCB"
2021-06-21,9.87,8614270000000000.0,4.16
2021-06-22,17.36791666666667,8249460000000000.0,4.47
2021-06-23,19.93625,5620944000000000.0,4.91
2021-06-24,20.958333333333336,7816460000000000.0,5.35
2021-06-25,12.670416666666668,7312762000000000.0,4.82
2021-06-26,18.559583333333336,6858750000000000.0,5.28
2021-06-27,16.335833333333333,8295280000000000.0,5.9
2021-06-28,15.55666666666667,8204400000000000.0,6.17
2021-06-29,16.16625,1.09e+16,7.63
2021-06-30,13.493749999999997,6314590000000000.0,9.69
2021-07-01,17.89791666666667,6077150000000000.0,6.78
2021-07-02,10.400416666666668,5659122000000000.0,6.75
2021-07-03,9.593749999999998,7168850000000000.0,6.36
2021-07-04,15.228333333333332,7106190000000000.0,10.16
2021-07-05,14.045833333333333,8278790000000000.0,9.73
2021-07-06,25.22333333333334,9204330000000000.0,10.87
2021-07-07,17.402083333333334,8497170000000000.0,8.59
2021-07-08,9.02375,7221130000000000.0,8.18
2021-07-09,7.80125,5090214000000000.0,7.52
2021-07-10,4.354166666666667,7278430000000000.0,6.08
2021-07-11,5.579166666666667,5726050000000000.0,5.52
2021-07-12,8.202499999999999,5664390000000000.0,6.49
2021-07-13,10.2975,5149790000000000.0,8.73
2021-07-14,11.907083333333334,8087310000000000.0,5.5
2021-07-15,9.603749999999998,6057290000000000.0,5.33
2021-07-16,10.703333333333331,4229910000000000.0,5.26
2021-07-17,6.918333333333334,6197030000000000.0,6.57
2021-07-18,7.675,6056722000000000.0,9.42
2021-07-19,13.010416666666664,6441104000000000.0,7.24
2021-07-20,11.881666666666666,6463478000000000.0,4.61
2021-07-21,12.18875,5701690000000000.0,5.32
2021-07-22,8.132083333333332,4988780000000000.0,7.35
2021-07-23,12.263749999999996,6578500000000000.0,5.07
2021-07-24,7.3175,4811830000000000.0,6.05
2021-07-25,7.509166666666666,4859292000000000.0,4.64
2021-07-26,8.825,5815130000000000.0,3.72
2021-07-27,9.199583333333331,7069532000000000.0,3.0
2021-07-28,10.1425,6372486000000000.0,4.0
2021-07-29,9.38875,4432920000000000.0,16.27
2021-07-30,8.986666666666668,6119310000000000.0,12.33
2021-07-31,13.326666666666668,5916510000000000.0,12.52
2021-08-01,8.851249999999999,4139150000000000.0,13.44
2021-08-02,10.509583333333332,5633110000000000.0,12.59
2021-08-03,10.492499999999998,5952620000000000.0,13.76
2021-08-04,9.6075,5859750000000000.0,12.48
2021-08-05,9.845416666666669,5723696000000000.0,12.53
2021-08-06,17.279166666666665,5322690000000000.0,13.27
2021-08-07,8.518333333333333,5966140000000000.0,11.76
2021-08-08,8.232916666666668,7036280000000000.0,11.41
2021-08-09,9.507916666666665,5669500000000000.0,12.2
2021-08-10,8.540833333333333,5340040000000000.0,11.39
2021-08-11,8.826666666666666,7368090000000000.0,12.14
2021-08-12,8.520833333333334,5977838000000000.0,11.93
2021-08-13,7.617916666666669,6219310000000000.0,12.75
2021-08-14,6.649583333333332,5600300000000000.0,13.24
2021-08-15,13.087083333333334,7754130000000000.0,13.39
2021-08-16,14.466666666666669,6364190000000000.0,13.57
2021-08-17,12.735833333333332,4868370000000000.0,13.26
2021-08-18,10.710416666666667,6918830000000000.0,13.4
2021-08-19,8.416666666666666,6496816000000000.0,14.32
2021-08-20,8.974583333333333,5597100000000000.0,14.42
2021-08-21,7.207916666666666,8605868000000000.0,14.73
2021-08-22,12.01375,6775756000000000.0,14.68
2021-08-23,8.919166666666666,5337520000000000.0,14.03
2021-08-24,7.65125,6348040000000000.0,18.61
2021-08-25,10.706250000000002,6329990000000000.0,22.3
2021-08-26,8.467500000000001,6475876000000000.0,21.8
2021-08-27,7.614999999999999,6072790000000000.0,21.45
2021-08-28,6.1375,5507444000000000.0,21.47
2021-08-29,11.720833333333331,5995200000000000.0,21.24
2021-08-30,15.172083333333331,4896680000000000.0,20.81
2021-08-31,10.21625,5638110000000000.0,20.72
2021-09-01,11.733333333333334,5085150000000000.0,19.9
2021-09-02,13.182500000000005,7081130000000000.0,21.48
2021-09-03,13.502083333333331,5757220000000000.0,20.6
2021-09-04,11.76625,6465356000000000.0,31.91
2021-09-05,13.8575,6852790000000000.0,32.87
2021-09-06,11.025416666666668,6358014000000000.0,25.4
2021-09-07,7.680833333333335,6129300000000000.0,23.01
2021-09-08,13.230833333333337,7391340000000000.0,17.65
2021-09-09,14.909583333333332,5724414000000000.0,15.12
2021-09-10,13.25291666666667,7031830000000000.0,15.03
2021-09-11,9.510416666666666,5980296000000000.0,14.9
2021-09-12,11.954583333333334,5514128000000000.0,14.75
2021-09-13,21.552916666666665,5615790000000000.0,15.6
2021-09-14,12.435,5706800000000000.0,22.62
2021-09-15,23.94666666666667,4961370000000000.0,21.04
2021-09-16,19.93375,5410782000000000.0,11.62
2021-09-17,15.395,6557510000000000.0,11.7
2021-09-18,15.402499999999998,1.0003012e+16,11.7
2021-09-19,14.471250000000005,4895800000000000.0,11.71
2021-09-20,13.844583333333333,5747576000000000.0,11.67
2021-09-21,11.9525,6749040000000000.0,11.53
2021-09-22,11.593333333333334,5991978000000000.0,11.58
2021-09-23,14.050416666666663,6995512000000000.0,17.16
2021-09-24,24.285833333333333,3217680000000000.0,21.54
2021-09-25,14.79375,5170416000000000.0,21.53
2021-09-26,13.045833333333334,5851740000000000.0,21.53
2021-09-27,20.995,6341118000000000.0,21.53
2021-09-28,18.133333333333333,5041720000000000.0,21.59
2021-09-29,17.001249999999995,6234690000000000.0,21.53
2021-09-30,13.984583333333331,6958510000000000.0,21.53
2021-10-01,17.179166666666667,6405120000000000.0,21.56
2021-10-02,19.284166666666668,5217386000000000.0,21.54
2021-10-03,16.77625,6172630000000000.0,21.57
2021-10-04,20.8175,6481242000000000.0,21.54
2021-10-05,20.630416666666665,5463460000000000.0,15.85
2021-10-06,34.47333333333333,6982394000000000.0,10.25
2021-10-07,20.80208333333333,8025210000000000.0,11.31
2021-10-08,18.95625,6947824000000000.0,17.04
2021-10-09,17.894166666666667,6869020000000000.0,16.11
2021-10-10,10.01708333333333,4877250000000000.0,11.44
2021-10-11,16.335833333333333,5834036000000000.0,10.91
2021-10-12,26.379166666666663,6637310000000000.0,17.38
2021-10-13,29.500833333333336,6593656000000000.0,9.47
2021-10-14,28.110000000000003,8174170000000000.0,8.56
2021-10-15,50.12166666666667,5688536000000000.0,14.39
2021-10-16,33.06125,6844270000000000.0,14.1
2021-10-17,5.849583333333334,5184520000000000.0,8.63
2021-10-18,21.017499999999995,7969928000000000.0,10.14
2021-10-19,33.06916666666667,9379390000000000.0,30.95
2021-10-20,42.38041666666667,7249572000000000.0,47.47
2021-10-21,32.751250000000006,9825780000000000.0,51.98
2021-10-22,11.137916666666664,5898096000000000.0,33.6
2021-10-23,6.9891666666666685,5554470000000000.0,20.06
2021-10-24,11.95375,5788808000000000.0,20.4
2021-10-25,14.586666666666666,5498030000000000.0,23.88
2021-10-26,35.21708333333333,6939030000000000.0,10.81
2021-10-27,26.39833333333334,9887664000000000.0,6.78
2021-10-28,35.336666666666666,8682280000000000.0,5.56
2021-10-29,29.484166666666667,6260140000000000.0,5.52
2021-10-30,20.04708333333333,7654050000000000.0,8.25
2021-10-31,24.99208333333333,5896988000000000.0,9.23
2021-11-01,14.846666666666664,1.04e+16,14.61
2021-11-02,5.8325,1.31e+16,18.67
2021-11-03,19.61208333333333,5114104000000000.0,54.44
2021-11-04,52.47166666666666,1.28e+16,62.59
2021-11-05,33.59125000000001,7633504000000000.0,35.94
2021-11-06,30.162916666666664,7849450000000000.0,80.11
2021-11-07,33.118,6494036000000000.0,77.29
2021-11-08,39.70333333333334,8315440000000000.0,93.57
2021-11-09,36.21875000000001,6784256000000000.0,101.35
2021-11-10,40.31708333333333,6461790000000000.0,55.91
2021-11-11,36.607083333333335,1.15e+16,71.21
2021-11-12,42.91666666666666,6774498000000000.0,54.86
2021-11-13,44.21,7912260000000000.0,70.06
2021-11-14,33.270833333333336,6551754000000000.0,43.18
2021-11-15,36.16166666666668,7190500000000000.0,46.96
2021-11-16,39.18083333333333,6824344000000000.0,46.06
2021-11-17,39.446666666666665,6731850000000000.0,34.0
2021-11-18,39.75291666666667,7141580000000000.0,35.59
2021-11-19,39.2525,4400022000000000.0,40.27
2021-11-20,35.28791666666667,8691110000000000.0,32.67
2021-11-21,22.48958333333333,6243486000000000.0,26.0
2021-11-22,40.60666666666666,7309160000000000.0,22.91
2021-11-23,44.404583333333335,5030184000000000.0,25.77
2021-11-24,26.896666666666675,7660020000000000.0,21.18
2021-11-25,34.532500000000006,6101898000000000.0,21.25
2021-11-26,40.467083333333335,7049360000000000.0,21.16
2021-11-27,26.58083333333333,1.09e+16,20.64
2021-11-28,29.337083333333336,6167636000000000.0,19.67
2021-11-29,16.077083333333338,7239170000000000.0,17.43
2021-11-30,57.76041666666668,5798598000000000.0,17.87
2021-12-01,37.46,7547890000000000.0,23.33
2021-12-02,42.51875,6512302000000000.0,17.87
2021-12-03,27.59708333333333,7286170000000000.0,16.27
2021-12-04,36.24708333333333,5383570000000000.0,12.11
2021-12-05,15.72541666666667,5055894000000000.0,9.97
2021-12-06,28.568750000000005,5899630000000000.0,14.78
2021-12-07,35.55791666666668,6410052000000000.0,14.64
2021-12-08,50.599583333333335,8663310000000000.0,10.39
2021-12-09,37.16833333333334,6115630000000000.0,22.64
2021-12-10,42.62625,7027680000000000.0,28.9
2021-12-11,36.6475,6088738000000000.0,22.97
2021-12-12,40.73791666666666,8167350000000000.0,10.75
2021-12-13,38.857083333333335,1.08e+16,10.72
2021-12-14,41.69375,6587472000000000.0,10.67
2021-12-15,38.72416666666666,5223750000000000.0,10.55
2021-12-16,31.60208333333333,5522882000000000.0,10.82
2021-12-17,30.50625,5593310000000000.0,10.83
2021-12-18,34.49458333333333,7323716000000000.0,10.73
2021-12-19,42.30458333333333,7653630000000000.0,10.81
2021-12-20,46.25625,1.22e+16,10.96
2021-12-21,39.94166666666667,6172626000000000.0,9.68
2021-12-22,41.58416666666667,1.15e+16,14.86
2021-12-23,57.26333333333334,8214882000000000.0,20.74
2021-12-24,42.54791666666667,7332660000000000.0,20.75
2021-12-25,27.14375,7306988000000000.0,20.65
2021-12-26,24.925416666666667,7951028000000000.0,20.86
2021-12-27,42.63791666666666,5993366000000000.0,20.66
2021-12-28,35.35083333333332,7208000000000000.0,20.84
2021-12-29,45.44583333333333,1.06e+16,20.77
2021-12-30,51.480416666666684,5171660000000000.0,20.79
2021-12-31,43.2325,9948790000000000.0,20.77
