date,open_SO2,sate_SO2,"Manoharpur, Agra - UPPCB","Rohta, Agra - UPPCB","Sanjay Palace, Agra - UPPCB","Sector-3B Avas Vikas Colony, Agra - UPPCB","Shahjahan Garden, Agra - UPPCB","Shastripuram, Agra - UPPCB"
2021-08-14,4.940416666666668,0.133821478,5.79,3.06,5.02,2.97,5.02,5.01
2021-08-15,6.040833333333333,0.018011116,5.54,3.25,6.21,3.08,6.21,5.3
2021-08-16,9.0075,0.258004457,5.94,3.86,5.36,3.25,5.36,5.27
2021-08-17,19.65875,-0.059894398,6.19,4.03,5.73,3.29,5.73,8.12
2021-08-18,18.711666666666662,-0.050000001,6.06,6.09,6.09,3.32,6.09,5.49
2021-08-19,13.003750000000004,0.0862345868,6.24,6.11,6.11,3.39,6.11,5.46
2021-08-20,9.506666666666666,0.2167007072,5.77,6.37,6.37,3.4,6.37,5.48
2021-08-21,6.822916666666667,-0.0003963612,5.8,6.7,6.7,3.45,6.7,5.65
2021-08-22,8.360000000000001,-0.0739949734,6.13,6.42,6.42,3.54,6.42,5.75
2021-08-23,7.607916666666668,-0.0360289077999999,6.08,6.64,6.64,3.56,6.64,5.72
2021-08-24,6.932083333333331,0.0602214343999999,6.24,6.34,6.34,3.61,6.34,5.75
2021-08-25,5.152083333333333,0.072011113,6.39,5.76,5.76,3.69,5.76,5.92
2021-08-26,6.177499999999999,0.078896619,6.27,5.21,5.21,3.87,5.21,5.96
2021-08-27,8.826666666666668,0.0239132976,6.36,5.73,5.73,3.94,5.73,6.01
2021-08-28,11.913333333333332,0.2120035539999999,6.47,6.47,6.47,3.97,6.47,6.05
2021-08-29,11.121666666666664,-0.135826043,6.66,6.42,6.42,4.11,6.42,6.11
2021-08-30,8.840000000000002,0.0234020014,6.61,21.17,21.17,4.08,21.17,6.09
2021-08-31,10.959166666666668,-0.1496269958,6.66,13.11,13.11,4.14,13.11,6.06
2021-09-01,11.8075,0.186666667,6.76,11.12,11.12,4.15,11.12,6.53
