date,open_SO2,sate_SO2,"FTI Kidwai Nagar, Kanpur - UPPCB","Nehru Nagar, Kanpur - UPPCB","NSI Kalyanpur, Kanpur - UPPCB"
2021-01-02,12.949583333333337,-0.0386535104,17.95,17.95,17.95
2021-01-03,9.825416666666666,-0.0544165317999999,19.84,19.84,19.84
2021-01-04,11.605833333333331,-0.0115280029999999,18.87,18.87,18.87
2021-01-05,12.400416666666665,0.061511522,19.2,19.2,19.2
2021-01-06,17.81958333333333,0.559394777,19.06,19.06,19.06
2021-01-07,11.979166666666666,0.0148005027999999,13.34,13.34,13.34
2021-01-08,15.772499999999996,0.061904583,14.36,14.36,14.36
2021-01-09,14.650833333333338,-0.0907775186,31.14,31.14,31.14
2021-01-10,13.380416666666669,-0.000775493,16.7,16.7,16.7
2021-01-11,16.16333333333333,0.0501720076,14.03,14.03,14.03
2021-01-12,16.472083333333334,-0.074794173,19.9,19.9,19.9
2021-01-13,21.5625,-0.118909083,26.34,26.34,26.34
2021-01-14,17.29583333333333,-0.1160536432,20.3,20.3,20.3
2021-01-15,21.8525,-0.170017943,24.7,24.7,24.7
2021-01-16,17.104166666666664,0.0883676266,32.71,32.71,32.71
2021-01-17,8.666249999999998,-0.0098276823999999,14.46,14.46,14.46
2021-01-18,14.35375,0.0913415945999999,16.94,16.94,16.94
2021-01-19,20.37250000000001,0.0986900528,16.94,16.94,16.94
2021-01-20,18.581666666666667,-0.239999995,15.0,15.0,15.0
2021-01-21,13.432500000000005,0.106993191,20.53,20.53,20.53
2021-01-22,15.441666666666665,-0.178895772,13.92,13.92,13.92
2021-01-23,10.698750000000002,0.0249502403999999,14.35,14.35,14.35
2021-01-24,10.30625,-0.219999999,12.3,12.3,12.3
2021-01-25,15.102083333333338,0.0741722025999999,13.28,13.28,13.28
2021-01-26,14.9245,-0.0860034916,14.4,14.4,14.4
2021-01-27,13.4125,-0.1491096938,23.32,23.32,23.32
2021-01-28,22.767083333333336,-0.163317557,13.21,13.21,13.21
2021-01-29,14.349583333333335,-0.08176636,18.47,18.47,18.47
2021-01-30,12.897083333333333,-0.1220279263999999,31.98,31.98,31.98
2021-01-31,17.16166666666667,0.102840841,39.6,39.6,39.6
2021-02-01,27.880416666666672,-0.0404170441999999,26.7,26.7,26.7
2021-02-02,29.167083333333338,-0.120742679,32.31,32.31,32.31
2021-02-03,14.879583333333334,-0.0183857467999999,19.74,19.74,19.74
2021-02-04,15.50208333333333,0.0447356302,22.36,22.36,22.36
2021-02-05,12.065,-0.075908916,17.27,17.27,17.27
2021-02-06,13.468333333333328,0.133776993,14.62,14.62,14.62
2021-02-07,15.825416666666662,-0.053041887,24.35,24.35,24.35
2021-02-08,19.859166666666667,0.102013359,42.15,42.15,42.15
2021-02-09,27.905,-0.142139882,31.79,31.79,31.79
2021-02-10,32.68833333333334,0.0576428961999999,29.77,29.77,29.77
2021-02-11,22.504999999999992,0.074795343,17.68,17.68,17.68
2021-02-12,18.89625000000001,0.0951128104,18.53,18.53,18.53
2021-02-13,15.390416666666669,0.368887007,32.27,32.27,32.27
2021-02-14,16.776666666666664,-0.082966901,22.45,22.45,22.45
2021-02-15,23.442083333333333,0.0569127833999999,21.82,21.82,21.82
2021-02-16,18.457083333333333,0.340000004,18.58,18.58,18.58
2021-02-17,14.581666666666663,-0.1066872398,22.59,22.59,22.59
2021-02-18,17.06666666666667,0.236631647,17.84,17.84,17.84
2021-02-19,23.53958333333333,0.0513584977999999,14.81,14.81,14.81
2021-02-20,14.697916666666671,-0.25,16.03,16.03,16.03
2021-02-21,19.187916666666663,-0.200000003,19.96,19.96,19.96
2021-02-22,18.34625,0.076908,37.95,37.95,37.95
2021-02-23,23.15375,0.014012669,47.61,47.61,47.61
2021-02-24,17.32708333333333,0.1421283268,49.45,49.45,49.45
2021-02-25,15.935416666666669,0.192152187,32.05,32.05,32.05
2021-02-26,14.4425,-0.0521455263999999,30.07,30.07,30.07
2021-02-27,13.576250000000002,0.150455311,22.63,22.63,22.63
2021-02-28,19.764166666666664,-0.0098570413999999,19.11,19.11,19.11
2021-03-01,21.765416666666667,0.091680393,22.91,22.91,22.91
2021-03-02,17.266250000000003,-0.079224438,19.0,19.0,19.0
2021-03-03,24.512083333333337,0.3150303038,28.8,28.8,28.8
2021-03-04,27.31833333333333,-0.144356713,28.22,28.22,28.22
2021-03-05,19.20833333333333,0.1501598196,36.31,36.31,36.31
2021-03-06,15.960416666666667,0.393249929,25.95,25.95,25.95
2021-03-07,18.637916666666666,0.6111207744,25.14,25.14,25.14
2021-03-08,16.877083333333335,0.310000002,24.61,24.61,24.61
2021-03-09,17.094583333333333,0.039999999,23.46,23.46,23.46
2021-03-10,18.995,0.018429166,32.93,32.93,32.93
2021-03-11,19.92791666666667,-0.101094261,20.47,20.47,20.47
2021-03-12,13.72,-0.020482463,32.67,32.67,32.67
2021-03-13,18.416666666666668,0.08335451,25.84,25.84,25.84
2021-03-14,12.756086956521738,0.0060044586,34.68,34.68,34.68
2021-03-15,17.271249999999995,-0.028257731,29.05,29.05,29.05
2021-03-16,17.176250000000003,-0.0700203094,22.82,22.82,22.82
2021-03-17,19.625416666666663,-0.190009639,38.48,38.48,38.48
2021-03-18,22.2325,0.040340029,36.24,36.24,36.24
2021-03-19,16.051666666666666,0.143489521,28.41,28.41,28.41
2021-03-20,18.14333333333333,0.028481588,22.9,22.9,22.9
2021-03-21,16.768749999999997,0.0002107118,22.38,22.38,22.38
2021-03-22,19.406250000000004,0.137159646,23.01,23.01,23.01
2021-03-23,19.316666666666663,0.0936486347999999,16.15,16.15,16.15
2021-03-24,15.533333333333331,-0.050000001,16.24,16.24,16.24
2021-03-25,17.677916666666665,0.1156246592,16.55,16.55,16.55
2021-03-26,22.475416666666664,-0.085685611,21.22,21.22,21.22
2021-03-27,16.652916666666666,-0.005030466,38.43,38.43,38.43
2021-03-28,19.05875,0.1363875417999999,26.78,26.78,26.78
2021-03-29,26.34041666666667,0.041861583,19.49,19.49,19.49
2021-03-30,14.440000000000005,0.04535919369426434,14.2,14.2,14.2
2021-03-31,17.886666666666667,0.09979897,16.89,16.89,16.89
2021-04-01,21.277083333333334,0.0731912971999999,16.14,16.14,16.14
2021-04-02,19.099166666666665,-0.213716343,15.59,15.59,15.59
2021-04-03,13.833749999999997,0.00639175,18.74,18.74,18.74
2021-04-04,17.926250000000003,0.0386568148,18.31,18.31,18.31
2021-04-05,29.67958333333333,0.108465612,32.52,32.52,32.52
2021-04-06,24.145416666666662,0.103814028,24.91,24.91,24.91
2021-04-07,19.835,-0.026309509,20.73,20.73,20.73
2021-04-08,22.02833333333333,0.0394990859999999,18.42,18.42,18.42
2021-04-09,17.24625,-0.02,16.87,16.87,16.87
2021-04-10,14.48875,-0.106299058,14.7,14.7,14.7
2021-04-11,16.133750000000003,0.258911133,27.79,27.79,27.79
2021-04-12,18.234583333333333,0.164504543,24.3,24.3,24.3
2021-04-13,24.46791666666667,0.145783201,21.24,21.24,21.24
2021-04-14,20.544166666666666,0.027728256,23.93,23.93,23.93
2021-04-15,25.56041666666667,0.0463071398,32.69,32.69,32.69
2021-04-16,32.400416666666665,0.059270863,37.66,37.66,37.66
2021-04-17,10.5775,0.0648615572,15.34,15.34,15.34
2021-04-18,16.5625,0.922302902,15.92,15.92,15.92
2021-04-19,23.1075,1.78174186,26.53,26.53,26.53
2021-04-20,28.884583333333328,0.219082192,36.77,36.77,36.77
2021-04-21,11.691666666666668,0.064431563,19.45,19.45,19.45
2021-04-22,12.4175,0.128359288,15.87,15.87,15.87
2021-04-23,15.23375,0.292131633,17.81,17.81,17.81
2021-04-24,12.304166666666667,0.000233604,16.58,16.58,16.58
2021-04-25,17.693333333333335,0.090000004,17.39,17.39,17.39
2021-04-26,27.292916666666667,0.024708295,17.34,17.34,17.34
2021-04-27,33.68125,0.131813243,34.0,34.0,34.0
2021-04-28,21.512916666666666,-0.097053804,34.06,34.06,34.06
2021-04-29,20.614166666666662,0.175248951,27.56,27.56,27.56
2021-04-30,16.070416666666667,-0.011161264,20.91,20.91,20.91
2021-05-01,9.214166666666666,0.0568389862,21.93,21.93,21.93
2021-05-02,16.3725,-0.0092173446,18.49,18.49,18.49
2021-05-03,11.956666666666663,0.112128282,22.06,22.06,22.06
2021-05-04,11.996249999999996,-0.136078179,18.14,18.14,18.14
2021-05-05,15.140416666666672,0.043429982,20.15,20.15,20.15
2021-05-06,13.06875,-0.098613322,20.24,20.24,20.24
2021-05-07,11.484583333333331,0.096759126,16.85,16.85,16.85
2021-05-08,16.386250000000004,0.141771927,17.74,17.74,17.74
2021-05-09,15.865,0.217198834,16.27,16.27,16.27
2021-05-10,15.368333333333332,0.037573317,15.3,15.3,15.3
2021-05-11,17.767083333333332,-0.119999997,20.55,20.55,20.55
2021-05-12,12.882916666666665,-0.122949392,17.43,17.43,17.43
2021-05-13,11.745,0.0910246538,15.38,15.38,15.38
2021-05-14,14.454583333333334,0.051541537,16.55,16.55,16.55
2021-05-15,12.27625,0.054019254,18.66,18.66,18.66
2021-05-16,12.363333333333332,0.033657461,17.49,17.49,17.49
2021-05-17,18.268750000000008,0.0651150854,16.41,16.41,16.41
2021-05-18,10.347083333333334,0.070577691,15.85,15.85,15.85
2021-05-19,6.956250000000001,0.0372791246,16.02,16.02,16.02
2021-05-20,10.253749999999998,0.1133923084,15.02,15.02,15.02
2021-05-21,14.24791666666666,-0.074650519,19.61,19.61,19.61
2021-05-22,12.355416666666668,0.069985867,17.47,17.47,17.47
2021-05-23,12.016249999999998,0.023034873,15.82,15.82,15.82
2021-05-24,15.5775,0.15775077,18.95,18.95,18.95
2021-05-25,12.577083333333334,-0.146546602,17.64,17.64,17.64
2021-05-26,8.574583333333333,0.0591319525999999,15.88,15.88,15.88
2021-05-27,7.838333333333335,0.006117596,15.03,15.03,15.03
2021-05-28,6.8016666666666685,-0.090000004,14.65,14.65,14.65
2021-05-29,6.992500000000001,0.452522129,13.53,13.53,13.53
2021-05-30,7.041249999999999,-0.140109465,14.55,14.55,14.55
2021-05-31,18.130416666666665,-0.061210692,18.43,18.43,18.43
2021-06-01,11.786249999999995,0.012510459,14.79,14.79,14.79
2021-06-02,17.79125,0.0303858145999999,20.13,20.13,20.13
2021-06-03,16.085000000000004,0.17040512,16.91,16.91,16.91
2021-06-04,15.373333333333331,0.1562336902,18.55,18.55,18.55
2021-06-05,16.178333333333338,0.093056671,14.71,14.71,14.71
2021-06-06,14.965000000000003,0.013399477,14.32,14.32,14.32
2021-06-07,16.158333333333335,0.052346066,29.52,29.52,29.52
2021-06-08,13.655,-0.079460315,11.71,11.71,11.71
2021-06-09,11.564583333333331,-0.010080747,15.24,15.24,15.24
2021-06-10,9.437083333333334,-0.029999999,8.94,8.94,8.94
2021-06-11,11.692083333333334,0.0316330553999999,10.71,10.71,10.71
2021-06-12,5.417083333333334,0.0708487302,13.22,13.22,13.22
2021-06-13,4.782916666666668,0.270000011,15.35,15.35,15.35
2021-06-14,6.777083333333334,-0.0522482395999999,14.28,14.28,14.28
2021-06-15,9.386250000000002,-0.041555956,13.52,13.52,13.52
2021-06-16,11.71291666666667,0.05686269,9.6,9.6,9.6
2021-06-17,7.687499999999999,0.1071383709999999,9.47,9.47,9.47
2021-06-18,7.84,-0.0076852752,10.34,10.34,10.34
2021-06-19,12.312499999999998,0.0472427133999999,10.05,10.05,10.05
2021-06-20,12.68583333333333,0.121185725,11.07,11.07,11.07
2021-06-21,12.667916666666668,0.111056395,9.94,9.94,9.94
2021-06-22,8.412083333333333,0.081501372,12.04,12.04,12.04
2021-06-23,7.009166666666666,0.065324403,10.1,10.1,10.1
2021-06-24,9.344166666666666,-0.0423684601999999,9.52,9.52,9.52
2021-06-25,8.775,0.012660133,11.93,11.93,11.93
2021-06-26,5.814583333333334,0.039538059,11.02,11.02,11.02
2021-06-27,6.00125,0.0052192957999999,12.9,12.9,12.9
2021-06-28,11.810000000000002,0.0557722714,11.52,11.52,11.52
2021-06-29,14.697916666666666,0.082681559,13.54,13.54,13.54
2021-06-30,14.980833333333337,0.404725671,13.88,13.88,13.88
2021-07-01,11.76833333333333,0.038751751,12.96,12.96,12.96
2021-07-02,12.919583333333334,-0.019606497,13.89,13.89,13.89
2021-07-03,13.770833333333334,0.047711942,14.18,14.18,14.18
2021-07-04,11.271666666666668,0.1217936402,13.61,13.61,13.61
2021-07-05,13.91875,0.203888208,14.07,14.07,14.07
2021-07-06,18.541666666666668,0.0710925048,12.21,12.21,12.21
2021-07-07,16.60041666666667,-0.02,12.74,12.74,12.74
2021-07-08,11.249166666666667,0.0543045234,13.94,13.94,13.94
2021-07-09,5.690416666666667,-0.0103140265999999,12.43,12.43,7.15
2021-07-10,5.114583333333334,-0.019868042,13.25,13.25,6.57
2021-07-11,5.7387500000000005,-0.1103531107999999,13.58,13.58,4.25
2021-07-12,6.407083333333333,-0.0164386731999999,10.72,10.72,5.17
2021-07-13,7.639583333333333,0.0927840948,5.66,5.66,4.76
2021-07-14,7.530416666666665,0.0899858802,6.39,6.39,12.71
2021-07-15,8.387083333333331,-0.209999993,6.8,6.8,8.99
2021-07-16,11.005000000000004,0.032255836,7.08,7.08,3.57
2021-07-17,11.747916666666669,-0.2100511142,7.94,7.94,3.71
2021-07-18,12.124166666666667,0.064584804,8.71,8.71,3.01
2021-07-19,17.84208333333333,-0.0259901806,7.44,7.44,2.99
2021-07-20,13.665416666666664,-0.1064297172,8.13,8.13,2.97
2021-07-21,14.893750000000002,-0.029807071,8.09,8.09,3.07
2021-07-22,8.268333333333334,0.0409797957999999,8.39,8.39,3.98
2021-07-23,7.172916666666666,0.0757185653999999,7.64,7.64,4.37
2021-07-24,4.625833333333334,0.113423578,7.94,7.94,5.32
2021-07-25,7.647500000000001,-0.0411648929999999,7.82,7.82,5.19
2021-07-26,9.154583333333331,0.0776677608,9.13,9.13,3.85
2021-07-27,15.525833333333331,0.1943949544,9.8,9.8,4.64
2021-07-28,10.927499999999997,0.1387919044,8.09,8.09,6.18
2021-07-29,12.00666666666667,-0.1159471659999999,9.1,9.1,6.34
2021-07-30,9.0325,0.0435800356,8.82,8.82,7.73
2021-07-31,5.655833333333333,0.310000002,11.19,11.19,7.83
2021-08-01,5.286666666666668,0.0765209287999999,8.25,8.25,4.77
2021-08-02,6.044583333333333,0.1189611302,9.05,9.05,6.19
2021-08-03,5.780833333333334,0.110877391,8.72,8.72,5.32
2021-08-04,6.757916666666669,0.1138967178,10.1,10.1,6.61
2021-08-05,6.944166666666667,0.0516731031999999,8.26,8.26,5.5
2021-08-06,8.206666666666665,-0.080974461,9.98,9.98,5.59
2021-08-07,7.556250000000001,0.1766096898,9.3,9.3,4.4
2021-08-08,9.07291666666667,0.1423643104,9.4,9.4,5.01
2021-08-09,18.299166666666668,-0.0391720686,8.8,8.8,4.46
2021-08-10,14.115,-0.0552763234,9.33,9.33,4.52
2021-08-11,10.83875,-0.050000001,8.91,8.91,4.88
2021-08-12,11.64875,0.0211133645999999,9.29,9.29,4.43
2021-08-13,11.246250000000002,0.0333685176,9.45,9.45,4.66
2021-08-14,8.992916666666666,0.1402617022,9.4,9.4,5.22
2021-08-15,10.709166666666668,-0.0131397324,9.66,9.66,5.46
2021-08-16,19.19291666666667,0.150000006,9.53,9.53,10.65
2021-08-17,14.147500000000004,0.0037692951999999,9.22,9.22,4.7
2021-08-18,9.07,0.033564456,10.32,10.32,5.96
2021-08-19,8.375,-0.0667880771999999,9.11,9.11,7.48
2021-08-20,13.510833333333338,0.1629393812,10.43,10.43,4.62
2021-08-21,9.631666666666666,-0.0866936869999999,9.56,9.56,4.93
2021-08-22,10.070833333333336,-0.0203016565999999,9.83,9.83,5.14
2021-08-23,13.470416666666663,0.0577055785999999,10.95,10.95,5.13
2021-08-24,13.205416666666666,0.1433635362,7.77,7.77,5.19
2021-08-25,11.697499999999998,0.090000004,10.66,10.66,5.2
2021-08-26,12.394166666666663,0.0,9.99,9.99,6.11
2021-08-27,12.545,0.1369452588,9.51,9.51,5.59
2021-08-28,7.523333333333334,0.093313587,9.15,9.15,5.77
2021-08-29,5.887083333333333,-0.029660869,5.01,5.01,5.59
2021-08-30,6.222499999999999,-0.0153485801999999,6.55,6.55,5.47
2021-08-31,8.558333333333334,0.0957171504,6.62,6.62,5.57
2021-09-01,10.067916666666669,0.140000001,6.82,6.82,6.06
2021-09-02,13.342083333333331,0.18974179,7.29,7.29,5.54
2021-09-03,17.705833333333334,0.1012890094,0.49,7.55,7.19
2021-09-04,15.3075,0.101220809,1.59,8.06,4.68
2021-09-05,12.225,0.0984150243999999,2.96,8.47,5.12
2021-09-06,7.373333333333334,-0.0228574059999999,3.06,7.85,5.87
2021-09-07,5.963333333333334,-0.130934362,3.03,8.56,5.44
2021-09-08,9.169166666666667,-0.0046078165999999,3.03,8.94,5.19
2021-09-09,14.579583333333336,-0.0566425484,3.0,10.49,5.55
2021-09-10,12.084166666666668,0.109999999,3.12,9.67,5.61
2021-09-11,8.253333333333334,0.0546899921999999,3.13,12.57,5.86
2021-09-12,7.766249999999999,-0.007962675,3.36,11.19,5.85
2021-09-13,6.651250000000001,-0.063266203,3.08,13.33,6.05
2021-09-14,4.342083333333333,-0.0512524392,3.19,13.11,5.7
2021-09-15,7.744583333333332,0.0467033127999999,3.24,12.03,6.51
2021-09-16,11.789166666666668,0.0627775102,3.59,12.39,5.24
2021-09-17,8.214166666666666,0.0333874108,3.38,12.64,5.42
2021-09-18,6.1375,0.0930384662,3.31,13.64,6.02
2021-09-19,8.844583333333334,0.167264059,3.31,13.09,5.42
2021-09-20,9.912083333333332,0.1884005658,3.42,14.75,5.35
2021-09-21,8.442499999999997,-0.74000001,3.67,12.78,9.53
2021-09-22,6.71875,0.13392325,3.82,13.05,4.41
2021-09-23,6.81416666666667,-0.0070852016,3.9,12.31,4.63
2021-09-24,13.74875,0.2205030612,3.91,13.39,4.84
2021-09-25,10.247083333333334,-0.0587741563999999,3.93,14.91,5.43
2021-09-26,6.54,0.019452609,3.67,16.88,5.13
2021-09-27,6.007083333333331,0.0279961697999999,3.68,16.67,5.72
2021-09-28,6.713333333333335,0.182421297,3.84,11.28,5.7
2021-09-29,7.914166666666666,0.1898715943999999,4.1,12.55,8.8
2021-09-30,8.434583333333334,-0.01784135,4.19,15.31,5.76
2021-10-01,10.699166666666663,0.0272051564,4.25,12.8,5.91
2021-10-02,11.494166666666668,0.1606495738,4.23,11.97,6.17
2021-10-03,9.854583333333332,0.243304305,4.44,19.89,6.34
2021-10-04,15.505833333333335,0.235284768,4.44,15.55,6.7
2021-10-05,18.84083333333333,0.194339544,4.53,7.9,6.36
2021-10-06,21.120416666666667,-0.0816144958,4.57,4.49,7.94
2021-10-07,16.72,-0.128739387,4.77,6.47,6.46
2021-10-08,15.525,0.0451294392,4.77,47.24,7.17
2021-10-09,12.17,0.181650728,5.14,76.5,7.79
2021-10-10,18.15083333333333,0.0771886068,5.13,47.38,9.05
2021-10-11,24.32916666666667,0.274293214,5.64,14.59,7.5
2021-10-12,33.00208333333334,-0.142290846,6.5,9.45,9.58
2021-10-13,21.955,-0.0373718008,11.99,16.93,8.41
2021-10-14,17.236666666666668,0.019458273,13.76,13.59,8.98
2021-10-15,29.59625000000001,-0.2785754715999999,17.24,12.14,11.43
2021-10-16,9.398749999999998,-0.075460993,15.85,6.99,10.12
2021-10-17,6.2420833333333325,0.0575190068,14.27,4.69,11.05
2021-10-18,10.855833333333331,0.0084039822,12.51,6.46,9.0
2021-10-19,13.456666666666663,0.1468002202,11.22,8.04,9.51
2021-10-20,14.258333333333333,0.272237152,7.78,21.36,8.81
2021-10-21,13.889583333333333,0.028634967,4.22,65.68,9.27
2021-10-22,11.799166666666665,0.0615276229999999,4.35,30.96,8.89
2021-10-23,16.00166666666667,0.16263859,4.34,47.38,9.24
2021-10-24,13.039583333333333,-0.0010610014,4.32,16.05,9.36
2021-10-25,15.88541666666667,0.084240906,4.46,13.04,9.95
2021-10-26,15.674166666666666,-0.0521346851999999,4.49,11.28,9.67
2021-10-27,15.710833333333332,0.513969541,4.66,9.35,10.18
2021-10-28,25.35708333333333,0.161475256,4.86,13.86,11.46
2021-10-29,30.85791666666668,0.0165320268,4.94,29.18,11.94
2021-10-30,13.453333333333331,0.060926557,5.52,47.18,11.62
2021-10-31,14.866666666666664,0.0143527595999999,5.01,64.72,12.25
2021-11-01,20.57625,0.455924362,5.37,72.55,12.62
2021-11-02,18.041666666666668,0.0292202446,5.09,16.92,12.02
2021-11-03,35.39541666666666,0.157443728,5.13,20.58,12.92
2021-11-04,28.972916666666663,0.101915974,5.92,58.06,19.78
2021-11-05,23.79041666666667,0.392560869,5.22,36.33,18.58
2021-11-06,18.6975,0.023856387,5.09,19.26,13.42
2021-11-07,18.6056,0.0448948287999999,5.25,23.79,15.6
2021-11-08,20.469166666666663,-0.538199902,5.79,23.11,15.11
2021-11-09,21.95458333333333,0.0802737668,6.47,18.7,15.42
2021-11-10,29.355,0.072929196,6.34,33.68,20.06
2021-11-11,36.47625000000001,0.1270368848,7.06,27.16,13.11
2021-11-12,50.02333333333332,0.02071847,6.33,27.88,17.41
2021-11-13,17.6675,-0.076587714,7.19,28.37,13.26
2021-11-14,30.308333333333334,-0.0963005404,6.88,37.99,13.09
2021-11-15,18.85083333333333,-0.178093836,7.37,19.6,13.53
2021-11-16,19.94708333333333,0.0431772828,6.55,15.69,13.4
2021-11-17,15.415833333333332,0.0104217197999999,6.78,16.15,14.17
2021-11-18,9.48208333333333,0.0657563446,6.31,13.47,14.71
2021-11-19,20.894166666666667,-0.1881816444,6.23,26.8,12.97
2021-11-20,19.67625,0.0358510515999999,6.41,29.98,17.94
2021-11-21,24.641666666666666,-0.226117581,7.74,29.88,17.08
2021-11-22,22.371666666666663,-0.086875476,7.48,15.77,11.53
2021-11-23,28.56124999999999,0.0708799301999999,7.05,33.69,12.72
2021-11-24,26.05666666666668,-0.299977273,7.17,21.61,13.67
2021-11-25,20.597916666666663,0.0487644896,5.86,20.83,9.2
2021-11-26,40.87125,0.039318986,8.64,23.63,8.74
2021-11-27,22.954583333333336,0.176237315,7.76,21.46,9.11
2021-11-28,21.152500000000003,0.214397833,7.39,17.68,8.7
2021-11-29,17.122083333333332,0.374825209,7.76,19.01,8.94
2021-11-30,21.12958333333333,0.0783663098,7.41,28.78,9.46
2021-12-01,13.089583333333335,-0.340047866,7.16,18.12,10.05
2021-12-02,22.37625,-0.047265456,6.96,15.18,8.65
2021-12-03,14.533333333333331,0.213653103,7.7,22.1,8.86
2021-12-04,18.75,0.109354722,8.72,25.01,9.5
2021-12-05,7.564999999999999,0.0648268954,8.98,16.43,9.16
2021-12-06,13.77041666666667,-0.0185974957999999,7.82,14.33,11.58
2021-12-07,13.82875,0.04535919369426434,8.25,13.85,10.59
2021-12-08,24.14791666666667,0.008072783,8.92,18.43,9.07
2021-12-09,17.735,0.0806463702,10.98,14.43,9.39
2021-12-10,18.319166666666668,0.0909369352,10.59,14.17,9.35
2021-12-11,18.72875,-0.041477444,8.06,30.73,9.46
2021-12-12,21.76166666666667,0.467650086,7.96,26.63,9.49
2021-12-13,16.105833333333333,0.082677661,9.28,18.56,9.74
2021-12-14,18.66208333333334,0.1253046856,9.28,24.08,10.1
2021-12-15,16.032500000000002,0.044533555,9.78,15.48,10.1
2021-12-16,16.77333333333333,-0.0496997254,8.53,15.15,10.31
2021-12-17,19.39166666666667,0.0448495034,7.98,12.82,9.99
2021-12-18,15.33375,-0.044441092,9.04,11.64,9.81
2021-12-19,14.562499999999991,-0.026129082,9.85,16.0,10.4
2021-12-20,20.051666666666677,0.0395302358,13.29,17.27,10.39
2021-12-21,23.500833333333336,-0.980000019,11.05,16.8,11.65
2021-12-22,33.94041666666666,0.379999995,20.05,27.75,11.83
2021-12-23,48.66500000000001,-0.287960529,10.02,33.06,15.53
2021-12-24,18.3425,0.09814591,8.41,20.84,11.97
2021-12-25,11.548333333333334,0.0338273422,5.73,13.59,11.8
2021-12-26,9.740416666666665,0.050055135,5.79,12.55,11.79
2021-12-27,11.27,0.0149351005999999,6.02,13.39,11.67
2021-12-28,7.677499999999999,0.1424228994,3.83,12.08,11.84
2021-12-29,6.675416666666666,0.0371270648,2.66,12.09,8.39
2021-12-30,9.86625,-0.0482662148,3.1,11.98,4.14
2021-12-31,15.364583333333334,-0.050074246,2.96,11.82,3.54
