date,open_SO2,sate_SO2,"DM College of Science, Imphal - Manipur PCB","Manipur University, Imphal - Manipur PCB"
2021-08-10,3.977083333333333,-0.0030000023999999,26.89,26.89
2021-08-11,3.664583333333333,0.0529999984,27.29,27.29
2021-08-12,3.185833333333333,0.1720000085999999,27.37,27.37
2021-08-13,3.0450000000000004,0.0019999985999999,26.88,26.88
2021-08-14,2.779583333333333,0.1799999931999999,27.0,27.0
2021-08-15,5.782916666666666,-0.0459999981999999,26.93,26.93
2021-08-16,4.95375,-0.0189999988,27.32,27.32
2021-08-17,3.986666666666666,0.0520000004,27.53,27.53
2021-08-18,3.5425000000000004,0.0769999993999999,27.59,27.59
2021-08-19,4.555000000000001,-0.087999998,27.26,27.26
2021-08-20,4.26875,0.0659999996,27.32,27.32
2021-08-21,2.455416666666667,0.1430000015999999,27.16,27.16
2021-08-22,3.31875,0.0319999998,27.51,27.51
2021-08-23,3.605833333333333,0.0599999994,27.59,27.59
2021-08-24,4.093333333333333,0.1349999978,27.46,27.46
2021-08-25,4.327500000000001,0.0030000008,27.34,27.34
2021-08-26,2.6850000000000005,0.1600000038,28.05,28.05
2021-08-27,2.494166666666666,-0.0080000002,28.39,28.39
2021-08-28,1.9358333333333333,0.0449999995999999,28.1,28.1
2021-08-29,2.6204166666666664,0.1,28.12,28.12
2021-08-30,4.797916666666667,0.0449999996,28.03,28.03
2021-08-31,5.707083333333333,0.0879999964,28.08,28.08
2021-09-01,5.346666666666668,-0.0350000002,27.92,27.92
2021-09-02,4.52,0.0219999995999999,28.14,28.14
2021-09-03,8.028333333333334,0.2049999935999999,27.93,27.93
2021-09-04,2.856666666666667,0.0360000012,28.0,28.0
2021-09-05,1.58125,0.160000002,28.06,28.06
2021-09-06,1.9125,-0.1390000048,28.4,28.4
2021-09-07,5.757916666666667,0.1130000012,28.13,28.13
2021-09-08,5.540000000000002,0.1200000047999999,28.2,28.2
2021-09-09,3.1950000000000003,-0.0009999998,28.6,28.6
2021-09-10,1.78625,0.0880000006,30.41,30.41
2021-09-11,1.5429166666666665,0.0459999978,31.58,31.58
2021-09-12,1.3604166666666666,0.029999999,28.79,28.79
2021-09-13,1.7837500000000002,-0.0310000001999999,29.12,29.12
2021-09-14,3.0549999999999997,0.141999998,29.55,29.55
2021-09-15,4.3879166666666665,0.0339999996,29.06,29.06
2021-09-16,2.2866666666666675,0.1659999964,28.8,28.8
2021-09-17,3.015833333333333,-0.0689999997999999,29.02,29.02
2021-09-18,4.745416666666667,0.0800000001999999,28.52,28.52
2021-09-19,5.0200000000000005,-0.0739999972,28.25,28.25
2021-09-20,5.224166666666666,0.159999996,28.88,28.88
2021-09-21,6.440833333333333,0.0020000018,28.56,28.56
2021-09-22,5.801666666666665,0.1150000004,28.66,28.66
2021-09-23,3.4454166666666666,-0.0319999988,28.77,28.77
2021-09-24,2.122083333333333,0.0440000029999999,28.74,28.74
2021-09-25,3.154583333333333,-0.0620000004,29.52,29.52
2021-09-26,1.505,-0.0140000012,29.59,29.59
2021-09-27,2.077083333333334,0.0829999982,28.4,28.4
2021-09-28,3.208333333333334,-0.1299999922,29.05,29.05
2021-09-29,5.895833333333333,0.0510000021999999,28.74,28.74
2021-09-30,10.010833333333332,0.0800000031999999,28.59,28.59
2021-10-01,4.567083333333334,0.064999998,28.9,28.9
2021-10-02,4.032916666666667,0.1270000032,29.26,29.26
2021-10-03,4.6450000000000005,-0.0149999991999999,28.77,28.77
2021-10-04,3.936666666666666,-0.0370000008,28.77,28.77
2021-10-05,4.02625,-0.0600000032,28.92,28.92
2021-10-06,7.015,0.254999995,29.24,29.24
2021-10-07,6.780833333333334,0.0969999983999999,29.33,29.33
2021-10-08,7.826249999999999,0.0069999997999999,29.38,29.38
2021-10-09,4.712083333333334,0.1699999966,29.75,29.75
2021-10-10,4.379999999999999,0.0120000013999999,29.19,29.19
2021-10-11,6.698749999999998,0.0869999896,29.69,29.69
2021-10-12,2.924583333333333,-0.02,30.0,30.0
2021-10-13,4.77875,-0.02,29.77,29.77
2021-10-14,4.909583333333333,0.1289999902,29.96,29.96
2021-10-15,1.9633333333333336,0.07,30.09,30.09
2021-10-16,1.0483333333333331,-0.1080000052,30.14,30.14
2021-10-17,1.3429166666666672,0.1559999988,30.29,30.29
2021-10-18,1.92375,0.1369999992,30.2,30.2
2021-10-19,5.703333333333333,0.0279999968,29.61,29.61
2021-10-20,3.9170833333333337,0.0839999988,29.31,29.31
2021-10-21,3.712500000000001,0.0839999987999999,29.27,29.27
2021-10-22,7.80041666666667,0.389999986,29.29,29.29
2021-10-23,3.983333333333333,-0.0059999989999999,29.52,29.52
2021-10-24,3.164166666666667,-0.0720000042,29.37,29.37
2021-10-25,4.441666666666667,0.2669999956,29.71,29.71
2021-10-26,3.883333333333333,0.014,29.88,29.88
2021-10-27,4.147499999999998,0.1400000012,29.3,29.3
2021-10-28,4.386666666666666,0.0349999968,30.0,30.0
2021-10-29,3.1341666666666668,-0.050000001,29.77,29.77
2021-10-30,2.9112500000000003,0.0549999907999999,29.5,29.5
2021-10-31,3.5075000000000003,-0.0019999985999999,29.51,29.51
2021-11-01,3.9983333333333335,-0.1720000008,29.85,29.85
2021-11-02,4.083333333333333,-0.1060000008,29.92,29.92
2021-11-03,4.093333333333333,-0.0139999983999999,29.89,29.89
2021-11-04,4.494583333333334,0.0449999963999999,30.97,30.97
2021-11-05,5.826250000000001,-0.018000001,30.07,30.07
2021-11-06,3.641666666666668,-0.219999999,30.3,30.3
2021-11-07,2.6488000000000005,-0.439999998,30.22,30.22
2021-11-08,4.0095833333333335,0.0280000005999999,30.2,30.2
2021-11-09,4.145416666666667,0.105000004,30.25,30.25
2021-11-10,4.454583333333335,-0.077999994,30.27,30.27
2021-11-11,4.386666666666667,-0.086000001,30.05,30.05
2021-11-12,5.213333333333333,0.139999993,30.03,30.03
2021-11-13,3.105833333333333,0.0640000052,30.03,30.03
2021-11-14,4.065,-0.020000001,30.06,30.06
2021-11-15,5.164166666666666,-0.0679999972,30.68,30.68
2021-11-16,4.1779166666666665,-0.0179999996,30.49,30.49
2021-11-17,4.485,0.1350000046,30.16,30.16
2021-11-18,7.390416666666669,-0.135000005,30.28,30.28
2021-11-19,11.5225,-0.0030000044,30.28,30.28
2021-11-20,7.395,0.1339999972,30.4,30.4
2021-11-21,6.469166666666666,0.1369999989999999,30.39,30.39
2021-11-22,6.751666666666668,-0.579999983,30.72,30.72
2021-11-23,4.832499999999999,-0.179999992,31.35,31.35
2021-11-24,4.359166666666666,-0.0570000002,30.35,30.35
2021-11-25,5.099999999999999,0.469999999,30.15,30.15
2021-11-26,4.6225,0.0379999952,29.79,29.79
2021-11-27,3.8625000000000007,0.219999999,30.08,30.08
2021-11-28,3.0562500000000004,0.0329999863999999,30.46,30.46
2021-11-29,3.7604166666666674,0.189999998,30.04,30.04
2021-11-30,3.8975,-0.409999996,30.34,30.34
2021-12-01,3.29375,0.0310000002,30.4,30.4
2021-12-02,4.688749999999999,0.100000001,31.08,31.08
2021-12-03,4.0216666666666665,0.0059999986,30.57,30.57
2021-12-04,3.3975000000000004,-0.079,30.38,30.38
2021-12-05,3.290000000000001,0.126999999,30.43,30.43
2021-12-06,3.12625,0.1929999901999999,30.92,30.92
2021-12-07,4.277083333333333,0.03249625862743141,31.4,31.4
2021-12-08,3.64375,0.084999998,30.83,30.83
2021-12-09,10.051249999999998,-0.039999999,30.64,30.64
2021-12-10,8.990833333333333,0.0919999991999999,30.93,30.93
2021-12-11,7.603749999999998,0.204999998,31.03,31.03
2021-12-12,5.44125,-0.0539999956,30.92,30.92
2021-12-13,6.811666666666667,-0.360000014,30.88,30.88
2021-12-14,10.140416666666669,0.1680000024,31.05,31.05
2021-12-15,11.695416666666668,-0.170000002,31.93,31.93
2021-12-16,9.674166666666666,-0.280000001,32.15,32.15
2021-12-17,6.167083333333335,0.1320000013999999,31.56,31.56
2021-12-18,4.4925000000000015,0.379999995,31.53,31.53
2021-12-19,4.59625,0.1439999997999999,32.66,32.66
2021-12-20,7.334166666666667,0.064999998,31.41,31.41
2021-12-21,4.810833333333334,0.0629999993999999,31.72,31.72
2021-12-22,3.5312500000000004,0.0410000012,30.45,30.45
2021-12-23,6.932083333333334,0.1059999978,30.55,30.55
2021-12-24,5.367916666666669,-0.029999999,30.76,30.76
2021-12-25,3.8554166666666663,0.1219999984,31.06,31.06
2021-12-26,5.279999999999999,0.1270000018,30.89,30.89
2021-12-27,8.5,0.289999992,31.59,31.59
2021-12-28,4.302916666666667,0.2290000036,31.58,31.58
2021-12-29,6.782916666666668,0.1409999891999999,30.92,30.92
2021-12-30,12.27375,0.0239999988,31.37,31.37
2021-12-31,9.398333333333332,-0.254999995,31.46,31.46
