date,open_SO2,sate_SO2,"Solapur, Solapur - MPCB"
2021-02-07,8.476250000000002,0.036621325,23.85
2021-02-08,7.810000000000001,0.1085842444,15.25
2021-02-09,8.753750000000002,0.204192325,13.42
2021-02-10,12.2125,-0.017582046,13.61
2021-02-11,11.594583333333334,-0.071927145,12.78
2021-02-12,7.673333333333332,0.042744931,12.81
2021-02-13,5.73875,-0.0061073478,12.78
2021-02-14,8.415000000000001,0.05109331,12.83
2021-02-15,9.822916666666668,-0.0248701652,12.57
2021-02-16,8.797500000000001,0.0465870865999999,13.38
2021-02-17,11.363749999999998,-0.043079253,12.69
2021-02-18,7.1275,0.220778316,10.64
2021-02-19,4.412916666666667,-0.1450740846,9.05
2021-02-20,5.394166666666667,0.0570143678,11.25
2021-02-21,5.1170833333333325,-0.0062398352,11.4
2021-02-22,6.079583333333333,0.0212691288,26.31
2021-02-23,10.709583333333333,0.448783845,9.25
2021-02-24,10.554166666666667,-0.0302855895999999,12.35
2021-02-25,11.09875,0.04165921,9.87
2021-02-26,11.532083333333334,0.071811944,9.03
2021-02-27,8.017916666666666,0.408929199,11.08
2021-02-28,6.374999999999999,0.153474674,12.01
2021-03-01,10.170416666666666,-0.0297449064,13.98
2021-03-02,6.927500000000001,0.090231016,14.28
2021-03-03,7.79375,0.0260937455999999,16.21
2021-03-04,10.980416666666663,0.0508984958,13.97
2021-03-05,8.219166666666668,-0.04669233,13.44
2021-03-06,9.162083333333332,0.256709188,13.83
2021-03-07,12.085,0.204226092,12.42
2021-03-08,10.660416666666665,0.0104549262,14.87
2021-03-09,9.132916666666668,0.020313419,14.96
2021-03-10,12.9775,0.0992898614,27.12
2021-03-11,5.925833333333333,-0.097803496,12.57
2021-03-12,6.135416666666668,0.0138492829999999,13.63
2021-03-13,5.276666666666666,0.168299839,28.5
2021-03-14,5.156521739130434,0.160175145,29.03
2021-03-15,7.155416666666667,-0.177109331,13.68
2021-03-16,7.697500000000001,0.028652011,14.04
2021-03-17,9.01625,0.0388675916,12.67
2021-03-18,8.837083333333334,-0.270000011,13.03
2021-03-19,11.042500000000002,-0.0375106236,10.92
2021-03-20,8.934166666666666,0.0562901486,10.89
2021-03-21,6.189583333333332,0.059335299,12.1
2021-03-22,6.668749999999999,-0.246384725,13.49
2021-03-23,9.6125,0.097869955,12.58
2021-03-24,5.5062500000000005,0.099340208,13.75
2021-03-25,5.1258333333333335,0.138031647,14.28
2021-03-26,8.01,0.0501008721999999,12.68
2021-03-27,8.20125,0.062506363,11.98
2021-03-28,7.960833333333331,0.222271083,13.17
2021-03-29,9.449166666666663,-0.066823334,11.83
2021-03-30,10.36375,0.03528369805436408,11.52
2021-03-31,11.343333333333334,-0.0720817,9.79
2021-04-01,11.128333333333336,0.050967403,11.08
2021-04-02,8.72625,-0.073456854,12.18
2021-04-03,8.4125,0.134259418,13.39
2021-04-04,8.387916666666667,0.0134210258,9.27
2021-04-05,13.137916666666667,0.010645806,11.56
2021-04-06,12.672916666666664,-0.030030375,14.76
2021-04-07,11.419583333333334,0.057186257,12.1
2021-04-08,10.989166666666668,-0.0326227244,13.7
2021-04-09,7.2,0.104789205,10.71
2021-04-10,5.036249999999999,-0.0837400122,22.04
2021-04-11,3.165833333333333,0.0498088468,28.95
2021-04-12,3.3925,0.0898734098,7.98
2021-04-13,4.702083333333333,0.1632159275999999,7.96
2021-04-14,3.5933333333333337,0.053803567,12.29
2021-04-15,7.779999999999998,-0.030152278,13.52
2021-04-16,7.354166666666665,0.072993629,14.22
2021-04-17,6.687916666666669,-0.027964994,7.1
2021-04-18,8.842500000000001,0.1332701,4.92
2021-04-19,12.485416666666666,0.414756209,6.29
2021-04-20,12.290833333333332,0.0779285463999999,5.02
2021-04-21,4.449166666666667,-0.058604318,7.18
2021-04-22,6.870416666666666,0.145104602,10.52
2021-04-23,7.222916666666666,0.639011621,10.96
2021-04-24,5.176666666666668,0.208397821,11.51
2021-04-25,6.321666666666668,0.18398495,29.75
2021-04-26,7.570416666666666,0.139521316,13.88
2021-04-27,8.160833333333334,0.0309904825999999,46.77
2021-04-28,6.232499999999999,0.269892067,44.03
2021-04-29,8.812083333333335,0.1472242761999999,39.27
2021-04-30,6.83625,-0.019767111,7.47
2021-05-01,8.139583333333333,0.109157681,8.98
2021-05-02,4.842083333333332,0.244499296,13.16
2021-05-03,5.981249999999998,-0.015936697,10.29
2021-05-04,5.364583333333333,-0.080040649,9.76
2021-05-05,6.889166666666667,-0.0184257844,9.17
2021-05-06,6.359166666666667,0.0723517994,9.77
2021-05-07,8.086249999999998,0.0913228434,22.55
2021-05-08,4.902083333333335,0.036912605,18.98
2021-05-09,4.879166666666667,0.125061139,20.0
2021-05-10,4.750000000000001,-0.084799938,20.39
2021-05-11,8.6925,-0.067292988,19.77
2021-05-12,5.19,-0.037144359,19.68
2021-05-13,2.8854166666666674,0.1107953945999999,11.63
2021-05-14,4.910833333333334,0.059999999,10.51
2021-05-15,5.039166666666667,0.0015113319999999,9.57
2021-05-16,4.2020833333333325,-0.0327173324,28.46
2021-05-17,1.3825,0.138135791,7.5
2021-05-18,1.7029166666666666,0.1173496908,8.31
2021-05-19,2.2145833333333336,0.0571632056,15.54
2021-05-20,4.172916666666667,0.149828017,10.37
2021-05-21,5.61,0.0364086842,10.04
2021-05-22,3.3412500000000005,0.052160568,11.09
2021-05-23,5.329166666666667,0.0297262881999999,10.48
2021-05-24,6.679583333333333,0.01,11.05
2021-05-25,6.16125,0.0466506582,11.09
2021-05-26,2.963750000000001,0.06965445,11.15
2021-05-27,2.174166666666667,0.074709587,9.36
2021-05-28,2.46375,-0.147842452,9.6
2021-05-29,2.991666666666667,0.0886915404,9.89
2021-05-30,3.3491666666666675,0.114938088,8.77
2021-05-31,2.969583333333334,-0.0071295408,11.24
2021-06-01,3.273333333333333,-0.02,10.22
2021-06-02,5.239166666666667,0.025259111,10.61
2021-06-03,4.564999999999999,-0.125902951,10.64
2021-06-04,5.141666666666667,-0.039311856,10.65
2021-06-05,2.8966666666666665,0.015686868,10.72
2021-06-06,3.2708333333333326,0.0506723129999999,11.4
2021-06-07,2.994166666666667,0.0306937466,12.95
2021-06-08,2.6025,0.0019599,11.95
2021-06-09,2.2208333333333337,0.0264464695999999,10.68
2021-06-10,2.257916666666667,0.0153902193999999,17.67
2021-06-11,1.6375000000000002,0.0756329162,19.18
2021-06-12,1.7783333333333335,-0.057235062,17.32
2021-06-13,1.8916666666666668,0.040170817,19.31
2021-06-14,2.23625,0.063642512,18.21
2021-06-15,1.9141666666666663,0.100000001,12.86
2021-06-16,1.9591666666666667,0.0358057058,13.31
2021-06-17,2.11375,0.0171451662,16.64
2021-06-18,1.6108333333333331,0.0029450647999999,15.49
2021-06-19,1.3337500000000002,0.051926937,16.06
2021-06-20,1.6529166666666668,0.050718743,17.68
2021-06-21,2.554583333333333,0.0072409277999999,16.58
2021-06-22,2.665,0.0350801772,15.84
2021-06-23,2.80125,0.0841522295999999,19.05
2021-06-24,2.548333333333333,-0.00229458,18.86
2021-06-25,2.546666666666666,0.0509703828,17.51
2021-06-26,3.03875,0.0262419065999999,15.29
2021-06-27,3.683333333333333,0.0817927574,16.03
2021-06-28,4.1475,-0.015704796,15.57
2021-06-29,3.0279166666666666,0.0101799466,14.54
2021-06-30,3.199583333333333,0.0691698258,15.16
2021-07-01,2.55125,0.0841952444,16.08
2021-07-02,2.284166666666667,-0.0453362008,15.32
2021-07-03,2.237916666666667,-0.001833455,18.12
2021-07-04,3.270416666666666,-0.0371641,17.23
2021-07-05,5.054166666666666,0.0557440034,17.5
2021-07-06,5.9558333333333335,0.056666669,15.72
2021-07-07,5.9579166666666685,0.02,15.79
2021-07-08,4.1925,0.0321212872,15.04
2021-07-09,3.7991666666666655,0.105657593,14.48
2021-07-10,2.506666666666667,0.036132004,15.87
2021-07-11,1.8483333333333332,0.1421609902,19.95
2021-07-12,1.964583333333333,0.0328896904,15.07
2021-07-13,2.2425,0.037916009,14.65
2021-07-14,2.2633333333333336,0.0365208364,13.64
2021-07-15,2.1,0.0863405816,15.14
2021-07-16,2.4416666666666678,0.013213509,15.15
2021-07-17,2.124166666666667,0.0122426484,14.93
2021-07-18,3.11875,0.0051233543999999,14.54
2021-07-19,1.8758333333333328,0.0174247554,15.81
2021-07-20,1.8995833333333327,0.0565162646,18.01
2021-07-21,1.6379166666666671,0.1524296182,16.9
2021-07-22,2.08125,0.1066433674,12.49
2021-07-23,2.1254166666666667,-0.289999992,13.8
2021-07-24,1.4479166666666667,0.0618095738,16.5
2021-07-25,1.39,0.0383730382,10.67
2021-07-26,1.6674999999999998,0.0448456534,15.34
2021-07-27,1.600833333333333,-0.003443179,18.44
2021-07-28,1.6779166666666672,0.129833544,17.87
2021-07-29,1.9100000000000004,-0.1353485258,14.81
2021-07-30,1.6341666666666663,0.073206927,15.29
2021-07-31,1.2883333333333336,0.0794277162,15.5
2021-08-01,1.4620833333333334,0.0127184028,14.93
2021-08-02,1.7670833333333331,0.0114523136,22.61
2021-08-03,1.8150000000000004,0.0558018525999999,18.5
2021-08-04,1.8104166666666663,0.0040901742,14.74
2021-08-05,1.9854166666666668,-0.0215107496,18.54
2021-08-06,2.055,0.070148052,17.19
2021-08-07,1.9683333333333333,0.0574067612,15.6
2021-08-08,2.5266666666666664,-0.109999999,11.35
2021-08-09,2.7825000000000006,0.1026110586,11.31
2021-08-10,2.55125,-0.0406973554,14.52
2021-08-11,2.692083333333333,0.0163800008,16.77
2021-08-12,3.061666666666666,0.0394732427999999,10.59
2021-08-13,2.14,0.0455466282,11.47
2021-08-14,1.555416666666667,0.0624481252,11.83
2021-08-15,1.919166666666667,0.0434951156,12.16
2021-08-16,3.3350000000000004,0.0654878368,11.46
2021-08-17,3.188333333333334,0.0886854342,20.2
2021-08-18,2.307916666666667,0.0313762994,16.91
2021-08-19,2.5795833333333342,0.0471826656,18.51
2021-08-20,3.0583333333333336,-0.0347171746,18.98
2021-08-21,2.219583333333333,0.0733637066,16.28
2021-08-22,3.2670833333333333,0.1376720128,21.56
2021-08-23,5.6225,0.0083604341999999,19.34
2021-08-24,4.784583333333334,0.131950587,15.7
2021-08-25,4.336666666666667,0.1234161481999999,15.44
2021-08-26,3.499166666666667,0.0103913481999999,7.33
2021-08-27,3.85,0.0164019106,12.49
2021-08-28,2.935,0.0322243682,13.72
2021-08-29,3.78875,0.0086458774,8.66
2021-08-30,3.607916666666666,0.1051664185999999,9.32
2021-08-31,3.025833333333333,0.082749896,15.38
2021-09-01,2.8354166666666667,0.0749471462,16.39
2021-09-02,3.528750000000001,0.0556265968,14.4
2021-09-03,3.53,0.0905788885999999,14.15
2021-09-04,2.887916666666667,0.0217308378,13.31
2021-09-05,3.30125,0.0144576028,8.38
2021-09-06,4.691249999999999,-0.00143181,14.58
2021-09-07,2.2645833333333334,0.1718814263999999,14.56
2021-09-08,1.5308333333333335,0.13189413,14.03
2021-09-09,1.9833333333333332,-0.0018211487999999,14.9
2021-09-10,1.9745833333333331,0.0853709378,16.71
2021-09-11,1.4441666666666668,-0.0081164189999999,9.61
2021-09-12,1.5025000000000002,0.045250838,13.14
2021-09-13,1.885,0.0066446004,16.25
2021-09-14,2.134583333333333,0.112777837,17.98
2021-09-15,2.17,0.079999998,14.2
2021-09-16,2.3441666666666667,0.009653837,9.54
2021-09-17,2.587916666666666,0.0005134254,10.25
2021-09-18,2.7154166666666666,0.0345708387999999,11.66
2021-09-19,2.928333333333333,0.0581228815999999,10.1
2021-09-20,4.067916666666666,0.044063344,19.61
2021-09-21,3.760416666666666,0.1029966738,16.65
2021-09-22,3.974583333333335,0.015093239,14.39
2021-09-23,4.346666666666667,0.0020614398,13.68
2021-09-24,4.434583333333332,0.1043545625999999,13.53
2021-09-25,3.5079166666666666,0.02,12.12
2021-09-26,4.69625,0.0309110906,15.45
2021-09-27,2.8129166666666667,0.042244192,17.31
2021-09-28,2.019166666666667,0.0115046356,21.76
2021-09-29,2.2687500000000003,0.039999999,13.35
2021-09-30,3.7520833333333337,-0.015000003,17.53
2021-10-01,5.0633333333333335,0.111305751,12.45
2021-10-02,3.02,-0.0103427557999999,13.78
2021-10-03,3.021666666666666,-0.0033368749999999,12.14
2021-10-04,3.6,-0.0385754113999999,15.34
2021-10-05,2.84375,0.0654170378,16.58
2021-10-06,2.939583333333333,0.0818001486,15.79
2021-10-07,4.678333333333333,0.052703723,17.06
2021-10-08,5.563333333333333,-0.010700879,16.51
2021-10-09,3.550833333333333,0.0548537926,12.8
2021-10-10,4.003333333333334,-0.0218031487999999,10.96
2021-10-11,5.53875,0.024721238,16.27
2021-10-12,5.199166666666667,0.145146906,17.76
2021-10-13,3.778333333333333,-0.0237038138,14.95
2021-10-14,5.0025,0.052674215,16.46
2021-10-15,3.72375,0.048312284,15.6
2021-10-16,3.96875,0.0047303604,19.35
2021-10-17,3.65,0.085024074,21.23
2021-10-18,7.412083333333332,0.0146142995999999,17.18
2021-10-19,5.4887500000000005,0.005014046,17.58
2021-10-20,5.221666666666667,0.0583649576,15.55
2021-10-21,6.243333333333333,0.04758374,15.04
2021-10-22,5.2195833333333335,-0.2538796956,15.41
2021-10-23,4.055833333333333,0.19198139,6.34
2021-10-24,3.199583333333333,0.015699286,6.97
2021-10-25,3.7241666666666657,0.0668733752,8.67
2021-10-26,4.411666666666666,0.107091218,21.53
2021-10-27,6.661666666666664,0.0733479124,21.68
2021-10-28,9.859583333333337,0.0333166268,21.31
2021-10-29,7.289583333333333,0.0695422358,19.94
2021-10-30,3.9125,0.0130819776,19.68
2021-10-31,3.81375,0.052297823,18.17
2021-11-01,4.105833333333333,0.0866700618,19.38
2021-11-02,3.0075,0.007231815,24.48
2021-11-03,2.6908333333333334,0.0554709242,23.02
2021-11-04,3.9391666666666674,0.0086666,22.88
2021-11-05,2.960833333333333,0.0704668939999999,19.41
2021-11-06,3.1508333333333325,-0.162298471,21.64
2021-11-07,3.158000000000001,0.1680359132,22.96
2021-11-08,4.839583333333332,0.018568685,24.05
2021-11-09,7.178333333333332,0.15833436,17.79
2021-11-10,5.649583333333333,0.0319717244,17.61
2021-11-11,6.853750000000001,-0.0021946811999999,19.44
2021-11-12,3.057916666666667,0.0277586885999999,11.04
2021-11-13,1.9275,0.0290286812,9.95
2021-11-14,3.37375,0.0163806863999999,13.86
2021-11-15,3.083333333333333,-0.0385001659999999,16.08
2021-11-16,4.28,0.064769559,18.25
2021-11-17,4.160833333333333,0.0433826339999999,14.85
2021-11-18,4.339583333333333,0.0072475756,14.88
2021-11-19,2.1908333333333334,0.0058252112,15.23
2021-11-20,3.327500000000001,0.1015531638,12.55
2021-11-21,4.2675,0.1068347804,16.11
2021-11-22,4.9750000000000005,0.0626118676,13.64
2021-11-23,5.470833333333332,-0.22970573,15.98
2021-11-24,3.3862500000000004,-0.376733184,17.57
2021-11-25,3.8316666666666666,0.251927137,18.21
2021-11-26,4.839999999999999,0.299935222,21.24
2021-11-27,5.422083333333334,-0.050000001,21.25
2021-11-28,3.2366666666666664,0.03934818,20.64
2021-11-29,4.420416666666667,0.0733655156,20.21
2021-11-30,4.418749999999998,0.0148877789999999,18.53
2021-12-01,6.541666666666665,0.0465817762,15.54
2021-12-02,4.2420833333333325,0.0009296211999999,15.01
2021-12-03,3.8275,-0.0085614901999999,15.39
2021-12-04,3.870416666666666,-0.09348762,16.82
2021-12-05,4.647916666666667,0.1396115308,20.36
2021-12-06,6.875416666666666,-0.3724612,17.7
2021-12-07,7.095416666666666,0.03528369805436408,15.37
2021-12-08,6.873333333333332,0.0527784864,18.68
2021-12-09,5.828749999999999,0.0370706041999999,18.15
2021-12-10,5.411666666666668,0.0047992626,17.26
2021-12-11,5.635000000000001,-0.063027486,13.72
2021-12-12,6.47375,-1.04916358,15.85
2021-12-13,7.909583333333334,0.0126162514,15.45
2021-12-14,5.640833333333333,0.0562305422,17.13
2021-12-15,6.312916666666666,0.0590933324,20.43
2021-12-16,4.435,0.025037686,19.75
2021-12-17,3.5025,0.069113276,19.09
2021-12-18,4.505000000000001,0.052074999,14.31
2021-12-19,8.971666666666666,0.084942669,13.19
2021-12-20,9.93125,0.077309199,14.7
2021-12-21,12.730833333333331,0.0300222,17.82
2021-12-22,12.224583333333335,0.018170396,16.79
2021-12-23,16.7725,0.0653296766,19.72
2021-12-24,17.042083333333334,-0.294910789,21.37
2021-12-25,10.941250000000002,0.0674902358,20.89
2021-12-26,10.205,-0.291169345,13.95
2021-12-27,7.524166666666666,0.161430389,17.74
2021-12-28,4.05,0.711103737,21.14
2021-12-29,6.183750000000001,-0.08145415,18.82
2021-12-30,4.376666666666666,0.0521791448,20.35
2021-12-31,4.960416666666666,-0.231869936,18.98
